"","x"
"4088",343099
"4089",79871
"4090",80148
"4091",27241
"4092",5395
"4093",83637
"4094",989
"4095",80820
"4096",55975
"4097",64224
"4098",11335
"4099",3181
"4100",84668
"4101",3204
"4102",3624
"4103",11328
"4104",51251
"4105",10124
"4106",51622
"4107",27434
"4108",29960
"4109",7291
"4110",55234
"4111",152007
"4112",92014
"4113",1211
"4114",8434
"4115",48
"4116",79269
"4117",57670
"4118",8805
"4119",78996
"4120",800
"4121",170685
"4122",5328
"4123",5552
"4124",9469
"4125",80114
"4126",55847
"4127",1959
"4128",11319
"4129",5033
"4130",8034
"4131",11130
"4132",9559
"4133",9904
"4134",11113
"4135",28981
"4136",35
"4137",84329
"4138",79039
"4139",23389
"4140",1031
"4141",26994
"4142",11228
"4143",79365
"4144",8082
"4145",3709
"4146",55297
"4147",64168
"4148",11059
"4149",23597
"4150",10549
"4151",10212
"4152",5585
"4153",79002
"4154",976
"4155",84292
"4156",10755
"4157",57213
"4158",84650
"4159",540
"4160",23091
"4161",57486
"4162",64105
"4163",10133
"4164",80760
"4165",466
"4166",10102
"4167",4327
"4168",5204
"4169",65244
"4170",29095
"4171",3164
"4172",1017
"4173",4035
"4174",60673
"4175",64375
"4176",23583
"4177",10376
"4178",25895
"4179",55709
"4180",1757
"4181",64756
"4182",6491
"4183",55355
"4184",3598
"4185",262
"4186",29078
"4187",85015
"4188",9643
"4189",203447
"4190",139231
"4191",9367
"4192",79828
"4193",79809
"4194",9111
"4195",29994
"4196",206358
"4197",9926
"4198",55509
"4199",50486
"4200",3759
"4201",57826
"4202",5393
"4203",81579
"4204",80776
"4205",79934
"4206",5208
"4207",NA
"4208",23682
"4209",27161
"4210",10608
"4211",1164
"4212",164781
"4213",2181
"4214",79586
"4215",23549
"4216",3623
"4217",23363
"4218",6560
"4219",84080
"4220",116151
"4221",90203
"4222",140686
"4223",79183
"4224",57580
"4225",3787
"4226",57468
"4227",6385
"4228",8202
"4229",51604
"4230",8785
"4231",57727
"4232",9217
"4233",84612
"4234",514
"4235",84181
"4236",5335
"4237",84969
"4238",6431
"4239",10564
"4240",57169
"4241",1434
"4242",387522
"4243",57403
"4244",5740
"4245",6780
"4246",6615
"4247",27304
"4248",8675
"4249",56937
"4250",55905
"4251",55661
"4252",55653
"4253",140825
"4254",4552
"4255",79072
"4256",5184
"4257",23096
"4258",6845
"4259",10617
"4260",55577
"4261",84693
"4262",400961
"4263",11017
"4264",10199
"4265",27189
"4266",10396
"4267",23326
"4268",79177
"4269",7596
"4270",27076
"4271",8239
"4272",55809
"4273",10385
"4274",23408
"4275",57380
"4276",56897
"4277",88745
"4278",NA
"4279",6631
"4280",5269
"4281",57510
"4282",89845
"4283",5190
"4284",4835
"4285",NA
"4286",221443
"4287",57505
"4288",346157
"4289",6204
"4290",4337
"4291",8970
"4292",9477
"4293",6903
"4294",25803
"4295",6954
"4296",9587
"4297",116138
"4298",54210
"4299",4201
"4300",1026
"4301",6659
"4302",2739
"4303",6239
"4304",6745
"4305",83732
"4306",51000
"4307",10799
"4308",6310
"4309",9972
"4310",7913
"4311",9521
"4312",860
"4313",9208
"4314",2069
"4315",745
"4316",79026
"4317",55831
"4318",23019
"4319",NA
"4320",583
"4321",4502
"4322",80262
"4323",2806
"4324",55715
"4325",171425
"4326",84899
"4327",5911
"4328",10257
"4329",1948
"4330",9375
"4331",78995
"4332",3659
"4333",65109
"4334",7737
"4335",23157
"4336",4694
"4337",27109
"4338",652
"4339",5732
"4340",8603
"4341",2868
"4342",6662
"4343",9953
"4344",399512
"4345",51081
"4346",23163
"4347",79637
"4348",79902
"4349",60386
"4350",57409
"4351",30833
"4352",55154
"4353",7270
"4354",9329
"4355",64794
"4356",54776
"4357",79143
"4358",4987
"4359",56731
"4360",79025
"4361",79144
"4362",3553
"4363",5342
"4364",84269
"4365",7849
"4366",51141
"4367",84172
"4368",54520
"4369",23550
"4370",79085
"4371",5623
"4372",2962
"4373",84266
"4374",8192
"4375",8744
"4376",57187
"4377",5469
"4378",9349
"4379",84938
"4380",718
"4381",10045
"4382",9322
"4383",56927
"4384",2354
"4385",80207
"4386",6633
"4387",6253
"4388",24139
"4389",7408
"4390",8189
"4391",56261
"4392",27111
"4393",80025
"4394",284800
"4395",64412
"4396",63908
"4397",1059
"4398",9491
"4399",92675
"4400",10616
"4401",56255
"4402",140901
"4403",6628
"4404",80023
"4405",55317
"4406",6238
"4407",650
"4408",7692
"4409",23767
"4410",8195
"4411",631
"4412",11034
"4413",6629
"4414",92667
"4415",128637
"4416",3704
"4417",84515
"4418",83541
"4419",64949
"4420",56926
"4421",10236
"4422",80818
"4423",4149
"4424",100529261
"4425",64860
"4426",8200
"4427",10893
"4428",63941
"4429",3397
"4430",22913
"4431",83658
"4432",8894
"4433",51614
"4434",140823
"4435",11190
"4436",5326
"4437",101410538
"4438",2925
"4439",8242
"4440",154796
"4441",11070
"4442",5690
"4443",192669
"4444",7389
"4445",6487
"4446",79639
"4447",79654
"4448",3831
"4449",7517
"4450",10426
"4451",2159
"4452",55795
"4453",79414
"4454",79713
"4455",826
"4456",84306
"4457",79171
"4458",10054
"4459",10870
"4460",1340
"4461",7067
"4462",1236
"4463",9572
"4464",83786
"4465",25824
"4466",83596
"4467",3661
"4468",3276
"4469",6237
"4470",58506
"4471",57479
"4472",435
"4473",51119
"4474",6776
"4475",65266
"4476",8678
"4477",10131
"4478",84662
"4479",84081
"4480",22826
"4481",27245
"4482",2537
"4483",171017
"4484",10436
"4485",8409
"4486",2002
"4487",10245
"4488",64430
"4489",22863
"4490",3895
"4491",6495
"4492",9787
"4493",112849
"4494",3306
"4495",22890
"4496",57570
"4497",81537
"4498",26030
"4499",55288
"4500",55112
"4501",286336
"4502",8021
"4503",30848
"4504",8273
"4505",5605
"4506",3188
"4507",51309
"4508",59353
"4509",1678
"4510",55906
"4511",821
"4512",54973
"4513",64768
"4514",83744
"4515",59269
"4516",79717
"4517",1350
"4518",7186
"4519",79575
"4520",5648
"4521",92797
"4522",5908
"4523",117177
"4524",5787
"4525",8445
"4526",8089
"4527",3425
"4528",53834
"4529",84286
"4530",79000
"4531",5300
"4532",54850
"4533",23065
"4534",23352
"4535",50809
"4536",23309
"4537",79939
"4538",58513
"4539",10365
"4540",9002
"4541",10975
"4542",2671
"4543",9143
"4544",9088
"4545",117166
"4546",84219
"4547",63922
"4548",NA
"4549",23499
"4550",6597
"4551",23030
"4552",148022
"4553",84190
"4554",27190
"4555",83460
"4556",79066
"4557",7277
"4558",14
"4559",25953
"4560",55504
"4561",6049
"4562",1892
"4563",10142
"4564",2791
"4565",7979
"4566",3092
"4567",5782
"4568",5447
"4569",10875
"4570",51657
"4571",2770
"4572",NA
"4573",5189
"4574",7978
"4575",8910
"4576",84060
"4577",64921
"4578",163131
"4579",7538
"4580",79644
"4581",65997
"4582",10606
"4583",3791
"4584",5471
"4585",85378
"4586",79924
"4587",85359
"4588",54487
"4589",57168
"4590",23753
"4591",7533
"4592",4248
"4593",135
"4594",468
"4595",53947
"4596",11135
"4597",80833
"4598",2847
"4599",8459
"4600",4357
"4601",7263
"4602",23780
"4603",5880
"4604",3976
"4605",84645
"4606",200316
"4607",26150
"4608",3872
"4609",51234
"4610",7732
"4611",92521
"4612",51200
"4613",9732
"4614",25913
"4615",9296
"4616",51691
"4617",222256
"4618",79706
"4619",7425
"4620",5420
"4621",93986
"4622",57464
"4623",64792
"4624",4289
"4625",4189
"4626",2318
"4627",813
"4628",64753
"4629",6608
"4630",10234
"4631",23008
"4632",4698
"4633",6183
"4634",4430
"4635",10651
"4636",50940
"4637",1123
"4638",NA
"4639",64172
"4640",94101
"4641",8520
"4642",8924
"4643",6638
"4644",56984
"4645",57045
"4646",58504
"4647",440275
"4648",29767
"4649",146057
"4650",80237
"4651",90416
"4652",54617
"4653",79664
"4654",54567
"4655",54629
"4656",3712
"4657",90417
"4658",1854
"4659",79094
"4660",54982
"4661",10776
"4662",54832
"4663",91860
"4664",3671
"4665",56906
"4666",4016
"4667",51554
"4668",25847
"4669",8930
"4670",1315
"4671",5682
"4672",25870
"4673",23022
"4674",60559
"4675",26297
"4676",79733
"4677",1635
"4678",6665
"4679",54478
"4680",84268
"4681",6462
"4682",5338
"4683",968
"4684",84817
"4685",9513
"4686",10749
"4687",9526
"4688",51105
"4689",23639
"4690",904
"4691",83448
"4692",65095
"4693",3609
"4694",57153
"4695",1032
"4696",57509
"4697",25983
"4698",11035
"4699",84932
"4700",599
"4701",84962
"4702",112487
"4703",10038
"4704",25938
"4705",3169
"4706",58533
"4707",55837
"4708",112399
"4709",55320
"4710",4901
"4711",4738
"4712",1603
"4713",7011
"4714",7905
"4715",81533
"4716",84074
"4717",6397
"4718",79651
"4719",9459
"4720",79649
"4721",9070
"4722",80185
"4723",1028
"4724",151648
"4725",1013
"4726",83855
"4727",58986
"4728",83475
"4729",23383
"4730",25759
"4731",79948
"4732",81926
"4733",2593
"4734",8226
"4735",55780
"4736",55274
"4737",158046
"4738",9754
"4739",6303
"4740",54552
"4741",23677
"4742",158747
"4743",57572
"4744",51295
"4745",3949
"4746",84337
"4747",5589
"4748",1264
"4749",8881
"4750",51337
"4751",5819
"4752",348
"4753",10452
"4754",341
"4755",57631
"4756",23039
"4757",147965
"4758",9667
"4759",25873
"4760",148229
"4761",2657
"4762",84705
"4763",684
"4764",376497
"4765",55695
"4766",79709
"4767",79016
"4768",64981
"4769",25796
"4770",51690
"4771",56995
"4772",51429
"4773",84816
"4774",55278
"4775",51250
"4776",83861
"4777",4298
"4778",4301
"4779",81
"4780",4705
"4781",10095
"4782",57688
"4783",23149
"4784",55201
"4785",113730
"4786",7837
"4787",170463
"4788",9518
"4789",54858
"4790",80726
"4791",25804
"4792",3727
"4793",54795
"4794",79230
"4795",157922
"4796",10422
"4797",140685
"4798",85441
"4799",140700
"4800",1289
"4801",25814
"4802",10844
"4803",1571
"4804",375775
"4805",10298
"4806",26152
"4807",64793
"4808",6874
"4809",3911
"4810",9885
"4811",11047
"4812",445
"4813",23404
"4814",10585
"4815",83549
"4816",84929
"4817",27243
"4818",9040
"4819",10155
"4820",84326
"4821",78992
"4822",84971
"4823",1968
"4824",54958
"4825",23211
"4826",4861
"4827",4294
"4828",57470
"4829",83667
"4830",93974
"4831",54797
"4832",9473
"4833",6249
"4834",9026
"4835",57693
"4836",56342
"4837",8666
"4838",83854
"4839",55337
"4840",1786
"4841",79088
"4842",6535
"4843",139728
"4844",1736
"4845",55558
"4846",4354
"4847",55422
"4848",7776
"4849",4037
"4850",91574
"4851",25926
"4852",10277
"4853",54897
"4854",22927
"4855",11046
"4856",5638
"4857",7317
"4858",9104
"4859",85313
"4860",80328
"4861",9590
"4862",23345
"4863",79465
"4864",9113
"4865",54869
"4866",25980
"4867",9584
"4868",84905
"4869",2686
"4870",55902
"4871",60401
"4872",23229
"4873",10882
"4874",2670
"4875",529
"4876",7770
"4877",126299
"4878",7700
"4879",1327
"4880",10328
"4881",23199
"4882",51659
"4883",5119
"4884",6451
"4885",1349
"4886",2161
"4887",80758
"4888",4772
"4889",10487
"4890",5538
"4891",51132
"4892",22
"4893",7187
"4894",93323
"4895",64432
"4896",9467
"4897",26061
"4898",9779
"4899",23473
"4900",23180
"4901",64145
"4902",117248
"4903",6533
"4904",7376
"4905",8572
"4906",11127
"4907",4245
"4908",9945
"4909",7283
"4910",10197
"4911",6155
"4912",29893
"4913",47
"4914",84313
"4915",314
"4916",4695
"4917",54882
"4918",1729
"4919",80762
"4920",7322
"4921",60412
"4922",116983
"4923",54991
"4924",55107
"4925",8500
"4926",79652
"4927",79228
"4928",84231
"4929",4814
"4930",261734
"4931",4131
"4932",3597
"4933",54521
"4934",84240
"4935",3885
"4936",3884
"4937",7153
"4938",10948
"4939",5914
"4940",10656
"4941",9557
"4942",8799
"4943",2330
"4944",10401
"4945",5565
"4946",5160
"4947",64087
"4948",57343
"4949",79149
"4950",7691
"4951",55829
"4952",22856
"4953",6627
"4954",3996
"4955",55145
"4956",85415
"4957",83636
"4958",91442
"4959",55860
"4960",2643
"4961",3958
"4962",79883
"4963",3337
"4964",65249
"4965",84261
"4966",5989
"4967",7568
"4968",90379
"4969",54862
"4970",4148
"4971",6737
"4972",54558
"4973",10489
"4974",10693
"4975",22907
"4976",5894
"4977",5468
"4978",84824
"4979",51478
"4980",55556
"4981",84034
"4982",124907837
"4983",23647
"4984",85363
"4985",10346
"4986",23378
"4987",26515
"4988",23167
"4989",55037
"4990",10989
"4991",51318
"4992",80895
"4993",8864
"4994",10267
"4995",51540
"4996",5901
"4997",5562
"4998",84674
"4999",23108
"5000",23277
"5001",51763
"5002",10514
"5003",6117
"5004",5176
"5005",7326
"5006",60678
"5007",57533
"5008",85013
"5009",51805
"5010",25957
"5011",64208
"5012",23480
"5013",55915
"5014",63979
"5015",2926
"5016",10117
"5017",3512
"5018",26057
"5019",57050
"5020",3691
"5021",23558
"5022",3021
"5023",85451
"5024",91107
"5025",9406
"5026",1984
"5027",23135
"5028",2874
"5029",54739
"5030",1742
"5031",10247
"5032",157680
"5033",4147
"5034",51308
"5035",84105
"5036",6388
"5037",2319
"5038",26284
"5039",54496
"5040",51388
"5041",7014
"5042",27183
"5043",92154
"5044",64773
"5045",22903
"5046",5111
"5047",29107
"5048",10621
"5049",54453
"5050",5786
"5051",7818
"5052",22889
"5053",10763
"5054",9826
"5055",50717
"5056",23208
"5057",3508
"5058",9633
"5059",25974
"5060",1802
"5061",114034
"5062",4678
"5063",4595
"5064",56259
"5065",64900
"5066",140831
"5067",55544
"5068",128434
"5069",51526
"5070",10955
"5071",5509
"5072",8546
"5073",84327
"5074",10207
"5075",93611
"5076",79363
"5077",842
"5078",51164
"5079",9205
"5080",10208
"5081",64328
"5082",51371
"5083",1024
"5084",241
"5085",NA
"5086",10810
"5087",4628
"5088",10400
"5089",6341
"5090",23164
"5091",5287
"5092",25778
"5093",254428
"5094",9911
"5095",57511
"5096",23111
"5097",94240
"5098",7223
"5099",10631
"5100",5994
"5101",7178
"5102",55425
"5103",5983
"5104",90627
"5105",79710
"5106",54885
"5107",79921
"5108",55859
"5109",84923
"5110",201266
"5111",2048
"5112",10250
"5113",55643
"5114",84787
"5115",84330
"5116",23640
"5117",1455
"5118",84250
"5119",55748
"5120",28992
"5121",54663
"5122",10313
"5123",5920
"5124",123811
"5125",84246
"5126",22880
"5127",9215
"5128",653689
"5129",84700
"5130",66035
"5131",114904
"5132",474344
"5133",90956
"5134",23608
"5135",116988
"5136",84626
"5137",57180
"5138",694
"5139",91298
"5140",79572
"5141",80195
"5142",83857
"5143",3845
"5144",10526
"5145",51520
"5146",3612
"5147",85444
"5148",1875
"5149",29080
"5150",23075
"5151",406
"5152",272
"5153",81846
"5154",9645
"5155",22800
"5156",3295
"5157",196441
"5158",51669
"5159",79845
"5160",5977
"5161",4221
"5162",11161
"5163",80017
"5164",8650
"5165",51241
"5166",10001
"5167",1965
"5168",4017
"5169",55140
"5170",9811
"5171",8932
"5172",51124
"5173",92259
"5174",891
"5175",1022
"5176",3656
"5177",8536
"5178",25917
"5179",7428
"5180",8553
"5181",55207
"5182",9695
"5183",10752
"5184",4212
"5185",89978
"5186",79768
"5187",56851
"5188",55119
"5189",10100
"5190",2949
"5191",2947
"5192",84722
"5193",6272
"5194",7482
"5195",10542
"5196",4853
"5197",80263
"5198",10390
"5199",4803
"5200",10717
"5201",8774
"5202",56907
"5203",51535
"5204",51303
"5205",377
"5206",79022
"5207",54407
"5208",NA
"5209",10971
"5210",57498
"5211",29841
"5212",9475
"5213",23175
"5214",285148
"5215",3939
"5216",63982
"5217",3572
"5218",10468
"5219",89796
"5220",79577
"5221",10440
"5222",6210
"5223",4677
"5224",57614
"5225",84893
"5226",84991
"5227",54522
"5228",79746
"5229",3601
"5230",902
"5231",85019
"5232",284252
"5233",91768
"5234",1794
"5235",2012
"5236",6660
"5237",4038
"5238",1643
"5239",53
"5240",8933
"5241",9363
"5242",51634
"5243",143689
"5244",9698
"5245",90853
"5246",8565
"5247",1912
"5248",55143
"5249",29889
"5250",192670
"5251",91408
"5252",23318
"5253",84950
"5254",51444
"5255",55250
"5256",1837
"5257",80206
"5258",25941
"5259",747
"5260",29015
"5261",26519
"5262",9704
"5263",9415
"5264",746
"5265",55858
"5266",9575
"5267",5156
"5268",87769
"5269",1284
"5270",22873
"5271",337867
"5272",55082
"5273",54841
"5274",2073
"5275",7174
"5276",79070
"5277",79587
"5278",9743
"5279",3703
"5280",11095
"5281",2113
"5282",219855
"5283",51014
"5284",324
"5285",124906525
"5286",134430
"5287",26578
"5288",55312
"5289",29979
"5290",60560
"5291",55071
"5292",301
"5293",1514
"5294",23670
"5295",23287
"5296",51280
"5297",29968
"5298",81689
"5299",8728
"5300",79616
"5301",51347
"5302",84749
"5303",23014
"5304",6926
"5305",84900
"5306",5025
"5307",10906
"5308",9988
"5309",79161
"5310",57639
"5311",85025
"5312",948
"5313",50640
"5314",29923
"5315",60561
"5316",6733
"5317",26136
"5318",29969
"5319",25821
"5320",80759
"5321",22832
"5322",10492
"5323",57231
"5324",4907
"5325",55122
"5326",23595
"5327",167691
"5328",6885
"5329",79899
"5330",51317
"5331",55226
"5332",26298
"5333",4076
"5334",517
"5335",85406
"5336",967
"5337",10677
"5338",10220
"5339",3679
"5340",5959
"5341",2647
"5342",1019
"5343",10024
"5344",6302
"5345",2583
"5346",7024
"5347",93058
"5348",23017
"5349",9924
"5350",9700
"5351",3855
"5352",84872
"5353",3178
"5354",NA
"5355",91
"5356",10956
"5357",84946
"5358",9053
"5359",8763
"5360",246269
"5361",57224
"5362",54806
"5363",5570
"5364",6610
"5365",64780
"5366",85021
"5367",8676
"5368",84279
"5369",10505
"5370",10574
"5371",26056
"5372",10322
"5373",84865
"5374",27345
"5375",9958
"5376",2799
"5377",1368
"5378",4193
"5379",79786
"5380",10200
"5381",9764
"5382",1783
"5383",55336
"5384",29109
"5385",92922
"5386",6553
"5387",183
"5388",80003
"5389",3775
"5390",9816
"5391",54583
"5392",22796
"5393",23456
"5394",84284
"5395",27097
"5396",2752
"5397",10228
"5398",6041
"5399",1660
"5400",57710
"5401",9857
"5402",116496
"5403",5279
"5404",3915
"5405",149041
"5406",3431
"5407",65080
"5408",55619
"5409",9654
"5410",57695
"5411",3357
"5412",81618
"5413",5270
"5414",3300
"5415",64114
"5416",1593
"5417",9470
"5418",80210
"5419",51719
"5420",1329
"5421",51455
"5422",80705
"5423",84804
"5424",55654
"5425",9392
"5426",9648
"5427",64965
"5428",79074
"5429",375248
"5430",26122
"5431",50649
"5432",23479
"5433",160428
"5434",84101
"5435",55681
"5436",10970
"5437",10154
"5438",55198
"5439",11137
"5440",55332
"5441",23325
"5442",84102
"5443",50853
"5444",2317
"5445",4752
"5446",51028
"5447",79621
"5448",26586
"5449",9882
"5450",55901
"5451",79866
"5452",23143
"5453",8803
"5454",55213
"5455",29079
"5456",51131
"5457",NA
"5458",83548
"5459",4008
"5460",9445
"5461",10253
"5462",55270
"5463",1910
"5464",1102
"5465",83852
"5466",9805
"5467",79020
"5468",64759
"5469",55501
"5470",10643
"5471",5879
"5472",11014
"5473",11097
"5474",3569
"5475",55146
"5476",28969
"5477",9238
"5478",54606
"5479",3364
"5480",23148
"5481",80099
"5482",28988
"5483",83605
"5484",80727
"5485",91875
"5486",85446
"5487",10588
"5488",11173
"5489",58489
"5490",3658
"5491",53346
"5492",10518
"5493",10241
"5494",55316
"5495",4836
"5496",84073
"5497",6426
"5498",7716
"5499",1101
"5500",51204
"5501",55852
"5502",10238
"5503",80774
"5504",83990
"5505",11143
"5506",64108
"5507",86
"5508",4711
"5509",57129
"5510",6434
"5511",64844
"5512",11227
"5513",10010
"5514",6498
"5515",2058
"5516",3142
"5517",11311
"5518",51133
"5519",26750
"5520",150472
"5521",55627
"5522",55339
"5523",84317
"5524",79595
"5525",274
"5526",92856
"5527",9394
"5528",56886
"5529",2995
"5530",8027
"5531",10006
"5532",10730
"5533",64215
"5534",25934
"5535",56262
"5536",1025
"5537",7295
"5538",4957
"5539",23392
"5540",27348
"5541",51759
"5542",10592
"5543",9314
"5544",1861
"5545",9649
"5546",64855
"5547",27090
"5548",7111
"5549",153090
"5550",6812
"5551",29988
"5552",23452
"5553",55755
"5554",7539
"5555",1318
"5556",1317
"5557",7743
"5558",55014
"5559",9128
"5560",2356
"5561",10868
"5562",9550
"5563",54881
"5564",84253
"5565",54534
"5566",8818
"5567",158427
"5568",9568
"5569",5695
"5570",51531
"5571",10244
"5572",2800
"5573",7507
"5574",4686
"5575",10541
"5576",5082
"5577",11224
"5578",1515
"5579",81873
"5580",5168
"5581",79075
"5582",79139
"5583",4609
"5584",4856
"5585",90865
"5586",90871
"5587",26953
"5588",64425
"5589",9373
"5590",3590
"5591",55833
"5592",54840
"5593",152006
"5594",7094
"5595",25822
"5596",26206
"5597",11258
"5598",971
"5599",51754
"5600",9380
"5601",219
"5602",84681
"5603",84904
"5604",55667
"5605",6194
"5606",10695
"5607",116113
"5608",51645
"5609",89953
"5610",63971
"5611",7746
"5612",5292
"5613",2766
"5614",23070
"5615",7020
"5616",25844
"5617",81853
"5618",55362
"5619",10817
"5620",93643
"5621",63027
"5622",7280
"5623",55227
"5624",2295
"5625",670
"5626",8737
"5627",347733
"5628",84300
"5629",3159
"5630",6941
"5631",10211
"5632",8870
"5633",9656
"5634",84547
"5635",79969
"5636",7172
"5637",255488
"5638",11270
"5639",23787
"5640",57176
"5641",129685
"5642",51439
"5643",132864
"5644",85462
"5645",84709
"5646",9873
"5647",408
"5648",5612
"5649",338699
"5650",10068
"5651",4926
"5652",60492
"5653",54843
"5654",27314
"5655",58487
"5656",2615
"5657",5547
"5658",79731
"5659",55298
"5660",29088
"5661",8836
"5662",23213
"5663",96764
"5664",6386
"5665",4750
"5666",55601
"5667",6653
"5668",84811
"5669",7225
"5670",85016
"5671",84259
"5672",10413
"5673",2542
"5674",5962
"5675",5519
"5676",2230
"5677",64776
"5678",57569
"5679",834
"5680",91801
"5681",5607
"5682",58472
"5683",51496
"5684",79811
"5685",7057
"5686",23005
"5687",51203
"5688",51103
"5689",9493
"5690",22801
"5691",57082
"5692",55142
"5693",23168
"5694",56965
"5695",6176
"5696",54852
"5697",54839
"5698",27229
"5699",55177
"5700",3706
"5701",55075
"5702",4091
"5703",80021
"5704",102
"5705",54816
"5706",80031
"5707",51187
"5708",2644
"5709",8412
"5710",79739
"5711",54874
"5712",56267
"5713",2959
"5714",5876
"5715",54810
"5716",105378858
"5717",10561
"5718",NA
"5719",1629
"5720",8634
"5721",26160
"5722",85465
"5723",3032
"5724",3795
"5725",109
"5726",5495
"5727",87178
"5728",51626
"5729",3973
"5730",80745
"5731",1545
"5732",5861
"5733",10097
"5734",10113
"5735",8884
"5736",9581
"5737",11117
"5738",80204
"5739",51374
"5740",79172
"5741",10128
"5742",1838
"5743",10121
"5744",79847
"5745",26509
"5746",84171
"5747",57559
"5748",84896
"5749",3832
"5750",50624
"5751",10579
"5752",1847
"5753",51063
"5754",403
"5755",55165
"5756",9585
"5757",953
"5758",54536
"5759",51196
"5760",5950
"5761",51163
"5762",23317
"5763",310
"5764",317662
"5765",51008
"5766",22891
"5767",6229
"5768",80312
"5769",1763
"5770",84665
"5771",316
"5772",471
"5773",50485
"5774",580
"5775",6775
"5776",79800
"5777",54529
"5778",29081
"5779",6741
"5780",4664
"5781",65061
"5782",9360
"5783",79675
"5784",57520
"5785",3417
"5786",29789
"5787",9541
"5788",6744
"5789",1134
"5790",150864
"5791",55759
"5792",10152
"5793",3685
"5794",30061
"5795",55032
"5796",84925
"5797",57337
"5798",10063
"5799",83666
"5800",55329
"5801",9101
"5802",9728
"5803",29766
"5804",84888
"5805",26035
"5806",90525
"5807",83464
"5808",81556
"5809",54956
"5810",60490
"5811",8482
"5812",84993
"5813",83478
"5814",10144
"5815",8916
"5816",55008
"5817",57575
"5818",55345
"5819",55435
"5820",51138
"5821",3184
"5822",5593
"5823",153020
"5824",22872
"5825",2250
"5826",84803
"5827",2247
"5828",55212
"5829",84162
"5830",658
"5831",5910
"5832",55132
"5833",8654
"5834",11107
"5835",7222
"5836",27163
"5837",53371
"5838",55589
"5839",9908
"5840",55752
"5841",80144
"5842",950
"5843",901
"5844",246175
"5845",8615
"5846",57619
"5847",306
"5848",27068
"5849",1062
"5850",79807
"5851",57117
"5852",839
"5853",3033
"5854",9061
"5855",10427
"5856",5530
"5857",64116
"5858",2201
"5859",23162
"5860",5998
"5861",83606
"5862",91445
"5863",85352
"5864",2120
"5865",23710
"5866",51067
"5867",121512
"5868",84920
"5869",58516
"5870",121536
"5871",254013
"5872",55500
"5873",85437
"5874",84216
"5875",144165
"5876",51279
"5877",4704
"5878",9746
"5879",10219
"5880",6843
"5881",55080
"5882",5830
"5883",196500
"5884",55089
"5885",347902
"5886",9169
"5887",84298
"5888",NA
"5889",121227
"5890",92979
"5891",83729
"5892",11010
"5893",22822
"5894",55266
"5895",374462
"5896",1848
"5897",282809
"5898",160418
"5899",4060
"5900",6636
"5901",121441
"5902",283431
"5903",114795
"5904",121260
"5905",6996
"5906",84934
"5907",113675
"5908",326625
"5909",51228
"5910",9815
"5911",84260
"5912",84915
"5913",9818
"5914",9107
"5915",283537
"5916",6541
"5917",222484
"5918",6821
"5919",85478
"5920",6895
"5921",94
"5922",79035
"5923",90634
"5924",6601
"5925",675
"5926",54934
"5927",91012
"5928",7786
"5929",11226
"5930",51380
"5931",55716
"5932",60314
"5933",23344
"5934",7009
"5935",283373
"5936",283337
"5937",115825
"5938",144983
"5939",10161
"5940",2098
"5941",5925
"5942",55206
"5943",23067
"5944",65082
"5945",79720
"5946",54509
"5947",8562
"5948",81624
"5949",64062
"5950",10150
"5951",84945
"5952",55647
"5953",79774
"5954",8451
"5955",6751
"5956",64403
"5957",161253
"5958",643866
"5959",4857
"5960",161357
"5961",81542
"5962",122786
"5963",57161
"5964",6252
"5965",145407
"5966",83851
"5967",145389
"5968",122830
"5969",8747
"5970",8816
"5971",376267
"5972",112840
"5973",90141
"5974",8477
"5975",145482
"5976",122953
"5977",10516
"5978",122616
"5979",7453
"5980",91833
"5981",81614
"5982",9990
"5983",4236
"5984",6938
"5985",6652
"5986",10169
"5987",146050
"5988",50506
"5989",256586
"5990",2252
"5991",663
"5992",2958
"5993",6727
"5994",22893
"5995",85455
"5996",146059
"5997",7090
"5998",8125
"5999",54939
"6000",92912
"6001",2108
"6002",597
"6003",10363
"6004",49855
"6005",10099
"6006",80349
"6007",10499
"6008",79661
"6009",4123
"6010",55466
"6011",59274
"6012",7168
"6013",3480
"6014",91947
"6015",80119
"6016",9960
"6017",1583
"6018",585
"6019",5371
"6020",55180
"6021",25989
"6022",5046
"6023",10066
"6024",145864
"6025",5428
"6026",55215
"6027",11057
"6028",90381
"6029",55070
"6030",4240
"6031",374655
"6032",55898
"6033",55784
"6034",5045
"6035",8826
"6036",64784
"6037",79631
"6038",23478
"6039",84656
"6040",5373
"6041",7041
"6042",64755
"6043",79798
"6044",5073
"6045",79068
"6046",7385
"6047",1039
"6048",55114
"6049",9785
"6050",54957
"6051",463
"6052",221184
"6053",84166
"6054",10300
"6055",3801
"6056",283927
"6057",2653
"6058",123920
"6059",1009
"6060",8996
"6061",81631
"6062",8720
"6063",1012
"6064",23174
"6065",57707
"6066",29948
"6067",89941
"6068",54925
"6069",6187
"6070",4716
"6071",5170
"6072",91151
"6073",54849
"6074",22980
"6075",2588
"6076",2622
"6077",55090
"6078",9611
"6079",8533
"6080",79018
"6081",57336
"6082",93649
"6083",8844
"6084",84916
"6085",57610
"6086",1506
"6087",81577
"6088",28987
"6089",5636
"6090",58488
"6091",10040
"6092",55028
"6093",10140
"6094",55275
"6095",9905
"6096",9520
