"","x"
"3666",219482
"3667",9934
"3668",29909
"3669",344758
"3670",388611
"3671",2523
"3672",282775
"3673",84107
"3674",282770
"3675",219431
"3676",763
"3677",653808
"3678",6580
"3679",387718
"3680",147409
"3681",132112
"3682",92369
"3683",5897
"3684",149708
"3685",26696
"3686",253559
"3687",28
"3688",22843
"3689",3626
"3690",123346
"3691",4878
"3692",89792
"3693",148345
"3694",8534
"3695",146177
"3696",257629
"3697",196996
"3698",5626
"3699",91464
"3700",319
"3701",1139
"3702",121130
"3703",5122
"3704",4023
"3705",374403
"3706",79772
"3707",120787
"3708",126364
"3709",57628
"3710",254187
"3711",390212
"3712",50613
"3713",5406
"3714",57010
"3715",79836
"3716",5029
"3717",119765
"3718",5619
"3719",122046
"3720",100132979
"3721",165829
"3722",256369
"3723",126695
"3724",139804
"3725",283171
"3726",400360
"3727",253314
"3728",400359
"3729",145270
"3730",2810
"3731",158506
"3732",643677
"3733",202309
"3734",797
"3735",200407
"3736",135886
"3737",3234
"3738",54084
"3739",285489
"3740",57633
"3741",400224
"3742",56676
"3743",56673
"3744",344805
"3745",9832
"3746",23630
"3747",257101
"3748",55057
"3749",4161
"3750",2877
"3751",124535
"3752",2290
"3753",150350
"3754",1149
"3755",390442
"3756",219986
"3757",80059
"3758",122748
"3759",390436
"3760",126541
"3761",221060
"3762",390058
"3763",122742
"3764",390433
"3765",127540
"3766",441308
"3767",79317
"3768",283617
"3769",390429
"3770",441670
"3771",283150
"3772",255061
"3773",285800
"3774",3291
"3775",63951
"3776",349149
"3777",390195
"3778",222171
"3779",79346
"3780",256144
"3781",256148
"3782",138009
"3783",390113
"3784",168975
"3785",9920
"3786",84002
"3787",80122
"3788",283598
"3789",150280
"3790",284756
"3791",90655
"3792",81099
"3793",83869
"3794",283111
"3795",158809
"3796",283110
"3797",644809
"3798",256536
"3799",286514
"3800",124906746
"3801",119678
"3802",124906744
"3803",119682
"3804",284424
"3805",10265
"3806",2902
"3807",81282
"3808",119687
"3809",401665
"3810",733
"3811",119692
"3812",119694
"3813",374786
"3814",200958
"3815",4062
"3816",166655
"3817",107984399
"3818",158521
"3819",124906746
"3820",3467
"3821",6330
"3822",57453
"3823",283576
"3824",100129827
"3825",124903827
"3826",171483
"3827",1068
"3828",403244
"3829",127066
"3830",284716
"3831",391196
"3832",127064
"3833",171169
"3834",391195
"3835",388762
"3836",404216
"3837",493829
"3838",124906744
"3839",124906748
"3840",3738
"3841",127608
"3842",219770
"3843",162517
"3844",53842
"3845",3737
"3846",139105
"3847",79857
"3848",118461
"3849",124871
"3850",148581
"3851",930
"3852",343172
"3853",2828
"3854",167826
"3855",81469
"3856",375316
"3857",81470
"3858",79413
"3859",51480
"3860",79191
"3861",51046
"3862",56475
"3863",127623
"3864",4808
"3865",102724659
"3866",148109
"3867",9332
"3868",100288208
"3869",79605
"3870",121273
"3871",255082
"3872",619373
"3873",165100
"3874",283316
"3875",245928
"3876",283229
"3877",387082
"3878",139422
"3879",124906935
"3880",100129540
"3881",83650
"3882",285525
"3883",58529
"3884",677790
"3885",3766
"3886",645961
"3887",93661
"3888",113746
"3889",389812
"3890",286234
"3891",100874123
"3892",129852
"3893",388951
"3894",170572
"3895",286187
"3896",205147
"3897",404203
"3898",167465
"3899",285676
"3900",340152
"3901",387694
"3902",441151
"3903",114798
"3904",157927
"3905",388882
"3906",58531
"3907",7142
"3908",124906741
"3909",360200
"3910",120775
"3911",810
"3912",51806
"3913",3350
"3914",164127
"3915",63973
"3916",100653515
"3917",284241
"3918",2731
"3919",246705
"3920",79861
"3921",114131
"3922",258
"3923",767
"3924",940
"3925",2066
"3926",4094
"3927",150681
"3928",245938
"3929",768239
"3930",150677
"3931",282966
"3932",80034
"3933",284254
"3934",285668
"3935",7056
"3936",2814
"3937",729420
"3938",415117
"3939",124599
"3940",220032
"3941",284485
"3942",646023
"3943",132243
"3944",135932
"3945",54546
"3946",100533183
"3947",284355
"3948",653499
"3949",127254
"3950",161829
"3951",80834
"3952",127707
"3953",283849
"3954",205860
"3955",286365
"3956",283284
"3957",132625
"3958",124904701
"3959",286499
"3960",374470
"3961",3355
"3962",256815
"3963",1585
"3964",168537
"3965",59344
"3966",222659
"3967",343069
"3968",128218
"3969",284369
"3970",100128310
"3971",440087
"3972",388939
"3973",199699
"3974",256472
"3975",79730
"3976",203430
"3977",23302
"3978",54734
"3979",3119
"3980",203562
"3981",165721
"3982",101060301
"3983",100130264
"3984",100287948
"3985",7681
"3986",135924
"3987",242
"3988",246213
"3989",139065
"3990",3352
"3991",146310
"3992",4261
"3993",247
"3994",122876
"3995",2918
"3996",121129
"3997",341418
"3998",122664
"3999",2205
"4000",388394
"4001",80117
"4002",221241
"4003",341416
"4004",340390
"4005",126205
"4006",342898
"4007",51268
"4008",2307
"4009",220202
"4010",1003
"4011",116135
"4012",144809
"4013",117196
"4014",117195
"4015",644997
"4016",284353
"4017",154664
"4018",204801
"4019",127003
"4020",10331
"4021",55600
"4022",121364
"4023",151306
"4024",127665
"4025",1237
"4026",653073
"4027",8387
"4028",9596
"4029",284418
"4030",401097
"4031",284417
"4032",100289137
"4033",259239
"4034",4994
"4035",221400
"4036",283461
"4037",122011
"4038",7054
"4039",259240
"4040",29895
"4041",2147
"4042",196472
"4043",10692
"4044",389015
"4045",149830
"4046",347088
"4047",124274
"4048",200150
"4049",140832
"4050",285848
"4051",8092
"4052",284071
"4053",223075
"4054",245937
"4055",100505724
"4056",283860
"4057",245936
"4058",1582
"4059",128371
"4060",400120
"4061",144321
"4062",245932
"4063",201516
"4064",401563
"4065",2529
"4066",170825
"4067",6752
"4068",146802
"4069",5551
"4070",79541
"4071",4081
"4072",152065
"4073",391107
"4074",1132
"4075",387914
"4076",53637
"4077",119467
"4078",166012
"4079",186
"4080",374860
"4081",143503
"4082",3225
"4083",389840
"4084",3226
"4085",27319
"4086",255193
"4087",439927
"4088",3579
"4089",245915
"4090",160298
"4091",196335
"4092",120796
"4093",390081
"4094",390077
"4095",92346
"4096",79473
"4097",390075
"4098",286006
"4099",390073
"4100",387748
"4101",343413
"4102",390072
"4103",9370
"4104",81248
"4105",107985579
"4106",94025
"4107",439941
"4108",100127950
"4109",26492
"4110",389197
"4111",92293
"4112",284427
"4113",390181
"4114",124842
"4115",347736
"4116",374768
"4117",219484
"4118",6357
"4119",255101
"4120",163183
"4121",2837
"4122",9625
"4123",55511
"4124",6657
"4125",219874
"4126",338662
"4127",64184
"4128",10876
"4129",221416
"4130",390066
"4131",390067
"4132",260436
"4133",342850
"4134",53829
"4135",285973
"4136",54112
"4137",219469
"4138",390155
"4139",219464
"4140",284383
"4141",219453
"4142",390152
"4143",390151
"4144",169693
"4145",284451
"4146",219447
"4147",284382
"4148",575
"4149",151477
"4150",414196
"4151",341799
"4152",285195
"4153",201633
"4154",94033
"4155",219432
"4156",100996455
"4157",81300
"4158",81309
"4159",81328
"4160",81327
"4161",119774
"4162",4762
"4163",729786
"4164",51363
"4165",149685
"4166",124590
"4167",25834
"4168",283116
"4169",23538
"4170",374308
"4171",389090
"4172",220382
"4173",441234
"4174",30820
"4175",339221
"4176",286530
"4177",8633
"4178",386746
"4179",56963
"4180",401036
"4181",348378
"4182",1419
"4183",326340
"4184",3739
"4185",2567
"4186",284359
"4187",388364
"4188",285429
"4189",653657
"4190",391002
"4191",8513
"4192",120066
"4193",267012
"4194",219578
"4195",146723
"4196",157693
"4197",339059
"4198",785
"4199",282618
"4200",9426
"4201",131149
"4202",50801
"4203",400629
"4204",128553
"4205",65944
"4206",340596
"4207",387332
"4208",859
"4209",338879
"4210",201305
"4211",339390
"4212",1436
"4213",26609
"4214",255324
"4215",337880
"4216",9951
"4217",285659
"4218",51289
"4219",390265
"4220",374355
"4221",441669
"4222",9312
"4223",116729
"4224",8811
"4225",389075
"4226",9628
"4227",340146
"4228",2894
"4229",338442
"4230",401993
"4231",55231
"4232",221357
"4233",79098
"4234",645864
"4235",337959
"4236",642643
"4237",345557
"4238",284013
"4239",390649
"4240",3932
"4241",50614
"4242",222487
"4243",339168
"4244",126637
"4245",347741
"4246",161753
"4247",6656
"4248",118568804
"4249",124976
"4250",199675
"4251",8390
"4252",92736
"4253",1538
"4254",5121
"4255",164684
"4256",150084
"4257",1482
"4258",166752
"4259",4703
"4260",57596
"4261",163933
"4262",64478
"4263",119395
"4264",53820
"4265",2842
"4266",83698
"4267",200959
"4268",126567
"4269",4166
"4270",388468
"4271",29119
"4272",150221
"4273",80164
"4274",79339
"4275",140701
"4276",390079
"4277",160777
"4278",120065
"4279",171482
"4280",266740
"4281",27439
"4282",127068
"4283",338751
"4284",284656
"4285",388333
"4286",283677
"4287",163351
"4288",341277
"4289",646658
"4290",84673
"4291",120793
"4292",5367
"4293",440955
"4294",54101
"4295",345193
"4296",51270
"4297",2903
"4298",646625
"4299",286023
"4300",646892
"4301",378832
"4302",8302
"4303",54988
"4304",399814
"4305",390243
"4306",145814
"4307",653604
"4308",200504
"4309",1232
"4310",100132565
"4311",100130613
"4312",102723713
"4313",94137
"4314",337879
"4315",145858
"4316",441061
"4317",407738
"4318",80258
"4319",117194
"4320",283694
"4321",282616
"4322",4978
"4323",344018
"4324",430
"4325",346389
"4326",123876
"4327",9083
"4328",390928
"4329",668
"4330",150209
"4331",10317
"4332",386617
"4333",51807
"4334",442867
"4335",283298
"4336",1233
"4337",107985578
"4338",339416
"4339",89876
"4340",29944
"4341",54097
"4342",1260
"4343",7404
"4344",149563
"4345",219527
"4346",146754
"4347",4068
"4348",100288072
"4349",131096
"4350",151649
"4351",124905021
"4352",127069
"4353",10281
"4354",337976
"4355",1485
"4356",339976
"4357",390648
"4358",6900
"4359",163778
"4360",127385
"4361",3786
"4362",4991
"4363",3768
"4364",347516
"4365",116448
"4366",100505621
"4367",317772
"4368",245911
"4369",4070
"4370",4990
"4371",401145
"4372",374977
"4373",338324
"4374",9573
"4375",389123
"4376",116534
"4377",337882
"4378",3009
"4379",124783
"4380",256714
"4381",150147
"4382",645974
"4383",127550
"4384",390437
"4385",64922
"4386",400746
"4387",254240
"4388",390664
"4389",390083
"4390",5454
"4391",200350
"4392",2520
"4393",256646
"4394",340542
"4395",352999
"4396",201140
"4397",201243
"4398",440822
"4399",57121
"4400",400258
"4401",83656
"4402",90134
"4403",4753
"4404",100101268
"4405",203074
"4406",146852
"4407",349334
"4408",138046
"4409",9074
"4410",389816
"4411",619189
"4412",337966
"4413",55911
"4414",642273
"4415",168400
"4416",6991
"4417",340562
"4418",286753
"4419",389151
"4420",201501
"4421",1812
"4422",54143
"4423",6736
"4424",140597
"4425",728656
"4426",286256
"4427",8590
"4428",7490
"4429",375318
"4430",390327
"4431",4588
"4432",1133
"4433",83868
"4434",387775
"4435",222546
"4436",93034
"4437",389257
"4438",339766
"4439",102723555
"4440",56899
"4441",57419
"4442",100130771
"4443",133491
"4444",51350
"4445",338440
"4446",255275
"4447",8340
"4448",4887
"4449",83881
"4450",162387
"4451",653437
"4452",90827
"4453",390535
"4454",400668
"4455",4158
"4456",4110
"4457",339669
"4458",54033
"4459",64409
"4460",389493
"4461",3563
"4462",162540
"4463",729238
"4464",729857
"4465",115749
"4466",6336
"4467",284186
"4468",5071
"4469",266722
"4470",26693
"4471",26333
"4472",54072
"4473",163702
"4474",158724
"4475",402569
"4476",285513
"4477",3854
"4478",9899
"4479",149643
"4480",8788
"4481",145946
"4482",440097
"4483",64714
"4484",338785
"4485",644994
"4486",8224
"4487",5453
"4488",254773
"4489",254956
"4490",23532
"4491",100101118
"4492",105
"4493",10718
"4494",6345
"4495",100132463
"4496",80333
"4497",389730
"4498",338321
"4499",10320
"4500",339983
"4501",390326
"4502",23742
"4503",100130717
"4504",100131138
"4505",339512
"4506",2124
"4507",100505993
"4508",132724
"4509",339501
"4510",442868
"4511",2865
"4512",338398
"4513",283897
"4514",257240
"4515",146760
"4516",119749
"4517",255022
"4518",439915
"4519",286183
"4520",121006
"4521",6473
"4522",353142
"4523",353145
"4524",6011
"4525",245939
"4526",84631
"4527",93273
"4528",496
"4529",285242
"4530",103689915
"4531",319101
"4532",6887
"4533",146722
"4534",124626
"4535",3852
"4536",653149
"4537",200909
"4538",128966576
"4539",84871
"4540",503582
"4541",219436
"4542",8529
"4543",374973
"4544",219438
"4545",353164
"4546",339779
"4547",644414
"4548",164153
"4549",199974
"4550",207147
"4551",338557
"4552",359710
"4553",149954
"4554",128178
"4555",66002
"4556",254910
"4557",353135
"4558",114792
"4559",151174
"4560",151888
"4561",128966744
"4562",340529
"4563",128360
"4564",4675
"4565",388531
"4566",389177
"4567",285641
"4568",153201
"4569",100127206
"4570",260293
"4571",353288
"4572",342510
"4573",342035
"4574",2204
"4575",10345
"4576",128366
"4577",3850
"4578",353324
"4579",283471
"4580",400830
"4581",4674
"4582",158798
"4583",27445
"4584",43849
"4585",401190
"4586",23040
"4587",219956
"4588",1187
"4589",219957
"4590",257106
"4591",11283
"4592",4051
"4593",124906747
"4594",2306
"4595",124906743
"4596",124906749
"4597",375686
"4598",124906747
"4599",84842
"4600",123722
"4601",5138
"4602",124906603
"4603",90668
"4604",5553
"4605",139599
"4606",339761
"4607",387885
"4608",493860
"4609",26539
"4610",758
"4611",399823
"4612",654254
"4613",389762
"4614",2301
"4615",338567
"4616",3446
"4617",2833
"4618",11006
"4619",408029
"4620",7293
"4621",3868
"4622",348303
"4623",353131
"4624",3861
"4625",83902
"4626",84109
"4627",138805
"4628",8594
"4629",2248
"4630",256394
"4631",5030
"4632",353174
"4633",337979
"4634",337973
"4635",337967
"4636",138802
"4637",642987
"4638",387978
"4639",337969
"4640",337971
"4641",254950
"4642",284827
"4643",440585
"4644",337972
"4645",337963
"4646",256949
"4647",10881
"4648",337977
"4649",6007
"4650",83715
"4651",5407
"4652",337978
"4653",344658
"4654",353345
"4655",164656
"4656",1579
"4657",339967
"4658",100130348
"4659",391191
"4660",124906749
"4661",885
"4662",399671
"4663",353514
"4664",6585
"4665",342865
"4666",27022
"4667",374955
"4668",253935
"4669",341567
"4670",199834
"4671",353332
"4672",353140
"4673",388282
"4674",57054
"4675",353141
"4676",353143
"4677",3859
"4678",387129
"4679",349136
"4680",171484
"4681",83901
"4682",63924
"4683",1630
"4684",375612
"4685",2359
"4686",3010
"4687",3767
"4688",440107
"4689",2701
"4690",25763
"4691",344905
"4692",401137
"4693",404785
"4694",343071
"4695",392636
"4696",340665
"4697",7100
"4698",286380
"4699",359787
"4700",341947
"4701",201181
"4702",101805491
"4703",390148
"4704",389827
"4705",124903372
"4706",400966
"4707",84808
"4708",100190949
"4709",404037
"4710",26059
"4711",3266
"4712",401138
"4713",340602
"4714",403239
"4715",6572
"4716",166348
"4717",374407
"4718",2563
"4719",128966570
"4720",340980
"4721",389766
"4722",280658
"4723",124
"4724",386681
"4725",389421
"4726",125704
"4727",8632
"4728",643236
"4729",100129969
"4730",338949
"4731",391723
"4732",340595
"4733",388960
"4734",22953
"4735",121549
"4736",390323
"4737",164118
"4738",389400
"4739",199920
"4740",729956
"4741",400891
"4742",1755
"4743",388512
"4744",390064
"4745",414332
"4746",401027
"4747",341350
"4748",100288637
"4749",642843
"4750",389874
"4751",391013
"4752",100141515
"4753",162998
"4754",285386
"4755",285093
"4756",646457
"4757",1180
"4758",284434
"4759",168433
"4760",285852
"4761",147199
"4762",123745
"4763",643161
"4764",346007
"4765",1617
"4766",338755
"4767",401498
"4768",441457
"4769",386674
"4770",340990
"4771",401565
"4772",253012
"4773",342527
"4774",445582
"4775",5320
"4776",400935
"4777",26659
"4778",285180
"4779",374918
"4780",344657
"4781",387712
"4782",388228
"4783",283365
"4784",100131137
"4785",10991
"4786",81442
"4787",387695
"4788",440093
"4789",3440
"4790",282973
"4791",5535
"4792",100133220
"4793",5133
"4794",387836
"4795",2844
"4796",6402
"4797",347541
"4798",339345
"4799",375298
"4800",283652
"4801",5104
"4802",342897
"4803",388533
"4804",348645
"4805",84570
"4806",389799
"4807",3040
"4808",391211
"4809",345630
"4810",81851
"4811",344838
"4812",400797
"4813",144535
"4814",340784
"4815",388555
"4816",387707
"4817",390443
"4818",283726
"4819",124900467
"4820",389073
"4821",169355
"4822",390084
"4823",613126
"4824",643803
"4825",338599
"4826",344901
"4827",375567
"4828",401024
"4829",440603
"4830",26254
"4831",349633
"4832",155
"4833",378807
"4834",30814
"4835",127391
"4836",388336
"4837",3167
"4838",132203
"4839",1269
"4840",377841
"4841",389206
"4842",149297
"4843",342125
"4844",340441
"4845",346689
"4846",431705
"4847",400499
"4848",390259
"4849",2707
"4850",642938
"4851",60506
"4852",401546
"4853",345222
"4854",126767
"4855",729025
"4856",149998
"4857",135458
"4858",3805
"4859",139604
"4860",391104
"4861",63904
"4862",728780
"4863",643904
"4864",93659
"4865",100101629
"4866",284415
"4867",100133093
"4868",345062
"4869",80320
"4870",340120
"4871",170062
"4872",84075
"4873",400581
"4874",100129583
"4875",646799
"4876",386685
"4877",401994
"4878",374454
"4879",347442
"4880",100287879
"4881",389643
"4882",100507206
"4883",139067
"4884",642446
"4885",51233
"4886",399827
"4887",2709
"4888",2272
"4889",285016
"4890",139628
"4891",441239
"4892",389384
"4893",441525
"4894",57402
"4895",165186
"4896",389761
"4897",9729
"4898",254272
"4899",284340
"4900",139562
"4901",9437
"4902",644943
"4903",127534
"4904",574452
"4905",284521
"4906",10388
"4907",11122
"4908",4604
"4909",5079
"4910",403278
"4911",390261
"4912",50859
"4913",163223
"4914",255926
"4915",390275
"4916",3123
"4917",317701
"4918",4661
"4919",85290
"4920",399948
"4921",124602
"4922",81448
"4923",26476
"4924",1510
"4925",9687
"4926",284759
"4927",6261
"4928",387266
"4929",442038
"4930",401992
"4931",148824
"4932",439916
"4933",219873
"4934",389376
"4935",283601
"4936",2917
"4937",441925
"4938",55340
"4939",56164
"4940",283159
"4941",131
"4942",100287226
"4943",131034
"4944",1995
"4945",158055
"4946",222553
"4947",64648
"4948",284486
"4949",124056
"4950",5657
"4951",6276
"4952",284739
"4953",148545
"4954",1413
"4955",438
"4956",8823
"4957",2712
"4958",2104
"4959",6817
"4960",132946
"4961",27010
"4962",343173
"4963",165679
"4964",440184
"4965",8912
"4966",345456
"4967",81050
"4968",55966
"4969",729458
"4970",387601
"4971",728378
"4972",7366
"4973",65267
"4974",106182249
"4975",55532
"4976",51284
"4977",399888
"4978",84941
"4979",1612
"4980",353132
"4981",3117
"4982",389383
"4983",401040
"4984",5456
"4985",284532
"4986",390036
"4987",408187
"4988",6701
"4989",1146
"4990",390439
"4991",653269
"4992",399967
"4993",390792
"4994",387990
"4995",3013
"4996",343990
"4997",128312
"4998",389320
"4999",27198
"5000",219623
"5001",127074
"5002",440077
"5003",100129858
"5004",401554
"5005",642968
"5006",401124
"5007",8364
"5008",85379
"5009",3886
"5010",353133
"5011",404744
"5012",388662
"5013",282617
"5014",168417
"5015",26493
"5016",23507
"5017",8356
"5018",6799
"5019",341676
"5020",4105
"5021",100129345
"5022",84435
"5023",342933
"5024",8363
"5025",155184
"5026",79927
"5027",401253
"5028",64499
"5029",135398
"5030",246778
"5031",2980
"5032",100190938
"5033",100129940
"5034",399717
"5035",26497
"5036",400591
"5037",137797
"5038",148198
"5039",344787
"5040",128372
"5041",1735
"5042",1555
"5043",8351
"5044",54798
"5045",646486
"5046",390038
"5047",93377
"5048",441933
"5049",55753
"5050",1572
"5051",81466
"5052",6693
"5053",85569
"5054",144360
"5055",400823
"5056",391112
"5057",3004
"5058",10242
"5059",127343
"5060",391189
"5061",400165
"5062",645811
"5063",4624
"5064",317705
"5065",219972
"5066",5275
"5067",196477
"5068",196385
"5069",283238
"5070",401661
"5071",388818
"5072",57565
"5073",254783
"5074",1379
"5075",283579
"5076",404552
"5077",80217
"5078",222662
"5079",3223
"5080",441476
"5081",440738
"5082",219965
"5083",119772
"5084",121504
"5085",1553
"5086",26494
"5087",9719
"5088",5544
"5089",259283
"5090",219958
"5091",7367
"5092",644890
"5093",116085
"5094",4892
"5095",9356
"5096",388697
"5097",3439
"5098",388585
"5099",100996571
"5100",282890
"5101",79310
"5102",5336
"5103",344752
"5104",26052
"5105",389170
"5106",64881
"5107",283420
"5108",3792
"5109",9228
"5110",30014
"5111",7278
"5112",553
"5113",84677
"5114",23784
"5115",57016
"5116",1549
"5117",81870
"5118",54830
"5119",81871
"5120",389208
"5121",127
"5122",254879
"5123",337876
"5124",4151
"5125",391192
"5126",124906743
"5127",161145
"5128",728741
"5129",442444
"5130",170482
"5131",51297
"5132",6819
"5133",777
"5134",1438
"5135",85289
"5136",219968
"5137",84433
"5138",5178
"5139",100288797
"5140",4635
"5141",3221
"5142",340578
"5143",101928372
"5144",140258
"5145",131920
"5146",4914
"5147",4494
"5148",441478
"5149",85285
"5150",150160
"5151",127617
"5152",344892
"5153",192134
"5154",101929106
"5155",3127
"5156",1259
"5157",339541
"5158",5350
"5159",145741
"5160",284805
"5161",142680
"5162",343035
"5163",64663
"5164",117157
"5165",23237
"5166",9745
"5167",391194
"5168",1109
"5169",6262
"5170",147658
"5171",131177
"5172",6898
"5173",4018
"5174",338811
"5175",79490
"5176",390313
"5177",4100
"5178",23434
"5179",9086
"5180",257202
"5181",374877
"5182",81706
"5183",2153
"5184",347731
"5185",79574
"5186",25975
"5187",6847
"5188",92241
"5189",9182
"5190",26049
"5191",116443
"5192",4583
"5193",57795
"5194",4114
"5195",5083
"5196",376132
"5197",919
"5198",2913
"5199",56670
"5200",6263
"5201",92235
"5202",22899
"5203",916
"5204",100129271
"5205",169436
"5206",57713
"5207",142689
"5208",114824
"5209",139170
"5210",5455
"5211",158511
"5212",101928198
"5213",6096
"5214",343406
"5215",128368
"5216",406887
"5217",494324
"5218",407034
"5219",406882
"5220",554210
"5221",494329
"5222",554213
"5223",442910
"5224",406951
"5225",442908
"5226",406901
"5227",554212
"5228",442915
"5229",574433
"5230",494326
"5231",406904
"5232",494330
"5233",442907
"5234",406896
"5235",442914
"5236",406885
"5237",442916
"5238",494337
"5239",406895
"5240",407002
"5241",406992
"5242",442904
"5243",494327
"5244",494323
"5245",442898
"5246",442891
"5247",406894
"5248",442897
"5249",406888
"5250",407015
"5251",406918
"5252",442890
"5253",442909
"5254",406940
"5255",494328
"5256",442900
"5257",574434
"5258",407032
"5259",442917
"5260",442895
"5261",442911
"5262",574413
"5263",693121
"5264",407017
"5265",442892
"5266",494332
"5267",100126355
"5268",554214
"5269",406886
"5270",406893
"5271",442918
"5272",442896
"5273",406890
"5274",442905
"5275",407033
"5276",494334
"5277",406990
"5278",407053
"5279",406913
"5280",406881
"5281",442919
"5282",442912
"5283",442903
"5284",407035
"5285",406891
"5286",124900343
"5287",26766
"5288",124900488
"5289",124901826
"5290",124905846
"5291",124900344
"5292",100033808
"5293",124900294
"5294",124905846
"5295",124905846
"5296",124905846
"5297",124901859
"5298",26828
"5299",767583
"5300",124905846
"5301",109617001
"5302",124902338
"5303",692053
"5304",100033449
"5305",124900237
"5306",124900378
"5307",677814
"5308",100033801
"5309",124900196
"5310",124900322
"5311",26831
"5312",124900327
"5313",595100
"5314",767577
"5315",767592
"5316",26818
"5317",109616984
"5318",100033803
"5319",100033437
"5320",124900406
"5321",26815
"5322",100033446
"5323",124900481
"5324",619565
"5325",109616959
"5326",767581
"5327",100033603
"5328",124901506
"5329",124904381
"5330",124900891
"5331",124900892
"5332",124905846
"5333",767594
"5334",124906377
"5335",124900422
"5336",767597
"5337",124904808
"5338",100033451
"5339",677849
"5340",100033458
"5341",100033440
"5342",124904362
"5343",56664
"5344",124900277
"5345",124900399
"5346",124900341
"5347",26768
"5348",767612
"5349",124900323
"5350",124903418
"5351",26832
"5352",100033456
"5353",124900257
"5354",767566
"5355",124906380
"5356",124900208
"5357",124900430
"5358",26816
"5359",767588
"5360",124900562
"5361",124902572
"5362",124905846
"5363",124900555
"5364",767568
"5365",124905846
"5366",124900522
"5367",124905846
"5368",100124536
"5369",767603
"5370",767606
"5371",124908528
"5372",727676
"5373",100033815
"5374",767609
"5375",100033448
"5376",124901505
"5377",124900305
"5378",100033442
"5379",594839
"5380",124904151
"5381",124902595
"5382",100033813
"5383",100033807
"5384",767589
"5385",767605
"5386",124905268
"5387",595098
"5388",124905846
"5389",767567
"5390",767608
"5391",100033811
"5392",677795
"5393",100033422
"5394",124903590
"5395",100033441
"5396",100033445
"5397",124903257
"5398",124900239
"5399",100033454
"5400",319103
"5401",124905519
"5402",677846
"5403",26835
"5404",100036565
"5405",100033443
"5406",677820
"5407",767578
"5408",85391
"5409",124900295
"5410",124900324
"5411",94161
"5412",100033806
"5413",26821
"5414",124900283
"5415",619562
"5416",100033804
"5417",124900179
"5418",124900439
"5419",124900236
"5420",109617014
"5421",124900328
"5422",6084
"5423",109617023
"5424",124900241
"5425",100033816
"5426",124900460
"5427",124900256
"5428",101954272
"5429",124905171
"5430",109616971
"5431",767585
"5432",767591
"5433",767582
"5434",114655
"5435",100036564
"5436",26783
"5437",124902078
"5438",767611
"5439",100169760
"5440",100033799
"5441",124902100
"5442",692092
"5443",100033800
"5444",124904983
"5445",26767
"5446",124905846
"5447",124901220
"5448",124900346
"5449",109616972
"5450",124900552
"5451",124900492
"5452",124906345
"5453",109616970
"5454",677834
"5455",124900243
"5456",124905266
"5457",100033455
"5458",26804
"5459",124903419
"5460",124900325
"5461",124900377
"5462",124900419
"5463",692157
"5464",767593
"5465",101954276
"5466",767595
"5467",124905846
"5468",124900429
"5469",100033822
"5470",677801
"5471",101954275
"5472",124900497
"5473",767564
"5474",26819
"5475",100033453
"5476",767610
"5477",767563
"5478",124900559
"5479",124903420
"5480",124900311
"5481",26797
"5482",677796
"5483",692233
"5484",124900516
"5485",124900226
"5486",124900319
"5487",124900551
"5488",124904975
"5489",124904363
"5490",26801
"5491",338433
"5492",767579
"5493",109616978
"5494",124900425
"5495",767604
"5496",100033812
"5497",124905846
"5498",100033447
"5499",124900423
"5500",124900320
"5501",767569
"5502",124900560
"5503",100033460
"5504",124900304
"5505",100033809
"5506",677808
"5507",124900235
"5508",94162
"5509",767598
"5510",124900525
"5511",56663
"5512",767596
"5513",124900496
"5514",100033805
"5515",109616992
"5516",767561
"5517",124900498
"5518",124901858
"5519",85389
"5520",124905846
"5521",100033818
"5522",124906378
"5523",124900197
"5524",767590
"5525",124900347
"5526",124900225
"5527",767600
"5528",692075
"5529",124903099
"5530",101954278
"5531",124901526
"5532",6085
"5533",100033817
"5534",124900175
"5535",109623459
"5536",124900556
"5537",124900393
"5538",25826
"5539",124900524
"5540",124900890
"5541",124904778
"5542",100033810
"5543",26817
"5544",56662
"5545",124900557
"5546",124905846
"5547",124905846
"5548",595099
"5549",124900517
"5550",26834
"5551",664612
"5552",693122
"5553",574447
"5554",693167
"5555",574441
"5556",100128531
"5557",109729141
"5558",105378716
"5559",106478991
"5560",642574
"5561",101927447
"5562",26184
"5563",100507175
"5564",101978719
"5565",100820709
"5566",101928287
"5567",401993
"5568",26246
"5569",574432
"5570",375057
"5571",388743
"5572",1378
"5573",100130967
"5574",554279
"5575",388719
"5576",127670
"5577",100126572
"5578",345930
"5579",9293
"5580",149281
"5581",2214
"5582",253582
"5583",391114
"5584",4014
"5585",574414
"5586",149018
"5587",6704
"5588",448834
"5589",118670
"5590",387111
"5591",196051
"5592",154442
"5593",100113403
"5594",126961
"5595",440689
"5596",119548
"5597",3283
"5598",3284
"5599",388667
"5600",282996
"5601",100132963
"5602",134701
"5603",54345
"5604",642864
"5605",100130587
"5606",441161
"5607",154288
"5608",340168
"5609",388649
"5610",494118
"5611",728712
"5612",347487
"5613",414157
"5614",347475
"5615",400757
"5616",245913
"5617",389396
"5618",388633
"5619",100133077
"5620",727940
"5621",138307
"5622",284546
"5623",360203
"5624",439996
"5625",203413
"5626",643418
"5627",643414
"5628",142910
"5629",100329135
