"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","E3_06_14",13,19,3.7e-24,-0.464573172829758,0.1304
"ribosome biogenesis","E3_06_14",8,14,3.7e-24,-0.686965594166206,0.0623
"rRNA metabolic process","E3_06_14",5,12,3.7e-24,-1.06547721741994,0.0188
"proteasome-mediated ubiquitin-dependent protein catabolic process","E3_06_14",19,18,3.7e-24,0.124000581443777,0.9033
"regulation of response to DNA damage stimulus","E3_06_14",20,16,3.7e-24,0.354854581528421,0.3845
"establishment of protein localization to organelle","E3_06_14",12,18,3.7e-24,-0.497487795302493,0.1132
"macroautophagy","E3_06_14",4,13,3.7e-24,-1.43542682717024,0.002
"regulation of chromosome organization","E3_06_14",12,10,3.7e-24,0.291008099503795,0.6434
"Golgi vesicle transport","E3_06_14",14,14,3.7e-24,0.05,1
"double-strand break repair","E3_06_14",10,13,3.7e-24,-0.297923303420307,0.4153
"histone modification","E3_06_14",10,19,3.7e-24,-0.812496476250065,0.0169
"sister chromatid segregation","E3_06_14",6,11,3.7e-24,-0.727607578663552,0.0886
"DNA replication","E3_06_14",9,12,3.7e-24,-0.32851162325373,0.3947
"chromosome segregation","E3_06_14",21,18,3.7e-24,0.261504105193712,0.5625
"mitochondrial gene expression","E3_06_14",8,7,3.7e-24,0.219925001442312,0.8484
"nucleocytoplasmic transport","E3_06_14",12,13,3.7e-24,-0.056915203916512,0.7886
"nuclear transport","E3_06_14",11,13,3.7e-24,-0.172392421336448,0.5885
"regulation of DNA repair","E3_06_14",1,10,3.7e-24,-2.4094316186373,0.0012
"peptidyl-lysine modification","E3_06_14",12,16,3.7e-24,-0.337023123109247,0.284
"protein targeting","E3_06_14",17,14,3.7e-24,0.313034405833794,0.5102
"cytoplasmic translation","E3_06_14",4,7,3.7e-24,-0.628071905112638,0.2144
"regulation of autophagy","E3_06_14",13,15,3.7e-24,-0.142645077942396,0.6167
"signal transduction in response to DNA damage","E3_06_14",5,8,3.7e-24,-0.534962500721156,0.2466
"regulation of intracellular transport","E3_06_14",16,13,3.7e-24,0.330107919192735,0.4873
"protein localization to nucleus","E3_06_14",9,12,3.7e-24,-0.32851162325373,0.3981
"microtubule cytoskeleton organization involved in mitosis","E3_06_14",5,8,3.7e-24,-0.534962500721156,0.266
"telomere maintenance","E3_06_14",3,7,3.7e-24,-0.95,0.1003
"cell cycle checkpoint signaling","E3_06_14",5,8,3.7e-24,-0.534962500721156,0.243
"regulation of protein modification by small protein conjugation or removal","E3_06_14",9,11,3.7e-24,-0.213034405833794,0.5486
"cellular respiration","E3_06_14",9,10,3.7e-24,-0.087503523749935,0.7585
"cellular component disassembly","E3_06_14",17,20,3.7e-24,-0.172392421336448,0.5044
"nuclear chromosome segregation","E3_06_14",10,13,3.7e-24,-0.297923303420307,0.4237
"regulation of protein stability","E3_06_14",13,13,3.7e-24,0.05,1
"regulation of cell cycle phase transition","E3_06_14",13,18,3.7e-24,-0.390572591385981,0.221
"regulation of protein catabolic process","E3_06_14",15,15,3.7e-24,0.05,1
"response to endoplasmic reticulum stress","E3_06_14",8,11,3.7e-24,-0.365037499278844,0.3142
