"","condition","cycle","region","log2fc.norm.mean","obs.mut.mean","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id"
"1092","enu",3,"regulation of embryonic development",0.666666666666669,3,1,0.0873586256752115,1,NA,"GO:0045995"
"1093","enu",3,"regulation of establishment of cell polarity",0,0.333333333333333,0,0.920900953781781,1,NA,"GO:2000114"
"1094","enu",3,"regulation of extracellular matrix organization",-0.356796442630467,1.33333333333333,1.33333333333333,0.520235477009948,1,NA,"GO:1903053"
"1095","enu",3,"regulation of fibroblast migration",-0.245655198055402,1,1,1,1,NA,"GO:0010762"
"1096","enu",3,"regulation of fibroblast proliferation",0.0099157811313493,1,1.66666666666667,0.750203048622843,1,NA,"GO:0048145"
"1097","enu",3,"regulation of focal adhesion assembly",-0.0370104374629153,1.66666666666667,1.66666666666667,0.938906749225664,1,NA,"GO:0051893"
"1098","enu",3,"regulation of generation of precursor metabolites and energy",-0.260453237841553,1.33333333333333,1.66666666666667,0.744224196250027,1,NA,"GO:0043467"
"1099","enu",3,"regulation of glucose metabolic process",0.162700320489522,1.33333333333333,1,0.991488750022153,1,NA,"GO:0010906"
"1100","enu",3,"regulation of interferon-beta production",-0.666666666666667,0,0.666666666666667,0.819752526347433,1,NA,"GO:0032648"
"1101","enu",3,"regulation of intracellular protein transport",-0.112587261934069,4,3.33333333333333,0.735591887435003,1,NA,"GO:0033157"
"1102","enu",3,"regulation of intracellular steroid hormone receptor signaling pathway",-0.491310396110804,0.666666666666667,1,0.949883015845384,1,NA,"GO:0033143"
"1103","enu",3,"regulation of intracellular transport",0.21711850977868,7,4.66666666666667,0.340184095904441,1,NA,"GO:0032386"
"1104","enu",3,"regulation of ketone biosynthetic process",0.138345833092948,0.333333333333333,0,0.898049331136333,1,NA,"GO:0010566"
"1105","enu",3,"regulation of ligase activity",0,0.333333333333333,0,0.65990158611054,1,NA,"GO:0051340"
"1106","enu",3,"regulation of membrane permeability",-0.602451640685868,0.666666666666667,1,0.652437021495801,1,NA,"GO:0090559"
"1107","enu",3,"regulation of microtubule cytoskeleton organization",-0.229257768768313,0.666666666666667,2,0.377760704634965,1,NA,"GO:0070507"
"1108","enu",3,"regulation of microtubule depolymerization",0.666666666666667,0,0,1,1,NA,"GO:0031114"
"1109","enu",3,"regulation of microtubule-based process",-0.192364752462606,2,3,0.725807847192943,1,NA,"GO:0032886"
"1110","enu",3,"regulation of mitochondrial fission",0.52832083357372,1,0,0.219282311749226,1,NA,"GO:0090140"
"1111","enu",3,"regulation of mitochondrial membrane permeability",-0.276691666185895,0.333333333333333,1,0.826315664069563,1,NA,"GO:0046902"
"1112","enu",3,"regulation of mitochondrial membrane potential",0.0196312296845227,1,1,0.878836098796372,1,NA,"GO:0051881"
"1113","enu",3,"regulation of ncRNA transcription",0.666666666666667,0.333333333333333,0,0.916193747267661,1,NA,"GO:0140747"
"1114","enu",3,"regulation of neuron apoptotic process",0.334786485852065,4,2.66666666666667,0.189813130322181,1,NA,"GO:0043523"
"1115","enu",3,"regulation of neuron death",0.191798841343719,5,4.33333333333333,0.462404107032737,1,NA,"GO:1901214"
"1116","enu",3,"regulation of neuron projection development",0.133458193787444,7.66666666666667,7,0.369703277740183,1,NA,"GO:0010975"
"1117","enu",3,"regulation of pinocytosis",-0.666666666666667,0.333333333333333,0,0.860428387170096,1,NA,"GO:0048548"
"1118","enu",3,"regulation of plasma membrane bounded cell projection assembly",0.245655198055402,3.33333333333333,3,0.997631812423755,1,NA,"GO:0120032"
"1119","enu",3,"regulation of protein catabolic process",-0.151709179232525,3.33333333333333,5.33333333333333,0.248837885566502,1,NA,"GO:0042176"
"1120","enu",3,"regulation of protein dephosphorylation",-0.437408897898356,0.666666666666667,1,0.631571630645966,1,NA,"GO:0035304"
"1121","enu",3,"regulation of protein modification by small protein conjugation or removal",-0.533290661730421,1.66666666666667,3.33333333333333,0.337937714604786,1,NA,"GO:1903320"
"1122","enu",3,"regulation of protein stability",0.293785167833794,4.66666666666667,4,0.807821857717842,1,NA,"GO:0031647"
"1123","enu",3,"regulation of protein-containing complex assembly",-0.254742849620784,5,6,0.652796662178253,1,NA,"GO:0043254"
"1124","enu",3,"regulation of response to DNA damage stimulus",-0.117538868451763,4.33333333333333,4.66666666666667,0.251931737743033,1,NA,"GO:2001020"
"1125","enu",3,"regulation of small molecule metabolic process",-0.299143422119817,3.66666666666667,4.33333333333333,0.730156414908646,1,NA,"GO:0062012"
"1126","enu",3,"regulation of stem cell differentiation",-0.0642150259807987,1,1,0.85759591469566,1,NA,"GO:2000736"
"1127","enu",3,"regulation of steroid hormone biosynthetic process",0.471679166426281,0.333333333333333,0,0.899461685123454,1,NA,"GO:0090030"
"1128","enu",3,"regulation of supramolecular fiber organization",-0.309502091388933,4.33333333333333,6,0.454735553206432,1,NA,"GO:1902903"
"1129","enu",3,"regulation of translational fidelity",0.666666666666667,0.333333333333333,0,0.858347998985365,1,NA,"GO:0006450"
"1130","enu",3,"regulation of type I interferon-mediated signaling pathway",0.0642150259807987,0.666666666666667,0.333333333333333,0.607064203926731,1,NA,"GO:0060338"
"1131","enu",3,"regulation of ubiquitin-protein transferase activity",0.194987500240385,0,0.333333333333333,0.959391360566596,1,NA,"GO:0051438"
"1132","enu",3,"regulation of vacuole organization",0.592535859554519,1.33333333333333,0.333333333333333,0.462666361130221,1,NA,"GO:0044088"
"1133","enu",3,"release of cytochrome c from mitochondria",-0.138345833092948,0.333333333333333,1,0.83418796746542,1,NA,"GO:0001836"
"1134","enu",3,"renal system development",0.0711903055989811,4.66666666666667,5.66666666666667,0.878333852771316,1,NA,"GO:0072001"
"1135","enu",3,"respiratory system development",0.259683184279153,4,3.66666666666667,0.927392926659193,1,NA,"GO:0060541"
"1136","enu",3,"respiratory tube development",0.290121573194468,3.66666666666667,3.33333333333333,0.922543796248804,1,NA,"GO:0030323"
"1137","enu",3,"response to UV",0.60302682369437,3,2,0.416090391809652,1,NA,"GO:0009411"
"1138","enu",3,"response to acid chemical",0.107309364962453,1.33333333333333,2.33333333333333,0.750197940118002,1,NA,"GO:0001101"
"1139","enu",3,"response to amino acid",0.512631415688125,1,2,0.462924971008814,1,NA,"GO:0043200"
"1140","enu",3,"response to amino acid starvation",0.861654166907052,0.333333333333333,0.333333333333333,0.828257383577735,1,NA,"GO:1990928"
"1141","enu",3,"response to arsenic-containing substance",0.333333333333333,0.333333333333333,0,0.935683162242733,1,NA,"GO:0046685"
"1142","enu",3,"response to endoplasmic reticulum stress",-0.516179697490428,2,3,0.685986290398314,1,NA,"GO:0034976"
"1143","enu",3,"response to fluid shear stress",-0.333333333333333,0.666666666666667,1,0.726759535392814,1,NA,"GO:0034405"
"1144","enu",3,"response to insulin",-0.0667498460997025,3.66666666666667,3.66666666666667,0.340873725681611,1,NA,"GO:0032868"
"1145","enu",3,"response to ionizing radiation",0.708669294970702,3.33333333333333,2,0.55416340953252,1,NA,"GO:0010212"
"1146","enu",3,"response to oxidative stress",0.056499410572827,5.33333333333333,5.66666666666667,0.718822166670714,1,NA,"GO:0006979"
"1147","enu",3,"response to oxygen levels",-0.477135270957233,4,5.66666666666667,0.0389369446201825,1,NA,"GO:0070482"
"1148","enu",3,"response to reactive oxygen species",0.205794659471178,3.66666666666667,3,0.73208897343283,1,NA,"GO:0000302"
"1149","enu",3,"response to sterol depletion",0,0,0,1,1,NA,"GO:0006991"
"1150","enu",3,"response to topologically incorrect protein",-0.676189717398925,1,2,0.564086167932772,1,NA,"GO:0035966"
"1151","enu",3,"response to transforming growth factor beta",-0.130772474259587,6.33333333333333,5.33333333333333,0.331667904641546,1,NA,"GO:0071559"
"1152","enu",3,"response to virus",-0.00217782962893232,5,4.66666666666667,0.998696036374512,1,NA,"GO:0009615"
"1153","enu",3,"rhythmic process",-0.456983846638956,3.33333333333333,3.66666666666667,0.0903561493584307,1,NA,"GO:0048511"
"1154","enu",3,"ribonucleoprotein complex assembly",-0.503258334775648,0.666666666666667,2,0.192716055579589,1,NA,"GO:0022618"
"1155","enu",3,"ribonucleoprotein complex subunit organization",-0.553926032590665,0.666666666666667,2,0.162848987373216,1,NA,"GO:0071826"
"1156","enu",3,"ribonucleotide metabolic process",-0.203652569751367,4.33333333333333,5.33333333333333,0.821083680355901,1,NA,"GO:0009259"
"1157","enu",3,"ribose phosphate metabolic process",-0.276411340706105,4.33333333333333,5.66666666666667,0.724029751198887,1,NA,"GO:0019693"
"1158","enu",3,"ribosomal subunit export from nucleus",0.276691666185896,0.333333333333333,0,0.73685902627467,1,NA,"GO:0000054"
"1159","enu",3,"ribosome assembly",0.810986469092037,0.666666666666667,0.333333333333333,0.990086372404574,1,NA,"GO:0042255"
"1160","enu",3,"ribosome biogenesis",0.179380547989388,3.66666666666667,3.33333333333333,0.515934488857401,1,NA,"GO:0042254"
"1161","enu",3,"ribosome localization",0.276691666185896,0.333333333333333,0,0.73685902627467,1,NA,"GO:0033750"
"1162","enu",3,"roof of mouth development",0.0506676978150167,2.66666666666667,1.66666666666667,0.767964913942168,1,NA,"GO:0060021"
"1163","enu",3,"semaphorin-plexin signaling pathway involved in neuron projection guidance",0.805012499759615,0.333333333333333,0,0.948493985120024,1,NA,"GO:1902285"
"1164","enu",3,"seminiferous tubule development",-0.194987500240385,0,0,1,1,NA,"GO:0072520"
"1165","enu",3,"signal peptide processing",0,0.333333333333333,0,0.66599932121483,1,NA,"GO:0006465"
"1166","enu",3,"signal transduction in response to DNA damage",-0.066674869435998,1.66666666666667,2.66666666666667,0.704222050753421,1,NA,"GO:0042770"
"1167","enu",3,"sister chromatid segregation",-0.194688739331842,3,3.33333333333333,0.984489114732636,1,NA,"GO:0000819"
"1168","enu",3,"small molecule catabolic process",-0.848914951608583,1.66666666666667,4,0.126658378961347,1,NA,"GO:0044282"
"1169","enu",3,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.138345833092948,0.333333333333333,0,0.815770294563344,1,NA,"GO:0060831"
"1170","enu",3,"sphingomyelin biosynthetic process",-0.333333333333333,0,0,1,1,NA,"GO:0006686"
"1171","enu",3,"spindle localization",-0.031036468130494,0.666666666666667,1,0.67848532750096,1,NA,"GO:0051653"
"1172","enu",3,"stem cell differentiation",0.282665635518317,4.33333333333333,4,0.998654025447091,1,NA,"GO:0048863"
"1173","enu",3,"stem cell population maintenance",-0.345508625341705,2,3,0.68690467990281,1,NA,"GO:0019827"
"1174","enu",3,"sterol biosynthetic process",-0.218450609537518,0.666666666666667,1,0.956996603987587,1,NA,"GO:0016126"
"1175","enu",3,"stress granule assembly",0.723308333814105,0,0,1,1,NA,"GO:0034063"
"1176","enu",3,"substantia nigra development",-0.214618729924908,0.333333333333333,0,0.923094594365524,1,NA,"GO:0021762"
"1177","enu",3,"substrate adhesion-dependent cell spreading",0.382750319527981,3,2,0.826401942846035,1,NA,"GO:0034446"
"1178","enu",3,"sulfur compound metabolic process",-0.349811119934834,2.66666666666667,3.66666666666667,0.732656522070751,1,NA,"GO:0006790"
"1179","enu",3,"suppression of viral release by host",0,0,0,1,1,NA,"GO:0044790"
"1180","enu",3,"synaptic vesicle lumen acidification",0.723308333814105,0,0,1,1,NA,"GO:0097401"
"1181","enu",3,"telomerase RNA localization to Cajal body",0.333333333333333,0,0,1,1,NA,"GO:0090671"
"1182","enu",3,"telomere maintenance",0.264516374177525,2.33333333333333,2,0.70327894162915,1,NA,"GO:0000723"
"1183","enu",3,"telomere organization",0.496624244067145,2.66666666666667,2,0.860593556678352,1,NA,"GO:0032200"
"1184","enu",3,"toxin transport",-0.138345833092948,0,0.333333333333333,0.964188669697585,1,NA,"GO:1901998"
"1185","enu",3,"trabecula morphogenesis",-0.302296865202839,0.666666666666667,1,0.947874146515802,1,NA,"GO:0061383"
"1186","enu",3,"tube closure",0.0741308071121493,1.33333333333333,1.66666666666667,0.979756655956925,1,NA,"GO:0060606"
"1187","enu",3,"ubiquinone biosynthetic process",0,0,0,1,1,NA,"GO:0006744"
"1188","enu",3,"ubiquinone metabolic process",0,0,0,1,1,NA,"GO:0006743"
"1189","enu",3,"vacuolar acidification",0.389975000480771,0.333333333333333,0,0.898665580568971,1,NA,"GO:0007035"
"1190","enu",3,"vacuolar transport",-0.330873489878134,1.33333333333333,2,0.864016963946252,1,NA,"GO:0007034"
"1191","enu",3,"vacuole organization",-0.0462506899823981,2.66666666666667,2.66666666666667,0.960193184044438,1,NA,"GO:0007033"
"1192","enu",3,"vasculogenesis",-0.292581416649667,1.66666666666667,1.66666666666667,0.937757569271084,1,NA,"GO:0001570"
"1193","enu",3,"vesicle localization",-0.00620522605578233,2.66666666666667,2.66666666666667,0.54129246357716,1,NA,"GO:0051648"
"1194","enu",3,"vesicle organization",-0.304675592296716,3,4.66666666666667,0.205922613459524,1,NA,"GO:0016050"
"1195","enu",3,"viral process",-0.477460737937787,5,5.66666666666667,0.844673325414613,1,NA,"GO:0016032"
"1196","enu",3,"viral release from host cell",0.471679166426281,0.333333333333333,0,0.915621075240791,1,NA,"GO:0019076"
"1197","enu",3,"water-soluble vitamin metabolic process",-0.684155806631379,1,1,0.901266305244931,1,NA,"GO:0006767"
"1198","enu",6,"ATP metabolic process",0.255874496696977,5.66666666666667,5.66666666666667,0.617798550262264,1,NA,"GO:0046034"
"1199","enu",6,"COPII vesicle coating",0.504857724276586,0.333333333333333,0,0.945977240514854,1,NA,"GO:0048208"
"1200","enu",6,"DNA conformation change",-0.433186760619636,1,2.66666666666667,0.297365620024814,1,NA,"GO:0071103"
"1201","enu",6,"DNA replication",-0.34906064557669,5.66666666666667,8.66666666666667,0.149874643617865,1,NA,"GO:0006260"
"1202","enu",6,"DNA-templated transcription elongation",-0.487088258832085,2,3.33333333333333,0.332852978262551,1,NA,"GO:0006354"
"1203","enu",6,"G0 to G1 transition",0.460273927980311,1.66666666666667,1.33333333333333,0.665891364601617,1,NA,"GO:0045023"
"1204","enu",6,"GPI anchor biosynthetic process",0.389975000480771,0.666666666666667,0.333333333333333,0.988831483953426,1,NA,"GO:0006506"
"1205","enu",6,"Golgi organization",-0.941673923610469,1.33333333333333,4,0.0249058780641758,0.681630061177873,NA,"GO:0007030"
"1206","enu",6,"Golgi to plasma membrane protein transport",-0.569273082835565,1.33333333333333,1.66666666666667,0.58878920390341,1,NA,"GO:0043001"
"1207","enu",6,"Golgi vesicle transport",-0.233853419345003,6.66666666666667,8.66666666666667,0.260419146462447,1,NA,"GO:0048193"
"1208","enu",6,"NADP metabolic process",0.302296865202839,1,1,1,1,NA,"GO:0006739"
"1209","enu",6,"NADPH regeneration",0.528320833573719,0.666666666666667,0.333333333333333,0.533357429001408,1,NA,"GO:0006740"
"1210","enu",6,"RNA localization",-0.69054700391661,3,5.66666666666667,0.0709283145446471,1,NA,"GO:0006403"
"1211","enu",6,"RNA transport",-0.483505926220138,3,4.66666666666667,0.190412426917677,1,NA,"GO:0050658"
"1212","enu",6,"Schwann cell differentiation",0.226023968370879,2.66666666666667,1.33333333333333,0.640572628208833,1,NA,"GO:0014037"
"1213","enu",6,"U2-type prespliceosome assembly",-0.194987500240385,0.333333333333333,0.333333333333333,0.805071534245942,1,NA,"GO:1903241"
"1214","enu",6,"UV-damage excision repair",0.754344801944599,0.333333333333333,0,0.962529215618284,1,NA,"GO:0070914"
"1215","enu",6,"Wnt signaling pathway",-0.326230345347907,12,18.6666666666667,0.0210756610221142,0.681630061177873,NA,"GO:0016055"
"1216","enu",6,"actin filament organization",-0.245374020306198,11,17,0.00924255587845915,0.681630061177873,NA,"GO:0007015"
"1217","enu",6,"alcohol biosynthetic process",-0.571415172555373,2,3.33333333333333,0.365792009981654,1,NA,"GO:0046165"
"1218","enu",6,"amino sugar biosynthetic process",0.0566416671474373,0,0,1,1,NA,"GO:0046349"
"1219","enu",6,"aminoglycan biosynthetic process",-0.0724798761217967,4.33333333333333,3,0.716448798092006,1,NA,"GO:0006023"
"1220","enu",6,"apoptotic mitochondrial changes",-0.080556174323967,4,3.33333333333333,0.342017893603229,1,NA,"GO:0008637"
"1221","enu",6,"appendage development",0.38154392006236,9.33333333333333,7,0.384333259280966,1,NA,"GO:0048736"
"1222","enu",6,"aromatic compound catabolic process",0.0674265756797714,11.6666666666667,13.3333333333333,0.681736058954441,1,NA,"GO:0019439"
"1223","enu",6,"autophagosome maturation",-0.168784222008263,1.33333333333333,1.66666666666667,0.747189684091684,1,NA,"GO:0097352"
"1224","enu",6,"autophagy of mitochondrion",0.07550284326956,2.33333333333333,3,0.883949056191491,1,NA,"GO:0000422"
"1225","enu",6,"axon extension",-0.245655198055403,3.66666666666667,4.66666666666667,0.383984473636391,1,NA,"GO:0048675"
"1226","enu",6,"basement membrane organization",0.0876781352779313,4,2.33333333333333,0.696320921546963,1,NA,"GO:0071711"
"1227","enu",6,"biological process involved in interaction with host",0.23172534433826,7.33333333333333,6,0.468980740146046,1,NA,"GO:0051701"
"1228","enu",6,"body morphogenesis",0.198929312039313,1.33333333333333,2,0.105909561909134,1,NA,"GO:0010171"
"1229","enu",6,"bone development",-0.513717745715042,7,9.33333333333333,0.330806784371744,1,NA,"GO:0060348"
"1230","enu",6,"branched-chain amino acid metabolic process",0.0331785578503047,0.666666666666667,0.666666666666667,0.879909080528837,1,NA,"GO:0009081"
"1231","enu",6,"carbohydrate derivative catabolic process",-0.0538211408980394,3,4.33333333333333,0.361428082039847,1,NA,"GO:1901136"
"1232","enu",6,"carbohydrate derivative transport",-0.371943160297189,1.66666666666667,2,0.986992781533683,1,NA,"GO:1901264"
"1233","enu",6,"cell cycle G1/S phase transition",-0.213866904306594,6,8.66666666666667,0.167770477071059,1,NA,"GO:0044843"
"1234","enu",6,"cell cycle G2/M phase transition",0.137095121472579,3,4.66666666666667,0.409394396962909,1,NA,"GO:0044839"
"1235","enu",6,"cell cycle checkpoint signaling",-0.29368820274687,3.66666666666667,6,0.176735823714436,1,NA,"GO:0000075"
"1236","enu",6,"cell growth",0.0134610009758609,16.3333333333333,18.3333333333333,0.811107327379845,1,NA,"GO:0016049"
"1237","enu",6,"cell migration involved in heart development",-0.138345833092948,1,1,0.897259581017837,1,NA,"GO:0060973"
"1238","enu",6,"cell redox homeostasis",0.302296865202839,1,1,0.898439980712356,1,NA,"GO:0045454"
"1239","enu",6,"cell-cell signaling by wnt",-0.326230345347907,12,18.6666666666667,0.0208576763262791,0.681630061177873,NA,"GO:0198738"
"1240","enu",6,"cell-substrate adhesion",0.171946852893186,18,17,0.794769296033906,1,NA,"GO:0031589"
"1241","enu",6,"cell-substrate junction assembly",-0.0266165523801547,6.33333333333333,6,0.280553774167209,1,NA,"GO:0007044"
"1242","enu",6,"cell-substrate junction organization",0.0906466530185619,6.66666666666667,6,0.132548349084077,1,NA,"GO:0150115"
"1243","enu",6,"cellular carbohydrate metabolic process",-0.282142026911444,7,8,0.160233352819132,1,NA,"GO:0044262"
"1244","enu",6,"cellular component disassembly",-0.242081106990378,11.3333333333333,17.3333333333333,0.026938769738813,0.681630061177873,NA,"GO:0022411"
"1245","enu",6,"cellular lipid catabolic process",-0.258108707223378,4.33333333333333,5,0.951678615656901,1,NA,"GO:0044242"
"1246","enu",6,"cellular metabolic compound salvage",0.440642698295787,1,1,0.854769295661529,1,NA,"GO:0043094"
"1247","enu",6,"cellular nitrogen compound catabolic process",0.171000685490363,12,12.6666666666667,0.789821500424782,1,NA,"GO:0044270"
"1248","enu",6,"cellular pigment accumulation",0,0,0,1,1,NA,"GO:0043482"
"1249","enu",6,"cellular pigmentation",0.202560859073747,1.66666666666667,2,0.980191411627253,1,NA,"GO:0033059"
"1250","enu",6,"cellular respiration",0.328019485376993,5.33333333333333,5.33333333333333,0.64556417571558,1,NA,"GO:0045333"
"1251","enu",6,"cellular response to UV",0.0442622326955543,1.66666666666667,3,0.450465249660917,1,NA,"GO:0034644"
"1252","enu",6,"cellular response to acid chemical",-0.423153558331075,3,4,0.372869740855582,1,NA,"GO:0071229"
"1253","enu",6,"cellular response to arsenic-containing substance",0.0876781352779327,0.666666666666667,0.333333333333333,0.467131007815803,1,NA,"GO:0071243"
"1254","enu",6,"cellular response to chemical stress",0.217222570113957,13,11.6666666666667,0.824591965633263,1,NA,"GO:0062197"
"1255","enu",6,"cellular response to dsRNA",-0.421011468611265,0.333333333333333,0.666666666666667,0.52604069549213,1,NA,"GO:0071359"
"1256","enu",6,"cellular response to external stimulus",-0.274701079765178,9.66666666666667,11,0.905875382159104,1,NA,"GO:0071496"
"1257","enu",6,"cellular response to extracellular stimulus",-0.518006059984148,5.66666666666667,8.33333333333333,0.182525540678507,1,NA,"GO:0031668"
"1258","enu",6,"cellular response to fluid shear stress",0,1,0.666666666666667,0.653096309572059,1,NA,"GO:0071498"
"1259","enu",6,"cellular response to heat",0.32276371342422,3.33333333333333,2,0.148856415208361,1,NA,"GO:0034605"
"1260","enu",6,"cellular response to insulin stimulus",0.0619555151037781,6.33333333333333,7,0.883473631551877,1,NA,"GO:0032869"
"1261","enu",6,"cellular response to ketone",-0.423153558331076,2.33333333333333,3.66666666666667,0.134395964321522,1,NA,"GO:1901655"
"1262","enu",6,"cellular response to oxygen levels",-0.0409830277409717,6,6.33333333333333,0.24568783646168,1,NA,"GO:0071453"
"1263","enu",6,"cellular response to sterol depletion",0.333333333333333,0,0,1,1,NA,"GO:0071501"
"1264","enu",6,"cellular response to topologically incorrect protein",-0.252024805704637,2.66666666666667,3.33333333333333,0.88642764614307,1,NA,"GO:0035967"
"1265","enu",6,"cellular response to transforming growth factor beta stimulus",-0.312417995150275,10.3333333333333,12.3333333333333,0.429999775321109,1,NA,"GO:0071560"
"1266","enu",6,"cellular senescence",-0.270322058536664,2,3,0.204076069716187,1,NA,"GO:0090398"
"1267","enu",6,"centromere complex assembly",0.292381084071489,1,0.333333333333333,0.887232809318978,1,NA,"GO:0034508"
"1268","enu",6,"centrosome localization",0.302296865202841,1,1,0.888318854209102,1,NA,"GO:0051642"
"1269","enu",6,"chaperone-mediated autophagy",-0.23593974950223,0.666666666666667,0.666666666666667,1,1,NA,"GO:0061684"
"1270","enu",6,"chondrocyte differentiation",-0.0208801223694133,5,6,0.692723351896653,1,NA,"GO:0002062"
"1271","enu",6,"chromatin remodeling",-0.54083518129538,7.33333333333333,10.6666666666667,0.135469951488792,1,NA,"GO:0006338"
"1272","enu",6,"chromosome localization",-0.179793822137421,2.33333333333333,2.33333333333333,0.171572149674096,1,NA,"GO:0050000"
"1273","enu",6,"chromosome segregation",-0.311885162302059,8.33333333333333,12,0.0817515076562128,1,NA,"GO:0007059"
"1274","enu",6,"cilium assembly",-0.337182221528773,6.33333333333333,9.33333333333333,0.11069286830244,1,NA,"GO:0060271"
"1275","enu",6,"cilium organization",-0.215686207271023,7.66666666666667,10.3333333333333,0.312441961218137,1,NA,"GO:0044782"
"1276","enu",6,"circadian regulation of gene expression",-0.571415172555374,1,2.33333333333333,0.492992213232818,1,NA,"GO:0032922"
"1277","enu",6,"clathrin-dependent endocytosis",0.773976031629121,2,1.33333333333333,0.937880657208172,1,NA,"GO:0072583"
"1278","enu",6,"collagen fibril organization",-0.23210786988962,4,4.33333333333333,0.764058666677605,1,NA,"GO:0030199"
"1279","enu",6,"connective tissue development",-0.302386326341032,8.66666666666667,11.6666666666667,0.19885689395421,1,NA,"GO:0061448"
"1280","enu",6,"cortical cytoskeleton organization",-1.33226762955019e-15,0,1.66666666666667,0.097538472354261,1,NA,"GO:0030865"
"1281","enu",6,"cytoplasmic translation",-0.071637485405206,2.33333333333333,3.66666666666667,0.526353881161508,1,NA,"GO:0002181"
"1282","enu",6,"defense response to virus",0.0602780721483846,8.33333333333333,8.66666666666667,0.540110912139577,1,NA,"GO:0051607"
"1283","enu",6,"dephosphorylation",0.0087286173600283,9.33333333333333,11,0.820269735875356,1,NA,"GO:0016311"
"1284","enu",6,"developmental growth involved in morphogenesis",-0.105659660883865,7.66666666666667,8.33333333333333,0.304157058135604,1,NA,"GO:0060560"
"1285","enu",6,"dicarboxylic acid metabolic process",0.376427672314987,1,2.33333333333333,0.354537600971208,1,NA,"GO:0043648"
"1286","enu",6,"double-strand break repair",0.0390643037000937,5.66666666666667,8.66666666666667,0.212647390919358,1,NA,"GO:0006302"
"1287","enu",6,"embryonic body morphogenesis",0.194987500240385,0.333333333333333,0.666666666666667,0.97009395958021,1,NA,"GO:0010172"
"1288","enu",6,"embryonic organ development",-0.167500113509727,12.3333333333333,15.6666666666667,0.0500094346201145,0.849319292381528,NA,"GO:0048568"
"1289","enu",6,"epigenetic regulation of gene expression",-0.435435134287215,3.66666666666667,4.66666666666667,0.504397848485351,1,NA,"GO:0040029"
"1290","enu",6,"erythrocyte differentiation",-0.468029186677235,3.66666666666667,4.66666666666667,0.522981506410686,1,NA,"GO:0030218"
"1291","enu",6,"establishment of mitotic spindle localization",-0.356796442630465,1.66666666666667,1,0.109644814957842,1,NA,"GO:0040001"
"1292","enu",6,"establishment of organelle localization",0.0297922675645197,14,13,0.54411579214498,1,NA,"GO:0051656"
"1293","enu",6,"establishment of protein localization to membrane",-0.182118306944589,7.33333333333333,8.33333333333333,0.327721798276002,1,NA,"GO:0090150"
"1294","enu",6,"establishment of protein localization to organelle",-0.0364280653257681,11.6666666666667,13.3333333333333,0.745944551097351,1,NA,"GO:0072594"
"1295","enu",6,"establishment or maintenance of cell polarity",0.00608680943646134,9.33333333333333,9.33333333333333,0.334851318770889,1,NA,"GO:0007163"
"1296","enu",6,"establishment or maintenance of epithelial cell apical/basal polarity",0.547793062315493,3.66666666666667,2,0.279066752193644,1,NA,"GO:0045197"
"1297","enu",6,"ether lipid biosynthetic process",0.138345833092948,0,0,1,1,NA,"GO:0008611"
"1298","enu",6,"exit from host cell",0.440642698295787,1,0.333333333333333,0.84683091188556,1,NA,"GO:0035891"
"1299","enu",6,"exosomal secretion",0.194987500240385,0.666666666666667,0.333333333333333,0.573244359724637,1,NA,"GO:1990182"
"1300","enu",6,"extracellular matrix assembly",0.047085219537014,3.33333333333333,3,0.997863376493443,1,NA,"GO:0085029"
"1301","enu",6,"extracellular vesicle biogenesis",-0.138345833092948,0.666666666666667,0.666666666666667,0.767923824661594,1,NA,"GO:0140112"
"1302","enu",6,"face development",0.0282962991955037,2,2,0.477278065040796,1,NA,"GO:0060324"
"1303","enu",6,"fat cell differentiation",-0.0150986952176153,8.33333333333333,8.33333333333333,0.697422823337564,1,NA,"GO:0045444"
"1304","enu",6,"fatty acid beta-oxidation",0.0418436273612863,2,1.66666666666667,0.995774440465729,1,NA,"GO:0006635"
"1305","enu",6,"fibroblast migration",0.00531384795633929,4,3,0.241318941960414,1,NA,"GO:0010761"
"1306","enu",6,"fibroblast proliferation",-0.370141329897884,3,4.66666666666667,0.416636561926886,1,NA,"GO:0048144"
"1307","enu",6,"folic acid metabolic process",0.666666666666667,0,0,1,1,NA,"GO:0046655"
"1308","enu",6,"glial cell apoptotic process",-0.138345833092947,0,0.666666666666667,0.821887233801127,1,NA,"GO:0034349"
"1309","enu",6,"glycerol ether biosynthetic process",0.138345833092948,0,0,1,1,NA,"GO:0046504"
"1310","enu",6,"glycosyl compound biosynthetic process",0.666666666666667,0,0.666666666666667,0.836402259186682,1,NA,"GO:1901659"
"1311","enu",6,"glycosyl compound metabolic process",0.61216708923904,2.33333333333333,1.66666666666667,0.964884446164926,1,NA,"GO:1901657"
"1312","enu",6,"glycosylation",0.0932121243903066,5,7,0.219213299720631,1,NA,"GO:0070085"
"1313","enu",6,"heart valve development",0.462855095972551,4.33333333333333,3,0.474913492530002,1,NA,"GO:0003170"
"1314","enu",6,"heme metabolic process",0.107309364962454,2.33333333333333,1,0.769159852768105,1,NA,"GO:0042168"
"1315","enu",6,"heterochromatin formation",-0.389737461159092,2.66666666666667,2.66666666666667,0.559194833105049,1,NA,"GO:0031507"
