"","condition","cycle","region","log2fc.norm.mean","obs.mut.mean","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id"
"1003","enu",3,"nucleus organization",-0.399645563752177,0.666666666666667,1.66666666666667,0.548770517586846,1,NA,"GO:0006997"
"1004","enu",3,"oligosaccharide-lipid intermediate biosynthetic process",-0.174687423741289,0.333333333333333,0,0.814027941583958,1,NA,"GO:0006490"
"1005","enu",3,"one-carbon metabolic process",0.610292672304863,1,0,0.260438237771047,1,NA,"GO:0006730"
"1006","enu",3,"organelle fission",0.48606875103087,6.33333333333333,5.66666666666667,0.118127655230174,1,NA,"GO:0048285"
"1007","enu",3,"organelle fusion",-0.0435920670354343,2,1.66666666666667,0.705592375572755,1,NA,"GO:0048284"
"1008","enu",3,"organelle inheritance",-0.699893841746992,0,0,1,1,NA,"GO:0048308"
"1009","enu",3,"organelle localization by membrane tethering",0.473447038850599,1.33333333333333,1,0.989905693442202,1,NA,"GO:0140056"
"1010","enu",3,"organophosphate catabolic process",-0.290018141718282,1.33333333333333,2,0.510540640573318,1,NA,"GO:0046434"
"1011","enu",3,"organophosphate ester transport",-0.0758985951586971,1.33333333333333,2,0.893773731898867,1,NA,"GO:0015748"
"1012","enu",3,"ossification",-0.160835174834752,6.66666666666667,7.33333333333333,0.815882781769763,1,NA,"GO:0001503"
"1013","enu",3,"osteoblast differentiation",-0.344392914790836,3.33333333333333,4.66666666666667,0.711580054510087,1,NA,"GO:0001649"
"1014","enu",3,"oxidative phosphorylation",-0.826514531860546,0.666666666666667,1,0.632867389397033,1,NA,"GO:0006119"
"1015","enu",3,"pentose-phosphate shunt",-0.271180039757937,0.333333333333333,0,0.839090389055733,1,NA,"GO:0006098"
"1016","enu",3,"peptidyl-lysine modification",-0.0522149432717599,4.33333333333333,5,0.285150597164962,1,NA,"GO:0018205"
"1017","enu",3,"pericardium development",-0.685735460961559,0,0,1,1,NA,"GO:0060039"
"1018","enu",3,"peroxisome organization",-0.358425610018289,0.333333333333333,0,0.858431778341675,1,NA,"GO:0007031"
"1019","enu",3,"phospholipid biosynthetic process",0.124394742849906,2.33333333333333,3.33333333333333,0.767930831724915,1,NA,"GO:0008654"
"1020","enu",3,"pigment accumulation",0.174527290194393,0.333333333333333,0,0.757247013679395,1,NA,"GO:0043476"
"1021","enu",3,"pigmentation",-1.09529996562608,0.333333333333333,1.33333333333333,0.496988840043243,1,NA,"GO:0043473"
"1022","enu",3,"pinocytosis",-0.169620052860163,0.666666666666667,0,0.557918908857,1,NA,"GO:0006907"
"1023","enu",3,"placenta development",-0.62051061271124,1,2.33333333333333,0.36052471216544,1,NA,"GO:0001890"
"1024","enu",3,"plasma membrane tubulation",0.360676073360549,0.666666666666667,0,0.575891378229097,1,NA,"GO:0097320"
"1025","enu",3,"platelet-derived growth factor receptor signaling pathway",0.835468568871851,1.66666666666667,1,0.314748411868653,1,NA,"GO:0048008"
"1026","enu",3,"polyamine biosynthetic process",-0.317103630427484,0,0,1,1,NA,"GO:0006596"
"1027","enu",3,"polyamine metabolic process",-0.0342401350639723,0,0,1,1,NA,"GO:0006595"
"1028","enu",3,"polyol metabolic process",-0.983903234095161,0.333333333333333,1,0.746101822119401,1,NA,"GO:0019751"
"1029","enu",3,"positive regulation by host of viral process",-0.652321560833903,0,0,1,1,NA,"GO:0044794"
"1030","enu",3,"positive regulation of GTPase activity",0.00179422918397383,3.66666666666667,3.66666666666667,0.62189213432537,1,NA,"GO:0043547"
"1031","enu",3,"positive regulation of amide metabolic process",-0.272346044298111,2.33333333333333,2,0.0998656016705229,1,NA,"GO:0034250"
"1032","enu",3,"positive regulation of axonogenesis",-0.644473366388063,1,1.33333333333333,0.658415265142443,1,NA,"GO:0050772"
"1033","enu",3,"positive regulation of cell projection organization",0.261514024945501,5.66666666666667,5.66666666666667,0.436453341792989,1,NA,"GO:0031346"
"1034","enu",3,"positive regulation of cellular component biogenesis",-0.493672871499811,5.66666666666667,8,0.426877191872214,1,NA,"GO:0044089"
"1035","enu",3,"positive regulation of epithelial to mesenchymal transition",0.892001510415333,2.33333333333333,1,0.281208249746928,1,NA,"GO:0010718"
"1036","enu",3,"positive regulation of establishment of protein localization",0.522356795081969,4,4.33333333333333,0.538174694801124,1,NA,"GO:1904951"
"1037","enu",3,"positive regulation of kinase activity",0.403104219395402,9,6.66666666666667,0.574625563693523,1,NA,"GO:0033674"
"1038","enu",3,"positive regulation of microtubule polymerization",0.0822426543859329,0.333333333333333,0,0.955711340931451,1,NA,"GO:0031116"
"1039","enu",3,"positive regulation of nervous system development",-1.68720611458987,2,4.33333333333333,0.030157700292891,1,NA,"GO:0051962"
"1040","enu",3,"positive regulation of neurogenesis",-0.991871114315012,2,3.66666666666667,0.0765848989503496,1,NA,"GO:0050769"
"1041","enu",3,"positive regulation of neuron migration",-0.502034071674432,0,0,1,1,NA,"GO:2001224"
"1042","enu",3,"positive regulation of protein localization",-0.136455469151719,5.33333333333333,6.66666666666667,0.808967841465664,1,NA,"GO:1903829"
"1043","enu",3,"positive regulation of stem cell population maintenance",-1.43486588758526,0.333333333333333,0.666666666666667,0.961135664163726,1,NA,"GO:1902459"
"1044","enu",3,"positive regulation of viral process",-0.191853045267202,0.333333333333333,0.666666666666667,0.967495645272276,1,NA,"GO:0048524"
"1045","enu",3,"postsynapse organization",-1.05811331682454,1,2.66666666666667,0.156295909677063,1,NA,"GO:0099173"
"1046","enu",3,"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.64083749137127,3.33333333333333,5.66666666666667,0.224834104394835,1,NA,"GO:0043161"
"1047","enu",3,"protein autophosphorylation",0.475648504519468,4,3.66666666666667,0.998500682682612,1,NA,"GO:0046777"
"1048","enu",3,"protein folding",-0.386318395258592,1.33333333333333,2.33333333333333,0.743461098054541,1,NA,"GO:0006457"
"1049","enu",3,"protein glycosylation",-0.462237022131632,3.33333333333333,2.66666666666667,0.737424034822605,1,NA,"GO:0006486"
"1050","enu",3,"protein lipidation",-0.317586062543106,1,1,0.851356572325867,1,NA,"GO:0006497"
"1051","enu",3,"protein localization to nucleus",0.227789514114132,4,4.33333333333333,0.991146447817791,1,NA,"GO:0034504"
"1052","enu",3,"protein neddylation",-0.0385738022107047,0,0,1,1,NA,"GO:0045116"
"1053","enu",3,"protein polyubiquitination",0.227136097095987,3.33333333333333,3,0.99772063815296,1,NA,"GO:0000209"
"1054","enu",3,"protein targeting",0.126766606109402,4,4.33333333333333,0.99309187747259,1,NA,"GO:0006605"
"1055","enu",3,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",-0.310709269965,0,0,1,1,NA,"GO:0043328"
"1056","enu",3,"protein-DNA complex subunit organization",-1.07493210468513,1.66666666666667,2.66666666666667,0.274333130326603,1,NA,"GO:0071824"
"1057","enu",3,"protein-containing complex localization",-0.371554683663084,1.66666666666667,2,0.513989760738841,1,NA,"GO:0031503"
"1058","enu",3,"proton motive force-driven ATP synthesis",-0.0747629932007453,0.333333333333333,0.333333333333333,1,1,NA,"GO:0015986"
"1059","enu",3,"proton transmembrane transport",-0.113065676122466,0.333333333333333,1,0.754539790329395,1,NA,"GO:1902600"
"1060","enu",3,"pteridine-containing compound metabolic process",0.108804197501574,1,0,0.360524169466191,1,NA,"GO:0042558"
"1061","enu",3,"quinone biosynthetic process",-0.462593705785237,0,0,1,1,NA,"GO:1901663"
"1062","enu",3,"rRNA metabolic process",0.459486200192598,3.66666666666667,3,0.984153980525177,1,NA,"GO:0016072"
"1063","enu",3,"receptor metabolic process",-0.104128318046376,0.333333333333333,1,0.771923310300151,1,NA,"GO:0043112"
"1064","enu",3,"regulation of ATP metabolic process",1.25967008261988,1.33333333333333,1,0.78093428691677,1,NA,"GO:1903578"
"1065","enu",3,"regulation of ATP-dependent activity",0.357174556063216,0.666666666666667,1,0.712777750308204,1,NA,"GO:0043462"
"1066","enu",3,"regulation of DNA repair",0.518663938746577,4,3,0.272952642054953,1,NA,"GO:0006282"
"1067","enu",3,"regulation of DNA replication",0.266835956538436,1.66666666666667,2,0.064495838652963,1,NA,"GO:0006275"
"1068","enu",3,"regulation of G0 to G1 transition",-0.972963274924817,0,0.666666666666667,0.853215935472137,1,NA,"GO:0070316"
"1069","enu",3,"regulation of GTPase activity",0.410921281802399,6,5.66666666666667,0.912573019534032,1,NA,"GO:0043087"
"1070","enu",3,"regulation of Golgi organization",-0.317070152175742,0,0,1,1,NA,"GO:1903358"
"1071","enu",3,"regulation of actin filament organization",-0.588865153049725,3,4.66666666666667,0.476870529318153,1,NA,"GO:0110053"
"1072","enu",3,"regulation of actin filament-based process",-0.594009775242219,5,6.66666666666667,0.599152307484422,1,NA,"GO:0032970"
"1073","enu",3,"regulation of anatomical structure size",-0.277755749372306,4.66666666666667,7.33333333333333,0.297634881892295,1,NA,"GO:0090066"
"1074","enu",3,"regulation of apoptotic signaling pathway",0.114662490781337,4.33333333333333,5.33333333333333,0.872545943496666,1,NA,"GO:2001233"
"1075","enu",3,"regulation of autophagosome maturation",0.305845946602676,0,0,1,1,NA,"GO:1901096"
"1076","enu",3,"regulation of autophagy",0.201199501697312,6,5,0.385504387069779,1,NA,"GO:0010506"
"1077","enu",3,"regulation of binding",0.502682976761484,6.33333333333333,5.66666666666667,0.647875610453756,1,NA,"GO:0051098"
"1078","enu",3,"regulation of carbohydrate metabolic process",-0.11383999286931,2.33333333333333,2.33333333333333,0.938183953451901,1,NA,"GO:0006109"
"1079","enu",3,"regulation of cell cycle phase transition",0.227470095006094,6.33333333333333,5.66666666666667,0.976337635519938,1,NA,"GO:1901987"
"1080","enu",3,"regulation of cell division",0.509622953429442,3.66666666666667,2,0.507867188271778,1,NA,"GO:0051302"
"1081","enu",3,"regulation of cell growth",0.311437734224167,6,7,0.912894629718501,1,NA,"GO:0001558"
"1082","enu",3,"regulation of cell morphogenesis",0.133832725696266,3.66666666666667,4.33333333333333,0.446138332899381,1,NA,"GO:0022604"
"1083","enu",3,"regulation of cell-substrate adhesion",0.233377461884327,5,4.66666666666667,0.909580495083444,1,NA,"GO:0010810"
"1084","enu",3,"regulation of cell-substrate junction assembly",0.305415719119352,1.66666666666667,1.66666666666667,0.938906749225664,1,NA,"GO:0090109"
"1085","enu",3,"regulation of cell-substrate junction organization",0.258166284862805,2,1.66666666666667,0.995914191923667,1,NA,"GO:0150116"
"1086","enu",3,"regulation of cellular component size",-0.870644453728142,3.33333333333333,5.33333333333333,0.229779244119688,1,NA,"GO:0032535"
"1087","enu",3,"regulation of chromosome organization",0.16894646293392,3.66666666666667,3.66666666666667,0.756644489429959,1,NA,"GO:0033044"
"1088","enu",3,"regulation of chromosome segregation",-0.0711017692376325,1,1.66666666666667,0.815571794455747,1,NA,"GO:0051983"
"1089","enu",3,"regulation of circadian rhythm",-0.142289819331581,1.33333333333333,1,0.992738425304527,1,NA,"GO:0042752"
"1090","enu",3,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.27299214547329,3.33333333333333,2.66666666666667,0.8960545291325,1,NA,"GO:0043281"
"1091","enu",3,"regulation of cytokinesis",-0.91067954871018,0.666666666666667,1,0.946190808515069,1,NA,"GO:0032465"
"1092","enu",3,"regulation of embryonic development",0.987605826674878,3,1,0.0873586256752115,1,NA,"GO:0045995"
"1093","enu",3,"regulation of establishment of cell polarity",-0.235467578696013,0.333333333333333,0,0.920900953781781,1,NA,"GO:2000114"
"1094","enu",3,"regulation of extracellular matrix organization",-0.758196507671058,1.33333333333333,1.33333333333333,0.520235477009948,1,NA,"GO:1903053"
"1095","enu",3,"regulation of fibroblast migration",-0.201764782951914,1,1,1,1,NA,"GO:0010762"
"1096","enu",3,"regulation of fibroblast proliferation",0.243270100620725,1,1.66666666666667,0.750203048622843,1,NA,"GO:0048145"
"1097","enu",3,"regulation of focal adhesion assembly",0.109741688223008,1.66666666666667,1.66666666666667,0.938906749225664,1,NA,"GO:0051893"
"1098","enu",3,"regulation of generation of precursor metabolites and energy",0.0803962789343204,1.33333333333333,1.66666666666667,0.744224196250027,1,NA,"GO:0043467"
"1099","enu",3,"regulation of glucose metabolic process",0.386015748934062,1.33333333333333,1,0.991488750022153,1,NA,"GO:0010906"
"1100","enu",3,"regulation of interferon-beta production",-0.878026487803824,0,0.666666666666667,0.819752526347433,1,NA,"GO:0032648"
"1101","enu",3,"regulation of intracellular protein transport",0.473362798940578,4,3.33333333333333,0.735591887435003,1,NA,"GO:0033157"
"1102","enu",3,"regulation of intracellular steroid hormone receptor signaling pathway",0.0978848905777348,0.666666666666667,1,0.949883015845384,1,NA,"GO:0033143"
"1103","enu",3,"regulation of intracellular transport",0.295071497957869,7,4.66666666666667,0.340184095904441,1,NA,"GO:0032386"
"1104","enu",3,"regulation of ketone biosynthetic process",-0.307446113130693,0.333333333333333,0,0.898049331136333,1,NA,"GO:0010566"
"1105","enu",3,"regulation of ligase activity",0.039473407270869,0.333333333333333,0,0.65990158611054,1,NA,"GO:0051340"
"1106","enu",3,"regulation of membrane permeability",0.146242455661965,0.666666666666667,1,0.652437021495801,1,NA,"GO:0090559"
"1107","enu",3,"regulation of microtubule cytoskeleton organization",-0.169016374559247,0.666666666666667,2,0.377760704634965,1,NA,"GO:0070507"
"1108","enu",3,"regulation of microtubule depolymerization",-0.520414208810984,0,0,1,1,NA,"GO:0031114"
"1109","enu",3,"regulation of microtubule-based process",-0.256751598927381,2,3,0.725807847192943,1,NA,"GO:0032886"
"1110","enu",3,"regulation of mitochondrial fission",-0.192901170083157,1,0,0.219282311749226,1,NA,"GO:0090140"
"1111","enu",3,"regulation of mitochondrial membrane permeability",-0.407499933767736,0.333333333333333,1,0.826315664069563,1,NA,"GO:0046902"
"1112","enu",3,"regulation of mitochondrial membrane potential",-0.645908709353435,1,1,0.878836098796372,1,NA,"GO:0051881"
"1113","enu",3,"regulation of ncRNA transcription",-0.571187534542547,0.333333333333333,0,0.916193747267661,1,NA,"GO:0140747"
"1114","enu",3,"regulation of neuron apoptotic process",0.33341710837431,4,2.66666666666667,0.189813130322181,1,NA,"GO:0043523"
"1115","enu",3,"regulation of neuron death",-0.0280479545460246,5,4.33333333333333,0.462404107032737,1,NA,"GO:1901214"
"1116","enu",3,"regulation of neuron projection development",0.0249755984417294,7.66666666666667,7,0.369703277740183,1,NA,"GO:0010975"
"1117","enu",3,"regulation of pinocytosis",-0.15551318422661,0.333333333333333,0,0.860428387170096,1,NA,"GO:0048548"
"1118","enu",3,"regulation of plasma membrane bounded cell projection assembly",0.0498148783017476,3.33333333333333,3,0.997631812423755,1,NA,"GO:0120032"
"1119","enu",3,"regulation of protein catabolic process",-0.222085608083627,3.33333333333333,5.33333333333333,0.248837885566502,1,NA,"GO:0042176"
"1120","enu",3,"regulation of protein dephosphorylation",-0.11750791708001,0.666666666666667,1,0.631571630645966,1,NA,"GO:0035304"
"1121","enu",3,"regulation of protein modification by small protein conjugation or removal",-0.680745133918726,1.66666666666667,3.33333333333333,0.337937714604786,1,NA,"GO:1903320"
"1122","enu",3,"regulation of protein stability",0.50411413064618,4.66666666666667,4,0.807821857717842,1,NA,"GO:0031647"
"1123","enu",3,"regulation of protein-containing complex assembly",-0.22599525406977,5,6,0.652796662178253,1,NA,"GO:0043254"
"1124","enu",3,"regulation of response to DNA damage stimulus",0.378942171445603,4.33333333333333,4.66666666666667,0.251931737743033,1,NA,"GO:2001020"
"1125","enu",3,"regulation of small molecule metabolic process",-0.62378716550984,3.66666666666667,4.33333333333333,0.730156414908646,1,NA,"GO:0062012"
"1126","enu",3,"regulation of stem cell differentiation",-0.192887910153086,1,1,0.85759591469566,1,NA,"GO:2000736"
"1127","enu",3,"regulation of steroid hormone biosynthetic process",0.099917039001998,0.333333333333333,0,0.899461685123454,1,NA,"GO:0090030"
"1128","enu",3,"regulation of supramolecular fiber organization",-0.426158740257969,4.33333333333333,6,0.454735553206432,1,NA,"GO:1902903"
"1129","enu",3,"regulation of translational fidelity",0.280715943619421,0.333333333333333,0,0.858347998985365,1,NA,"GO:0006450"
"1130","enu",3,"regulation of type I interferon-mediated signaling pathway",0.360572090410832,0.666666666666667,0.333333333333333,0.607064203926731,1,NA,"GO:0060338"
"1131","enu",3,"regulation of ubiquitin-protein transferase activity",-0.575152568420326,0,0.333333333333333,0.959391360566596,1,NA,"GO:0051438"
"1132","enu",3,"regulation of vacuole organization",1.40610770843094,1.33333333333333,0.333333333333333,0.462666361130221,1,NA,"GO:0044088"
"1133","enu",3,"release of cytochrome c from mitochondria",-0.302974041917083,0.333333333333333,1,0.83418796746542,1,NA,"GO:0001836"
"1134","enu",3,"renal system development",0.250748748346754,4.66666666666667,5.66666666666667,0.878333852771316,1,NA,"GO:0072001"
"1135","enu",3,"respiratory system development",-0.136648792313389,4,3.66666666666667,0.927392926659193,1,NA,"GO:0060541"
"1136","enu",3,"respiratory tube development",0.354759817033715,3.66666666666667,3.33333333333333,0.922543796248804,1,NA,"GO:0030323"
"1137","enu",3,"response to UV",0.40515022555282,3,2,0.416090391809652,1,NA,"GO:0009411"
"1138","enu",3,"response to acid chemical",-0.553257238594211,1.33333333333333,2.33333333333333,0.750197940118002,1,NA,"GO:0001101"
"1139","enu",3,"response to amino acid",-0.897877904755647,1,2,0.462924971008814,1,NA,"GO:0043200"
"1140","enu",3,"response to amino acid starvation",0.143070161774496,0.333333333333333,0.333333333333333,0.828257383577735,1,NA,"GO:1990928"
"1141","enu",3,"response to arsenic-containing substance",-0.844772171041675,0.333333333333333,0,0.935683162242733,1,NA,"GO:0046685"
"1142","enu",3,"response to endoplasmic reticulum stress",-0.2800546541858,2,3,0.685986290398314,1,NA,"GO:0034976"
"1143","enu",3,"response to fluid shear stress",-1.21336935642844,0.666666666666667,1,0.726759535392814,1,NA,"GO:0034405"
"1144","enu",3,"response to insulin",-0.160959130025327,3.66666666666667,3.66666666666667,0.340873725681611,1,NA,"GO:0032868"
"1145","enu",3,"response to ionizing radiation",0.924315621810415,3.33333333333333,2,0.55416340953252,1,NA,"GO:0010212"
"1146","enu",3,"response to oxidative stress",-0.0304122844711976,5.33333333333333,5.66666666666667,0.718822166670714,1,NA,"GO:0006979"
"1147","enu",3,"response to oxygen levels",-0.341366844474276,4,5.66666666666667,0.0389369446201825,1,NA,"GO:0070482"
"1148","enu",3,"response to reactive oxygen species",0.548384039351145,3.66666666666667,3,0.73208897343283,1,NA,"GO:0000302"
"1149","enu",3,"response to sterol depletion",-0.446529095265654,0,0,1,1,NA,"GO:0006991"
"1150","enu",3,"response to topologically incorrect protein",-0.394746940124703,1,2,0.564086167932772,1,NA,"GO:0035966"
"1151","enu",3,"response to transforming growth factor beta",0.136814174281626,6.33333333333333,5.33333333333333,0.331667904641546,1,NA,"GO:0071559"
"1152","enu",3,"response to virus",0.161720507270929,5,4.66666666666667,0.998696036374512,1,NA,"GO:0009615"
"1153","enu",3,"rhythmic process",-0.442445941347208,3.33333333333333,3.66666666666667,0.0903561493584307,1,NA,"GO:0048511"
"1154","enu",3,"ribonucleoprotein complex assembly",-0.769945605604287,0.666666666666667,2,0.192716055579589,1,NA,"GO:0022618"
"1155","enu",3,"ribonucleoprotein complex subunit organization",-1.02596608893855,0.666666666666667,2,0.162848987373216,1,NA,"GO:0071826"
"1156","enu",3,"ribonucleotide metabolic process",-0.10980041553624,4.33333333333333,5.33333333333333,0.821083680355901,1,NA,"GO:0009259"
"1157","enu",3,"ribose phosphate metabolic process",0.141385102750212,4.33333333333333,5.66666666666667,0.724029751198887,1,NA,"GO:0019693"
"1158","enu",3,"ribosomal subunit export from nucleus",0.131546786778889,0.333333333333333,0,0.73685902627467,1,NA,"GO:0000054"
"1159","enu",3,"ribosome assembly",0.136813275214977,0.666666666666667,0.333333333333333,0.990086372404574,1,NA,"GO:0042255"
"1160","enu",3,"ribosome biogenesis",-0.522859111885342,3.66666666666667,3.33333333333333,0.515934488857401,1,NA,"GO:0042254"
"1161","enu",3,"ribosome localization",-0.245364807008282,0.333333333333333,0,0.73685902627467,1,NA,"GO:0033750"
"1162","enu",3,"roof of mouth development",0.366694444744379,2.66666666666667,1.66666666666667,0.767964913942168,1,NA,"GO:0060021"
"1163","enu",3,"semaphorin-plexin signaling pathway involved in neuron projection guidance",0.296322895870419,0.333333333333333,0,0.948493985120024,1,NA,"GO:1902285"
"1164","enu",3,"seminiferous tubule development",-0.36027766426805,0,0,1,1,NA,"GO:0072520"
"1165","enu",3,"signal peptide processing",-0.000825076981637862,0.333333333333333,0,0.66599932121483,1,NA,"GO:0006465"
"1166","enu",3,"signal transduction in response to DNA damage",-0.84090501842323,1.66666666666667,2.66666666666667,0.704222050753421,1,NA,"GO:0042770"
"1167","enu",3,"sister chromatid segregation",-0.344563828588381,3,3.33333333333333,0.984489114732636,1,NA,"GO:0000819"
"1168","enu",3,"small molecule catabolic process",-0.566062305456547,1.66666666666667,4,0.126658378961347,1,NA,"GO:0044282"
"1169","enu",3,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.0180321957606528,0.333333333333333,0,0.815770294563344,1,NA,"GO:0060831"
"1170","enu",3,"sphingomyelin biosynthetic process",0.0329560265654369,0,0,1,1,NA,"GO:0006686"
"1171","enu",3,"spindle localization",0.0313070266781127,0.666666666666667,1,0.67848532750096,1,NA,"GO:0051653"
"1172","enu",3,"stem cell differentiation",0.272791774968016,4.33333333333333,4,0.998654025447091,1,NA,"GO:0048863"
"1173","enu",3,"stem cell population maintenance",-0.674431596575719,2,3,0.68690467990281,1,NA,"GO:0019827"
"1174","enu",3,"sterol biosynthetic process",-0.597976965023446,0.666666666666667,1,0.956996603987587,1,NA,"GO:0016126"
"1175","enu",3,"stress granule assembly",-0.519626763202931,0,0,1,1,NA,"GO:0034063"
"1176","enu",3,"substantia nigra development",0.384229288730153,0.333333333333333,0,0.923094594365524,1,NA,"GO:0021762"
"1177","enu",3,"substrate adhesion-dependent cell spreading",0.130858116519645,3,2,0.826401942846035,1,NA,"GO:0034446"
"1178","enu",3,"sulfur compound metabolic process",0.342017167198328,2.66666666666667,3.66666666666667,0.732656522070751,1,NA,"GO:0006790"
"1179","enu",3,"suppression of viral release by host",-0.00173463309255145,0,0,1,1,NA,"GO:0044790"
"1180","enu",3,"synaptic vesicle lumen acidification",-0.504060739411847,0,0,1,1,NA,"GO:0097401"
"1181","enu",3,"telomerase RNA localization to Cajal body",-0.387649405155071,0,0,1,1,NA,"GO:0090671"
"1182","enu",3,"telomere maintenance",-0.194389804110515,2.33333333333333,2,0.70327894162915,1,NA,"GO:0000723"
"1183","enu",3,"telomere organization",0.207474848980036,2.66666666666667,2,0.860593556678352,1,NA,"GO:0032200"
"1184","enu",3,"toxin transport",-0.931843162220272,0,0.333333333333333,0.964188669697585,1,NA,"GO:1901998"
"1185","enu",3,"trabecula morphogenesis",-0.724485846390089,0.666666666666667,1,0.947874146515802,1,NA,"GO:0061383"
"1186","enu",3,"tube closure",-0.33328017077153,1.33333333333333,1.66666666666667,0.979756655956925,1,NA,"GO:0060606"
"1187","enu",3,"ubiquinone biosynthetic process",-0.109506478101503,0,0,1,1,NA,"GO:0006744"
"1188","enu",3,"ubiquinone metabolic process",-0.833054077084079,0,0,1,1,NA,"GO:0006743"
"1189","enu",3,"vacuolar acidification",-0.0653057049281993,0.333333333333333,0,0.898665580568971,1,NA,"GO:0007035"
"1190","enu",3,"vacuolar transport",0.0537736658110077,1.33333333333333,2,0.864016963946252,1,NA,"GO:0007034"
"1191","enu",3,"vacuole organization",-0.0297429688024037,2.66666666666667,2.66666666666667,0.960193184044438,1,NA,"GO:0007033"
"1192","enu",3,"vasculogenesis",0.0629120205962629,1.66666666666667,1.66666666666667,0.937757569271084,1,NA,"GO:0001570"
"1193","enu",3,"vesicle localization",0.0855402588868314,2.66666666666667,2.66666666666667,0.54129246357716,1,NA,"GO:0051648"
"1194","enu",3,"vesicle organization",-0.51217773478773,3,4.66666666666667,0.205922613459524,1,NA,"GO:0016050"
"1195","enu",3,"viral process",-0.182300408306612,5,5.66666666666667,0.844673325414613,1,NA,"GO:0016032"
"1196","enu",3,"viral release from host cell",-0.324417201470083,0.333333333333333,0,0.915621075240791,1,NA,"GO:0019076"
"1197","enu",3,"water-soluble vitamin metabolic process",0.353372078821206,1,1,0.901266305244931,1,NA,"GO:0006767"
"1198","enu",6,"ATP metabolic process",0.649511086163203,5.66666666666667,5.66666666666667,0.617798550262264,1,NA,"GO:0046034"
"1199","enu",6,"COPII vesicle coating",0.316798951321463,0.333333333333333,0,0.945977240514854,1,NA,"GO:0048208"
"1200","enu",6,"DNA conformation change",-0.966329864379508,1,2.66666666666667,0.297365620024814,1,NA,"GO:0071103"
"1201","enu",6,"DNA replication",-0.251945966337324,5.66666666666667,8.66666666666667,0.149874643617865,1,NA,"GO:0006260"
"1202","enu",6,"DNA-templated transcription elongation",-0.439221941562134,2,3.33333333333333,0.332852978262551,1,NA,"GO:0006354"
"1203","enu",6,"G0 to G1 transition",-0.433130847929528,1.66666666666667,1.33333333333333,0.665891364601617,1,NA,"GO:0045023"
"1204","enu",6,"GPI anchor biosynthetic process",0.763469068905581,0.666666666666667,0.333333333333333,0.988831483953426,1,NA,"GO:0006506"
"1205","enu",6,"Golgi organization",-1.03321682893296,1.33333333333333,4,0.0249058780641758,0.681630061177873,NA,"GO:0007030"
"1206","enu",6,"Golgi to plasma membrane protein transport",0.191632235492302,1.33333333333333,1.66666666666667,0.58878920390341,1,NA,"GO:0043001"
"1207","enu",6,"Golgi vesicle transport",-0.171923974741565,6.66666666666667,8.66666666666667,0.260419146462447,1,NA,"GO:0048193"
"1208","enu",6,"NADP metabolic process",0.178303861156035,1,1,1,1,NA,"GO:0006739"
"1209","enu",6,"NADPH regeneration",0.887773439878416,0.666666666666667,0.333333333333333,0.533357429001408,1,NA,"GO:0006740"
"1210","enu",6,"RNA localization",-0.789202635166084,3,5.66666666666667,0.0709283145446471,1,NA,"GO:0006403"
"1211","enu",6,"RNA transport",-0.655593094755668,3,4.66666666666667,0.190412426917677,1,NA,"GO:0050658"
"1212","enu",6,"Schwann cell differentiation",-0.188622897317353,2.66666666666667,1.33333333333333,0.640572628208833,1,NA,"GO:0014037"
"1213","enu",6,"U2-type prespliceosome assembly",-0.193444631068698,0.333333333333333,0.333333333333333,0.805071534245942,1,NA,"GO:1903241"
"1214","enu",6,"UV-damage excision repair",-0.775741432085677,0.333333333333333,0,0.962529215618284,1,NA,"GO:0070914"
"1215","enu",6,"Wnt signaling pathway",-0.149043246146997,12,18.6666666666667,0.0210756610221142,0.681630061177873,NA,"GO:0016055"
"1216","enu",6,"actin filament organization",-0.339188105700691,11,17,0.00924255587845915,0.681630061177873,NA,"GO:0007015"
"1217","enu",6,"alcohol biosynthetic process",-0.458669603486227,2,3.33333333333333,0.365792009981654,1,NA,"GO:0046165"
"1218","enu",6,"amino sugar biosynthetic process",-0.214168861656959,0,0,1,1,NA,"GO:0046349"
"1219","enu",6,"aminoglycan biosynthetic process",0.0714337270002355,4.33333333333333,3,0.716448798092006,1,NA,"GO:0006023"
"1220","enu",6,"apoptotic mitochondrial changes",-0.210725620524503,4,3.33333333333333,0.342017893603229,1,NA,"GO:0008637"
"1221","enu",6,"appendage development",0.133962610722195,9.33333333333333,7,0.384333259280966,1,NA,"GO:0048736"
"1222","enu",6,"aromatic compound catabolic process",-0.116339673265372,11.6666666666667,13.3333333333333,0.681736058954441,1,NA,"GO:0019439"
"1223","enu",6,"autophagosome maturation",0.120966144221663,1.33333333333333,1.66666666666667,0.747189684091684,1,NA,"GO:0097352"
"1224","enu",6,"autophagy of mitochondrion",-0.291993284443091,2.33333333333333,3,0.883949056191491,1,NA,"GO:0000422"
"1225","enu",6,"axon extension",-0.203931067656602,3.66666666666667,4.66666666666667,0.383984473636391,1,NA,"GO:0048675"
