"","condition","cycle","region","log2fc.norm.mean","obs.mut.mean","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id"
"1","control",1,"ATP metabolic process",-0.602330461814882,0,0,1,1,NA,"GO:0046034"
"2","control",1,"COPII vesicle coating",0.447324679029707,0,0,1,1,NA,"GO:0048208"
"3","control",1,"DNA conformation change",-0.065529267943287,0.333333333333333,0,0.797693502902129,1,NA,"GO:0071103"
"4","control",1,"DNA replication",-0.452114638468754,0.333333333333333,0.666666666666667,0.972995492191578,1,NA,"GO:0006260"
"5","control",1,"DNA-templated transcription elongation",-0.558376081804954,0,0,1,1,NA,"GO:0006354"
"6","control",1,"G0 to G1 transition",0.637478989371721,0.333333333333333,0,0.527845461042201,1,NA,"GO:0045023"
"7","control",1,"GPI anchor biosynthetic process",-0.125720016490561,0,0,1,1,NA,"GO:0006506"
"8","control",1,"Golgi organization",-0.46724424263913,0.333333333333333,0,0.898111107814197,1,NA,"GO:0007030"
"9","control",1,"Golgi to plasma membrane protein transport",0.101365529093986,0,0,1,1,NA,"GO:0043001"
"10","control",1,"Golgi vesicle transport",-0.445087116137857,0.333333333333333,0.666666666666667,0.973540127356124,1,NA,"GO:0048193"
"11","control",1,"NADP metabolic process",0.328871465808596,0,0,1,1,NA,"GO:0006739"
"12","control",1,"NADPH regeneration",0.359646543751776,0,0,1,1,NA,"GO:0006740"
"13","control",1,"RNA localization",-0.163450994458233,0.333333333333333,0,0.913456133839539,1,NA,"GO:0006403"
"14","control",1,"RNA transport",-0.523410469886735,0,0,1,1,NA,"GO:0050658"
"15","control",1,"Schwann cell differentiation",0.585670512122655,0,0,1,1,NA,"GO:0014037"
"16","control",1,"U2-type prespliceosome assembly",0.61884906997296,0.333333333333333,0,0.459466413117868,1,NA,"GO:1903241"
"17","control",1,"UV-damage excision repair",0,0,0,1,1,NA,"GO:0070914"
"18","control",1,"Wnt signaling pathway",-0.407966730718541,1,1.33333333333333,0.66642192599207,1,NA,"GO:0016055"
"19","control",1,"actin filament organization",0.0145621545734714,1,1,0.876026999067875,1,NA,"GO:0007015"
"20","control",1,"alcohol biosynthetic process",0.0948814082052633,0.666666666666667,0,0.397057709105365,1,NA,"GO:0046165"
"21","control",1,"amino sugar biosynthetic process",0.101335395630033,0,0,1,1,NA,"GO:0046349"
"22","control",1,"aminoglycan biosynthetic process",-0.0825344864358165,0,0,1,1,NA,"GO:0006023"
"23","control",1,"apoptotic mitochondrial changes",-1.00835416626602,0,0,1,1,NA,"GO:0008637"
"24","control",1,"appendage development",-0.0759697643665378,0.666666666666667,0,0.546969396648522,1,NA,"GO:0048736"
"25","control",1,"aromatic compound catabolic process",-0.414097738339581,0.333333333333333,1,0.787583962920358,1,NA,"GO:0019439"
"26","control",1,"autophagosome maturation",0.0178965965919713,0,0,1,1,NA,"GO:0097352"
"27","control",1,"autophagy of mitochondrion",-0.150010973545016,0,0,1,1,NA,"GO:0000422"
"28","control",1,"axon extension",-0.726659555368745,0,0,1,1,NA,"GO:0048675"
"29","control",1,"basement membrane organization",0.197837601361695,0,0,1,1,NA,"GO:0071711"
"30","control",1,"biological process involved in interaction with host",-0.0518825519651568,0.666666666666667,0,0.726846661426183,1,NA,"GO:0051701"
"31","control",1,"body morphogenesis",0.354813353853404,0,0,1,1,NA,"GO:0010171"
"32","control",1,"bone development",-0.1260826134257,1.33333333333333,0.666666666666667,0.680182987421457,1,NA,"GO:0060348"
"33","control",1,"branched-chain amino acid metabolic process",0.315184071992541,0,0,1,1,NA,"GO:0009081"
"34","control",1,"carbohydrate derivative catabolic process",0.255178248787659,0.333333333333333,0,0.894599030496108,1,NA,"GO:1901136"
"35","control",1,"carbohydrate derivative transport",-0.019517394118371,0,0,1,1,NA,"GO:1901264"
"36","control",1,"cell cycle G1/S phase transition",-0.307296826823496,0.666666666666667,0.666666666666667,0.817275553680747,1,NA,"GO:0044843"
"37","control",1,"cell cycle G2/M phase transition",-0.643203557369534,0,0,1,1,NA,"GO:0044839"
"38","control",1,"cell cycle checkpoint signaling",-0.460902140659442,0,0,1,1,NA,"GO:0000075"
"39","control",1,"cell growth",-0.558609579792775,1.33333333333333,1.33333333333333,0.603187755054823,1,NA,"GO:0016049"
"40","control",1,"cell migration involved in heart development",0.480503236880012,0.333333333333333,0,0.513753573756745,1,NA,"GO:0060973"
"41","control",1,"cell redox homeostasis",0.404344175614203,0,0,1,1,NA,"GO:0045454"
"42","control",1,"cell-cell signaling by wnt",-0.660791723449531,1,1.33333333333333,0.665918645177865,1,NA,"GO:0198738"
"43","control",1,"cell-substrate adhesion",0.523176876332987,1.66666666666667,1,0.942860958458217,1,NA,"GO:0031589"
"44","control",1,"cell-substrate junction assembly",0.0680335991017457,0.333333333333333,0,0.948288056975036,1,NA,"GO:0007044"
"45","control",1,"cell-substrate junction organization",-0.322075649508525,0.333333333333333,0,0.953362722074728,1,NA,"GO:0150115"
"46","control",1,"cellular carbohydrate metabolic process",-1.13098272987685,0,0.666666666666667,0.854542756426497,1,NA,"GO:0044262"
"47","control",1,"cellular component disassembly",-0.40742277221268,0.666666666666667,1,0.937880657208172,1,NA,"GO:0022411"
"48","control",1,"cellular lipid catabolic process",-0.576401290294468,0,0,1,1,NA,"GO:0044242"
"49","control",1,"cellular metabolic compound salvage",0.508799536075516,0,0,1,1,NA,"GO:0043094"
"50","control",1,"cellular nitrogen compound catabolic process",-1.12926353562915,0.333333333333333,1,0.791885284119668,1,NA,"GO:0044270"
"51","control",1,"cellular pigment accumulation",0.0506676978150167,0,0,1,1,NA,"GO:0043482"
"52","control",1,"cellular pigmentation",1.03781934992776,0.666666666666667,0,0.32838081768764,1,NA,"GO:0033059"
"53","control",1,"cellular respiration",-0.307496877593028,0,0,1,1,NA,"GO:0045333"
"54","control",1,"cellular response to UV",-0.405952038637799,0,0,1,1,NA,"GO:0034644"
"55","control",1,"cellular response to acid chemical",-0.32609992694205,0,0,1,1,NA,"GO:0071229"
"56","control",1,"cellular response to arsenic-containing substance",0.0779024197968535,0,0,1,1,NA,"GO:0071243"
"57","control",1,"cellular response to chemical stress",-0.238149747321606,1,0.666666666666667,0.486188498118054,1,NA,"GO:0062197"
"58","control",1,"cellular response to dsRNA",0.12857011761187,0,0,1,1,NA,"GO:0071359"
"59","control",1,"cellular response to external stimulus",0.106247787748787,0.666666666666667,0.666666666666667,0.821947468383033,1,NA,"GO:0071496"
"60","control",1,"cellular response to extracellular stimulus",-1.41325044521093,0.333333333333333,0.333333333333333,0.776077877590333,1,NA,"GO:0031668"
"61","control",1,"cellular response to fluid shear stress",0.101335395630033,0,0,1,1,NA,"GO:0071498"
"62","control",1,"cellular response to heat",0.399060461121815,0.333333333333333,0,0.749007568200957,1,NA,"GO:0034605"
"63","control",1,"cellular response to insulin stimulus",-1.06787606799872,0,0,1,1,NA,"GO:0032869"
"64","control",1,"cellular response to ketone",-0.278611224620839,0,0,1,1,NA,"GO:1901655"
"65","control",1,"cellular response to oxygen levels",-0.0224015320834652,0.333333333333333,0,0.959475838780106,1,NA,"GO:0071453"
"66","control",1,"cellular response to sterol depletion",0.189013530907965,0,0,1,1,NA,"GO:0071501"
"67","control",1,"cellular response to topologically incorrect protein",-0.211217203146235,0.333333333333333,0,0.78978913543696,1,NA,"GO:0035967"
"68","control",1,"cellular response to transforming growth factor beta stimulus",-0.509692942606728,1,0.666666666666667,0.989056930470564,1,NA,"GO:0071560"
"69","control",1,"cellular senescence",-0.181676009851134,0,0,1,1,NA,"GO:0090398"
"70","control",1,"centromere complex assembly",0.0506676978150167,0,0,1,1,NA,"GO:0034508"
"71","control",1,"centrosome localization",0.373193871917557,0,0,1,1,NA,"GO:0051642"
"72","control",1,"chaperone-mediated autophagy",0.147169903546678,0,0,1,1,NA,"GO:0061684"
"73","control",1,"chondrocyte differentiation",0.0302032397224675,0.333333333333333,0,0.895928690410562,1,NA,"GO:0002062"
"74","control",1,"chromatin remodeling",-0.40972383466125,0.666666666666667,1,0.956193200006081,1,NA,"GO:0006338"
"75","control",1,"chromosome localization",0.222222222222224,0.666666666666667,0,0.226551998789589,1,NA,"GO:0050000"
"76","control",1,"chromosome segregation",0.209678276065015,1,1,0.856890179547538,1,NA,"GO:0007059"
"77","control",1,"cilium assembly",-0.599800787875905,0.333333333333333,0.666666666666667,0.970619297681417,1,NA,"GO:0060271"
"78","control",1,"cilium organization",-1.19190438976597,0.333333333333333,0.666666666666667,0.966470077630214,1,NA,"GO:0044782"
"79","control",1,"circadian regulation of gene expression",0.0933693063975784,0,0,1,1,NA,"GO:0032922"
"80","control",1,"clathrin-dependent endocytosis",0.406402563231815,0.333333333333333,0,0.57223879685158,1,NA,"GO:0072583"
"81","control",1,"collagen fibril organization",0.608206342147634,0.333333333333333,0,0.901397405239823,1,NA,"GO:0030199"
"82","control",1,"connective tissue development",-0.546169945539817,1.66666666666667,1,0.934375248551686,1,NA,"GO:0061448"
"83","control",1,"cortical cytoskeleton organization",0.0150594299734655,0,0,1,1,NA,"GO:0030865"
"84","control",1,"cytoplasmic translation",0.742866976963753,0.666666666666667,0,0.484893338542926,1,NA,"GO:0002181"
"85","control",1,"defense response to virus",-0.31162092587208,0,0.333333333333333,0.964086721239571,1,NA,"GO:0051607"
"86","control",1,"dephosphorylation",-0.653954957037743,0.666666666666667,1,0.971180130351301,1,NA,"GO:0016311"
"87","control",1,"developmental growth involved in morphogenesis",-0.204678033487741,1.33333333333333,0.666666666666667,0.869575804050505,1,NA,"GO:0060560"
"88","control",1,"dicarboxylic acid metabolic process",-0.167752778258548,0,0,1,1,NA,"GO:0043648"
"89","control",1,"double-strand break repair",-0.304888095673353,1,0.333333333333333,0.777295592183928,1,NA,"GO:0006302"
"90","control",1,"embryonic body morphogenesis",0.0779024197968535,0,0,1,1,NA,"GO:0010172"
"91","control",1,"embryonic organ development",-0.0783292560178029,1,1,0.852009326771923,1,NA,"GO:0048568"
"92","control",1,"epigenetic regulation of gene expression",-0.528386182851316,0,0,1,1,NA,"GO:0040029"
"93","control",1,"erythrocyte differentiation",0.175496336206135,0.333333333333333,0,0.832714907157167,1,NA,"GO:0030218"
"94","control",1,"establishment of mitotic spindle localization",-0.185211784759308,0,0,1,1,NA,"GO:0040001"
"95","control",1,"establishment of organelle localization",0.133378021452198,1,1,0.575885985448705,1,NA,"GO:0051656"
"96","control",1,"establishment of protein localization to membrane",-0.464610707906206,0.333333333333333,0.333333333333333,0.841420630504881,1,NA,"GO:0090150"
"97","control",1,"establishment of protein localization to organelle",0.228711716330505,1,1,1,1,NA,"GO:0072594"
"98","control",1,"establishment or maintenance of cell polarity",-1.2364576143037,0,0.666666666666667,0.8289051039315,1,NA,"GO:0007163"
"99","control",1,"establishment or maintenance of epithelial cell apical/basal polarity",0.12236879493592,0,0,1,1,NA,"GO:0045197"
"100","control",1,"ether lipid biosynthetic process",0.101335395630033,0,0,1,1,NA,"GO:0008611"
"101","control",1,"exit from host cell",0.276691666185896,0,0,1,1,NA,"GO:0035891"
"102","control",1,"exosomal secretion",0.189013530907965,0,0,1,1,NA,"GO:1990182"
"103","control",1,"extracellular matrix assembly",0.722648212438024,0.333333333333333,0,0.819312220642739,1,NA,"GO:0085029"
"104","control",1,"extracellular vesicle biogenesis",0.527660712197638,0,0,1,1,NA,"GO:0140112"
"105","control",1,"face development",0.0418436273612863,0,0,1,1,NA,"GO:0060324"
"106","control",1,"fat cell differentiation",-1.03169658950657,0,0.333333333333333,0.969179272862669,1,NA,"GO:0045444"
"107","control",1,"fatty acid beta-oxidation",-0.170405019534663,0,0,1,1,NA,"GO:0006635"
"108","control",1,"fibroblast migration",0.681726096640134,0.666666666666667,0,0.362228742331523,1,NA,"GO:0010761"
"109","control",1,"fibroblast proliferation",-0.62172027343525,0,0,1,1,NA,"GO:0048144"
"110","control",1,"folic acid metabolic process",0,0,0,1,1,NA,"GO:0046655"
"111","control",1,"glial cell apoptotic process",0.101335395630033,0,0,1,1,NA,"GO:0034349"
"112","control",1,"glycerol ether biosynthetic process",0.101335395630033,0,0,1,1,NA,"GO:0046504"
"113","control",1,"glycosyl compound biosynthetic process",0.147169903546678,0,0,1,1,NA,"GO:1901659"
"114","control",1,"glycosyl compound metabolic process",-0.334845435141017,0,0,1,1,NA,"GO:1901657"
"115","control",1,"glycosylation",-0.294888249659994,0.666666666666667,0,0.773582102790747,1,NA,"GO:0070085"
"116","control",1,"heart valve development",0.335514281955591,0.333333333333333,0,0.779487079099365,1,NA,"GO:0003170"
"117","control",1,"heme metabolic process",0.0272347219818368,0,0,1,1,NA,"GO:0042168"
"118","control",1,"heterochromatin formation",-0.345538758805657,0,0,1,1,NA,"GO:0031507"
"119","control",1,"heterocycle catabolic process",-0.423617970097698,0.333333333333333,1,0.788640401242183,1,NA,"GO:0046700"
"120","control",1,"histone modification",-0.621638751965592,0.666666666666667,1,0.64635769558163,1,NA,"GO:0016570"
"121","control",1,"immune system development",0.35229502118055,0.333333333333333,0,0.923478986813174,1,NA,"GO:0002520"
"122","control",1,"in utero embryonic development",-0.667190697868765,0,1,0.547040034097329,1,NA,"GO:0001701"
"123","control",1,"inner cell mass cell proliferation",0.0360587924355672,0,0,1,1,NA,"GO:0001833"
"124","control",1,"inositol phosphate catabolic process",0.01689746693875,0,0,1,1,NA,"GO:0071545"
"125","control",1,"interferon-beta production",-9.24734102949095e-18,0,0,1,1,NA,"GO:0032608"
"126","control",1,"intermembrane lipid transfer",0.624381240149858,0,0,1,1,NA,"GO:0120009"
"127","control",1,"intracellular lipid transport",0.40260081708316,0.666666666666667,0,0.130350564504871,1,NA,"GO:0032365"
"128","control",1,"intraciliary transport",-0.129710897045919,0,0,1,1,NA,"GO:0042073"
"129","control",1,"iron ion homeostasis",0.129269097890397,0,0,1,1,NA,"GO:0055072"
"130","control",1,"iron-sulfur cluster assembly",-0.0604434132960944,0,0,1,1,NA,"GO:0016226"
"131","control",1,"kinetochore organization",0.147169903546678,0,0,1,1,NA,"GO:0051383"
"132","control",1,"lamellipodium assembly",-0.280232022147239,0,0,1,1,NA,"GO:0030032"
"133","control",1,"lamellipodium morphogenesis",0.331350244556271,0,0,1,1,NA,"GO:0072673"
"134","control",1,"lamellipodium organization",-0.350977265176484,0,0,1,1,NA,"GO:0097581"
"135","control",1,"limb development",-0.0532355593155932,0.666666666666667,0,0.546969396648522,1,NA,"GO:0060173"
"136","control",1,"lipoprotein catabolic process",-0.0604434132960944,0,0,1,1,NA,"GO:0042159"
"137","control",1,"lipoprotein metabolic process",-0.250490416385543,0,0,1,1,NA,"GO:0042157"
"138","control",1,"lysosomal lumen acidification",0.0506676978150167,0,0,1,1,NA,"GO:0007042"
"139","control",1,"lysosomal protein catabolic process",0.197837601361695,0,0,1,1,NA,"GO:1905146"
"140","control",1,"mRNA export from nucleus",0.154466840280081,0,0,1,1,NA,"GO:0006406"
"141","control",1,"macroautophagy",0.165531534831545,0,0.666666666666667,0.821787985693832,1,NA,"GO:0016236"
"142","control",1,"macromolecule deacylation",-0.440502632645515,0.333333333333333,0,0.863373214233186,1,NA,"GO:0098732"
"143","control",1,"macromolecule glycosylation",-0.0283944317021121,0.333333333333333,0,0.932349304637276,1,NA,"GO:0043413"
"144","control",1,"magnesium ion transmembrane transport",-0.171554524407206,0,0,1,1,NA,"GO:1903830"
"145","control",1,"magnesium ion transport",0.0506676978150167,0,0,1,1,NA,"GO:0015693"
"146","control",1,"maintenance of cell number",-0.475970196356335,0.666666666666667,0,0.70047232887285,1,NA,"GO:0098727"
"147","control",1,"maintenance of protein location",-0.425205945159015,0,0,1,1,NA,"GO:0045185"
"148","control",1,"maintenance of protein location in cell",0.270009685451976,0,0,1,1,NA,"GO:0032507"
"149","control",1,"mammary gland epithelial cell proliferation",0.040891982333939,0,0,1,1,NA,"GO:0033598"
"150","control",1,"membrane assembly",0.217389032323851,0.333333333333333,0,0.755797501275086,1,NA,"GO:0071709"
"151","control",1,"membrane biogenesis",0.273981630714859,0.333333333333333,0,0.766168205982137,1,NA,"GO:0044091"
"152","control",1,"membrane docking",-0.288356806637964,0,0,1,1,NA,"GO:0022406"
"153","control",1,"membrane fission",0.145098581426263,0,0,1,1,NA,"GO:0090148"
"154","control",1,"mesenchymal cell differentiation",-1.12739570029416,0.666666666666667,1,0.957320443627839,1,NA,"GO:0048762"
"155","control",1,"metallo-sulfur cluster assembly",0.634970077160093,0,0,1,1,NA,"GO:0031163"
"156","control",1,"methylation",0.934282638548764,1,0.666666666666667,0.990199235411162,1,NA,"GO:0032259"
"157","control",1,"miRNA processing",1.10211473322297,0.666666666666667,0,0.107204241224905,1,NA,"GO:0035196"
"158","control",1,"microtubule cytoskeleton organization involved in mitosis",-0.70019063278276,0,0,1,1,NA,"GO:1902850"
"159","control",1,"microtubule depolymerization",0.331350244556271,0,0,1,1,NA,"GO:0007019"
"160","control",1,"microtubule organizing center localization",0.511539705010505,0,0,1,1,NA,"GO:0061842"
"161","control",1,"microtubule polymerization",-0.0901078452691777,0.333333333333333,0,0.786286051093498,1,NA,"GO:0046785"
"162","control",1,"mitochondrial calcium ion homeostasis",0.0779024197968535,0,0,1,1,NA,"GO:0051560"
"163","control",1,"mitochondrial calcium ion transmembrane transport",0.0867264902505839,0,0,1,1,NA,"GO:0006851"
"164","control",1,"mitochondrial gene expression",-0.438958289053692,0,0,1,1,NA,"GO:0140053"
"165","control",1,"mitochondrial genome maintenance",0.285515736639626,0,0,1,1,NA,"GO:0000002"
"166","control",1,"mitochondrial membrane organization",-0.106515460534419,0,0,1,1,NA,"GO:0007006"
"167","control",1,"mitochondrial outer membrane permeabilization",0.342157403787064,0,0,1,1,NA,"GO:0097345"
"168","control",1,"mitochondrial respiratory chain complex assembly",-0.458244437359047,0,0,1,1,NA,"GO:0033108"
"169","control",1,"mitochondrial transmembrane transport",-0.182109018889177,0,0,1,1,NA,"GO:1990542"
"170","control",1,"mitochondrial transport",-0.0679062014626775,0,0,1,1,NA,"GO:0006839"
"171","control",1,"mitochondrion distribution",0.138345833092948,0,0,1,1,NA,"GO:0048311"
"172","control",1,"mitochondrion localization",0.354813353853404,0,0,1,1,NA,"GO:0051646"
"173","control",1,"mitochondrion morphogenesis",0.278173634529627,0,0,1,1,NA,"GO:0070584"
"174","control",1,"mitotic cytokinesis",-0.807290001764175,0,0,1,1,NA,"GO:0000281"
"175","control",1,"monosaccharide biosynthetic process",-0.91184666868838,0,0,1,1,NA,"GO:0046364"
"176","control",1,"monosaccharide metabolic process",-0.816050161629912,0,0,1,1,NA,"GO:0005996"
"177","control",1,"morphogenesis of an epithelial sheet",0.0380418812126292,0,0,1,1,NA,"GO:0002011"
"178","control",1,"movement in host",0.176387714305577,0.333333333333333,0,0.897180900775154,1,NA,"GO:0044000"
"179","control",1,"multicellular organism growth",0.386316227900107,0.666666666666667,0,0.715694603836171,1,NA,"GO:0035264"
"180","control",1,"myeloid cell homeostasis",0.791603323103164,1,0,0.461850975227429,1,NA,"GO:0002262"
"181","control",1,"ncRNA processing",0.192753332143885,1,0.666666666666667,0.498429895297932,1,NA,"GO:0034470"
"182","control",1,"negative regulation of GTPase activity",0.197837601361695,0,0,1,1,NA,"GO:0034260"
"183","control",1,"negative regulation of catabolic process",-0.702255554914528,0.666666666666667,1,0.973520111207317,1,NA,"GO:0009895"
"184","control",1,"negative regulation of cell projection organization",-0.698483942229824,0,0,1,1,NA,"GO:0031345"
"185","control",1,"negative regulation of defense response to virus",0.659522424401862,0,0,1,1,NA,"GO:0050687"
"186","control",1,"negative regulation of growth",-1.11267272597644,1,0.666666666666667,0.108972283865814,1,NA,"GO:0045926"
"187","control",1,"negative regulation of mitotic nuclear division",0.556006080149572,0.333333333333333,0,0.55491498041764,1,NA,"GO:0045839"
"188","control",1,"negative regulation of phosphorus metabolic process",-0.181178825178332,1.66666666666667,1,0.950217047385755,1,NA,"GO:0010563"
"189","control",1,"negative regulation of protein phosphorylation",-0.00221738355411098,1.33333333333333,1,0.797678147398762,1,NA,"GO:0001933"
"190","control",1,"negative regulation of transferase activity",-0.0936219711463992,0.333333333333333,0.666666666666667,0.602931687958023,1,NA,"GO:0051348"
"191","control",1,"neural tube development",-0.172305198375915,0.666666666666667,0,0.514438597733284,1,NA,"GO:0021915"
"192","control",1,"neuron apoptotic process",-0.303244606850355,0.333333333333333,0.333333333333333,0.78014161984988,1,NA,"GO:0051402"
"193","control",1,"neuron death",0.00757335883336079,1,1,1,1,NA,"GO:0070997"
"194","control",1,"neuron projection organization",-0.0439610456414245,0,0,1,1,NA,"GO:0106027"
"195","control",1,"neurotrophin signaling pathway",0.23484803882461,0,0,1,1,NA,"GO:0038179"
"196","control",1,"non-membrane-bounded organelle assembly",-0.468942674025438,0.333333333333333,0.666666666666667,0.946155262874874,1,NA,"GO:0140694"
"197","control",1,"nonribosomal peptide biosynthetic process",0.0506676978150167,0,0,1,1,NA,"GO:0019184"
"198","control",1,"nuclear chromosome segregation",0.792037329123506,1,0.666666666666667,0.672515720608563,1,NA,"GO:0098813"
"199","control",1,"nuclear envelope organization",0.389975000480771,0,0,1,1,NA,"GO:0006998"
"200","control",1,"nuclear transport",0.145055381752336,0.333333333333333,0.666666666666667,0.591419516443095,1,NA,"GO:0051169"
"201","control",1,"nuclear-transcribed mRNA catabolic process",-0.508459057958648,0.333333333333333,0,0.832024330201571,1,NA,"GO:0000956"
"202","control",1,"nucleic acid transport",-0.522303633781974,0,0,1,1,NA,"GO:0050657"
"203","control",1,"nucleocytoplasmic transport",0.525054839905338,0.333333333333333,0.666666666666667,0.591419516443095,1,NA,"GO:0006913"
"204","control",1,"nucleotide catabolic process",-0.36056805531517,0,0,1,1,NA,"GO:0009166"
"205","control",1,"nucleus organization",-0.0352648880075324,0,0,1,1,NA,"GO:0006997"
"206","control",1,"oligosaccharide-lipid intermediate biosynthetic process",0.289506617194985,0,0,1,1,NA,"GO:0006490"
"207","control",1,"one-carbon metabolic process",0.324008142446272,0,0,1,1,NA,"GO:0006730"
"208","control",1,"organelle fission",0.542288997170778,1,1,1,1,NA,"GO:0048285"
"209","control",1,"organelle fusion",0.529554718221798,0.666666666666667,0,0.489482550335697,1,NA,"GO:0048284"
"210","control",1,"organelle inheritance",0.101335395630033,0,0,1,1,NA,"GO:0048308"
"211","control",1,"organelle localization by membrane tethering",-0.161586411105213,0,0,1,1,NA,"GO:0140056"
"212","control",1,"organophosphate catabolic process",-0.302469172637251,0,0,1,1,NA,"GO:0046434"
"213","control",1,"organophosphate ester transport",-0.741408082097254,0,0,1,1,NA,"GO:0015748"
"214","control",1,"ossification",0.514303601220231,2,1,0.857346562686157,1,NA,"GO:0001503"
"215","control",1,"osteoblast differentiation",-0.418333909729289,1.33333333333333,0.666666666666667,0.389145714955569,1,NA,"GO:0001649"
"216","control",1,"oxidative phosphorylation",-0.606185654283471,0,0,1,1,NA,"GO:0006119"
"217","control",1,"pentose-phosphate shunt",0.189013530907965,0,0,1,1,NA,"GO:0006098"
"218","control",1,"peptidyl-lysine modification",0.104028524240363,1,1,0.609545639304433,1,NA,"GO:0018205"
"219","control",1,"pericardium development",0.289506617194985,0,0,1,1,NA,"GO:0060039"
"220","control",1,"peroxisome organization",0.485817084836352,0,0,1,1,NA,"GO:0007031"
"221","control",1,"phospholipid biosynthetic process",-0.52920389434835,0.666666666666667,0.333333333333333,0.990245977783878,1,NA,"GO:0008654"
"222","control",1,"pigment accumulation",-0.111111111111111,0,0,1,1,NA,"GO:0043476"
"223","control",1,"pigmentation",-0.538594558274686,0.666666666666667,0,0.541437849504541,1,NA,"GO:0043473"
"224","control",1,"pinocytosis",0.0506676978150167,0,0,1,1,NA,"GO:0006907"
"225","control",1,"placenta development",-0.487711090860512,0,0,1,1,NA,"GO:0001890"
"226","control",1,"plasma membrane tubulation",0.116394825603499,0,0,1,1,NA,"GO:0097320"
"227","control",1,"platelet-derived growth factor receptor signaling pathway",-0.123736927713499,0,0,1,1,NA,"GO:0048008"
"228","control",1,"polyamine biosynthetic process",0.23484803882461,0,0,1,1,NA,"GO:0006596"
"229","control",1,"polyamine metabolic process",0.147169903546678,0,0,1,1,NA,"GO:0006595"
"230","control",1,"polyol metabolic process",0.304115522574436,0.666666666666667,0,0.298679242844995,1,NA,"GO:0019751"
"231","control",1,"positive regulation by host of viral process",0.0360587924355672,0,0,1,1,NA,"GO:0044794"
"232","control",1,"positive regulation of GTPase activity",-1.03084159137603,0.666666666666667,0.666666666666667,0.903521916473533,1,NA,"GO:0043547"
"233","control",1,"positive regulation of amide metabolic process",-0.261687122489632,0.333333333333333,0,0.920851594035734,1,NA,"GO:0034250"
"234","control",1,"positive regulation of axonogenesis",-0.374693039222437,0,0,1,1,NA,"GO:0050772"
"235","control",1,"positive regulation of cell projection organization",-0.383675052483809,0.333333333333333,1,0.794579364731792,1,NA,"GO:0031346"
"236","control",1,"positive regulation of cellular component biogenesis",0.0921324386587721,1.33333333333333,1,0.767163452914298,1,NA,"GO:0044089"
"237","control",1,"positive regulation of epithelial to mesenchymal transition",0.950655269585965,0.666666666666667,0,0.400283389108241,1,NA,"GO:0010718"
"238","control",1,"positive regulation of establishment of protein localization",-0.115760989129804,0,0.666666666666667,0.824104663197165,1,NA,"GO:1904951"
"239","control",1,"positive regulation of kinase activity",0.597963944948326,3,1,0.107507978764001,1,NA,"GO:0033674"
"240","control",1,"positive regulation of microtubule polymerization",0.745019611057536,0.333333333333333,0,0.616840163109067,1,NA,"GO:0031116"
"241","control",1,"positive regulation of nervous system development",-0.60023618704278,0.666666666666667,1,0.962739974746184,1,NA,"GO:0051962"
"242","control",1,"positive regulation of neurogenesis",-0.692977147430038,0.666666666666667,0.666666666666667,0.821047177362984,1,NA,"GO:0050769"
"243","control",1,"positive regulation of neuron migration",-0.171554524407206,0,0,1,1,NA,"GO:2001224"
"244","control",1,"positive regulation of protein localization",-1.10317261217049,0,1,0.539658175551613,1,NA,"GO:1903829"
"245","control",1,"positive regulation of stem cell population maintenance",0.73115990980707,0.333333333333333,0,0.672980791311869,1,NA,"GO:1902459"
"246","control",1,"positive regulation of viral process",-0.0194420952778211,0,0,1,1,NA,"GO:0048524"
"247","control",1,"postsynapse organization",-0.996000749302469,0,0,1,1,NA,"GO:0099173"
"248","control",1,"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.77184208673415,0,1,0.587292380629677,1,NA,"GO:0043161"
"249","control",1,"protein autophosphorylation",-0.616719509356408,0.666666666666667,0.666666666666667,0.809152188748598,1,NA,"GO:0046777"
"250","control",1,"protein folding",-0.596337605703174,0,0,1,1,NA,"GO:0006457"
"251","control",1,"protein glycosylation",-0.984468113217429,0.333333333333333,0,0.932349304637276,1,NA,"GO:0006486"
"252","control",1,"protein lipidation",-0.754344801944598,0,0,1,1,NA,"GO:0006497"
"253","control",1,"protein localization to nucleus",-0.104478150620432,0.333333333333333,0.666666666666667,0.590992844253175,1,NA,"GO:0034504"
"254","control",1,"protein neddylation",0.263144338020114,0,0,1,1,NA,"GO:0045116"
"255","control",1,"protein polyubiquitination",-1.15772642646042,0,0,1,1,NA,"GO:0000209"
"256","control",1,"protein targeting",-0.982841142873935,0.333333333333333,0.666666666666667,0.969020908454065,1,NA,"GO:0006605"
"257","control",1,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",-0.171554524407206,0,0,1,1,NA,"GO:0043328"
"258","control",1,"protein-DNA complex subunit organization",-0.496814461255519,0.333333333333333,0,0.906663829644233,1,NA,"GO:0071824"
"259","control",1,"protein-containing complex localization",-0.0098604782897927,0.333333333333333,0,0.853666512934292,1,NA,"GO:0031503"
"260","control",1,"proton motive force-driven ATP synthesis",-0.226023968370879,0,0,1,1,NA,"GO:0015986"
"261","control",1,"proton transmembrane transport",-0.880064818435158,0,0,1,1,NA,"GO:1902600"
