"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"non-membrane-bounded organelle assembly","enu",0,1,"enu",0.997195562286273,NA,"GO:0140694","8837/26073/9855/7812/7756/54443/57146/672/7175/7984/5601/51154/23369/6047/259266/54505/387/4205/3796/9948/8243/54475/23332/6624/284403/4292/10615/88/10529/1906/7520/10403/29093/10464/6193/25978/22924/51510/55239/6790/22974/64147/6128/6175/332/24137/54930/825/7430/8086/1153/51804/4605/8760/10398/9371/22919/128866/79959/55125/10735/80152/9738/8766/22995/6713/9639/729440/7138/6795/6223/29997/8605/84445/56647/9126/4591/3837/708/2648/5573/4621/1656/56890/4848/4839/26271/23195/6722/26054/55722/57472/55299/5159/8850/1058/6209/550/51652/7072/7840/49856/991/23215/4751/1063/10274/7139/22868/10783/9525/5357/29899/130916/51116/11155/6125/29960/64105/1017/6491/23363/23019/51081/10426/51119/9787/7429/51657/85378/2318/29767/54617/25804/10844/27243/56342/5119/93323/84231/22907/5562/26284/51388/4629/1965/55143/80206/5156/9924/149041/3936/28988/7111/55755/4926/9493/55142/27229/2959/3832/84665/29766/9908/246175/1062/144165/282809/7168/79631/91807/9611/1453/4089/2886/6135/10733/844/23126/9898/58/8994/83939/1060/10769/10146/29777/4478/1069/6134/91782/80005/54801/203228/2934/27063/6188/256364/3619/54915/3688/57647/25819/140609/636/55835/115106/255967/64946/3192/113622/5239/84033/126731/7273/51001/163786/9133/1465/70/57519/221908/29127/124093/5563/200539/29765/27302/84142/56203/25802/23122/152185/1040/56992/79884/80817/1437/6208/9897/1073/23172/53349/85459/79933/55839/5347/219988/10982/2801/90990/79003/26580/26005/3921/29901/11273/153241/201254/116840/3856/11214/27258/3880/8841/51112/51778/6169/8658/57674/8557/285590/9662/1466/23015/79643/284001/25914/2314/58529/6232/5339/100653515/9212/23212/80153/1731/1104/4869/64963/79598/26609/51335/55794/80254/9802/11200/71/9735/56478/51065/4733/253943/6228/27341/203068/2316/1778/6714/128486/84154/6147/51441/26112/29883/9055/9851/387103/550643/3304/3303/6311/440145/1874/54627/23636/55559/79441/440270/1654/285643/197135/6234/3833/10432/10324/23761/5822/3692/55052/23354/5591/29082/84769/57132/26065",346,1
"organelle fission","enu",0,1,"enu",0.998851598236835,NA,"GO:0048285","8379/26073/5898/1352/9031/7756/9918/26993/54443/1634/3479/10928/4361/6683/23304/29781/8452/27175/54908/9820/7175/5888/4438/55706/9150/23063/55810/259266/9650/10734/387/3796/22933/55737/998/6196/9319/8243/55743/54820/54456/23332/4292/10615/7155/1906/55063/8556/3835/10403/8555/10464/23047/25978/546/81929/23259/8438/51510/9183/10059/6790/22974/55968/51433/332/10726/79594/24137/8697/8086/5902/84861/11144/5155/54471/10419/80821/57820/9985/4605/655/994/9371/22919/128866/10005/55125/10735/8260/28984/7329/8766/54332/9639/92960/729440/10270/6795/898/51343/5518/858/56647/9126/27338/5889/3837/84687/64151/25906/23603/10635/1027/26271/23113/7272/11044/3550/5810/10111/9555/5159/10051/8850/7474/10096/51652/5000/49856/148479/10459/991/56181/4751/25936/1063/10274/9928/7320/9525/27030/55719/1843/4488/111240474/89866/84930/23397/84057/80218/81930/23244/11130/64105/1164/23363/9587/116138/2069/652/3553/7517/55795/8678/9787/3306/5300/9088/3791/3976/56984/54617/90417/1028/151648/23383/8881/64793/27243/5119/7283/29893/7153/8799/5468/5901/63979/27183/9633/8546/8900/84250/56154/891/84722/56907/55143/192670/324/9700/84101/79866/83990/51759/10592/29988/55755/79075/4926/51203/9493/2959/10097/3832/9585/1062/1950/144165/675/5925/10300/10040/114799/51529/10609/11004/83540/23126/27436/79998/129563/2177/51143/1060/256006/91272/55023/113115/113130/54892/55869/91782/7013/4288/472/256364/3619/1111/79980/2059/23310/57405/10018/8467/221711/3192/51571/126731/9184/146956/7273/56776/90550/10600/286151/286053/701/81626/9133/995/10361/65018/54461/4882/126549/11077/29127/256126/147841/4041/5824/4487/84142/151246/23122/152185/56992/4085/79884/25836/91137/9232/5885/23353/9897/158401/221035/23172/7589/65084/81565/9665/8800/5347/2801/3481/81620/1613/90990/79003/80346/3622/54921/56947/83987/699/201254/7314/6773/3643/157570/10201/27085/5139/80198/23023/10524/8658/339834/79703/55055/11065/10540/378708/9134/8815/55844/7351/2072/146691/54998/79643/8877/664/51115/23141/125170/83903/25970/348654/80010/9212/317761/23212/811/1731/1104/284071/2827/11022/5890/400629/79598/23236/11200/387893/9735/157313/5071/5892/26013/5719/4603/4733/200942/146909/51547/2175/57697/84464/120892/10388/51434/2316/25788/197342/54708/22887/283489/4976/23137/9055/64423/10919/3304/3303/4439/7917/440145/84501/51451/54627/23636/51024/11331/137886/644186/285643/3833/57026/51537/192111/54984/29082/57132/26065",417,1
"ossification","enu",0.584962500721156,2,"enu",0.748774324997977,NA,"GO:0001503","30812/9902/4057/23376/3479/25937/6591/3082/1462/3371/2824/2296/1301/51564/22904/2263/387/865/2261/57560/10272/490/5566/10979/5743/2736/55973/58476/4208/2932/10269/5978/29887/55787/43/4313/5027/3183/51430/55151/25805/5594/7290/79879/3091/655/9770/182/4092/91851/5251/2254/5595/64131/54928/6422/8840/2068/2091/6320/1021/5764/50617/3199/2737/657/9562/81621/79176/51684/23560/22943/28964/7473/57003/1655/1277/5608/374/4192/10312/506/2735/7421/25842/26271/1432/653/2822/5191/55603/4015/4090/7474/93/90/6209/3488/3336/2274/4209/656/3399/23184/1490/6696/23314/4488/8600/847/92/7291/5552/7130/6615/860/652/6662/6238/650/8200/79639/7067/51119/468/6608/57045/54857/3727/54795/4037/22856/5468/10514/63979/22800/3295/4221/6272/3572/4038/26578/10492/1660/3569/11173/7020/10413/22801/4091/51374/23317/4664/8482/2247/658/55589/51176/5530/2201/144165/1280/1009/10140/1213/4089/1291/207/1969/3491/7286/1893/1513/130497/23020/8994/6423/222663/1956/3486/10682/2719/27316/55790/340419/4851/7424/51232/25819/2132/81792/651/3192/56172/7071/133522/1836/4325/8817/4323/8321/90993/6497/6781/4882/875/102724560/103/3570/5701/4041/9249/4146/249/126820/4921/91461/7123/166929/5364/27152/9464/25836/84059/1278/116039/115908/3636/221044/9188/3611/8642/4665/26585/4088/5245/3481/7171/1499/4054/3516/649/8313/6474/4920/4330/7059/154/5747/2194/202018/4086/1901/3726/26156/5734/596/9451/3400/1051/6169/6670/2101/23051/170506/7189/2303/6664/196527/56975/56998/100533183/144347/5781/169200/6657/2131/6546/338773/54880/10189/359845/9241/83999/10766/5587/1435/9923/57419/5600/5087/8519/5727/51741/6256/51547/9636/10507/4077/8326/3376/4763/9260/27044/1305/5167/64093/659/6257/1290/2550/55366/1192/51025/1052/117581/57665/89/10984",319,1
"osteoblast differentiation","enu",0,1,"enu",0.924991062121595,NA,"GO:0001649","30812/9902/4057/23376/3479/25937/6591/3082/1462/3371/51564/2263/865/57560/5566/10979/2736/55973/58476/4208/2932/5978/43/3183/51430/25805/7290/655/9770/182/2254/6422/8840/2091/1021/3199/2737/657/51684/23560/7473/57003/1655/1277/5608/374/10312/506/2735/25842/26271/1432/55603/4015/4090/93/90/6209/3488/3336/2274/4209/3399/6696/23314/4488/847/92/7291/7130/6615/860/652/6662/6238/650/79639/468/6608/57045/54857/3727/54795/4037/5468/10514/63979/22800/3295/4221/3572/10492/1660/3569/10413/22801/4091/51374/23317/8482/2247/658/51176/5530/2201/10140/1213/4089/1291/207/1969/3491/23020/8994/6423/222663/3486/27316/340419/4851/7424/51232/25819/651/3192/8321/90993/6497/103/3570/5701/4041/249/126820/4921/9464/115908/221044/9188/3611/26585/4088/5245/3481/7171/1499/8313/6474/5747/2194/4086/3726/26156/3400/1051/2101/23051/6664/56975/56998/169200/6657/338773/10189/9241/5587/5600/8519/5727/51741/51547/10507/4077/3376/4763/9260/27044/64093/659/2550/55366/1192/1052/117581/57665/10984",186,1
"peptidyl-lysine modification","enu",0,1,"enu",0.998354915901759,NA,"GO:0018205","4800/23028/4706/10943/1387/9031/54799/672/6591/51230/5926/8554/26009/259282/23338/9734/4826/51742/58508/9474/51564/56848/6873/10362/57609/4802/9759/22933/23210/54556/53615/60/79960/9063/8028/54472/29843/55183/7994/5351/10269/56970/79594/825/10013/1725/27154/23411/9739/6598/2033/5905/27351/23774/83933/79609/22938/55257/6839/9767/55578/79918/65990/7329/84148/55011/84444/51588/6804/6878/8985/2146/54780/57178/2648/2145/7468/10891/51111/79829/10536/51147/29915/26036/10475/5252/26054/10902/4015/8850/55683/64135/84695/23451/150572/1386/7341/26038/11315/55870/1491/6018/5929/1810/4297/196483/205564/6418/26147/9913/53335/55719/284058/56943/80314/6883/1958/4801/80218/11019/79903/25950/83637/7291/25895/9643/23326/23408/3007/6659/7913/7737/10054/8089/5447/3976/51200/6608/8520/4016/51105/9070/83475/54552/54795/6874/10155/10401/5562/10514/23558/10208/84787/84250/84332/4221/4017/6885/2647/10322/4193/27097/26122/83852/11143/86/84681/79969/408/23168/84171/57337/11107/51176/254013/675/54934/23067/10363/80349/5371/84656/2653/93649/114799/8535/4089/10609/60681/23410/10055/22823/9869/405/56950/79823/51601/151194/64332/6622/80854/91272/7403/8473/115426/54107/6877/57325/1111/221143/134145/51562/63894/26040/117143/79723/5352/8467/5903/201163/30827/29104/23522/286053/7862/22976/26053/1487/23181/200186/4000/26168/10629/5563/84661/79677/6944/55677/57326/90780/6314/55689/64769/28999/59343/26354/80335/538/9188/322/6881/4837/8085/1499/57691/648/3008/84289/4204/197370/25942/3094/83443/6419/143241/10474/92342/170394/3054/10524/93624/5970/51504/55167/8607/112869/84901/55929/57673/6879/5187/2624/79813/29072/10856/54880/57634/84193/387893/26276/3009/80764/6612/7469/56160/64754/10933/54093/4674/85002/51547/10445/3006/6613/339287/26155/23450/8464/11091/8295/3066/10865/54554/10210/63925/23054/8861/9646/23137/399818/7936/10919/7917/5987/9189/751071/10626/2074/493861/9757",330,1
"placenta development","enu",1,1,"enu",0.153559772463806,NA,"GO:0001890","5310/9820/639/841/2263/22846/26528/5743/79977/8648/4216/10959/3294/25831/3326/5594/79879/51493/5155/8846/3091/6789/655/6788/2116/3696/5764/7472/10049/329/1027/7421/5467/1432/653/4188/7942/8614/3280/57448/2034/55870/5311/6696/89884/6615/4693/5469/3976/79733/6665/10038/1028/10155/1046/5468/4221/4853/8728/23493/54583/9394/6194/51176/6647/207/10733/3491/405/79805/142/55224/1956/50814/133/6768/4838/9191/6781/51673/113026/899/64783/7855/59343/1437/10370/23462/1508/2706/10935/144455/5654/6692/6881/3481/10653/3516/5604/5747/3856/3726/3880/2186/1051/682/6670/56977/26259/8061/2885/2624/29072/7262/23641/400629/9021/7026/677/2057/4311/100/374900/659/283/100506013",126,1
"positive regulation of protein localization","enu",0,1,"enu",0.635962834642452,NA,"GO:1903829","572/3675/54972/57787/8938/2696/2534/27032/3479/22902/25937/5583/55166/999/79567/7175/7984/4826/57602/9696/493/51768/4804/10347/3843/5590/8692/2182/55737/1459/5566/7037/10979/5743/7251/6717/1739/25930/51548/7107/5108/56681/10411/2037/5663/3320/10403/65985/2932/5019/55696/10075/43/10059/2767/55741/111089941/57506/5027/55763/11069/55072/7430/7042/10580/3326/3717/51100/29801/29775/89781/54471/5494/3091/7443/5106/9777/8736/10857/2010/94121/50855/6810/10391/57214/51201/79752/51366/3783/4946/9141/208/25999/27113/7040/5296/2931/2737/7016/51104/1855/5599/5532/80279/84687/5573/7531/29098/7323/55294/8882/5007/975/23086/5715/9847/4739/5467/1432/2822/55754/10307/64083/10802/11235/7474/1894/6711/57142/27429/55704/10575/11315/58480/79971/8934/23184/6794/9270/7043/8111/111240474/89866/6950/27230/5357/23435/29899/4035/7130/5208/23682/2181/6659/3553/51614/11190/84662/59353/7429/2770/4248/135/5880/3976/6608/81926/54552/54795/10155/27237/83667/1736/7376/55107/3958/5468/5901/5562/1742/23208/64328/4628/2048/51124/8536/9695/10542/9475/4038/22873/324/79899/10574/2752/58489/4836/11143/56262/1025/7099/10541/4926/6653/10413/5962/51496/9585/83666/5593/1950/9746/57707/5170/2622/9520/54828/55135/22994/2064/207/10055/11132/1969/25874/55204/142/6769/85409/5295/1956/908/56257/4478/2040/2746/27063/6934/26229/3688/7424/22948/3708/288/55691/101/636/55835/9531/5213/23171/51128/9868/7273/114/90550/10694/25921/27020/11079/65018/2035/23400/118424/9619/5116/55823/51160/8878/5563/163882/7447/7855/7203/5584/151636/80149/8314/5580/26354/23379/2151/2150/2852/79778/1020/382/10807/85459/10576/322/79608/5579/5347/6809/4088/4130/245812/81285/81620/23255/8754/153241/56947/51068/5780/57555/25924/983/10972/285966/3799/2850/5581/81603/5481/8841/51112/5621/94103/9451/9854/22885/257364/3728/1263/51574/3265/9662/5174/9776/5122/2810/8851/391/125170/10425/55929/9495/4947/3059/9501/161291/785/3985/23236/340146/18/2621/5587/8398/11156/10519/5071/246329/7332/10134/8660/4771/11261/10445/1201/3123/5478/399687/65267/54543/2316/6714/4641/23607/65992/59286/9747/80184/10497/6526/9860/919/6721/84455/3305/10399/23636/54741/51024/283/6844/100507043/54984/10984",391,1
"protein targeting","enu",1,1,"enu",0.916958397258675,NA,"GO:0006605","4074/3920/55750/27072/7095/2534/637/64429/10953/11231/4285/8504/9765/3309/55187/9709/9454/57602/29927/8943/9697/55176/23471/4734/1459/6720/3998/29090/7879/5289/3320/23431/54469/10075/84572/55072/51100/26517/89781/85377/56993/25793/706/9145/54471/25813/11154/26520/6729/128866/8266/83752/22879/51172/57214/51201/54332/64089/665/6449/10469/9141/92609/208/11140/2931/9512/6505/10952/10531/4591/5193/7531/7323/80273/55294/3312/9049/79158/9847/4121/5191/55914/84100/51555/6747/28972/200576/27429/66008/23463/58480/9927/9789/9270/4053/29103/64374/1191/9409/130916/10755/8239/5190/6745/23163/140823/8678/10245/22863/1678/117177/5189/5880/10651/54832/60559/10053/10452/93974/26061/26515/5562/51763/23480/27183/8546/9695/6272/10717/10971/10440/26519/10956/9648/55146/23148/84709/6386/6653/3973/53371/950/5830/79720/6727/10300/55275/9520/2064/10055/90580/5195/6135/10456/6726/51542/3329/64422/58477/51125/2040/56288/196294/10525/738/9344/26521/288/9472/9531/130340/6728/55625/9868/27342/137492/9131/9530/23355/5192/130617/65018/84134/29800/118424/84885/55823/5824/5194/7855/6746/134/131474/5584/51304/8314/84315/134266/5828/79778/1020/7534/158234/23203/51762/252983/7529/90522/6730/55048/54899/23255/56947/22871/7532/11337/285966/23204/3308/5621/84750/4580/22885/9804/9001/254359/133022/3265/6731/5174/79683/132112/55486/9776/401505/340481/155382/8851/283576/29928/125170/10425/90637/3753/253832/22906/6734/254887/83943/26985/10519/5071/9146/7332/10134/51079/11261/1121/51114/79844/120892/30849/4666/54543/387990/54557/4641/23303/23230/59286/439/9747/57154/6721/2664/100652748/84243/3305/7917/131118/728489/55333/54741/51024/100188893/55670/51025/9179/6293/51608/342538/29082",293,1
"protein-DNA complex assembly","enu",1,1,"enu",0.612658345772042,NA,"GO:0065004","5893/9862/9440/51773/5888/55588/6047/6873/6882/4171/9733/11176/51548/7994/546/54700/11198/8318/55506/51586/6598/23523/7290/11144/5706/2491/54457/80152/9013/11339/55290/54108/55011/81857/55723/9441/83743/6878/7343/5889/51003/55832/25842/9439/51053/6908/26054/9555/1058/9014/1810/1063/80306/29855/6418/3070/6883/79903/64105/55355/3007/3024/8970/9477/6662/5469/7067/9787/50809/6597/8520/6874/54797/3021/4678/84246/10001/23493/29079/10541/64425/129685/2959/79172/1062/5925/2958/55090/6875/7157/23421/23126/64332/1060/55814/257218/6872/7013/54107/6837/6877/6749/152485/9412/64946/8467/9443/219541/23522/8365/54069/8208/112950/9442/400569/10629/5928/3020/3148/90390/2957/83860/6881/55839/201161/81620/10036/79003/3008/201254/55729/51112/10025/266812/6879/144108/9282/85453/8347/4869/653604/64061/3009/9735/8349/8971/2972/8340/64754/4675/4674/4673/23270/3010/3006/401541/3014/3005/7259/3146/6925/8364/8356/8363/8351/6884/121504/11177/387103/126961/333932/1616/6046/4676/23234/646817/8341/404672",178,1
"protein-DNA complex subunit organization","enu",1,1,"enu",0.711909198633616,NA,"GO:0071824","5893/9862/9440/51773/5888/55588/6047/6873/6882/6602/4171/6605/9733/11176/51548/6604/7994/546/54700/11198/8318/55506/51586/6598/23523/7290/11144/5706/2491/54457/80152/9013/11339/55290/54108/55011/81857/55723/9441/83743/6878/7343/5889/51003/6603/6830/55832/25842/9439/51053/6908/26054/9555/1058/9014/1810/8289/1063/80306/29855/6418/3070/6883/79903/64105/4778/55355/3007/3024/8970/9477/6662/5469/9349/7067/9787/50809/6597/8520/6874/54797/3021/4678/84246/10001/23493/29079/10541/4609/64425/3159/129685/2959/79172/1062/6601/5925/2958/55090/6875/7157/23421/23126/64332/1060/55814/257218/6872/7013/54107/6837/6877/6749/152485/9412/64946/8467/2960/1105/9443/219541/23522/8365/54069/8208/112950/8888/9442/400569/10629/5928/3020/3148/90390/2957/83860/6881/55839/201161/81620/10036/79003/3008/201254/55729/51112/6599/1106/10025/266812/6879/144108/9282/85453/8347/4869/92815/29072/653604/64061/3009/9735/8349/8971/2972/8340/64754/4675/4674/4673/23270/3010/3006/401541/3014/3005/196528/7259/132660/3146/6925/8364/8356/8363/8351/6884/121504/11177/387103/126961/333932/1616/6046/4676/23234/646817/8341/404672",198,1
"regulation of actin filament-based process","enu",0,1,"enu",0.996895099098385,NA,"GO:0032970","55971/10344/9912/85477/477/6050/9168/27067/822/1829/2824/395/2006/7984/51474/29085/26999/5318/10787/22998/1265/1496/10565/387/6093/5217/57704/998/8440/9948/10979/23332/55160/6717/9620/119/6624/1739/5063/88/832/1906/10411/55604/54434/2017/118/55616/79822/5829/6548/64857/1832/25/8829/387680/9647/23616/11078/9463/4627/28984/11151/23406/29108/10391/7082/6422/9639/23370/5296/136319/857/4233/3984/7046/23189/7016/6387/59/5216/51225/29098/57482/683/4192/10094/397/4739/8936/9037/5144/5159/1894/7134/6711/55704/5341/7341/7840/829/5999/3925/7139/1490/9270/54942/7043/23433/7010/51019/10174/5290/11113/4035/3759/6385/7408/8195/11034/3397/7429/10142/84952/29767/2258/684/51429/54795/9535/9026/9113/8500/85415/23647/51763/10810/23075/4853/9475/1824/80206/5156/10677/29109/23325/50853/5879/274/7111/81873/9873/5962/51332/10152/29766/55435/122786/8477/7168/585/4916/8826/55114/91807/85464/54828/396/4089/128272/27/10456/375/23671/90102/9353/2044/817/287/5295/10788/5921/5066/23500/93663/58527/2041/203228/2934/120/5058/90952/10435/9344/85458/775/5756/2241/2059/130271/51571/389/123720/9530/673/57822/4690/114822/11013/10163/286527/50848/6781/146206/2909/57731/57551/50944/10630/126820/10092/200539/29765/27302/56203/25802/10109/134/23122/5580/27236/2150/253260/10395/1020/6522/9897/1073/382/123016/7248/83700/79933/4088/1398/148170/1613/64223/5881/9723/11214/9788/1901/5581/5734/11346/171024/253725/57175/54961/3728/6712/488/3265/22843/10458/8851/391/2314/2885/91663/3059/5062/100287171/2242/1436/55243/128239/6331/71/1946/5142/8558/5071/4908/4771/116985/90668/256949/51466/961/2316/2764/284266/6840/5154/6709/6281/81553/89848/23607/1902/6262/2475/830/5987/7114/10850/57026/348110/11344/342184/85358/55845/3690",315,1
"regulation of autophagy","enu",0,1,"enu",0.573359307859587,NA,"GO:0010506","572/26073/292/114881/5286/1634/23376/823/3082/9821/58528/535/23604/23274/79142/51606/55187/5291/23118/57602/9474/8975/11178/5476/2773/9682/6093/4943/22933/55737/4734/55062/1459/5566/6720/23032/7107/5289/57103/9817/27244/11043/2932/9706/10325/10269/2017/55054/10059/27131/10558/55763/55072/23256/10013/51322/23411/25/51100/84861/9681/25793/10043/3162/706/8897/2033/51382/9517/3091/1917/57761/128866/55613/11040/5127/5595/8131/9100/7249/8140/29108/84148/8925/90427/8767/66036/665/6625/54922/5296/23770/2931/4233/10392/3315/6009/5599/219771/9110/55294/23130/1982/55626/10645/2597/10475/7957/7942/1611/8992/10641/8723/523/1981/27429/22930/9528/5768/11315/57535/3953/149371/64121/533/6794/22926/2309/25782/22954/117854/5290/55847/9559/10133/60673/826/8678/22863/84219/148022/3791/54832/58533/23677/83667/2670/529/60412/6737/85363/10346/5562/57533/7428/29979/84749/6885/55332/10241/9550/25989/29919/4864/7157/57521/3607/201292/207/27/4170/10456/5899/9711/6622/493856/10769/9140/11011/526/92140/203228/401548/90678/143686/472/9638/140710/5305/2308/3708/112936/291/9531/26353/10018/60592/25827/7345/201163/528/23367/10670/128338/1915/257397/65018/23400/9114/26086/56893/219931/5563/51375/25893/7855/3428/79443/80149/256471/55255/836/1020/221937/94241/11067/7248/64112/79156/79837/2801/2021/55128/4218/1613/64223/5049/23255/6774/207063/154/9637/4534/155066/81603/596/94103/10524/56834/1263/55486/1649/9776/2072/26471/55254/664/220441/666/8851/140775/340485/8408/2629/11180/2081/112574/100287171/10193/23265/29110/5587/340061/340371/23545/5071/527/53373/29978/285180/1201/120892/80317/3146/6829/30849/1612/11152/3064/5660/258010/7405/2475/25853/6721/6048/10919/10206/25851/7416/534/387104/342931/10715/80772/729974/54106/90423/29082/53840",310,1
"regulation of binding","enu",0,1,"enu",0.994837300636653,NA,"GO:0051098","889/26073/23129/23028/54972/5310/3077/5329/1663/3479/84062/51773/2296/23063/50937/28996/53339/6672/6093/9759/22933/64710/602/7049/998/5566/2011/1400/489/6717/119/4140/60/5909/23032/4133/5663/6604/2932/10269/22924/581/118/6790/79822/2280/7023/8487/9044/25805/3717/25/8829/24144/3162/5155/8664/2033/4792/4776/6789/23394/1522/57761/22919/1869/2332/8874/1203/5595/65057/10273/8767/6788/3646/5516/3191/2068/84444/166/81857/7040/857/4233/3955/7046/8721/1855/5599/23560/22943/10014/25979/55294/9693/65981/9750/9532/51053/4188/4015/10923/5515/1452/27031/7474/3280/868/1981/57669/3676/5334/7341/2043/11315/10459/3925/4751/9270/3416/3433/4488/8600/117854/7291/4035/55355/8239/1026/652/2962/8189/650/3397/55906/5300/148022/3976/6608/146057/23639/54552/348/10155/9026/22927/5914/6737/5468/8864/5901/54496/10763/1965/8932/8536/10542/4803/84893/22873/23493/1660/3300/1025/7295/9314/64855/4686/79139/26206/10211/6653/2959/83666/51176/1950/5530/6996/7009/5925/2622/93649/409/9775/4089/351/207/10498/5195/6135/51042/5792/8751/23557/4931/142/805/5899/56257/6872/79618/203228/58499/6934/8091/1601/1054/84959/284/285381/23228/1193/7074/114991/121665/6497/26119/129531/2035/267/1636/808/26086/5824/27185/4487/90780/3428/151636/59343/5580/4043/401152/3148/9464/3673/23462/1020/115908/51339/64324/55323/6881/567/5347/4088/64400/2801/1398/81620/1499/165904/255738/51068/154/25942/5986/5028/84525/143941/5499/80011/8658/124857/488/1488/7189/1649/4087/2072/627/6664/3725/56998/51341/9212/161882/64388/7262/56963/23641/302/9802/9241/8663/340061/6612/146198/3297/5071/3434/5465/55182/120892/3005/3146/3066/64771/6714/171392/6281/65992/6815/801/177/114769/1460/10399/7114/407019/1454/8904/4830/3078/54984/9236",316,1
"regulation of cell cycle phase transition","enu",0,1,"enu",0.922295279824923,NA,"GO:1901987","8379/55904/10926/54623/1407/5310/51603/7756/8193/54443/672/637/4331/4361/2273/8452/54888/54908/23026/7175/57646/50484/57492/5888/1112/29945/57504/493/55781/6602/7158/22933/2255/9319/55743/6605/54962/51512/60/1739/57662/79960/9984/8556/6595/5933/10403/8555/6604/4998/9183/51720/6790/51433/332/7023/51776/5720/79968/63967/8318/990/8697/4436/51322/988/8317/9274/84861/6598/25793/8563/9894/328/5721/994/9675/1869/81610/5932/28984/79791/5934/8766/4683/2068/84444/51343/29997/29086/1021/835/2146/9275/5889/80279/6603/6347/84687/55294/595/27339/25906/55626/605/2735/1027/8914/51147/5777/26271/1432/896/7272/3550/900/5810/10111/5515/9555/23276/79858/1981/90/3398/1386/26270/10459/60672/991/25949/8289/1063/6118/9928/5311/894/51692/10783/9525/1843/6909/3624/11319/11130/1031/1017/6491/10385/9587/1026/7517/55795/9787/3306/6597/56984/440275/54617/1032/80185/1028/55274/8881/65975/10197/26057/27183/5977/4221/891/1022/79577/902/55143/9575/324/301/51347/60561/1019/9700/4193/84101/55198/79621/10457/3364/83990/86/9314/55755/81853/8870/9656/5962/1763/580/57520/83666/29766/1062/79035/6601/675/5925/8451/5371/90381/7157/51529/57521/23476/351/207/261726/83540/51514/8444/25896/65123/163859/54465/2177/58190/51143/10217/10769/1956/113130/56257/6872/1030/1029/58493/138151/472/3619/1111/9344/144715/6868/55835/26272/57405/678/5884/9184/9510/7508/146956/134353/286053/163786/701/22976/26060/9577/8450/995/10361/57805/29980/8883/3275/84446/57551/51149/80174/147841/6154/4921/2071/84142/152110/323/11073/151636/131601/59343/55193/993/84126/4085/5885/51339/8328/144455/84936/29117/252983/322/7465/5347/4824/6240/81620/10263/1642/55159/10116/4204/22809/4330/8738/25942/699/57099/55031/983/6419/7564/51499/5569/5356/596/83695/6241/5728/27085/25988/5883/91607/80198/5017/6599/64859/1263/55055/545/11065/10106/79915/246184/51379/56892/55367/83903/4291/348654/80169/9212/55920/5781/4869/6657/84967/5890/7325/785/23236/80254/11200/9735/4303/51065/8558/79184/5087/677/126520/116224/123879/3014/196528/51434/25959/641/79027/197342/65992/7027/7919/91603/57165/26058/199/5514/56658/51451/8110/11277/255374/11331/1654/2074/1018/5591/54984/388112",390,1
"regulation of cell growth","enu",0,1,"enu",0.996064549851924,NA,"GO:0001558","6405/3475/51265/5048/54879/6792/728642/9043/56920/672/7869/2137/3479/22902/56981/2273/999/65078/3371/23338/23327/9564/1535/23105/131566/9150/11054/56848/9423/5588/57609/26153/387/6857/8692/51447/10235/998/7224/51009/9175/7251/2023/10371/10512/79960/4133/1906/83737/634/1785/22999/23011/6595/54437/2932/9706/2017/9962/84678/393/8425/6548/79594/4897/57556/7042/10013/57715/23411/25/8829/84861/1399/10668/623/7528/57446/23394/1457/22850/4092/5716/5931/9767/58189/4682/51760/23678/6422/8725/7040/5802/1954/5518/59284/54555/57817/3249/2931/136319/221927/3984/7046/6387/81621/7473/84687/8153/27346/1410/1982/65981/1027/8437/51147/56994/5467/6722/10591/7422/9037/1839/5515/604/7474/1154/27086/1981/150465/57142/2335/3488/60676/28956/10459/5997/5999/8643/6195/6794/9928/6446/6696/22954/79109/53335/8835/51193/7852/3624/1031/5393/1026/23499/6597/6049/54617/1032/10038/2258/23677/348/684/23025/10439/10298/23404/83667/55558/5538/4131/3021/9826/6860/23111/694/84722/4803/79577/85004/91/10505/183/5270/3300/11143/4686/4856/9373/9856/6386/84259/10413/5607/102/80031/51196/8482/84162/9746/84260/94/5925/10516/5371/29948/93649/7157/57521/114804/4089/2064/3487/207/1382/10500/8751/127833/151835/9686/2803/185/55840/9353/817/6423/1956/3486/9166/1029/5795/55004/9538/9344/9472/6868/6695/2697/1601/3621/223117/9868/201163/118813/29104/6832/4323/221481/978/57805/51094/2539/58191/374946/27185/2487/3020/4487/27302/3490/80128/6259/64769/8314/253260/734/1020/2395/26585/4088/5245/29946/84717/10501/64223/2786/84879/84289/55602/54910/25942/55031/9723/203245/23566/22883/84275/596/10201/10276/11007/2810/8877/29882/51379/9699/627/8408/6197/54512/1002/9792/9798/64061/6586/1946/3009/10509/10519/5071/51079/55615/5465/7003/57698/1630/51616/51393/10507/116224/123879/440093/340719/64218/147906/5167/55210/50618/57154/2475/3897/2664/659/3304/3303/780/10399/10071/84258/11116/6494/4722/55384/1654/11344/984/112398",348,1
