"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"establishment of protein localization to organelle","enu",0,1,"enu",0.999067176755565,NA,"GO:0072594","4074/3920/5898/55750/27072/7095/23649/637/84220/727851/10953/11231/23633/4285/8504/999/9765/3309/7175/26262/55187/9709/57602/10758/29927/23534/8943/3843/9697/55176/1994/23471/8692/55746/602/4734/1459/6720/5743/7251/617/3998/29090/27092/7879/25930/51548/5289/5663/3320/3842/10890/3301/51194/55696/54469/10075/581/57506/84572/55072/10762/23511/3717/51100/55506/26517/89781/56993/25793/706/25813/26520/6729/4792/6789/55612/128866/55916/8266/2254/3839/10204/9688/83752/65057/22879/51172/7249/8766/80208/6788/54332/64089/51366/665/55011/6449/10469/9141/92609/27113/7040/30000/59284/5296/2931/9512/2737/10952/5599/51684/10531/4591/3837/4927/5193/29098/7323/80273/55294/8882/3312/9049/4928/57122/79158/4121/1432/51715/1871/5191/55374/9631/9555/3836/1894/868/51555/6747/28972/10254/27429/10575/22930/1386/7341/58480/9927/9670/9789/7128/25782/6950/29103/51569/51307/1191/23435/1408/9409/130916/140690/1434/8239/5190/1026/9972/652/23163/79902/5469/9349/140823/8678/10245/22863/8021/1678/5189/5880/25913/6608/10651/54832/60559/84268/10452/10155/93974/1736/26061/84313/26515/5901/5562/23480/23558/27183/29107/8546/10526/9695/6272/10440/26519/948/29969/55122/10574/183/9648/55198/51028/4836/8027/26953/84709/6653/3973/53371/950/5530/144165/5830/9818/79035/675/79720/6727/5371/55275/9520/55135/7157/93343/207/10055/90580/5195/10456/6726/51542/3329/58477/5295/908/7013/90678/4851/196294/51501/10525/22948/26521/152485/9531/6728/5903/3621/9868/284/55027/5018/137492/10694/3098/9131/9530/23355/6396/26060/9478/5192/130617/65018/84134/11267/3099/808/118424/55823/4000/51160/8878/222229/5824/5194/79568/129401/7855/7203/131474/285521/80149/8314/5580/84315/25836/134266/5828/23514/79778/51271/158234/23203/64112/51762/9221/10576/4088/6730/55048/54899/6774/11142/56947/10073/983/3308/5569/8841/4580/22885/9804/3728/152877/133022/6731/55486/1649/9776/401505/155382/112869/29928/10425/55929/90637/3059/23513/3838/83882/6734/729540/10856/754/5587/3009/56478/1812/83943/26985/729857/5071/9146/7332/10134/3916/51079/3840/11261/400966/120892/9679/9883/30849/79711/54543/4763/387990/3841/2316/54557/23230/59286/439/6262/55705/57154/6721/503542/84455/100652748/3305/7917/5514/64901/10527/131118/23636/728489/54741/51024/54492/100188893/11331/55670/51025/5534/9179/51608/29082",403,1
"fat cell differentiation","enu",1,1,"enu",0.774447911499978,NA,"GO:0045444","30812/25937/6591/8554/7204/55885/7030/22933/6095/2255/28951/6720/10979/5743/51548/51150/862/28971/114882/10013/3589/23411/4320/25776/7494/80339/2033/6789/655/57761/182/1869/9658/688/84935/8312/6422/6788/8840/208/25999/7040/5919/22852/25979/10891/595/81029/59341/1389/2784/5467/1432/26268/84498/7474/3280/3398/1386/5997/1385/22954/8013/4329/4488/2170/27241/10124/3164/6239/583/5469/650/8195/9572/6495/7538/54795/4037/5468/8864/2874/406/6272/5156/6041/3569/9314/5292/79969/129685/10413/4091/55212/374462/115825/122953/585/7041/79068/283927/207/10498/63976/11221/9580/55252/114885/6423/10974/6934/8091/84159/2308/25819/83643/60485/678/3192/4929/54463/201163/392255/1487/4882/252995/51043/222236/25946/4041/2487/3625/1040/80149/59343/25836/51752/2852/123016/8800/4088/26580/8313/22809/154/94056/23414/2167/171023/65989/84230/3400/1051/64318/582/1488/1649/4023/11007/664/51320/284207/79718/51341/2624/161882/284273/169200/166379/6517/23236/6900/8651/677/3638/338761/144404/83862/3914/5167/30001/2869/9935/5696/407019/1734/1052/2876",188,1
"histone modification","enu",0,1,"enu",0.995970564206526,NA,"GO:0016570","4800/23028/10943/1387/80853/54623/3720/84954/9862/9031/26993/54799/672/23376/6591/23304/51230/5926/26009/259282/23338/9734/5888/51742/57602/58508/54969/9474/57504/93166/56848/6873/2139/9682/4802/79091/9759/22933/23210/54556/53615/6720/5927/1207/8726/60/9733/11176/79960/7319/8028/55183/10847/54665/7994/10269/8648/2122/10075/56970/51720/6790/84678/78990/23186/10013/51322/27154/23411/3717/54620/9739/6598/2033/23774/83933/10419/79609/22938/7443/9252/84312/55257/6907/6839/5931/9767/55578/3299/65990/84148/9810/51366/55011/84444/10270/6795/2091/25865/29086/54531/6878/2146/23081/4591/2648/2145/10014/7468/10891/51111/79829/11108/1108/51147/64426/29915/1911/9025/5252/7422/10902/604/8850/55683/84759/23451/55818/150572/1386/26038/11315/79084/3065/55870/6421/7799/6018/10765/5929/1810/55758/4297/196483/7320/6418/26147/9913/284058/56943/80314/6883/51780/4801/6045/80218/79903/7291/5585/1017/25895/9643/8202/23326/55809/3007/7913/9329/8242/3276/8089/23309/23030/3976/51200/8520/51105/10038/9070/6874/23378/8864/5562/10514/23558/23135/54496/84787/84332/4221/8932/79577/1643/9575/6885/10322/9958/27097/26122/83852/11143/86/1025/408/23168/2959/580/11107/51176/675/54934/23067/122953/80349/9960/84656/93649/7157/57332/4089/23410/10498/63976/29943/22823/27005/9869/56950/57459/151194/64332/9730/6622/817/80854/91272/7403/55869/6872/8473/54904/54107/28989/6877/57325/9219/1111/221143/134145/51562/26040/117143/79723/8467/9320/5578/201163/30827/79831/56254/91748/29104/10600/84108/23522/7862/22976/1859/9577/2140/8450/26053/2005/65018/94104/1487/8888/3275/26097/200186/4000/29115/10629/8986/5563/5928/114803/84661/56916/6944/55677/84142/57326/90780/79885/6314/151636/55689/64769/8314/165918/80335/25836/25862/1020/221656/64324/9188/322/6881/123169/5579/4837/5245/3481/54815/8085/55611/283248/1642/1499/55209/648/3008/84289/55806/3622/4204/25942/83443/1107/7324/983/6419/143241/84864/10474/171023/84525/8841/170394/221037/55352/3054/4615/23133/10524/93624/51504/22992/55167/25855/8607/112869/4524/79718/83903/7334/55929/57673/23512/6879/9212/5187/2624/84333/124512/79813/29072/9112/10856/54880/57634/84193/387893/5587/3009/80764/7469/64754/79184/10336/10933/54093/4674/51547/7874/10445/3006/339287/120892/26155/23450/8464/11091/8295/3066/10865/54554/5253/63925/57708/23054/221477/8861/9646/55170/7052/399818/6015/7936/10919/10626/2074/8505/10432/158880/9757",418,1
"in utero embryonic development","enu",0,1,"enu",0.842770630492598,NA,"GO:0001701","57679/30812/5310/9546/5704/9782/3479/2530/321/8452/54888/729/5954/2296/639/8531/29924/841/4904/7075/2263/23250/5423/22846/53615/26469/54475/57662/56949/1906/9817/79728/79977/91746/8648/54700/10959/3294/4849/25831/4436/6598/5594/6663/51493/25809/5155/10454/4627/8846/3091/57820/57680/9837/6789/57167/655/81502/60625/56853/57534/5932/8312/2294/23322/4683/6788/2068/55723/2821/8178/2116/56006/7472/10049/8985/2737/7046/727/23081/320/7763/657/9644/57178/27077/2648/6830/8882/10566/4848/653/4188/7942/705/6722/7422/4124/10087/1627/3280/57669/51639/90/57142/57448/1386/2034/9927/25949/4751/5311/7320/57718/7043/10672/157506/4952/5930/7291/6491/130399/5335/6615/23019/5469/650/8894/154796/3276/51119/84081/10436/10365/3976/92521/6608/79733/6665/1603/1028/10155/84660/9113/1046/4245/4695/51763/85451/7014/4678/10400/54663/891/4853/57498/5156/6926/91/23493/2016/54583/9654/79621/83605/4836/86/6498/9394/9314/129685/10413/23168/102/80312/9541/51176/94/675/10161/8451/5045/79798/123920/8533/2627/7157/4089/60681/29985/57677/207/10733/23038/3491/405/79805/27173/25912/55224/51542/689/285855/2768/1956/5723/54892/50814/84296/4851/338596/133/4863/6768/1111/3688/26524/9871/1909/4154/53918/9412/10018/80790/284/2551/201163/9508/84295/4838/1376/9133/4643/57728/10361/149473/26097/113026/115/28982/824/4487/7855/1999/7048/201895/59343/8314/9464/1437/10370/23462/26173/203286/538/55172/144455/6692/9318/6881/81565/4088/2021/3481/6137/10653/64359/26005/1499/3516/648/1281/5604/65110/367/25942/4071/23414/7779/3856/3726/50515/55636/3880/84525/598/2186/8841/6241/1051/25988/9915/6670/57493/3981/26259/7189/4087/8061/9632/79718/2885/60626/788/2624/29072/7262/5890/54880/54855/9241/9021/23764/7026/677/5727/27022/7784/27341/728661/7516/100/4097/50861/7004/63925/374900/9646/91603/146923/4538/26128/3633/5460/79600/79583/398/10443/55845/11232/100381270",341,1
"kidney development","enu",0,1,"enu",0.999755466204981,NA,"GO:0001822","8837/23129/30812/3675/163/8842/5310/25937/23279/8100/57545/50484/11174/79810/2296/10758/639/29927/2263/387/8692/55746/2255/23210/54475/2736/4854/38/1739/8516/384/4208/51668/10269/231/581/7042/1592/5125/8829/162/5155/11020/51804/655/182/4092/6299/23322/1512/793/6422/25789/56913/2737/7046/59/90410/7466/23371/57122/5754/7422/2246/4090/5159/27031/7474/3280/93/4358/9784/6772/4953/6382/2043/4811/3399/51107/1063/6943/5311/11064/4072/3070/7010/1958/317/157506/3764/847/80114/6385/6659/1948/652/6662/9953/79902/7849/64412/650/65266/84662/6495/4357/3976/5420/6608/8854/1028/3911/445/5914/79727/5176/10247/842/7482/4853/4038/5156/10220/54806/183/1910/4609/7020/23213/10413/4091/403/51196/2247/80144/5530/8826/4089/5972/130497/51057/185/9353/170690/26249/221322/2719/4851/84623/84159/341640/9231/5800/1909/2674/10018/9653/9955/284/9510/201163/392255/4643/1636/3570/57216/55083/27302/90780/25976/28999/26508/10252/25836/168667/116039/203286/7248/5979/2200/8879/3611/8642/8710/26585/4088/4824/1499/8772/2668/255738/4086/153572/9788/3037/80310/26108/171023/596/3913/55871/5017/4087/2303/10409/6664/51301/79191/56998/9500/2131/9241/5613/139285/6092/5087/5727/2650/79659/9863/120892/4311/55959/4763/25959/54798/5154/7541/4326/80184/28514/26146/7917/55366/11277/358/342184/2297/3690/3217",240,1
"macroautophagy","enu",1,1,"enu",0.855335112180668,NA,"GO:0016236","26073/292/3920/27072/1407/51534/1634/23376/823/9821/8100/535/11345/23274/79142/51606/55187/57602/9474/11178/81671/2773/55102/4943/55737/4734/55062/5566/23503/7251/7879/5289/57103/58476/27244/5663/79876/9706/25978/55054/51510/10075/55968/27131/10558/57192/55763/55072/23256/10013/51322/23411/51100/9342/10043/3162/8897/83933/51382/10490/9517/3091/128866/84557/55613/6901/80183/5595/7249/80208/8767/6788/665/7040/11140/10392/6009/5599/23232/90410/23130/55626/10312/2597/51715/7957/8992/8723/523/200576/10254/550/27429/51652/22930/5768/57535/9927/149371/3964/533/23673/1509/8673/8987/25782/9525/51569/5290/9559/10133/60673/826/8678/22863/84219/83460/3791/54832/58533/27243/84971/83667/529/5119/9779/84313/60412/23647/57533/27183/5287/7428/55207/29979/84749/57231/6885/51028/10241/8027/55014/9550/9373/5861/23710/5830/65082/79720/25989/81631/4864/7157/56270/162427/93343/207/51506/23557/5899/5868/79137/64422/9711/9140/26249/8473/526/91782/203228/401548/90678/143686/472/9538/9638/5305/112936/143187/291/9531/26353/57724/83734/60592/54463/7345/528/23367/137492/26100/65018/11267/23400/9114/26086/56893/51160/8878/5563/51375/23001/64419/79443/256471/51368/836/5828/157753/1020/94241/7415/7248/53349/64112/440026/23339/79837/124045/80700/124997/55048/89849/5049/23192/154/11337/9637/4534/155066/2548/83452/171024/339122/57674/165324/488/81876/9776/26471/79643/55254/664/155382/8851/140775/8408/2629/2081/112574/811/23241/55432/285973/10193/23265/29110/340061/340371/23545/5071/9146/527/29978/285180/4077/1201/120892/6829/30849/54543/64771/11152/6714/3064/10533/440738/65992/7405/987/801/57154/2475/79065/6048/494513/10919/10206/25851/285636/7416/534/11331/137886/64601/9179/10715/9842/192111/90423/29082/57132",302,1
"mesenchymal cell differentiation","enu",0.584962500721156,1,"enu",0.397778577497443,NA,"GO:0048762","6405/51384/30812/56920/80199/7869/3479/25937/23187/6591/3082/55734/9820/4254/2296/6317/2263/6093/55593/7049/4040/2255/6949/998/10979/23332/10371/10512/2260/1906/4208/54437/2932/6910/1947/57556/7042/57715/25805/8829/5594/6663/10521/3091/655/182/81610/4092/28984/5595/6422/7040/3249/7472/2146/7046/80709/2022/657/1655/1277/4192/23603/2651/653/9037/83989/5515/7474/3280/57669/90/57142/84695/2335/6772/2043/4139/55223/10459/59349/8828/6943/7043/4488/157506/7291/152007/6615/652/6662/3553/84172/650/6495/6608/80237/8854/3169/10439/3911/10155/4017/9475/6926/23493/10505/10253/1910/3569/153090/2295/6386/80031/8482/51176/7041/4089/10500/8751/130497/54756/90102/6423/64839/4851/6934/8091/27250/9231/1909/1601/223117/7074/3084/55698/51094/9965/10630/553115/2487/4487/84541/7048/23122/26508/23272/10252/5308/9464/10370/23462/5979/161742/9221/26585/4088/10501/54949/1499/114990/3516/2637/2668/8313/753/54910/1942/5747/200558/202018/9723/1000/3037/4902/596/5728/6201/1605/4087/205717/2303/6664/8092/2131/359845/9241/80139/139285/10509/283149/23275/10507/399473/6275/64218/3066/2316/309/147906/3182/200734/2475/65979/4855/2013/5534/348262/10016",209,1
"mitotic cell cycle phase transition","enu",0,1,"enu",0.989552931663494,NA,"GO:0044772","8379/996/55904/10926/1870/5310/7756/8193/54443/672/10460/637/4331/4361/6683/2273/8452/54908/23026/7175/50484/57492/1112/29945/8454/57504/5218/55781/5128/9150/586/6873/6602/22933/2255/9319/55743/6605/23332/51512/60/1739/79960/8556/1785/6595/5933/10403/8555/6604/25799/5243/4998/9183/51720/6790/51433/332/7023/51776/5720/63967/990/8697/51322/8317/9274/997/84861/6598/25793/1033/328/5721/994/1869/128866/5932/11040/5127/28984/79791/2935/5934/8766/4683/2068/898/79935/51343/29997/29086/1021/835/2146/9275/54619/79176/8453/219771/27338/5889/6198/80279/6603/6347/84687/8882/595/25906/55626/605/2305/1027/5777/7164/26271/1871/896/7272/3550/900/10111/5515/23276/79858/1981/90/3398/58480/10459/60672/5129/991/25949/8289/1063/6118/9928/5311/10983/894/51692/10783/5537/9525/1843/84930/10657/3624/11319/11130/11113/1031/1017/6491/1164/10385/9587/1026/7517/55795/9787/3306/9088/6597/56984/54617/10776/1032/1028/55274/8881/27243/9113/10197/26057/27183/10763/8900/5977/891/1022/79577/902/55143/324/301/79616/51347/60561/1019/9700/91/4193/57695/84101/55198/79621/10457/3364/86/9314/55755/4609/6194/81853/8870/5962/580/65061/57520/29766/901/1062/5530/79035/6601/5925/8451/5371/90381/7157/51529/57521/23476/351/207/83540/2029/51514/65123/163859/805/58190/51143/10217/890/6502/10769/1956/113130/56257/91782/1030/1029/58493/138151/4863/472/3619/1111/9344/3688/26524/1977/2059/6868/55835/143384/57405/678/5884/64682/9184/9510/7508/79831/134353/571/286053/163786/701/9133/26060/9577/8450/995/10361/29980/8883/808/3275/84446/57551/51149/80174/147841/6154/899/4921/2071/84142/23122/11073/131601/59343/55193/993/4085/5885/1020/9833/51339/8328/144455/84936/29117/8065/6881/7465/5347/6240/81620/10263/1642/55159/1876/4204/8738/25942/699/57099/55031/983/8493/51499/5569/5356/596/6241/5728/8462/27085/3400/25988/91607/23133/1163/6599/64859/1263/55055/9024/11065/10106/9134/55844/284001/79915/29882/246184/51379/5426/55367/83903/348654/80169/9212/55920/1104/84967/5890/7325/785/23236/23194/11200/128239/9735/4303/51065/8558/79184/5087/677/126520/51547/1978/116224/123879/196528/51434/25959/641/79027/7027/801/91603/57165/23137/26058/199/56658/1874/51451/8110/131405/11277/255374/51400/11331/1654/1018/5591/54984",406,1
"monosaccharide metabolic process","enu",1,1,"enu",0.808519104387465,NA,"GO:0005996","2519/2729/572/5166/10165/5164/1407/3423/23324/4190/3479/2530/9563/3074/6515/119391/5214/5315/5165/6095/2023/32/51548/57103/5236/10269/231/2683/9962/9942/10580/23411/6576/2033/5372/5106/23509/7355/5230/23417/10295/23516/4125/2821/208/2931/221927/2584/2027/8402/2648/230/10891/1374/2597/2784/7167/2026/29940/10090/5467/1432/2822/4124/2908/8850/5210/80146/8604/3953/34/2582/6513/10327/6794/2805/27230/5290/57486/5208/27232/8445/3425/468/10776/83667/5160/55829/8864/5562/55501/2542/3795/6652/10499/4123/5373/92579/7157/3607/5366/3487/5211/150094/207/5226/23038/130589/1609/3486/4191/8473/282969/9446/26007/140710/226/1737/2308/5163/5213/5903/22934/80201/3098/5261/2585/85414/83440/51094/3099/2539/200186/4041/115209/467/4886/2171/221937/283209/3636/11164/1353/4837/3481/90007/2875/1642/132158/5162/3667/113189/55276/51181/2720/5209/25948/3643/55657/64080/2548/92126/55277/84750/283450/5091/114897/2523/89792/5771/1196/9852/151176/4351/2517/51363/1468/390637/283871/5071/8660/23275/5465/51547/7874/145173/11091/2526/4122/57001/6714/84912/51451/3073/2592/100131187/648791/90673/89/8790",200,1
"muscle cell differentiation","enu",0,1,"enu",0.997279808411139,NA,"GO:0042692","8837/23028/3475/9043/928/5725/3479/51177/30846/9734/79810/9474/9150/93166/50937/6416/4904/2263/9759/4205/23250/6095/2255/9948/87/10290/4775/3566/51548/88/8516/10529/1906/4208/6604/10269/50507/6910/6548/3912/825/23411/7290/25776/7494/5155/4627/51804/7528/4776/4773/10398/284217/688/2254/2294/9780/80208/50804/1760/7138/93145/9149/23646/7040/57817/2931/136319/858/10467/2146/2022/5532/657/22943/2648/8506/10014/5573/4621/90410/6830/10938/975/55553/81029/25842/9750/1432/221662/11149/9444/6722/7422/4015/5159/3280/27086/90/85461/3488/150572/2274/3398/6382/607/5997/1491/4811/34/5999/7139/80306/22954/6909/11155/57486/9643/23363/2069/1948/652/6662/650/6495/2318/6608/29767/10038/81/9518/1786/23345/4772/10266/79652/4814/5914/64208/26057/23135/55544/4629/3845/8536/6272/5738/1794/80206/5156/6926/55122/23493/4193/183/3915/1910/57538/274/1025/64855/7111/4856/10211/84665/29766/5530/144165/6895/5925/7168/91807/93649/10939/2627/409/4089/150094/207/284612/844/3756/58/287/84466/55909/80005/4851/6935/27063/80313/8038/133/3688/27250/1793/9472/1909/9456/3192/113622/9868/7345/5239/84033/8470/1525/58494/11096/7273/8324/3084/4323/3815/6497/1465/1827/70/2539/84814/4000/9794/57190/824/6443/10611/200539/4487/29765/27302/56203/25802/836/23462/2852/57462/1073/7248/170689/10818/79933/348093/26585/26263/3481/84717/1499/3516/54910/6474/4204/1140/983/4086/130827/3856/1000/6444/11214/3880/84525/8841/596/3913/51778/30008/124857/5936/8557/488/11146/1466/205251/627/284358/79191/2314/58529/5339/811/85474/785/6546/338773/84193/71/4303/5600/64754/246329/57496/5465/92737/6300/8912/3908/57591/28514/2475/115701/1756/659/2876/10324/89/100381270/101929726",307,1
"ncRNA processing","enu",0,1,"enu",0.99930790525838,NA,"GO:0034470","81887/60528/113000/115939/51096/51106/6301/55596/54888/4234/23517/54802/23223/51154/51602/57602/23369/55781/6894/55726/10885/57418/3735/23536/60487/55623/51018/24140/8518/114049/3028/51095/54456/23016/56915/8468/1653/79670/22894/10269/51729/27292/51593/8602/51637/339175/8886/22803/51575/51605/16/54517/55644/26523/27037/23481/4809/10521/51493/23264/55687/8846/23405/9692/10528/51654/79863/8780/6839/5303/26512/79650/123263/56986/55756/10940/55174/90459/54938/55011/2068/55621/10775/6217/2091/7040/6223/29997/54555/11062/26024/51010/1787/10360/23560/57508/117246/55813/1655/54433/2483/51091/26610/83480/11103/4839/6428/705/54974/29102/55299/9631/8850/22916/9136/6209/84128/79954/63892/7257/80135/54680/10969/79033/387338/27042/6230/55127/51077/25940/10171/54853/11340/27340/64282/81627/130916/29066/6125/54482/3181/29960/79039/79828/5393/27161/27304/55661/10199/88745/57505/83732/10799/7737/652/192669/51119/10436/57570/54973/79066/54487/64172/65095/25983/84705/55695/23404/56342/1736/25926/6155/79727/23378/2926/57050/114034/54663/55140/25917/4613/54522/143689/9698/192670/23318/55250/134430/25821/55226/84872/10200/6041/65080/79074/11137/3569/54606/92856/51531/4686/11224/6194/91801/80745/6229/29081/6741/55759/81556/57117/6895/5073/84916/28987/27043/7157/9775/55520/56931/9875/90353/6135/6202/51093/25896/65123/4931/163859/51002/55164/55646/93587/92345/55651/10667/54901/29777/285855/6129/84294/57109/10556/22984/64852/92105/83707/120379/57647/153443/79691/10557/80746/285381/152992/84365/10813/90121/10785/85395/103/6154/51728/79707/127253/113802/64216/150962/129450/11102/23160/54859/79753/11157/84135/10412/6208/26173/25879/55656/138716/55798/84267/65083/158234/203522/84881/9188/9790/56339/142940/27079/115708/9221/4088/26995/81605/54920/51367/55720/29063/6774/9836/196074/285605/64118/126789/84520/23587/4086/5036/79042/55006/283742/51013/55636/92342/5394/6227/55178/6201/3669/112858/10248/10978/51504/54931/348180/51574/4087/9092/339487/80324/6232/55272/1662/55152/11180/63899/54913/54512/161829/23212/50628/201164/118672/8575/64963/55505/11022/283989/54059/6218/6165/51118/55039/10607/79050/80789/317781/150763/144233/51547/389421/9045/79979/134637/27341/79693/112479/161424/8270/10438/84154/55035/84549/51441/131870/116461/55253/51490/131405/131965/7247/81890/51202/1654/118460/155400/9277/404266/6234/221078/79897/5822/3692/57604/5591/9724/91893/404672",401,1
"negative regulation of phosphorus metabolic process","enu",0,1,"enu",0.999127864456346,NA,"GO:0010563","79007/5577/25998/9043/51085/9961/9052/25937/3082/578/84062/5291/6317/3843/5525/5590/6093/8692/9759/22933/4040/8440/28951/7251/54431/51548/2192/57103/634/5663/2932/10464/2950/3301/10959/23645/581/51637/2280/8655/11213/7023/7042/23411/25/4616/1399/9647/113791/25793/706/5155/6547/623/51527/23394/655/57761/9770/51654/26051/4092/5611/50855/7249/29108/1445/6422/3551/8725/58509/7040/54922/5518/23770/2931/199731/857/2887/3315/51422/2022/7016/6456/20/6461/1855/22943/28964/80279/84687/1845/5573/7531/83891/26973/867/10114/23603/10019/80824/1027/5777/11329/56940/3156/5144/5515/9555/8850/5576/2771/10641/868/1981/5341/54206/11315/1647/5997/5511/7128/9270/5524/57718/2281/1843/84930/23435/9479/1408/3624/1031/5585/4035/56937/1026/652/3553/650/84063/65266/22863/5787/51657/135/79706/10776/1032/84962/58533/1028/348/341/376497/4298/64793/9113/9467/84313/84152/3958/5468/51763/84327/2048/23075/4221/9475/23175/324/79899/5570/64780/183/116496/11137/10253/153090/55755/8870/6653/4091/11117/374462/1848/6895/5925/7453/4916/8826/5170/9611/93649/409/7157/207/261726/2029/11221/142/805/58190/10217/9711/9353/1609/6622/6423/91272/3486/2041/54892/9258/1030/1029/203228/56288/5795/26524/27250/5305/5800/4249/23171/3087/3192/79888/154043/55022/55364/7070/84959/284/79705/7345/27342/201163/64092/64798/114/2776/135228/9530/4690/7498/84919/978/57732/808/103/221908/4041/8613/55450/4921/142679/152559/5783/80149/5580/10252/1849/836/10935/161742/1353/6609/54386/5347/79837/7529/26585/138429/90007/55872/54541/624/124790/6774/753/11142/10636/260434/7532/2167/5569/9655/5728/5621/5859/143941/54625/10221/57493/80851/22843/10106/5771/2810/26471/79643/23141/140775/3725/2629/5339/6879/91663/122809/5062/4869/100287171/23705/6546/9241/55243/9021/10519/27124/8651/5071/64754/7026/4908/8660/64853/4771/10614/5465/11261/81848/10507/5575/120892/5478/388324/5770/9858/4763/84619/171392/104/5154/5167/100506658/140885/200734/801/22876/1756/26146/6992/10399/84335/5987/10527/407019/23636/11116/51024/55861/89/5591/4067",365,1
"negative regulation of transferase activity","enu",0,1,"enu",0.993062740243716,NA,"GO:0051348","79007/5577/25998/6224/9961/9052/25937/11284/10039/84062/5291/29085/6317/3843/5525/8692/4040/28951/7515/7251/634/5663/2932/2950/3301/51637/11213/7023/26277/23411/25/4616/9647/113791/25793/6547/51527/655/57761/51654/4092/7249/29108/1445/6422/54922/2931/857/3315/51422/3984/7016/6461/1855/80279/1845/5573/26973/867/10114/23603/10019/80824/1027/5777/26271/11329/9532/56940/3156/9555/8850/5576/10641/868/6209/54206/11315/10459/1647/5997/991/7128/9270/1843/9479/6125/1031/5585/1026/652/3553/9349/650/65266/5787/7538/135/25913/79706/1032/84962/58533/1028/348/4298/64793/9113/9467/84313/84152/5468/51763/2048/4221/324/5570/183/84101/10253/153090/55755/6653/374462/6895/5925/7453/80119/5170/93649/7157/207/6135/11221/9711/6622/6423/6167/2041/54892/7013/1030/1029/5795/26524/27250/5305/5800/3087/3192/7070/84959/7345/9184/64798/114/2776/701/1974/57732/103/4041/55450/4921/142679/152559/151636/5580/10252/1849/4085/836/10935/161742/9529/1353/6609/5347/79837/90007/124790/11142/10636/260434/7532/2167/5569/9655/5728/6201/5859/94103/10221/57493/80851/22843/8815/5771/2810/79643/140775/2629/5339/6879/122809/5062/4869/100287171/6546/5071/64754/7026/8660/64853/4771/10614/11261/81848/5575/5478/388324/5770/4763/84619/6714/171392/104/10399/84335/5987/10527/407019/23636/11116/10715/55861/4067/54984/100134934",239,1
"neuron apoptotic process","enu",1,1,"enu",0.197501136175976,NA,"GO:0051402","2729/23098/23129/637/2730/355/2896/3309/4804/28996/2065/6416/387/6093/5423/7224/5609/5063/5663/4208/581/84678/16/22861/7301/7042/4436/3717/25/8829/997/50487/3162/5641/8846/51804/3091/4776/4605/23394/80331/331/11151/27324/80208/9466/2821/208/2931/2901/835/5803/6505/219699/6347/7466/23321/55294/10891/8882/595/4192/55626/2597/1822/2908/80315/26355/2632/10314/1386/11315/9928/2309/6418/7043/317/5290/11113/51604/10617/84899/4149/8200/5582/6495/3791/135/468/58533/112399/348/9040/5538/10763/128434/842/3845/10752/4803/3572/6733/116986/6326/6812/7020/7786/7009/5925/409/7157/6647/351/3068/4170/142/51542/1745/6622/54532/5921/27242/4841/10280/4915/472/10525/7068/101/2895/10018/4929/54463/284/51643/9131/673/100528062/65018/7832/8883/4882/2539/374946/23385/5584/836/94234/2898/2020/55074/1020/26012/840/7846/558/1499/8772/57215/2668/4204/255738/9723/598/596/5621/27023/1051/4296/3981/3265/1649/23529/26471/664/627/666/8851/3725/2629/1728/2149/2055/56616/340371/5071/4908/2558/23621/1201/8326/6477/7516/4763/8831/104/1735/80823/84335/3672/2876/5098/56097/56098/1270/4671/112398",207,1
"neuron death","enu",0,1,"enu",0.17302876788833,NA,"GO:0070997","2729/572/23098/23129/2534/637/2730/355/7133/2896/3309/84062/841/4804/28996/2065/6416/387/6093/3632/55737/5423/7224/8301/5609/5063/57103/5663/4208/2932/5978/581/9962/84678/6548/16/22861/4345/7301/7042/10013/4436/23411/3717/25/8829/997/50487/25793/3162/5641/8846/1113/51804/3091/5700/4776/4605/23394/80331/1522/128866/331/11151/27324/80208/9466/2821/208/2931/2901/835/5803/7965/6505/219699/22943/6347/7466/23321/55294/10891/8882/595/867/4192/55626/2597/2026/1822/135112/2690/2908/80315/26355/7474/2632/1981/27429/10314/1386/1718/11315/8934/29937/9928/2309/6418/8013/7043/10936/1958/317/1191/5290/11113/51604/10617/84899/1948/4149/8200/5582/2002/6495/7186/2671/3791/135/468/10038/58533/112399/348/9040/5538/5176/10763/128434/842/3845/22800/1965/10752/4803/3572/6733/116986/54583/10457/6326/6812/7099/7020/6653/7786/7009/5925/57707/409/7157/6647/351/207/3068/4170/142/51542/1745/10550/6622/54532/5921/27242/4841/10280/4915/84280/472/10525/23657/7068/101/2895/10018/4929/54463/284/51643/9131/8321/673/100528062/65018/23400/7832/8883/4882/2539/57465/374946/4921/23385/824/134/5584/836/94234/2898/2020/55074/1020/7248/26012/840/9529/2021/7846/558/1499/8772/54541/57215/2668/4204/255738/7988/7314/2353/9723/598/596/5621/27023/1051/6623/4296/64802/10333/3981/3265/1649/23529/26471/664/627/666/8851/3725/2629/1728/2149/155061/91304/2055/29110/56616/1435/3297/340371/5071/4908/2558/23621/5465/1630/11261/353116/1201/8326/120892/6477/7516/4763/8831/104/1735/4217/80823/1616/494513/10399/3134/84335/445329/3672/2876/5098/56097/56098/1270/4671/29082/6818/112398",295,1
