Name,Description,C9a,C9b,C9c,E9a,E9b,E9c
AC008569.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.67,0.96,1.48,2.48,0.53,1.19
AC010928.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011447.3,na,0.25,0.12,0.16,1.13,0.16,0.00
SMCO4P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011498.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020931.1,na,0.10,0.00,0.46,0.37,0.18,0.74
AF038458.2,na,0.00,0.22,0.00,0.00,0.00,0.00
AC006504.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC036176.1,na,3.14,3.09,0.00,3.44,3.32,0.90
AC105105.2,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP4F9P,na,0.00,0.00,0.00,0.00,0.00,0.00
AP002439.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004596.1,na,0.00,0.00,0.00,0.00,0.00,0.00
DM1-AS,na,0.31,0.49,0.00,0.38,0.00,0.14
AC090236.1,na,0.00,0.00,0.00,1.14,0.00,0.00
AC090229.1,na,0.06,0.05,0.07,0.00,0.07,0.18
AC006130.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006305.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010928.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090621.1,na,0.00,0.00,0.00,0.00,0.00,0.00
TCF4-AS2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC023043.2,na,0.00,0.00,0.00,0.00,0.13,0.00
AC005180.1,na,0.28,0.47,0.00,0.34,0.00,0.47
AC011509.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008794.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011498.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068473.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,32.91,28.97,33.49,25.62,38.00,38.71
AC092068.2,na,0.00,0.00,0.00,0.07,0.00,0.00
LINC01901,na,0.00,0.00,0.00,0.00,0.00,0.00
AC120049.1,na,0.05,0.00,0.00,0.00,0.00,0.00
AC011471.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC025048.4,na,0.00,0.17,0.00,0.49,0.94,0.18
AC138474.1,na,0.00,0.00,0.00,0.00,0.00,0.00
ELOCP29,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011477.1,na,0.64,0.27,0.49,0.39,0.93,0.73
AC007993.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005498.2,na,0.00,0.00,1.76,0.00,2.18,0.00
AC016582.2,na,0.00,0.45,0.00,0.00,0.00,0.49
AC005616.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020934.1,na,0.00,0.00,0.20,0.00,0.00,0.00
LINC01928,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087289.3,na,1.13,2.03,0.00,0.08,0.92,0.05
,na,32.50,25.70,33.99,31.33,26.97,34.53
AC091135.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.6,na,0.00,0.00,0.00,0.12,0.00,0.00
AC036176.2,na,0.09,0.00,0.00,0.00,0.00,0.09
,na,0.00,0.00,0.00,0.00,0.00,0.00
DNAH17-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008798.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005786.3,na,0.44,1.83,1.15,0.53,8.00,3.83
AC012309.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AD000671.3,na,0.28,0.95,0.40,0.85,0.57,1.03
AC004149.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AL353997.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010641.1,na,0.00,0.00,0.00,0.00,0.00,0.00
SMUG1P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC003070.2,na,0.83,0.00,0.00,0.00,1.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010649.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005884.2,na,0.00,0.00,0.00,0.00,0.00,0.00
OR1AB1P,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC02073,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01835,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF582-AS1,na,1.81,1.29,0.65,1.73,1.73,1.07
AP005137.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC023043.3,na,0.84,0.00,0.00,0.00,1.01,0.00
AC004223.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092069.1,na,5.09,0.00,2.62,0.00,6.97,4.34
AC006116.7,na,0.25,1.97,6.65,3.76,4.95,2.94
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC079210.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090377.1,na,0.00,0.00,0.00,0.00,0.00,0.00
UBE2V2P2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011525.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021683.1,na,0.00,0.00,0.00,0.00,0.00,0.00
APOC4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005944.1,na,16.22,12.63,13.70,13.57,15.96,8.83
ZNF571-AS1,na,1.16,0.50,0.54,0.79,0.45,0.18
AC005771.1,na,0.00,0.00,0.00,0.00,0.00,0.00
ARHGAP27P2,na,0.00,0.00,0.00,0.00,0.25,0.00
,na,1.05,1.23,2.85,1.21,0.88,2.90
AC008569.2,na,0.14,0.00,0.16,0.00,0.00,0.13
AC008736.1,na,0.88,0.00,0.93,2.16,0.35,1.50
AC104365.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008481.3,na,0.00,0.00,0.00,0.14,0.00,0.00
AP002414.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001542.3,na,0.00,0.88,0.36,0.84,0.41,0.00
AC011477.2,na,0.52,0.55,0.90,0.64,0.15,0.36
AC104996.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC027319.1,na,0.00,0.00,0.00,0.00,0.00,0.00
GLUD1P4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100843.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01837,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008759.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100788.1,na,0.00,0.11,0.00,0.00,0.00,0.00
AL353997.4,na,0.00,0.00,0.00,0.00,0.00,0.00
CIRBP-AS1,na,5.93,1.19,1.85,2.90,0.27,6.34
,na,0.00,0.00,0.00,0.00,0.00,0.00
FAM215A,na,0.00,0.00,0.00,0.00,0.00,0.00
NFE2L3P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007786.1,na,0.00,0.00,0.00,0.00,0.23,0.17
,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF887P,na,0.10,0.00,0.52,0.00,0.09,0.07
AC104365.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005131.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090236.2,na,0.00,0.00,0.00,0.00,0.12,0.00
AC005180.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021683.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010327.2,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF285,na,1.71,1.50,1.13,2.10,1.47,2.16
AC010511.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011451.1,na,0.00,0.00,1.24,0.00,0.00,0.00
ADAD1P2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011446.1,na,1.60,2.89,9.78,0.74,0.00,6.68
HMGN1P31,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001029.3,na,0.27,0.00,0.00,0.00,0.00,0.00
LINC01855,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090699.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020916.1,na,2.38,2.67,3.11,2.91,2.31,2.92
AC010733.2,na,1.18,1.46,0.86,1.23,1.71,1.34
AC016168.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01864,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008735.2,na,4.80,3.01,4.01,3.47,1.51,5.08
RPSAP57,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005702.2,na,0.00,0.06,0.08,0.09,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008991.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005131.4,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01836,na,1.77,1.39,1.51,2.10,0.68,3.38
,na,0.09,0.07,0.73,0.54,0.21,0.37
MIR497HG,na,0.00,0.02,0.19,0.21,0.00,0.11
AP002414.4,na,0.00,0.08,0.00,0.00,0.00,0.00
S1PR2,na,19.02,18.49,12.54,16.49,19.35,12.16
LINC00868,na,0.00,0.00,0.00,0.00,0.00,0.00
AC079466.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.05,0.00,0.00,0.00
MTCO2P2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,1.56,0.37,2.12,0.00,1.10,0.78
AC015802.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007229.1,na,0.00,0.57,0.00,0.00,0.00,0.48
AC005779.2,na,0.00,0.00,0.00,0.38,0.00,0.00
AC015802.4,na,0.58,0.00,0.62,0.36,0.34,0.00
AC060766.4,na,1.32,2.26,3.09,2.83,0.00,1.38
,na,1.61,1.11,1.62,1.02,1.57,1.27
AC006116.8,na,0.07,0.10,0.00,0.12,0.14,0.00
AC022517.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005264.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093227.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.27,0.33,0.00,0.00,0.27
AC015911.8,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008805.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008474.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087685.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AL158154.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC027514.2,na,0.00,0.00,0.26,0.00,0.00,0.21
AC093155.3,na,0.03,0.00,0.00,0.43,0.19,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011471.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001109.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011477.3,na,0.71,0.00,0.00,0.87,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008736.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016168.2,na,0.00,0.00,0.00,0.00,0.00,0.00
STK25P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104532.2,na,0.00,0.00,1.26,0.00,0.00,0.00
KRT8P5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011474.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006504.5,na,2.48,5.58,4.52,3.65,5.34,3.80
AC011472.3,na,2.14,3.91,4.68,2.50,2.58,4.14
AC010327.3,na,0.06,0.10,0.00,0.15,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104971.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008738.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011477.4,na,0.26,0.22,0.00,0.00,0.00,0.00
AC020916.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007998.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC013290.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC00907,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090241.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011444.4,na,0.00,0.00,0.00,0.00,0.00,0.00
NDUFA3P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105224.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004134.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01926,na,0.00,0.00,0.00,0.00,0.00,0.00
CYP4F24P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060780.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
RPIAP1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011446.2,na,0.51,0.42,1.17,1.04,0.00,0.00
AC008794.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022966.1,na,44.85,76.53,179.34,75.55,54.59,220.79
LINC01028,na,0.00,0.00,0.00,0.00,0.00,0.00
AC003098.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016590.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.9,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011511.5,na,2.46,3.63,1.10,2.18,2.52,1.22
SNX33P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007787.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008521.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008759.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC245748.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087289.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC007795.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004223.3,na,1.21,0.00,0.00,0.69,0.00,0.00
AC090771.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,1.02,0.93,5.19,1.23,1.46,4.14
AC005357.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087645.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC015911.9,na,0.00,0.00,0.00,0.00,0.00,0.00
AC002115.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC118757.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104423.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC138430.1,na,0.16,0.15,0.11,0.06,0.14,0.12
AC005758.1,na,0.00,0.00,0.00,0.00,0.00,0.00
CGB1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC067852.3,na,0.06,0.00,0.27,0.14,0.20,0.38
AC008686.1,na,0.61,0.00,0.00,1.64,1.03,5.51
RPL7L1P5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008992.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC040904.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC023855.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016582.3,na,0.00,0.00,0.00,0.00,2.10,0.00
BNIP3P16,na,0.00,0.00,0.00,0.00,0.00,0.00
AC091198.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005264.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC061975.7,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105052.3,na,0.00,0.00,3.08,0.76,0.80,1.57
AC008543.5,na,0.04,0.00,0.04,0.00,0.00,0.00
MAP1LC3P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060766.5,na,0.77,0.71,3.05,1.48,3.29,2.46
AC010327.4,na,0.00,0.00,0.16,0.00,0.00,0.00
AC008742.1,na,0.00,0.00,0.00,0.00,0.00,0.09
AC015961.1,na,0.04,0.00,0.00,0.00,0.00,0.00
AC011712.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC002546.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC125437.1,na,0.19,0.00,0.64,0.24,0.23,1.04
AP001357.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC099811.3,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01482,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,9.43,7.86,4.86,8.10,7.28,9.08
AP001269.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC025809.1,na,0.30,0.00,0.00,0.00,0.00,0.00
PPIAP56,na,0.00,0.00,0.00,0.00,0.00,0.00
RPL17P45,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021683.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004156.1,na,0.00,0.00,0.00,0.06,0.00,0.10
AC005856.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.26,0.00,0.00,0.21
AC098847.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022098.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010632.2,na,0.09,0.00,0.00,0.00,0.00,0.08
FDX2,na,42.58,41.26,41.14,33.22,42.58,40.45
AC090227.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105105.3,na,0.00,0.00,0.00,0.00,0.00,0.00
THA1P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC016229.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011921.2,na,0.00,0.00,0.00,0.00,0.00,0.00
EIF5AP2,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF224,na,6.26,6.30,15.17,6.95,7.40,15.90
AC135721.1,na,0.00,2.43,1.61,0.00,0.00,3.39
AC016590.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008991.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
NTF6B,na,0.00,0.00,0.00,0.00,0.00,0.00
AC090771.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010928.3,na,0.00,0.00,0.00,0.00,0.00,0.00
KF456478.1,na,0.00,1.27,0.49,0.00,0.59,0.81
AC010525.2,na,0.00,0.00,0.00,0.00,0.00,0.00
LDLRAD4-AS1,na,0.00,0.00,0.00,0.00,0.00,0.00
SHC1P2,na,0.00,0.00,0.00,0.00,0.00,0.00
TAF9P3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011477.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005131.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC105227.1,na,0.00,0.00,0.00,0.00,0.00,0.00
ERVK-28,na,0.00,0.00,0.00,0.00,0.00,0.00
LUZP6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC002116.2,na,0.00,0.00,0.00,0.00,0.27,0.00
AC091551.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005131.6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020917.2,na,0.00,0.00,0.00,0.00,0.00,0.00
FRG2LP,na,0.00,0.00,0.00,0.00,0.00,0.00
AC104365.3,na,0.00,0.00,0.00,0.00,0.40,1.09
AC020922.1,na,0.11,0.19,0.07,0.15,0.12,0.09
AC015961.2,na,0.00,0.00,0.00,0.81,0.00,0.00
AC005332.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024592.2,na,0.00,0.00,0.00,0.00,0.00,0.00
EDDM13,na,0.28,0.00,0.00,0.00,0.00,0.24
AC060766.6,na,0.00,0.00,0.66,0.00,0.00,0.00
LINC01539,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012433.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008738.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.66,0.57,0.00,0.00,0.00,0.00
AC083760.1,na,0.00,0.00,0.00,0.00,0.00,0.00
SRSF10P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP002414.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011509.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012254.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008521.2,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC02565,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008738.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010761.6,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.23,0.39,0.00,0.00,0.00,0.20
AC005332.3,na,0.09,0.11,0.00,0.11,0.14,0.03
AC006305.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AP005264.5,na,0.00,0.00,0.00,0.00,0.00,0.00
AL121989.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC020934.2,na,0.00,0.00,0.00,0.00,0.00,0.38
HMGB2P1,na,0.00,0.00,0.27,0.31,0.00,0.00
AC087645.2,na,0.71,0.33,0.18,0.57,0.00,0.15
AC024592.3,na,2.14,4.94,3.62,5.25,6.02,2.43
UBE2L4,na,0.00,0.00,0.00,0.00,0.00,0.37
FAM60CP,na,0.00,0.00,0.00,0.00,0.00,0.00
AC107896.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022916.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC060766.7,na,0.58,1.13,2.52,0.92,0.31,3.36
AC104985.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC068675.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011479.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC092068.3,na,0.00,0.00,0.00,0.00,0.00,0.00
RUNDC3A-AS1,na,0.02,0.04,0.33,0.06,0.12,0.15
AC009005.1,na,0.63,1.14,0.43,1.05,0.00,2.05
RPS10P27,na,0.00,0.00,0.00,0.00,0.00,0.00
AC005329.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006557.4,na,0.45,0.13,0.00,0.37,0.18,0.14
EML2-AS1,na,1.73,1.70,0.93,2.65,2.64,2.05
AC099811.4,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011478.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MIR4527HG,na,0.00,0.00,0.00,0.00,0.00,0.00
AC048380.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC093567.1,na,0.14,0.00,0.00,0.00,0.00,0.00
AC100793.3,na,1.09,0.35,0.26,0.57,0.51,1.79
AC022726.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01801,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006504.6,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011498.6,na,1.11,0.95,0.38,2.27,1.75,2.43
AC016182.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011447.4,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01999,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001120.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010776.2,na,0.00,0.75,0.00,3.16,1.04,0.59
OR7E16P,na,0.00,0.00,0.00,0.00,0.00,0.00
AC006116.10,na,0.00,0.00,1.23,1.13,0.00,0.00
LINC01791,na,0.00,0.00,0.00,0.00,0.00,0.00
AC004221.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01533,na,0.00,0.00,0.00,0.00,0.00,0.00
AC021594.2,na,0.00,0.00,0.00,0.00,0.00,0.00
SLC25A36P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022916.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022098.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010680.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AF038458.3,na,0.00,0.00,0.00,0.00,0.00,0.00
AC027097.2,na,0.23,0.00,0.74,0.11,0.17,0.05
AC015936.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC100775.1,na,0.00,0.00,0.00,0.00,0.00,0.00
LINC01987,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018761.4,na,0.00,0.00,0.00,0.00,0.00,0.00
WBP1LP11,na,0.00,0.00,0.00,0.00,0.00,0.00
AC009977.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AP001120.4,na,0.00,0.00,0.00,0.00,0.00,0.00
SMIM22,na,0.00,0.00,0.00,0.00,0.00,0.00
LIN37,na,6.51,9.63,10.12,10.09,9.85,10.69
NRBF2P1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
MAN1A2P1,na,0.00,0.00,0.00,0.00,0.00,0.00
AC012254.4,na,0.00,0.00,0.00,0.00,0.00,0.00
AC087289.5,na,0.58,0.55,0.12,0.56,0.18,0.11
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC018755.1,na,0.00,0.00,0.00,0.00,0.00,0.00
NDUFV2P1,na,3.85,3.61,7.63,3.58,3.72,5.76
AP001160.2,na,2.48,1.42,1.24,5.57,1.96,3.32
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC008655.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011468.2,na,2.88,0.00,0.00,0.50,5.60,0.73
AL592211.1,na,0.00,1.01,0.40,0.00,0.00,0.32
AC245884.8,na,0.00,0.00,0.37,0.00,0.00,0.30
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.41,0.35,0.41,0.00,0.48,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC119396.2,na,0.00,0.92,0.00,0.00,0.00,0.00
NDUFA7,na,101.93,73.94,82.54,76.20,64.50,48.13
AL133499.1,na,0.00,0.00,0.00,0.00,0.00,0.00
MZF1-AS1,na,0.99,0.23,0.82,1.15,0.96,0.56
,na,0.00,0.00,0.00,0.00,0.00,0.00
AL356740.1,na,0.00,0.00,0.00,0.00,0.00,0.00
ZNF460-AS1,na,0.00,0.33,0.37,0.24,0.00,0.00
AC073539.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC011483.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC243967.1,na,0.00,0.00,0.00,0.00,0.00,0.00
AL031666.2,na,0.00,0.04,0.00,0.05,0.05,0.04
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC074135.1,na,0.00,1.49,0.61,0.34,0.00,0.49
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC010624.2,na,0.00,0.00,0.00,0.00,0.00,0.00
AC022144.1,na,0.00,0.00,0.00,0.00,0.00,0.12
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC063977.1,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.32,0.00,1.00,0.77,0.37,1.06
AC026803.2,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC024075.1,na,0.64,0.82,0.67,0.78,0.00,1.34
AC008750.3,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.00
ZSCAN5DP,na,0.07,0.00,0.00,0.00,0.00,0.00
CCDC177,na,0.00,0.00,0.00,0.00,0.00,0.00
,na,0.00,0.00,0.00,0.00,0.00,0.21
,na,0.00,0.00,0.00,0.00,0.00,0.00
AC009955.2,na,0.00,0.00,0.00,0.00,0.00,0.00
SNX6P1,na,0.00,0.00,0.00,0.00,0.00,0.00
