"","condition","cycle","region","log2fc.mean.norm","obs.mut.mean","sim.mut.mean","combined_pvalue","combined_pvalue_adjusted","go.id"
"588","control",9,"negative regulation of protein phosphorylation",0.43772581614038,0.277777777777778,0.388888888888889,0.999998076845002,1,"GO:0001933"
"589","control",9,"negative regulation of transferase activity",0.774227340634079,0.333333333333333,0.0555555555555556,0.992453370466472,1,"GO:0051348"
"590","control",9,"neural tube development",1.05746691562549,0.388888888888889,0,0.992382570108724,1,"GO:0021915"
"591","control",9,"neuron apoptotic process",0.598157820099399,0.111111111111111,0,0.999999995897867,1,"GO:0051402"
"592","control",9,"neuron death",-0.100996840161731,0.222222222222222,0.5,0.998263110385435,1,"GO:0070997"
"593","control",9,"neuron projection organization",0.240298111506373,0.0555555555555556,0,0.999998760975001,1,"GO:0106027"
"594","control",9,"neurotrophin signaling pathway",-0.253978613366251,0,0,1,1,"GO:0038179"
"595","control",9,"non-membrane-bounded organelle assembly",-0.567386646923564,0.166666666666667,0.833333333333333,0.996603939252184,1,"GO:0140694"
"596","control",9,"nonribosomal peptide biosynthetic process",-0.0884191194497966,0,0,1,1,"GO:0019184"
"597","control",9,"nuclear chromosome segregation",0.253313083683619,0.444444444444444,0.555555555555556,0.98337264539391,1,"GO:0098813"
"598","control",9,"nuclear envelope organization",-0.0485566291756565,0,0,1,1,"GO:0006998"
"599","control",9,"nuclear transport",0.763585565292539,0.666666666666667,0.555555555555556,0.999523624744643,1,"GO:0051169"
"600","control",9,"nuclear-transcribed mRNA catabolic process",0.632810645229265,0.277777777777778,0,0.976903616562424,1,"GO:0000956"
"601","control",9,"nucleic acid transport",0.691805522416787,0.222222222222222,0,0.999811356994927,1,"GO:0050657"
"602","control",9,"nucleocytoplasmic transport",0.199271821967008,0.277777777777778,0.5,0.99814708238562,1,"GO:0006913"
"603","control",9,"nucleotide catabolic process",0.63273205791252,0.222222222222222,0,0.995681257775391,1,"GO:0009166"
"604","control",9,"nucleus organization",0.250963632920434,0,0,1,1,"GO:0006997"
"605","control",9,"oligosaccharide-lipid intermediate biosynthetic process",-0.146639114939845,0.0555555555555556,0,0.999901334799968,1,"GO:0006490"
"606","control",9,"one-carbon metabolic process",-0.0642850588059351,0.0555555555555556,0,0.999768598785206,1,"GO:0006730"
"607","control",9,"organelle fission",0.187324212811992,0.555555555555556,1,0.996321761329201,1,"GO:0048285"
"608","control",9,"organelle fusion",0.463594022156604,0.111111111111111,0,0.99999910288572,1,"GO:0048284"
"609","control",9,"organelle inheritance",-0.191694989264349,0,0,1,1,"GO:0048308"
"610","control",9,"organelle localization by membrane tethering",0.208388017875613,0.0555555555555556,0,0.999993512509082,1,"GO:0140056"
"611","control",9,"organophosphate catabolic process",0.661637689115762,0.222222222222222,0,0.998894615712022,1,"GO:0046434"
"612","control",9,"organophosphate ester transport",0.551719939703684,0.0555555555555556,0,0.99999996068535,1,"GO:0015748"
"613","control",9,"ossification",0.210557695450894,0.5,0.777777777777778,0.995600706883051,1,"GO:0001503"
"614","control",9,"osteoblast differentiation",0.864728191040133,0.277777777777778,0,0.999389380361063,1,"GO:0001649"
"615","control",9,"oxidative phosphorylation",0.407336966954085,0.166666666666667,0,0.999993049334652,1,"GO:0006119"
"616","control",9,"pentose-phosphate shunt",-0.223116484176043,0,0,1,1,"GO:0006098"
"617","control",9,"peptidyl-lysine modification",-0.000306456971615391,0.444444444444444,0.833333333333333,0.998940713947815,1,"GO:0018205"
"618","control",9,"pericardium development",-0.108109059712924,0,0,1,1,"GO:0060039"
"619","control",9,"peroxisome organization",-0.207518749639422,0,0,1,1,"GO:0007031"
"620","control",9,"phospholipid biosynthetic process",0.912787997438898,0.388888888888889,0.0555555555555556,0.998785889889681,1,"GO:0008654"
"621","control",9,"pigment accumulation",-0.0506676978150167,0,0,1,1,"GO:0043476"
"622","control",9,"pigmentation",0.51625275098571,0.166666666666667,0,0.999804924297313,1,"GO:0043473"
"623","control",9,"pinocytosis",-0.195787194990856,0,0,1,1,"GO:0006907"
"624","control",9,"placenta development",0.62443402775246,0.0555555555555556,0,0.9999999948248,1,"GO:0001890"
"625","control",9,"plasma membrane tubulation",-0.14321862410151,0.0555555555555556,0,0.99889496756109,1,"GO:0097320"
"626","control",9,"platelet-derived growth factor receptor signaling pathway",-0.150959771019766,0,0,1,1,"GO:0048008"
"627","control",9,"polyamine biosynthetic process",-0.105692464763738,0,0,1,1,"GO:0006596"
"628","control",9,"polyamine metabolic process",-0.149531532402704,0,0,1,1,"GO:0006595"
"629","control",9,"polyol metabolic process",0.993100003542699,0.277777777777778,0,0.986330490760916,1,"GO:0019751"
"630","control",9,"positive regulation by host of viral process",-0.0939759768471486,0.0555555555555556,0,0.999627639163962,1,"GO:0044794"
"631","control",9,"positive regulation of GTPase activity",0.930933772835717,0.277777777777778,0,0.999560860870906,1,"GO:0043547"
"632","control",9,"positive regulation of amide metabolic process",0.544093271535882,0.277777777777778,0,0.993155198794108,1,"GO:0034250"
"633","control",9,"positive regulation of axonogenesis",0.482086232143897,0.222222222222222,0,0.997232771913699,1,"GO:0050772"
"634","control",9,"positive regulation of cell projection organization",0.058467648762695,0.111111111111111,0.5,0.996444726938673,1,"GO:0031346"
"635","control",9,"positive regulation of cellular component biogenesis",0.141145988622725,0.5,1,0.998772523961215,1,"GO:0044089"
"636","control",9,"positive regulation of epithelial to mesenchymal transition",0.0881938571527886,0.111111111111111,0,0.998815212462703,1,"GO:0010718"
"637","control",9,"positive regulation of establishment of protein localization",0.33235438881883,0.277777777777778,0.333333333333333,0.999942549800958,1,"GO:1904951"
"638","control",9,"positive regulation of kinase activity",0.152640725843399,0.444444444444444,0.722222222222222,0.999400540423457,1,"GO:0033674"
"639","control",9,"positive regulation of microtubule polymerization",-0.295276385388728,0,0,1,1,"GO:0031116"
"640","control",9,"positive regulation of nervous system development",0.754342111619246,0.166666666666667,0,0.999999875003225,1,"GO:0051962"
"641","control",9,"positive regulation of neurogenesis",0.675552635755409,0.166666666666667,0,0.999951035919482,1,"GO:0050769"
"642","control",9,"positive regulation of neuron migration",-0.0735849517733392,0,0,1,1,"GO:2001224"
"643","control",9,"positive regulation of protein localization",-0.112556137388728,0.444444444444444,1,0.997678804829959,1,"GO:1903829"
"644","control",9,"positive regulation of stem cell population maintenance",-0.205172187515373,0.0555555555555556,0,0.99999482039473,1,"GO:1902459"
"645","control",9,"positive regulation of viral process",0.0283359003056951,0.111111111111111,0,0.99946873925909,1,"GO:0048524"
"646","control",9,"postsynapse organization",0.474863970250899,0.166666666666667,0,0.999981875032998,1,"GO:0099173"
"647","control",9,"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.200642900151837,0.5,1,0.998164597527531,1,"GO:0043161"
"648","control",9,"protein autophosphorylation",0.514673339118847,0.166666666666667,0,0.999999347651998,1,"GO:0046777"
"649","control",9,"protein folding",0.64738758712904,0.222222222222222,0,0.999940837403379,1,"GO:0006457"
"650","control",9,"protein glycosylation",0.551356429937149,0.277777777777778,0,0.972071765838658,1,"GO:0006486"
"651","control",9,"protein lipidation",0.301926585170807,0,0,1,1,"GO:0006497"
"652","control",9,"protein localization to nucleus",0.390936480747814,0.222222222222222,0.333333333333333,0.999819755384238,1,"GO:0034504"
"653","control",9,"protein neddylation",-0.247025282522897,0,0,1,1,"GO:0045116"
"654","control",9,"protein polyubiquitination",1.52578328008497,0.666666666666667,0.0555555555555556,0.917005091293614,1,"GO:0000209"
"655","control",9,"protein targeting",0.37876023872516,0.277777777777778,0.555555555555556,0.998974288158074,1,"GO:0006605"
"656","control",9,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",-0.128609718722061,0,0,1,1,"GO:0043328"
"657","control",9,"protein-DNA complex subunit organization",0.495137913004167,0.111111111111111,0,0.999999992056116,1,"GO:0071824"
"658","control",9,"protein-containing complex localization",1.2490021304664,0.444444444444444,0,0.980366738614686,1,"GO:0031503"
"659","control",9,"proton motive force-driven ATP synthesis",0.479739670019848,0.166666666666667,0,0.999665969766992,1,"GO:0015986"
"660","control",9,"proton transmembrane transport",0.810845069985649,0.333333333333333,0,0.963473814775403,1,"GO:1902600"
"661","control",9,"pteridine-containing compound metabolic process",-0.142227079712979,0.0555555555555556,0,0.999888087468201,1,"GO:0042558"
"662","control",9,"quinone biosynthetic process",-0.0735849517733392,0,0,1,1,"GO:1901663"
"663","control",9,"rRNA metabolic process",0.378439220642137,0.277777777777778,0.222222222222222,0.999992345525932,1,"GO:0016072"
"664","control",9,"receptor metabolic process",0.0560834354020028,0.0555555555555556,0,0.999995436617263,1,"GO:0043112"
"665","control",9,"regulation of ATP metabolic process",0.299348467430936,0.277777777777778,0,0.881736465783778,1,"GO:1903578"
"666","control",9,"regulation of ATP-dependent activity",0.092481850531828,0.0555555555555556,0,0.999999032885591,1,"GO:0043462"
"667","control",9,"regulation of DNA repair",0.764659226272417,0.277777777777778,0,0.999626660294821,1,"GO:0006282"
"668","control",9,"regulation of DNA replication",0.522534551006419,0.222222222222222,0,0.999968052241876,1,"GO:0006275"
"669","control",9,"regulation of G0 to G1 transition",-0.19840799107872,0,0,1,1,"GO:0070316"
"670","control",9,"regulation of GTPase activity",0.433464156977563,0.5,0.333333333333333,0.999999484106215,1,"GO:0043087"
"671","control",9,"regulation of Golgi organization",-0.105692464763738,0,0,1,1,"GO:1903358"
"672","control",9,"regulation of actin filament organization",1.16828392226179,0.388888888888889,0,0.998887864257421,1,"GO:0110053"
"673","control",9,"regulation of actin filament-based process",0.531036443894524,0.333333333333333,0.472222222222222,0.999985199240732,1,"GO:0032970"
"674","control",9,"regulation of anatomical structure size",-0.0278943909099506,0.666666666666667,1,0.998504213002584,1,"GO:0090066"
"675","control",9,"regulation of apoptotic signaling pathway",-0.00498416574432884,0.333333333333333,0.833333333333333,0.999247669778653,1,"GO:2001233"
"676","control",9,"regulation of autophagosome maturation",0.0604434132960944,0.111111111111111,0,0.992003934304874,1,"GO:1901096"
"677","control",9,"regulation of autophagy",0.330315906329846,0.388888888888889,0.611111111111111,0.980090540690169,1,"GO:0010506"
"678","control",9,"regulation of binding",0.0617006616020767,0.166666666666667,0.555555555555556,0.997144652181101,1,"GO:0051098"
"679","control",9,"regulation of carbohydrate metabolic process",0.217381999554562,0,0,1,1,"GO:0006109"
"680","control",9,"regulation of cell cycle phase transition",0.0239804507040907,0.611111111111111,1,0.999461328929911,1,"GO:1901987"
"681","control",9,"regulation of cell division",0.592188562253553,0.166666666666667,0,0.999990645970616,1,"GO:0051302"
"682","control",9,"regulation of cell growth",0.140788882977609,0.5,0.888888888888889,0.999349665793791,1,"GO:0001558"
"683","control",9,"regulation of cell morphogenesis",0.952284225559084,0.333333333333333,0,0.999888326299909,1,"GO:0022604"
"684","control",9,"regulation of cell-substrate adhesion",0.422292176145694,0,0,1,1,"GO:0010810"
"685","control",9,"regulation of cell-substrate junction assembly",-0.0371960986497319,0.0555555555555556,0,0.999985704794292,1,"GO:0090109"
"686","control",9,"regulation of cell-substrate junction organization",-0.0665525932836584,0.111111111111111,0,0.999463630615291,1,"GO:0150116"
"687","control",9,"regulation of cellular component size",0.89392209800739,0.555555555555556,0.388888888888889,0.988807557096066,1,"GO:0032535"
"688","control",9,"regulation of chromosome organization",0.39039937094515,0.277777777777778,0.277777777777778,0.99999677151734,1,"GO:0033044"
"689","control",9,"regulation of chromosome segregation",0.876120126146979,0.333333333333333,0,0.929747120906833,1,"GO:0051983"
"690","control",9,"regulation of circadian rhythm",0.44399105177683,0.111111111111111,0,0.999974922617187,1,"GO:0042752"
"691","control",9,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.432997992740086,0.111111111111111,0,0.999999322307326,1,"GO:0043281"
"692","control",9,"regulation of cytokinesis",0.406221842311259,0.0555555555555556,0,0.99999857595795,1,"GO:0032465"
"693","control",9,"regulation of embryonic development",0.578692182106498,0.166666666666667,0,0.997878913992145,1,"GO:0045995"
"694","control",9,"regulation of establishment of cell polarity",-0.171194330255213,0,0,1,1,"GO:2000114"
"695","control",9,"regulation of extracellular matrix organization",-0.224864079468416,0.0555555555555556,0,0.999987690576501,1,"GO:1903053"
"696","control",9,"regulation of fibroblast migration",-0.258186447454439,0,0,1,1,"GO:0010762"
"697","control",9,"regulation of fibroblast proliferation",0.303936753343794,0.111111111111111,0,0.998157936621181,1,"GO:0048145"
"698","control",9,"regulation of focal adhesion assembly",0.061758829921422,0.0555555555555556,0,0.999968294286609,1,"GO:0051893"
"699","control",9,"regulation of generation of precursor metabolites and energy",0.417850051703177,0.111111111111111,0,0.99998545818313,1,"GO:0043467"
"700","control",9,"regulation of glucose metabolic process",0.363927690355956,0.111111111111111,0,0.999939751609014,1,"GO:0010906"
"701","control",9,"regulation of interferon-beta production",-0.0267039333750031,0,0,1,1,"GO:0032648"
"702","control",9,"regulation of intracellular protein transport",1.09297884536972,0.388888888888889,0,0.999597263518416,1,"GO:0033157"
"703","control",9,"regulation of intracellular steroid hormone receptor signaling pathway",0.233517082642257,0.0555555555555556,0,0.999996276244651,1,"GO:0033143"
"704","control",9,"regulation of intracellular transport",-0.0923242996362569,0.166666666666667,0.5,0.999375247583469,1,"GO:0032386"
"705","control",9,"regulation of ketone biosynthetic process",-0.0983880120740138,0.0555555555555556,0,0.999441819335129,1,"GO:0010566"
"706","control",9,"regulation of ligase activity",-0.101280429536873,0,0,1,1,"GO:0051340"
"707","control",9,"regulation of membrane permeability",-0.160613196862871,0,0,1,1,"GO:0090559"
"708","control",9,"regulation of microtubule cytoskeleton organization",0.63896818103521,0.277777777777778,0,0.999510954198604,1,"GO:0070507"
"709","control",9,"regulation of microtubule depolymerization",-0.0803586158562302,0,0,1,1,"GO:0031114"
"710","control",9,"regulation of microtubule-based process",0.874061035621594,0.277777777777778,0,0.999989344830015,1,"GO:0032886"
"711","control",9,"regulation of mitochondrial fission",-0.272359131430405,0,0,1,1,"GO:0090140"
"712","control",9,"regulation of mitochondrial membrane permeability",-0.280278515213606,0.0555555555555556,0,0.999992515738939,1,"GO:0046902"
"713","control",9,"regulation of mitochondrial membrane potential",-0.296893285587443,0,0,1,1,"GO:0051881"
"714","control",9,"regulation of ncRNA transcription",-0.131026313671247,0,0,1,1,"GO:0140747"
"715","control",9,"regulation of neuron apoptotic process",0.675244489501399,0.222222222222222,0,0.999986065118981,1,"GO:0043523"
"716","control",9,"regulation of neuron death",0.905320453615006,0.388888888888889,0.0555555555555556,0.999940525635337,1,"GO:1901214"
"717","control",9,"regulation of neuron projection development",-0.29979168624952,0.333333333333333,0.944444444444444,0.996429061028832,1,"GO:0010975"
"718","control",9,"regulation of pinocytosis",0.00730445268972472,0.0555555555555556,0,0.997942157737472,1,"GO:0048548"
"719","control",9,"regulation of plasma membrane bounded cell projection assembly",0.884448516996665,0.277777777777778,0,0.999572675239324,1,"GO:0120032"
"720","control",9,"regulation of protein catabolic process",0.0122535208308005,0.388888888888889,0.777777777777778,0.993748800091102,1,"GO:0042176"
"721","control",9,"regulation of protein dephosphorylation",0.287077670745182,0,0,1,1,"GO:0035304"
"722","control",9,"regulation of protein modification by small protein conjugation or removal",0.937038201958914,0.333333333333333,0,0.99995952416353,1,"GO:1903320"
"723","control",9,"regulation of protein stability",0.259256553767514,0.222222222222222,0.388888888888889,0.998183502159173,1,"GO:0031647"
"724","control",9,"regulation of protein-containing complex assembly",-0.285040987407046,0.444444444444444,0.888888888888889,0.999730349678219,1,"GO:0043254"
"725","control",9,"regulation of response to DNA damage stimulus",0.973912589578344,0.722222222222222,0.555555555555556,0.999999117443845,1,"GO:2001020"
"726","control",9,"regulation of small molecule metabolic process",0.531866520668973,0.277777777777778,0.277777777777778,0.983253084723801,1,"GO:0062012"
"727","control",9,"regulation of stem cell differentiation",0.136801149948057,0.0555555555555556,0,0.999999750803173,1,"GO:2000736"
"728","control",9,"regulation of steroid hormone biosynthetic process",-0.1402316394353,0.0555555555555556,0,0.999342096916972,1,"GO:0090030"
"729","control",9,"regulation of supramolecular fiber organization",0.199072177229266,0.333333333333333,0.555555555555556,0.999929597501798,1,"GO:1902903"
"730","control",9,"regulation of translational fidelity",-0.108109059712924,0,0,1,1,"GO:0006450"
"731","control",9,"regulation of type I interferon-mediated signaling pathway",-0.294021929282914,0,0,1,1,"GO:0060338"
"732","control",9,"regulation of ubiquitin-protein transferase activity",-0.0896735755556105,0,0,1,1,"GO:0051438"
"733","control",9,"regulation of vacuole organization",-0.124267716320332,0.0555555555555556,0,0.999998682644233,1,"GO:0044088"
"734","control",9,"release of cytochrome c from mitochondria",-0.115138119556776,0.0555555555555556,0,0.999991773715279,1,"GO:0001836"
"735","control",9,"renal system development",0.897869034414228,0.555555555555556,0.166666666666667,0.99990315340816,1,"GO:0072001"
"736","control",9,"respiratory system development",0.696528785573707,0.111111111111111,0,0.99999972902318,1,"GO:0060541"
"737","control",9,"respiratory tube development",0.835703375675504,0.222222222222222,0,0.999652121780767,1,"GO:0030323"
"738","control",9,"response to UV",0.632890981547313,0.166666666666667,0,0.999886779397654,1,"GO:0009411"
"739","control",9,"response to acid chemical",0.239191555322821,0.0555555555555556,0,0.999999850249261,1,"GO:0001101"
"740","control",9,"response to amino acid",0.627592120928472,0.222222222222222,0,0.992360705072769,1,"GO:0043200"
"741","control",9,"response to amino acid starvation",-0.224348357593559,0,0,1,1,"GO:1990928"
"742","control",9,"response to arsenic-containing substance",-0.136429893286643,0,0,1,1,"GO:0046685"
"743","control",9,"response to endoplasmic reticulum stress",0.308543692734259,0.111111111111111,0.111111111111111,0.999999998465337,1,"GO:0034976"
"744","control",9,"response to fluid shear stress",-0.180284027657585,0.0555555555555556,0,0.999970883695437,1,"GO:0034405"
"745","control",9,"response to insulin",0.893284425070439,0.444444444444444,0,0.990374296945665,1,"GO:0032868"
"746","control",9,"response to ionizing radiation",0.817026903669728,0.277777777777778,0,0.998844090999186,1,"GO:0010212"
"747","control",9,"response to oxidative stress",-0.0921760205283417,0.5,0.944444444444444,0.996485680380601,1,"GO:0006979"
"748","control",9,"response to oxygen levels",0.445357542502375,0.222222222222222,0.277777777777778,0.979934802713802,1,"GO:0070482"
"749","control",9,"response to reactive oxygen species",0.648375633854367,0.222222222222222,0,0.994821032279385,1,"GO:0000302"
"750","control",9,"response to sterol depletion",-0.119840614361491,0,0,1,1,"GO:0006991"
"751","control",9,"response to topologically incorrect protein",0.560243440572475,0.111111111111111,0,0.999674906742976,1,"GO:0035966"
"752","control",9,"response to transforming growth factor beta",0.279261898747082,0,0,1,1,"GO:0071559"
"753","control",9,"response to virus",0.215826971106017,0.222222222222222,0.611111111111111,0.999584656363321,1,"GO:0009615"
"754","control",9,"rhythmic process",1.06194913509304,0.333333333333333,0,0.999837983185662,1,"GO:0048511"
"755","control",9,"ribonucleoprotein complex assembly",0.678682313023633,0.222222222222222,0,0.999999079013563,1,"GO:0022618"
"756","control",9,"ribonucleoprotein complex subunit organization",1.00751918081173,0.388888888888889,0,0.99891014366565,1,"GO:0071826"
"757","control",9,"ribonucleotide metabolic process",-0.0523770672128998,0.555555555555556,1,0.998555736858396,1,"GO:0009259"
"758","control",9,"ribose phosphate metabolic process",0.124275664340367,0.611111111111111,1,0.999865701743708,1,"GO:0019693"
"759","control",9,"ribosomal subunit export from nucleus",-0.0969629615133589,0.0555555555555556,0,0.998913376468024,1,"GO:0000054"
"760","control",9,"ribosome assembly",-0.247491637390332,0,0,1,1,"GO:0042255"
"761","control",9,"ribosome biogenesis",0.558690140105787,0.5,0.5,0.997593770506358,1,"GO:0042254"
"762","control",9,"ribosome localization",-0.0272196552498604,0.0555555555555556,0,0.998474578654885,1,"GO:0033750"
"763","control",9,"roof of mouth development",0.449496902213471,0.0555555555555556,0,0.999999800902467,1,"GO:0060021"
"764","control",9,"semaphorin-plexin signaling pathway involved in neuron projection guidance",-0.237950651852501,0,0,1,1,"GO:1902285"
"765","control",9,"seminiferous tubule development",-0.0803586158562302,0,0,1,1,"GO:0072520"
"766","control",9,"signal peptide processing",-0.0735849517733392,0,0,1,1,"GO:0006465"
"767","control",9,"signal transduction in response to DNA damage",1.01165930667707,0.333333333333333,0,0.998182295451522,1,"GO:0042770"
"768","control",9,"sister chromatid segregation",0.162503263684626,0.277777777777778,0.333333333333333,0.999928129517511,1,"GO:0000819"
"769","control",9,"small molecule catabolic process",0.432423960282451,0.444444444444444,0.5,0.999477154720489,1,"GO:0044282"
"770","control",9,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",-0.142757868319813,0,0,1,1,"GO:0060831"
"771","control",9,"sphingomyelin biosynthetic process",-0.0477203142589971,0.0555555555555556,0,0.998344082431279,1,"GO:0006686"
"772","control",9,"spindle localization",-0.242683280121168,0.0555555555555556,0,0.999992939060645,1,"GO:0051653"
"773","control",9,"stem cell differentiation",0.996546348726911,0.444444444444444,0,0.897422249767708,1,"GO:0048863"
"774","control",9,"stem cell population maintenance",0.831864496591401,0.333333333333333,0,0.9827593259291,1,"GO:0019827"
"775","control",9,"sterol biosynthetic process",-0.235604089728451,0.0555555555555556,0,0.999995534770999,1,"GO:0016126"
"776","control",9,"stress granule assembly",-0.150047254277561,0.0555555555555556,0,0.999934900935331,1,"GO:0034063"
"777","control",9,"substantia nigra development",0.0511435203286904,0.0555555555555556,0,0.999996308135577,1,"GO:0021762"
"778","control",9,"substrate adhesion-dependent cell spreading",0.307197837985439,0.166666666666667,0,0.999852484183055,1,"GO:0034446"
"779","control",9,"sulfur compound metabolic process",1.04061748642241,0.388888888888889,0.222222222222222,0.993744179075328,1,"GO:0006790"
"780","control",9,"suppression of viral release by host",-0.223662339514853,0,0,1,1,"GO:0044790"
"781","control",9,"synaptic vesicle lumen acidification",-0.0531238938743933,0.0555555555555556,0,0.999803541059921,1,"GO:0097401"
"782","control",9,"telomerase RNA localization to Cajal body",-0.134013298337457,0,0,1,1,"GO:0090671"
"783","control",9,"telomere maintenance",0.729248087929305,0.222222222222222,0,0.999922701040172,1,"GO:0000723"
"784","control",9,"telomere organization",0.809066566365251,0.277777777777778,0,0.999404394931067,1,"GO:0032200"
"785","control",9,"toxin transport",-0.297692980337913,0,0,1,1,"GO:1901998"
"786","control",9,"trabecula morphogenesis",-0.0245159461259027,0.111111111111111,0,0.99841648022531,1,"GO:0061383"
"787","control",9,"tube closure",0.570541946853876,0.166666666666667,0,0.995115365068556,1,"GO:0060606"
"788","control",9,"ubiquinone biosynthetic process",-0.124197683495196,0,0,1,1,"GO:0006744"
"789","control",9,"ubiquinone metabolic process",-0.205843138862101,0,0,1,1,"GO:0006743"
"790","control",9,"vacuolar acidification",-0.0403212943659215,0.0555555555555556,0,0.999975517774042,1,"GO:0007035"
"791","control",9,"vacuolar transport",0.404120241318136,0.111111111111111,0,0.999999484484813,1,"GO:0007034"
"792","control",9,"vacuole organization",0.657926537563319,0.166666666666667,0,0.999999759919197,1,"GO:0007033"
"793","control",9,"vasculogenesis",0.470995100037492,0.166666666666667,0,0.999134291734935,1,"GO:0001570"
"794","control",9,"vesicle localization",0.771255408831417,0.166666666666667,0,0.999982415209411,1,"GO:0051648"
"795","control",9,"vesicle organization",-0.113906492546462,0.333333333333333,0.722222222222222,0.998829916989732,1,"GO:0016050"
"796","control",9,"viral process",-0.048035282992955,0.5,0.944444444444444,0.999679328484186,1,"GO:0016032"
"797","control",9,"viral release from host cell",-0.174865381310212,0,0,1,1,"GO:0019076"
"798","control",9,"water-soluble vitamin metabolic process",-0.0584377418307338,0.0555555555555556,0,0.999986231630187,1,"GO:0006767"
"799","enu",3,"ATP metabolic process",-0.0661272902573399,2.86111111111111,2.91666666666667,0.746879304159952,1,"GO:0046034"
"800","enu",3,"COPII vesicle coating",0.9633410726767,0.638888888888889,0,0.714416569006657,1,"GO:0048208"
"801","enu",3,"DNA conformation change",0.186701398393452,1.41666666666667,1.11111111111111,0.999360642509775,1,"GO:0071103"
"802","enu",3,"DNA replication",-0.647361965603924,2.61111111111111,3.94444444444444,0.24520713086519,1,"GO:0006260"
"803","enu",3,"DNA-templated transcription elongation",-0.353149728180809,1.91666666666667,2,0.454919145619696,1,"GO:0006354"
"804","enu",3,"G0 to G1 transition",0.766019466334042,0.638888888888889,0.0833333333333333,0.662914230038733,1,"GO:0045023"
"805","enu",3,"GPI anchor biosynthetic process",0.499383665384627,0.305555555555556,0,0.999488102696813,1,"GO:0006506"
"806","enu",3,"Golgi organization",-0.330487328362326,1.41666666666667,2,0.86906991572961,1,"GO:0007030"
"807","enu",3,"Golgi to plasma membrane protein transport",-0.229898017736298,0.444444444444444,0.444444444444444,0.99969145431606,1,"GO:0043001"
"808","enu",3,"Golgi vesicle transport",-0.599755975017306,3.02777777777778,4.55555555555556,0.0466868622154992,1,"GO:0048193"
"809","enu",3,"NADP metabolic process",-0.163414614489339,0.222222222222222,0.222222222222222,0.999894969804569,1,"GO:0006739"
"810","enu",3,"NADPH regeneration",0.00820790674157681,0.0833333333333333,0,0.99997127094301,1,"GO:0006740"
"811","enu",3,"RNA localization",0.314898148147695,3.36111111111111,2.75,0.819447988993095,1,"GO:0006403"
"812","enu",3,"RNA transport",0.106856097294815,1.86111111111111,2,0.96945147343581,1,"GO:0050658"
"813","enu",3,"Schwann cell differentiation",1.00174510275014,0.5,0,0.993184755674991,1,"GO:0014037"
"814","enu",3,"U2-type prespliceosome assembly",0.467012575650633,0.361111111111111,0,0.971469144540821,1,"GO:1903241"
"815","enu",3,"UV-damage excision repair",0.350939538878184,0.194444444444444,0,0.986867084736237,1,"GO:0070914"
"816","enu",3,"Wnt signaling pathway",-0.150821956128008,5.33333333333333,5.97222222222222,0.265976051888684,1,"GO:0016055"
"817","enu",3,"actin filament organization",-0.161260052775889,4.58333333333333,5.58333333333333,0.563312893187038,1,"GO:0007015"
"818","enu",3,"alcohol biosynthetic process",0.14841209627875,1.83333333333333,1.72222222222222,0.755627094713244,1,"GO:0046165"
"819","enu",3,"amino sugar biosynthetic process",-0.173036492750936,0.111111111111111,0,0.99962410993354,1,"GO:0046349"
"820","enu",3,"aminoglycan biosynthetic process",-0.65748142582648,0.333333333333333,1,0.963992708144509,1,"GO:0006023"
"821","enu",3,"apoptotic mitochondrial changes",0.671800302597951,1.66666666666667,1.11111111111111,0.692023474524499,1,"GO:0008637"
"822","enu",3,"appendage development",-0.0155613051073126,1.77777777777778,2.11111111111111,0.960799480953795,1,"GO:0048736"
"823","enu",3,"aromatic compound catabolic process",-0.0060861368875425,5.55555555555556,6.16666666666667,0.952351577896353,1,"GO:0019439"
"824","enu",3,"autophagosome maturation",-0.148541939704089,0.5,0.833333333333333,0.995105346859039,1,"GO:0097352"
"825","enu",3,"autophagy of mitochondrion",0.00555926536841748,1.13888888888889,1.11111111111111,0.995118335050801,1,"GO:0000422"
"826","enu",3,"axon extension",-0.202770505678285,0.888888888888889,1.22222222222222,0.983521500090924,1,"GO:0048675"
"827","enu",3,"basement membrane organization",0.139407410306615,0.111111111111111,0,0.999991111923697,1,"GO:0071711"
"828","enu",3,"biological process involved in interaction with host",0.0694548803651831,2.38888888888889,2.33333333333333,0.989894672414188,1,"GO:0051701"
"829","enu",3,"body morphogenesis",0.698496072826296,0.694444444444444,0.222222222222222,0.991385628201459,1,"GO:0010171"
"830","enu",3,"bone development",-0.476891546901136,2.19444444444444,2.83333333333333,0.698836200912483,1,"GO:0060348"
"831","enu",3,"branched-chain amino acid metabolic process",0.560840177421763,0.361111111111111,0,0.933935732902733,1,"GO:0009081"
"832","enu",3,"carbohydrate derivative catabolic process",-0.275792031006745,1.61111111111111,2,0.932942008677847,1,"GO:1901136"
"833","enu",3,"carbohydrate derivative transport",-0.129921573976063,0.666666666666667,0.916666666666667,0.994929710488729,1,"GO:1901264"
