"","condition","cycle","region","log2fc.mean.norm","obs.mut.mean","sim.mut.mean","combined_pvalue","combined_pvalue_adjusted","go.id"
"988","enu",3,"negative regulation of transferase activity",-0.149044383223618,3.47222222222222,3.66666666666667,0.933806538795271,1,"GO:0051348"
"989","enu",3,"neural tube development",-0.216692944079036,1.63888888888889,2,0.954989166637261,1,"GO:0021915"
"990","enu",3,"neuron apoptotic process",-0.614752283591009,2,2.91666666666667,0.362156616533682,1,"GO:0051402"
"991","enu",3,"neuron death",-0.687734236925188,2.91666666666667,4.55555555555556,0.267860378031982,1,"GO:0070997"
"992","enu",3,"neuron projection organization",-0.104138528464694,0.888888888888889,1,0.985329086787983,1,"GO:0106027"
"993","enu",3,"neurotrophin signaling pathway",0.425061298455573,0.222222222222222,0,0.999720913186947,1,"GO:0038179"
"994","enu",3,"non-membrane-bounded organelle assembly",-0.011378992648239,4.97222222222222,5.5,0.894153423559007,1,"GO:0140694"
"995","enu",3,"nonribosomal peptide biosynthetic process",0.566081049177721,0.305555555555556,0,0.977874742241536,1,"GO:0019184"
"996","enu",3,"nuclear chromosome segregation",0.033485017656755,4.75,4.75,0.776989156485551,1,"GO:0098813"
"997","enu",3,"nuclear envelope organization",-0.184160573438076,0.888888888888889,0.916666666666667,0.976322366691575,1,"GO:0006998"
"998","enu",3,"nuclear transport",-0.207159464448601,4.16666666666667,4.77777777777778,0.228687123690149,1,"GO:0051169"
"999","enu",3,"nuclear-transcribed mRNA catabolic process",-0.144012512200435,1.83333333333333,2,0.810258676675468,1,"GO:0000956"
"1000","enu",3,"nucleic acid transport",0.129736711205214,2.77777777777778,2.33333333333333,0.138054535344497,1,"GO:0050657"
"1001","enu",3,"nucleocytoplasmic transport",-0.101180652833137,4.38888888888889,4.77777777777778,0.794984291306354,1,"GO:0006913"
"1002","enu",3,"nucleotide catabolic process",-0.44044817711839,0.638888888888889,1,0.932501863582864,1,"GO:0009166"
"1003","enu",3,"nucleus organization",-0.323662770061929,1.25,1.63888888888889,0.711708439856596,1,"GO:0006997"
"1004","enu",3,"oligosaccharide-lipid intermediate biosynthetic process",0.508020757074622,0.222222222222222,0,0.99834219987172,1,"GO:0006490"
"1005","enu",3,"one-carbon metabolic process",0.25136149460219,0.111111111111111,0,0.998952223489117,1,"GO:0006730"
"1006","enu",3,"organelle fission",-0.527021000292715,4.88888888888889,6.58333333333333,0.0613326256740454,1,"GO:0048285"
"1007","enu",3,"organelle fusion",0.094259764850451,2.19444444444444,2,0.487482323119632,1,"GO:0048284"
"1008","enu",3,"organelle inheritance",0.699893841746992,0.416666666666667,0,0.902411059377132,1,"GO:0048308"
"1009","enu",3,"organelle localization by membrane tethering",-0.278459538610213,1,1,0.367001666314181,1,"GO:0140056"
"1010","enu",3,"organophosphate catabolic process",-0.294944359002875,1.5,2,0.64677849940658,1,"GO:0046434"
"1011","enu",3,"organophosphate ester transport",-0.314076405322074,1.61111111111111,1.91666666666667,0.833958087155837,1,"GO:0015748"
"1012","enu",3,"ossification",0.0165153724093833,4.69444444444444,4.97222222222222,0.970207237886056,1,"GO:0001503"
"1013","enu",3,"osteoblast differentiation",-0.0455820856899347,2.58333333333333,2.75,0.984174078623539,1,"GO:0001649"
"1014","enu",3,"oxidative phosphorylation",0.354835365434264,2.33333333333333,2,0.772402451286039,1,"GO:0006119"
"1015","enu",3,"pentose-phosphate shunt",0.60451337309127,0.444444444444444,0,0.507444459922979,1,"GO:0006098"
"1016","enu",3,"peptidyl-lysine modification",-0.324212729043228,4.27777777777778,5.38888888888889,0.169816895625242,1,"GO:0018205"
"1017","enu",3,"pericardium development",0.685735460961559,0.416666666666667,0,0.713885847793936,1,"GO:0060039"
"1018","enu",3,"peroxisome organization",0.691758943351622,0.638888888888889,0.111111111111111,0.84226108895163,1,"GO:0007031"
"1019","enu",3,"phospholipid biosynthetic process",-0.508395773998256,2.86111111111111,3.55555555555556,0.479945869810071,1,"GO:0008654"
"1020","enu",3,"pigment accumulation",0.15880604313894,0.194444444444444,0,0.996938473996821,1,"GO:0043476"
"1021","enu",3,"pigmentation",0.233645798719027,1.44444444444444,1.11111111111111,0.746321537309959,1,"GO:0043473"
"1022","enu",3,"pinocytosis",0.697940886433883,0.305555555555556,0,0.972034247784746,1,"GO:0006907"
"1023","enu",3,"placenta development",-0.241143554195812,1.52777777777778,1.83333333333333,0.879566411376071,1,"GO:0001890"
"1024","enu",3,"plasma membrane tubulation",0.305990593306118,0.222222222222222,0,0.996813614894383,1,"GO:0097320"
"1025","enu",3,"platelet-derived growth factor receptor signaling pathway",-0.728159203909398,0.583333333333333,0.916666666666667,0.995894633494385,1,"GO:0048008"
"1026","enu",3,"polyamine biosynthetic process",0.317103630427484,0.111111111111111,0,0.995983550524711,1,"GO:0006596"
"1027","enu",3,"polyamine metabolic process",0.0342401350639723,0.111111111111111,0,0.999648964846063,1,"GO:0006595"
"1028","enu",3,"polyol metabolic process",0.317236567428495,1.5,1,0.95363987150343,1,"GO:0019751"
"1029","enu",3,"positive regulation by host of viral process",0.652321560833903,0.277777777777778,0,0.962436393549521,1,"GO:0044794"
"1030","enu",3,"positive regulation of GTPase activity",-0.0524619269989905,3.27777777777778,3.33333333333333,0.998029954616657,1,"GO:0043547"
"1031","enu",3,"positive regulation of amide metabolic process",-0.0434981490705109,1.94444444444444,2.11111111111111,0.714904230037212,1,"GO:0034250"
"1032","enu",3,"positive regulation of axonogenesis",0.116152532814345,1.38888888888889,1,0.99322503556123,1,"GO:0050772"
"1033","enu",3,"positive regulation of cell projection organization",-0.359107941354783,3.97222222222222,4.77777777777778,0.611026082406887,1,"GO:0031346"
"1034","enu",3,"positive regulation of cellular component biogenesis",0.0394828450382414,6.22222222222222,6.36111111111111,0.0464031115064776,1,"GO:0044089"
"1035","enu",3,"positive regulation of epithelial to mesenchymal transition",-0.256371311879161,0.305555555555556,0.527777777777778,0.97773756472498,1,"GO:0010718"
"1036","enu",3,"positive regulation of establishment of protein localization",-0.693881186025221,2.61111111111111,4.11111111111111,0.204523990752217,1,"GO:1904951"
"1037","enu",3,"positive regulation of kinase activity",-0.0549728462759175,4.11111111111111,4.66666666666667,0.683010399601073,1,"GO:0033674"
"1038","enu",3,"positive regulation of microtubule polymerization",0.2510906789474,0.222222222222222,0,0.999764958605649,1,"GO:0031116"
"1039","enu",3,"positive regulation of nervous system development",0.472587384664966,3.88888888888889,3.02777777777778,0.432988181952391,1,"GO:0051962"
"1040","enu",3,"positive regulation of neurogenesis",-0.0277601153695101,2.63888888888889,2.83333333333333,0.844411702556195,1,"GO:0050769"
"1041","enu",3,"positive regulation of neuron migration",0.502034071674432,0.277777777777778,0,0.966277210666788,1,"GO:2001224"
"1042","enu",3,"positive regulation of protein localization",-0.140236197034177,5.5,6.08333333333333,0.308543588335143,1,"GO:1903829"
"1043","enu",3,"positive regulation of stem cell population maintenance",1.10153255425193,0.972222222222222,0.222222222222222,0.776052329484966,1,"GO:1902459"
"1044","enu",3,"positive regulation of viral process",-0.141480288066132,0.972222222222222,0.75,0.997990709477469,1,"GO:0048524"
"1045","enu",3,"postsynapse organization",0.0581133168245406,2.38888888888889,2,0.173345689772275,1,"GO:0099173"
"1046","enu",3,"proteasome-mediated ubiquitin-dependent protein catabolic process",-0.0357449564267475,6.30555555555556,6.66666666666667,0.899466463065891,1,"GO:0043161"
"1047","enu",3,"protein autophosphorylation",-0.387970369241536,2.19444444444444,2.75,0.670678816848788,1,"GO:0046777"
"1048","enu",3,"protein folding",-0.142002438315126,2.63888888888889,3.11111111111111,0.700778428093804,1,"GO:0006457"
"1049","enu",3,"protein glycosylation",0.569546387094086,3.72222222222222,2.83333333333333,0.463070007394175,1,"GO:0006486"
"1050","enu",3,"protein lipidation",0.179240229450158,1.22222222222222,1,0.994439357901915,1,"GO:0006497"
"1051","enu",3,"protein localization to nucleus",-0.335098879076586,3.27777777777778,4.02777777777778,0.549219672250566,1,"GO:0034504"
"1052","enu",3,"protein neddylation",0.0385738022107047,0.194444444444444,0.111111111111111,0.997234728142859,1,"GO:0045116"
"1053","enu",3,"protein polyubiquitination",-0.119826732133533,2.94444444444444,3.52777777777778,0.992645218684284,1,"GO:0000209"
"1054","enu",3,"protein targeting",-0.214444741387334,3.86111111111111,4.86111111111111,0.47453069273568,1,"GO:0006605"
"1055","enu",3,"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0.310709269965,0.222222222222222,0,0.9723950912348,1,"GO:0043328"
"1056","enu",3,"protein-DNA complex subunit organization",0.320587302740531,3.36111111111111,2.83333333333333,0.954034392167552,1,"GO:0071824"
"1057","enu",3,"protein-containing complex localization",-0.0184203168176883,2.44444444444444,2.22222222222222,0.700610608520386,1,"GO:0031503"
"1058","enu",3,"proton motive force-driven ATP synthesis",0.0747629932007453,1.08333333333333,1,0.990267166821059,1,"GO:0015986"
"1059","enu",3,"proton transmembrane transport",-0.5536009905442,1.05555555555556,1.55555555555556,0.869051687774471,1,"GO:1902600"
"1060","enu",3,"pteridine-containing compound metabolic process",0.75284996940548,0.361111111111111,0,0.976174957389229,1,"GO:0042558"
"1061","enu",3,"quinone biosynthetic process",0.462593705785237,0.111111111111111,0,0.998830992552975,1,"GO:1901663"
"1062","enu",3,"rRNA metabolic process",-0.24486747026769,3.30555555555556,3.83333333333333,0.965118000985398,1,"GO:0016072"
"1063","enu",3,"receptor metabolic process",-0.562538348620291,0.444444444444444,0.916666666666667,0.960448176409762,1,"GO:0043112"
"1064","enu",3,"regulation of ATP metabolic process",-1.25967008261988,0.166666666666667,1,0.816766514391024,1,"GO:1903578"
"1065","enu",3,"regulation of ATP-dependent activity",-0.828853722489497,0.388888888888889,1,0.982460560415124,1,"GO:0043462"
"1066","enu",3,"regulation of DNA repair",-0.387891464486991,2.69444444444444,3.22222222222222,0.30856956158907,1,"GO:0006282"
"1067","enu",3,"regulation of DNA replication",-0.990144290352542,0.972222222222222,2,0.182212619241576,1,"GO:0006275"
"1068","enu",3,"regulation of G0 to G1 transition",0.30629660825815,0.694444444444444,0.416666666666667,0.473701537619747,1,"GO:0070316"
"1069","enu",3,"regulation of GTPase activity",-0.3467062558216,3.30555555555556,4.13888888888889,0.616252143100495,1,"GO:0043087"
"1070","enu",3,"regulation of Golgi organization",0.317070152175742,0.111111111111111,0,0.998445312966093,1,"GO:1903358"
"1071","enu",3,"regulation of actin filament organization",0.0605443194760063,3.11111111111111,3.22222222222222,0.492581561394201,1,"GO:0110053"
"1072","enu",3,"regulation of actin filament-based process",0.206176864481259,5.25,4.86111111111111,0.953455517145953,1,"GO:0032970"
"1073","enu",3,"regulation of anatomical structure size",-0.281601552331907,4.55555555555556,5.55555555555556,0.0597743398884905,1,"GO:0090066"
"1074","enu",3,"regulation of apoptotic signaling pathway",-0.364149568449349,3.83333333333333,5.16666666666667,0.355904029115869,1,"GO:2001233"
"1075","enu",3,"regulation of autophagosome maturation",-0.305845946602676,0,0,1,1,"GO:1901096"
"1076","enu",3,"regulation of autophagy",-0.155364993780667,3.97222222222222,4.86111111111111,0.922148919830131,1,"GO:0010506"
"1077","enu",3,"regulation of binding",-0.405289392930381,3.58333333333333,4.77777777777778,0.727704041289729,1,"GO:0051098"
"1078","enu",3,"regulation of carbohydrate metabolic process",0.0571983257218723,2.30555555555556,2,0.810669948562558,1,"GO:0006109"
"1079","enu",3,"regulation of cell cycle phase transition",-0.106613401877858,5.69444444444444,6.27777777777778,0.174615115235965,1,"GO:1901987"
"1080","enu",3,"regulation of cell division",0.12003327577431,2.22222222222222,2,0.858067062263511,1,"GO:0051302"
"1081","enu",3,"regulation of cell growth",-0.496509453333201,3.94444444444444,5.36111111111111,0.0689789846971994,1,"GO:0001558"
"1082","enu",3,"regulation of cell morphogenesis",-0.500344616879903,2.5,3.44444444444444,0.498187152100896,1,"GO:0022604"
"1083","enu",3,"regulation of cell-substrate adhesion",-0.18270976406931,2.36111111111111,2.75,0.567168764071853,1,"GO:0010810"
"1084","enu",3,"regulation of cell-substrate junction assembly",-0.362057386266789,0.555555555555556,0.805555555555556,0.998334954493902,1,"GO:0090109"
"1085","enu",3,"regulation of cell-substrate junction organization",-0.119820451769857,1.08333333333333,1,0.676862265898101,1,"GO:0150116"
"1086","enu",3,"regulation of cellular component size",0.268192813042274,4.66666666666667,4.41666666666667,0.702381913648393,1,"GO:0032535"
"1087","enu",3,"regulation of chromosome organization",-0.219614160748936,2.80555555555556,3.75,0.307399969218301,1,"GO:0033044"
"1088","enu",3,"regulation of chromosome segregation",-0.457219064336086,1.33333333333333,1.91666666666667,0.73361333316196,1,"GO:0051983"
"1089","enu",3,"regulation of circadian rhythm",0.337277319571966,1.36111111111111,1.11111111111111,0.997805676942189,1,"GO:0042752"
"1090","enu",3,"regulation of cysteine-type endopeptidase activity involved in apoptotic process",-0.0273369474178883,2.16666666666667,2.33333333333333,0.514358148606093,1,"GO:0043281"
"1091","enu",3,"regulation of cytokinesis",0.577346215376847,1.69444444444444,1,0.461824876522084,1,"GO:0032465"
"1092","enu",3,"regulation of embryonic development",-0.125951659767825,0.777777777777778,1,0.94372393213162,1,"GO:0045995"
"1093","enu",3,"regulation of establishment of cell polarity",0.568800912029347,0.305555555555556,0,0.997567747008454,1,"GO:2000114"
"1094","enu",3,"regulation of extracellular matrix organization",0.563209007430671,0.972222222222222,0.833333333333333,0.998171738249883,1,"GO:1903053"
"1095","enu",3,"regulation of fibroblast migration",0.201764782951914,0.277777777777778,0,0.997841476452474,1,"GO:0010762"
"1096","enu",3,"regulation of fibroblast proliferation",-0.771590934194445,0.222222222222222,1,0.88306958643538,1,"GO:0048145"
"1097","enu",3,"regulation of focal adhesion assembly",-0.166383355370445,0.916666666666667,0.916666666666667,0.999864537322105,1,"GO:0051893"
"1098","enu",3,"regulation of generation of precursor metabolites and energy",-0.470371279415091,1.19444444444444,1.63888888888889,0.91632472725908,1,"GO:0043467"
"1099","enu",3,"regulation of glucose metabolic process",-0.191028248693677,0.861111111111111,1,0.990899449741162,1,"GO:0010906"
"1100","enu",3,"regulation of interferon-beta production",0.211359821137157,0.583333333333333,0.611111111111111,0.984228012401161,1,"GO:0032648"
"1101","enu",3,"regulation of intracellular protein transport",-0.342590324680991,2.47222222222222,3.22222222222222,0.187317112518812,1,"GO:0033157"
"1102","enu",3,"regulation of intracellular steroid hormone receptor signaling pathway",-0.431218223911068,0.527777777777778,1,0.971121123517514,1,"GO:0033143"
"1103","enu",3,"regulation of intracellular transport",0.134764041107126,4.72222222222222,4.55555555555556,0.563231951338816,1,"GO:0032386"
"1104","enu",3,"regulation of ketone biosynthetic process",0.640779446464026,0.277777777777778,0,0.972344481353707,1,"GO:0010566"
"1105","enu",3,"regulation of ligase activity",0.293859926062464,0.277777777777778,0,0.881676277268027,1,"GO:0051340"
"1106","enu",3,"regulation of membrane permeability",-0.617921622088246,0.638888888888889,1,0.991610376142161,1,"GO:0090559"
"1107","enu",3,"regulation of microtubule cytoskeleton organization",-0.749279459495244,1.11111111111111,2,0.432293094467286,1,"GO:0070507"
"1108","enu",3,"regulation of microtubule depolymerization",0.520414208810984,0.444444444444444,0,0.776417728354813,1,"GO:0031114"
"1109","enu",3,"regulation of microtubule-based process",-0.2149275674989,3.02777777777778,3.13888888888889,0.535573546375826,1,"GO:0032886"
"1110","enu",3,"regulation of mitochondrial fission",1.05455533699021,0.777777777777778,0,0.470512544695881,1,"GO:0090140"
"1111","enu",3,"regulation of mitochondrial membrane permeability",-0.25916673289893,0.666666666666667,0.916666666666667,0.949912092737826,1,"GO:0046902"
"1112","enu",3,"regulation of mitochondrial membrane potential",0.507562876260487,1.25,1,0.949665315388501,1,"GO:0051881"
"1113","enu",3,"regulation of ncRNA transcription",0.90452086787588,0.444444444444444,0,0.881138886043102,1,"GO:0140747"
"1114","enu",3,"regulation of neuron apoptotic process",-0.0642988010217754,2.72222222222222,2.75,0.870964062220292,1,"GO:0043523"
"1115","enu",3,"regulation of neuron death",0.0825475319736512,3.44444444444444,3.63888888888889,0.913703626258725,1,"GO:1901214"
"1116","enu",3,"regulation of neuron projection development",-0.0385229266075114,5.05555555555556,5.66666666666667,0.530032976786516,1,"GO:0010975"
"1117","enu",3,"regulation of pinocytosis",0.488846517559943,0.277777777777778,0,0.911716441245678,1,"GO:0048548"
"1118","enu",3,"regulation of plasma membrane bounded cell projection assembly",0.0574944866607064,2.25,2.44444444444444,0.284201861348515,1,"GO:0120032"
"1119","enu",3,"regulation of protein catabolic process",-0.44458105858304,3.52777777777778,5.05555555555556,0.237875322641175,1,"GO:0042176"
"1120","enu",3,"regulation of protein dephosphorylation",-0.354171249346271,0.722222222222222,1,0.911283351880015,1,"GO:0035304"
"1121","enu",3,"regulation of protein modification by small protein conjugation or removal",-0.0365892305629569,3.27777777777778,3.66666666666667,0.765442850684039,1,"GO:1903320"
"1122","enu",3,"regulation of protein stability",-0.3423051882561,3.08333333333333,4.36111111111111,0.794497740414761,1,"GO:0031647"
"1123","enu",3,"regulation of protein-containing complex assembly",-0.107338079263564,4.94444444444444,5.44444444444444,0.827543804075804,1,"GO:0043254"
"1124","enu",3,"regulation of response to DNA damage stimulus",-0.671323255517093,3,4.66666666666667,0.0967235992779014,1,"GO:2001020"
"1125","enu",3,"regulation of small molecule metabolic process",0.378131967454438,4.33333333333333,3.86111111111111,0.802630126968896,1,"GO:0062012"
"1126","enu",3,"regulation of stem cell differentiation",0.0545420770601382,1.25,1,0.99789606609847,1,"GO:2000736"
"1127","enu",3,"regulation of steroid hormone biosynthetic process",0.233416294331335,0.111111111111111,0,0.995042190181711,1,"GO:0090030"
"1128","enu",3,"regulation of supramolecular fiber organization",-0.0455204261683128,4.22222222222222,4.66666666666667,0.745065532369537,1,"GO:1902903"
"1129","enu",3,"regulation of translational fidelity",0.0526173897139125,0,0,1,1,"GO:0006450"
"1130","enu",3,"regulation of type I interferon-mediated signaling pathway",-0.0272387570774986,0.277777777777778,0.222222222222222,0.989248451685629,1,"GO:0060338"
"1131","enu",3,"regulation of ubiquitin-protein transferase activity",0.241819235086992,1.05555555555556,0.916666666666667,0.698889503362147,1,"GO:0051438"
"1132","enu",3,"regulation of vacuole organization",-0.544453541523889,0.638888888888889,0.916666666666667,0.978103987351475,1,"GO:0044088"
"1133","enu",3,"release of cytochrome c from mitochondria",-0.363692624749583,0.527777777777778,0.75,0.993395965942925,1,"GO:0001836"
"1134","enu",3,"renal system development",-0.500235826014766,2.80555555555556,3.55555555555556,0.0568920604345891,1,"GO:0072001"
"1135","enu",3,"respiratory system development",0.173659229776304,2.86111111111111,2.33333333333333,0.120046596193154,1,"GO:0060541"
"1136","enu",3,"respiratory tube development",-0.298118149886278,1.72222222222222,2.11111111111111,0.613493863824988,1,"GO:0030323"
"1137","enu",3,"response to UV",-0.108827329682401,1.88888888888889,2.11111111111111,0.743936481148668,1,"GO:0009411"
"1138","enu",3,"response to acid chemical",0.024936405020492,1.5,1.33333333333333,0.404506897552646,1,"GO:0001101"
"1139","enu",3,"response to amino acid",0.174569570941541,1.08333333333333,1.11111111111111,0.998001529427327,1,"GO:0043200"
"1140","enu",3,"response to amino acid starvation",-0.143070161774496,0.888888888888889,0.833333333333333,0.909101297251448,1,"GO:1990928"
"1141","enu",3,"response to arsenic-containing substance",1.17810550437501,0.861111111111111,0,0.430833002621151,1,"GO:0046685"
"1142","enu",3,"response to endoplasmic reticulum stress",-0.191624512240481,2.97222222222222,3.75,0.75818193099136,1,"GO:0034976"
"1143","enu",3,"response to fluid shear stress",0.741690190002156,0.583333333333333,0.194444444444444,0.705027726734877,1,"GO:0034405"
"1144","enu",3,"response to insulin",0.00298206724785678,3.22222222222222,3.33333333333333,0.977735101200336,1,"GO:0032868"
"1145","enu",3,"response to ionizing radiation",-0.433005225699611,1.36111111111111,2.11111111111111,0.868049829402609,1,"GO:0010212"
"1146","enu",3,"response to oxidative stress",-0.0982181000685784,5.41666666666667,5.77777777777778,0.339068456825749,1,"GO:0006979"
"1147","enu",3,"response to oxygen levels",-0.278573936176306,3.36111111111111,3.94444444444444,0.21917399712125,1,"GO:0070482"
"1148","enu",3,"response to reactive oxygen species",-0.417611565091558,1.94444444444444,2.63888888888889,0.347821291634118,1,"GO:0000302"
"1149","enu",3,"response to sterol depletion",0.446529095265654,0.333333333333333,0,0.858929961883159,1,"GO:0006991"
"1150","enu",3,"response to topologically incorrect protein",-0.328561393689402,1.77777777777778,2.33333333333333,0.764108815484802,1,"GO:0035966"
"1151","enu",3,"response to transforming growth factor beta",-0.0590518201350453,3.33333333333333,3.55555555555556,0.700532610696716,1,"GO:0071559"
"1152","enu",3,"response to virus",-0.074042371992998,4.41666666666667,4.77777777777778,0.836375652875239,1,"GO:0009615"
"1153","enu",3,"rhythmic process",0.0894813783293528,3.22222222222222,3.63888888888889,0.886139003467429,1,"GO:0048511"
"1154","enu",3,"ribonucleoprotein complex assembly",-0.286696061543153,2.44444444444444,2.94444444444444,0.697968333371887,1,"GO:0022618"
"1155","enu",3,"ribonucleoprotein complex subunit organization",-0.0306755782088861,3,3.11111111111111,0.989070301797735,1,"GO:0071826"
"1156","enu",3,"ribonucleotide metabolic process",-0.159317891816294,5.5,5.66666666666667,0.888123162713852,1,"GO:0009259"
"1157","enu",3,"ribose phosphate metabolic process",-0.484634217214896,4.19444444444444,5.88888888888889,0.246136479124828,1,"GO:0019693"
"1158","enu",3,"ribosomal subunit export from nucleus",0.201786546554444,0.194444444444444,0,0.997795959723398,1,"GO:0000054"
"1159","enu",3,"ribosome assembly",0.0581742250254081,1.11111111111111,0.916666666666667,0.882886691038275,1,"GO:0042255"
"1160","enu",3,"ribosome biogenesis",0.415549746922888,5.25,4.55555555555556,0.469240290893777,1,"GO:0042254"
"1161","enu",3,"ribosome localization",0.578698140341615,0.305555555555556,0,0.970772009697749,1,"GO:0033750"
"1162","enu",3,"roof of mouth development",-0.0333611114110452,0.916666666666667,1,0.997821916370564,1,"GO:0060021"
"1163","enu",3,"semaphorin-plexin signaling pathway involved in neuron projection guidance",0.0370104374629146,0,0,1,1,"GO:1902285"
"1164","enu",3,"seminiferous tubule development",0.36027766426805,0.194444444444444,0,0.997635393247006,1,"GO:0072520"
"1165","enu",3,"signal peptide processing",0.334158410314971,0.194444444444444,0,0.993584425996804,1,"GO:0006465"
"1166","enu",3,"signal transduction in response to DNA damage",0.369225851996949,2.52777777777778,2.55555555555556,0.991104934848954,1,"GO:0042770"
"1167","enu",3,"sister chromatid segregation",0.206217995495433,4,3.83333333333333,0.852231046193721,1,"GO:0000819"
"1168","enu",3,"small molecule catabolic process",-0.40290122641296,2.69444444444444,4.55555555555556,0.212960892072304,1,"GO:0044282"
"1169","enu",3,"smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.315301137572681,0.194444444444444,0,0.996994296105263,1,"GO:0060831"
"1170","enu",3,"sphingomyelin biosynthetic process",-0.0329560265654369,0.222222222222222,0,0.931828695992444,1,"GO:0006686"
"1171","enu",3,"spindle localization",-0.502986193104394,0.444444444444444,0.75,0.993782233272526,1,"GO:0051653"
"1172","enu",3,"stem cell differentiation",-0.185113639690085,2.47222222222222,2.91666666666667,0.193085186563291,1,"GO:0048863"
"1173","enu",3,"stem cell population maintenance",0.202752430149437,2.22222222222222,2.11111111111111,0.444647469130565,1,"GO:0019827"
"1174","enu",3,"sterol biosynthetic process",0.264643631690112,0.861111111111111,0.75,0.910668210527583,1,"GO:0016126"
"1175","enu",3,"stress granule assembly",0.519626763202931,0.194444444444444,0,0.999843586810297,1,"GO:0034063"
"1176","enu",3,"substantia nigra development",-0.0508959553968193,0.333333333333333,0.416666666666667,0.867672835003663,1,"GO:0021762"
"1177","enu",3,"substrate adhesion-dependent cell spreading",0.253142914628705,1.19444444444444,1,0.993086773023358,1,"GO:0034446"
"1178","enu",3,"sulfur compound metabolic process",-0.726018198346678,1.86111111111111,3.55555555555556,0.161421211259897,1,"GO:0006790"
"1179","enu",3,"suppression of viral release by host",0.00173463309255145,0.111111111111111,0,0.998355510981062,1,"GO:0044790"
"1180","enu",3,"synaptic vesicle lumen acidification",0.504060739411847,0.277777777777778,0,0.928391556979617,1,"GO:0097401"
"1181","enu",3,"telomerase RNA localization to Cajal body",0.387649405155071,0.111111111111111,0,0.999560206888601,1,"GO:0090671"
"1182","enu",3,"telomere maintenance",0.245057501925532,2.61111111111111,2,0.524918083411927,1,"GO:0000723"
"1183","enu",3,"telomere organization",0.0381803490753662,2.33333333333333,2.55555555555556,0.986244440158179,1,"GO:0032200"
"1184","enu",3,"toxin transport",0.598509828886938,0.444444444444444,0.111111111111111,0.994756831173215,1,"GO:1901998"
"1185","enu",3,"trabecula morphogenesis",0.391152513056756,0.305555555555556,0.111111111111111,0.997018153720788,1,"GO:0061383"
"1186","enu",3,"tube closure",0.138292670531145,1.27777777777778,1.11111111111111,0.998127589240123,1,"GO:0060606"
"1187","enu",3,"ubiquinone biosynthetic process",0.109506478101503,0.194444444444444,0,0.998869055602831,1,"GO:0006744"
"1188","enu",3,"ubiquinone metabolic process",0.833054077084079,0.527777777777778,0,0.508865035145845,1,"GO:0006743"
"1189","enu",3,"vacuolar acidification",0.398639038261533,0.305555555555556,0,0.999145016121115,1,"GO:0007035"
"1190","enu",3,"vacuolar transport",-0.443748666291778,1.69444444444444,2.22222222222222,0.924980387851261,1,"GO:0007034"
"1191","enu",3,"vacuole organization",-0.00129349932809029,2.86111111111111,3.02777777777778,0.870245559188876,1,"GO:0007033"
"1192","enu",3,"vasculogenesis",-0.1195536877437,0.527777777777778,1,0.980823459803824,1,"GO:0001570"
"1193","enu",3,"vesicle localization",-0.173218394164763,2.25,2.63888888888889,0.279303325168794,1,"GO:0051648"
"1194","enu",3,"vesicle organization",-0.0668107966010048,4.66666666666667,4.97222222222222,0.49532442030457,1,"GO:0016050"
"1195","enu",3,"viral process",-0.00297164338060169,5.05555555555556,5.55555555555556,0.893431417592021,1,"GO:0016032"
"1196","enu",3,"viral release from host cell",0.657750534803417,0.472222222222222,0,0.900350936222389,1,"GO:0019076"
"1197","enu",3,"water-soluble vitamin metabolic process",-0.491717911914154,0.611111111111111,0.916666666666667,0.972401079516895,1,"GO:0006767"
"1198","enu",6,"ATP metabolic process",-0.635963757997421,3.99444444444444,6.47777777777778,0.0135864032215789,0.258141661209999,"GO:0046034"
"1199","enu",6,"COPII vesicle coating",0.0165343820118699,0.827777777777778,0.833333333333333,0.999077537960231,0.999999999999971,"GO:0048208"
"1200","enu",6,"DNA conformation change",0.104675697472456,2.78888888888889,2.87777777777778,0.879192006976328,0.999999999999971,"GO:0071103"
"1201","enu",6,"DNA replication",-0.350505674348543,7.36111111111111,9.66666666666667,0.192996672317233,0.987252208392001,"GO:0006260"
"1202","enu",6,"DNA-templated transcription elongation",-0.303717621936494,3.25,4.35555555555556,0.51367881647044,0.999999999999971,"GO:0006354"
"1203","enu",6,"G0 to G1 transition",0.345452712651596,1.32777777777778,1.09444444444444,0.996326569243514,0.999999999999971,"GO:0045023"
"1204","enu",6,"GPI anchor biosynthetic process",-0.568481568665196,0.5,0.833333333333333,0.999711489298643,0.999999999999971,"GO:0006506"
"1205","enu",6,"Golgi organization",-0.269080036269876,3.67222222222222,4.75,0.797237535900242,0.999999999999971,"GO:0007030"
"1206","enu",6,"Golgi to plasma membrane protein transport",-0.524965568825637,0.961111111111111,1.46666666666667,0.920679919444932,0.999999999999971,"GO:0043001"
"1207","enu",6,"Golgi vesicle transport",-0.189705657787273,8.42777777777778,10.7222222222222,0.187626162897569,0.987252208392001,"GO:0048193"
"1208","enu",6,"NADP metabolic process",-0.178303861156035,1.22777777777778,1.27222222222222,0.92403250685853,0.999999999999971,"GO:0006739"
