"region","control","enu","group_diff","group","p_value","significant_p_adjusted","significant_p_adjusted_both_groups","GO.ID","p_value.adjust"
"protein maturation",-0.222222222222222,0.398329166746796,0.620551388969018,"downsampled",0.0937082281425077,NA,NA,"GO:0051604",0.668597242556415
"protein neddylation",0,0.176106944524573,0.176106944524573,"downsampled",0.346593507087334,NA,NA,"GO:0045116",0.668597242556415
"protein polyubiquitination",0.287218055635684,0.509440277857907,0.222222222222222,"downsampled",0.450678231573015,NA,NA,"GO:0000209",0.751908759411973
"protein targeting",0,0.620551388969018,0.620551388969018,"downsampled",0.0329275772446895,"*",NA,"GO:0006605",0.668597242556415
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0,0,"downsampled",NA,NA,NA,"GO:0043328",NA
"protein-DNA complex assembly",0.222222222222222,0.620551388969018,0.398329166746796,"downsampled",0.13671431371162,NA,NA,"GO:0065004",0.668597242556415
"protein-DNA complex subunit organization",0.222222222222222,0.620551388969018,0.398329166746796,"downsampled",0.13671431371162,NA,NA,"GO:0071824",0.668597242556415
"protein-containing complex localization",0.176106944524573,0.111111111111111,-0.0649958334134622,"downsampled",0.759706541266705,NA,NA,"GO:0031503",0.899358478999555
"proton transmembrane transport",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1902600",0.668597242556415
"pteridine-containing compound metabolic process",0,0,0,"downsampled",NA,NA,NA,"GO:0042558",NA
"pyruvate metabolic process",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0006090",0.668597242556415
"quinone biosynthetic process",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1901663",0.668597242556415
"rRNA metabolic process",0.222222222222222,0.509440277857907,0.287218055635684,"downsampled",0.280996284736199,NA,NA,"GO:0016072",0.668597242556415
"receptor metabolic process",0.398329166746796,0.222222222222222,-0.176106944524573,"downsampled",0.498856394235888,NA,NA,"GO:0043112",0.797739851254194
"regulation of ATP metabolic process",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1903578",0.668597242556415
"regulation of DNA repair",0.444444444444444,0.509440277857907,0.0649958334134623,"downsampled",0.815481140842557,NA,NA,"GO:0006282",0.928658887160846
"regulation of DNA replication",0,0.333333333333333,0.333333333333333,"downsampled",0.195015528100076,NA,NA,"GO:0006275",0.668597242556415
"regulation of G0 to G1 transition",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0070316",0.668597242556415
"regulation of GTPase activity",-0.268337499919872,-0.20334166650641,0.0649958334134618,"downsampled",0.875557291483528,NA,NA,"GO:0043087",0.962216545589406
"regulation of Golgi organization",0,0,0,"downsampled",NA,NA,NA,"GO:1903358",NA
"regulation of actin filament organization",0.111111111111111,0.398329166746796,0.287218055635684,"downsampled",0.401472497736538,NA,NA,"GO:0110053",0.751593862041658
"regulation of actin filament-based process",-0.333333333333333,-0.379448611030983,-0.0461152776976493,"downsampled",0.863994376106457,NA,NA,"GO:0032970",0.952760921596846
"regulation of anatomical structure size",-0.0272347219818364,-0.888888888888889,-0.861654166907052,"downsampled",0.0201141596775313,"*",NA,"GO:0090066",0.668597242556415
"regulation of apoptotic signaling pathway",-0.289742508580138,-0.601670833253205,-0.311928324673067,"downsampled",0.437436985211663,NA,NA,"GO:2001233",0.751908759411973
"regulation of autophagy",-0.222222222222222,0.322987843956502,0.545210066178724,"downsampled",0.140789267172803,NA,NA,"GO:0010506",0.668597242556415
"regulation of axonogenesis",0.222222222222222,0.111111111111111,-0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0050770",0.797739851254194
"regulation of binding",0.129991666826924,-0.0733499996794862,-0.20334166650641,"downsampled",0.570059410900048,NA,NA,"GO:0051098",0.797739851254194
"regulation of carbohydrate metabolic process",0.287218055635684,0.398329166746796,0.111111111111111,"downsampled",0.701927387047254,NA,NA,"GO:0006109",0.862674116905404
"regulation of cell cycle phase transition",-0.444444444444444,-0.222222222222222,0.222222222222222,"downsampled",0.557422076553158,NA,NA,"GO:1901987",0.797739851254194
"regulation of cell growth",-0.067520286357916,0.0838763891292742,0.15139667548719,"downsampled",0.697748104962371,NA,NA,"GO:0001558",0.860823332558941
"regulation of cell morphogenesis",0.0188805557158124,0.463325000160258,0.444444444444445,"downsampled",0.195032321175181,NA,NA,"GO:0022604",0.668597242556415
"regulation of cell projection assembly",0.222222222222222,0,-0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0060491",0.668597242556415
"regulation of cell-substrate adhesion",0.287218055635684,0.398329166746796,0.111111111111111,"downsampled",0.788508464342686,NA,NA,"GO:0010810",0.913695359369282
"regulation of cell-substrate junction assembly",0.111111111111111,0.222222222222222,0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0090109",0.797739851254194
"regulation of cell-substrate junction organization",0.111111111111111,0.222222222222222,0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0150116",0.797739851254194
"regulation of cellular component size",-0.249456944204059,-1,-0.750543055795941,"downsampled",0.0167263305096237,"*",NA,"GO:0032535",0.668597242556415
"regulation of cellular response to oxidative stress",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1900407",0.668597242556415
"regulation of chromatin organization",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1902275",0.668597242556415
"regulation of chromosome organization",0.444444444444444,0.222222222222222,-0.222222222222222,"downsampled",0.346855887206105,NA,NA,"GO:0033044",0.668597242556415
"regulation of chromosome segregation",0.222222222222222,0.111111111111111,-0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0051983",0.797739851254194
"regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.222222222222222,0.555555555555556,0.333333333333333,"downsampled",0.260115584745327,NA,NA,"GO:0043281",0.668597242556415
"regulation of cytokinesis",0,0.222222222222222,0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0032465",0.668597242556415
"regulation of defense response to virus",0.111111111111111,0.287218055635684,0.176106944524573,"downsampled",0.449025703095065,NA,NA,"GO:0050688",0.751908759411973
"regulation of dephosphorylation",0.333333333333333,0.444444444444444,0.111111111111111,"downsampled",0.652543514029001,NA,NA,"GO:0035303",0.827240202824167
"regulation of developmental growth",0.352213889049146,0.444444444444444,0.0922305553952982,"downsampled",0.816181568529563,NA,NA,"GO:0048638",0.928658887160846
"regulation of embryonic development",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0045995",1
"regulation of endocytosis",0.574436111271369,0.222222222222222,-0.352213889049147,"downsampled",0.228618369440118,NA,NA,"GO:0030100",0.668597242556415
"regulation of extracellular matrix organization",0.222222222222222,0.287218055635684,0.0649958334134623,"downsampled",0.794517703799376,NA,NA,"GO:1903053",0.913695359369282
"regulation of fibroblast migration",0.176106944524573,0,-0.176106944524573,"downsampled",0.346593507087334,NA,NA,"GO:0010762",0.668597242556415
"regulation of fibroblast proliferation",0,0.222222222222222,0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0048145",0.668597242556415
"regulation of focal adhesion assembly",0.111111111111111,0.222222222222222,0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0051893",0.797739851254194
"regulation of gene silencing by RNA",0.333333333333333,0,-0.333333333333333,"downsampled",0.195015528100076,NA,NA,"GO:0060966",0.668597242556415
"regulation of generation of precursor metabolites and energy",0,0.222222222222222,0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0043467",0.668597242556415
"regulation of intracellular protein transport",0.444444444444444,0.333333333333333,-0.111111111111111,"downsampled",0.71105079289684,NA,NA,"GO:0033157",0.867266497396903
"regulation of intracellular steroid hormone receptor signaling pathway",0,0,0,"downsampled",NA,NA,NA,"GO:0033143",NA
"regulation of intracellular transport",0.176106944524573,0,-0.176106944524573,"downsampled",0.705310206352626,NA,NA,"GO:0032386",0.863535689907018
"regulation of membrane permeability",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0090559",0.668597242556415
"regulation of microtubule cytoskeleton organization",0.111111111111111,0.222222222222222,0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0070507",0.797739851254194
"regulation of microtubule depolymerization",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0031114",0.668597242556415
"regulation of microtubule polymerization",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0031113",1
"regulation of microtubule-based process",0.222222222222222,0.333333333333333,0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0032886",0.820096867531917
"regulation of mitochondrial membrane permeability",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0046902",0.668597242556415
"regulation of mitochondrial membrane potential",0,0.222222222222222,0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0051881",0.668597242556415
"regulation of ncRNA transcription",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0140747",0.668597242556415
"regulation of nervous system development",-0.379448611030983,-0.268337499919872,0.111111111111111,"downsampled",0.766481444300841,NA,NA,"GO:0051960",0.904055036867659
"regulation of neurogenesis",-0.379448611030983,-0.314452777617521,0.0649958334134618,"downsampled",0.855226772190295,NA,NA,"GO:0050767",0.951737716613234
"regulation of neuron apoptotic process",0.111111111111111,0.796658333493591,0.68554722238248,"downsampled",0.0573775115417436,NA,NA,"GO:0043523",0.668597242556415
"regulation of neuron death",-0.490559722142094,0.907769444604702,1.3983291667468,"downsampled",0.00311364235844546,"**",NA,"GO:1901214",0.609491987439675
"regulation of neuron projection development",-0.555555555555556,-0.666666666666667,-0.111111111111111,"downsampled",0.652543514029001,NA,NA,"GO:0010975",0.827240202824167
"regulation of oxidative stress-induced cell death",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1903201",0.668597242556415
"regulation of protein catabolic process",-0.712781944364316,-0.0461152776976493,0.666666666666667,"downsampled",0.0456808820472999,"*",NA,"GO:0042176",0.668597242556415
"regulation of protein dephosphorylation",0.222222222222222,0.333333333333333,0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0035304",0.820096867531917
"regulation of protein modification by small protein conjugation or removal",0,0.333333333333333,0.333333333333333,"downsampled",0.0805162379572626,NA,NA,"GO:1903320",0.668597242556415
"regulation of protein stability",0.620551388969017,0.333333333333333,-0.287218055635684,"downsampled",0.233652749728785,NA,NA,"GO:0031647",0.668597242556415
"regulation of protein-containing complex assembly",-0.268337499919872,-0.111111111111111,0.15722638880876,"downsampled",0.672247153020147,NA,NA,"GO:0043254",0.845560872158153
"regulation of response to DNA damage stimulus",0.333333333333333,0.287218055635684,-0.0461152776976488,"downsampled",0.896537037697852,NA,NA,"GO:2001020",0.975286912630771
"regulation of response to oxidative stress",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1902882",0.668597242556415
"regulation of stem cell differentiation",0.287218055635684,0.111111111111111,-0.176106944524573,"downsampled",0.449025703095065,NA,NA,"GO:2000736",0.751908759411973
"regulation of stem cell population maintenance",0.111111111111111,0.398329166746796,0.287218055635684,"downsampled",0.244433056527958,NA,NA,"GO:2000036",0.668597242556415
"regulation of sulfur metabolic process",0,0,0,"downsampled",NA,NA,NA,"GO:0042762",NA
"regulation of supramolecular fiber organization",-0.444444444444444,-0.0461152776976493,0.398329166746795,"downsampled",0.239248009860217,NA,NA,"GO:1902903",0.668597242556415
"regulation of translational fidelity",0,0,0,"downsampled",NA,NA,NA,"GO:0006450",NA
"regulation of type I interferon-mediated signaling pathway",0,0,0,"downsampled",NA,NA,NA,"GO:0060338",NA
"regulation of ubiquitin-protein transferase activity",0,0,0,"downsampled",NA,NA,NA,"GO:0051438",NA
"regulation of vacuole organization",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0044088",1
"release of cytochrome c from mitochondria",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0001836",0.668597242556415
"respiratory system development",0.369103121654151,0.398329166746796,0.0292260450926445,"downsampled",0.939367111526527,NA,NA,"GO:0060541",1
"response to UV",0.222222222222222,0,-0.222222222222222,"downsampled",0.16902020301917,NA,NA,"GO:0009411",0.668597242556415
"response to amino acid",0.111111111111111,0.287218055635684,0.176106944524573,"downsampled",0.449025703095065,NA,NA,"GO:0043200",0.751908759411973
"response to amino acid starvation",0,0.111111111111111,0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1990928",0.668597242556415
"response to arsenic-containing substance",0.176106944524573,0,-0.176106944524573,"downsampled",0.346593507087334,NA,NA,"GO:0046685",0.668597242556415
"response to endoplasmic reticulum stress",0.111111111111111,0.463325000160258,0.352213889049147,"downsampled",0.206810894071684,NA,NA,"GO:0034976",0.668597242556415
"response to epidermal growth factor",0,0,0,"downsampled",NA,NA,NA,"GO:0070849",NA
"response to fluid shear stress",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0034405",0.668597242556415
"response to hydrogen peroxide",0.333333333333333,0.287218055635684,-0.0461152776976488,"downsampled",0.860110793585251,NA,NA,"GO:0042542",0.951737716613234
"response to insulin",0.398329166746796,0.222222222222222,-0.176106944524573,"downsampled",0.572291632421487,NA,NA,"GO:0032868",0.797739851254194
"response to ionizing radiation",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0010212",1
"response to leukemia inhibitory factor",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:1990823",0.668597242556415
"response to oxidative stress",-0.379448611030983,-0.490559722142094,-0.111111111111111,"downsampled",0.746862815073808,NA,NA,"GO:0006979",0.898070296472518
"response to oxygen levels",-0.555555555555556,-0.249456944204059,0.306098611351496,"downsampled",0.331841603184194,NA,NA,"GO:0070482",0.668597242556415
"response to topologically incorrect protein",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0035966",1
"ribonucleoprotein complex assembly",0.398329166746796,0,-0.398329166746796,"downsampled",0.0904695547337827,NA,NA,"GO:0022618",0.668597242556415
"ribonucleoprotein complex biogenesis",-0.268337499919872,0.0188805557158124,0.287218055635684,"downsampled",0.351942020864347,NA,NA,"GO:0022613",0.670564087090648
"ribonucleoprotein complex subunit organization",0.509440277857907,0,-0.509440277857907,"downsampled",0.0414944486903304,"*","*","GO:0071826",0.668597242556415
"ribonucleotide biosynthetic process",0.509440277857907,0.111111111111111,-0.398329166746796,"downsampled",0.119184702428625,NA,NA,"GO:0009260",0.668597242556415
"ribose phosphate biosynthetic process",0.509440277857907,0.111111111111111,-0.398329166746796,"downsampled",0.119184702428625,NA,NA,"GO:0046390",0.668597242556415
"ribosomal subunit export from nucleus",0,0,0,"downsampled",NA,NA,NA,"GO:0000054",NA
"ribosome assembly",0,0,0,"downsampled",NA,NA,NA,"GO:0042255",NA
"ribosome localization",0,0,0,"downsampled",NA,NA,NA,"GO:0033750",NA
"roof of mouth development",0,0.287218055635684,0.287218055635684,"downsampled",0.181238737519234,NA,NA,"GO:0060021",0.668597242556415
"ruffle assembly",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0097178",0.668597242556415
"ruffle organization",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0031529",0.668597242556415
"seminiferous tubule development",0.111111111111111,0.111111111111111,0,"downsampled",1,NA,NA,"GO:0072520",1
"signal release from synapse",0.287218055635684,0.111111111111111,-0.176106944524573,"downsampled",0.449025703095065,NA,NA,"GO:0099643",0.751908759411973
"sister chromatid segregation",0.222222222222222,0.333333333333333,0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0000819",0.820096867531917
"small GTPase mediated signal transduction",-0.473670489537089,-0.0733499996794862,0.400320489857603,"downsampled",0.311937830204619,NA,NA,"GO:0007264",0.668597242556415
"small molecule catabolic process",0,0.333333333333333,0.333333333333333,"downsampled",0.176463196813527,NA,NA,"GO:0044282",0.668597242556415
"spindle localization",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0051653",0.668597242556415
"stem cell differentiation",0.398329166746795,0.574436111271369,0.176106944524574,"downsampled",0.642620572958662,NA,NA,"GO:0048863",0.827240202824167
"stem cell population maintenance",0.398329166746796,0.574436111271369,0.176106944524573,"downsampled",0.58384896931354,NA,NA,"GO:0019827",0.806864240853904
"substantia nigra development",0.176106944524573,0,-0.176106944524573,"downsampled",0.346593507087334,NA,NA,"GO:0021762",0.668597242556415
"substrate adhesion-dependent cell spreading",0.333333333333333,0.111111111111111,-0.222222222222222,"downsampled",0.286032336512153,NA,NA,"GO:0034446",0.668597242556415
"sulfur amino acid biosynthetic process",0,0,0,"downsampled",NA,NA,NA,"GO:0000097",NA
"sulfur amino acid metabolic process",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0000096",0.668597242556415
"sulfur compound metabolic process",0.352213889049146,0.509440277857907,0.15722638880876,"downsampled",0.641989184930884,NA,NA,"GO:0006790",0.827240202824167
"suppression of viral release by host",0,0,0,"downsampled",NA,NA,NA,"GO:0044790",NA
"telomerase RNA localization to Cajal body",0,0,0,"downsampled",NA,NA,NA,"GO:0090671",NA
"telomere maintenance",0.333333333333333,0.222222222222222,-0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0000723",0.820096867531917
"telomere organization",0.333333333333333,0.222222222222222,-0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0032200",0.820096867531917
"trabecula morphogenesis",0.222222222222222,0.111111111111111,-0.111111111111111,"downsampled",0.555566605249039,NA,NA,"GO:0061383",0.797739851254194
"tube closure",0.369103121654151,0.398329166746796,0.0292260450926445,"downsampled",0.932332588673493,NA,NA,"GO:0060606",1
"ubiquinone biosynthetic process",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0006744",0.668597242556415
"ubiquinone metabolic process",0.111111111111111,0,-0.111111111111111,"downsampled",0.346593507087334,NA,NA,"GO:0006743",0.668597242556415
"ubiquitin recycling",0,0,0,"downsampled",NA,NA,NA,"GO:0010992",NA
"vacuolar transport",0.333333333333333,0.444444444444444,0.111111111111111,"downsampled",0.652543514029001,NA,NA,"GO:0007034",0.827240202824167
"vacuole organization",0.333333333333333,0.222222222222222,-0.111111111111111,"downsampled",0.623986747035154,NA,NA,"GO:0007033",0.820096867531917
"vesicle localization",0.111111111111111,0.333333333333333,0.222222222222222,"downsampled",0.286032336512153,NA,NA,"GO:0051648",0.668597242556415
"vesicle organization",0.176106944524573,0.0649958334134618,-0.111111111111112,"downsampled",0.793761671358409,NA,NA,"GO:0016050",0.913695359369282
"viral gene expression",0.333333333333333,0,-0.333333333333333,"downsampled",0.0805162379572626,NA,NA,"GO:0019080",0.668597242556415
"viral release from host cell",0.176106944524573,0,-0.176106944524573,"downsampled",0.346593507087334,NA,NA,"GO:0019076",0.668597242556415
