"region","condition.x","average_log2fc","group","condition.y","pvalue","pvalue_symbol","GO.ID","pvalue.adjust","average_log2fc_shuffle_norm"
"actin filament severing","enu",0.0974937501201927,"observed","enu",0.997226076215614,NA,"GO:0051014",0.999999999996455,-0.250000000000001
"actin nucleation","enu",-0.261681471504022,"observed","enu",0.174083053305954,NA,"GO:0045010",0.44630688834144,-0.129601263110592
"activation of GTPase activity","enu",-0.465726219631856,"observed","enu",0.0135079100653762,"*","GO:0090630",0.0959810212730894,0.476409970997037
"adherens junction assembly","enu",-0.13208020839343,"observed","enu",0.887462432181184,NA,"GO:0034333",0.999999999996455,-0.562907291846956
"alpha-amino acid biosynthetic process","enu",-0.510238062315462,"observed","enu",0.0741299827671865,NA,"GO:1901607",0.267147673745899,-0.287065403556075
"anoikis","enu",0.0988515673985803,"observed","enu",0.999842811509284,NA,"GO:0043276",0.999999999996455,-0.0268273412406139
"antigen processing and presentation of endogenous peptide antigen via MHC class I","enu",-0.034586458273237,"observed","enu",0.999997037189777,NA,"GO:0019885",0.999999999996455,-0.136452493384608
"antigen processing and presentation of peptide antigen via MHC class I","enu",0.0256190437660208,"observed","enu",0.340449434527721,NA,"GO:0002474",0.625248480719179,0.0475385775855037
"apoptotic mitochondrial changes","enu",-0.107458884766249,"observed","enu",0.407955982144028,NA,"GO:0008637",0.715060493472515,-0.0991642453036724
"appendage development","enu",-0.193603481851203,"observed","enu",0.511550178592406,NA,"GO:0048736",0.800464687224459,0.313783270852765
"aromatic compound catabolic process","enu",-0.358902023382666,"observed","enu",0,"****","GO:0019439",0,-0.0623684372586271
"autophagosome maturation","enu",-0.478080466180517,"observed","enu",0.835439119336152,NA,"GO:0097352",0.999999999996455,0.0755742163007097
"autophagy of mitochondrion","enu",-0.164187721383829,"observed","enu",0.589566652762652,NA,"GO:0000422",0.87672057846441,0.253476665421678
"biological process involved in interaction with host","enu",-0.196306974483289,"observed","enu",0.549496746928368,NA,"GO:0051701",0.839631029306547,0.0652757873409126
"body morphogenesis","enu",-0.298211352630144,"observed","enu",0.0425156654890896,"*","GO:0010171",0.188848653684096,-0.284050935843286
