"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",162,201,1.18483308017974e-06,-0.309483328520717,0.102436234711452,0.00102436234711452,0.0036,0.0072
"synonymous",55,61,9.98359980508537e-21,-0.146841388329271,0.183261048588283,0.00183261048588283,0.4454,0.4454
