"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",25,26.619,3.7e-24,-0.0610468628324025,0.277803949118401,0.00277803949118401,0.7007,0.7007
"synonymous",3,8.5039,3.7e-24,-1.17799502408072,0.467378021788857,0.00467378021788857,0.0088,0.0176
