"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",25,26,3.7e-24,-0.0544477840223765,0.277803949118401,0.00277803949118401,0.8464,0.8464
"synonymous",3,8,3.7e-24,-1.16992500144231,0.467378021788857,0.00467378021788857,0.0283,0.0566
