"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",465,576,3.7e-24,-0.308241363991202,0.0653733844173263,0.000653733844173263,0.0042,0.0084
"synonymous",163,173,9.05860503424431e-09,-0.0853914912306447,0.112148319824582,0.00112148319824582,0.4512,0.4512
