"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",162,200.713,1.18483308017974e-06,-0.303807692572432,0.102436234711452,0.00102436234711452,0.0029,0.0058
"synonymous",55,60.8616,9.98359980508537e-21,-0.13209635902638,0.183261048588283,0.00183261048588283,0.4057,0.4057
