"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",12,14.889,3.7e-24,-0.246242636329633,0.360501719663151,0.00360501719663151,0.4433,0.4433
"synonymous",3,5.7887,3.7e-24,-0.662637130629779,0.565398887998278,0.00565398887998278,0.2055,0.411
