"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",12,15,3.7e-24,-0.299560281858908,0.360501719663151,0.00360501719663151,0.4433,0.4433
"synonymous",3,6,3.7e-24,-0.807354922057604,0.565398887998278,0.00565398887998278,0.0882,0.1764
