"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",89,91,1.76809948475043e-15,-0.0317088597273381,0.147913717571466,0.00147913717571466,0.7944,0.7944
"synonymous",23,28,3.7e-24,-0.273018494406416,0.270101328396644,0.00270101328396644,0.2651,0.5302
