"variant_type","obs.mut","sim.mut","sim.mut.normality","log2fc","log2fc.sd","log2fc.se","pvalue","pvalue.adj"
"nonsynonymous",465,575.4786,3.7e-24,-0.30547968858895,0.0653733844173263,0.000653733844173263,0.0042,0.0084
"synonymous",163,173.0993,9.05860503424431e-09,-0.0818891420603964,0.112148319824582,0.00112148319824582,0.429,0.429
