"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"regulation of binding","control",0,1,"control",0.994900613399484,NA,"GO:0051098","889/26073/23129/23028/54972/5310/3077/5329/1663/3479/84062/51773/2296/23063/50937/28996/53339/6672/6093/9759/22933/64710/602/7049/998/5566/2011/1400/489/6717/119/4140/60/5909/23032/4133/5663/6604/2932/10269/22924/581/118/6790/79822/2280/7023/8487/9044/25805/3717/25/8829/24144/3162/5155/8664/2033/4792/4776/6789/23394/1522/57761/22919/1869/2332/8874/1203/5595/65057/10273/8767/6788/3646/5516/3191/2068/84444/166/81857/7040/857/4233/3955/7046/8721/1855/5599/23560/22943/10014/25979/55294/9693/65981/9750/9532/51053/4188/4015/10923/5515/1452/27031/7474/3280/868/1981/57669/3676/5334/7341/2043/11315/10459/3925/4751/9270/3416/3433/4488/8600/117854/7291/4035/55355/8239/1026/652/2962/8189/650/3397/55906/5300/148022/3976/6608/146057/23639/54552/348/10155/9026/22927/5914/6737/5468/8864/5901/54496/10763/1965/8932/8536/10542/4803/84893/22873/23493/1660/3300/1025/7295/9314/64855/4686/79139/26206/10211/6653/2959/83666/51176/1950/5530/6996/7009/5925/2622/93649/409/9775/4089/351/207/10498/5195/6135/51042/5792/8751/23557/4931/142/805/5899/56257/6872/79618/203228/58499/6934/8091/1601/1054/84959/284/285381/23228/1193/7074/114991/121665/6497/26119/129531/2035/267/1636/808/26086/5824/27185/4487/90780/3428/151636/59343/5580/4043/401152/3148/9464/3673/23462/1020/115908/51339/64324/55323/6881/567/5347/4088/64400/2801/1398/81620/1499/165904/255738/51068/154/25942/5986/5028/84525/143941/5499/80011/8658/124857/488/1488/7189/1649/4087/2072/627/6664/3725/56998/51341/9212/161882/64388/7262/56963/23641/302/9802/9241/8663/340061/6612/146198/3297/5071/3434/5465/55182/120892/3005/3146/3066/64771/6714/171392/6281/65992/6815/801/177/114769/1460/10399/7114/407019/1454/8904/4830/3078/54984/9236",316,1
"regulation of cell cycle phase transition","control",0,1,"control",0.998765138236244,NA,"GO:1901987","8379/55904/10926/54623/1407/5310/51603/7756/8193/54443/672/637/4331/4361/2273/8452/54888/54908/23026/7175/57646/50484/57492/5888/1112/29945/57504/493/55781/6602/7158/22933/2255/9319/55743/6605/54962/51512/60/1739/57662/79960/9984/8556/6595/5933/10403/8555/6604/4998/9183/51720/6790/51433/332/7023/51776/5720/79968/63967/8318/990/8697/4436/51322/988/8317/9274/84861/6598/25793/8563/9894/328/5721/994/9675/1869/81610/5932/28984/79791/5934/8766/4683/2068/84444/51343/29997/29086/1021/835/2146/9275/5889/80279/6603/6347/84687/55294/595/27339/25906/55626/605/2735/1027/8914/51147/5777/26271/1432/896/7272/3550/900/5810/10111/5515/9555/23276/79858/1981/90/3398/1386/26270/10459/60672/991/25949/8289/1063/6118/9928/5311/894/51692/10783/9525/1843/6909/3624/11319/11130/1031/1017/6491/10385/9587/1026/7517/55795/9787/3306/6597/56984/440275/54617/1032/80185/1028/55274/8881/65975/10197/26057/27183/5977/4221/891/1022/79577/902/55143/9575/324/301/51347/60561/1019/9700/4193/84101/55198/79621/10457/3364/83990/86/9314/55755/81853/8870/9656/5962/1763/580/57520/83666/29766/1062/79035/6601/675/5925/8451/5371/90381/7157/51529/57521/23476/351/207/261726/83540/51514/8444/25896/65123/163859/54465/2177/58190/51143/10217/10769/1956/113130/56257/6872/1030/1029/58493/138151/472/3619/1111/9344/144715/6868/55835/26272/57405/678/5884/9184/9510/7508/146956/134353/286053/163786/701/22976/26060/9577/8450/995/10361/57805/29980/8883/3275/84446/57551/51149/80174/147841/6154/4921/2071/84142/152110/323/11073/151636/131601/59343/55193/993/84126/4085/5885/51339/8328/144455/84936/29117/252983/322/7465/5347/4824/6240/81620/10263/1642/55159/10116/4204/22809/4330/8738/25942/699/57099/55031/983/6419/7564/51499/5569/5356/596/83695/6241/5728/27085/25988/5883/91607/80198/5017/6599/64859/1263/55055/545/11065/10106/79915/246184/51379/56892/55367/83903/4291/348654/80169/9212/55920/5781/4869/6657/84967/5890/7325/785/23236/80254/11200/9735/4303/51065/8558/79184/5087/677/126520/116224/123879/3014/196528/51434/25959/641/79027/197342/65992/7027/7919/91603/57165/26058/199/5514/56658/51451/8110/11277/255374/11331/1654/2074/1018/5591/54984/388112",390,1
"regulation of cell growth","control",0,1,"control",0.700713284942781,NA,"GO:0001558","6405/3475/51265/5048/54879/6792/728642/9043/56920/672/7869/2137/3479/22902/56981/2273/999/65078/3371/23338/23327/9564/1535/23105/131566/9150/11054/56848/9423/5588/57609/26153/387/6857/8692/51447/10235/998/7224/51009/9175/7251/2023/10371/10512/79960/4133/1906/83737/634/1785/22999/23011/6595/54437/2932/9706/2017/9962/84678/393/8425/6548/79594/4897/57556/7042/10013/57715/23411/25/8829/84861/1399/10668/623/7528/57446/23394/1457/22850/4092/5716/5931/9767/58189/4682/51760/23678/6422/8725/7040/5802/1954/5518/59284/54555/57817/3249/2931/136319/221927/3984/7046/6387/81621/7473/84687/8153/27346/1410/1982/65981/1027/8437/51147/56994/5467/6722/10591/7422/9037/1839/5515/604/7474/1154/27086/1981/150465/57142/2335/3488/60676/28956/10459/5997/5999/8643/6195/6794/9928/6446/6696/22954/79109/53335/8835/51193/7852/3624/1031/5393/1026/23499/6597/6049/54617/1032/10038/2258/23677/348/684/23025/10439/10298/23404/83667/55558/5538/4131/3021/9826/6860/23111/694/84722/4803/79577/85004/91/10505/183/5270/3300/11143/4686/4856/9373/9856/6386/84259/10413/5607/102/80031/51196/8482/84162/9746/84260/94/5925/10516/5371/29948/93649/7157/57521/114804/4089/2064/3487/207/1382/10500/8751/127833/151835/9686/2803/185/55840/9353/817/6423/1956/3486/9166/1029/5795/55004/9538/9344/9472/6868/6695/2697/1601/3621/223117/9868/201163/118813/29104/6832/4323/221481/978/57805/51094/2539/58191/374946/27185/2487/3020/4487/27302/3490/80128/6259/64769/8314/253260/734/1020/2395/26585/4088/5245/29946/84717/10501/64223/2786/84879/84289/55602/54910/25942/55031/9723/203245/23566/22883/84275/596/10201/10276/11007/2810/8877/29882/51379/9699/627/8408/6197/54512/1002/9792/9798/64061/6586/1946/3009/10509/10519/5071/51079/55615/5465/7003/57698/1630/51616/51393/10507/116224/123879/440093/340719/64218/147906/5167/55210/50618/57154/2475/3897/2664/659/3304/3303/780/10399/10071/84258/11116/6494/4722/55384/1654/11344/984/112398",348,1
"regulation of cell-substrate adhesion","control",0,1,"control",0.869374260452354,NA,"GO:0010810","26073/3675/7414/2824/395/5291/5318/22998/9748/4287/387/5590/6093/998/9448/55679/10979/6480/23332/57662/2192/55604/1785/2932/1307/57091/6548/151887/201294/3717/25/8829/1399/9647/11078/5155/6789/55612/182/8874/2294/10391/6422/7264/1021/5054/1842/23189/7016/9806/708/1277/1845/683/4192/23603/2651/4739/56940/7422/604/57669/2335/4811/2633/9270/7010/3204/5328/57580/6385/6239/6237/23499/3791/5880/81/54453/5786/4221/9475/948/5879/7094/7057/11117/55435/94/1012/54828/50488/6904/3491/8751/51057/1295/90102/5295/5921/2041/8573/80005/1029/4851/6251/51144/5795/1793/5800/6695/7402/1601/7070/25890/8324/4323/673/136227/3678/10630/27185/10109/2199/23122/4241/10085/133584/285613/10395/7248/3611/26585/4088/1398/1613/5747/59339/5881/3987/9723/3037/5581/596/5728/30008/253725/1605/79834/3728/8322/2523/340485/55920/811/91663/71/1946/1435/10519/5034/4771/81848/4763/2316/6714/6281/8861/25975/916/780/402/2013/342184/3690",174,1
"regulation of cellular component size","control",0,1,"control",0.986191048791706,NA,"GO:0032535","6405/57679/23028/55971/10344/3475/85477/51265/5048/6792/56920/1185/7869/22902/9821/9168/999/65078/822/2006/51474/23105/26999/10787/6558/9423/57609/10565/387/5217/57704/8440/9948/7224/9175/8301/1207/6557/10371/10512/119/1739/5063/88/832/4133/1906/55604/1785/23011/3320/54437/2932/9706/54434/2017/23645/118/79822/5027/393/64857/4897/57556/7430/10013/57715/25/8829/23616/11078/79890/394/23394/11151/23406/29108/8766/3783/92960/5802/1954/5296/79036/136319/3984/23189/6387/7473/5216/8153/9368/57482/1182/59341/10094/2784/6722/7422/9037/10723/7474/150465/6711/57142/2335/51652/5341/829/10000/1385/6696/54942/5357/5290/11113/6560/57403/7408/8195/11034/50809/23499/7429/6049/29767/2258/348/51429/10439/9026/55558/9113/4131/8799/23108/23111/51520/23075/10451/10542/4803/80206/10677/2647/10505/50853/5879/274/56262/7111/81873/9856/9873/5962/80031/51332/29766/8482/9990/585/85464/57521/7409/23038/1382/10500/23557/10456/5868/2803/9353/5921/23500/93663/56996/4478/2934/120/90952/10435/5756/2241/2059/130271/114908/51571/223117/118813/64798/3778/9530/4690/11013/286527/23400/146206/2909/7410/57731/1173/374946/10092/27185/29765/56203/25802/80128/10109/6259/5580/79714/2150/253260/1020/9897/538/1073/382/7248/118426/5979/119032/8800/148170/10501/83547/64223/3575/54910/5865/25942/9723/80131/5581/23566/5728/361/5499/253725/5916/54961/6712/10458/29882/627/196527/8408/2314/2885/1002/91663/3059/9798/2055/55243/128239/6900/1946/51334/10509/256949/57698/1630/51393/10507/389541/1201/282991/64218/51466/54785/65267/11194/6840/6709/81553/89848/57154/2475/830/3897/2664/659/84335/1874/7114/84561/358/57026/11344/342184/85358/729991/55845",295,1
"regulation of developmental growth","control",0.584962500721156,1,"control",0.864377450883443,NA,"GO:0048638","6405/23077/3475/51265/5048/3720/6792/9043/56920/7869/3479/22902/999/65078/55841/23327/23105/2296/9150/8531/9423/57609/2263/6857/2261/7049/7224/9175/10371/10512/32/4133/1906/1785/22999/23011/4208/3776/54437/2932/9706/10269/2017/8455/9962/6910/393/79594/4897/57556/825/7430/10013/57715/7093/25/8829/5641/51804/7528/6789/23394/4092/2254/51760/6788/3574/5802/1954/59284/57817/2931/7472/3984/7046/6387/657/80351/7473/6198/10743/8153/2735/1027/8437/5467/1432/6722/7422/9037/2690/23286/8614/7474/27086/150465/57142/27429/2335/5997/5999/1385/6696/53335/57678/27230/5357/8835/6909/5290/7852/1026/583/652/8195/8200/6776/6495/23499/7429/6049/6608/6665/10038/2258/2593/348/23025/9518/10439/55558/9113/4131/6860/51761/23111/4803/1019/23493/10505/3142/9373/5292/9856/10413/80031/8482/2247/5830/1848/585/79068/85407/10939/2627/114804/6647/351/207/1382/10500/11221/127833/151835/9686/2803/4851/26524/9472/80014/60485/10018/223117/9868/1525/118813/137964/861/2539/57731/374946/28982/27185/27302/80128/7048/6259/4886/25836/10370/1020/2395/8879/5479/3481/10501/3516/84879/6774/54910/367/154/25942/23414/983/9723/4534/3643/55636/84525/23566/8841/596/5728/6777/29882/9699/2303/627/10409/8408/58529/1002/9798/23236/9241/1946/1435/5454/10509/5071/5600/5727/5465/57698/1630/51393/10507/375790/7784/2844/64218/1735/50618/28514/57154/3897/2664/659/55777/8292/84258/407975/158376/11344/89",256,1
"regulation of intracellular transport","control",0,1,"control",0.901804628474326,NA,"GO:0032386","9912/2534/26993/22902/30846/7260/54888/999/79567/7175/10079/57602/4659/55781/3843/6672/8692/56850/27248/55737/4734/1459/5566/6720/51009/5743/3998/25930/10615/51548/88/4133/5108/56681/10411/23011/5663/3320/2932/7514/55696/10075/8898/55741/111089941/57506/55072/23256/7430/8086/3717/51100/91319/5594/50487/89781/4744/54471/5905/5494/55612/9777/2010/5595/65009/57214/51201/79752/51366/665/4946/9141/208/27113/7040/5296/2931/2737/6505/20/5599/51684/7531/6830/7323/55294/1410/8882/10938/975/11052/9847/1432/51715/11149/8724/55754/23286/11235/1894/22916/7134/51277/92840/27429/51652/7341/6342/11315/58480/8934/6794/7139/9270/55051/404636/111240474/89866/51569/23435/10657/79809/9972/652/3553/128637/51614/79639/8021/5605/5880/6608/7905/10155/93974/4131/5901/5562/51763/51308/64328/8536/9695/337867/948/60561/29969/79899/10956/1660/9648/3936/4836/7295/10541/8870/4926/6653/5962/51496/9585/23317/580/53371/10427/9818/9520/54828/22994/2064/10055/11132/23557/10456/5295/81555/4478/29934/2040/26229/9638/288/9531/5784/127933/51128/1601/116150/284/9530/9478/26119/65018/23400/118424/5116/55823/160622/25893/55677/7855/80128/80149/8314/5580/27236/23379/79778/1020/118426/10023/3429/9221/81565/4088/23255/11142/53407/56947/5604/255738/79628/983/285966/11236/5569/8841/5621/22885/64801/3728/9001/1263/5936/9024/3265/5174/254263/55486/392/9776/2810/8851/125170/10425/55929/5781/9495/4947/3059/2619/3753/55432/23401/29072/161291/302/340146/2621/4600/5587/7327/10519/9230/5071/7332/10134/3916/5501/3638/4771/11261/51547/7874/120892/5770/54543/4763/2316/1778/80055/6714/4641/258010/59286/9747/80184/22876/51465/6721/2664/84455/3305/407019/255758/54741/51024/6844/23779",299,1
"regulation of neuron projection development","control",-0.584962500721156,1,"control",0.593022073175909,NA,"GO:0010975","6405/23072/8837/23098/23129/2288/23028/115703/23077/3675/3475/9912/51265/5048/29116/6792/56920/2534/7869/22902/1272/3082/7431/2896/999/27067/65078/9820/3309/84062/23327/23105/1608/11178/4058/9423/1496/57609/25791/387/5526/4734/7224/2011/1400/9175/10371/10512/5362/5063/4133/4898/9139/23011/1136/5663/54437/2932/9706/9762/393/4897/3655/57556/10013/57715/25/8829/112755/1399/50487/25793/2033/51199/4776/23394/655/10084/8428/65009/79006/79791/29904/6422/11075/8175/84079/5802/1954/23373/6324/2931/5764/23242/54664/2146/3984/23189/23413/2889/23064/1855/6387/22943/7473/51225/8153/1949/5376/9693/10938/4192/65981/59341/10090/653/8724/9896/5754/6722/55754/7422/9037/411/1809/1627/7337/7474/3280/5361/64689/1716/57142/55704/2335/10494/4780/2043/5396/4139/5906/5997/8934/64175/991/6794/23271/6696/2281/53335/466/23363/29993/64284/5911/1948/3397/5605/23499/6049/51657/7533/1123/2258/348/547/84816/55558/2670/116983/4131/5176/1742/6616/51761/23111/2048/8536/4803/57498/4038/4076/10677/10505/183/81618/10154/54606/6498/9314/153090/9856/347733/84709/56965/3706/80031/22891/57520/10152/8482/950/5530/3480/4916/10300/162427/207/10498/5792/1382/27/29956/10500/23557/2803/5793/9353/6423/81545/26230/7436/4915/818/5058/9638/54915/85458/5756/5800/2895/6695/1601/5789/223117/7070/23043/140578/118813/7074/27020/7804/8321/673/4690/100528062/2909/84446/57465/374946/4921/27185/10611/152559/80128/5274/5584/6259/5364/1020/120114/382/7248/5979/26012/9529/81565/567/1398/10501/54986/84879/54910/6474/5604/4920/1942/11141/5780/6383/22871/6091/9723/91752/1000/162979/26115/23566/4135/8507/85442/5728/154141/257194/1072/1600/112/9024/8322/170506/26259/7025/10458/386724/29882/627/8851/8408/114798/2580/1002/5062/57463/9798/64764/56963/2242/2049/25987/57118/83999/23258/6900/5587/1946/26039/5454/6092/10509/10519/27124/4919/126520/57698/1630/9863/51393/10507/120892/5649/64218/84628/23654/3066/389658/2316/8831/26037/23303/26052/4155/1902/57154/5365/9860/22876/9760/80823/3897/2664/659/780/221914/51517/55714/1270/11344/85358/4067/1523",370,1
"regulation of protein stability","control",0.415037499278844,1,"control",0.997079395985866,NA,"GO:0031647","79657/1387/26224/3920/29116/7756/58525/440193/3479/2896/8452/9099/57646/8863/23327/57602/8975/79763/5476/55737/483/5217/6400/6720/55743/23291/23032/51548/23011/3320/10403/51701/6790/81572/79594/54918/825/10013/3326/23411/51100/5434/5594/89781/25793/2033/9894/6789/5203/9770/9675/4092/6907/11040/8266/10273/29108/1512/6788/6674/66036/55011/8725/29997/11140/55664/573/1855/23560/5216/2648/7466/55294/10891/1410/3312/975/10728/1389/2597/9532/5201/11235/7375/57142/10575/79031/22848/7341/2043/11315/64175/27042/23673/56912/1385/64747/7320/6950/1191/23435/6125/8805/10755/5204/8239/5190/6659/23163/9349/650/84515/56926/9572/8409/5300/3092/6608/1603/80185/54552/55278/9026/6737/2319/84327/79589/1022/7428/8774/79577/902/6926/10574/4193/83548/64844/6812/8818/79139/54840/5292/10211/9101/23162/10169/9960/7157/6135/481/5202/3329/285282/6622/287/5295/908/55869/6872/51125/2934/9919/84866/22948/120379/60485/26272/9531/84897/29761/79831/158297/7411/2776/10694/9530/9334/65018/57805/23515/4047/55823/4000/1857/84447/8613/5824/4487/284996/92703/7203/59343/5580/80155/84059/836/819/5828/10910/55172/51339/7248/8945/9529/10576/252983/54765/5479/5347/4088/5245/124997/92162/91949/55602/79155/1942/23252/10491/11236/10474/55729/8841/596/5728/6201/5621/10869/8293/3054/79612/126074/8607/1370/54344/811/5886/8575/7485/10856/9802/11200/3009/5071/730094/3916/4771/51616/11261/7874/387755/120892/54543/2316/6714/84301/3064/55742/65992/444/1500/4194/112770/10471/6048/3304/3303/7917/56658/728492/728489/11277/125150/11331/10437/404266/51608/25764/116143/1650/5591/54984/84334",283,1
"regulation of protein-containing complex assembly","control",0,1,"control",0.989668181255379,NA,"GO:0043254","2288/56919/55971/10344/9855/27072/85477/57787/637/578/9168/822/3309/2006/7984/5601/57600/26999/5610/10787/6047/10565/387/5590/89795/22933/5526/55737/5217/57704/998/8440/7037/10979/23332/119/6624/1739/57662/5063/832/4133/56681/55604/3320/2932/54434/22924/2017/581/118/64147/79822/57506/64857/10013/25/51100/112755/11078/24144/638/2033/5706/5494/55612/22919/8780/8874/11151/23406/10273/9780/29108/90427/57617/11075/10382/55011/81857/84079/25999/7040/29997/8775/22900/54922/5296/5864/136319/4233/6804/23189/5599/22943/28964/5216/29098/57606/57482/1410/3312/329/55626/10094/1027/55832/26054/7422/5515/1452/51185/3280/1981/6711/5341/7341/11315/829/3925/9928/23271/54942/55719/29103/1191/55355/56937/6662/24139/7408/63908/8195/56926/7067/7186/5908/148022/7429/10142/29767/1854/84962/54552/348/51429/157922/6249/9026/9113/2670/7376/4131/3958/5894/84250/84722/80206/948/10677/9392/50853/3936/5879/274/7111/153090/6812/55755/7099/81873/79969/9873/4926/6653/5962/4091/51332/10113/29766/5830/5925/65082/122060/7453/585/85464/7157/6904/23521/8543/58497/10456/142/79998/5899/9353/6622/5921/23500/93663/4478/7013/2934/120/5058/6188/472/90952/10435/4314/143098/114609/5756/140609/2241/2059/152485/51128/10018/51571/25827/55364/389/9530/23355/3084/1859/4690/11013/286527/65018/51673/146206/57731/55823/54751/10092/29765/56203/25802/10109/5580/23379/253260/57763/1437/23176/134957/23514/19/7415/382/51339/7417/83700/23339/112476/81620/148170/64223/21/753/29091/4204/5581/5734/55729/51112/3054/253725/54961/4615/6712/10333/545/9793/205251/10458/8851/8408/2629/2314/2885/9659/56998/5781/91663/79738/3059/1366/2242/55243/5587/11124/3297/27124/79184/4733/64853/129293/256949/9636/3146/51466/4312/6714/6840/6709/100506658/81553/89848/258010/23116/10497/2475/830/26146/3304/3303/10399/1639/7114/51451/3931/402/1654/64601/96459/80772/647087/11344/342184/55845",334,1
"regulation of response to DNA damage stimulus","control",0,1,"control",0.995260982327651,NA,"GO:2001020","5893/23028/1407/9031/54799/8193/672/2067/1663/637/6591/972/960/9774/11284/10039/1161/57492/5888/10721/23201/6873/54929/2139/6602/7158/2255/54556/7515/6605/60/51548/57103/55063/9984/55183/6595/6604/10269/56970/51720/2521/78990/51776/79968/23411/25/9274/6598/24144/8563/83933/9894/7528/55257/9675/79913/23347/5932/5716/2332/55578/51366/51588/55702/29086/29844/6878/10467/9275/6387/54780/9400/6603/1655/2648/7468/51111/605/2305/10635/8914/51147/26271/9025/2070/10902/93973/4968/8850/8087/57599/6787/54891/83444/10459/51377/8289/6118/22954/9913/55719/56943/80314/6883/1191/54537/7291/78996/9643/6615/23326/6659/7913/9521/5582/92797/8089/79000/6597/25913/80237/54617/9513/1032/80185/55274/6874/10155/63979/7014/5111/842/7178/84787/84250/56154/5977/56907/84893/4193/27097/1660/26122/79621/11143/86/64844/6498/1025/4609/8870/10097/22891/580/6601/675/8451/5371/8533/55135/7157/5366/4170/23126/8444/56950/142/54465/6423/79624/1956/138151/27063/6877/6188/472/1111/5531/8091/26272/117143/8467/22925/125476/9320/1054/64210/56776/23049/22976/1859/9577/2140/57805/150275/126549/56893/51149/25946/6154/10629/7398/4487/6944/113510/84142/151987/6314/64769/5580/55193/165918/84126/115004/23514/3190/220042/161742/29117/6881/254225/54386/4824/2021/84717/55611/84309/55159/3622/8313/10116/7336/197370/283899/83443/55031/4798/6419/4255/4862/5429/51499/10474/598/596/149840/5883/10524/93624/6599/80311/545/2072/116028/8607/79915/112869/3090/64110/7334/55929/6879/2187/29072/10856/754/57634/11200/387893/3297/55010/79184/10933/51616/51547/10445/3014/196528/23450/3146/8464/8295/200734/7919/5514/84501/8110/2074/8505/4282/7335/158880/5591/51750/101929977",296,1
"regulation of supramolecular fiber organization","control",0,1,"control",0.998644520803037,NA,"GO:1902903","2288/55971/10344/85477/6683/6050/9168/822/395/2006/7984/51474/26999/10787/22998/1496/10565/387/89795/6093/5217/57704/998/8440/9948/10979/23332/55160/119/1739/57662/5063/88/832/4133/1906/10411/55604/5663/54434/22924/22911/2017/118/55616/22974/79822/5829/6548/64857/10013/25/8829/387680/9647/23616/11078/9463/5203/22919/4281/8874/28984/11151/23406/29108/10391/7082/6422/11075/9639/10382/23370/25999/5296/136319/4233/165/3984/7046/23189/7016/6387/28964/5216/29098/57606/57482/1410/3312/59341/10094/1027/8936/9037/5201/10297/6711/55704/5341/7840/11315/829/9181/5999/3925/23271/1490/9270/54942/7043/51019/1191/10174/5290/11113/5204/6385/24139/7408/8195/11034/3397/7429/10142/84952/29767/146057/2258/3949/348/79709/51429/55201/157922/9535/6249/9026/9113/8500/4131/85415/23647/51763/10810/23075/84722/9475/80206/324/10677/29109/23325/50853/26586/5879/274/7111/55755/81873/9873/4926/5962/51332/11117/57159/10152/9101/29766/55435/5925/122060/8477/7168/585/91807/10300/85464/6904/4089/351/5202/58497/10456/375/79998/23671/90102/9353/6622/5295/5921/23500/93663/2041/203228/2934/120/5058/6188/90952/10435/5756/2241/2059/130271/51571/389/7411/123720/9530/1859/673/4690/114822/11013/10163/286527/50848/146206/2909/57731/57551/50944/126820/10092/200539/29765/27302/56203/25802/10109/23122/6314/5580/27236/2150/253260/10395/9897/58526/1073/382/123016/7248/79933/50810/89927/4088/4130/148170/1613/64223/4204/11214/9788/1901/5581/5734/11346/171024/30008/253725/57175/54961/6712/22843/9793/10458/8851/2314/2885/9659/91663/3059/5062/79929/100287171/2242/55243/71/10519/27124/5071/4733/4771/116985/90668/256949/51466/961/2316/2764/6840/6709/6281/100506658/81553/89848/1902/23116/2475/830/10471/3304/3303/5987/1639/7114/402/2876/57026/348110/11344/342184/85358/55845",317,1
"response to insulin","control",0,1,"control",0.998613335949058,NA,"GO:0032868","2729/8837/5166/5164/1407/5286/9734/9564/5588/5315/5590/64710/51083/490/6720/634/2932/8648/10890/3030/27131/6548/114882/10580/23411/5594/7494/80339/6655/6430/5106/57761/9663/5595/7249/29904/64397/23516/208/5296/2931/858/2887/5919/23189/6198/1277/10014/2549/23371/59341/9847/1432/2822/896/2690/8850/2771/22937/4691/2888/6772/6654/6814/54206/6429/6513/8503/1509/23433/3416/2805/1958/1408/847/5290/27019/130399/57727/6431/3553/51141/4149/54832/376497/83667/55829/5894/5468/5791/5562/51763/5786/64900/84327/8471/6272/23175/79746/324/1019/183/55198/9882/2058/29988/55667/132864/6653/8412/3795/8615/3033/5925/10499/3480/57707/5170/207/11132/23038/1513/5872/5313/142/6715/5295/55023/8473/1979/133/143686/140710/5305/2308/2241/5140/55625/55022/26060/4690/7391/51094/51043/6464/249/3625/5584/28999/5580/80318/3636/7248/340706/252983/5579/81565/9640/79837/10999/3481/4218/2875/11031/3667/255738/94056/7532/23235/2353/25948/3643/84275/2101/6599/5936/3177/3265/5771/4023/7352/7351/10458/2303/1176/2885/9852/151176/5781/6517/4303/9021/8651/6667/677/8660/3638/5465/2650/2844/9361/5770/6714/4644/5167/4641/2475/353/64506/6844/117581/3692/5591/4067",214,1
"response to oxidative stress","control",0,1,"control",0.997906938834506,NA,"GO:0006979","2729/5893/572/51384/57679/4353/5164/221/4257/2534/2067/3082/51022/2730/7444/578/2530/11284/27067/84883/50484/1161/5601/5798/54929/4710/8692/22933/7515/5151/5743/26034/1906/9817/27244/5663/5978/2950/29957/4313/8455/83959/9962/5829/10013/5742/23411/3717/25/79956/5594/5625/25793/3162/25828/3091/51527/5693/328/10202/2937/655/84557/22850/215/8428/5595/80777/4363/3163/6810/55290/8989/2936/5516/2068/5445/4233/51142/3315/4521/2146/6505/23064/9124/5599/59338/10105/1277/374/6649/55294/10891/1410/4728/10645/2054/51389/135112/8876/54974/9555/5159/8614/58515/4968/7337/11235/1894/27086/4358/27429/10314/6772/10494/6382/1386/2034/4780/1718/2882/11315/6421/54936/5052/9588/7128/2309/5311/79109/8013/2281/79912/847/11019/10549/6780/140823/25824/8678/10131/10365/2671/4248/468/7732/348/7837/1571/83667/2686/55829/83636/2643/5562/23135/5111/51526/116988/694/406/1965/51765/5156/29979/301/948/50640/79899/55270/3569/7295/1861/7099/8737/132864/10068/87178/1545/3417/10516/79661/7168/5371/8996/57707/7157/6647/351/207/4170/405/142/29920/388/2177/10550/6622/1956/4841/93100/10280/210/22921/143686/6188/4314/2308/23657/2241/1909/5163/5796/4929/22925/55364/133522/9131/5603/255027/11030/4323/8321/2176/84919/65018/4720/1827/23400/2539/114757/57465/5563/57190/4921/824/2071/55139/80149/5580/493869/836/55074/94241/318/11168/2395/538/9833/7486/2706/10935/7248/26287/9529/5598/6778/2021/1398/2879/558/7001/1499/51435/8309/8754/10636/25942/983/2353/4255/2861/80310/2110/596/5621/9943/5970/90441/1263/10276/9973/253827/10333/488/8815/79772/7352/7351/8061/4482/8877/664/5074/475/3725/2081/8575/1728/375748/5831/6546/56616/5587/10587/55967/4700/3297/54033/5071/6667/5034/4520/120892/8644/5478/9361/3066/154807/1612/6714/4217/30001/140885/4541/4540/4512/11179/4537/494513/3304/3303/199/4277/10399/2878/51157/1147/11277/2074/1719/2876/60674/358/2119/6414/84769/84334/140809",349,1
