"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"non-membrane-bounded organelle assembly","control",0,1,"control",0.947066828631663,NA,"GO:0140694","8837/26073/9855/7812/7756/54443/57146/672/7175/7984/5601/51154/23369/6047/259266/54505/387/4205/3796/9948/8243/54475/23332/6624/284403/4292/10615/88/10529/1906/7520/10403/29093/10464/6193/25978/22924/51510/55239/6790/22974/64147/6128/6175/332/24137/54930/825/7430/8086/1153/51804/4605/8760/10398/9371/22919/128866/79959/55125/10735/80152/9738/8766/22995/6713/9639/729440/7138/6795/6223/29997/8605/84445/56647/9126/4591/3837/708/2648/5573/4621/1656/56890/4848/4839/26271/23195/6722/26054/55722/57472/55299/5159/8850/1058/6209/550/51652/7072/7840/49856/991/23215/4751/1063/10274/7139/22868/10783/9525/5357/29899/130916/51116/11155/6125/29960/64105/1017/6491/23363/23019/51081/10426/51119/9787/7429/51657/85378/2318/29767/54617/25804/10844/27243/56342/5119/93323/84231/22907/5562/26284/51388/4629/1965/55143/80206/5156/9924/149041/3936/28988/7111/55755/4926/9493/55142/27229/2959/3832/84665/29766/9908/246175/1062/144165/282809/7168/79631/91807/9611/1453/4089/2886/6135/10733/844/23126/9898/58/8994/83939/1060/10769/10146/29777/4478/1069/6134/91782/80005/54801/203228/2934/27063/6188/256364/3619/54915/3688/57647/25819/140609/636/55835/115106/255967/64946/3192/113622/5239/84033/126731/7273/51001/163786/9133/1465/70/57519/221908/29127/124093/5563/200539/29765/27302/84142/56203/25802/23122/152185/1040/56992/79884/80817/1437/6208/9897/1073/23172/53349/85459/79933/55839/5347/219988/10982/2801/90990/79003/26580/26005/3921/29901/11273/153241/201254/116840/3856/11214/27258/3880/8841/51112/51778/6169/8658/57674/8557/285590/9662/1466/23015/79643/284001/25914/2314/58529/6232/5339/100653515/9212/23212/80153/1731/1104/4869/64963/79598/26609/51335/55794/80254/9802/11200/71/9735/56478/51065/4733/253943/6228/27341/203068/2316/1778/6714/128486/84154/6147/51441/26112/29883/9055/9851/387103/550643/3304/3303/6311/440145/1874/54627/23636/55559/79441/440270/1654/285643/197135/6234/3833/10432/10324/23761/5822/3692/55052/23354/5591/29082/84769/57132/26065",346,1
"nuclear chromosome segregation","control",0,1,"control",0.98481041235904,NA,"GO:0098813","8379/26073/996/9031/7756/9918/26993/8193/10460/4361/29781/55166/8452/27175/54908/7175/57492/29945/4438/55781/55706/23063/6602/259266/10734/387/3796/22933/998/9319/8243/55743/6605/23332/60/4292/10615/7155/55063/3835/6595/10403/6604/10464/23047/25978/546/81929/51510/9183/6790/22974/51433/332/10726/24137/51776/990/8697/8086/9274/84861/6598/11144/57820/9985/4605/9371/22919/128866/81610/55125/10735/8260/8766/9639/729440/10270/6795/898/5518/9275/56647/9126/5889/3837/6603/64151/25906/605/26271/7272/11044/3550/9555/10051/8850/1894/150465/10096/51652/49856/148479/10459/991/4751/25936/8289/1063/10274/9928/7320/10783/9525/27030/55719/1843/23397/84057/80218/81930/23244/11130/64105/9587/7517/55795/8678/9787/6597/56984/54617/90417/151648/23383/55274/8881/55201/27243/9113/5119/7283/29893/7153/5901/27183/84250/56154/5977/891/84722/55143/192670/324/9700/84101/83990/86/51759/10592/55755/79075/4926/51203/9493/57082/2959/10097/3832/57520/1062/144165/6601/5925/10300/114799/51529/10609/11004/83540/23126/27436/79998/129563/2177/51143/1060/256006/91272/113130/54892/55869/91782/7013/472/256364/3619/79980/23310/57405/64682/8467/3192/126731/9184/146956/7273/56776/286053/701/9133/126549/29127/256126/147841/84142/151246/23122/152185/56992/55193/4085/79884/25836/9232/5885/23353/2669/9897/158401/23172/29117/5347/2801/81620/90990/79003/54921/699/201254/157570/51112/80198/10524/8658/339834/6599/55055/11065/10540/378708/9134/2072/116028/79643/29882/246184/51115/83903/348654/80010/9212/317761/23212/55920/1731/284071/79598/11200/387893/9735/4733/200942/146909/51547/57697/84464/196528/10388/51434/2316/1778/197342/283489/23137/9055/10919/3304/3303/4439/7917/440145/51451/8110/54627/23636/644186/285643/3833/54984/29082/57132/26065",303,1
"ossification","control",0,1,"control",0.997136573897422,NA,"GO:0001503","30812/9902/4057/23376/3479/25937/6591/3082/1462/3371/2824/2296/1301/51564/22904/2263/387/865/2261/57560/10272/490/5566/10979/5743/2736/55973/58476/4208/2932/10269/5978/29887/55787/43/4313/5027/3183/51430/55151/25805/5594/7290/79879/3091/655/9770/182/4092/91851/5251/2254/5595/64131/54928/6422/8840/2068/2091/6320/1021/5764/50617/3199/2737/657/9562/81621/79176/51684/23560/22943/28964/7473/57003/1655/1277/5608/374/4192/10312/506/2735/7421/25842/26271/1432/653/2822/5191/55603/4015/4090/7474/93/90/6209/3488/3336/2274/4209/656/3399/23184/1490/6696/23314/4488/8600/847/92/7291/5552/7130/6615/860/652/6662/6238/650/8200/79639/7067/51119/468/6608/57045/54857/3727/54795/4037/22856/5468/10514/63979/22800/3295/4221/6272/3572/4038/26578/10492/1660/3569/11173/7020/10413/22801/4091/51374/23317/4664/8482/2247/658/55589/51176/5530/2201/144165/1280/1009/10140/1213/4089/1291/207/1969/3491/7286/1893/1513/130497/23020/8994/6423/222663/1956/3486/10682/2719/27316/55790/340419/4851/7424/51232/25819/2132/81792/651/3192/56172/7071/133522/1836/4325/8817/4323/8321/90993/6497/6781/4882/875/102724560/103/3570/5701/4041/9249/4146/249/126820/4921/91461/7123/166929/5364/27152/9464/25836/84059/1278/116039/115908/3636/221044/9188/3611/8642/4665/26585/4088/5245/3481/7171/1499/4054/3516/649/8313/6474/4920/4330/7059/154/5747/2194/202018/4086/1901/3726/26156/5734/596/9451/3400/1051/6169/6670/2101/23051/170506/7189/2303/6664/196527/56975/56998/100533183/144347/5781/169200/6657/2131/6546/338773/54880/10189/359845/9241/83999/10766/5587/1435/9923/57419/5600/5087/8519/5727/51741/6256/51547/9636/10507/4077/8326/3376/4763/9260/27044/1305/5167/64093/659/6257/1290/2550/55366/1192/51025/1052/117581/57665/89/10984",319,1
"positive regulation of mitotic cell cycle","control",1,1,"control",0.63785651756708,NA,"GO:0045931","26073/55904/5048/8452/9099/50484/57504/5586/2255/440/6790/51433/990/8697/25/8317/5641/328/994/28984/8766/6461/5889/6198/1845/595/26271/64094/896/3280/23276/1981/150465/894/51692/9525/6491/23326/9587/9787/3306/3169/8881/26057/891/4212/301/1019/9700/4193/5962/29766/675/5925/8451/51529/57521/23476/351/207/51514/1956/113130/56257/1977/6868/55835/5578/9510/134353/286053/163786/8450/995/80174/4921/993/6990/4824/6240/81620/4204/25942/983/5356/6241/27085/6777/11065/284001/8877/55920/5781/84967/5890/7325/23236/3297/8558/5087/1978/51434/7027/199/5514/255374/11331/1654",108,1
"regulation of anatomical structure size","control",0,1,"control",0.998500268985932,NA,"GO:0090066","2729/6405/57679/23028/55971/10344/6915/3475/85477/51265/5048/6792/56920/1185/5286/7869/22902/477/1373/9821/2730/9168/999/65078/822/2006/51474/23105/2296/26999/9474/6916/10787/6558/9423/57609/10565/387/6093/5217/57704/490/8440/9948/7224/5743/9175/8301/1207/6557/10371/10512/119/1739/5063/88/832/4133/1906/55604/1785/23011/3320/54437/2932/9706/54434/2017/23645/4313/118/79822/5027/393/64857/4897/57556/7430/10013/57715/25/8829/23616/11078/79890/394/23394/6640/11151/23406/29108/8766/3783/92960/5802/1954/5296/79036/136319/857/8985/3984/23189/6387/7473/5216/8153/9368/57482/1182/6649/59341/10094/2784/5467/6722/7422/9037/4883/10723/7474/150465/6711/57142/2335/51652/5341/829/5997/10000/1889/2166/1385/6696/9270/54942/5357/59342/5290/11113/6560/57403/583/7408/8195/11034/50809/10365/23499/7429/6049/135/9732/29767/2258/348/51429/54795/10439/9026/55558/9113/4131/8799/2643/8864/23108/23111/4922/51520/23075/10451/10542/4803/9475/80206/3351/10677/2647/10505/27345/183/50853/1910/5879/274/56262/7111/81873/9856/9873/5962/80031/51332/29766/8482/5910/9990/585/85464/57521/7409/6647/23038/1382/10500/23557/10456/5868/2803/185/9353/5921/23500/93663/56996/4478/80005/2934/3363/120/133/90952/10435/5756/2132/2241/2059/1909/130271/114908/51571/223117/118813/64798/3778/9530/4690/11013/286527/23400/1636/146206/2909/875/102724560/7410/57731/1173/374946/10092/27185/29765/56203/25802/80128/10109/134/6259/5580/79714/2150/253260/2852/1020/9897/538/1073/382/196740/7248/118426/5979/143872/119032/8800/148170/10501/83547/64223/624/3575/54910/5865/154/25942/5028/9723/136/80131/5581/171023/23566/5728/146/361/5499/253725/5916/54961/6712/112/5029/10458/340481/29882/2303/627/196527/8408/2314/2885/1002/3352/91663/3059/5021/2149/9798/2131/2055/6546/55243/128239/6900/152/1946/8398/51334/1812/10509/5592/256949/57698/1630/51393/10507/389541/1201/120892/257313/282991/64218/51466/54785/65267/3269/11194/6840/6709/81553/89848/57154/2475/830/3897/2664/659/84335/1874/7114/3672/84561/2876/358/57026/11344/342184/85358/729991/55845",371,1
"regulation of binding","control",0,1,"control",0.999624265920214,NA,"GO:0051098","889/26073/23129/23028/54972/5310/3077/5329/1663/3479/84062/51773/2296/23063/50937/28996/53339/6672/6093/9759/22933/64710/602/7049/998/5566/2011/1400/489/6717/119/4140/60/5909/23032/4133/5663/6604/2932/10269/22924/581/118/6790/79822/2280/7023/8487/9044/25805/3717/25/8829/24144/3162/5155/8664/2033/4792/4776/6789/23394/1522/57761/22919/1869/2332/8874/1203/5595/65057/10273/8767/6788/3646/5516/3191/2068/84444/166/81857/7040/857/4233/3955/7046/8721/1855/5599/23560/22943/10014/25979/55294/9693/65981/9750/9532/51053/4188/4015/10923/5515/1452/27031/7474/3280/868/1981/57669/3676/5334/7341/2043/11315/10459/3925/4751/9270/3416/3433/4488/8600/117854/7291/4035/55355/8239/1026/652/2962/8189/650/3397/55906/5300/148022/3976/6608/146057/23639/54552/348/10155/9026/22927/5914/6737/5468/8864/5901/54496/10763/1965/8932/8536/10542/4803/84893/22873/23493/1660/3300/1025/7295/9314/64855/4686/79139/26206/10211/6653/2959/83666/51176/1950/5530/6996/7009/5925/2622/93649/409/9775/4089/351/207/10498/5195/6135/51042/5792/8751/23557/4931/142/805/5899/56257/6872/79618/203228/58499/6934/8091/1601/1054/84959/284/285381/23228/1193/7074/114991/121665/6497/26119/129531/2035/267/1636/808/26086/5824/27185/4487/90780/3428/151636/59343/5580/4043/401152/3148/9464/3673/23462/1020/115908/51339/64324/55323/6881/567/5347/4088/64400/2801/1398/81620/1499/165904/255738/51068/154/25942/5986/5028/84525/143941/5499/80011/8658/124857/488/1488/7189/1649/4087/2072/627/6664/3725/56998/51341/9212/161882/64388/7262/56963/23641/302/9802/9241/8663/340061/6612/146198/3297/5071/3434/5465/55182/120892/3005/3146/3066/64771/6714/171392/6281/65992/6815/801/177/114769/1460/10399/7114/407019/1454/8904/4830/3078/54984/9236",316,1
"regulation of cell cycle phase transition","control",0,1,"control",0.993049931219874,NA,"GO:1901987","8379/55904/10926/54623/1407/5310/51603/7756/8193/54443/672/637/4331/4361/2273/8452/54888/54908/23026/7175/57646/50484/57492/5888/1112/29945/57504/493/55781/6602/7158/22933/2255/9319/55743/6605/54962/51512/60/1739/57662/79960/9984/8556/6595/5933/10403/8555/6604/4998/9183/51720/6790/51433/332/7023/51776/5720/79968/63967/8318/990/8697/4436/51322/988/8317/9274/84861/6598/25793/8563/9894/328/5721/994/9675/1869/81610/5932/28984/79791/5934/8766/4683/2068/84444/51343/29997/29086/1021/835/2146/9275/5889/80279/6603/6347/84687/55294/595/27339/25906/55626/605/2735/1027/8914/51147/5777/26271/1432/896/7272/3550/900/5810/10111/5515/9555/23276/79858/1981/90/3398/1386/26270/10459/60672/991/25949/8289/1063/6118/9928/5311/894/51692/10783/9525/1843/6909/3624/11319/11130/1031/1017/6491/10385/9587/1026/7517/55795/9787/3306/6597/56984/440275/54617/1032/80185/1028/55274/8881/65975/10197/26057/27183/5977/4221/891/1022/79577/902/55143/9575/324/301/51347/60561/1019/9700/4193/84101/55198/79621/10457/3364/83990/86/9314/55755/81853/8870/9656/5962/1763/580/57520/83666/29766/1062/79035/6601/675/5925/8451/5371/90381/7157/51529/57521/23476/351/207/261726/83540/51514/8444/25896/65123/163859/54465/2177/58190/51143/10217/10769/1956/113130/56257/6872/1030/1029/58493/138151/472/3619/1111/9344/144715/6868/55835/26272/57405/678/5884/9184/9510/7508/146956/134353/286053/163786/701/22976/26060/9577/8450/995/10361/57805/29980/8883/3275/84446/57551/51149/80174/147841/6154/4921/2071/84142/152110/323/11073/151636/131601/59343/55193/993/84126/4085/5885/51339/8328/144455/84936/29117/252983/322/7465/5347/4824/6240/81620/10263/1642/55159/10116/4204/22809/4330/8738/25942/699/57099/55031/983/6419/7564/51499/5569/5356/596/83695/6241/5728/27085/25988/5883/91607/80198/5017/6599/64859/1263/55055/545/11065/10106/79915/246184/51379/56892/55367/83903/4291/348654/80169/9212/55920/5781/4869/6657/84967/5890/7325/785/23236/80254/11200/9735/4303/51065/8558/79184/5087/677/126520/116224/123879/3014/196528/51434/25959/641/79027/197342/65992/7027/7919/91603/57165/26058/199/5514/56658/51451/8110/11277/255374/11331/1654/2074/1018/5591/54984/388112",390,1
"regulation of cellular component size","control",0,1,"control",0.997654104999598,NA,"GO:0032535","6405/57679/23028/55971/10344/3475/85477/51265/5048/6792/56920/1185/7869/22902/9821/9168/999/65078/822/2006/51474/23105/26999/10787/6558/9423/57609/10565/387/5217/57704/8440/9948/7224/9175/8301/1207/6557/10371/10512/119/1739/5063/88/832/4133/1906/55604/1785/23011/3320/54437/2932/9706/54434/2017/23645/118/79822/5027/393/64857/4897/57556/7430/10013/57715/25/8829/23616/11078/79890/394/23394/11151/23406/29108/8766/3783/92960/5802/1954/5296/79036/136319/3984/23189/6387/7473/5216/8153/9368/57482/1182/59341/10094/2784/6722/7422/9037/10723/7474/150465/6711/57142/2335/51652/5341/829/10000/1385/6696/54942/5357/5290/11113/6560/57403/7408/8195/11034/50809/23499/7429/6049/29767/2258/348/51429/10439/9026/55558/9113/4131/8799/23108/23111/51520/23075/10451/10542/4803/80206/10677/2647/10505/50853/5879/274/56262/7111/81873/9856/9873/5962/80031/51332/29766/8482/9990/585/85464/57521/7409/23038/1382/10500/23557/10456/5868/2803/9353/5921/23500/93663/56996/4478/2934/120/90952/10435/5756/2241/2059/130271/114908/51571/223117/118813/64798/3778/9530/4690/11013/286527/23400/146206/2909/7410/57731/1173/374946/10092/27185/29765/56203/25802/80128/10109/6259/5580/79714/2150/253260/1020/9897/538/1073/382/7248/118426/5979/119032/8800/148170/10501/83547/64223/3575/54910/5865/25942/9723/80131/5581/23566/5728/361/5499/253725/5916/54961/6712/10458/29882/627/196527/8408/2314/2885/1002/91663/3059/9798/2055/55243/128239/6900/1946/51334/10509/256949/57698/1630/51393/10507/389541/1201/282991/64218/51466/54785/65267/11194/6840/6709/81553/89848/57154/2475/830/3897/2664/659/84335/1874/7114/84561/358/57026/11344/342184/85358/729991/55845",295,1
"regulation of nervous system development","control",0,1,"control",0.99306556543744,NA,"GO:0051960","6405/23129/23028/30812/26022/3475/51265/5048/6792/56920/7869/23376/22902/3082/9921/1890/5583/7133/999/27067/65078/9820/1495/23105/50937/9423/23013/57609/9682/259266/22933/6596/7224/9175/10371/10512/284403/1739/22920/5362/5063/4133/4898/5108/1620/7520/23011/5663/6604/54437/9706/5978/8898/51593/393/51726/10683/57556/10013/57715/8829/6663/706/10419/51199/22938/3091/23405/4776/23394/655/1869/27286/869/8140/79006/79791/29904/7976/84079/9253/7040/5802/1954/5764/7472/5803/2146/2737/6009/3984/6387/657/22943/7473/8153/1949/9693/1075/8882/27339/4192/65981/9896/6722/7422/4124/9037/1627/27031/7474/3280/5361/64689/57142/2335/10494/3398/8604/2043/3065/85440/6794/9928/6696/22954/3213/7852/23363/745/3553/650/23767/3397/9572/5605/23499/6049/7533/3976/7732/6608/80237/54567/2258/3949/55695/55558/2670/4131/5914/79727/8864/5176/1742/6860/10810/23111/2048/3845/406/8650/8553/4803/4613/23175/3572/4038/4076/23493/10505/5270/10154/55198/3569/6498/274/9856/6653/10413/56965/3706/80031/22891/8482/2247/51176/5530/9746/347902/5925/4916/7157/147381/207/1382/58497/29956/10500/11221/1745/55502/58190/2803/9353/26045/27242/23500/7162/6993/26230/1030/4915/4851/56288/26011/3688/7424/85458/9231/2895/5789/163175/223117/7070/81559/140578/58494/118813/7074/27020/7804/146433/3815/673/6497/55179/64084/100528062/8867/7832/1636/57465/374946/27185/80128/5584/5783/6259/26508/5364/3148/222223/23462/2852/1020/6692/283659/567/10501/1499/84376/2637/54910/6474/2915/5604/4204/10636/11141/22871/6091/57555/9723/55636/23566/4135/22883/5728/9451/3400/5916/54674/1605/1600/390992/9001/3981/8322/170506/26259/23529/10458/57633/386724/29882/627/6664/8408/114798/84667/1002/2624/139065/9378/5021/5324/57463/9798/2049/302/9241/1946/26039/84189/6092/10509/23768/5501/7058/4771/4673/57698/1630/51393/10507/375790/5649/644943/3556/64218/54413/4311/23654/7516/3066/4763/8831/6281/4155/63925/51441/28514/57154/5365/2475/57165/80823/3897/7052/2664/659/387804/11344/85358/4067/1523",357,1
"regulation of neurogenesis","control",0,1,"control",0.701655626296267,NA,"GO:0050767","6405/23129/23028/30812/26022/3475/51265/5048/6792/56920/7869/23376/22902/9921/5583/7133/999/27067/65078/9820/1495/23105/50937/9423/23013/57609/9682/259266/22933/6596/7224/9175/10371/10512/284403/22920/5362/5063/4133/4898/5108/1620/7520/23011/5663/6604/54437/9706/5978/51593/393/51726/10683/57556/10013/57715/8829/6663/706/10419/51199/22938/3091/23405/4776/23394/655/1869/8140/79006/79791/29904/7976/84079/9253/7040/5802/1954/5764/7472/5803/2146/2737/6009/3984/6387/657/7473/8153/1949/9693/27339/4192/65981/6722/7422/4124/9037/1627/7474/3280/5361/64689/57142/2335/10494/3398/2043/3065/85440/6794/6696/22954/3213/7852/23363/3553/650/3397/9572/5605/23499/6049/7533/3976/7732/6608/80237/54567/2258/3949/55558/2670/4131/79727/8864/5176/1742/6860/23111/2048/3845/406/8650/8553/4803/4613/3572/4038/4076/23493/10505/5270/10154/55198/3569/6498/274/9856/6653/10413/56965/3706/80031/22891/8482/2247/51176/5530/5925/4916/7157/1382/58497/29956/10500/11221/1745/55502/58190/2803/9353/23500/6993/26230/1030/4915/4851/26011/3688/7424/85458/5789/223117/7070/81559/140578/118813/7074/27020/7804/146433/3815/673/6497/55179/100528062/8867/7832/1636/57465/374946/27185/80128/5584/6259/26508/5364/3148/23462/2852/1020/6692/283659/567/10501/1499/84376/54910/6474/2915/5604/4204/10636/11141/6091/9723/55636/23566/4135/5728/3400/1605/1600/390992/9001/3981/8322/170506/26259/23529/10458/29882/627/6664/8408/114798/84667/1002/2624/5324/57463/9798/302/9241/1946/26039/6092/10509/5501/4771/4673/57698/1630/51393/10507/5649/644943/64218/4311/23654/7516/3066/4763/8831/6281/4155/63925/51441/28514/57154/5365/2475/57165/80823/3897/7052/2664/659/11344/85358/4067/1523",303,1
"response to endoplasmic reticulum stress","control",0,1,"control",0.998620761273932,NA,"GO:0034976","57414/51360/23376/23071/10062/578/3309/51528/9709/5610/8975/10347/4287/27248/7353/8440/6400/51009/489/54431/79876/2932/10959/23645/581/55741/111089941/10961/23411/25/79956/91319/7494/80020/5706/57761/81502/9097/8406/5611/55757/10273/51283/7993/5516/6449/27113/5296/857/26608/10952/10488/10613/80279/57003/55161/7466/595/9354/10162/4121/10087/23197/7060/5924/8614/58515/1981/550/26003/4780/11315/80267/26232/26270/1491/51060/22926/51569/27230/317/1191/8795/10987/7706/64224/9217/84899/821/7186/23753/468/4189/440275/79094/83667/10277/7376/55829/10955/93611/1965/9695/746/337867/29979/84900/10956/116496/3300/56886/23392/1861/153090/79139/10211/51439/58487/55298/7057/56965/54956/91445/84216/160418/7009/81542/5371/8720/7157/5366/57333/54499/51506/10130/23190/84236/7873/8893/10299/5295/11160/9919/29982/54788/10525/3708/55768/387923/79668/83734/10018/1047/29761/9601/9131/90993/4690/84919/267/118424/126433/51035/84447/467/55139/201595/83590/91147/7415/7184/2923/80700/79089/92305/3576/11236/598/596/10869/9451/1051/488/9024/1649/5771/26471/666/11253/3725/2081/2907/811/55432/91304/64764/55666/8398/7327/11124/5071/5034/10134/378884/29978/120892/51136/5770/837/4217/30001/258010/65992/54870/192683/51465/4976/11153/6048/3303/7917/10399/10206/1388/1654/101928527/7844/51608/125972/115290",230,1
"response to oxidative stress","control",0,1,"control",0.994179793737876,NA,"GO:0006979","2729/5893/572/51384/57679/4353/5164/221/4257/2534/2067/3082/51022/2730/7444/578/2530/11284/27067/84883/50484/1161/5601/5798/54929/4710/8692/22933/7515/5151/5743/26034/1906/9817/27244/5663/5978/2950/29957/4313/8455/83959/9962/5829/10013/5742/23411/3717/25/79956/5594/5625/25793/3162/25828/3091/51527/5693/328/10202/2937/655/84557/22850/215/8428/5595/80777/4363/3163/6810/55290/8989/2936/5516/2068/5445/4233/51142/3315/4521/2146/6505/23064/9124/5599/59338/10105/1277/374/6649/55294/10891/1410/4728/10645/2054/51389/135112/8876/54974/9555/5159/8614/58515/4968/7337/11235/1894/27086/4358/27429/10314/6772/10494/6382/1386/2034/4780/1718/2882/11315/6421/54936/5052/9588/7128/2309/5311/79109/8013/2281/79912/847/11019/10549/6780/140823/25824/8678/10131/10365/2671/4248/468/7732/348/7837/1571/83667/2686/55829/83636/2643/5562/23135/5111/51526/116988/694/406/1965/51765/5156/29979/301/948/50640/79899/55270/3569/7295/1861/7099/8737/132864/10068/87178/1545/3417/10516/79661/7168/5371/8996/57707/7157/6647/351/207/4170/405/142/29920/388/2177/10550/6622/1956/4841/93100/10280/210/22921/143686/6188/4314/2308/23657/2241/1909/5163/5796/4929/22925/55364/133522/9131/5603/255027/11030/4323/8321/2176/84919/65018/4720/1827/23400/2539/114757/57465/5563/57190/4921/824/2071/55139/80149/5580/493869/836/55074/94241/318/11168/2395/538/9833/7486/2706/10935/7248/26287/9529/5598/6778/2021/1398/2879/558/7001/1499/51435/8309/8754/10636/25942/983/2353/4255/2861/80310/2110/596/5621/9943/5970/90441/1263/10276/9973/253827/10333/488/8815/79772/7352/7351/8061/4482/8877/664/5074/475/3725/2081/8575/1728/375748/5831/6546/56616/5587/10587/55967/4700/3297/54033/5071/6667/5034/4520/120892/8644/5478/9361/3066/154807/1612/6714/4217/30001/140885/4541/4540/4512/11179/4537/494513/3304/3303/199/4277/10399/2878/51157/1147/11277/2074/1719/2876/60674/358/2119/6414/84769/84334/140809",349,1
"ribonucleoprotein complex biogenesis","control",0,1,"control",0.997856906296543,NA,"GO:0022613","81887/10181/6936/113000/55692/115939/51096/11171/51106/51121/23517/55341/54960/51491/10659/23223/51154/51602/57602/55781/6433/11218/10885/57418/54505/51018/114049/54475/1207/9733/23016/56949/56915/7520/1653/3320/29093/25929/7514/22894/26747/6193/91746/51729/8668/54700/27292/8602/10992/8886/22803/6128/51575/6175/8487/26523/6732/3326/10291/6634/23481/51386/4809/10521/8664/84844/10419/6430/1983/23405/51550/24148/26164/51340/10528/56853/79863/8780/100101490/6839/27336/5303/8669/3646/90459/55011/2068/8175/10775/6217/2091/55702/6223/29997/83743/26121/54555/85865/8662/23064/51010/8661/10360/23560/4927/708/117246/55813/51747/54433/2483/27339/10728/11052/11103/4839/8683/55003/23195/705/29102/55299/8850/7375/9136/51639/6209/84128/23451/79954/79084/54955/80135/54680/9129/10969/79033/387338/58155/27042/6230/22868/55127/51077/10171/54853/11340/27340/8161/64282/2971/130916/51116/6125/29960/79039/5393/27161/6431/55661/10199/88745/6631/83732/10799/51081/64794/6633/6628/6629/8894/192669/51119/10436/79066/65095/25983/54552/55695/25804/23404/1968/56342/8666/1736/25926/25980/6155/84231/6627/22907/23378/5901/10514/57050/26284/54496/51388/22889/54663/79577/51634/29889/192670/134430/6733/55226/84946/10200/9816/2752/6041/1660/65080/11137/54606/6426/92856/4686/11224/6194/96764/84811/51187/6229/29081/55759/9169/6636/6895/8562/8451/60677/79631/8996/84916/28987/27043/9775/10907/9875/79760/23521/6135/51042/6202/51093/81875/10262/1939/4931/163859/6637/23020/5433/55164/83939/55646/166378/92345/9879/55651/29777/285855/64434/51631/6134/6129/8667/84294/6838/57109/10556/22984/10480/10658/472/79869/220064/120379/57647/121053/153443/79833/10557/135295/55027/84365/51001/10813/115416/8450/90121/85395/103/60680/6154/79707/64216/23160/79753/6059/11157/84135/10412/6208/10569/25879/11168/65083/8559/7248/9188/9790/64745/27079/9221/11051/6632/55720/3921/7536/29063/10713/10421/8233/51068/196074/83640/83443/5036/84864/6203/55006/51013/55636/64979/79029/92342/5394/6227/55178/6201/6607/6606/3669/10248/10978/6169/51504/90441/10594/9416/545/8665/9092/8607/401466/6232/55272/1662/63899/54913/54512/27335/23212/50628/22827/255308/4869/64963/6635/55505/54059/26609/51335/6218/55794/6165/10856/10946/51118/10607/8663/728689/10078/79050/51065/317781/55015/51547/10772/9045/79979/26155/23450/27341/112479/161424/10438/84154/55035/84549/6147/55153/51441/55319/7919/131870/26831/26832/26835/101954276/26834/57819/26827/101954267/6060/101954266/101954271/51202/1654/100151684/118460/155400/9277/105378616/28985/6234/57461/5822/3692/55052/5591/9724/84769/91893/100151683/404672",439,1
"ribose phosphate biosynthetic process","control",0,1,"control",0.932761242800841,NA,"GO:0046390","204/4706/5166/10165/5164/60481/4719/159/56474/2983/56848/4710/64834/5165/80347/2182/6389/2023/38/9605/32/108/790/4708/1738/11332/513/4713/9524/6576/5836/4522/5634/6901/1723/4832/23417/4833/65990/23205/7040/2639/3614/51422/203/4717/10891/8050/4728/506/7372/523/1716/374291/8604/271/515/6390/6785/4709/4702/83401/79646/113/8034/2181/514/4694/27109/80025/79717/10606/5471/4698/196883/4705/83549/55902/5538/47/4695/5160/272/55312/517/4711/109/471/60490/9061/4704/11001/4716/5636/29922/7371/6391/5313/142/6622/4726/4594/54539/5631/4715/50808/51144/226/134145/1737/4718/2180/498/5163/53354/55022/26289/518/522/201163/84532/221264/114/132/1633/9556/55229/978/65018/4720/2618/516/4882/4731/2539/23181/5635/115/51727/205/8833/7086/4724/23305/107/318/4712/7415/30968/509/3251/9200/4714/10632/4723/10476/5162/4725/521/79071/4696/1503/10201/79877/111/84833/112/126328/84277/197322/3615/4729/5198/4707/7378/55967/4700/122622/527/51079/5465/100/51703/54898/54963/9060/4541/4513/4536/4540/4537/4538/4535/4508/353/6392/790955/7114/201562/4539/4722/9374/4509/4830/158/9551/539/4831/267020/4701",210,1
