"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","jitter_alpha","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"1557","enu","6","rRNA metabolic process",-0.330680555495021,0.0474525897253171,21.8333333333333,7.27777777777778,2.49629354874011,0.343002167002458,27.3,9.1,0.0669176149569717,0.551785409591351,NA,"GO:0016072",47,"FALSE",0.6,-0.127972272180965,-0.202708283314056,0.320610000578514
"1558","enu","6","Schwann cell differentiation",0.149456873088645,0.172264357351462,4.21666666666667,1.40555555555556,0.571628602555242,0.406692286402939,3.08333333333333,1.02777777777778,0.686094503809596,0.999999999999971,NA,"GO:0014037",129,"FALSE",0.6,-0.416467571402603,0.565924444491248,0.320610000578514
"1559","enu","6","semaphorin-plexin signaling pathway involved in neuron projection guidance",0.227886388936966,0.0672098235404436,1.51666666666667,0.505555555555556,0.223813745316485,0.442708507219422,0.733333333333333,0.244444444444444,0.986803066984154,0.999999999999971,NA,"GO:1902285",81,"FALSE",0.6,-0.528231299657548,0.756117688594514,0.320610000578514
"1560","enu","6","seminiferous tubule development",0.00566416671474375,0.400181363103471,1.01666666666667,0.338888888888889,0.229935578739721,0.678498429068029,1.06666666666667,0.355555555555556,0.999830309509127,0.999999999999971,NA,"GO:0072520",632,"FALSE",0.6,-0.114967703573582,0.120631870288325,0.320610000578514
"1561","enu","6","signal peptide processing",-0.00555555555555555,0.0962250448649376,0,0,0,NA,0.166666666666667,0.0555555555555556,0.999999999999971,0.999999999999971,NA,"GO:0006465",632,"FALSE",0.6,-0.0600449061136943,0.0544893505581387,0.320610000578514
"1562","enu","6","signal transduction in response to DNA damage",-0.219077054896142,0.160760408485757,15.25,5.08333333333333,1.58771324027147,0.312337030873076,18.2,6.06666666666667,0.847588569477611,0.999999999999971,NA,"GO:0042770",82,"FALSE",0.6,-0.254351338483172,0.0352742835870303,0.320610000578514
"1563","enu","6","sister chromatid segregation",-0.412893190578691,0.342279401938813,19.85,6.61666666666667,2.93101233933488,0.44297415707832,26.7,8.9,0.157423443840042,0.937491852122044,NA,"GO:0000819",34,"FALSE",0.6,-0.209627361881741,-0.20326582869695,0.320610000578514
"1564","enu","6","small molecule catabolic process",-0.207123485112187,0.222982706591444,26.7166666666667,8.90555555555556,3.78837158410566,0.425394189107311,30.85,10.2833333333333,0.874842301251039,0.999999999999971,NA,"GO:0044282",85,"FALSE",0.6,-0.234732847698003,0.0276093625858151,0.320610000578514
"1565","enu","6","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0.165831250040064,0.126004753590821,0.783333333333333,0.261111111111111,0.0673575314054563,0.257965013893237,0.366666666666667,0.122222222222222,0.999909908334453,0.999999999999971,NA,"GO:0060831",112,"FALSE",0.6,-0.161155179475912,0.326986429515976,0.320610000578514
"1566","enu","6","sphingomyelin biosynthetic process",0.204720138928953,0.137778375709731,0.7,0.233333333333333,0.251661147842358,1.07854777646725,0.166666666666667,0.0555555555555556,0.998098854847347,0.999999999999971,NA,"GO:0006686",85,"FALSE",0.6,-0.0936567459172769,0.29837688484623,0.320610000578514
"1567","enu","6","spindle localization",-0.536290764173346,0.207117678009353,2.91666666666667,0.972222222222222,0.209717623201965,0.21570955529345,5.16666666666667,1.72222222222222,0.752661997419449,0.999999999999971,NA,"GO:0051653",25,"FALSE",0.6,-0.389243027838016,-0.14704773633533,0.320610000578514
"1568","enu","6","stem cell differentiation",-0.443263950544889,0.327388147694491,13.95,4.65,0.492442890089805,0.105901696793507,20.05,6.68333333333333,0.037640542351258,0.458303057360046,NA,"GO:0048863",32,"FALSE",0.6,-0.301421328532153,-0.141842622012737,0.320610000578514
"1569","enu","6","stem cell population maintenance",-0.117062366440257,0.105222415149652,15.3,5.1,1.38924439894498,0.272400862538231,16.9166666666667,5.63888888888889,0.882985221889945,0.999999999999971,NA,"GO:0019827",163,"FALSE",0.6,-0.224174747844154,0.107112381403897,0.320610000578514
"1570","enu","6","sterol biosynthetic process",-0.115774272650489,0.426448290477393,4.33333333333333,1.44444444444444,0.41943524640393,0.290378247510413,4.8,1.6,0.943030412969377,0.999999999999971,NA,"GO:0016126",163,"FALSE",0.6,-0.240821718280659,0.12504744563017,0.320610000578514
"1571","enu","6","stress granule assembly",-0.367502083293269,0.175481213424182,1.31666666666667,0.438888888888889,0.211037999035806,0.48084607375247,2.5,0.833333333333333,0.998915455605163,0.999999999999971,NA,"GO:0034063",42,"FALSE",0.6,-0.111960924538936,-0.255541158754333,0.320610000578514
"1572","enu","6","substantia nigra development",-0.481044305771903,0.0914593522362096,2.46666666666667,0.822222222222222,0.333888426695927,0.406080518954506,4.23333333333333,1.41111111111111,0.916371741827831,0.999999999999971,NA,"GO:0021762",27,"FALSE",0.6,-0.349752210098899,-0.131292095673004,0.320610000578514
"1573","enu","6","substrate adhesion-dependent cell spreading",-0.270054623322727,0.347731012176666,7.18333333333333,2.39444444444444,0.875647908270932,0.36569982247974,8.3,2.76666666666667,0.585828667727808,0.999999999999971,NA,"GO:0034446",61,"FALSE",0.6,-0.11609409779183,-0.153960525530897,0.320610000578514
"1574","enu","6","sulfur compound metabolic process",-0.340814467431255,0.325612427250793,19.8333333333333,6.61111111111111,1.98839224090814,0.300765212910475,25.4666666666667,8.48888888888889,0.0688387877776548,0.551785409591351,NA,"GO:0006790",43,"FALSE",0.6,-0.163922056437682,-0.176892410993573,0.320610000578514
"1575","enu","6","suppression of viral release by host",0.181662500080128,0.114050610405961,1.03333333333333,0.344444444444444,0.435039376676709,1.26301754519044,0.5,0.166666666666667,0.999993000800991,0.999999999999971,NA,"GO:0044790",99,"FALSE",0.6,-0.268005547623453,0.449668047703582,0.320610000578514
"1576","enu","6","synaptic vesicle lumen acidification",0.609857986171208,0.512179552445123,2.73333333333333,0.911111111111111,0.554109228435186,0.608168665355692,0.533333333333333,0.177777777777778,0.313461227111003,0.999999999999971,NA,"GO:0097401",21,"FALSE",0.6,0.13477172385675,0.475086262314458,0.320610000578514
"1577","enu","6","telomerase RNA localization to Cajal body",-0.0833333333333333,0.23094010767585,1.48333333333333,0.494444444444444,0.302917908449235,0.612642960908566,1.88333333333333,0.627777777777778,0.999902500183963,0.999999999999971,NA,"GO:0090671",220,"FALSE",0.6,0.0952040131317319,-0.178537346465065,0.320610000578514
"1578","enu","6","telomere maintenance",-0.370113119962304,0.331702351631686,12.8666666666667,4.28888888888889,1.99592176793173,0.465370360398589,15.9333333333333,5.31111111111111,0.293469466832902,0.999999999999971,NA,"GO:0000723",39,"FALSE",0.6,-0.308090542240633,-0.0620225777216718,0.320610000578514
"1579","enu","6","telomere organization",-0.770069283902098,0.362483762835245,11.3333333333333,3.77777777777778,1.34715062810913,0.356598695675945,17.95,5.98333333333333,0.00105627496689834,0.0842907423584879,NA,"GO:0032200",13,"FALSE",0.6,-0.197473307697932,-0.572595976204166,0.320610000578514
"1580","enu","6","toxin transport",-0.403501911435211,0.273697564064228,2.18333333333333,0.727777777777778,0.552854545199864,0.759647466686836,3.33333333333333,1.11111111111111,0.984527151469311,0.999999999999971,NA,"GO:1901998",34,"FALSE",0.6,-0.445975335991386,0.0424734245561749,0.320610000578514
"1581","enu","6","trabecula morphogenesis",-0.239197986043002,0.182676614195995,2.95,0.983333333333333,0.225462487641145,0.229283885736757,3.7,1.23333333333333,0.99638340653969,0.999999999999971,NA,"GO:0061383",74,"FALSE",0.6,-0.55550071368153,0.316302727638528,0.320610000578514
"1582","enu","6","tube closure",-0.298533642677838,0.0492101779802883,6.7,2.23333333333333,0.750555349946514,0.336069559677543,8.66666666666667,2.88888888888889,0.948474783730068,0.999999999999971,NA,"GO:0060606",55,"FALSE",0.6,0.0221937739350505,-0.320727416612889,0.320610000578514
"1583","enu","6","U2-type prespliceosome assembly",0.0902673613114326,0.246457876995078,3.36666666666667,1.12222222222222,0.107151675122144,0.0954816907029006,2.5,0.833333333333333,0.922535779563055,0.999999999999971,NA,"GO:1903241",193,"FALSE",0.6,-0.0897122513267901,0.179979612638223,0.320610000578514
"1584","enu","6","ubiquinone biosynthetic process",0.150108611159188,0.703902510161334,1.41666666666667,0.472222222222222,0.458964212273842,0.971924214226959,1.03333333333333,0.344444444444444,0.997329683892341,0.999999999999971,NA,"GO:0006744",122,"FALSE",0.6,-0.155084227673061,0.305192838832249,0.320610000578514
"1585","enu","6","ubiquinone metabolic process",-0.05,0.360555127546399,1.26666666666667,0.422222222222222,0.367171369819073,0.869616402203069,1.4,0.466666666666667,0.997464677121016,0.999999999999971,NA,"GO:0006743",347,"FALSE",0.6,-0.586967109421222,0.536967109421222,0.320610000578514
"1586","enu","6","UV-damage excision repair",0.426942361151176,0.489991034815908,1.2,0.4,0.529150262212918,1.3228756555323,0,0,0.963382809150063,0.999999999999971,NA,"GO:0070914",33,"FALSE",0.6,-0.521444695954977,0.948387057106152,0.320610000578514
"1587","enu","6","vacuolar acidification",-0.617502083293269,0.304412703077371,1.23333333333333,0.411111111111111,0.416777762966912,1.01378374775735,3,1,0.936938197146316,0.999999999999971,NA,"GO:0007035",21,"FALSE",0.6,0.210690670430271,-0.82819275372354,0.320610000578514
"1588","enu","6","vacuolar transport",-0.293515821803989,0.341118936013025,13.2666666666667,4.42222222222222,0.367171369819074,0.0830287017178809,16.4333333333333,5.47777777777778,0.109870797822335,0.769095584756343,NA,"GO:0007034",55,"FALSE",0.6,-0.198705784973432,-0.0948100368305579,0.320610000578514
"1589","enu","6","vacuole organization",-0.4413933732161,0.351876165352982,16.25,5.41666666666667,3.39423530906938,0.626628057058963,20.3333333333333,6.77777777777778,0.0665672754227763,0.551785409591351,NA,"GO:0007033",32,"FALSE",0.6,-0.331436715860169,-0.109956657355932,0.320610000578514
"1590","enu","6","vasculogenesis",-0.390015241546895,0.278791617806798,5.68333333333333,1.89444444444444,1.31659634130052,0.694977540862447,6.98333333333333,2.32777777777778,0.852405304824077,0.999999999999971,NA,"GO:0001570",38,"FALSE",0.6,-0.131784211140522,-0.258231030406373,0.320610000578514
"1591","enu","6","vesicle localization",-0.372482735930592,0.169197398099862,15.5,5.16666666666667,1.89296944860009,0.366381183600018,20.05,6.68333333333333,0.32388799365896,0.999999999999971,NA,"GO:0051648",39,"FALSE",0.6,-0.166606920911455,-0.205875815019137,0.320610000578514
"1592","enu","6","vesicle organization",-0.264125496745224,0.320474619809052,27.5,9.16666666666667,1.60727512683216,0.175339104745326,34.6666666666667,11.5555555555556,0.116136579915499,0.798939575625589,NA,"GO:0016050",63,"FALSE",0.6,-0.24259647062961,-0.0215290261156135,0.320610000578514
"1593","enu","6","viral process",-0.378208046789444,0.240421056699181,29.1833333333333,9.72777777777778,1.82500634194738,0.187607733609668,38.5166666666667,12.8388888888889,0.00172057074287695,0.0915278392132848,NA,"GO:0016032",39,"FALSE",0.6,-0.220276742232708,-0.157931304556735,0.320610000578514
"1594","enu","6","viral release from host cell",-0.168235297512057,0.327960523509367,2.75,0.916666666666667,0.381881307912987,0.416597790450531,2.75,0.916666666666667,0.832655985790339,0.999999999999971,NA,"GO:0019076",112,"FALSE",0.6,-0.13979404961109,-0.0284412479009676,0.320610000578514
"1595","enu","6","water-soluble vitamin metabolic process",-0.252848819680824,0.0618725704299106,3.81666666666667,1.27222222222222,0.471502719838194,0.370613491575873,4.8,1.6,0.991965588294583,0.999999999999971,NA,"GO:0006767",66,"FALSE",0.6,-0.152389045469752,-0.100459774211072,0.320610000578514
"1596","enu","6","Wnt signaling pathway",-0.465344654317036,0.0570880798639719,28.6166666666667,9.53888888888889,3.01322701385691,0.315888679379292,40.1,13.3666666666667,0.00858839586544069,0.19903700281773,NA,"GO:0016055",28,"TRUE",0.8,-0.184079832944858,-0.281264821372177,0.320610000578514
"1597","enu","9","actin filament organization",-0.447949872750407,0.322924005309261,78.4333333333333,13.0722222222222,6.29569223681882,0.481608415906242,110.733333333333,18.4555555555556,0.00024328393996835,0.0135374466921302,"*","GO:0007015",32,"TRUE",0.8,-0.13981922504435,-0.308130647706056,0.320610000578514
"1598","enu","9","alcohol biosynthetic process",-0.192920798456807,0.23117522386571,28.4166666666667,4.73611111111111,1.5797474012803,0.333553703496133,34.2333333333333,5.70555555555556,0.344380746449844,0.716197306159538,NA,"GO:0046165",93,"FALSE",0.6,-0.325976534494511,0.133055736037705,0.320610000578514
"1599","enu","9","amino sugar biosynthetic process",0.0606934027978099,0.231763879727053,1.83333333333333,0.305555555555556,0.305807976544953,1.00082610505621,1.83333333333333,0.305555555555556,0.962586521476408,0.999973554527113,NA,"GO:0046349",265,"FALSE",0.6,-0.0368985953517863,0.0975919981495962,0.320610000578514
"1600","enu","9","aminoglycan biosynthetic process",-0.361420761801899,0.515587159591389,14.5333333333333,2.42222222222222,1.68347084146833,0.695010897853896,18,3,0.308124672188851,0.691824726631349,NA,"GO:0006023",42,"FALSE",0.6,-0.295054058323808,-0.0663667034780904,0.320610000578514
"1601","enu","9","apoptotic mitochondrial changes",-0.459748235810666,0.256384206728576,21.4333333333333,3.57222222222222,2.08704114495636,0.584241689101313,30.0333333333333,5.00555555555556,0.316098050337031,0.692954084903468,NA,"GO:0008637",31,"FALSE",0.6,-0.114814934012518,-0.344933301798148,0.320610000578514
"1602","enu","9","appendage development",-0.456952230602856,0.169292520355226,30.45,5.075,2.28117294390408,0.449492205695385,41.9333333333333,6.98888888888889,0.141497536357785,0.392066090324697,NA,"GO:0048736",31,"FALSE",0.6,-0.0686250198467333,-0.388327210756123,0.320610000578514
"1603","enu","9","aromatic compound catabolic process",-0.371749054045018,0.143850363654577,91.0333333333333,15.1722222222222,6.58602617218765,0.434084478576997,125.033333333333,20.8388888888889,0.000174336573933031,0.0135374466921302,"*","GO:0019439",39,"TRUE",0.8,-0.170848024041113,-0.200901030003906,0.320610000578514
"1604","enu","9","ATP metabolic process",-0.172461070941806,0.412991999583623,48.1666666666667,8.02777777777778,2.0505193560729,0.255428016673441,59.35,9.89166666666667,0.0283735643717454,0.146026693458787,NA,"GO:0046034",105,"FALSE",0.6,-0.223283364422361,0.0508222934805552,0.320610000578514
"1605","enu","9","autophagosome maturation",-0.206918574223077,0.369968305558419,13.4333333333333,2.23888888888889,1.08636328416657,0.485224295657527,15.8,2.63333333333333,0.517266345920795,0.889608931131022,NA,"GO:0097352",85,"FALSE",0.6,0.0217502374750913,-0.228668811698169,0.320610000578514
"1606","enu","9","autophagy of mitochondrion",-0.264616328347149,0.145616880136039,22.5166666666667,3.75277777777778,1.41736910689671,0.377685328262633,28.95,4.825,0.42241088815491,0.775247910389501,NA,"GO:0000422",63,"FALSE",0.6,-0.354220698576092,0.089604370228943,0.320610000578514
"1607","enu","9","axon extension",-0.468541901780973,0.304681660340154,20.5666666666667,3.42777777777778,1.94883630994575,0.56854219739098,28.4166666666667,4.73611111111111,0.303794276776836,0.688715434283849,NA,"GO:0048675",28,"FALSE",0.6,-0.216932263516997,-0.251609638263975,0.320610000578514
"1608","enu","9","basement membrane organization",-0.047965764013088,0.221592699557699,7.8,1.3,0.516397779494322,0.397229061149479,8.61666666666667,1.43611111111111,0.996346221672653,0.999973554527113,NA,"GO:0071711",347,"FALSE",0.6,-0.413448654398485,0.365482890385397,0.320610000578514
"1609","enu","9","biological process involved in interaction with host",-0.339224898563836,0.310219770769479,38.3166666666667,6.38611111111111,3.20278380070745,0.501523344173416,50.5666666666667,8.42777777777778,0.101598000156602,0.30944734398843,NA,"GO:0051701",47,"FALSE",0.6,-0.160568162018039,-0.178656736545797,0.320610000578514
"1610","enu","9","body morphogenesis",-0.0435049674248154,0.217110082955055,11.7166666666667,1.95277777777778,0.442268981335852,0.226481981907406,12.0333333333333,2.00555555555556,0.972882899204155,0.999973554527113,NA,"GO:0010171",347,"FALSE",0.6,-0.0725550752452948,0.0290501078204793,0.320610000578514
"1611","enu","9","bone development",-0.0929399248137467,0.153360812040779,50.8,8.46666666666667,3.52420203734122,0.416244335119042,57.5333333333333,9.58888888888889,0.631310191370922,0.980127495552521,NA,"GO:0060348",193,"FALSE",0.6,-0.17204761121632,0.0791076864025735,0.320610000578514
"1612","enu","9","branched-chain amino acid metabolic process",-0.143634844702649,0.208836438895695,5.96666666666667,0.994444444444444,0.746969184747914,0.751142196953209,7.05,1.175,0.936818793331837,0.999973554527113,NA,"GO:0009081",129,"FALSE",0.6,-0.199322997344649,0.0556881526420005,0.320610000578514
"1613","enu","9","carbohydrate derivative catabolic process",-0.204413432568786,0.221189122077623,34.1333333333333,5.68888888888889,2.23026322977223,0.3920384583584,42.8,7.13333333333333,0.3772613996773,0.734279504737769,NA,"GO:1901136",85,"FALSE",0.6,-0.178670751316926,-0.0257426812518596,0.320610000578514
"1614","enu","9","carbohydrate derivative transport",-0.132466791759669,0.21049043726922,16.85,2.80833333333333,1.12268279877562,0.399768355647106,19.1166666666667,3.18611111111111,0.574097266744254,0.932333536314064,NA,"GO:1901264",137,"FALSE",0.6,-0.285174488777836,0.152707697018166,0.320610000578514
"1615","enu","9","cell cycle checkpoint signaling",-0.34460769062494,0.335250602959785,43.2833333333333,7.21388888888889,3.16895385238071,0.439285093129401,57.7,9.61666666666667,0.00363188037833783,0.0499696645157515,"*","GO:0000075",43,"TRUE",0.8,-0.140164470185554,-0.204443220439386,0.320610000578514
"1616","enu","9","cell cycle G1/S phase transition",-0.158487592228464,0.146891504991573,59.9333333333333,9.98888888888889,3.9059309128934,0.391027566363077,72.6333333333333,12.1055555555556,0.446245047085758,0.802035017059538,NA,"GO:0044843",122,"FALSE",0.6,-0.131088981441702,-0.0273986107867619,0.320610000578514
"1617","enu","9","cell cycle G2/M phase transition",-0.0750630322085973,0.256579374930781,41.6833333333333,6.94722222222222,2.89329525064543,0.416467928921374,45.2166666666667,7.53611111111111,0.62188685480195,0.976901004196765,NA,"GO:0044839",241,"FALSE",0.6,-0.218184409569024,0.143121377360427,0.320610000578514
"1618","enu","9","cell growth",-0.47086470082936,0.148489381346492,85.8166666666667,14.3027777777778,7.55851555580905,0.528464866982183,122.6,20.4333333333333,4.07198565744132e-05,0.0109531143079702,"*","GO:0016049",28,"TRUE",0.8,-0.23648653782581,-0.23437816300355,0.320610000578514
"1619","enu","9","cell migration involved in heart development",0.116929826402912,0.438675517097456,5.38333333333333,0.897222222222222,0.319794494196693,0.356427300033466,4.56666666666667,0.761111111111111,0.75623024686867,0.999973554527113,NA,"GO:0060973",163,"FALSE",0.6,0.0150920925953096,0.101837733807602,0.320610000578514
"1620","enu","9","cell redox homeostasis",-0.132460383008295,0.400702227165832,9.93333333333333,1.65555555555556,0.8567812288292,0.517518863051195,10.3333333333333,1.72222222222222,0.654676261501412,0.999973554527113,NA,"GO:0045454",137,"FALSE",0.6,-0.331984126945118,0.199523743936823,0.320610000578514
"1621","enu","9","cell-cell signaling by wnt",-0.396122949222093,0.124410360464185,83.2166666666667,13.8694444444444,6.04841959768249,0.436096746478209,116.666666666667,19.4444444444444,0.000666293539579016,0.0156383013112957,"*","GO:0198738",38,"TRUE",0.8,-0.238908154008969,-0.157214795213124,0.320610000578514
"1622","enu","9","cell-substrate adhesion",-0.295522509490812,0.108636687599225,64.9666666666667,10.8277777777778,4.91439683952123,0.453869384871125,84.1,14.0166666666667,0.180768965806308,0.474518535241559,NA,"GO:0031589",55,"TRUE",0.8,-0.19668958518793,-0.0988329243028818,0.320610000578514
"1623","enu","9","cell-substrate junction assembly",-0.101518927650612,0.278460968247508,25.5833333333333,4.26388888888889,1.98914880362505,0.466510468602617,27.1333333333333,4.52222222222222,0.570527054775062,0.932333536314064,NA,"GO:0007044",180,"FALSE",0.6,-0.340280406484002,0.238761478833391,0.320610000578514
"1624","enu","9","cell-substrate junction organization",-0.43678465049238,0.23300543352039,19.1333333333333,3.18888888888889,1.61268122725501,0.505718851752444,27.3,4.55,0.18510108378113,0.477174328789229,NA,"GO:0150115",33,"FALSE",0.6,-0.162344849035675,-0.274439801456705,0.320610000578514
"1625","enu","9","cellular carbohydrate metabolic process",-0.420791294859793,0.24067074921333,50.3166666666667,8.38611111111111,4.21479427027474,0.502592228320273,71.4333333333333,11.9055555555556,0.00130785380694301,0.0248492223319173,"*","GO:0044262",33,"TRUE",0.8,-0.185969189147086,-0.234822105712707,0.320610000578514
"1626","enu","9","cellular component disassembly",-0.272003428974186,0.198510965745223,100.4,16.7333333333333,7.25564914011451,0.433604530285728,131,21.8333333333333,0.00350090913739939,0.0498879552079413,"*","GO:0022411",61,"TRUE",0.8,-0.201985585198046,-0.0700178437761391,0.320610000578514
"1627","enu","9","cellular lipid catabolic process",-0.366087106567213,0.161732176893398,39.3833333333333,6.56388888888889,3.20313070234361,0.487992828118367,52.4833333333333,8.74722222222222,0.0590012711685354,0.225200261857713,NA,"GO:0044242",42,"FALSE",0.6,-0.251921771023829,-0.114165335543385,0.320610000578514
"1628","enu","9","cellular metabolic compound salvage",-0.131244791766828,0.284652434060479,6.26666666666667,1.04444444444444,0.443053378608375,0.424200043348444,7.5,1.25,0.853569368878735,0.999973554527113,NA,"GO:0043094",137,"FALSE",0.6,-0.207365800876768,0.0761210091099402,0.320610000578514
"1629","enu","9","cellular nitrogen compound catabolic process",-0.291813688825648,0.19478355271218,95.2,15.8666666666667,6.21324749583054,0.391591228728815,125.033333333333,20.8388888888889,0.001384015283012,0.0251010044509904,"*","GO:0044270",55,"TRUE",0.8,-0.168578747142119,-0.123234941683529,0.320610000578514
"1630","enu","9","cellular pigment accumulation",0.21069340279781,0.283387512191453,3.23333333333333,0.538888888888889,0.408475032103373,0.757994904934095,2.16666666666667,0.361111111111111,0.943552400018816,0.999973554527113,NA,"GO:0043482",82,"FALSE",0.6,-0.287615487291804,0.498308890089614,0.320610000578514
"1631","enu","9","cellular pigmentation",-0.254326389515246,0.315449138674937,14.1666666666667,2.36111111111111,1.10763344652094,0.469115342055927,17.75,2.95833333333333,0.699472969398784,0.999973554527113,NA,"GO:0033059",66,"FALSE",0.6,-0.0128966847106781,-0.241429704804568,0.320610000578514
"1632","enu","9","cellular respiration",-0.220166321090313,0.277708387471914,56.5333333333333,9.42222222222222,3.51388779095284,0.372936204228485,70.5,11.75,0.0496794742339669,0.202266430809722,NA,"GO:0045333",81,"FALSE",0.6,-0.193750269884202,-0.0264160512061116,0.320610000578514
"1633","enu","9","cellular response to acid chemical",-0.318599393719813,0.555432959250671,19,3.16666666666667,1.70945085399441,0.539826585471919,24.3333333333333,4.05555555555556,0.0784730560799464,0.274655696279812,NA,"GO:0071229",49,"FALSE",0.6,-0.293426136306765,-0.0251732574130485,0.320610000578514
"1634","enu","9","cellular response to arsenic-containing substance",-0.133333333333334,0.469970442490527,4.2,0.7,0.362092683040007,0.517275261485725,5.26666666666667,0.877777777777778,0.783657244356238,0.999973554527113,NA,"GO:0071243",137,"FALSE",0.6,-0.309702723671846,0.176369390338512,0.320610000578514
"1635","enu","9","cellular response to chemical stress",-0.242243246756738,0.199813952469391,70.05,11.675,5.14558872563027,0.440735651017582,88.55,14.7583333333333,0.0216989058942461,0.125555068305655,NA,"GO:0062197",71,"FALSE",0.6,-0.243393547860008,0.00115030110326983,0.320610000578514
"1636","enu","9","cellular response to dsRNA",-0.133848612834116,0.447971755778651,4.95,0.825,0.426060767705474,0.516437294188453,5.8,0.966666666666667,0.655611955221502,0.999973554527113,NA,"GO:0071359",137,"FALSE",0.6,-0.152865748218888,0.0190171353847721,0.320610000578514
"1637","enu","9","cellular response to external stimulus",-0.346362024039475,0.158501571876828,66.15,11.025,4.76589445959518,0.432280676607272,88.1833333333333,14.6972222222222,0.0263020626435525,0.141817878307803,NA,"GO:0071496",43,"TRUE",0.8,-0.112741945592166,-0.233620078447309,0.320610000578514
"1638","enu","9","cellular response to extracellular stimulus",-0.379803258121245,0.147598241292912,46.9166666666667,7.81944444444444,3.37326773102658,0.431394807520273,65.7833333333333,10.9638888888889,0.0436189944144176,0.187139556681211,NA,"GO:0031668",39,"TRUE",0.8,-0.227045777356748,-0.152757480764497,0.320610000578514
"1639","enu","9","cellular response to fluid shear stress",-0.163888888888889,0.340767272206695,3.31666666666667,0.552777777777778,0.333402770545488,0.603140690434049,4.73333333333333,0.788888888888889,0.981980521372376,0.999973554527113,NA,"GO:0071498",112,"FALSE",0.6,0.0074595185926191,-0.171348407481508,0.320610000578514
"1640","enu","9","cellular response to heat",-0.2842884220618,0.17730400050248,13.4333333333333,2.23888888888889,0.864205908248637,0.385997676140831,17.8333333333333,2.97222222222222,0.70746817365475,0.999973554527113,NA,"GO:0034605",57,"FALSE",0.6,-0.264990569122631,-0.0192978529391685,0.320610000578514
"1641","enu","9","cellular response to insulin stimulus",-0.139118702726498,0.144505174409932,45.2666666666667,7.54444444444444,2.70034291375222,0.357924686653461,53.3333333333333,8.88888888888889,0.492647305382845,0.867440314368964,NA,"GO:0032869",137,"FALSE",0.6,-0.0995135432313332,-0.0396051594951652,0.320610000578514
"1642","enu","9","cellular response to ketone",-0.295235887874669,0.264679230249978,20.6,3.43333333333333,1.56773013550731,0.456620427817664,26.6666666666667,4.44444444444444,0.540691004225789,0.918024300791872,NA,"GO:1901655",55,"FALSE",0.6,-0.113357715103244,-0.181878172771425,0.320610000578514
"1643","enu","9","cellular response to oxygen levels",-0.476739285832328,0.33895941131576,30.5333333333333,5.08888888888889,3.22191569423235,0.63312753816793,43.3666666666667,7.22777777777778,0.0312280829696498,0.157721583606206,NA,"GO:0071453",28,"TRUE",0.8,-0.210329958468028,-0.2664093273643,0.320610000578514
"1644","enu","9","cellular response to sterol depletion",0.0797744445085475,0.388859638297156,3.93333333333333,0.655555555555556,0.506257144439756,0.772256661009798,3.33333333333333,0.555555555555556,0.834706442899743,0.999973554527113,NA,"GO:0071501",241,"FALSE",0.6,-0.0105366336519081,0.0903110781604555,0.320610000578514
"1645","enu","9","cellular response to topologically incorrect protein",-0.275578247945544,0.247401433909119,29.0666666666667,4.84444444444444,2.60782298876683,0.538312084837189,34.6833333333333,5.78055555555556,0.395252367793917,0.750979498808442,NA,"GO:0035967",61,"FALSE",0.6,-0.111268047031832,-0.164310200913712,0.320610000578514
"1646","enu","9","cellular response to transforming growth factor beta stimulus",-0.380417178270207,0.293604919318017,48.7,8.11666666666667,3.48034161797054,0.428789521721216,67.7666666666667,11.2944444444444,0.0100501074983823,0.0735790679977556,NA,"GO:0071560",38,"TRUE",0.8,-0.16334042090731,-0.217076757362897,0.320610000578514
"1647","enu","9","cellular response to UV",-0.187046763113654,0.217923025771502,24.35,4.05833333333333,1.79238357749922,0.441655090964899,28.25,4.70833333333333,0.6247437249577,0.977540181404401,NA,"GO:0034644",99,"FALSE",0.6,-0.219318559963389,0.0322717968497347,0.320610000578514
"1648","enu","9","cellular senescence",-0.178839246587608,0.267183940599414,23.1,3.85,1.81153710054933,0.4705291170258,27.6333333333333,4.60555555555556,0.664614942209181,0.999973554527113,NA,"GO:0090398",105,"FALSE",0.6,-0.310779850519246,0.131940603931638,0.320610000578514
"1649","enu","9","centromere complex assembly",-0.0096160120994359,0.148826649114337,9.96666666666667,1.66111111111111,0.931048791337947,0.560497600136557,9.25,1.54166666666667,0.959163804330941,0.999973554527113,NA,"GO:0034508",632,"FALSE",0.6,-0.180761488183194,0.171145476083758,0.320610000578514
"1650","enu","9","centrosome localization",-0.29056809030382,0.315960761915739,6.31666666666667,1.05277777777778,0.432102954124319,0.410440800751332,9.08333333333333,1.51388888888889,0.968859615296089,0.999973554527113,NA,"GO:0051642",55,"FALSE",0.6,-0.0921593720825331,-0.198408718221287,0.320610000578514
