"","condition","cycle","region","log2fc.mean","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"1110","enu","3","regulation of mitochondrial fission",-0.17291849058005,6.63888888888889,2.21296296296296,0.598566531810888,0.270481947429188,2.18055555555556,0.983049339434628,0.999999617096231,NA,"GO:0090140",105,"FALSE"
"1111","enu","3","regulation of mitochondrial membrane permeability",-0.290057116650895,9.36111111111111,3.12037037037037,0.512447929704508,0.164226636225777,3.54166666666667,0.304460259008119,0.999999617096231,NA,"GO:0046902",55,"FALSE"
"1112","enu","3","regulation of mitochondrial membrane potential",-0.463351445214374,7.55555555555556,2.51851851851852,1.30210339490718,0.517011642095498,3.25,0.36503795943562,0.999999617096231,NA,"GO:0051881",28,"FALSE"
"1113","enu","3","regulation of ncRNA transcription",-0.267594966309594,2.75,0.916666666666667,0.1821510701195,0.198710258312182,1.07407407407407,0.999770961913405,0.999999617096231,NA,"GO:0140747",63,"FALSE"
"1114","enu","3","regulation of neuron apoptotic process",-0.118323027333666,31.3472222222222,10.4490740740741,0.326413513649488,0.0312385108322062,11.1111111111111,0.909158508095812,0.999999617096231,NA,"GO:0043523",163,"FALSE"
"1115","enu","3","regulation of neuron death",-0.22894993329637,42.625,14.2083333333333,2.82334158685225,0.198710258312182,16.1805555555556,0.0453023578391622,0.642841017361777,NA,"GO:1901214",81,"FALSE"
"1116","enu","3","regulation of neuron projection development",-0.188897987444276,60.0972222222222,20.0324074074074,2.7619107009758,0.137872131132603,22.5555555555556,0.44626473847327,0.999999617096231,NA,"GO:0010975",99,"FALSE"
"1117","enu","3","regulation of pinocytosis",-0.00611249997329052,1.05555555555556,0.351851851851852,0.210329938733343,0.597779825873713,0.342592592592593,0.999945653567133,0.999999617096231,NA,"GO:0048548",632,"FALSE"
"1118","enu","3","regulation of plasma membrane bounded cell projection assembly",-0.314485686838058,25.2777777777778,8.42592592592593,1.2793870703271,0.151839344610249,10.5462962962963,0.0254112498156771,0.562079860380237,NA,"GO:0120032",49,"FALSE"
"1119","enu","3","regulation of protein catabolic process",-0.239437526956274,55.7916666666667,18.5972222222222,3.38555733325994,0.182046398801132,21.5833333333333,0.326090288974914,0.999999617096231,NA,"GO:0042176",74,"FALSE"
"1120","enu","3","regulation of protein dephosphorylation",-0.240426857204507,13.25,4.41666666666667,1.87721063098588,0.425028822110011,4.65740740740741,0.556084948962723,0.999999617096231,NA,"GO:0035304",71,"FALSE"
"1121","enu","3","regulation of protein modification by small protein conjugation or removal",-0.281890545764475,37.125,12.375,1.89515911902398,0.153144171234261,14.6481481481481,0.0878547566779573,0.876351197862624,NA,"GO:1903320",57,"FALSE"
"1122","enu","3","regulation of protein stability",-0.221162239902529,49,16.3333333333333,0.484322104837853,0.0296523737655828,18.5416666666667,0.0330467886612968,0.562079860380237,NA,"GO:0031647",81,"FALSE"
"1123","enu","3","regulation of protein-containing complex assembly",-0.137538116410825,58.4861111111111,19.4953703703704,1.95356656531148,0.10020669154768,21.1666666666667,0.722087300115616,0.999999617096231,NA,"GO:0043254",137,"FALSE"
"1124","enu","3","regulation of response to DNA damage stimulus",-0.135669906711046,57.875,19.2916666666667,2.96725311515258,0.153810096681775,20.9212962962963,0.740530010511119,0.999999617096231,NA,"GO:2001020",137,"FALSE"
"1125","enu","3","regulation of small molecule metabolic process",-0.296491893199467,41.125,13.7083333333333,1.37233186696455,0.10010931552325,16.1388888888889,0.0176479469561661,0.502966488250734,NA,"GO:0062012",55,"FALSE"
"1126","enu","3","regulation of stem cell differentiation",-0.140520068356807,14.5416666666667,4.84722222222222,1.30725362383779,0.269691292023842,4.46759259259259,0.229951499693689,0.999999617096231,NA,"GO:2000736",129,"FALSE"
"1127","enu","3","regulation of steroid hormone biosynthetic process",-0.14743802068977,2.90277777777778,0.967592592592593,0.175864999196505,0.181755214480599,0.99537037037037,0.999878617593767,0.999999617096231,NA,"GO:0090030",129,"FALSE"
"1128","enu","3","regulation of supramolecular fiber organization",-0.155831351409303,58.6944444444444,19.5648148148148,1.31946881069119,0.0674409046638187,21.8935185185185,0.464218565467462,0.999999617096231,NA,"GO:1902903",122,"FALSE"
"1129","enu","3","regulation of translational fidelity",-0.159147858712829,2.43055555555556,0.810185185185185,0.0561312761712136,0.0692820323027551,0.87962962962963,0.999949995773737,0.999999617096231,NA,"GO:0006450",122,"FALSE"
"1130","enu","3","regulation of type I interferon-mediated signaling pathway",-0.0137939858357755,7.66666666666667,2.55555555555556,1.05993244601883,0.414756174529107,2.2962962962963,0.840119716576513,0.999999617096231,NA,"GO:0060338",526,"FALSE"
"1131","enu","3","regulation of ubiquitin-protein transferase activity",-0.364062132588226,9.05555555555556,3.01851851851852,0.594037590086868,0.196797729231232,3.51851851851852,0.410034409404696,0.999999617096231,NA,"GO:0051438",42,"FALSE"
"1132","enu","3","regulation of vacuole organization",-0.147186230577807,9,3,0.333333333333333,0.111111111111111,2.88888888888889,0.779734114768422,0.999999617096231,NA,"GO:0044088",129,"FALSE"
"1133","enu","3","release of cytochrome c from mitochondria",-0.136614031067769,8.5,2.83333333333333,0.829621362392671,0.292807539668001,2.8287037037037,0.984748594310554,0.999999617096231,NA,"GO:0001836",137,"FALSE"
"1134","enu","3","renal system development",-0.132946431326314,45.7638888888889,15.2546296296296,1.52299335023367,0.09983810732943,16.2731481481481,0.467915130097629,0.999999617096231,NA,"GO:0072001",137,"FALSE"
"1135","enu","3","respiratory system development",-0.0923470528181241,32.6805555555556,10.8935185185185,1.24786340031416,0.114550996373931,11.0972222222222,0.680662166924039,0.999999617096231,NA,"GO:0060541",193,"FALSE"
"1136","enu","3","respiratory tube development",-0.245687908902834,24.6666666666667,8.22222222222222,1.49484711634152,0.181805730365861,8.99074074074074,0.0810135912151551,0.850642707759129,NA,"GO:0030323",71,"FALSE"
"1137","enu","3","response to UV",-0.211038604357244,25.1527777777778,8.38425925925926,0.874044157523184,0.104248226408066,9.63888888888889,0.956414376453962,0.999999617096231,NA,"GO:0009411",82,"FALSE"
"1138","enu","3","response to acid chemical",-0.158754264353339,21.9583333333333,7.31944444444444,1.68754286639656,0.230556141139568,7.64814814814815,0.444145223547511,0.999999617096231,NA,"GO:0001101",122,"FALSE"
"1139","enu","3","response to amino acid",-0.387145391930189,15.0694444444444,5.02314814814815,0.479585833836302,0.0954751521738628,6.11574074074074,0.124267609093874,0.972211294675602,NA,"GO:0043200",38,"FALSE"
"1140","enu","3","response to amino acid starvation",-0.0332289219632813,10.4444444444444,3.48148148148148,0.57017793771632,0.1637745140249,3.21296296296296,0.934036133261815,0.999999617096231,NA,"GO:1990928",385,"FALSE"
