"","condition","cycle","region","log2fc.mean","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"671","control","9","regulation of Golgi organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903358",747,"FALSE"
"672","control","9","regulation of actin filament organization",0.365831250040064,0.225346692867036,2.33333333333333,0.388888888888889,0.250924217569694,0.645233702322069,0,0,0.998887864257421,1,NA,"GO:0110053",42,"FALSE"
"673","control","9","regulation of actin filament-based process",-0.166666666666667,0.404263040219613,2,0.333333333333333,0.365148371670111,1.09544511501033,2.83333333333333,0.472222222222222,0.999985199240732,1,NA,"GO:0032970",112,"FALSE"
"674","control","9","regulation of anatomical structure size",-0.388888888888889,0.327730693416725,4,0.666666666666667,0.365148371670111,0.547722557505166,6,1,0.998504213002584,1,NA,"GO:0090066",38,"FALSE"
"675","control","9","regulation of apoptotic signaling pathway",-0.5,0.459468291736341,2,0.333333333333333,0.298142396999972,0.894427190999916,5,0.833333333333333,0.999247669778653,1,NA,"GO:2001233",26,"FALSE"
"676","control","9","regulation of autophagosome maturation",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.992003934304874,1,NA,"GO:1901096",163,"FALSE"
"677","control","9","regulation of autophagy",-0.268337499919871,0.742310080550119,2.33333333333333,0.388888888888889,0.389681731483337,1.00203873810001,3.66666666666667,0.611111111111111,0.980090540690169,1,NA,"GO:0010506",63,"FALSE"
"678","control","9","regulation of binding",-0.388888888888889,0.574133808122836,1,0.166666666666667,0.182574185835055,1.09544511501033,3.33333333333333,0.555555555555556,0.997144652181101,1,NA,"GO:0051098",38,"FALSE"
"679","control","9","regulation of carbohydrate metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006109",747,"FALSE"
"680","control","9","regulation of cell cycle phase transition",-0.411946527737714,0.251154413403687,3.66666666666667,0.611111111111111,0.250924217569694,0.410603265114044,6,1,0.999461328929911,1,NA,"GO:1901987",34,"FALSE"
"681","control","9","regulation of cell division",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999990645970616,1,NA,"GO:0051302",112,"FALSE"
"682","control","9","regulation of cell growth",-0.411946527737714,0.211263883077752,3,0.5,0.278886675511359,0.557773351022717,5.33333333333333,0.888888888888889,0.999349665793791,1,NA,"GO:0001558",34,"FALSE"
"683","control","9","regulation of cell morphogenesis",0.333333333333333,0.298142396999972,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.999888326299909,1,NA,"GO:0022604",47,"FALSE"
"684","control","9","regulation of cell-substrate adhesion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010810",747,"FALSE"
"685","control","9","regulation of cell-substrate junction assembly",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999985704794292,1,NA,"GO:0090109",306,"FALSE"
"686","control","9","regulation of cell-substrate junction organization",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999463630615291,1,NA,"GO:0150116",163,"FALSE"
"687","control","9","regulation of cellular component size",0.143609027817842,0.517656777557082,3.33333333333333,0.555555555555556,0.272165526975909,0.489897948556636,2.33333333333333,0.388888888888889,0.988807557096066,1,NA,"GO:0032535",129,"FALSE"
"688","control","9","regulation of chromosome organization",0,0.421637021355784,1.66666666666667,0.277777777777778,0.136082763487954,0.489897948556636,1.66666666666667,0.277777777777778,0.99999677151734,1,NA,"GO:0033044",747,"FALSE"
"689","control","9","regulation of chromosome segregation",0.310275694484509,0.379572764928354,2,0.333333333333333,0.421637021355784,1.26491106406735,0,0,0.929747120906833,1,NA,"GO:0051983",49,"FALSE"
"690","control","9","regulation of circadian rhythm",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999974922617187,1,NA,"GO:0042752",163,"FALSE"
"691","control","9","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999999322307326,1,NA,"GO:0043281",163,"FALSE"
"692","control","9","regulation of cytokinesis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.99999857595795,1,NA,"GO:0032465",306,"FALSE"
"693","control","9","regulation of embryonic development",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.997878913992145,1,NA,"GO:0045995",112,"FALSE"
"694","control","9","regulation of establishment of cell polarity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:2000114",747,"FALSE"
"695","control","9","regulation of extracellular matrix organization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999987690576501,1,NA,"GO:1903053",306,"FALSE"
"696","control","9","regulation of fibroblast migration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010762",747,"FALSE"
"697","control","9","regulation of fibroblast proliferation",0.111111111111111,0.272165526975909,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.998157936621181,1,NA,"GO:0048145",163,"FALSE"
"698","control","9","regulation of focal adhesion assembly",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999968294286609,1,NA,"GO:0051893",306,"FALSE"
"699","control","9","regulation of generation of precursor metabolites and energy",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.99998545818313,1,NA,"GO:0043467",163,"FALSE"
"700","control","9","regulation of glucose metabolic process",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999939751609014,1,NA,"GO:0010906",163,"FALSE"
"701","control","9","regulation of interferon-beta production",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032648",747,"FALSE"
"702","control","9","regulation of intracellular protein transport",0.365831250040064,0.225346692867036,2.33333333333333,0.388888888888889,0.250924217569694,0.645233702322069,0,0,0.999597263518416,1,NA,"GO:0033157",42,"FALSE"
"703","control","9","regulation of intracellular steroid hormone receptor signaling pathway",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999996276244651,1,NA,"GO:0033143",306,"FALSE"
"704","control","9","regulation of intracellular transport",-0.333333333333333,0.516397779494322,1,0.166666666666667,0.182574185835055,1.09544511501033,3,0.5,0.999375247583469,1,NA,"GO:0032386",47,"FALSE"
"705","control","9","regulation of ketone biosynthetic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999441819335129,1,NA,"GO:0010566",306,"FALSE"
"706","control","9","regulation of ligase activity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051340",747,"FALSE"
"707","control","9","regulation of membrane permeability",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090559",747,"FALSE"
"708","control","9","regulation of microtubule cytoskeleton organization",0.277777777777778,0.250924217569694,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999510954198604,1,NA,"GO:0070507",61,"FALSE"
"709","control","9","regulation of microtubule depolymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0031114",747,"FALSE"
"710","control","9","regulation of microtubule-based process",0.277777777777778,0.250924217569694,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999989344830015,1,NA,"GO:0032886",61,"FALSE"
"711","control","9","regulation of mitochondrial fission",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090140",747,"FALSE"
"712","control","9","regulation of mitochondrial membrane permeability",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999992515738939,1,NA,"GO:0046902",306,"FALSE"
"713","control","9","regulation of mitochondrial membrane potential",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051881",747,"FALSE"
"714","control","9","regulation of ncRNA transcription",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140747",747,"FALSE"
"715","control","9","regulation of neuron apoptotic process",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999986065118981,1,NA,"GO:0043523",81,"FALSE"
"716","control","9","regulation of neuron death",0.333333333333333,0.210818510677892,2.33333333333333,0.388888888888889,0.136082763487954,0.349927106111883,0.333333333333333,0.0555555555555556,0.999940525635337,1,NA,"GO:1901214",47,"FALSE"
"717","control","9","regulation of neuron projection development",-0.634168749959936,0.277091077719032,2,0.333333333333333,0.365148371670111,1.09544511501033,5.66666666666667,0.944444444444444,0.996429061028832,1,NA,"GO:0010975",20,"FALSE"
"718","control","9","regulation of pinocytosis",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.997942157737472,1,NA,"GO:0048548",306,"FALSE"
"719","control","9","regulation of plasma membrane bounded cell projection assembly",0.277777777777778,0.327730693416725,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,0,0,0.999572675239324,1,NA,"GO:0120032",61,"FALSE"
"720","control","9","regulation of protein catabolic process",-0.435004166586538,0.388338812595325,2.33333333333333,0.388888888888889,0.327730693416725,0.842736068785864,4.66666666666667,0.777777777777778,0.993748800091102,1,NA,"GO:0042176",33,"FALSE"
"721","control","9","regulation of protein dephosphorylation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035304",747,"FALSE"
"722","control","9","regulation of protein modification by small protein conjugation or removal",0.333333333333333,0.210818510677892,2,0.333333333333333,0.210818510677892,0.632455532033676,0,0,0.99995952416353,1,NA,"GO:1903320",47,"FALSE"
"723","control","9","regulation of protein stability",-0.166666666666667,0.658280588604383,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,2.33333333333333,0.388888888888889,0.998183502159173,1,NA,"GO:0031647",112,"FALSE"
"724","control","9","regulation of protein-containing complex assembly",-0.444444444444444,0.403686713879666,2.66666666666667,0.444444444444444,0.403686713879666,0.908295106229247,5.33333333333333,0.888888888888889,0.999730349678219,1,NA,"GO:0043254",32,"FALSE"
"725","control","9","regulation of response to DNA damage stimulus",0.0974937501201927,0.299173266182826,4.33333333333333,0.722222222222222,0.574133808122836,0.794954503554696,3.33333333333333,0.555555555555556,0.999999117443845,1,NA,"GO:2001020",193,"FALSE"
"726","control","9","regulation of small molecule metabolic process",-0.0555555555555556,0.534027326253241,1.66666666666667,0.277777777777778,0.389681731483337,1.40285423334001,1.66666666666667,0.277777777777778,0.983253084723801,1,NA,"GO:0062012",306,"FALSE"
"727","control","9","regulation of stem cell differentiation",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999750803173,1,NA,"GO:2000736",306,"FALSE"
"728","control","9","regulation of steroid hormone biosynthetic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999342096916972,1,NA,"GO:0090030",306,"FALSE"
"729","control","9","regulation of supramolecular fiber organization",-0.245279861071047,0.357571182378048,2,0.333333333333333,0.298142396999972,0.894427190999916,3.33333333333333,0.555555555555556,0.999929597501798,1,NA,"GO:1902903",71,"FALSE"
"730","control","9","regulation of translational fidelity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006450",747,"FALSE"
"731","control","9","regulation of type I interferon-mediated signaling pathway",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060338",747,"FALSE"
"732","control","9","regulation of ubiquitin-protein transferase activity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051438",747,"FALSE"
"733","control","9","regulation of vacuole organization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999998682644233,1,NA,"GO:0044088",306,"FALSE"
"734","control","9","release of cytochrome c from mitochondria",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999991773715279,1,NA,"GO:0001836",306,"FALSE"
"735","control","9","renal system development",0.333333333333333,0.298142396999972,3.33333333333333,0.555555555555556,0.583730023847275,1.0507140429251,1,0.166666666666667,0.99990315340816,1,NA,"GO:0072001",47,"FALSE"
"736","control","9","respiratory system development",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.99999972902318,1,NA,"GO:0060541",163,"FALSE"
"737","control","9","respiratory tube development",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999652121780767,1,NA,"GO:0030323",81,"FALSE"
"738","control","9","response to UV",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.999886779397654,1,NA,"GO:0009411",112,"FALSE"
"739","control","9","response to acid chemical",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999850249261,1,NA,"GO:0001101",306,"FALSE"
"740","control","9","response to amino acid",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.992360705072769,1,NA,"GO:0043200",81,"FALSE"
"741","control","9","response to amino acid starvation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990928",747,"FALSE"
"742","control","9","response to arsenic-containing substance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046685",747,"FALSE"
"743","control","9","response to endoplasmic reticulum stress",-0.0230576388488247,0.056479449852995,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0.666666666666667,0.111111111111111,0.999999998465337,1,NA,"GO:0034976",451,"FALSE"
"744","control","9","response to fluid shear stress",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999970883695437,1,NA,"GO:0034405",306,"FALSE"
"745","control","9","response to insulin",0.42138680559562,0.301603926216348,2.66666666666667,0.444444444444444,0.344265186329548,0.774596669241483,0,0,0.990374296945665,1,NA,"GO:0032868",33,"FALSE"
"746","control","9","response to ionizing radiation",0.277777777777778,0.327730693416725,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,0,0,0.998844090999186,1,NA,"GO:0010212",61,"FALSE"
"747","control","9","response to oxidative stress",-0.5,0.459468291736341,3,0.5,0.505525029603437,1.01105005920687,5.66666666666667,0.944444444444444,0.996485680380601,1,NA,"GO:0006979",26,"FALSE"
"748","control","9","response to oxygen levels",-0.111111111111111,0.544331053951817,1.33333333333333,0.222222222222222,0.403686713879666,1.81659021245849,1.66666666666667,0.277777777777778,0.979934802713802,1,NA,"GO:0070482",163,"FALSE"
"749","control","9","response to reactive oxygen species",0.199164583373398,0.350873147116619,1.33333333333333,0.222222222222222,0.403686713879666,1.81659021245849,0,0,0.994821032279385,1,NA,"GO:0000302",93,"FALSE"
"750","control","9","response to sterol depletion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006991",747,"FALSE"
"751","control","9","response to topologically incorrect protein",0.0880534722622867,0.215686077122914,0.666666666666667,0.111111111111111,0.272165526975909,2.44948974278318,0,0,0.999674906742976,1,NA,"GO:0035966",220,"FALSE"
"752","control","9","response to transforming growth factor beta",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071559",747,"FALSE"
"753","control","9","response to virus",-0.388888888888889,0.490653381462658,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,3.66666666666667,0.611111111111111,0.999584656363321,1,NA,"GO:0009615",38,"FALSE"
"754","control","9","rhythmic process",0.333333333333333,0.298142396999972,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.999837983185662,1,NA,"GO:0048511",47,"FALSE"
"755","control","9","ribonucleoprotein complex assembly",0.222222222222222,0.172132593164774,1.33333333333333,0.222222222222222,0.172132593164774,0.774596669241483,0,0,0.999999079013563,1,NA,"GO:0022618",81,"FALSE"
"756","control","9","ribonucleoprotein complex subunit organization",0.388888888888889,0.327730693416725,2.33333333333333,0.388888888888889,0.327730693416725,0.842736068785864,0,0,0.99891014366565,1,NA,"GO:0071826",38,"FALSE"
"757","control","9","ribonucleotide metabolic process",-0.490559722142094,0.435109177606894,3.33333333333333,0.555555555555556,0.501848435139387,0.903327183250897,6,1,0.998555736858396,1,NA,"GO:0009259",27,"FALSE"
"758","control","9","ribose phosphate metabolic process",-0.411946527737714,0.29845748899556,3.66666666666667,0.611111111111111,0.327730693416725,0.536286589227368,6,1,0.999865701743708,1,NA,"GO:0019693",34,"FALSE"
"759","control","9","ribosomal subunit export from nucleus",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.998913376468024,1,NA,"GO:0000054",306,"FALSE"
"760","control","9","ribosome assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042255",747,"FALSE"
"761","control","9","ribosome biogenesis",-0.0230576388488247,0.68270087430675,3,0.5,0.278886675511359,0.557773351022717,3,0.5,0.997593770506358,1,NA,"GO:0042254",451,"FALSE"
"762","control","9","ribosome localization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.998474578654885,1,NA,"GO:0033750",306,"FALSE"
"763","control","9","roof of mouth development",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999999800902467,1,NA,"GO:0060021",306,"FALSE"
"764","control","9","semaphorin-plexin signaling pathway involved in neuron projection guidance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1902285",747,"FALSE"
"765","control","9","seminiferous tubule development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0072520",747,"FALSE"
"766","control","9","signal peptide processing",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006465",747,"FALSE"
"767","control","9","signal transduction in response to DNA damage",0.310275694484509,0.271353470708458,2,0.333333333333333,0.298142396999972,0.894427190999916,0,0,0.998182295451522,1,NA,"GO:0042770",49,"FALSE"
"768","control","9","sister chromatid segregation",-0.101670833253205,0.314341162810692,1.66666666666667,0.277777777777778,0.327730693416725,1.17983049630021,2,0.333333333333333,0.999928129517511,1,NA,"GO:0000819",180,"FALSE"
"769","control","9","small molecule catabolic process",-0.0786131944043802,0.534135527365829,2.66666666666667,0.444444444444444,0.403686713879666,0.908295106229247,3,0.5,0.999477154720489,1,NA,"GO:0044282",241,"FALSE"
"770","control","9","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060831",747,"FALSE"
"771","control","9","sphingomyelin biosynthetic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.998344082431279,1,NA,"GO:0006686",306,"FALSE"
"772","control","9","spindle localization",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999992939060645,1,NA,"GO:0051653",306,"FALSE"
"773","control","9","stem cell differentiation",0.388888888888889,0.389681731483337,2.66666666666667,0.444444444444444,0.501848435139387,1.12915897906362,0,0,0.897422249767708,1,NA,"GO:0048863",38,"FALSE"
"774","control","9","stem cell population maintenance",0.310275694484509,0.379572764928354,2,0.333333333333333,0.421637021355784,1.26491106406735,0,0,0.9827593259291,1,NA,"GO:0019827",49,"FALSE"
"775","control","9","sterol biosynthetic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999995534770999,1,NA,"GO:0016126",306,"FALSE"
"776","control","9","stress granule assembly",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999934900935331,1,NA,"GO:0034063",306,"FALSE"
"777","control","9","substantia nigra development",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999996308135577,1,NA,"GO:0021762",306,"FALSE"
"778","control","9","substrate adhesion-dependent cell spreading",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999852484183055,1,NA,"GO:0034446",112,"FALSE"
"779","control","9","sulfur compound metabolic process",0.166666666666667,0.505525029603437,2.33333333333333,0.388888888888889,0.327730693416725,0.842736068785864,1.33333333333333,0.222222222222222,0.993744179075328,1,NA,"GO:0006790",112,"FALSE"
"780","control","9","suppression of viral release by host",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0044790",747,"FALSE"
"781","control","9","synaptic vesicle lumen acidification",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999803541059921,1,NA,"GO:0097401",306,"FALSE"
"782","control","9","telomerase RNA localization to Cajal body",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090671",747,"FALSE"
"783","control","9","telomere maintenance",0.222222222222222,0.272165526975909,1.33333333333333,0.222222222222222,0.272165526975909,1.22474487139159,0,0,0.999922701040172,1,NA,"GO:0000723",81,"FALSE"
"784","control","9","telomere organization",0.277777777777778,0.250924217569694,1.66666666666667,0.277777777777778,0.250924217569694,0.903327183250897,0,0,0.999404394931067,1,NA,"GO:0032200",61,"FALSE"
"785","control","9","toxin transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901998",747,"FALSE"
"786","control","9","trabecula morphogenesis",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.99841648022531,1,NA,"GO:0061383",163,"FALSE"
"787","control","9","tube closure",0.166666666666667,0.278886675511358,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.995115365068556,1,NA,"GO:0060606",112,"FALSE"
"788","control","9","ubiquinone biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006744",747,"FALSE"
"789","control","9","ubiquinone metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006743",747,"FALSE"
"790","control","9","vacuolar acidification",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999975517774042,1,NA,"GO:0007035",306,"FALSE"
"791","control","9","vacuolar transport",0.111111111111111,0.172132593164774,0.666666666666667,0.111111111111111,0.172132593164774,1.54919333848297,0,0,0.999999484484813,1,NA,"GO:0007034",163,"FALSE"
"792","control","9","vacuole organization",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999999759919197,1,NA,"GO:0007033",112,"FALSE"
"793","control","9","vasculogenesis",0.166666666666667,0.182574185835055,1,0.166666666666667,0.182574185835055,1.09544511501033,0,0,0.999134291734935,1,NA,"GO:0001570",112,"FALSE"
"794","control","9","vesicle localization",0.143609027817842,0.230864764342429,1,0.166666666666667,0.278886675511358,1.67332005306815,0,0,0.999982415209411,1,NA,"GO:0051648",129,"FALSE"
"795","control","9","vesicle organization",-0.411946527737714,0.421859883879024,2,0.333333333333333,0.365148371670111,1.09544511501033,4.33333333333333,0.722222222222222,0.998829916989732,1,NA,"GO:0016050",34,"FALSE"
"796","control","9","viral process",-0.467502083293269,0.40933654834618,3,0.5,0.34960294939005,0.699205898780101,5.66666666666667,0.944444444444444,0.999679328484186,1,NA,"GO:0016032",28,"FALSE"
"797","control","9","viral release from host cell",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0019076",747,"FALSE"
"798","control","9","water-soluble vitamin metabolic process",0.0555555555555556,0.136082763487954,0.333333333333333,0.0555555555555556,0.136082763487954,2.44948974278318,0,0,0.999986231630187,1,NA,"GO:0006767",306,"FALSE"
"799","enu","3","ATP metabolic process",-0.188479056068157,0.285553836300788,8.58333333333333,2.86111111111111,0.987186424662048,0.345036031920716,8.75,2.91666666666667,0.746879304159952,1,NA,"GO:0046034",99,"FALSE"
"800","enu","3","COPII vesicle coating",0.569715972342416,0.409426740790943,1.91666666666667,0.638888888888889,0.529237746757157,0.828372125359028,0,0,0.714416569006657,1,NA,"GO:0048208",22,"FALSE"
"801","enu","3","DNA conformation change",0.111111111111111,0.192450089729875,4.25,1.41666666666667,0.220479275922049,0.155632430062623,3.33333333333333,1.11111111111111,0.999360642509775,1,NA,"GO:0071103",163,"FALSE"
"802","enu","3","DNA replication",-0.61435093896833,0.477126733066121,7.83333333333333,2.61111111111111,1.08440118310795,0.415302580764748,11.8333333333333,3.94444444444444,0.24520713086519,1,NA,"GO:0006260",21,"FALSE"
"803","enu","3","DNA-templated transcription elongation",-0.289752434542433,0.128916956393732,5.75,1.91666666666667,0.144337567297406,0.0753065568508207,6,2,0.454919145619696,1,NA,"GO:0006354",57,"FALSE"
"804","enu","3","G0 to G1 transition",0.463325000160258,0.802502440694425,1.91666666666667,0.638888888888889,0.898816093742413,1.40684258150986,0.25,0.0833333333333333,0.662914230038733,1,NA,"GO:0045023",28,"FALSE"
"805","enu","3","GPI anchor biosynthetic process",0.305555555555556,0.0481125224324688,0.916666666666667,0.305555555555556,0.0481125224324688,0.157459164324443,0,0,0.999488102696813,1,NA,"GO:0006506",54,"FALSE"
"806","enu","3","Golgi organization",-0.424561458754008,0.248677654123274,4.25,1.41666666666667,0.220479275922049,0.155632430062623,6,2,0.86906991572961,1,NA,"GO:0007030",33,"FALSE"
"807","enu","3","Golgi to plasma membrane protein transport",-0.0461152776976493,0.0798740039774766,1.33333333333333,0.444444444444444,0.384900179459751,0.866025403784439,1.33333333333333,0.444444444444444,0.99969145431606,1,NA,"GO:0043001",347,"FALSE"
"808","enu","3","Golgi vesicle transport",-0.679656934667316,0.347075112960009,9.08333333333333,3.02777777777778,1.1557024479286,0.381699891058986,13.6666666666667,4.55555555555556,0.0466868622154992,1,NA,"GO:0048193",20,"FALSE"
"809","enu","3","NADP metabolic process",0,0.333333333333333,0.666666666666667,0.222222222222222,0.384900179459751,1.73205080756888,0.666666666666667,0.222222222222222,0.999894969804569,1,NA,"GO:0006739",747,"FALSE"
"810","enu","3","NADPH regeneration",0.0833333333333333,0.144337567297406,0.25,0.0833333333333333,0.144337567297406,1.73205080756888,0,0,0.99997127094301,1,NA,"GO:0006740",220,"FALSE"
"811","enu","3","RNA localization",0.105485760663233,0.147063688946371,10.0833333333333,3.36111111111111,0.625462791622095,0.186088103292524,8.25,2.75,0.819447988993095,1,NA,"GO:0006403",180,"FALSE"
"812","enu","3","RNA transport",-0.177193056116455,0.0847462454962113,5.58333333333333,1.86111111111111,0.336787657027282,0.180960532134062,6,2,0.96945147343581,1,NA,"GO:0050658",105,"FALSE"
"813","enu","3","Schwann cell differentiation",0.5,0.166666666666667,1.5,0.5,0.166666666666667,0.333333333333333,0,0,0.993184755674991,1,NA,"GO:0014037",26,"FALSE"
"814","enu","3","U2-type prespliceosome assembly",0.326524652837874,0.323174109430072,1.08333333333333,0.361111111111111,0.375770812735241,1.04059609680528,0,0,0.971469144540821,1,NA,"GO:1903241",48,"FALSE"
"815","enu","3","UV-damage excision repair",0.194444444444444,0.173472166622178,0.583333333333333,0.194444444444444,0.173472166622178,0.892142571199771,0,0,0.986867084736237,1,NA,"GO:0070914",93,"FALSE"
"816","enu","3","Wnt signaling pathway",-0.274538650166637,0.273183622832665,16,5.33333333333333,1.20185042515466,0.225346954716499,17.9166666666667,5.97222222222222,0.265976051888684,1,NA,"GO:0016055",61,"FALSE"
"817","enu","3","actin filament organization",-0.31273364249661,0.295067774269809,13.75,4.58333333333333,1.23322071557906,0.269066337944523,16.75,5.58333333333333,0.563312893187038,1,NA,"GO:0007015",49,"FALSE"
