"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Oxidative phosphorylation3","Oxidative phosphorylation","E3_06_14",2,0,1.58496250072116,0.0291036088474971,0.732912023948113,2.0829038133618e-46
"Renal cell carcinoma3","Renal cell carcinoma","E3_06_14",0,0,0,1,1,1.91914076206592e-44
"Axon guidance3","Axon guidance","E3_06_14",0,0,0,1,1,2.83261356217581e-36
"Endometrial cancer3","Endometrial cancer","E3_06_14",0,0,0,1,1,1.49379082208833e-46
"mRNA surveillance pathway3","mRNA surveillance pathway","E3_06_14",0,0,0,1,1,9.26766650291473e-46
"Focal adhesion3","Focal adhesion","E3_06_14",0,0,0,1,1,2.85379188621129e-35
"Adherens junction3","Adherens junction","E3_06_14",0,0,0,1,1,4.26014919053522e-40
"Prion disease3","Prion disease","E3_06_14",2,0,1.58496250072116,0.118742724097788,1,1.34004504360431e-38
"Lysosome3","Lysosome","E3_06_14",0,0,0,1,1,3.32301772153849e-43
"MAPK signaling pathway3","MAPK signaling pathway","E3_06_14",1,1,0,1,1,3.91235580082737e-31
"Sphingolipid signaling pathway3","Sphingolipid signaling pathway","E3_06_14",0,0,0,1,1,8.1709526019397e-43
"Fanconi anemia pathway3","Fanconi anemia pathway","E3_06_14",0,0,0,1,1,1.46307393691288e-47
"Neurotrophin signaling pathway3","Neurotrophin signaling pathway","E3_06_14",0,0,0,1,1,3.5220234369713e-43
"Phosphatidylinositol signaling system3","Phosphatidylinositol signaling system","E3_06_14",1,0,1,0.190919674039581,1,4.3822872223887e-44
"Prostate cancer3","Prostate cancer","E3_06_14",0,0,0,1,1,2.17678324580863e-43
"Aminoacyl-tRNA biosynthesis3","Aminoacyl-tRNA biosynthesis","E3_06_14",0,0,0,1,1,1.90578980885204e-48
"Base excision repair3","Base excision repair","E3_06_14",0,0,0,1,1,8.71644580704984e-49
"p53 signaling pathway3","p53 signaling pathway","E3_06_14",2,0,1.58496250072116,0.0512223515715949,1,1.03019966875696e-45
"EGFR tyrosine kinase inhibitor resistance3","EGFR tyrosine kinase inhibitor resistance","E3_06_14",0,0,0,1,1,2.08833449730912e-43
"Small cell lung cancer3","Small cell lung cancer","E3_06_14",2,0,1.58496250072116,0.0873108265424913,1,3.17600132433261e-43
"RNA degradation3","RNA degradation","E3_06_14",0,0,0,1,1,4.71826295064873e-47
"mTOR signaling pathway3","mTOR signaling pathway","E3_06_14",0,0,0,1,1,1.43403050300202e-40
"Endocrine resistance3","Endocrine resistance","E3_06_14",0,0,0,1,1,2.86435036387151e-43
"Lysine degradation3","Lysine degradation","E3_06_14",1,0,1,0.130384167636787,1,4.51621934030898e-46
"Viral life cycle - HIV-13","Viral life cycle - HIV-1","E3_06_14",0,0,0,1,1,4.49856190984696e-46
"Longevity regulating pathway3","Longevity regulating pathway","E3_06_14",0,0,0,1,1,9.44798171301343e-44
"Insulin resistance3","Insulin resistance","E3_06_14",0,0,0,1,1,2.99577955385999e-42
"Inositol phosphate metabolism3","Inositol phosphate metabolism","E3_06_14",1,0,1,0.140861466821886,1,8.01026221099192e-46
"Platinum drug resistance3","Platinum drug resistance","E3_06_14",2,0,1.58496250072116,0.039580908032596,0.894528521536671,2.52814915391386e-46
"Bacterial invasion of epithelial cells3","Bacterial invasion of epithelial cells","E3_06_14",0,0,0,1,1,1.12323669963993e-43
"Hepatocellular carcinoma3","Hepatocellular carcinoma","E3_06_14",0,0,0,1,1,1.19609132335656e-38
"Insulin signaling pathway3","Insulin signaling pathway","E3_06_14",0,0,0,1,1,6.41023730825287e-43
"Human cytomegalovirus infection3","Human cytomegalovirus infection","E3_06_14",2,0,1.58496250072116,0.171129220023283,1,4.39002319611748e-36
"Human papillomavirus infection3","Human papillomavirus infection","E3_06_14",0,1,-1,0.536670547147846,1,2.8093419146195e-32
"Proteoglycans in cancer3","Proteoglycans in cancer","E3_06_14",0,0,0,1,1,5.63944987718168e-35
"TGF-beta signaling pathway3","TGF-beta signaling pathway","E3_06_14",0,0,0,1,1,1.82687953338911e-39
"RNA polymerase3","RNA polymerase","E3_06_14",0,0,0,1,1,3.39638348445548e-49
"FoxO signaling pathway3","FoxO signaling pathway","E3_06_14",0,0,0,1,1,1.03634775327547e-41
"AGE-RAGE signaling pathway in diabetic complications3","AGE-RAGE signaling pathway in diabetic complications","E3_06_14",0,0,0,1,1,1.98306555985349e-41
"Hepatitis B3","Hepatitis B","E3_06_14",2,0,1.58496250072116,0.10011641443539,1,2.57416822872076e-40
"Longevity regulating pathway - multiple species3","Longevity regulating pathway - multiple species","E3_06_14",0,0,0,1,1,3.93561657226673e-46
"Yersinia infection3","Yersinia infection","E3_06_14",0,0,0,1,1,2.61934353913779e-42
"N-Glycan biosynthesis3","N-Glycan biosynthesis","E3_06_14",0,0,0,1,1,2.3388867754818e-48
"Non-small cell lung cancer3","Non-small cell lung cancer","E3_06_14",0,0,0,1,1,8.69253246275307e-45
"Rap1 signaling pathway3","Rap1 signaling pathway","E3_06_14",0,0,0,1,1,4.99423737030049e-36
"Choline metabolism in cancer3","Choline metabolism in cancer","E3_06_14",0,0,0,1,1,5.88788958584427e-44
"TNF signaling pathway3","TNF signaling pathway","E3_06_14",0,0,0,1,1,1.30192729672898e-41
"Glioma3","Glioma","E3_06_14",0,0,0,1,1,4.92505652753184e-45
"Human immunodeficiency virus 1 infection3","Human immunodeficiency virus 1 infection","E3_06_14",2,0,1.58496250072116,0.116414435389988,1,1.63814922826625e-38
"Apoptosis3","Apoptosis","E3_06_14",2,0,1.58496250072116,0.0733410942956927,1,1.49784841815568e-41
"AMPK signaling pathway3","AMPK signaling pathway","E3_06_14",0,0,0,1,1,1.33270735301984e-42
"Fatty acid metabolism3","Fatty acid metabolism","E3_06_14",0,0,0,1,1,4.69512940699649e-48
"DNA replication3","DNA replication","E3_06_14",0,0,0,1,1,6.26486429838016e-49
"Pathogenic Escherichia coli infection3","Pathogenic Escherichia coli infection","E3_06_14",2,0,1.58496250072116,0.109429569266589,1,7.35037958519247e-39
"PD-L1 expression and PD-1 checkpoint pathway in cancer3","PD-L1 expression and PD-1 checkpoint pathway in cancer","E3_06_14",0,0,0,1,1,1.20587151544347e-44
"Hippo signaling pathway3","Hippo signaling pathway","E3_06_14",0,0,0,1,1,2.36123943031212e-38
"Valine, leucine and isoleucine degradation3","Valine, leucine and isoleucine degradation","E3_06_14",0,0,0,1,1,1.05791180057404e-48
"Peroxisome3","Peroxisome","E3_06_14",0,0,0,1,1,1.21452485228315e-46
"Homologous recombination3","Homologous recombination","E3_06_14",0,0,0,1,1,3.62671319597749e-48
"Bladder cancer3","Bladder cancer","E3_06_14",0,0,0,1,1,1.86244157055361e-46
"Fluid shear stress and atherosclerosis3","Fluid shear stress and atherosclerosis","E3_06_14",0,0,0,1,1,1.76133151193162e-41
"SNARE interactions in vesicular transport3","SNARE interactions in vesicular transport","E3_06_14",0,0,0,1,1,1.64691867465976e-49
"Autophagy - other3","Autophagy - other","E3_06_14",0,0,0,1,1,5.66929074636688e-49
"Proteasome3","Proteasome","E3_06_14",0,0,0,1,1,6.26486429838016e-49
"Protein export3","Protein export","E3_06_14",0,0,0,1,1,7.89149515116455e-51
"Thyroid hormone signaling pathway3","Thyroid hormone signaling pathway","E3_06_14",0,0,0,1,1,3.4693205742846e-42
"Amino sugar and nucleotide sugar metabolism3","Amino sugar and nucleotide sugar metabolism","E3_06_14",1,0,1,0.0931315483119907,1,7.61620587188604e-48
"Nucleotide metabolism3","Nucleotide metabolism","E3_06_14",0,0,0,1,1,5.11278512329582e-46
"ErbB signaling pathway3","ErbB signaling pathway","E3_06_14",0,0,0,1,1,3.4515108711174e-44
"Thyroid cancer3","Thyroid cancer","E3_06_14",0,0,0,1,1,7.26777153294847e-49
"Various types of N-glycan biosynthesis3","Various types of N-glycan biosynthesis","E3_06_14",0,0,0,1,1,4.98994176832592e-49
"Spinocerebellar ataxia3","Spinocerebellar ataxia","E3_06_14",2,0,1.58496250072116,0.0733410942956927,1,4.51724566318689e-41
"Basal transcription factors3","Basal transcription factors","E3_06_14",0,0,0,1,1,2.95193778595642e-49
"Regulation of actin cytoskeleton3","Regulation of actin cytoskeleton","E3_06_14",0,0,0,1,1,4.01027848036895e-37
"Melanoma3","Melanoma","E3_06_14",0,0,0,1,1,1.16657905472099e-44
"Tight junction3","Tight junction","E3_06_14",0,0,0,1,1,4.14414385634871e-40
"Apoptosis - multiple species3","Apoptosis - multiple species","E3_06_14",2,0,1.58496250072116,0.0209545983701979,0.681659434860832,1.32556406344561e-49
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis3","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","E3_06_14",0,0,0,1,1,8.16749478419097e-51
"Biosynthesis of nucleotide sugars3","Biosynthesis of nucleotide sugars","E3_06_14",1,0,1,0.0756693830034924,1,1.05791180057404e-48
"Epithelial cell signaling in Helicobacter pylori infection3","Epithelial cell signaling in Helicobacter pylori infection","E3_06_14",0,0,0,1,1,1.6245086361367e-45
"Epstein-Barr virus infection3","Epstein-Barr virus infection","E3_06_14",2,0,1.58496250072116,0.0977881257275902,1,1.6387360021777e-44
"Selenocompound metabolism3","Selenocompound metabolism","E3_06_14",0,0,0,1,1,2.01498146836099e-50
"Other types of O-glycan biosynthesis3","Other types of O-glycan biosynthesis","E3_06_14",0,0,0,1,1,8.0213357240936e-48
"Notch signaling pathway3","Notch signaling pathway","E3_06_14",0,0,0,1,1,1.24195961694735e-46
"Fc gamma R-mediated phagocytosis3","Fc gamma R-mediated phagocytosis","E3_06_14",0,0,0,1,1,7.53488836439815e-44
"Citrate cycle (TCA cycle)3","Citrate cycle (TCA cycle)","E3_06_14",0,0,0,1,1,3.6906171186514e-50
"Apelin signaling pathway3","Apelin signaling pathway","E3_06_14",0,0,0,1,1,2.36759726487064e-40
"Mismatch repair3","Mismatch repair","E3_06_14",0,0,0,1,1,8.39411590267589e-51
"Carbon metabolism3","Carbon metabolism","E3_06_14",0,0,0,1,1,6.20950662751217e-45
"Hedgehog signaling pathway3","Hedgehog signaling pathway","E3_06_14",0,0,0,1,1,7.90239274739803e-46
"Chagas disease3","Chagas disease","E3_06_14",0,0,0,1,1,5.57474458904576e-44
"Growth hormone synthesis, secretion and action3","Growth hormone synthesis, secretion and action","E3_06_14",0,0,0,1,1,1.63886686689981e-41
"Kaposi sarcoma-associated herpesvirus infection3","Kaposi sarcoma-associated herpesvirus infection","E3_06_14",2,0,1.58496250072116,0.0931315483119907,1,1.77400574108171e-39
"Hippo signaling pathway - multiple species3","Hippo signaling pathway - multiple species","E3_06_14",1,0,1,0.128055878928987,1,2.88545193548976e-46
"VEGF signaling pathway3","VEGF signaling pathway","E3_06_14",0,0,0,1,1,3.65059483991475e-47
"Gap junction3","Gap junction","E3_06_14",0,0,0,1,1,4.93216615960463e-44
"Vasopressin-regulated water reabsorption3","Vasopressin-regulated water reabsorption","E3_06_14",0,0,0,1,1,6.22989250539709e-48
"Progesterone-mediated oocyte maturation3","Progesterone-mediated oocyte maturation","E3_06_14",0,0,0,1,1,7.7413638047466e-46
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate3","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","E3_06_14",0,0,0,1,1,3.2377494643786e-50
"T cell receptor signaling pathway3","T cell receptor signaling pathway","E3_06_14",0,0,0,1,1,8.524443667216e-45
"Oocyte meiosis3","Oocyte meiosis","E3_06_14",0,0,0,1,1,3.41648379485847e-44
"Phospholipase D signaling pathway3","Phospholipase D signaling pathway","E3_06_14",0,0,0,1,1,1.66896991849864e-40
"Acute myeloid leukemia3","Acute myeloid leukemia","E3_06_14",0,0,0,1,1,4.18394687261518e-46
"One carbon pool by folate3","One carbon pool by folate","E3_06_14",0,0,0,1,1,9.75647780745855e-51
"Propanoate metabolism3","Propanoate metabolism","E3_06_14",0,0,0,1,1,1.70220695045282e-50
"Wnt signaling pathway3","Wnt signaling pathway","E3_06_14",0,0,0,1,1,1.22816422067265e-38
"Breast cancer3","Breast cancer","E3_06_14",0,0,0,1,1,1.37049562599743e-40
"Adipocytokine signaling pathway3","Adipocytokine signaling pathway","E3_06_14",0,0,0,1,1,3.81457868398465e-45
"Central carbon metabolism in cancer3","Central carbon metabolism in cancer","E3_06_14",1,0,1,0.173457508731083,1,1.13831076879452e-44
"Glyoxylate and dicarboxylate metabolism3","Glyoxylate and dicarboxylate metabolism","E3_06_14",0,0,0,1,1,4.09470021814872e-50
"Relaxin signaling pathway3","Relaxin signaling pathway","E3_06_14",0,0,0,1,1,1.15673446886346e-40
"Ferroptosis3","Ferroptosis","E3_06_14",0,0,0,1,1,3.88077038995653e-49
"Sphingolipid metabolism3","Sphingolipid metabolism","E3_06_14",0,0,0,1,1,1.41223561007693e-47
"Toxoplasmosis3","Toxoplasmosis","E3_06_14",3,0,2,0.0116414435389988,0.681659434860832,2.72248092125135e-47
"Ras signaling pathway3","Ras signaling pathway","E3_06_14",0,0,0,1,1,1.75169681127112e-35
"Pyrimidine metabolism3","Pyrimidine metabolism","E3_06_14",0,0,0,1,1,5.62478845822374e-48
"GnRH signaling pathway3","GnRH signaling pathway","E3_06_14",0,0,0,1,1,2.98461922271842e-43
"Coronavirus disease - COVID-193","Coronavirus disease - COVID-19","E3_06_14",0,0,0,1,1,2.26779686584689e-41
"Mannose type O-glycan biosynthesis3","Mannose type O-glycan biosynthesis","E3_06_14",0,0,0,1,1,3.34735654371497e-50
"Terpenoid backbone biosynthesis3","Terpenoid backbone biosynthesis","E3_06_14",0,0,0,1,1,1.27369906093093e-50
"Cysteine and methionine metabolism3","Cysteine and methionine metabolism","E3_06_14",0,0,0,1,1,5.81197205565914e-48
"Circadian rhythm3","Circadian rhythm","E3_06_14",0,0,0,1,1,9.45472792299918e-49
"Fatty acid elongation3","Fatty acid elongation","E3_06_14",0,0,0,1,1,2.01498146836099e-50
"Biosynthesis of unsaturated fatty acids3","Biosynthesis of unsaturated fatty acids","E3_06_14",0,0,0,1,1,1.79975307015882e-49
"Inflammatory mediator regulation of TRP channels3","Inflammatory mediator regulation of TRP channels","E3_06_14",0,0,0,1,1,2.33525802523281e-43
"Parathyroid hormone synthesis, secretion and action3","Parathyroid hormone synthesis, secretion and action","E3_06_14",0,0,0,1,1,1.18223871338637e-41
"Sulfur metabolism3","Sulfur metabolism","E3_06_14",0,0,0,1,1,5.22515178555184e-51
"Vibrio cholerae infection3","Vibrio cholerae infection","E3_06_14",0,0,0,1,1,4.38401005267475e-48
"Signaling pathways regulating pluripotency of stem cells3","Signaling pathways regulating pluripotency of stem cells","E3_06_14",0,0,0,1,1,8.61189380005048e-41
"HIF-1 signaling pathway3","HIF-1 signaling pathway","E3_06_14",0,0,0,1,1,3.90995237751042e-42
"Purine metabolism3","Purine metabolism","E3_06_14",0,0,0,1,1,6.84338643963049e-43
"Fatty acid degradation3","Fatty acid degradation","E3_06_14",0,0,0,1,1,1.202294240677e-49
"Glutathione metabolism3","Glutathione metabolism","E3_06_14",2,0,1.58496250072116,0.0174621653084983,0.681659434860832,2.29538308375655e-49
"Transcriptional misregulation in cancer3","Transcriptional misregulation in cancer","E3_06_14",1,0,1,0.343422584400466,1,1.54290415653032e-38
"2-Oxocarboxylic acid metabolism3","2-Oxocarboxylic acid metabolism","E3_06_14",0,0,0,1,1,4.09470021814872e-50
"Adrenergic signaling in cardiomyocytes3","Adrenergic signaling in cardiomyocytes","E3_06_14",1,0,1,0.289871944121071,1,1.73295011153919e-40
"Gastric cancer3","Gastric cancer","E3_06_14",0,0,0,1,1,2.01808190288251e-40
"Long-term potentiation3","Long-term potentiation","E3_06_14",0,0,0,1,1,4.99300989780763e-46
"Motor proteins3","Motor proteins","E3_06_14",1,0,1,0.343422584400466,1,1.30293395957022e-39
"Biosynthesis of amino acids3","Biosynthesis of amino acids","E3_06_14",0,0,0,1,1,1.49344515244269e-46
"Other glycan degradation3","Other glycan degradation","E3_06_14",0,0,0,1,1,8.39411590267589e-51
"Non-homologous end-joining3","Non-homologous end-joining","E3_06_14",0,0,0,1,1,2.47293230214807e-51
"Glycerophospholipid metabolism3","Glycerophospholipid metabolism","E3_06_14",0,0,0,1,1,6.42184068761236e-46
"C-type lectin receptor signaling pathway3","C-type lectin receptor signaling pathway","E3_06_14",0,0,0,1,1,9.45293840401139e-45
"Lipid and atherosclerosis3","Lipid and atherosclerosis","E3_06_14",3,0,2,0.019790454016298,0.681659434860832,1.81400822292913e-40
"Hepatitis C3","Hepatitis C","E3_06_14",3,0,2,0.0139697322467986,0.681659434860832,3.12996914802294e-41
"PI3K-Akt signaling pathway3","PI3K-Akt signaling pathway","E3_06_14",0,1,-1,0.541327124563446,1,2.23911400723741e-31
"Long-term depression3","Long-term depression","E3_06_14",0,0,0,1,1,3.43796618041219e-46
"Arrhythmogenic right ventricular cardiomyopathy3","Arrhythmogenic right ventricular cardiomyopathy","E3_06_14",1,0,1,0.185098952270081,1,1.02604457814825e-44
"Necroptosis3","Necroptosis","E3_06_14",0,0,0,1,1,1.27329741626788e-43
"Retrograde endocannabinoid signaling3","Retrograde endocannabinoid signaling","E3_06_14",0,0,0,1,1,3.65643156196425e-42
"Pantothenate and CoA biosynthesis3","Pantothenate and CoA biosynthesis","E3_06_14",0,0,0,1,1,1.47224438544299e-50
"Cushing syndrome3","Cushing syndrome","E3_06_14",1,0,1,0.322467986030268,1,1.30620371507846e-39
"Fructose and mannose metabolism3","Fructose and mannose metabolism","E3_06_14",0,0,0,1,1,7.0350554352087e-49
"Platelet activation3","Platelet activation","E3_06_14",0,0,0,1,1,6.68559614030795e-41
"Efferocytosis3","Efferocytosis","E3_06_14",1,0,1,0.282887077997672,1,2.63177639445742e-40
"Antifolate resistance3","Antifolate resistance","E3_06_14",0,0,0,1,1,1.99342338617786e-48
"Alcoholism3","Alcoholism","E3_06_14",0,0,0,1,1,2.33629902511866e-44
"Melanogenesis3","Melanogenesis","E3_06_14",0,0,0,1,1,2.23726189274147e-43
"Prolactin signaling pathway3","Prolactin signaling pathway","E3_06_14",0,0,0,1,1,1.74902622475376e-46
"Glycerolipid metabolism3","Glycerolipid metabolism","E3_06_14",0,0,0,1,1,1.21351160403214e-47
"Dopaminergic synapse3","Dopaminergic synapse","E3_06_14",0,0,0,1,1,1.54720928270144e-42
"Glycosphingolipid biosynthesis - ganglio series3","Glycosphingolipid biosynthesis - ganglio series","E3_06_14",3,0,2,0.00116414435389988,0.394644935972061,1.13108618208288e-50
"Mucin type O-glycan biosynthesis3","Mucin type O-glycan biosynthesis","E3_06_14",0,0,0,1,1,1.90578980885204e-48
"Lipoic acid metabolism3","Lipoic acid metabolism","E3_06_14",0,0,0,1,1,1.86519825836208e-51
"NF-kappa B signaling pathway3","NF-kappa B signaling pathway","E3_06_14",0,0,0,1,1,1.48864229258142e-44
"Oxytocin signaling pathway3","Oxytocin signaling pathway","E3_06_14",1,0,1,0.30267753201397,1,4.81387269306643e-40
"Basal cell carcinoma3","Basal cell carcinoma","E3_06_14",0,0,0,1,1,3.89794487402811e-46
"Legionellosis3","Legionellosis","E3_06_14",2,0,1.58496250072116,0.0151338766006985,0.681659434860832,1.84174819361905e-49
"Measles3","Measles","E3_06_14",2,0,1.58496250072116,0.0593713620488941,1,9.19321376511955e-44
"Biosynthesis of cofactors3","Biosynthesis of cofactors","E3_06_14",1,0,1,0.215366705471478,1,7.77369451199246e-43
"Glycosaminoglycan biosynthesis - keratan sulfate3","Glycosaminoglycan biosynthesis - keratan sulfate","E3_06_14",0,0,0,1,1,5.1848427271223e-50
"Alanine, aspartate and glutamate metabolism3","Alanine, aspartate and glutamate metabolism","E3_06_14",0,0,0,1,1,1.87695763831595e-49
"Fatty acid biosynthesis3","Fatty acid biosynthesis","E3_06_14",0,0,0,1,1,2.63461401492289e-51
"Hypertrophic cardiomyopathy3","Hypertrophic cardiomyopathy","E3_06_14",1,0,1,0.247962747380675,1,1.82257230254603e-42
"Glucagon signaling pathway3","Glucagon signaling pathway","E3_06_14",0,0,0,1,1,3.85454364801876e-44
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin3","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","E3_06_14",0,0,0,1,1,1.1645136696008e-48
"Steroid biosynthesis3","Steroid biosynthesis","E3_06_14",0,0,0,1,1,2.63461401492289e-51
"cGMP-PKG signaling pathway3","cGMP-PKG signaling pathway","E3_06_14",0,0,0,1,1,9.38789189875953e-40
"Phagosome3","Phagosome","E3_06_14",0,0,0,1,1,3.55798477978751e-47
"Arginine and proline metabolism3","Arginine and proline metabolism","E3_06_14",0,0,0,1,1,1.41040316763015e-49
"Pyruvate metabolism3","Pyruvate metabolism","E3_06_14",0,0,0,1,1,9.08483043247341e-50
"Type II diabetes mellitus3","Type II diabetes mellitus","E3_06_14",0,0,0,1,1,7.33850217235514e-47
"Dilated cardiomyopathy3","Dilated cardiomyopathy","E3_06_14",1,0,1,0.259604190919674,1,7.30610801198629e-42
"Alcoholic liver disease3","Alcoholic liver disease","E3_06_14",0,0,0,1,1,3.66225037925037e-43
"Leukocyte transendothelial migration3","Leukocyte transendothelial migration","E3_06_14",0,0,0,1,1,1.74778723541835e-43
"Glycosaminoglycan degradation3","Glycosaminoglycan degradation","E3_06_14",0,0,0,1,1,2.1436337360372e-51
"Endocrine and other factor-regulated calcium reabsorption3","Endocrine and other factor-regulated calcium reabsorption","E3_06_14",0,0,0,1,1,8.58057152584478e-47
"Ubiquinone and other terpenoid-quinone biosynthesis3","Ubiquinone and other terpenoid-quinone biosynthesis","E3_06_14",0,0,0,1,1,2.47293230214807e-51
"Fc epsilon RI signaling pathway3","Fc epsilon RI signaling pathway","E3_06_14",0,0,0,1,1,1.14587488092531e-47
"Glycine, serine and threonine metabolism3","Glycine, serine and threonine metabolism","E3_06_14",0,0,0,1,1,1.21238548444631e-49
"Pertussis3","Pertussis","E3_06_14",0,0,0,1,1,7.54748889853507e-48
"Aldosterone synthesis and secretion3","Aldosterone synthesis and secretion","E3_06_14",1,0,1,0.223515715948778,1,6.3667733208852e-43
"Regulation of lipolysis in adipocytes3","Regulation of lipolysis in adipocytes","E3_06_14",0,0,0,1,1,3.73194103706862e-47
"Cholinergic synapse3","Cholinergic synapse","E3_06_14",0,0,0,1,1,1.3422528565762e-42
"Osteoclast differentiation3","Osteoclast differentiation","E3_06_14",0,0,0,1,1,1.84277510755987e-41
"Pentose phosphate pathway3","Pentose phosphate pathway","E3_06_14",0,0,0,1,1,2.93974379936882e-50
"beta-Alanine metabolism3","beta-Alanine metabolism","E3_06_14",0,0,0,1,1,5.25504400113051e-50
"PPAR signaling pathway3","PPAR signaling pathway","E3_06_14",0,0,0,1,1,5.76807533910389e-47
"Folate biosynthesis3","Folate biosynthesis","E3_06_14",0,0,0,1,1,1.32311735190825e-50
"Influenza A3","Influenza A","E3_06_14",2,0,1.58496250072116,0.0663562281722934,1,4.86420841979902e-45
"Th17 cell differentiation3","Th17 cell differentiation","E3_06_14",0,0,0,1,1,1.49344515244269e-46
"Cardiac muscle contraction3","Cardiac muscle contraction","E3_06_14",1,0,1,0.150174621653085,1,1.38011330295878e-45
"Nicotinate and nicotinamide metabolism3","Nicotinate and nicotinamide metabolism","E3_06_14",0,0,0,1,1,1.28434215425954e-49
"Aldosterone-regulated sodium reabsorption3","Aldosterone-regulated sodium reabsorption","E3_06_14",0,0,0,1,1,3.23640003107088e-49
"Neutrophil extracellular trap formation3","Neutrophil extracellular trap formation","E3_06_14",0,0,0,1,1,1.82604833724837e-44
"Th1 and Th2 cell differentiation3","Th1 and Th2 cell differentiation","E3_06_14",0,0,0,1,1,2.01055668669282e-48
"NOD-like receptor signaling pathway3","NOD-like receptor signaling pathway","E3_06_14",0,0,0,1,1,5.31625664705234e-42
"Cortisol synthesis and secretion3","Cortisol synthesis and secretion","E3_06_14",1,0,1,0.181606519208382,1,1.07880490105713e-44
"GnRH secretion3","GnRH secretion","E3_06_14",0,0,0,1,1,4.34894891532715e-46
"Vascular smooth muscle contraction3","Vascular smooth muscle contraction","E3_06_14",0,0,0,1,1,1.83199864621244e-40
"Estrogen signaling pathway3","Estrogen signaling pathway","E3_06_14",0,0,0,1,1,5.45580599958519e-42
"RIG-I-like receptor signaling pathway3","RIG-I-like receptor signaling pathway","E3_06_14",0,0,0,1,1,2.19501199453595e-47
"Amoebiasis3","Amoebiasis","E3_06_14",0,0,0,1,1,2.74747549066931e-43
"ECM-receptor interaction3","ECM-receptor interaction","E3_06_14",0,0,0,1,1,1.25601918943701e-40
"Renin secretion3","Renin secretion","E3_06_14",0,0,0,1,1,4.69734356560049e-45
"Collecting duct acid secretion3","Collecting duct acid secretion","E3_06_14",0,0,0,1,1,1.12751165551662e-50
"Viral myocarditis3","Viral myocarditis","E3_06_14",2,0,1.58496250072116,0.0279394644935972,0.732912023948113,9.73145481604341e-50
"B cell receptor signaling pathway3","B cell receptor signaling pathway","E3_06_14",0,0,0,1,1,1.80788184280547e-46
"Glutamatergic synapse3","Glutamatergic synapse","E3_06_14",0,0,0,1,1,6.72162088749343e-43
"Cytosolic DNA-sensing pathway3","Cytosolic DNA-sensing pathway","E3_06_14",0,0,0,1,1,1.8544890885468e-45
"Glycosphingolipid biosynthesis - globo and isoglobo series3","Glycosphingolipid biosynthesis - globo and isoglobo series","E3_06_14",0,0,0,1,1,4.88491151607998e-51
"Galactose metabolism3","Galactose metabolism","E3_06_14",0,0,0,1,1,3.31818749273026e-50
"Arginine biosynthesis3","Arginine biosynthesis","E3_06_14",0,0,0,1,1,3.15840766664303e-51
"Toll-like receptor signaling pathway3","Toll-like receptor signaling pathway","E3_06_14",0,0,0,1,1,1.02727133362327e-46
"Thiamine metabolism3","Thiamine metabolism","E3_06_14",0,0,0,1,1,6.27056241998874e-51
"Circadian entrainment3","Circadian entrainment","E3_06_14",0,0,0,1,1,3.06480860532142e-43
"Morphine addiction3","Morphine addiction","E3_06_14",0,0,0,1,1,2.19837274240226e-44
"Ether lipid metabolism3","Ether lipid metabolism","E3_06_14",0,0,0,1,1,4.608385046122e-49
"Ribosome biogenesis in eukaryotes3","Ribosome biogenesis in eukaryotes","E3_06_14",1,0,1,0.124563445867288,1,1.71115251176388e-46
"Synaptic vesicle cycle3","Synaptic vesicle cycle","E3_06_14",0,0,0,1,1,1.70160778471552e-46
"Tryptophan metabolism3","Tryptophan metabolism","E3_06_14",0,0,0,1,1,9.73145481604341e-50
"Proximal tubule bicarbonate reclamation3","Proximal tubule bicarbonate reclamation","E3_06_14",0,0,0,1,1,1.12751165551662e-50
"Chemical carcinogenesis - receptor activation3","Chemical carcinogenesis - receptor activation","E3_06_14",0,0,0,1,1,1.9609144609616e-39
"Leishmaniasis3","Leishmaniasis","E3_06_14",0,0,0,1,1,2.74928995016712e-50
"Glycosphingolipid biosynthesis - lacto and neolacto series3","Glycosphingolipid biosynthesis - lacto and neolacto series","E3_06_14",0,0,0,1,1,4.19918987464043e-50
"Amphetamine addiction3","Amphetamine addiction","E3_06_14",0,0,0,1,1,3.72480935213902e-47
"Thyroid hormone synthesis3","Thyroid hormone synthesis","E3_06_14",0,0,0,1,1,5.58203944617983e-46
"Butanoate metabolism3","Butanoate metabolism","E3_06_14",0,0,0,1,1,2.47293230214807e-51
"ABC transporters3","ABC transporters","E3_06_14",0,0,0,1,1,2.479695057397e-48
"Antigen processing and presentation3","Antigen processing and presentation","E3_06_14",0,0,0,1,1,3.86327972054909e-51
"Ovarian steroidogenesis3","Ovarian steroidogenesis","E3_06_14",1,0,1,0.0838183934807916,1,1.87632772990293e-48
"Rheumatoid arthritis3","Rheumatoid arthritis","E3_06_14",0,0,0,1,1,1.50976775760857e-49
