"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"ribonucleoprotein complex biogenesis","ribonucleoprotein complex biogenesis","C1_05_24",1,1,0,1,1,3.33055506677324e-31
"ncRNA processing","ncRNA processing","C1_05_24",0,1,-1,0.502,1,1.86363845786234e-31
"proteasome-mediated ubiquitin-dependent protein catabolic process","proteasome-mediated ubiquitin-dependent protein catabolic process","C1_05_24",2,1,0.584962500721156,0.717,1,2.70280635658495e-30
"rRNA metabolic process","rRNA metabolic process","C1_05_24",0,0,0,1,1,2.11940966405523e-36
"macroautophagy","macroautophagy","C1_05_24",0,1,-1,0.555,1,5.96482151077415e-33
"regulation of response to DNA damage stimulus","regulation of response to DNA damage stimulus","C1_05_24",1,1,0,1,1,8.70049501899967e-32
"establishment of protein localization to organelle","establishment of protein localization to organelle","C1_05_24",1,1,0,1,1,4.31046639597322e-30
"regulation of chromosome organization","regulation of chromosome organization","C1_05_24",1,1,0,1,1,2.24249420192201e-37
"chromosome segregation","chromosome segregation","C1_05_24",0,1,-1,0.49,1,2.46540038079223e-32
"mitochondrial gene expression","mitochondrial gene expression","C1_05_24",1,0,1,0.301,1,1.63576725342189e-42
"cellular component disassembly","cellular component disassembly","C1_05_24",2,2,0,1,1,3.07968414594288e-25
"Golgi vesicle transport","Golgi vesicle transport","C1_05_24",1,1,0,1,1,1.06084564433367e-33
"DNA replication","DNA replication","C1_05_24",1,1,0,1,1,4.26196074440034e-35
"sister chromatid segregation","sister chromatid segregation","C1_05_24",0,0,0,1,1,1.12703687647482e-38
"histone modification","histone modification","C1_05_24",0,1,-1,0.509,1,3.81648990694782e-28
"nucleocytoplasmic transport","nucleocytoplasmic transport","C1_05_24",1,1,0,1,1,3.27925547920842e-32
"nuclear transport","nuclear transport","C1_05_24",1,1,0,1,1,3.27925547920842e-32
"double-strand break repair","double-strand break repair","C1_05_24",1,1,0,1,1,3.01813883847422e-34
"mitotic cell cycle phase transition","mitotic cell cycle phase transition","C1_05_24",1,1,0,1,1,1.23727690538625e-28
"non-membrane-bounded organelle assembly","non-membrane-bounded organelle assembly","C1_05_24",0,1,-1,0.514,1,1.13497556700829e-29
"cytoplasmic translation","cytoplasmic translation","C1_05_24",0,0,0,1,1,1.72282927923923e-40
"regulation of DNA repair","regulation of DNA repair","C1_05_24",1,0,1,0.453,1,1.13370839050822e-37
"ribonucleoprotein complex subunit organization","ribonucleoprotein complex subunit organization","C1_05_24",1,0,1,0.373,1,1.1226869172369e-40
"peptidyl-lysine modification","peptidyl-lysine modification","C1_05_24",0,1,-1,0.52,1,7.44867229843833e-31
"regulation of protein catabolic process","regulation of protein catabolic process","C1_05_24",2,1,0.584962500721156,0.716,1,1.96940684504062e-31
"protein targeting","protein targeting","C1_05_24",1,1,0,1,1,1.64783546054635e-34
"protein polyubiquitination","protein polyubiquitination","C1_05_24",0,0,0,1,1,1.73729199569232e-37
"vesicle organization","vesicle organization","C1_05_24",3,1,1,0.506,1,1.86783782121691e-31
"regulation of protein modification by small protein conjugation or removal","regulation of protein modification by small protein conjugation or removal","C1_05_24",0,0,0,1,1,1.06569973231095e-36
"ribonucleoprotein complex assembly","ribonucleoprotein complex assembly","C1_05_24",1,0,1,0.364,1,5.64247724844334e-41
"cellular respiration","cellular respiration","C1_05_24",0,0,0,1,1,5.33215574844209e-41
"telomere organization","telomere organization","C1_05_24",1,0,1,0.383,1,1.12460453285861e-40
"regulation of autophagy","regulation of autophagy","C1_05_24",0,1,-1,0.521,1,7.52454194625683e-32
"regulation of protein stability","regulation of protein stability","C1_05_24",1,1,0,1,1,3.81914929635553e-32
"RNA localization","RNA localization","C1_05_24",1,0,1,0.38,1,1.00951965301382e-40
"regulation of intracellular transport","regulation of intracellular transport","C1_05_24",2,1,0.584962500721156,0.706,1,3.04042834317386e-33
"regulation of cell cycle phase transition","regulation of cell cycle phase transition","C1_05_24",1,1,0,1,1,2.43876921162194e-30
"nuclear chromosome segregation","nuclear chromosome segregation","C1_05_24",0,1,-1,0.54,1,4.26196074440034e-35
"small GTPase mediated signal transduction","small GTPase mediated signal transduction","C1_05_24",4,2,0.736965594166206,0.377,1,3.8648801466246e-25
"protein localization to nucleus","protein localization to nucleus","C1_05_24",0,1,-1,0.539,1,3.27021425282551e-32
"mitochondrial transport","mitochondrial transport","C1_05_24",0,0,0,1,1,1.11236982093873e-39
"chromatin remodeling","chromatin remodeling","C1_05_24",0,1,-1,0.523,1,2.3962398375563e-31
"cell cycle checkpoint signaling","cell cycle checkpoint signaling","C1_05_24",0,0,0,1,1,2.86784004156695e-39
"microtubule cytoskeleton organization involved in mitosis","microtubule cytoskeleton organization involved in mitosis","C1_05_24",0,0,0,1,1,5.96333221305759e-41
"establishment of organelle localization","establishment of organelle localization","C1_05_24",0,1,-1,0.499,1,3.7928831192142e-29
"telomere maintenance","telomere maintenance","C1_05_24",1,0,1,0.37,1,3.80388330420156e-41
"methylation","methylation","C1_05_24",1,1,0,1,1,1.05513622099635e-33
"DNA-templated transcription elongation","DNA-templated transcription elongation","C1_05_24",0,0,0,1,1,4.46324037280593e-44
"mitochondrial respiratory chain complex assembly","mitochondrial respiratory chain complex assembly","C1_05_24",0,0,0,1,1,7.66065565719646e-49
"nucleic acid transport","nucleic acid transport","C1_05_24",1,0,1,0.333,1,6.75979100834098e-42
"RNA transport","RNA transport","C1_05_24",1,0,1,0.333,1,6.75979100834098e-42
"in utero embryonic development","in utero embryonic development","C1_05_24",0,1,-1,0.504,1,2.83938908415016e-27
"vacuole organization","vacuole organization","C1_05_24",1,0,1,0.438,1,2.13984212274288e-37
"vesicle localization","vesicle localization","C1_05_24",0,0,0,1,1,1.85911173822316e-37
"protein folding","protein folding","C1_05_24",0,0,0,1,1,6.68578148204063e-40
"protein-DNA complex subunit organization","protein-DNA complex subunit organization","C1_05_24",0,0,0,1,1,2.80170158994175e-41
"oxidative phosphorylation","oxidative phosphorylation","C1_05_24",0,0,0,1,1,3.7557923816621e-45
"cellular response to chemical stress","cellular response to chemical stress","C1_05_24",1,1,0,1,1,1.85198511379902e-30
"response to topologically incorrect protein","response to topologically incorrect protein","C1_05_24",0,0,0,1,1,4.31327420486491e-41
"mitochondrial membrane organization","mitochondrial membrane organization","C1_05_24",0,0,0,1,1,4.73096584939612e-42
"organelle fission","organelle fission","C1_05_24",1,1,0,1,1,2.76848962902152e-29
"negative regulation of phosphorus metabolic process","negative regulation of phosphorus metabolic process","C1_05_24",1,2,-0.584962500721156,0.397,1,1.83710066910584e-27
"regulation of intracellular protein transport","regulation of intracellular protein transport","C1_05_24",0,0,0,1,1,1.58253089403513e-36
"cell growth","cell growth","C1_05_24",2,2,0,1,1,9.34637892197869e-23
"ribose phosphate biosynthetic process","ribose phosphate biosynthetic process","C1_05_24",1,0,1,0.419,1,5.04006747653959e-38
"negative regulation of transferase activity","negative regulation of transferase activity","C1_05_24",0,1,-1,0.514,1,6.52540969617078e-35
"regulation of supramolecular fiber organization","regulation of supramolecular fiber organization","C1_05_24",1,1,0,1,1,1.02123999034999e-26
"response to endoplasmic reticulum stress","response to endoplasmic reticulum stress","C1_05_24",0,1,-1,0.569,1,1.79974003994503e-35
"ribonucleotide biosynthetic process","ribonucleotide biosynthetic process","C1_05_24",1,0,1,0.412,1,1.96816525525053e-38
"regulation of binding","regulation of binding","C1_05_24",2,1,0.584962500721156,0.704,1,1.89135253060839e-30
"autophagy of mitochondrion","autophagy of mitochondrion","C1_05_24",0,0,0,1,1,1.58036029373734e-44
"phospholipid biosynthetic process","phospholipid biosynthetic process","C1_05_24",3,1,1,0.562,1,3.56132412842547e-35
"actin filament organization","actin filament organization","C1_05_24",4,2,0.736965594166206,0.395,1,1.19934215606509e-24
"response to UV","response to UV","C1_05_24",0,0,0,1,1,1.51493337546204e-41
"protein-DNA complex assembly","protein-DNA complex assembly","C1_05_24",0,0,0,1,1,4.58247098501619e-43
"positive regulation of protein localization","positive regulation of protein localization","C1_05_24",0,1,-1,0.502,1,1.00386901422216e-27
"vacuolar transport","vacuolar transport","C1_05_24",1,0,1,0.415,1,6.04083714133002e-39
"regulation of DNA replication","regulation of DNA replication","C1_05_24",0,0,0,1,1,2.47534379800193e-42
"protein localization to plasma membrane","protein localization to plasma membrane","C1_05_24",2,1,0.584962500721156,0.705,1,1.28815531916122e-30
"Wnt signaling pathway","Wnt signaling pathway","C1_05_24",6,2,1.22239242133645,0.242,1,3.44749370356092e-23
"cytoskeleton-dependent cytokinesis","cytoskeleton-dependent cytokinesis","C1_05_24",0,0,0,1,1,1.6489311817089e-43
"regulation of cell growth","regulation of cell growth","C1_05_24",2,2,0,1,1,9.34238693066353e-25
"viral gene expression","viral gene expression","C1_05_24",1,0,1,0.232,1,6.44484818313289e-45
"cell-cell signaling by wnt","cell-cell signaling by wnt","C1_05_24",6,2,1.22239242133645,0.241,1,3.56510226209268e-23
"nuclear-transcribed mRNA catabolic process","nuclear-transcribed mRNA catabolic process","C1_05_24",0,0,0,1,1,2.80227225766123e-43
"regulation of chromosome segregation","regulation of chromosome segregation","C1_05_24",0,0,0,1,1,2.23658272900604e-41
"DNA conformation change","DNA conformation change","C1_05_24",1,0,1,0.211,1,2.65192731721689e-46
"cell cycle G2/M phase transition","cell cycle G2/M phase transition","C1_05_24",0,0,0,1,1,5.84822540006712e-41
"Golgi organization","Golgi organization","C1_05_24",1,0,1,0.366,1,9.76728400320826e-40
"positive regulation of cell projection organization","positive regulation of cell projection organization","C1_05_24",1,1,0,1,1,3.85277878864139e-29
"cellular response to topologically incorrect protein","cellular response to topologically incorrect protein","C1_05_24",0,0,0,1,1,6.05937903373872e-44
"regulation of apoptotic signaling pathway","regulation of apoptotic signaling pathway","C1_05_24",0,1,-1,0.51,1,2.43282865181941e-29
"regulation of GTPase activity","regulation of GTPase activity","C1_05_24",2,1,0.584962500721156,0.69,1,1.00222209021134e-30
"response to oxidative stress","response to oxidative stress","C1_05_24",1,1,0,1,1,4.78125255490206e-29
"regulation of cell morphogenesis","regulation of cell morphogenesis","C1_05_24",2,1,0.584962500721156,0.713,1,2.9132988477199e-30
"regulation of microtubule cytoskeleton organization","regulation of microtubule cytoskeleton organization","C1_05_24",0,0,0,1,1,4.01889448406952e-41
"tube closure","tube closure","C1_05_24",0,0,0,1,1,5.18798037166975e-41
"regulation of cellular component size","regulation of cellular component size","C1_05_24",0,1,-1,0.513,1,1.94639182891245e-27
"response to ionizing radiation","response to ionizing radiation","C1_05_24",0,0,0,1,1,1.6497936891383e-40
"neural tube formation","neural tube formation","C1_05_24",0,0,0,1,1,2.00475162084409e-39
"regulation of neuron projection development","regulation of neuron projection development","C1_05_24",0,2,-1.58496250072116,0.007,0.6685,8.0405070324263e-26
"ATP metabolic process","ATP metabolic process","C1_05_24",0,0,0,1,1,1.56481323900197e-38
"regulation of protein-containing complex assembly","regulation of protein-containing complex assembly","C1_05_24",0,1,-1,0.512,1,2.04468631183065e-28
"regulation of actin filament-based process","regulation of actin filament-based process","C1_05_24",1,2,-0.584962500721156,0.373,1,2.32665528533007e-24
"heterocycle catabolic process","heterocycle catabolic process","C1_05_24",0,1,-1,0.515,1,7.86594843756167e-30
"organelle fusion","organelle fusion","C1_05_24",1,0,1,0.315,1,1.06614068405578e-41
"regulation of actin filament organization","regulation of actin filament organization","C1_05_24",1,1,0,1,1,3.42619119434396e-30
"cellular nitrogen compound catabolic process","cellular nitrogen compound catabolic process","C1_05_24",0,1,-1,0.515,1,6.11712328122286e-30
"glycosylation","glycosylation","C1_05_24",1,0,1,0.486,1,2.78659310408054e-36
"cellular response to UV","cellular response to UV","C1_05_24",0,0,0,1,1,2.21747389860783e-45
"developmental growth involved in morphogenesis","developmental growth involved in morphogenesis","C1_05_24",3,1,1,0.533,1,1.90524105321304e-31
"regulation of axonogenesis","regulation of axonogenesis","C1_05_24",0,0.5,-0.584962500721156,0.224,1,1.24043583986172e-35
"membrane docking","membrane docking","C1_05_24",0,0,0,1,1,2.54652889851301e-44
"protein glycosylation","protein glycosylation","C1_05_24",0,0,0,1,1,1.80446733584594e-37
"macromolecule glycosylation","macromolecule glycosylation","C1_05_24",0,0,0,1,1,1.80446733584594e-37
"dephosphorylation","dephosphorylation","C1_05_24",2,1,0.584962500721156,0.678,1,2.33864248017824e-30
"aromatic compound catabolic process","aromatic compound catabolic process","C1_05_24",0,1,-1,0.513,1,1.47106514841753e-29
"cellular response to external stimulus","cellular response to external stimulus","C1_05_24",3,1,1,0.535,1,6.00124652066942e-31
"regulation of vacuole organization","regulation of vacuole organization","C1_05_24",1,0,1,0.097,1,1.33508027294315e-50
"cell-substrate junction organization","cell-substrate junction organization","C1_05_24",1,0,1,0.49,1,6.76391599613345e-37
"epigenetic regulation of gene expression","epigenetic regulation of gene expression","C1_05_24",0,0,0,1,1,1.23189703048769e-37
"ribosome assembly","ribosome assembly","C1_05_24",0,0,0,1,1,7.21237053410486e-49
"mRNA export from nucleus","mRNA export from nucleus","C1_05_24",0,0,0,1,1,3.39806108503075e-48
"cell cycle G1/S phase transition","cell cycle G1/S phase transition","C1_05_24",1,1,0,1,1,6.71421753445905e-34
"developmental cell growth","developmental cell growth","C1_05_24",2,1,0.584962500721156,0.678,1,2.23591675303064e-32
"stem cell population maintenance","stem cell population maintenance","C1_05_24",0,0,0,1,1,3.19441631720705e-37
"organelle localization by membrane tethering","organelle localization by membrane tethering","C1_05_24",0,0,0,1,1,2.12723791429971e-45
"maintenance of cell number","maintenance of cell number","C1_05_24",0,0,0,1,1,4.98747719667458e-37
"response to amino acid starvation","response to amino acid starvation","C1_05_24",0,0,0,1,1,3.76863813834675e-47
"establishment or maintenance of cell polarity","establishment or maintenance of cell polarity","C1_05_24",0,1,-1,0.541,1,1.61732506130814e-32
"chromosome localization","chromosome localization","C1_05_24",0,0,0,1,1,1.09566702732661e-44
"protein-containing complex localization","protein-containing complex localization","C1_05_24",0,0,0,1,1,1.11584848790764e-39
"cellular response to extracellular stimulus","cellular response to extracellular stimulus","C1_05_24",1,1,0,1,1,2.24362757188435e-34
"cell-substrate junction assembly","cell-substrate junction assembly","C1_05_24",1,0,1,0.482,1,4.22221635766588e-37
"positive regulation of establishment of protein localization","positive regulation of establishment of protein localization","C1_05_24",0,1,-1,0.536,1,3.40716633914343e-32
"regulation of cell projection assembly","regulation of cell projection assembly","C1_05_24",1,0,1,0.466,1,1.53182630843599e-36
"regulation of microtubule-based process","regulation of microtubule-based process","C1_05_24",0,0,0,1,1,3.98295423974256e-37
"neuron projection extension","neuron projection extension","C1_05_24",2,1,0.584962500721156,0.693,1,1.47816408763269e-35
"cellular response to amino acid starvation","cellular response to amino acid starvation","C1_05_24",0,0,0,1,1,2.81690443257606e-47
"activation of GTPase activity","activation of GTPase activity","C1_05_24",1,0,1,0.298,1,8.6392399968923e-43
"negative regulation of mitotic nuclear division","negative regulation of mitotic nuclear division","C1_05_24",0,0,0,1,1,2.27458959662712e-47
"macromolecule deacylation","macromolecule deacylation","C1_05_24",0,0,0,1,1,1.47729321674906e-41
"microtubule polymerization","microtubule polymerization","C1_05_24",0,0,0,1,1,2.14037338739137e-45
"negative regulation of catabolic process","negative regulation of catabolic process","C1_05_24",1,1,0,1,1,3.82599796977296e-32
"cilium assembly","cilium assembly","C1_05_24",1,1,0,1,1,1.787699251826e-32
"fibroblast migration","fibroblast migration","C1_05_24",3,0,2,0.02,1,1.56782663016704e-44
"actin nucleation","actin nucleation","C1_05_24",0,0,0,1,1,5.05450838582963e-48
"mesenchymal cell differentiation","mesenchymal cell differentiation","C1_05_24",1,1,0,1,1,2.7116103783759e-31
"mitochondrial transmembrane transport","mitochondrial transmembrane transport","C1_05_24",0,0,0,1,1,9.88325628709751e-47
"apoptotic mitochondrial changes","apoptotic mitochondrial changes","C1_05_24",0,0,0,1,1,2.17040762562858e-43
"regulation of neurogenesis","regulation of neurogenesis","C1_05_24",3,1,1,0.549,1,2.05285008689152e-28
"morphogenesis of a polarized epithelium","morphogenesis of a polarized epithelium","C1_05_24",0,0,0,1,1,3.32955106540631e-44
"cellular response to insulin stimulus","cellular response to insulin stimulus","C1_05_24",1,0,1,0.481,1,2.36941264588502e-36
"cellular pigmentation","cellular pigmentation","C1_05_24",2,0,1.58496250072116,0.053,1,1.23390695581619e-45
"receptor metabolic process","receptor metabolic process","C1_05_24",2,0,1.58496250072116,0.049,1,1.21160438173272e-46
"negative regulation of cell projection organization","negative regulation of cell projection organization","C1_05_24",0,1,-1,0.581,1,2.84423281686378e-36
"nuclear envelope organization","nuclear envelope organization","C1_05_24",0,0,0,1,1,5.00577982775578e-48
"cellular response to environmental stimulus","cellular response to environmental stimulus","C1_05_24",2,1,0.584962500721156,0.721,1,1.61114415849939e-29
"membrane fission","membrane fission","C1_05_24",0,0,0,1,1,1.33508027294315e-50
"membrane biogenesis","membrane biogenesis","C1_05_24",1,0,1,0.196,1,3.6201307329255e-46
"regulation of mitochondrial membrane permeability","regulation of mitochondrial membrane permeability","C1_05_24",0,0,0,1,1,5.14011358613787e-47
"autophagosome maturation","autophagosome maturation","C1_05_24",0,0,0,1,1,1.36755315995151e-48
"neuron death","neuron death","C1_05_24",2,1,0.584962500721156,0.718,1,2.03893486727048e-29
"fibroblast proliferation","fibroblast proliferation","C1_05_24",0,0,0,1,1,9.92415050321914e-42
"cilium organization","cilium organization","C1_05_24",1,1,0,1,1,7.97366697746607e-32
"sulfur compound metabolic process","sulfur compound metabolic process","C1_05_24",3,1,1,0.538,1,1.39622888982664e-35
"positive regulation of amide metabolic process","positive regulation of amide metabolic process","C1_05_24",0,0,0,1,1,4.02789041192667e-40
"cortical cytoskeleton organization","cortical cytoskeleton organization","C1_05_24",0,0,0,1,1,8.87082866900776e-47
"regulation of generation of precursor metabolites and energy","regulation of generation of precursor metabolites and energy","C1_05_24",0,0,0,1,1,2.74882116659234e-43
"stem cell differentiation","stem cell differentiation","C1_05_24",2,1,0.584962500721156,0.691,1,1.67632558758073e-32
"nucleus organization","nucleus organization","C1_05_24",0,0,0,1,1,5.23700336633893e-41
"miRNA processing","miRNA processing","C1_05_24",0,0,0,1,1,3.99325584759402e-46
"intraciliary transport","intraciliary transport","C1_05_24",0,0,0,1,1,7.53144555409244e-51
"cellular response to oxygen levels","cellular response to oxygen levels","C1_05_24",1,0,1,0.447,1,1.14775988415294e-37
"membrane assembly","membrane assembly","C1_05_24",1,0,1,0.179,1,6.39301242084373e-47
"nucleosome organization","nucleosome organization","C1_05_24",0,0,0,1,1,1.42512241372063e-47
"iron-sulfur cluster assembly","iron-sulfur cluster assembly","C1_05_24",0,0,0,1,1,3.65345580419861e-52
"metallo-sulfur cluster assembly","metallo-sulfur cluster assembly","C1_05_24",0,0,0,1,1,3.65345580419861e-52
"Golgi to plasma membrane protein transport","Golgi to plasma membrane protein transport","C1_05_24",0,0,0,1,1,2.08205762692691e-47
"regulation of fibroblast proliferation","regulation of fibroblast proliferation","C1_05_24",0,0,0,1,1,3.39849246330924e-42
"peroxisome organization","peroxisome organization","C1_05_24",0,0,0,1,1,4.54170325368825e-50
"regulation of stem cell differentiation","regulation of stem cell differentiation","C1_05_24",2,0,1.58496250072116,0.094,1,2.49109779225933e-43
"substrate adhesion-dependent cell spreading","substrate adhesion-dependent cell spreading","C1_05_24",0,0,0,1,1,6.84419846735288e-41
"presynaptic endocytosis","presynaptic endocytosis","C1_05_24",0,0,0,1,1,1.42223781014715e-46
"cellular response to epidermal growth factor stimulus","cellular response to epidermal growth factor stimulus","C1_05_24",0,0,0,1,1,3.64564943378746e-47
"intracellular lipid transport","intracellular lipid transport","C1_05_24",3,0,2,0.005,0.6685,1.69722451807645e-48
"neuron apoptotic process","neuron apoptotic process","C1_05_24",1,1,0,1,1,5.27238582114934e-34
"regulation of nervous system development","regulation of nervous system development","C1_05_24",3,2,0.415037499278844,0.798,1,3.5744696253771e-26
"response to hydrogen peroxide","response to hydrogen peroxide","C1_05_24",0,0,0,1,1,2.83270851401304e-40
"cellular senescence","cellular senescence","C1_05_24",0,0,0,1,1,1.58237702143159e-42
"fatty acid beta-oxidation","fatty acid beta-oxidation","C1_05_24",0,0,0,1,1,2.80365776650307e-46
"maintenance of protein location","maintenance of protein location","C1_05_24",0,0,0,1,1,5.76548206900093e-43
"regulation of microtubule polymerization","regulation of microtubule polymerization","C1_05_24",0,0,0,1,1,5.12510951930478e-48
"regulation of embryonic development","regulation of embryonic development","C1_05_24",0,0,0,1,1,3.83803421580556e-44
"regulation of ubiquitin-protein transferase activity","regulation of ubiquitin-protein transferase activity","C1_05_24",0,0,0,1,1,1.15109805496243e-49
"regulation of developmental growth","regulation of developmental growth","C1_05_24",5,1,1.58496250072116,0.043,1,1.5511824583111e-30
"maintenance of protein location in cell","maintenance of protein location in cell","C1_05_24",0,0,0,1,1,1.16046224635499e-45
"positive regulation of mitotic cell cycle","positive regulation of mitotic cell cycle","C1_05_24",1,0,1,0.315,1,1.90837550523443e-43
"response to epidermal growth factor","response to epidermal growth factor","C1_05_24",0,0,0,1,1,4.78551114394915e-47
"heterochromatin formation","heterochromatin formation","C1_05_24",0,0,0,1,1,1.60421405140777e-42
"regulation of cell-substrate junction organization","regulation of cell-substrate junction organization","C1_05_24",0,0,0,1,1,2.89596550150399e-40
"alpha-amino acid biosynthetic process","alpha-amino acid biosynthetic process","C1_05_24",0,0,0,1,1,1.70090933690635e-47
"establishment of tissue polarity","establishment of tissue polarity","C1_05_24",0,0,0,1,1,2.12723791429971e-45
"nucleotide catabolic process","nucleotide catabolic process","C1_05_24",0,0,0,1,1,2.5960335050662e-47
"regulation of extracellular matrix organization","regulation of extracellular matrix organization","C1_05_24",1,0,1,0.318,1,4.43284567185504e-42
"positive regulation of viral process","positive regulation of viral process","C1_05_24",0,0,0,1,1,1.16335785330141e-47
"cell-substrate adhesion","cell-substrate adhesion","C1_05_24",2,2,0,1,1,8.77319379029322e-28
"clathrin-dependent endocytosis","clathrin-dependent endocytosis","C1_05_24",0,0,0,1,1,6.45593024874841e-49
"response to oxygen levels","response to oxygen levels","C1_05_24",1,1,0,1,1,1.95119623719481e-29
"lamellipodium organization","lamellipodium organization","C1_05_24",0,0,0,1,1,1.21213313454486e-41
"postsynapse organization","postsynapse organization","C1_05_24",0,1,-1,0.577,1,6.38772649181731e-35
"placenta development","placenta development","C1_05_24",0,0,0,1,1,2.92585295332502e-39
"protein maturation","protein maturation","C1_05_24",4,1,1.32192809488736,0.03,1,3.05230052298066e-32
"regulation of fibroblast migration","regulation of fibroblast migration","C1_05_24",2,0,1.58496250072116,0.041,1,2.08205762692691e-47
"G0 to G1 transition","G0 to G1 transition","C1_05_24",0,0,0,1,1,5.82014858335206e-49
"negative regulation of growth","negative regulation of growth","C1_05_24",0,1,-1,0.529,1,9.45866855246425e-33
"regulation of intracellular steroid hormone receptor signaling pathway","regulation of intracellular steroid hormone receptor signaling pathway","C1_05_24",0,0,0,1,1,1.64441435523709e-46
"regulation of cysteine-type endopeptidase activity involved in apoptotic process","regulation of cysteine-type endopeptidase activity involved in apoptotic process","C1_05_24",0,0,0,1,1,4.7144190790659e-37
"pteridine-containing compound metabolic process","pteridine-containing compound metabolic process","C1_05_24",0,0,0,1,1,1.14873581291867e-51
"response to arsenic-containing substance","response to arsenic-containing substance","C1_05_24",0,0,0,1,1,1.95600628224156e-51
"regulation of stem cell population maintenance","regulation of stem cell population maintenance","C1_05_24",0,0,0,1,1,2.32342846499109e-45
"chondrocyte differentiation","chondrocyte differentiation","C1_05_24",0,0,0,1,1,3.01256087765062e-37
"regulation of G0 to G1 transition","regulation of G0 to G1 transition","C1_05_24",0,0,0,1,1,6.21153969917499e-49
"regulation of focal adhesion assembly","regulation of focal adhesion assembly","C1_05_24",0,0,0,1,1,1.7407764584235e-40
"regulation of cell-substrate junction assembly","regulation of cell-substrate junction assembly","C1_05_24",0,0,0,1,1,1.7407764584235e-40
"regulation of mitochondrial membrane potential","regulation of mitochondrial membrane potential","C1_05_24",0,0,0,1,1,4.98495401418162e-48
"regulation of membrane permeability","regulation of membrane permeability","C1_05_24",0,0,0,1,1,8.39907911292938e-46
"mitochondrial genome maintenance","mitochondrial genome maintenance","C1_05_24",0,0,0,1,1,1.1773789936814e-50
"regulation of microtubule depolymerization","regulation of microtubule depolymerization","C1_05_24",0,0,0,1,1,3.09500568838165e-49
"Wnt signaling pathway, planar cell polarity pathway","Wnt signaling pathway, planar cell polarity pathway","C1_05_24",0,0,0,1,1,1.78368546068995e-46
"response to insulin","response to insulin","C1_05_24",1,1,0,1,1,1.86305328405372e-33
"kinetochore organization","kinetochore organization","C1_05_24",0,0,0,1,1,5.08090315339497e-53
"lung morphogenesis","lung morphogenesis","C1_05_24",0,0,0,1,1,7.6146805400641e-47
"regulation of chromatin organization","regulation of chromatin organization","C1_05_24",0,0,0,1,1,3.48255732526788e-51
"release of cytochrome c from mitochondria","release of cytochrome c from mitochondria","C1_05_24",0,0,0,1,1,1.36805761360119e-47
"regulation of neuron death","regulation of neuron death","C1_05_24",2,1,0.584962500721156,0.712,1,2.59235378323851e-30
"oligosaccharide-lipid intermediate biosynthetic process","oligosaccharide-lipid intermediate biosynthetic process","C1_05_24",0,0,0,1,1,2.51694666158516e-52
"lysosomal lumen acidification","lysosomal lumen acidification","C1_05_24",0,0,0,1,1,3.89687343131606e-53
"P-body assembly","P-body assembly","C1_05_24",0,0,0,1,1,6.33790435537328e-52
"mitochondrion morphogenesis","mitochondrion morphogenesis","C1_05_24",0,0,0,1,1,2.9169754814975e-52
"positive regulation of mitochondrial fission","positive regulation of mitochondrial fission","C1_05_24",0,0,0,1,1,2.27695451758655e-52
"kidney development","kidney development","C1_05_24",4,1,1.32192809488736,0.046,1,2.19593139024784e-30
"regulation of anatomical structure size","regulation of anatomical structure size","C1_05_24",0,2,-1.58496250072116,0.007,0.6685,7.11765430734357e-25
"respiratory system development","respiratory system development","C1_05_24",0,1,-1,0.557,1,2.20608063744431e-34
"regulation of cell-substrate adhesion","regulation of cell-substrate adhesion","C1_05_24",1,1,0,1,1,2.89122776896762e-32
"protein neddylation","protein neddylation","C1_05_24",0,0,0,1,1,7.91378636605819e-52
"nucleosome assembly","nucleosome assembly","C1_05_24",0,0,0,1,1,1.34456782538914e-49
"platelet-derived growth factor receptor signaling pathway","platelet-derived growth factor receptor signaling pathway","C1_05_24",0,0,0,1,1,5.44111852741848e-44
"connective tissue development","connective tissue development","C1_05_24",3,1,1,0.494,1,2.93148122718479e-29
"circadian regulation of gene expression","circadian regulation of gene expression","C1_05_24",0,0,0,1,1,6.28704941828141e-45
"organophosphate catabolic process","organophosphate catabolic process","C1_05_24",0,0,0,1,1,9.26107610069164e-44
"positive regulation by host of viral process","positive regulation by host of viral process","C1_05_24",0,0,0,1,1,2.64005105545139e-51
"pore complex assembly","pore complex assembly","C1_05_24",0,0,0,1,1,6.33790435537328e-52
"cellular response to arsenic-containing substance","cellular response to arsenic-containing substance","C1_05_24",0,0,0,1,1,1.35240320247489e-52
"glycosyl compound biosynthetic process","glycosyl compound biosynthetic process","C1_05_24",0,0,0,1,1,2.27695451758655e-52
"multicellular organism growth","multicellular organism growth","C1_05_24",1,0,1,0.39,1,6.08337678120184e-41
"COPII vesicle coating","COPII vesicle coating","C1_05_24",0,0,0,1,1,3.53590038522374e-52
"ossification","ossification","C1_05_24",5,2,1,0.291,1,1.17689267446427e-26
"cardiac chamber development","cardiac chamber development","C1_05_24",0,1,-1,0.585,1,4.11967173242718e-36
"myeloid cell homeostasis","myeloid cell homeostasis","C1_05_24",1,0,1,0.434,1,5.01429172960287e-38
"positive regulation of growth","positive regulation of growth","C1_05_24",5,1,1.58496250072116,0.015,1,1.51382449695287e-32
