"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"response to amino acid10","response to amino acid","MMEA9_C2",0,0,0,1,1,2.11854209807629e-45
"movement in host10","movement in host","MMEA9_C2",0,0,0,1,1,1.44758286059822e-44
"carbohydrate derivative catabolic process10","carbohydrate derivative catabolic process","MMEA9_C2",0,0,0,1,1,4.95560593616861e-45
"small molecule catabolic process10","small molecule catabolic process","MMEA9_C2",0,0,0,1,1,3.02783707907e-38
"ribonucleoprotein complex biogenesis11","ribonucleoprotein complex biogenesis","MMEA9_C3",0,1,-1,0.509,1,5.27066115442146e-33
"ncRNA processing11","ncRNA processing","MMEA9_C3",0,1,-1,0.481,1,2.12512928137374e-31
"proteasome-mediated ubiquitin-dependent protein catabolic process11","proteasome-mediated ubiquitin-dependent protein catabolic process","MMEA9_C3",0,1,-1,0.501,1,9.31461824421166e-31
"rRNA metabolic process11","rRNA metabolic process","MMEA9_C3",0,0,0,1,1,1.01420648795398e-36
"macroautophagy11","macroautophagy","MMEA9_C3",1,1,0,1,1,1.89858143939794e-36
"regulation of response to DNA damage stimulus11","regulation of response to DNA damage stimulus","MMEA9_C3",1,1,0,1,1,2.87312998753538e-34
"establishment of protein localization to organelle11","establishment of protein localization to organelle","MMEA9_C3",0,1,-1,0.492,1,1.45302275253157e-30
"regulation of chromosome organization11","regulation of chromosome organization","MMEA9_C3",1,0,1,0.448,1,1.10528089549699e-40
"chromosome segregation11","chromosome segregation","MMEA9_C3",1,1,0,1,1,1.82521530895135e-34
"mitochondrial gene expression11","mitochondrial gene expression","MMEA9_C3",0,0,0,1,1,5.84395460281144e-42
"cellular component disassembly11","cellular component disassembly","MMEA9_C3",4,1,1.32192809488736,0.061,1,1.11154789644381e-29
"Golgi vesicle transport11","Golgi vesicle transport","MMEA9_C3",0,1,-1,0.548,1,9.05279415211429e-36
"DNA replication11","DNA replication","MMEA9_C3",0,1,-1,0.56,1,1.04316473652175e-36
"sister chromatid segregation11","sister chromatid segregation","MMEA9_C3",1,0,1,0.463,1,1.50149561357622e-40
"histone modification11","histone modification","MMEA9_C3",1,1,0,1,1,2.42930447561858e-30
"nucleocytoplasmic transport11","nucleocytoplasmic transport","MMEA9_C3",0,1,-1,0.547,1,3.3793492439556e-33
"nuclear transport11","nuclear transport","MMEA9_C3",0,1,-1,0.547,1,3.3793492439556e-33
"double-strand break repair11","double-strand break repair","MMEA9_C3",1,1,0,1,1,8.23143632413219e-34
"mitotic cell cycle phase transition11","mitotic cell cycle phase transition","MMEA9_C3",2,1,0.584962500721156,0.691,1,6.9638796373663e-29
"non-membrane-bounded organelle assembly11","non-membrane-bounded organelle assembly","MMEA9_C3",3,1,1,0.502,1,1.50290161536856e-31
"cytoplasmic translation11","cytoplasmic translation","MMEA9_C3",0,0,0,1,1,1.59275137308877e-42
"regulation of DNA repair11","regulation of DNA repair","MMEA9_C3",1,0,1,0.442,1,2.27350167189605e-37
"ribonucleoprotein complex subunit organization11","ribonucleoprotein complex subunit organization","MMEA9_C3",1,0,1,0.369,1,4.24701455912573e-41
"peptidyl-lysine modification11","peptidyl-lysine modification","MMEA9_C3",0,1,-1,0.523,1,7.67430558821533e-33
"regulation of protein catabolic process11","regulation of protein catabolic process","MMEA9_C3",0,1,-1,0.531,1,4.33729061642153e-32
"protein targeting11","protein targeting","MMEA9_C3",0,1,-1,0.511,1,1.68511273761034e-33
"protein polyubiquitination11","protein polyubiquitination","MMEA9_C3",0,0,0,1,1,1.66836159032914e-38
"vesicle organization11","vesicle organization","MMEA9_C3",3,1,1,0.524,1,1.66948223097539e-32
"regulation of protein modification by small protein conjugation or removal11","regulation of protein modification by small protein conjugation or removal","MMEA9_C3",0,0,0,1,1,7.74879323334071e-39
"ribonucleoprotein complex assembly11","ribonucleoprotein complex assembly","MMEA9_C3",0,0,0,1,1,1.77637540246434e-41
"cellular respiration11","cellular respiration","MMEA9_C3",0,0,0,1,1,1.18145964453247e-38
"telomere organization11","telomere organization","MMEA9_C3",1,0,1,0.35,1,1.61431127212226e-40
"regulation of autophagy11","regulation of autophagy","MMEA9_C3",1,1,0,1,1,2.10731797204582e-33
"regulation of protein stability11","regulation of protein stability","MMEA9_C3",1,0,1,0.485,1,2.53995953474746e-36
"RNA localization11","RNA localization","MMEA9_C3",0,0,0,1,1,1.09758427004135e-39
"regulation of intracellular transport11","regulation of intracellular transport","MMEA9_C3",0,1,-1,0.529,1,1.83786637958461e-32
"regulation of cell cycle phase transition11","regulation of cell cycle phase transition","MMEA9_C3",1,1,0,1,1,9.88293535685543e-31
"nuclear chromosome segregation11","nuclear chromosome segregation","MMEA9_C3",1,1,0,1,1,1.51145472679717e-37
"small GTPase mediated signal transduction11","small GTPase mediated signal transduction","MMEA9_C3",0,2,-1.58496250072116,0.005,1,2.75069993815393e-26
"protein localization to nucleus11","protein localization to nucleus","MMEA9_C3",0,1,-1,0.543,1,1.50067778516594e-33
"mitochondrial transport11","mitochondrial transport","MMEA9_C3",0,0,0,1,1,6.07753249881649e-41
"chromatin remodeling11","chromatin remodeling","MMEA9_C3",0,1,-1,0.51,1,4.13942857302087e-33
"cell cycle checkpoint signaling11","cell cycle checkpoint signaling","MMEA9_C3",1,0,1,0.414,1,1.39300261295841e-39
"microtubule cytoskeleton organization involved in mitosis11","microtubule cytoskeleton organization involved in mitosis","MMEA9_C3",2,0,1.58496250072116,0.103,1,2.26587065344533e-41
"establishment of organelle localization11","establishment of organelle localization","MMEA9_C3",2,1,0.584962500721156,0.689,1,3.1516491755819e-32
"telomere maintenance11","telomere maintenance","MMEA9_C3",1,0,1,0.331,1,2.77972684973376e-41
"methylation11","methylation","MMEA9_C3",2,1,0.584962500721156,0.708,1,4.68990389848645e-34
"DNA-templated transcription elongation11","DNA-templated transcription elongation","MMEA9_C3",0,0,0,1,1,9.64064418177588e-43
"mitochondrial respiratory chain complex assembly11","mitochondrial respiratory chain complex assembly","MMEA9_C3",0,0,0,1,1,4.33500883437443e-47
"nucleic acid transport11","nucleic acid transport","MMEA9_C3",0,0,0,1,1,7.43791194216263e-41
"RNA transport11","RNA transport","MMEA9_C3",0,0,0,1,1,7.43791194216263e-41
"in utero embryonic development11","in utero embryonic development","MMEA9_C3",0,1,-1,0.529,1,7.38671637513461e-29
"vacuole organization11","vacuole organization","MMEA9_C3",1,0,1,0.413,1,9.91644725206177e-41
"vesicle localization11","vesicle localization","MMEA9_C3",0,0,0,1,1,7.33952323637553e-39
"protein folding11","protein folding","MMEA9_C3",0,0,0,1,1,2.69275305249802e-41
"protein-DNA complex subunit organization11","protein-DNA complex subunit organization","MMEA9_C3",1,0,1,0.353,1,1.44985409046951e-42
"oxidative phosphorylation11","oxidative phosphorylation","MMEA9_C3",0,0,0,1,1,1.42561823875255e-43
"cellular response to chemical stress11","cellular response to chemical stress","MMEA9_C3",0,1,-1,0.539,1,2.68769300959684e-32
"response to topologically incorrect protein11","response to topologically incorrect protein","MMEA9_C3",0,0,0,1,1,1.12868281808482e-41
"mitochondrial membrane organization11","mitochondrial membrane organization","MMEA9_C3",0,0,0,1,1,9.89077751560639e-44
"organelle fission11","organelle fission","MMEA9_C3",3,1,1,0.52,1,1.44151331924365e-31
"negative regulation of phosphorus metabolic process11","negative regulation of phosphorus metabolic process","MMEA9_C3",0,1,-1,0.504,1,1.92322014832502e-29
"regulation of intracellular protein transport11","regulation of intracellular protein transport","MMEA9_C3",0,0,0,1,1,1.29094562458004e-36
"cell growth11","cell growth","MMEA9_C3",1,1,0,1,1,1.84429128758472e-27
"ribose phosphate biosynthetic process11","ribose phosphate biosynthetic process","MMEA9_C3",1,0,1,0.432,1,1.02948406133394e-37
"negative regulation of transferase activity11","negative regulation of transferase activity","MMEA9_C3",0,1,-1,0.558,1,2.45805925239872e-34
"regulation of supramolecular fiber organization11","regulation of supramolecular fiber organization","MMEA9_C3",0,1,-1,0.49,1,1.36027864464136e-31
"response to endoplasmic reticulum stress11","response to endoplasmic reticulum stress","MMEA9_C3",0,0,0,1,1,1.10648561587641e-36
"ribonucleotide biosynthetic process11","ribonucleotide biosynthetic process","MMEA9_C3",1,0,1,0.427,1,9.84156941432647e-38
"regulation of binding11","regulation of binding","MMEA9_C3",1,1,0,1,1,3.15666408396516e-31
"autophagy of mitochondrion11","autophagy of mitochondrion","MMEA9_C3",0,0,0,1,1,8.78030600108257e-45
"phospholipid biosynthetic process11","phospholipid biosynthetic process","MMEA9_C3",0,0,0,1,1,2.16709090619947e-37
"actin filament organization11","actin filament organization","MMEA9_C3",1,1,0,1,1,3.28104300998737e-29
"response to UV11","response to UV","MMEA9_C3",0,0,0,1,1,6.01436426802107e-42
"protein-DNA complex assembly11","protein-DNA complex assembly","MMEA9_C3",1,0,1,0.311,1,1.03520650896037e-43
"positive regulation of protein localization11","positive regulation of protein localization","MMEA9_C3",1,1,0,1,1,9.43568204272501e-28
"vacuolar transport11","vacuolar transport","MMEA9_C3",0,0,0,1,1,1.14474531465963e-40
"regulation of DNA replication11","regulation of DNA replication","MMEA9_C3",0,0,0,1,1,1.82302048556092e-42
"protein localization to plasma membrane11","protein localization to plasma membrane","MMEA9_C3",0,1,-1,0.492,1,2.60212205155567e-32
"Wnt signaling pathway11","Wnt signaling pathway","MMEA9_C3",0,1,-1,0.499,1,1.36338004739978e-26
"cytoskeleton-dependent cytokinesis11","cytoskeleton-dependent cytokinesis","MMEA9_C3",0,0,0,1,1,4.68949455849357e-43
"regulation of cell growth11","regulation of cell growth","MMEA9_C3",1,1,0,1,1,6.87446301680964e-29
"viral gene expression11","viral gene expression","MMEA9_C3",0,0,0,1,1,2.79904543835519e-44
"cell-cell signaling by wnt11","cell-cell signaling by wnt","MMEA9_C3",0,1,-1,0.502,1,1.69421706115227e-26
"nuclear-transcribed mRNA catabolic process11","nuclear-transcribed mRNA catabolic process","MMEA9_C3",0,0,0,1,1,1.82302048556092e-42
"regulation of chromosome segregation11","regulation of chromosome segregation","MMEA9_C3",1,0,1,0.265,1,1.09533833627293e-44
"DNA conformation change11","DNA conformation change","MMEA9_C3",0,0,0,1,1,2.53530344640854e-46
"cell cycle G2/M phase transition11","cell cycle G2/M phase transition","MMEA9_C3",2,0,1.58496250072116,0.13,1,7.80696508738126e-41
"Golgi organization11","Golgi organization","MMEA9_C3",0,0,0,1,1,4.61393081320361e-44
"positive regulation of cell projection organization11","positive regulation of cell projection organization","MMEA9_C3",1,1,0,1,1,5.69969617069889e-33
"cellular response to topologically incorrect protein11","cellular response to topologically incorrect protein","MMEA9_C3",0,0,0,1,1,4.43352624648779e-45
"regulation of apoptotic signaling pathway11","regulation of apoptotic signaling pathway","MMEA9_C3",0,1,-1,0.506,1,5.09089091114315e-32
"regulation of GTPase activity11","regulation of GTPase activity","MMEA9_C3",3,1,1,0.528,1,8.27786705479691e-31
"response to oxidative stress11","response to oxidative stress","MMEA9_C3",0,1,-1,0.542,1,9.35554731537133e-29
"regulation of cell morphogenesis11","regulation of cell morphogenesis","MMEA9_C3",2,1,0.584962500721156,0.694,1,8.36194312097878e-34
"regulation of microtubule cytoskeleton organization11","regulation of microtubule cytoskeleton organization","MMEA9_C3",0,0,0,1,1,7.48391821379251e-42
"tube closure11","tube closure","MMEA9_C3",0,0,0,1,1,1.05256307888851e-43
"regulation of cellular component size11","regulation of cellular component size","MMEA9_C3",0,1,-1,0.478,1,2.48387654543135e-30
"response to ionizing radiation11","response to ionizing radiation","MMEA9_C3",0,0,0,1,1,6.66587251315089e-41
"neural tube formation11","neural tube formation","MMEA9_C3",0,0,0,1,1,5.53819639905255e-43
"regulation of neuron projection development11","regulation of neuron projection development","MMEA9_C3",0,1,-1,0.499,1,1.39081573875213e-30
"ATP metabolic process11","ATP metabolic process","MMEA9_C3",0,0,0,1,1,1.72295226141987e-37
"regulation of protein-containing complex assembly11","regulation of protein-containing complex assembly","MMEA9_C3",1,1,0,1,1,1.3082037025182e-30
"regulation of actin filament-based process11","regulation of actin filament-based process","MMEA9_C3",1,1,0,1,1,1.36995796569053e-30
"heterocycle catabolic process11","heterocycle catabolic process","MMEA9_C3",0,1,-1,0.49,1,5.18212386098192e-29
"organelle fusion11","organelle fusion","MMEA9_C3",2,0,1.58496250072116,0.109,1,2.49415617875827e-41
"regulation of actin filament organization11","regulation of actin filament organization","MMEA9_C3",0,1,-1,0.539,1,8.44891645389418e-36
"cellular nitrogen compound catabolic process11","cellular nitrogen compound catabolic process","MMEA9_C3",0,1,-1,0.491,1,3.34327332116266e-29
"glycosylation11","glycosylation","MMEA9_C3",0,0,0,1,1,1.3178649558946e-37
"cellular response to UV11","cellular response to UV","MMEA9_C3",0,0,0,1,1,5.81741583269516e-46
"developmental growth involved in morphogenesis11","developmental growth involved in morphogenesis","MMEA9_C3",1,0,1,0.486,1,1.78993518691633e-36
"regulation of axonogenesis11","regulation of axonogenesis","MMEA9_C3",0,0,0,1,1,1.63025505134526e-39
"membrane docking11","membrane docking","MMEA9_C3",2,0,1.58496250072116,0.057,1,8.15380438100179e-46
"protein glycosylation11","protein glycosylation","MMEA9_C3",0,0,0,1,1,5.06055464389681e-38
"macromolecule glycosylation11","macromolecule glycosylation","MMEA9_C3",0,0,0,1,1,5.06055464389681e-38
"dephosphorylation11","dephosphorylation","MMEA9_C3",0,1,-1,0.53,1,5.98212766789304e-34
"aromatic compound catabolic process11","aromatic compound catabolic process","MMEA9_C3",0,1,-1,0.479,1,1.55704600227394e-28
"cellular response to external stimulus11","cellular response to external stimulus","MMEA9_C3",0,1,-1,0.518,1,1.00460591343676e-33
"regulation of vacuole organization11","regulation of vacuole organization","MMEA9_C3",0,0,0,1,1,7.11982823652954e-50
"cell-substrate junction organization11","cell-substrate junction organization","MMEA9_C3",0,0,0,1,1,3.67235885552539e-41
"epigenetic regulation of gene expression11","epigenetic regulation of gene expression","MMEA9_C3",0,0,0,1,1,5.47282776410313e-41
"ribosome assembly11","ribosome assembly","MMEA9_C3",0,0,0,1,1,9.13391828290121e-50
"mRNA export from nucleus11","mRNA export from nucleus","MMEA9_C3",0,0,0,1,1,8.83707846834353e-48
"cell cycle G1/S phase transition11","cell cycle G1/S phase transition","MMEA9_C3",0,1,-1,0.549,1,2.29226087801177e-35
"developmental cell growth11","developmental cell growth","MMEA9_C3",1,0,1,0.474,1,2.14907843378875e-36
"stem cell population maintenance11","stem cell population maintenance","MMEA9_C3",0,0,0,1,1,1.5742975771942e-39
"organelle localization by membrane tethering11","organelle localization by membrane tethering","MMEA9_C3",2,0,1.58496250072116,0.053,1,1.68492800562412e-46
"maintenance of cell number11","maintenance of cell number","MMEA9_C3",0,0,0,1,1,3.69409470968313e-39
"response to amino acid starvation11","response to amino acid starvation","MMEA9_C3",0,0,0,1,1,2.21775610095239e-48
"establishment or maintenance of cell polarity11","establishment or maintenance of cell polarity","MMEA9_C3",0,0,0,1,1,1.34734441246314e-36
"chromosome localization11","chromosome localization","MMEA9_C3",1,0,1,0.199,1,2.62515099148552e-46
"protein-containing complex localization11","protein-containing complex localization","MMEA9_C3",0,0,0,1,1,1.82302048556092e-42
"cellular response to extracellular stimulus11","cellular response to extracellular stimulus","MMEA9_C3",0,0,0,1,1,1.39581597655109e-36
"cell-substrate junction assembly11","cell-substrate junction assembly","MMEA9_C3",0,0,0,1,1,2.10182937706411e-41
"positive regulation of establishment of protein localization11","positive regulation of establishment of protein localization","MMEA9_C3",0,1,-1,0.539,1,8.47205890657288e-33
"regulation of cell projection assembly11","regulation of cell projection assembly","MMEA9_C3",0,0,0,1,1,2.63656803587173e-37
"regulation of microtubule-based process11","regulation of microtubule-based process","MMEA9_C3",0,0,0,1,1,6.89719095411241e-38
"neuron projection extension11","neuron projection extension","MMEA9_C3",1,0,1,0.383,1,1.36778605040489e-39
"cellular response to amino acid starvation11","cellular response to amino acid starvation","MMEA9_C3",0,0,0,1,1,1.84743715847315e-48
"activation of GTPase activity11","activation of GTPase activity","MMEA9_C3",1,0,1,0.331,1,6.0556386044128e-42
"negative regulation of mitotic nuclear division11","negative regulation of mitotic nuclear division","MMEA9_C3",1,0,1,0.112,1,9.13391828290121e-50
"macromolecule deacylation11","macromolecule deacylation","MMEA9_C3",0,0,0,1,1,5.86009857790685e-43
"microtubule polymerization11","microtubule polymerization","MMEA9_C3",0,0,0,1,1,7.68861008715548e-46
"negative regulation of catabolic process11","negative regulation of catabolic process","MMEA9_C3",1,1,0,1,1,1.00460591343676e-33
"cilium assembly11","cilium assembly","MMEA9_C3",0,1,-1,0.558,1,3.02573884340299e-34
"fibroblast migration11","fibroblast migration","MMEA9_C3",0,0,0,1,1,4.64847039788484e-45
"actin nucleation11","actin nucleation","MMEA9_C3",0,0,0,1,1,2.10669633991294e-50
"mesenchymal cell differentiation11","mesenchymal cell differentiation","MMEA9_C3",0,1,-1,0.585,1,9.19493672388633e-35
"mitochondrial transmembrane transport11","mitochondrial transmembrane transport","MMEA9_C3",0,0,0,1,1,5.90330300812948e-48
"apoptotic mitochondrial changes11","apoptotic mitochondrial changes","MMEA9_C3",0,0,0,1,1,5.85108843841386e-44
"regulation of neurogenesis11","regulation of neurogenesis","MMEA9_C3",0,1,-1,0.502,1,8.9032620102101e-31
"morphogenesis of a polarized epithelium11","morphogenesis of a polarized epithelium","MMEA9_C3",0,0,0,1,1,3.13348250431893e-43
"cellular response to insulin stimulus11","cellular response to insulin stimulus","MMEA9_C3",2,0,1.58496250072116,0.184,1,3.64791337770686e-38
"cellular pigmentation11","cellular pigmentation","MMEA9_C3",0,0,0,1,1,2.76564884685362e-48
"receptor metabolic process11","receptor metabolic process","MMEA9_C3",0,0,0,1,1,4.33500883437443e-47
"negative regulation of cell projection organization11","negative regulation of cell projection organization","MMEA9_C3",0,0,0,1,1,2.03163079690409e-38
"nuclear envelope organization11","nuclear envelope organization","MMEA9_C3",0,0,0,1,1,1.91962128998024e-47
"cellular response to environmental stimulus11","cellular response to environmental stimulus","MMEA9_C3",0,1,-1,0.532,1,3.00070715738907e-33
"membrane fission11","membrane fission","MMEA9_C3",0,0,0,1,1,4.90045501824648e-50
"membrane biogenesis11","membrane biogenesis","MMEA9_C3",2,0,1.58496250072116,0.051,1,1.31036059755565e-47
"regulation of mitochondrial membrane permeability11","regulation of mitochondrial membrane permeability","MMEA9_C3",0,0,0,1,1,7.21640263751386e-48
"autophagosome maturation11","autophagosome maturation","MMEA9_C3",0,0,0,1,1,2.64669646732419e-49
"neuron death11","neuron death","MMEA9_C3",0,1,-1,0.522,1,4.99096315214601e-31
"fibroblast proliferation11","fibroblast proliferation","MMEA9_C3",0,0,0,1,1,2.99151417645211e-44
"cilium organization11","cilium organization","MMEA9_C3",1,1,0,1,1,1.91251598939586e-33
"sulfur compound metabolic process11","sulfur compound metabolic process","MMEA9_C3",2,1,0.584962500721156,0.703,1,3.06163450859909e-33
"positive regulation of amide metabolic process11","positive regulation of amide metabolic process","MMEA9_C3",0,0,0,1,1,1.45108455033271e-41
"cortical cytoskeleton organization11","cortical cytoskeleton organization","MMEA9_C3",0,0,0,1,1,1.60545803921852e-47
"regulation of generation of precursor metabolites and energy11","regulation of generation of precursor metabolites and energy","MMEA9_C3",0,0,0,1,1,1.80566612114817e-43
"stem cell differentiation11","stem cell differentiation","MMEA9_C3",0,1,-1,0.554,1,2.12949641876957e-34
"nucleus organization11","nucleus organization","MMEA9_C3",1,0,1,0.318,1,1.31086847458534e-41
"miRNA processing11","miRNA processing","MMEA9_C3",0,0,0,1,1,8.59343244308492e-48
"intraciliary transport11","intraciliary transport","MMEA9_C3",0,0,0,1,1,2.17173565742803e-50
"cellular response to oxygen levels11","cellular response to oxygen levels","MMEA9_C3",0,0,0,1,1,1.11315210318096e-38
"membrane assembly11","membrane assembly","MMEA9_C3",2,0,1.58496250072116,0.051,1,7.04233850358394e-48
"nucleosome organization11","nucleosome organization","MMEA9_C3",0,0,0,1,1,1.11840293544527e-47
"iron-sulfur cluster assembly11","iron-sulfur cluster assembly","MMEA9_C3",0,0,0,1,1,9.5401487752542e-51
"metallo-sulfur cluster assembly11","metallo-sulfur cluster assembly","MMEA9_C3",0,0,0,1,1,9.5401487752542e-51
"Golgi to plasma membrane protein transport11","Golgi to plasma membrane protein transport","MMEA9_C3",0,0,0,1,1,5.79438114415211e-49
"regulation of fibroblast proliferation11","regulation of fibroblast proliferation","MMEA9_C3",0,0,0,1,1,2.99527042355409e-44
"peroxisome organization11","peroxisome organization","MMEA9_C3",0,0,0,1,1,1.97584012110516e-51
"regulation of stem cell differentiation11","regulation of stem cell differentiation","MMEA9_C3",0,0,0,1,1,5.18119546070645e-45
"substrate adhesion-dependent cell spreading11","substrate adhesion-dependent cell spreading","MMEA9_C3",1,0,1,0.284,1,9.73796794770623e-43
"presynaptic endocytosis11","presynaptic endocytosis","MMEA9_C3",0,0,0,1,1,2.55178804009247e-46
"cellular response to epidermal growth factor stimulus11","cellular response to epidermal growth factor stimulus","MMEA9_C3",0,0,0,1,1,1.05602848725999e-47
"intracellular lipid transport11","intracellular lipid transport","MMEA9_C3",0,0,0,1,1,1.24263519591827e-49
"neuron apoptotic process11","neuron apoptotic process","MMEA9_C3",0,1,-1,0.575,1,2.44085173121002e-34
"regulation of nervous system development11","regulation of nervous system development","MMEA9_C3",0,1,-1,0.507,1,3.62140361961919e-29
"response to hydrogen peroxide11","response to hydrogen peroxide","MMEA9_C3",0,0,0,1,1,2.15630742902143e-42
"cellular senescence11","cellular senescence","MMEA9_C3",0,0,0,1,1,2.10932591997746e-45
"fatty acid beta-oxidation11","fatty acid beta-oxidation","MMEA9_C3",1,0,1,0.165,1,2.42863562086749e-47
"maintenance of protein location11","maintenance of protein location","MMEA9_C3",0,0,0,1,1,4.52509730968717e-45
"regulation of microtubule polymerization11","regulation of microtubule polymerization","MMEA9_C3",0,0,0,1,1,1.59134598821312e-48
"regulation of embryonic development11","regulation of embryonic development","MMEA9_C3",0,0,0,1,1,8.61366556448108e-47
"regulation of ubiquitin-protein transferase activity11","regulation of ubiquitin-protein transferase activity","MMEA9_C3",0,0,0,1,1,6.29048889387751e-49
"regulation of developmental growth11","regulation of developmental growth","MMEA9_C3",2,1,0.584962500721156,0.704,1,6.38817881795345e-32
"maintenance of protein location in cell11","maintenance of protein location in cell","MMEA9_C3",0,0,0,1,1,5.06794388732513e-47
"positive regulation of mitotic cell cycle11","positive regulation of mitotic cell cycle","MMEA9_C3",0,0,0,1,1,1.03132233341059e-42
"response to epidermal growth factor11","response to epidermal growth factor","MMEA9_C3",0,0,0,1,1,1.51713943999074e-47
"heterochromatin formation11","heterochromatin formation","MMEA9_C3",0,0,0,1,1,5.82049735729235e-46
"regulation of cell-substrate junction organization11","regulation of cell-substrate junction organization","MMEA9_C3",0,0,0,1,1,1.09867488392303e-44
"alpha-amino acid biosynthetic process11","alpha-amino acid biosynthetic process","MMEA9_C3",0,0,0,1,1,3.02341016766484e-46
"establishment of tissue polarity11","establishment of tissue polarity","MMEA9_C3",0,0,0,1,1,1.76587199144879e-45
"nucleotide catabolic process11","nucleotide catabolic process","MMEA9_C3",0,0,0,1,1,2.63647377398584e-48
"regulation of extracellular matrix organization11","regulation of extracellular matrix organization","MMEA9_C3",0,0,0,1,1,4.52404067020661e-46
"positive regulation of viral process11","positive regulation of viral process","MMEA9_C3",0,0,0,1,1,1.39650899920678e-47
"cell-substrate adhesion11","cell-substrate adhesion","MMEA9_C3",3,1,1,0.516,1,8.58382686027828e-29
"clathrin-dependent endocytosis11","clathrin-dependent endocytosis","MMEA9_C3",0,0,0,1,1,5.24109384804782e-49
"response to oxygen levels11","response to oxygen levels","MMEA9_C3",0,1,-1,0.552,1,1.16359276425446e-31
"lamellipodium organization11","lamellipodium organization","MMEA9_C3",0,0,0,1,1,2.76685327746267e-44
"postsynapse organization11","postsynapse organization","MMEA9_C3",1,0,1,0.398,1,1.1006078113403e-39
"placenta development11","placenta development","MMEA9_C3",0,0,0,1,1,1.98558352908229e-40
"protein maturation11","protein maturation","MMEA9_C3",0,1,-1,0.553,1,2.99997541239391e-33
"regulation of fibroblast migration11","regulation of fibroblast migration","MMEA9_C3",0,0,0,1,1,2.47180262109929e-47
"G0 to G1 transition11","G0 to G1 transition","MMEA9_C3",0,0,0,1,1,6.11454665055486e-50
"negative regulation of growth11","negative regulation of growth","MMEA9_C3",0,1,-1,0.534,1,1.36211319940967e-35
"regulation of intracellular steroid hormone receptor signaling pathway11","regulation of intracellular steroid hormone receptor signaling pathway","MMEA9_C3",0,0,0,1,1,1.46825212947366e-45
"regulation of cysteine-type endopeptidase activity involved in apoptotic process11","regulation of cysteine-type endopeptidase activity involved in apoptotic process","MMEA9_C3",0,0,0,1,1,3.59310335739486e-41
"pteridine-containing compound metabolic process11","pteridine-containing compound metabolic process","MMEA9_C3",0,0,0,1,1,1.53515051923533e-50
"response to arsenic-containing substance11","response to arsenic-containing substance","MMEA9_C3",0,0,0,1,1,8.35508195706491e-51
"regulation of stem cell population maintenance11","regulation of stem cell population maintenance","MMEA9_C3",0,0,0,1,1,1.14656108671323e-45
"chondrocyte differentiation11","chondrocyte differentiation","MMEA9_C3",0,0,0,1,1,8.44996682305266e-41
"regulation of G0 to G1 transition11","regulation of G0 to G1 transition","MMEA9_C3",0,0,0,1,1,6.11454665055486e-50
"regulation of focal adhesion assembly11","regulation of focal adhesion assembly","MMEA9_C3",0,0,0,1,1,5.24206234835514e-45
"regulation of cell-substrate junction assembly11","regulation of cell-substrate junction assembly","MMEA9_C3",0,0,0,1,1,5.24206234835514e-45
"regulation of mitochondrial membrane potential11","regulation of mitochondrial membrane potential","MMEA9_C3",0,0,0,1,1,9.5371505087612e-48
"regulation of membrane permeability11","regulation of membrane permeability","MMEA9_C3",0,0,0,1,1,1.1110387719891e-46
"mitochondrial genome maintenance11","mitochondrial genome maintenance","MMEA9_C3",0,0,0,1,1,1.35069042055285e-51
"regulation of microtubule depolymerization11","regulation of microtubule depolymerization","MMEA9_C3",0,0,0,1,1,2.74170331212165e-51
"Wnt signaling pathway, planar cell polarity pathway11","Wnt signaling pathway, planar cell polarity pathway","MMEA9_C3",0,0,0,1,1,6.85180957820421e-47
"response to insulin11","response to insulin","MMEA9_C3",2,1,0.584962500721156,0.72,1,6.95979559981247e-36
"kinetochore organization11","kinetochore organization","MMEA9_C3",1,0,1,0.057,1,3.2420083687903e-52
"lung morphogenesis11","lung morphogenesis","MMEA9_C3",0,0,0,1,1,8.59343244308492e-48
"regulation of chromatin organization11","regulation of chromatin organization","MMEA9_C3",0,0,0,1,1,3.37580865919478e-51
"release of cytochrome c from mitochondria11","release of cytochrome c from mitochondria","MMEA9_C3",0,0,0,1,1,1.63966701441501e-48
"regulation of neuron death11","regulation of neuron death","MMEA9_C3",0,1,-1,0.545,1,1.36045458825954e-32
"oligosaccharide-lipid intermediate biosynthetic process11","oligosaccharide-lipid intermediate biosynthetic process","MMEA9_C3",0,0,0,1,1,1.87119772045647e-52
"lysosomal lumen acidification11","lysosomal lumen acidification","MMEA9_C3",1,0,1,0.055,1,3.36923025524711e-52
"P-body assembly11","P-body assembly","MMEA9_C3",0,0,0,1,1,5.97049909337778e-52
"mitochondrion morphogenesis11","mitochondrion morphogenesis","MMEA9_C3",0,0,0,1,1,1.15052067022383e-52
"positive regulation of mitochondrial fission11","positive regulation of mitochondrial fission","MMEA9_C3",0,0,0,1,1,9.05139448631115e-53
"kidney development11","kidney development","MMEA9_C3",1,1,0,1,1,5.14195278634041e-32
"regulation of anatomical structure size11","regulation of anatomical structure size","MMEA9_C3",0,1,-1,0.492,1,1.361927063766e-26
"respiratory system development11","respiratory system development","MMEA9_C3",0,0,0,1,1,3.38179895849335e-37
"regulation of cell-substrate adhesion11","regulation of cell-substrate adhesion","MMEA9_C3",1,1,0,1,1,2.24512803794803e-34
