"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Colorectal cancer5","Colorectal cancer","E3_08_16",0,0,0,1,1,2.91577441862291e-46
"Salmonella infection5","Salmonella infection","E3_08_16",0,0,0,1,1,1.571170190407e-36
"ATP-dependent chromatin remodeling5","ATP-dependent chromatin remodeling","E3_08_16",1,0,1,0.189252336448598,1,1.49118535965288e-44
"Diabetic cardiomyopathy5","Diabetic cardiomyopathy","E3_08_16",1,0,1,0.316588785046729,1,3.43435843584884e-39
"Spliceosome5","Spliceosome","E3_08_16",0,0,0,1,1,1.35177942164217e-41
"Viral carcinogenesis5","Viral carcinogenesis","E3_08_16",0,0,0,1,1,2.90817024607512e-39
"Pathways of neurodegeneration - multiple diseases5","Pathways of neurodegeneration - multiple diseases","E3_08_16",0,1,-1,0.582943925233645,1,3.59822387622346e-33
"Pancreatic cancer5","Pancreatic cancer","E3_08_16",1,0,1,0.149532710280374,1,1.25255936230482e-45
"Chronic myeloid leukemia5","Chronic myeloid leukemia","E3_08_16",0,0,0,1,1,1.00013133491316e-45
"Polycomb repressive complex5","Polycomb repressive complex","E3_08_16",1,0,1,0.172897196261682,1,7.09117681044804e-45
"Alzheimer disease5","Alzheimer disease","E3_08_16",1,1,0,1,1,9.67667495907362e-33
"Non-alcoholic fatty liver disease5","Non-alcoholic fatty liver disease","E3_08_16",0,0,0,1,1,4.63247967338553e-41
"Nucleocytoplasmic transport5","Nucleocytoplasmic transport","E3_08_16",1,0,1,0.203271028037383,1,1.62216092418479e-43
"Human T-cell leukemia virus 1 infection5","Human T-cell leukemia virus 1 infection","E3_08_16",0,0,0,1,1,2.15955240581538e-39
"Nucleotide excision repair5","Nucleotide excision repair","E3_08_16",0,0,0,1,1,4.54479247465851e-48
"Oxidative phosphorylation5","Oxidative phosphorylation","E3_08_16",0,0,0,1,1,7.4701503016554e-43
"Renal cell carcinoma5","Renal cell carcinoma","E3_08_16",0,0,0,1,1,1.44593230433678e-46
"Axon guidance5","Axon guidance","E3_08_16",1,0,1,0.269859813084112,1,2.70317075143866e-41
"Endometrial cancer5","Endometrial cancer","E3_08_16",1,0,1,0.0876168224299065,1,4.30519627300475e-48
"mRNA surveillance pathway5","mRNA surveillance pathway","E3_08_16",0,0,0,1,1,2.73606542012045e-45
"Focal adhesion5","Focal adhesion","E3_08_16",0,0,0,1,1,8.44673921605046e-39
"Adherens junction5","Adherens junction","E3_08_16",0,0,0,1,1,1.46879667008527e-45
"Prion disease5","Prion disease","E3_08_16",0,0,0,1,1,1.24061139498599e-36
"Lysosome5","Lysosome","E3_08_16",1,0,1,0.283878504672897,1,1.06277950384043e-40
"MAPK signaling pathway5","MAPK signaling pathway","E3_08_16",0,0,0,1,1,9.30207691242845e-37
"Sphingolipid signaling pathway5","Sphingolipid signaling pathway","E3_08_16",0,0,0,1,1,3.87513138090047e-44
"Fanconi anemia pathway5","Fanconi anemia pathway","E3_08_16",0,0,0,1,1,1.2118155539582e-47
"Neurotrophin signaling pathway5","Neurotrophin signaling pathway","E3_08_16",0,0,0,1,1,2.63775408958428e-44
"Phosphatidylinositol signaling system5","Phosphatidylinositol signaling system","E3_08_16",0,0,0,1,1,3.75177767834523e-45
"Prostate cancer5","Prostate cancer","E3_08_16",0,0,0,1,1,2.02187142908279e-45
"Aminoacyl-tRNA biosynthesis5","Aminoacyl-tRNA biosynthesis","E3_08_16",0,0,0,1,1,2.89513205628265e-49
"Base excision repair5","Base excision repair","E3_08_16",0,0,0,1,1,1.15717859584543e-48
"p53 signaling pathway5","p53 signaling pathway","E3_08_16",0,0,0,1,1,1.41980336175188e-46
"EGFR tyrosine kinase inhibitor resistance5","EGFR tyrosine kinase inhibitor resistance","E3_08_16",0,0,0,1,1,3.63501525173284e-46
"Small cell lung cancer5","Small cell lung cancer","E3_08_16",0,0,0,1,1,6.24390261977643e-46
"RNA degradation5","RNA degradation","E3_08_16",0,0,0,1,1,1.11332583577712e-46
"mTOR signaling pathway5","mTOR signaling pathway","E3_08_16",2,0,1.58496250072116,0.0677570093457944,1,1.83906742009746e-41
"Endocrine resistance5","Endocrine resistance","E3_08_16",0,0,0,1,1,2.36019289062182e-45
"Lysine degradation5","Lysine degradation","E3_08_16",0,0,0,1,1,5.00548354656034e-47
"Viral life cycle - HIV-15","Viral life cycle - HIV-1","E3_08_16",0,0,0,1,1,1.7011053741217e-47
"Longevity regulating pathway5","Longevity regulating pathway","E3_08_16",1,0,1,0.119158878504673,1,1.34470467462593e-46
"Insulin resistance5","Insulin resistance","E3_08_16",0,0,0,1,1,5.76974297781094e-45
"Inositol phosphate metabolism5","Inositol phosphate metabolism","E3_08_16",0,0,0,1,1,5.97429007328404e-48
"Platinum drug resistance5","Platinum drug resistance","E3_08_16",0,0,0,1,1,1.7827903302854e-46
"Bacterial invasion of epithelial cells5","Bacterial invasion of epithelial cells","E3_08_16",0,0,0,1,1,7.25077717254941e-45
"Hepatocellular carcinoma5","Hepatocellular carcinoma","E3_08_16",0,0,0,1,1,1.77995720086666e-40
"Insulin signaling pathway5","Insulin signaling pathway","E3_08_16",0,0,0,1,1,6.25616592885288e-43
"Human cytomegalovirus infection5","Human cytomegalovirus infection","E3_08_16",0,0,0,1,1,5.97532214615032e-41
"Human papillomavirus infection5","Human papillomavirus infection","E3_08_16",1,0,1,0.456775700934579,1,1.70756717505003e-35
"Proteoglycans in cancer5","Proteoglycans in cancer","E3_08_16",0,0,0,1,1,2.76388569523453e-40
"TGF-beta signaling pathway5","TGF-beta signaling pathway","E3_08_16",1,0,1,0.172897196261682,1,1.37373835941526e-44
"RNA polymerase5","RNA polymerase","E3_08_16",0,0,0,1,1,1.12062037788188e-48
"FoxO signaling pathway5","FoxO signaling pathway","E3_08_16",0,0,0,1,1,3.59511734266772e-43
"AGE-RAGE signaling pathway in diabetic complications5","AGE-RAGE signaling pathway in diabetic complications","E3_08_16",0,0,0,1,1,4.8252327488933e-45
"Hepatitis B5","Hepatitis B","E3_08_16",0,0,0,1,1,6.22031526517801e-43
"Longevity regulating pathway - multiple species5","Longevity regulating pathway - multiple species","E3_08_16",0,0,0,1,1,1.36088248640485e-46
"Yersinia infection5","Yersinia infection","E3_08_16",0,0,0,1,1,1.89357725234581e-42
"N-Glycan biosynthesis5","N-Glycan biosynthesis","E3_08_16",0,0,0,1,1,2.66326249778232e-48
"Non-small cell lung cancer5","Non-small cell lung cancer","E3_08_16",1,0,1,0.125,1,1.70462743234133e-46
"Rap1 signaling pathway5","Rap1 signaling pathway","E3_08_16",0,0,0,1,1,5.89903990736941e-40
"Choline metabolism in cancer5","Choline metabolism in cancer","E3_08_16",0,0,0,1,1,9.85499320371514e-46
"TNF signaling pathway5","TNF signaling pathway","E3_08_16",0,0,0,1,1,2.87767780802765e-45
"Glioma5","Glioma","E3_08_16",0,0,0,1,1,1.41980336175188e-46
"Human immunodeficiency virus 1 infection5","Human immunodeficiency virus 1 infection","E3_08_16",0,0,0,1,1,2.42602766489438e-39
"Apoptosis5","Apoptosis","E3_08_16",0,0,0,1,1,9.47265801770367e-44
"AMPK signaling pathway5","AMPK signaling pathway","E3_08_16",0,0,0,1,1,1.24800242827334e-43
"Fatty acid metabolism5","Fatty acid metabolism","E3_08_16",0,0,0,1,1,4.82669982782899e-47
"DNA replication5","DNA replication","E3_08_16",2,0,1.58496250072116,0.0105140186915888,1,2.15088262350008e-49
"Pathogenic Escherichia coli infection5","Pathogenic Escherichia coli infection","E3_08_16",0,0,0,1,1,8.64079726651104e-40
"PD-L1 expression and PD-1 checkpoint pathway in cancer5","PD-L1 expression and PD-1 checkpoint pathway in cancer","E3_08_16",0,0,0,1,1,5.99534270841003e-46
"Hippo signaling pathway5","Hippo signaling pathway","E3_08_16",0,0,0,1,1,6.35950542423161e-41
"Valine, leucine and isoleucine degradation5","Valine, leucine and isoleucine degradation","E3_08_16",0,0,0,1,1,6.8365624347663e-48
"Peroxisome5","Peroxisome","E3_08_16",0,0,0,1,1,2.54380168990009e-44
"Homologous recombination5","Homologous recombination","E3_08_16",0,0,0,1,1,5.10417821615783e-49
"Bladder cancer5","Bladder cancer","E3_08_16",0,0,0,1,1,3.17919133822589e-48
"Fluid shear stress and atherosclerosis5","Fluid shear stress and atherosclerosis","E3_08_16",1,0,1,0.213785046728972,1,1.17458391138074e-44
"SNARE interactions in vesicular transport5","SNARE interactions in vesicular transport","E3_08_16",0,0,0,1,1,5.11131642423052e-48
"Autophagy - other5","Autophagy - other","E3_08_16",0,0,0,1,1,5.80952087965453e-50
"Proteasome5","Proteasome","E3_08_16",0,0,0,1,1,8.86283050313968e-48
"Protein export5","Protein export","E3_08_16",0,0,0,1,1,3.84575475737434e-50
"Thyroid hormone signaling pathway5","Thyroid hormone signaling pathway","E3_08_16",2,0,1.58496250072116,0.0514018691588785,1,8.86790189320673e-44
"Amino sugar and nucleotide sugar metabolism5","Amino sugar and nucleotide sugar metabolism","E3_08_16",0,0,0,1,1,2.16165361219301e-48
"Nucleotide metabolism5","Nucleotide metabolism","E3_08_16",0,0,0,1,1,2.60569751490187e-46
"ErbB signaling pathway5","ErbB signaling pathway","E3_08_16",0,0,0,1,1,1.29555010277142e-46
"Thyroid cancer5","Thyroid cancer","E3_08_16",0,0,0,1,1,3.89647528766462e-50
"Various types of N-glycan biosynthesis5","Various types of N-glycan biosynthesis","E3_08_16",0,0,0,1,1,2.11681354315826e-47
"Spinocerebellar ataxia5","Spinocerebellar ataxia","E3_08_16",0,0,0,1,1,1.22557749068036e-42
"Basal transcription factors5","Basal transcription factors","E3_08_16",1,0,1,0.0969626168224299,1,1.01488640035849e-47
"Regulation of actin cytoskeleton5","Regulation of actin cytoskeleton","E3_08_16",1,0,1,0.324766355140187,1,1.76961265724652e-40
"Melanoma5","Melanoma","E3_08_16",0,0,0,1,1,3.44573275054181e-46
"Tight junction5","Tight junction","E3_08_16",0,0,0,1,1,8.41829205381857e-43
"Apoptosis - multiple species5","Apoptosis - multiple species","E3_08_16",0,0,0,1,1,1.38360688027613e-49
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis5","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","E3_08_16",0,0,0,1,1,1.98260385081995e-49
"Biosynthesis of nucleotide sugars5","Biosynthesis of nucleotide sugars","E3_08_16",0,0,0,1,1,3.15784534665807e-49
"Epithelial cell signaling in Helicobacter pylori infection5","Epithelial cell signaling in Helicobacter pylori infection","E3_08_16",0,0,0,1,1,2.13495353735506e-47
"Epstein-Barr virus infection5","Epstein-Barr virus infection","E3_08_16",0,0,0,1,1,6.1793625085269e-41
"Selenocompound metabolism5","Selenocompound metabolism","E3_08_16",0,0,0,1,1,4.65149277053269e-50
"Other types of O-glycan biosynthesis5","Other types of O-glycan biosynthesis","E3_08_16",0,0,0,1,1,9.84150772116375e-48
"Notch signaling pathway5","Notch signaling pathway","E3_08_16",0,0,0,1,1,5.85995211291422e-48
"Fc gamma R-mediated phagocytosis5","Fc gamma R-mediated phagocytosis","E3_08_16",0,0,0,1,1,3.03220963798445e-45
"Citrate cycle (TCA cycle)5","Citrate cycle (TCA cycle)","E3_08_16",0,0,0,1,1,1.52388592335332e-49
"Apelin signaling pathway5","Apelin signaling pathway","E3_08_16",0,0,0,1,1,2.55033004298611e-42
"Mismatch repair5","Mismatch repair","E3_08_16",0,0,0,1,1,4.3764240840763e-50
"Carbon metabolism5","Carbon metabolism","E3_08_16",0,0,0,1,1,2.81715253555073e-44
"Hedgehog signaling pathway5","Hedgehog signaling pathway","E3_08_16",0,0,0,1,1,5.7637172935616e-48
"Chagas disease5","Chagas disease","E3_08_16",0,0,0,1,1,1.48605660907538e-45
"Growth hormone synthesis, secretion and action5","Growth hormone synthesis, secretion and action","E3_08_16",0,0,0,1,1,2.26244536828267e-44
"Kaposi sarcoma-associated herpesvirus infection5","Kaposi sarcoma-associated herpesvirus infection","E3_08_16",1,0,1,0.297897196261682,1,4.45239452044925e-40
"Hippo signaling pathway - multiple species5","Hippo signaling pathway - multiple species","E3_08_16",0,0,0,1,1,5.33526129087121e-49
"VEGF signaling pathway5","VEGF signaling pathway","E3_08_16",0,0,0,1,1,3.25496411786332e-48
"Gap junction5","Gap junction","E3_08_16",0,0,0,1,1,9.38739030829749e-48
"Vasopressin-regulated water reabsorption5","Vasopressin-regulated water reabsorption","E3_08_16",0,0,0,1,1,4.19129193599689e-49
"Progesterone-mediated oocyte maturation5","Progesterone-mediated oocyte maturation","E3_08_16",0,0,0,1,1,3.90509209578079e-46
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate5","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","E3_08_16",0,0,0,1,1,1.27664186620766e-50
"T cell receptor signaling pathway5","T cell receptor signaling pathway","E3_08_16",0,0,0,1,1,3.08939437140295e-44
"Oocyte meiosis5","Oocyte meiosis","E3_08_16",0,0,0,1,1,1.32982729844015e-43
"Phospholipase D signaling pathway5","Phospholipase D signaling pathway","E3_08_16",0,0,0,1,1,6.0850101009781e-44
"Acute myeloid leukemia5","Acute myeloid leukemia","E3_08_16",0,0,0,1,1,6.78388481517191e-47
"One carbon pool by folate5","One carbon pool by folate","E3_08_16",0,0,0,1,1,1.27664186620766e-50
"Propanoate metabolism5","Propanoate metabolism","E3_08_16",0,0,0,1,1,1.90619666587584e-49
"Wnt signaling pathway5","Wnt signaling pathway","E3_08_16",0,0,0,1,1,2.2035878672639e-42
"Breast cancer5","Breast cancer","E3_08_16",0,0,0,1,1,1.01455715854589e-42
"Adipocytokine signaling pathway5","Adipocytokine signaling pathway","E3_08_16",0,0,0,1,1,6.70918548207185e-47
"Central carbon metabolism in cancer5","Central carbon metabolism in cancer","E3_08_16",0,0,0,1,1,3.133940710707e-47
"Glyoxylate and dicarboxylate metabolism5","Glyoxylate and dicarboxylate metabolism","E3_08_16",0,0,0,1,1,2.94900858879207e-50
"Relaxin signaling pathway5","Relaxin signaling pathway","E3_08_16",0,0,0,1,1,2.99096022949879e-44
"Ferroptosis5","Ferroptosis","E3_08_16",0,0,0,1,1,1.15717859584543e-48
"Sphingolipid metabolism5","Sphingolipid metabolism","E3_08_16",0,0,0,1,1,3.12787323733728e-48
"Toxoplasmosis5","Toxoplasmosis","E3_08_16",0,0,0,1,1,2.86362999163307e-45
"Ras signaling pathway5","Ras signaling pathway","E3_08_16",0,0,0,1,1,5.56956967476979e-40
"Pyrimidine metabolism5","Pyrimidine metabolism","E3_08_16",0,0,0,1,1,4.82222662562069e-48
"GnRH signaling pathway5","GnRH signaling pathway","E3_08_16",1,0,1,0.148364485981308,1,7.4669311135556e-46
"Coronavirus disease - COVID-195","Coronavirus disease - COVID-19","E3_08_16",0,0,0,1,1,1.9303118232903e-38
"Mannose type O-glycan biosynthesis5","Mannose type O-glycan biosynthesis","E3_08_16",0,0,0,1,1,6.98552206987723e-51
"Terpenoid backbone biosynthesis5","Terpenoid backbone biosynthesis","E3_08_16",0,0,0,1,1,1.69545654341402e-50
"Cysteine and methionine metabolism5","Cysteine and methionine metabolism","E3_08_16",0,0,0,1,1,7.50317051883946e-48
"Circadian rhythm5","Circadian rhythm","E3_08_16",0,0,0,1,1,3.59764937691349e-48
"Fatty acid elongation5","Fatty acid elongation","E3_08_16",0,0,0,1,1,9.76128205246337e-49
"Biosynthesis of unsaturated fatty acids5","Biosynthesis of unsaturated fatty acids","E3_08_16",0,0,0,1,1,1.38360688027613e-49
"Inflammatory mediator regulation of TRP channels5","Inflammatory mediator regulation of TRP channels","E3_08_16",0,0,0,1,1,4.7305178096261e-45
"Parathyroid hormone synthesis, secretion and action5","Parathyroid hormone synthesis, secretion and action","E3_08_16",0,0,0,1,1,7.14698087727216e-46
"Sulfur metabolism5","Sulfur metabolism","E3_08_16",0,0,0,1,1,8.92181451272833e-51
"Vibrio cholerae infection5","Vibrio cholerae infection","E3_08_16",0,0,0,1,1,3.59422560728204e-48
"Signaling pathways regulating pluripotency of stem cells5","Signaling pathways regulating pluripotency of stem cells","E3_08_16",0,0,0,1,1,1.56581589967532e-43
"HIF-1 signaling pathway5","HIF-1 signaling pathway","E3_08_16",0,0,0,1,1,6.47128293390551e-46
"Purine metabolism5","Purine metabolism","E3_08_16",0,0,0,1,1,2.33991524412085e-44
"Fatty acid degradation5","Fatty acid degradation","E3_08_16",0,0,0,1,1,8.69031817056399e-49
"Glutathione metabolism5","Glutathione metabolism","E3_08_16",0,0,0,1,1,3.133940710707e-47
"Transcriptional misregulation in cancer5","Transcriptional misregulation in cancer","E3_08_16",0,0,0,1,1,1.0717967893022e-42
"2-Oxocarboxylic acid metabolism5","2-Oxocarboxylic acid metabolism","E3_08_16",0,0,0,1,1,1.55188629380763e-49
"Adrenergic signaling in cardiomyocytes5","Adrenergic signaling in cardiomyocytes","E3_08_16",0,0,0,1,1,5.86501123474794e-43
"Gastric cancer5","Gastric cancer","E3_08_16",0,0,0,1,1,5.38161392138536e-42
"Long-term potentiation5","Long-term potentiation","E3_08_16",0,0,0,1,1,3.46625313783236e-47
"Motor proteins5","Motor proteins","E3_08_16",0,0,0,1,1,2.90322434153985e-42
"Biosynthesis of amino acids5","Biosynthesis of amino acids","E3_08_16",0,0,0,1,1,8.06716493825939e-47
"Other glycan degradation5","Other glycan degradation","E3_08_16",0,0,0,1,1,5.66909180985834e-51
"Non-homologous end-joining5","Non-homologous end-joining","E3_08_16",0,0,0,1,1,2.26868637510743e-50
"Glycerophospholipid metabolism5","Glycerophospholipid metabolism","E3_08_16",0,0,0,1,1,1.33707935689934e-44
"C-type lectin receptor signaling pathway5","C-type lectin receptor signaling pathway","E3_08_16",0,0,0,1,1,3.06346759131655e-45
"Lipid and atherosclerosis5","Lipid and atherosclerosis","E3_08_16",0,0,0,1,1,3.31391177192616e-42
"Hepatitis C5","Hepatitis C","E3_08_16",0,0,0,1,1,2.12588619749767e-42
"PI3K-Akt signaling pathway5","PI3K-Akt signaling pathway","E3_08_16",0,0,0,1,1,3.35274293174591e-36
"Long-term depression5","Long-term depression","E3_08_16",0,0,0,1,1,2.80893240992564e-48
"Arrhythmogenic right ventricular cardiomyopathy5","Arrhythmogenic right ventricular cardiomyopathy","E3_08_16",0,0,0,1,1,2.85960440965713e-46
"Necroptosis5","Necroptosis","E3_08_16",0,0,0,1,1,3.42566805535395e-43
"Retrograde endocannabinoid signaling5","Retrograde endocannabinoid signaling","E3_08_16",0,0,0,1,1,8.53403786654807e-44
"Pantothenate and CoA biosynthesis5","Pantothenate and CoA biosynthesis","E3_08_16",0,0,0,1,1,6.42749724920123e-50
"Cushing syndrome5","Cushing syndrome","E3_08_16",0,0,0,1,1,4.33424212072776e-42
"Fructose and mannose metabolism5","Fructose and mannose metabolism","E3_08_16",0,0,0,1,1,2.07715994042412e-49
"Platelet activation5","Platelet activation","E3_08_16",0,0,0,1,1,7.80278450897353e-44
"Efferocytosis5","Efferocytosis","E3_08_16",0,0,0,1,1,2.38772841337662e-42
"Antifolate resistance5","Antifolate resistance","E3_08_16",0,0,0,1,1,7.7019892228453e-50
"Alcoholism5","Alcoholism","E3_08_16",1,0,1,0.216121495327103,1,5.00453381265859e-43
"Melanogenesis5","Melanogenesis","E3_08_16",0,0,0,1,1,1.69950214891391e-46
"Prolactin signaling pathway5","Prolactin signaling pathway","E3_08_16",0,0,0,1,1,3.09320864438918e-47
"Glycerolipid metabolism5","Glycerolipid metabolism","E3_08_16",0,0,0,1,1,2.90056787121916e-49
"Dopaminergic synapse5","Dopaminergic synapse","E3_08_16",0,0,0,1,1,4.68115859479855e-45
"Glycosphingolipid biosynthesis - ganglio series5","Glycosphingolipid biosynthesis - ganglio series","E3_08_16",0,0,0,1,1,8.92181451272833e-51
"Mucin type O-glycan biosynthesis5","Mucin type O-glycan biosynthesis","E3_08_16",0,0,0,1,1,4.65149277053269e-50
"Lipoic acid metabolism5","Lipoic acid metabolism","E3_08_16",0,0,0,1,1,2.97359786196525e-51
"NF-kappa B signaling pathway5","NF-kappa B signaling pathway","E3_08_16",0,0,0,1,1,6.19828923531446e-46
"Oxytocin signaling pathway5","Oxytocin signaling pathway","E3_08_16",0,0,0,1,1,2.35128326836242e-45
"Basal cell carcinoma5","Basal cell carcinoma","E3_08_16",0,0,0,1,1,5.07056147769921e-48
"Legionellosis5","Legionellosis","E3_08_16",0,0,0,1,1,8.75019399346439e-48
"Measles5","Measles","E3_08_16",1,0,1,0.20911214953271,1,1.36075876296174e-43
"Biosynthesis of cofactors5","Biosynthesis of cofactors","E3_08_16",0,0,0,1,1,6.64338960037765e-45
"Glycosaminoglycan biosynthesis - keratan sulfate5","Glycosaminoglycan biosynthesis - keratan sulfate","E3_08_16",0,0,0,1,1,5.25775308228811e-51
"Alanine, aspartate and glutamate metabolism5","Alanine, aspartate and glutamate metabolism","E3_08_16",0,0,0,1,1,1.24396581933169e-48
"Fatty acid biosynthesis5","Fatty acid biosynthesis","E3_08_16",0,0,0,1,1,5.60179674171674e-51
"Hypertrophic cardiomyopathy5","Hypertrophic cardiomyopathy","E3_08_16",0,0,0,1,1,1.06500329610295e-46
"Glucagon signaling pathway5","Glucagon signaling pathway","E3_08_16",0,0,0,1,1,8.05944512477002e-46
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin5","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","E3_08_16",0,0,0,1,1,3.37041354895825e-50
"Steroid biosynthesis5","Steroid biosynthesis","E3_08_16",0,0,0,1,1,1.27664186620766e-50
"cGMP-PKG signaling pathway5","cGMP-PKG signaling pathway","E3_08_16",0,0,0,1,1,8.03012224215965e-45
"Phagosome5","Phagosome","E3_08_16",0,0,0,1,1,5.83087864976036e-43
"Arginine and proline metabolism5","Arginine and proline metabolism","E3_08_16",0,0,0,1,1,5.75348764253648e-48
"Pyruvate metabolism5","Pyruvate metabolism","E3_08_16",1,0,1,0.0700934579439252,1,6.48150499198795e-49
"Type II diabetes mellitus5","Type II diabetes mellitus","E3_08_16",0,0,0,1,1,2.18759048095962e-49
"Dilated cardiomyopathy5","Dilated cardiomyopathy","E3_08_16",0,0,0,1,1,4.32763908396161e-45
"Alcoholic liver disease5","Alcoholic liver disease","E3_08_16",0,0,0,1,1,1.81933182433634e-43
"Leukocyte transendothelial migration5","Leukocyte transendothelial migration","E3_08_16",0,0,0,1,1,6.76856198363689e-46
"Glycosaminoglycan degradation5","Glycosaminoglycan degradation","E3_08_16",0,0,0,1,1,6.98552206987723e-51
"Endocrine and other factor-regulated calcium reabsorption5","Endocrine and other factor-regulated calcium reabsorption","E3_08_16",0,0,0,1,1,1.13818781782531e-49
"Ubiquinone and other terpenoid-quinone biosynthesis5","Ubiquinone and other terpenoid-quinone biosynthesis","E3_08_16",0,0,0,1,1,1.80310286785895e-51
"Fc epsilon RI signaling pathway5","Fc epsilon RI signaling pathway","E3_08_16",0,0,0,1,1,2.31857826624543e-47
"Glycine, serine and threonine metabolism5","Glycine, serine and threonine metabolism","E3_08_16",0,0,0,1,1,2.61105538036351e-49
"Pertussis5","Pertussis","E3_08_16",0,0,0,1,1,9.04714553075977e-47
"Aldosterone synthesis and secretion5","Aldosterone synthesis and secretion","E3_08_16",0,0,0,1,1,8.30478555614221e-46
"Regulation of lipolysis in adipocytes5","Regulation of lipolysis in adipocytes","E3_08_16",0,0,0,1,1,1.43156258109643e-48
"Cholinergic synapse5","Cholinergic synapse","E3_08_16",0,0,0,1,1,1.50796884096018e-45
"Osteoclast differentiation5","Osteoclast differentiation","E3_08_16",0,0,0,1,1,3.42566805535395e-43
"Pentose phosphate pathway5","Pentose phosphate pathway","E3_08_16",0,0,0,1,1,6.94266320340267e-50
"beta-Alanine metabolism5","beta-Alanine metabolism","E3_08_16",0,0,0,1,1,2.41110955888664e-50
"PPAR signaling pathway5","PPAR signaling pathway","E3_08_16",0,0,0,1,1,6.8365624347663e-48
"Folate biosynthesis5","Folate biosynthesis","E3_08_16",0,0,0,1,1,2.01446614938655e-50
"Influenza A5","Influenza A","E3_08_16",0,0,0,1,1,4.72004393404542e-43
"Th17 cell differentiation5","Th17 cell differentiation","E3_08_16",0,0,0,1,1,2.04471948133776e-45
"Cardiac muscle contraction5","Cardiac muscle contraction","E3_08_16",0,0,0,1,1,8.87804794325896e-47
"Nicotinate and nicotinamide metabolism5","Nicotinate and nicotinamide metabolism","E3_08_16",0,0,0,1,1,1.38360688027613e-49
"Aldosterone-regulated sodium reabsorption5","Aldosterone-regulated sodium reabsorption","E3_08_16",0,0,0,1,1,8.78480225573025e-49
"Neutrophil extracellular trap formation5","Neutrophil extracellular trap formation","E3_08_16",0,0,0,1,1,7.06416047988378e-44
"Th1 and Th2 cell differentiation5","Th1 and Th2 cell differentiation","E3_08_16",0,0,0,1,1,8.39111519248621e-46
"NOD-like receptor signaling pathway5","NOD-like receptor signaling pathway","E3_08_16",0,0,0,1,1,8.81785146947957e-45
"Cortisol synthesis and secretion5","Cortisol synthesis and secretion","E3_08_16",0,0,0,1,1,5.70078068368529e-49
"GnRH secretion5","GnRH secretion","E3_08_16",0,0,0,1,1,9.76128205246337e-49
"Vascular smooth muscle contraction5","Vascular smooth muscle contraction","E3_08_16",0,0,0,1,1,1.73188466891103e-45
"Estrogen signaling pathway5","Estrogen signaling pathway","E3_08_16",0,0,0,1,1,1.33059251211164e-44
"RIG-I-like receptor signaling pathway5","RIG-I-like receptor signaling pathway","E3_08_16",0,0,0,1,1,3.86748186944847e-47
"Amoebiasis5","Amoebiasis","E3_08_16",0,0,0,1,1,3.6990419460592e-46
"ECM-receptor interaction5","ECM-receptor interaction","E3_08_16",0,0,0,1,1,7.50619381692857e-46
"Renin secretion5","Renin secretion","E3_08_16",0,0,0,1,1,1.16302040351344e-47
"Collecting duct acid secretion5","Collecting duct acid secretion","E3_08_16",0,0,0,1,1,7.7019892228453e-50
"Viral myocarditis5","Viral myocarditis","E3_08_16",0,0,0,1,1,1.03985717733279e-47
"B cell receptor signaling pathway5","B cell receptor signaling pathway","E3_08_16",0,0,0,1,1,1.51267843557502e-47
"Glutamatergic synapse5","Glutamatergic synapse","E3_08_16",0,0,0,1,1,2.02166861096396e-45
"Cytosolic DNA-sensing pathway5","Cytosolic DNA-sensing pathway","E3_08_16",0,0,0,1,1,7.3457503223459e-47
"Glycosphingolipid biosynthesis - globo and isoglobo series5","Glycosphingolipid biosynthesis - globo and isoglobo series","E3_08_16",0,0,0,1,1,3.62867799522703e-51
"Galactose metabolism5","Galactose metabolism","E3_08_16",0,0,0,1,1,5.10417821615783e-49
"Arginine biosynthesis5","Arginine biosynthesis","E3_08_16",0,0,0,1,1,8.92181451272833e-51
"Toll-like receptor signaling pathway5","Toll-like receptor signaling pathway","E3_08_16",0,0,0,1,1,2.73342640081451e-47
"Thiamine metabolism5","Thiamine metabolism","E3_08_16",0,0,0,1,1,2.18880699460277e-51
"Circadian entrainment5","Circadian entrainment","E3_08_16",0,0,0,1,1,7.66138673248687e-47
"Morphine addiction5","Morphine addiction","E3_08_16",0,0,0,1,1,1.89528556472759e-47
"Ether lipid metabolism5","Ether lipid metabolism","E3_08_16",0,0,0,1,1,2.94178388836923e-49
"Ribosome biogenesis in eukaryotes5","Ribosome biogenesis in eukaryotes","E3_08_16",0,0,0,1,1,6.65979945468394e-46
"Synaptic vesicle cycle5","Synaptic vesicle cycle","E3_08_16",0,0,0,1,1,3.82256935752974e-48
"Tryptophan metabolism5","Tryptophan metabolism","E3_08_16",0,0,0,1,1,8.69031817056399e-49
"Proximal tubule bicarbonate reclamation5","Proximal tubule bicarbonate reclamation","E3_08_16",0,0,0,1,1,3.12788685889398e-50
"Chemical carcinogenesis - receptor activation5","Chemical carcinogenesis - receptor activation","E3_08_16",0,0,0,1,1,7.8002972111756e-41
