"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Amino sugar and nucleotide sugar metabolism11","Amino sugar and nucleotide sugar metabolism","MMEA9_C3",0,0,0,1,1,1.13387184464571e-49
"Nucleotide metabolism11","Nucleotide metabolism","MMEA9_C3",0,0,0,1,1,1.83537581698467e-48
"ErbB signaling pathway11","ErbB signaling pathway","MMEA9_C3",0,0,0,1,1,2.77506479186933e-46
"Thyroid cancer11","Thyroid cancer","MMEA9_C3",0,0,0,1,1,1.92155622085507e-51
"Various types of N-glycan biosynthesis11","Various types of N-glycan biosynthesis","MMEA9_C3",0,0,0,1,1,1.61966882402846e-49
"Spinocerebellar ataxia11","Spinocerebellar ataxia","MMEA9_C3",0,0,0,1,1,1.59984533548491e-41
"Basal transcription factors11","Basal transcription factors","MMEA9_C3",0,0,0,1,1,1.95771875703298e-49
"Regulation of actin cytoskeleton11","Regulation of actin cytoskeleton","MMEA9_C3",1,0,1,0.404,1,9.74320248631219e-40
"Melanoma11","Melanoma","MMEA9_C3",0,0,0,1,1,4.30831053653502e-48
"Tight junction11","Tight junction","MMEA9_C3",0,0,0,1,1,9.11623196255692e-42
"Apoptosis - multiple species11","Apoptosis - multiple species","MMEA9_C3",0,0,0,1,1,1.10014134296494e-50
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis11","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","MMEA9_C3",0,0,0,1,1,1.25539504225425e-51
"Biosynthesis of nucleotide sugars11","Biosynthesis of nucleotide sugars","MMEA9_C3",0,0,0,1,1,3.56774691214739e-51
"Epithelial cell signaling in Helicobacter pylori infection11","Epithelial cell signaling in Helicobacter pylori infection","MMEA9_C3",0,0,0,1,1,4.26487271914447e-49
"Epstein-Barr virus infection11","Epstein-Barr virus infection","MMEA9_C3",0,0,0,1,1,2.58807768726659e-41
"Selenocompound metabolism11","Selenocompound metabolism","MMEA9_C3",0,0,0,1,1,1.11163203056404e-52
"Other types of O-glycan biosynthesis11","Other types of O-glycan biosynthesis","MMEA9_C3",0,0,0,1,1,3.4831167856684e-50
"Notch signaling pathway11","Notch signaling pathway","MMEA9_C3",0,0,0,1,1,1.55598370414717e-47
"Fc gamma R-mediated phagocytosis11","Fc gamma R-mediated phagocytosis","MMEA9_C3",0,0,0,1,1,1.17990048599503e-45
"Citrate cycle (TCA cycle)11","Citrate cycle (TCA cycle)","MMEA9_C3",0,0,0,1,1,2.22275797977957e-51
"Apelin signaling pathway11","Apelin signaling pathway","MMEA9_C3",0,0,0,1,1,1.41509862494602e-41
"Mismatch repair11","Mismatch repair","MMEA9_C3",0,0,0,1,1,2.22275797977957e-51
"Carbon metabolism11","Carbon metabolism","MMEA9_C3",0,0,0,1,1,3.15392170581379e-44
"Hedgehog signaling pathway11","Hedgehog signaling pathway","MMEA9_C3",0,0,0,1,1,1.29127616607604e-48
"Chagas disease11","Chagas disease","MMEA9_C3",0,0,0,1,1,1.65367781961243e-45
"Growth hormone synthesis, secretion and action11","Growth hormone synthesis, secretion and action","MMEA9_C3",0,0,0,1,1,2.46550890007201e-44
"Kaposi sarcoma-associated herpesvirus infection11","Kaposi sarcoma-associated herpesvirus infection","MMEA9_C3",0,0,0,1,1,3.74639663428875e-39
"Hippo signaling pathway - multiple species11","Hippo signaling pathway - multiple species","MMEA9_C3",0,0,0,1,1,7.73142582919933e-52
"VEGF signaling pathway11","VEGF signaling pathway","MMEA9_C3",0,0,0,1,1,8.07618655144251e-49
"Gap junction11","Gap junction","MMEA9_C3",1,0,1,0.166,1,9.64723630832806e-48
"Vasopressin-regulated water reabsorption11","Vasopressin-regulated water reabsorption","MMEA9_C3",0,0,0,1,1,3.60764040530169e-51
"Progesterone-mediated oocyte maturation11","Progesterone-mediated oocyte maturation","MMEA9_C3",0,0,0,1,1,4.38763574357382e-48
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate11","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","MMEA9_C3",0,0,0,1,1,4.45355841109176e-52
"T cell receptor signaling pathway11","T cell receptor signaling pathway","MMEA9_C3",1,0,1,0.255,1,1.77219568524554e-44
"Oocyte meiosis11","Oocyte meiosis","MMEA9_C3",1,0,1,0.278,1,2.46741242733878e-43
"Phospholipase D signaling pathway11","Phospholipase D signaling pathway","MMEA9_C3",0,0,0,1,1,2.05217567135882e-41
"Acute myeloid leukemia11","Acute myeloid leukemia","MMEA9_C3",2,0,1.58496250072116,0.04,1,3.16727139293373e-49
"One carbon pool by folate11","One carbon pool by folate","MMEA9_C3",0,0,0,1,1,1.04174637044493e-52
"Propanoate metabolism11","Propanoate metabolism","MMEA9_C3",0,0,0,1,1,2.02571763359124e-51
"Wnt signaling pathway11","Wnt signaling pathway","MMEA9_C3",0,0,0,1,1,1.23175249309057e-41
"Breast cancer11","Breast cancer","MMEA9_C3",0,0,0,1,1,1.18286639617469e-41
"Adipocytokine signaling pathway11","Adipocytokine signaling pathway","MMEA9_C3",0,0,0,1,1,1.30544430572419e-48
"Central carbon metabolism in cancer11","Central carbon metabolism in cancer","MMEA9_C3",0,0,0,1,1,8.564721535867e-50
"Glyoxylate and dicarboxylate metabolism11","Glyoxylate and dicarboxylate metabolism","MMEA9_C3",0,0,0,1,1,2.42756992854533e-52
"Relaxin signaling pathway11","Relaxin signaling pathway","MMEA9_C3",0,0,0,1,1,2.74332916256119e-44
"Ferroptosis11","Ferroptosis","MMEA9_C3",0,0,0,1,1,7.70810400053564e-50
"Sphingolipid metabolism11","Sphingolipid metabolism","MMEA9_C3",0,0,0,1,1,8.45392971731973e-50
"Toxoplasmosis11","Toxoplasmosis","MMEA9_C3",0,0,0,1,1,2.1227406812998e-44
"Ras signaling pathway11","Ras signaling pathway","MMEA9_C3",0,0,0,1,1,5.83821413845583e-40
"Pyrimidine metabolism11","Pyrimidine metabolism","MMEA9_C3",0,0,0,1,1,1.13387184464571e-49
"GnRH signaling pathway11","GnRH signaling pathway","MMEA9_C3",0,0,0,1,1,2.51515298241148e-46
"Coronavirus disease - COVID-1911","Coronavirus disease - COVID-19","MMEA9_C3",1,0,1,0.428,1,9.61249891744918e-39
"Mannose type O-glycan biosynthesis11","Mannose type O-glycan biosynthesis","MMEA9_C3",0,0,0,1,1,7.03449915442127e-53
"Terpenoid backbone biosynthesis11","Terpenoid backbone biosynthesis","MMEA9_C3",0,0,0,1,1,1.65020078015203e-51
"Cysteine and methionine metabolism11","Cysteine and methionine metabolism","MMEA9_C3",0,0,0,1,1,2.11180272656007e-48
"Circadian rhythm11","Circadian rhythm","MMEA9_C3",0,0,0,1,1,3.63898137661184e-49
"Fatty acid elongation11","Fatty acid elongation","MMEA9_C3",0,0,0,1,1,3.06449062853194e-52
"Biosynthesis of unsaturated fatty acids11","Biosynthesis of unsaturated fatty acids","MMEA9_C3",0,0,0,1,1,1.0393537409033e-52
"Inflammatory mediator regulation of TRP channels11","Inflammatory mediator regulation of TRP channels","MMEA9_C3",0,0,0,1,1,1.37930134255469e-44
"Parathyroid hormone synthesis, secretion and action11","Parathyroid hormone synthesis, secretion and action","MMEA9_C3",1,0,1,0.228,1,4.47984640846569e-45
"Sulfur metabolism11","Sulfur metabolism","MMEA9_C3",0,0,0,1,1,7.41366518897807e-54
"Vibrio cholerae infection11","Vibrio cholerae infection","MMEA9_C3",0,0,0,1,1,2.3473071060922e-50
"Signaling pathways regulating pluripotency of stem cells11","Signaling pathways regulating pluripotency of stem cells","MMEA9_C3",0,0,0,1,1,9.52142351204055e-45
"HIF-1 signaling pathway11","HIF-1 signaling pathway","MMEA9_C3",0,0,0,1,1,1.31585476950198e-46
"Purine metabolism11","Purine metabolism","MMEA9_C3",0,0,0,1,1,1.08842896787432e-41
"Fatty acid degradation11","Fatty acid degradation","MMEA9_C3",0,0,0,1,1,1.76236825960743e-48
"Glutathione metabolism11","Glutathione metabolism","MMEA9_C3",0,0,0,1,1,7.65889963094003e-49
"Transcriptional misregulation in cancer11","Transcriptional misregulation in cancer","MMEA9_C3",0,0,0,1,1,3.62389512986195e-42
"2-Oxocarboxylic acid metabolism11","2-Oxocarboxylic acid metabolism","MMEA9_C3",0,0,0,1,1,2.08016475575629e-49
"Adrenergic signaling in cardiomyocytes11","Adrenergic signaling in cardiomyocytes","MMEA9_C3",1,0,1,0.288,1,7.09369224786631e-43
"Gastric cancer11","Gastric cancer","MMEA9_C3",0,0,0,1,1,1.05923407476664e-42
"Long-term potentiation11","Long-term potentiation","MMEA9_C3",0,0,0,1,1,5.39987142399979e-48
"Motor proteins11","Motor proteins","MMEA9_C3",1,0,1,0.342,1,7.51699010491267e-41
"Biosynthesis of amino acids11","Biosynthesis of amino acids","MMEA9_C3",0,0,0,1,1,8.45415359399495e-48
"Other glycan degradation11","Other glycan degradation","MMEA9_C3",0,0,0,1,1,2.79586185244838e-52
"Non-homologous end-joining11","Non-homologous end-joining","MMEA9_C3",0,0,0,1,1,3.51784594433589e-53
"Glycerophospholipid metabolism11","Glycerophospholipid metabolism","MMEA9_C3",0,0,0,1,1,1.24194982787891e-44
"C-type lectin receptor signaling pathway11","C-type lectin receptor signaling pathway","MMEA9_C3",0,0,0,1,1,9.83517168211231e-47
"Lipid and atherosclerosis11","Lipid and atherosclerosis","MMEA9_C3",0,0,0,1,1,3.80964377600325e-40
"Hepatitis C11","Hepatitis C","MMEA9_C3",0,0,0,1,1,1.98352112404648e-41
"PI3K-Akt signaling pathway11","PI3K-Akt signaling pathway","MMEA9_C3",0,1,-1,0.577,1,1.32551895957998e-34
"Long-term depression11","Long-term depression","MMEA9_C3",0,0,0,1,1,8.13033496454402e-49
"Arrhythmogenic right ventricular cardiomyopathy11","Arrhythmogenic right ventricular cardiomyopathy","MMEA9_C3",1,0,1,0.2,1,7.63546546499947e-47
"Necroptosis11","Necroptosis","MMEA9_C3",0,0,0,1,1,2.45495484550039e-42
"Retrograde endocannabinoid signaling11","Retrograde endocannabinoid signaling","MMEA9_C3",0,0,0,1,1,3.02617446817009e-43
"Pantothenate and CoA biosynthesis11","Pantothenate and CoA biosynthesis","MMEA9_C3",0,0,0,1,1,2.36746220111005e-52
"Cushing syndrome11","Cushing syndrome","MMEA9_C3",0,0,0,1,1,3.97072804403704e-41
"Fructose and mannose metabolism11","Fructose and mannose metabolism","MMEA9_C3",0,0,0,1,1,2.79586185244838e-52
"Platelet activation11","Platelet activation","MMEA9_C3",0,0,0,1,1,3.76934011962343e-42
"Efferocytosis11","Efferocytosis","MMEA9_C3",0,0,0,1,1,4.75088017321704e-41
"Antifolate resistance11","Antifolate resistance","MMEA9_C3",0,0,0,1,1,4.37685994873141e-52
"Alcoholism11","Alcoholism","MMEA9_C3",0,0,0,1,1,4.78575352391756e-42
"Melanogenesis11","Melanogenesis","MMEA9_C3",0,0,0,1,1,2.80047590002395e-46
"Prolactin signaling pathway11","Prolactin signaling pathway","MMEA9_C3",0,0,0,1,1,1.18451179765133e-48
"Glycerolipid metabolism11","Glycerolipid metabolism","MMEA9_C3",0,0,0,1,1,2.11139124898179e-50
"Dopaminergic synapse11","Dopaminergic synapse","MMEA9_C3",0,0,0,1,1,7.14896059891645e-45
"Glycosphingolipid biosynthesis - ganglio series11","Glycosphingolipid biosynthesis - ganglio series","MMEA9_C3",1,0,1,0.034,1,2.95216574792118e-53
"Mucin type O-glycan biosynthesis11","Mucin type O-glycan biosynthesis","MMEA9_C3",0,0,0,1,1,7.30387640194878e-53
"Lipoic acid metabolism11","Lipoic acid metabolism","MMEA9_C3",0,0,0,1,1,4.84219497917634e-52
"NF-kappa B signaling pathway11","NF-kappa B signaling pathway","MMEA9_C3",0,0,0,1,1,2.83024310343988e-46
"Oxytocin signaling pathway11","Oxytocin signaling pathway","MMEA9_C3",0,0,0,1,1,4.1498632699199e-42
"Basal cell carcinoma11","Basal cell carcinoma","MMEA9_C3",0,0,0,1,1,4.42262850556731e-49
"Legionellosis11","Legionellosis","MMEA9_C3",0,0,0,1,1,1.24629207732443e-49
"Measles11","Measles","MMEA9_C3",0,0,0,1,1,2.41835451422914e-42
"Biosynthesis of cofactors11","Biosynthesis of cofactors","MMEA9_C3",0,0,0,1,1,2.28492787901827e-45
"Glycosaminoglycan biosynthesis - keratan sulfate11","Glycosaminoglycan biosynthesis - keratan sulfate","MMEA9_C3",0,0,0,1,1,9.63651263179799e-54
"Alanine, aspartate and glutamate metabolism11","Alanine, aspartate and glutamate metabolism","MMEA9_C3",0,0,0,1,1,1.39947626034993e-50
"Fatty acid biosynthesis11","Fatty acid biosynthesis","MMEA9_C3",0,0,0,1,1,2.68173800229788e-53
"Hypertrophic cardiomyopathy11","Hypertrophic cardiomyopathy","MMEA9_C3",0,0,0,1,1,1.41147128812316e-46
"Glucagon signaling pathway11","Glucagon signaling pathway","MMEA9_C3",0,0,0,1,1,1.00521298174357e-45
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin11","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","MMEA9_C3",0,0,0,1,1,1.22156431259548e-51
"Steroid biosynthesis11","Steroid biosynthesis","MMEA9_C3",0,0,0,1,1,1.00413885012123e-52
"cGMP-PKG signaling pathway11","cGMP-PKG signaling pathway","MMEA9_C3",0,0,0,1,1,2.1085851961284e-44
"Phagosome11","Phagosome","MMEA9_C3",0,0,0,1,1,3.21101524346864e-43
"Arginine and proline metabolism11","Arginine and proline metabolism","MMEA9_C3",0,0,0,1,1,1.78452124544445e-49
"Pyruvate metabolism11","Pyruvate metabolism","MMEA9_C3",1,0,1,0.102,1,2.99970541752549e-50
"Type II diabetes mellitus11","Type II diabetes mellitus","MMEA9_C3",0,0,0,1,1,4.38126456356551e-51
"Dilated cardiomyopathy11","Dilated cardiomyopathy","MMEA9_C3",0,0,0,1,1,9.31934509168852e-47
"Alcoholic liver disease11","Alcoholic liver disease","MMEA9_C3",0,0,0,1,1,6.0273641021195e-44
"Leukocyte transendothelial migration11","Leukocyte transendothelial migration","MMEA9_C3",0,0,0,1,1,1.07874752725579e-44
"Glycosaminoglycan degradation11","Glycosaminoglycan degradation","MMEA9_C3",0,0,0,1,1,1.11225973290314e-52
"Endocrine and other factor-regulated calcium reabsorption11","Endocrine and other factor-regulated calcium reabsorption","MMEA9_C3",0,0,0,1,1,1.90483067493936e-49
"Ubiquinone and other terpenoid-quinone biosynthesis11","Ubiquinone and other terpenoid-quinone biosynthesis","MMEA9_C3",0,0,0,1,1,8.5797887635352e-54
"Fc epsilon RI signaling pathway11","Fc epsilon RI signaling pathway","MMEA9_C3",0,0,0,1,1,8.66758668557297e-48
"Glycine, serine and threonine metabolism11","Glycine, serine and threonine metabolism","MMEA9_C3",0,0,0,1,1,1.78628502487947e-50
"Pertussis11","Pertussis","MMEA9_C3",0,0,0,1,1,5.46871982568409e-47
"Aldosterone synthesis and secretion11","Aldosterone synthesis and secretion","MMEA9_C3",0,0,0,1,1,7.52981200301936e-46
"Regulation of lipolysis in adipocytes11","Regulation of lipolysis in adipocytes","MMEA9_C3",0,0,0,1,1,9.54879226294034e-51
"Cholinergic synapse11","Cholinergic synapse","MMEA9_C3",0,0,0,1,1,3.44526893058745e-44
"Osteoclast differentiation11","Osteoclast differentiation","MMEA9_C3",0,0,0,1,1,2.45657825753964e-44
"Pentose phosphate pathway11","Pentose phosphate pathway","MMEA9_C3",0,0,0,1,1,9.73456004289442e-52
"beta-Alanine metabolism11","beta-Alanine metabolism","MMEA9_C3",0,0,0,1,1,2.89510019851225e-52
"PPAR signaling pathway11","PPAR signaling pathway","MMEA9_C3",0,0,0,1,1,1.65024454797887e-47
"Folate biosynthesis11","Folate biosynthesis","MMEA9_C3",0,0,0,1,1,8.67866218408304e-52
"Influenza A11","Influenza A","MMEA9_C3",0,0,0,1,1,1.07561681602941e-43
"Th17 cell differentiation11","Th17 cell differentiation","MMEA9_C3",0,0,0,1,1,1.49564230573204e-44
"Cardiac muscle contraction11","Cardiac muscle contraction","MMEA9_C3",0,0,0,1,1,1.36721379560189e-46
"Nicotinate and nicotinamide metabolism11","Nicotinate and nicotinamide metabolism","MMEA9_C3",0,0,0,1,1,3.05732488652294e-51
"Aldosterone-regulated sodium reabsorption11","Aldosterone-regulated sodium reabsorption","MMEA9_C3",0,0,0,1,1,1.60863917927571e-52
"Neutrophil extracellular trap formation11","Neutrophil extracellular trap formation","MMEA9_C3",0,0,0,1,1,1.6644082349825e-42
"Th1 and Th2 cell differentiation11","Th1 and Th2 cell differentiation","MMEA9_C3",0,0,0,1,1,1.18805952072849e-45
"NOD-like receptor signaling pathway11","NOD-like receptor signaling pathway","MMEA9_C3",0,0,0,1,1,1.0502270509485e-42
"Cortisol synthesis and secretion11","Cortisol synthesis and secretion","MMEA9_C3",0,0,0,1,1,1.95771875703298e-49
"GnRH secretion11","GnRH secretion","MMEA9_C3",0,0,0,1,1,2.23811159636046e-50
"Vascular smooth muscle contraction11","Vascular smooth muscle contraction","MMEA9_C3",0,0,0,1,1,8.78444148064196e-45
"Estrogen signaling pathway11","Estrogen signaling pathway","MMEA9_C3",0,0,0,1,1,1.04142549166581e-44
"RIG-I-like receptor signaling pathway11","RIG-I-like receptor signaling pathway","MMEA9_C3",0,0,0,1,1,3.3454637501367e-49
"Amoebiasis11","Amoebiasis","MMEA9_C3",0,0,0,1,1,1.6501166202946e-47
"ECM-receptor interaction11","ECM-receptor interaction","MMEA9_C3",0,0,0,1,1,1.08163915374019e-47
"Renin secretion11","Renin secretion","MMEA9_C3",0,0,0,1,1,5.38341407533473e-49
"Collecting duct acid secretion11","Collecting duct acid secretion","MMEA9_C3",0,0,0,1,1,4.90544603892397e-51
"Viral myocarditis11","Viral myocarditis","MMEA9_C3",1,0,1,0.155,1,6.21178965661806e-48
"B cell receptor signaling pathway11","B cell receptor signaling pathway","MMEA9_C3",0,0,0,1,1,9.56516870523909e-48
"Glutamatergic synapse11","Glutamatergic synapse","MMEA9_C3",0,0,0,1,1,7.54457988374655e-47
"Cytosolic DNA-sensing pathway11","Cytosolic DNA-sensing pathway","MMEA9_C3",0,0,0,1,1,6.53166229413712e-48
"Glycosphingolipid biosynthesis - globo and isoglobo series11","Glycosphingolipid biosynthesis - globo and isoglobo series","MMEA9_C3",0,0,0,1,1,1.20071023879742e-53
"Galactose metabolism11","Galactose metabolism","MMEA9_C3",0,0,0,1,1,6.67456824807954e-52
"Arginine biosynthesis11","Arginine biosynthesis","MMEA9_C3",0,0,0,1,1,6.04748756294228e-53
"Toll-like receptor signaling pathway11","Toll-like receptor signaling pathway","MMEA9_C3",0,0,0,1,1,5.94198766666078e-47
"Thiamine metabolism11","Thiamine metabolism","MMEA9_C3",0,0,0,1,1,7.41366518897807e-54
"Circadian entrainment11","Circadian entrainment","MMEA9_C3",1,0,1,0.113,1,8.00751765684824e-50
"Morphine addiction11","Morphine addiction","MMEA9_C3",0,0,0,1,1,1.79649286799124e-45
"Ether lipid metabolism11","Ether lipid metabolism","MMEA9_C3",0,0,0,1,1,3.37351112172956e-50
"Ribosome biogenesis in eukaryotes11","Ribosome biogenesis in eukaryotes","MMEA9_C3",0,0,0,1,1,5.16316094763132e-45
"Synaptic vesicle cycle11","Synaptic vesicle cycle","MMEA9_C3",0,0,0,1,1,4.57717744116437e-49
"Tryptophan metabolism11","Tryptophan metabolism","MMEA9_C3",0,0,0,1,1,1.47586381357644e-50
"Proximal tubule bicarbonate reclamation11","Proximal tubule bicarbonate reclamation","MMEA9_C3",0,0,0,1,1,5.62360151595167e-52
"Chemical carcinogenesis - receptor activation11","Chemical carcinogenesis - receptor activation","MMEA9_C3",0,0,0,1,1,2.46741242733878e-43
"Leishmaniasis11","Leishmaniasis","MMEA9_C3",0,0,0,1,1,1.58067629800104e-48
"Glycosphingolipid biosynthesis - lacto and neolacto series11","Glycosphingolipid biosynthesis - lacto and neolacto series","MMEA9_C3",0,0,0,1,1,5.72652450494295e-53
"Amphetamine addiction11","Amphetamine addiction","MMEA9_C3",0,0,0,1,1,2.1029484328584e-49
"Thyroid hormone synthesis11","Thyroid hormone synthesis","MMEA9_C3",0,0,0,1,1,5.0799628182187e-49
"Butanoate metabolism11","Butanoate metabolism","MMEA9_C3",0,0,0,1,1,9.04328723528801e-52
"ABC transporters11","ABC transporters","MMEA9_C3",0,0,0,1,1,5.01356631414747e-50
"Antigen processing and presentation11","Antigen processing and presentation","MMEA9_C3",0,0,0,1,1,2.69387480650527e-49
"Ovarian steroidogenesis11","Ovarian steroidogenesis","MMEA9_C3",0,0,0,1,1,1.37260907748823e-49
"Rheumatoid arthritis11","Rheumatoid arthritis","MMEA9_C3",0,0,0,1,1,2.90083685995727e-48
"IL-17 signaling pathway11","IL-17 signaling pathway","MMEA9_C3",0,0,0,1,1,2.81394900708055e-46
"Renin-angiotensin system11","Renin-angiotensin system","MMEA9_C3",1,0,1,0.029,1,1.20071023879742e-53
"Nitrogen metabolism11","Nitrogen metabolism","MMEA9_C3",0,0,0,1,1,7.41366518897807e-54
"Tuberculosis11","Tuberculosis","MMEA9_C3",1,0,1,0.258,1,2.88029570689612e-44
"Drug metabolism - other enzymes11","Drug metabolism - other enzymes","MMEA9_C3",0,0,0,1,1,6.44348270902115e-49
"Glycolysis / Gluconeogenesis11","Glycolysis / Gluconeogenesis","MMEA9_C3",0,0,0,1,1,3.14984016001196e-49
"Gastric acid secretion11","Gastric acid secretion","MMEA9_C3",0,0,0,1,1,6.44348270902115e-49
"Cholesterol metabolism11","Cholesterol metabolism","MMEA9_C3",0,0,0,1,1,1.25539504225425e-51
"African trypanosomiasis11","African trypanosomiasis","MMEA9_C3",0,0,0,1,1,1.19189594126436e-52
"GABAergic synapse11","GABAergic synapse","MMEA9_C3",0,0,0,1,1,1.6501166202946e-47
"Chemokine signaling pathway11","Chemokine signaling pathway","MMEA9_C3",0,0,0,1,1,7.09103988602751e-42
"Insulin secretion11","Insulin secretion","MMEA9_C3",0,0,0,1,1,7.51599071270987e-49
"Cocaine addiction11","Cocaine addiction","MMEA9_C3",0,0,0,1,1,1.83532564953324e-50
"Mineral absorption11","Mineral absorption","MMEA9_C3",0,0,0,1,1,8.47771935673888e-49
"Histidine metabolism11","Histidine metabolism","MMEA9_C3",0,0,0,1,1,9.06121004396155e-54
"Vitamin digestion and absorption11","Vitamin digestion and absorption","MMEA9_C3",0,0,0,1,1,5.66714589857345e-53
"Systemic lupus erythematosus11","Systemic lupus erythematosus","MMEA9_C3",0,0,0,1,1,9.93621181018558e-49
"Phenylalanine metabolism11","Phenylalanine metabolism","MMEA9_C3",0,0,0,1,1,4.8923755280602e-54
"Taurine and hypotaurine metabolism11","Taurine and hypotaurine metabolism","MMEA9_C3",0,0,0,1,1,3.51784594433589e-53
"Starch and sucrose metabolism11","Starch and sucrose metabolism","MMEA9_C3",0,0,0,1,1,7.555818003436e-53
"cAMP signaling pathway11","cAMP signaling pathway","MMEA9_C3",0,0,0,1,1,4.33579112037392e-41
"Protein digestion and absorption11","Protein digestion and absorption","MMEA9_C3",0,0,0,1,1,3.27912922123974e-49
"Primary bile acid biosynthesis11","Primary bile acid biosynthesis","MMEA9_C3",0,0,0,1,1,9.87026657342525e-54
"Calcium signaling pathway11","Calcium signaling pathway","MMEA9_C3",0,0,0,1,1,1.70825226435353e-39
"Porphyrin metabolism11","Porphyrin metabolism","MMEA9_C3",0,0,0,1,1,4.10197298716663e-52
"Malaria11","Malaria","MMEA9_C3",0,0,0,1,1,1.78628502487947e-50
"alpha-Linolenic acid metabolism11","alpha-Linolenic acid metabolism","MMEA9_C3",0,0,0,1,1,4.8923755280602e-54
"Cell adhesion molecules11","Cell adhesion molecules","MMEA9_C3",1,0,1,0.217,1,1.50484621069305e-45
"Carbohydrate digestion and absorption11","Carbohydrate digestion and absorption","MMEA9_C3",0,0,0,1,1,2.22275797977957e-51
"Serotonergic synapse11","Serotonergic synapse","MMEA9_C3",0,0,0,1,1,1.21897639657614e-48
"JAK-STAT signaling pathway11","JAK-STAT signaling pathway","MMEA9_C3",0,0,0,1,1,2.47916657752996e-43
"Type I diabetes mellitus11","Type I diabetes mellitus","MMEA9_C3",0,0,0,1,1,3.51784594433589e-53
"Arachidonic acid metabolism11","Arachidonic acid metabolism","MMEA9_C3",0,0,0,1,1,1.40433753983046e-51
"Salivary secretion11","Salivary secretion","MMEA9_C3",0,0,0,1,1,5.29616151565587e-49
"Inflammatory bowel disease11","Inflammatory bowel disease","MMEA9_C3",0,0,0,1,1,4.55548196385409e-51
"Natural killer cell mediated cytotoxicity11","Natural killer cell mediated cytotoxicity","MMEA9_C3",0,0,0,1,1,6.49323967021132e-46
"Tyrosine metabolism11","Tyrosine metabolism","MMEA9_C3",0,0,0,1,1,7.77969958207258e-53
"Allograft rejection11","Allograft rejection","MMEA9_C3",0,0,0,1,1,2.02394997469225e-52
"Phototransduction11","Phototransduction","MMEA9_C3",0,0,0,1,1,4.8923755280602e-54
"Primary immunodeficiency11","Primary immunodeficiency","MMEA9_C3",0,0,0,1,1,7.83636914804339e-53
"Linoleic acid metabolism11","Linoleic acid metabolism","MMEA9_C3",0,0,0,1,1,6.57541445194015e-53
"Pentose and glucuronate interconversions11","Pentose and glucuronate interconversions","MMEA9_C3",0,0,0,1,1,1.03165991184446e-52
"Graft-versus-host disease11","Graft-versus-host disease","MMEA9_C3",0,0,0,1,1,2.79586185244838e-52
"Intestinal immune network for IgA production11","Intestinal immune network for IgA production","MMEA9_C3",0,0,0,1,1,4.38126456356551e-51
"Pancreatic secretion11","Pancreatic secretion","MMEA9_C3",0,0,0,1,1,1.68034014452694e-49
"Complement and coagulation cascades11","Complement and coagulation cascades","MMEA9_C3",0,0,0,1,1,9.6726492846469e-47
"Fat digestion and absorption11","Fat digestion and absorption","MMEA9_C3",0,0,0,1,1,4.75233973155893e-53
"Ascorbate and aldarate metabolism11","Ascorbate and aldarate metabolism","MMEA9_C3",0,0,0,1,1,7.41366518897807e-54
"MicroRNAs in cancer11","MicroRNAs in cancer","MMEA9_C3",0,0,0,1,1,8.3259707343043e-40
"Asthma11","Asthma","MMEA9_C3",0,0,0,1,1,6.57541445194015e-53
"Maturity onset diabetes of the young11","Maturity onset diabetes of the young","MMEA9_C3",0,0,0,1,1,4.8923755280602e-54
"Chemical carcinogenesis - DNA adducts11","Chemical carcinogenesis - DNA adducts","MMEA9_C3",0,0,0,1,1,4.02853678553421e-52
"Bile secretion11","Bile secretion","MMEA9_C3",0,0,0,1,1,1.04020503850562e-49
"Metabolism of xenobiotics by cytochrome P45011","Metabolism of xenobiotics by cytochrome P450","MMEA9_C3",0,0,0,1,1,5.13708940415918e-51
"Nicotine addiction11","Nicotine addiction","MMEA9_C3",0,0,0,1,1,8.48557621059222e-53
"Hematopoietic cell lineage11","Hematopoietic cell lineage","MMEA9_C3",0,0,0,1,1,8.6827808656968e-50
"Taste transduction11","Taste transduction","MMEA9_C3",0,0,0,1,1,1.73370196355059e-51
"Drug metabolism - cytochrome P45011","Drug metabolism - cytochrome P450","MMEA9_C3",0,0,0,1,1,7.19977803001367e-51
"Autoimmune thyroid disease11","Autoimmune thyroid disease","MMEA9_C3",0,0,0,1,1,1.9370591174514e-52
"Steroid hormone biosynthesis11","Steroid hormone biosynthesis","MMEA9_C3",0,0,0,1,1,3.06449062853194e-52
"Retinol metabolism11","Retinol metabolism","MMEA9_C3",0,0,0,1,1,7.03449915442127e-53
"Viral protein interaction with cytokine and cytokine receptor11","Viral protein interaction with cytokine and cytokine receptor","MMEA9_C3",0,0,0,1,1,5.13708940415918e-51
"Staphylococcus aureus infection11","Staphylococcus aureus infection","MMEA9_C3",0,0,0,1,1,1.44322829361422e-50
"Cytokine-cytokine receptor interaction11","Cytokine-cytokine receptor interaction","MMEA9_C3",1,0,1,0.269,1,7.63825510940376e-44
