"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Herpes simplex virus 1 infection","Herpes simplex virus 1 infection","C1_05_24",2,1,0.584962500721156,0.719,1,2.29466358543836e-27
"Cell cycle","Cell cycle","C1_05_24",0,0,0,1,1,1.05639202799366e-38
"Endocytosis","Endocytosis","C1_05_24",1,1,0,1,1,7.55602113828557e-35
"Ribosome","Ribosome","C1_05_24",1,0,1,0.334,1,2.91908801114273e-41
"Autophagy - animal","Autophagy - animal","C1_05_24",0,0,0,1,1,4.52905270599269e-37
"Protein processing in endoplasmic reticulum","Protein processing in endoplasmic reticulum","C1_05_24",1,0,1,0.398,1,2.06779474349445e-39
"Huntington disease","Huntington disease","C1_05_24",2,1,0.584962500721156,0.702,1,9.30069431866853e-34
"Ubiquitin mediated proteolysis","Ubiquitin mediated proteolysis","C1_05_24",0,0,0,1,1,5.12849860324047e-40
"Shigellosis","Shigellosis","C1_05_24",3,1,1,0.575,1,3.89758449906614e-36
"Thermogenesis","Thermogenesis","C1_05_24",2,1,0.584962500721156,0.698,1,8.52021281854147e-36
"Mitophagy - animal","Mitophagy - animal","C1_05_24",0,0,0,1,1,3.67247406478197e-42
"Parkinson disease","Parkinson disease","C1_05_24",0,1,-1,0.569,1,5.49862689592111e-34
"Amyotrophic lateral sclerosis","Amyotrophic lateral sclerosis","C1_05_24",4,1,1.32192809488736,0.018,1,3.5059892871253e-32
"Cellular senescence","Cellular senescence","C1_05_24",2,0,1.58496250072116,0.138,1,3.74575334315915e-39
"Chemical carcinogenesis - reactive oxygen species","Chemical carcinogenesis - reactive oxygen species","C1_05_24",0,1,-1,0.581,1,1.10801016924074e-34
"Colorectal cancer","Colorectal cancer","C1_05_24",0,0,0,1,1,1.17843943706054e-45
"Salmonella infection","Salmonella infection","C1_05_24",1,1,0,1,1,1.56006972653099e-34
"ATP-dependent chromatin remodeling","ATP-dependent chromatin remodeling","C1_05_24",0,0,0,1,1,8.95511629829674e-42
"Diabetic cardiomyopathy","Diabetic cardiomyopathy","C1_05_24",0,0,0,1,1,4.32471921771044e-37
"Spliceosome","Spliceosome","C1_05_24",0,0,0,1,1,2.52973343005054e-39
"Viral carcinogenesis","Viral carcinogenesis","C1_05_24",0,1,-1,0.569,1,5.15950628437366e-36
"Pathways of neurodegeneration - multiple diseases","Pathways of neurodegeneration - multiple diseases","C1_05_24",1,1,0,1,1,2.74643222251023e-29
"Pancreatic cancer","Pancreatic cancer","C1_05_24",0,0,0,1,1,1.68182976560736e-45
"Chronic myeloid leukemia","Chronic myeloid leukemia","C1_05_24",0,0,0,1,1,3.63949460088444e-44
"Polycomb repressive complex","Polycomb repressive complex","C1_05_24",0,0,0,1,1,2.95474484692398e-44
"Alzheimer disease","Alzheimer disease","C1_05_24",2,1,0.584962500721156,0.724,1,5.26334117683335e-29
"Non-alcoholic fatty liver disease","Non-alcoholic fatty liver disease","C1_05_24",1,0,1,0.356,1,4.04565747096929e-41
"Nucleocytoplasmic transport","Nucleocytoplasmic transport","C1_05_24",0,0,0,1,1,8.62763978530623e-44
"Human T-cell leukemia virus 1 infection","Human T-cell leukemia virus 1 infection","C1_05_24",0,0,0,1,1,1.49771952312457e-35
"Nucleotide excision repair","Nucleotide excision repair","C1_05_24",0,0,0,1,1,3.36403543152974e-46
"Oxidative phosphorylation","Oxidative phosphorylation","C1_05_24",0,0,0,1,1,4.1663517063533e-40
"Renal cell carcinoma","Renal cell carcinoma","C1_05_24",0,0,0,1,1,3.32041240557765e-47
"Axon guidance","Axon guidance","C1_05_24",1,0,1,0.446,1,2.10131960724904e-38
"Endometrial cancer","Endometrial cancer","C1_05_24",0,0,0,1,1,9.77247817577818e-49
"mRNA surveillance pathway","mRNA surveillance pathway","C1_05_24",0,0,0,1,1,2.71541494979548e-44
"Focal adhesion","Focal adhesion","C1_05_24",2,0,1.58496250072116,0.197,1,1.53599101741993e-37
"Adherens junction","Adherens junction","C1_05_24",0,0,0,1,1,9.59620963615109e-46
"Prion disease","Prion disease","C1_05_24",0,1,-1,0.535,1,1.19557576492879e-32
"Lysosome","Lysosome","C1_05_24",0,0,0,1,1,1.30108632045868e-39
"MAPK signaling pathway","MAPK signaling pathway","C1_05_24",0,1,-1,0.555,1,1.00833689349475e-34
"Sphingolipid signaling pathway","Sphingolipid signaling pathway","C1_05_24",1,0,1,0.317,1,1.82566950080948e-42
"Fanconi anemia pathway","Fanconi anemia pathway","C1_05_24",0,0,0,1,1,7.01897002079618e-47
"Neurotrophin signaling pathway","Neurotrophin signaling pathway","C1_05_24",0,0,0,1,1,2.90426833733981e-40
"Phosphatidylinositol signaling system","Phosphatidylinositol signaling system","C1_05_24",0,0,0,1,1,2.0249122782802e-45
"Prostate cancer","Prostate cancer","C1_05_24",0,0,0,1,1,1.85552781804656e-44
"Aminoacyl-tRNA biosynthesis","Aminoacyl-tRNA biosynthesis","C1_05_24",0,0,0,1,1,3.71585648395811e-50
"Base excision repair","Base excision repair","C1_05_24",0,0,0,1,1,3.70922978087005e-49
"p53 signaling pathway","p53 signaling pathway","C1_05_24",0,0,0,1,1,8.74953234988092e-46
"EGFR tyrosine kinase inhibitor resistance","EGFR tyrosine kinase inhibitor resistance","C1_05_24",0,0,0,1,1,1.22917406977955e-44
"Small cell lung cancer","Small cell lung cancer","C1_05_24",0,0,0,1,1,6.60775036414212e-44
"RNA degradation","RNA degradation","C1_05_24",0,0,0,1,1,1.06330288330506e-46
"mTOR signaling pathway","mTOR signaling pathway","C1_05_24",0,0,0,1,1,5.80340889055621e-39
"Endocrine resistance","Endocrine resistance","C1_05_24",0,0,0,1,1,1.12429338587941e-43
"Lysine degradation","Lysine degradation","C1_05_24",0,0,0,1,1,9.39887021110914e-48
"Viral life cycle - HIV-1","Viral life cycle - HIV-1","C1_05_24",1,0,1,0.155,1,4.08283010596583e-48
"Longevity regulating pathway","Longevity regulating pathway","C1_05_24",0,0,0,1,1,1.16986513828863e-45
"Insulin resistance","Insulin resistance","C1_05_24",0,0,0,1,1,1.11003910716e-43
"Inositol phosphate metabolism","Inositol phosphate metabolism","C1_05_24",1,0,1,0.205,1,3.05051684831375e-46
"Platinum drug resistance","Platinum drug resistance","C1_05_24",0,0,0,1,1,2.64006139564692e-44
"Bacterial invasion of epithelial cells","Bacterial invasion of epithelial cells","C1_05_24",0,0,0,1,1,8.62763978530623e-44
"Hepatocellular carcinoma","Hepatocellular carcinoma","C1_05_24",0,0,0,1,1,2.06759226548902e-38
"Insulin signaling pathway","Insulin signaling pathway","C1_05_24",2,0,1.58496250072116,0.103,1,9.30002835668103e-42
"Human cytomegalovirus infection","Human cytomegalovirus infection","C1_05_24",0,0,0,1,1,1.24177476504384e-38
"Human papillomavirus infection","Human papillomavirus infection","C1_05_24",0,1,-1,0.474,1,1.76507032581453e-31
"Proteoglycans in cancer","Proteoglycans in cancer","C1_05_24",0,0,0,1,1,9.7430411454209e-36
"TGF-beta signaling pathway","TGF-beta signaling pathway","C1_05_24",0,0,0,1,1,8.84525291215624e-44
"RNA polymerase","RNA polymerase","C1_05_24",0,0,0,1,1,1.89611113753405e-51
"FoxO signaling pathway","FoxO signaling pathway","C1_05_24",0,0,0,1,1,9.48079308176974e-42
"AGE-RAGE signaling pathway in diabetic complications","AGE-RAGE signaling pathway in diabetic complications","C1_05_24",0,0,0,1,1,2.91379369719779e-44
"Hepatitis B","Hepatitis B","C1_05_24",0,0,0,1,1,8.01503365790585e-40
"Longevity regulating pathway - multiple species","Longevity regulating pathway - multiple species","C1_05_24",0,0,0,1,1,1.04704325935794e-48
"Yersinia infection","Yersinia infection","C1_05_24",0,0,0,1,1,1.08522013404513e-40
"N-Glycan biosynthesis","N-Glycan biosynthesis","C1_05_24",1,0,1,0.121,1,1.69956251228309e-49
"Non-small cell lung cancer","Non-small cell lung cancer","C1_05_24",0,0,0,1,1,2.79875979048875e-48
"Rap1 signaling pathway","Rap1 signaling pathway","C1_05_24",0,0,0,1,1,3.58004013770948e-38
"Choline metabolism in cancer","Choline metabolism in cancer","C1_05_24",1,0,1,0.28,1,4.46287478547492e-43
"TNF signaling pathway","TNF signaling pathway","C1_05_24",0,0,0,1,1,8.71505709589959e-45
"Glioma","Glioma","C1_05_24",0,0,0,1,1,3.56216128761726e-45
"Human immunodeficiency virus 1 infection","Human immunodeficiency virus 1 infection","C1_05_24",0,0,0,1,1,7.94852116194073e-36
"Apoptosis","Apoptosis","C1_05_24",0,0,0,1,1,1.68361388839196e-41
"AMPK signaling pathway","AMPK signaling pathway","C1_05_24",0,0,0,1,1,4.18237183033595e-41
"Fatty acid metabolism","Fatty acid metabolism","C1_05_24",1,0,1,0.184,1,9.95075519637489e-47
"DNA replication","DNA replication","C1_05_24",0,0,0,1,1,3.04372548268233e-51
"Pathogenic Escherichia coli infection","Pathogenic Escherichia coli infection","C1_05_24",0,0,0,1,1,7.14160185890835e-37
"PD-L1 expression and PD-1 checkpoint pathway in cancer","PD-L1 expression and PD-1 checkpoint pathway in cancer","C1_05_24",0,0,0,1,1,1.17843943706054e-45
"Hippo signaling pathway","Hippo signaling pathway","C1_05_24",2,0,1.58496250072116,0.118,1,5.13978639259751e-42
"Valine, leucine and isoleucine degradation","Valine, leucine and isoleucine degradation","C1_05_24",0,0,0,1,1,5.1415650543531e-48
"Peroxisome","Peroxisome","C1_05_24",0,0,0,1,1,1.07831423256882e-43
"Homologous recombination","Homologous recombination","C1_05_24",0,0,0,1,1,7.43743776229325e-49
"Bladder cancer","Bladder cancer","C1_05_24",0,0,0,1,1,5.55464463125806e-49
"Fluid shear stress and atherosclerosis","Fluid shear stress and atherosclerosis","C1_05_24",0,0,0,1,1,3.67247406478197e-42
"SNARE interactions in vesicular transport","SNARE interactions in vesicular transport","C1_05_24",0,0,0,1,1,1.64891602644353e-49
"Autophagy - other","Autophagy - other","C1_05_24",0,0,0,1,1,1.71148446137647e-50
"Proteasome","Proteasome","C1_05_24",0,0,0,1,1,3.47007035792007e-48
"Protein export","Protein export","C1_05_24",2,0,1.58496250072116,0.019,1,4.53769986280267e-50
"Thyroid hormone signaling pathway","Thyroid hormone signaling pathway","C1_05_24",2,0,1.58496250072116,0.097,1,4.90583874900486e-44
"Amino sugar and nucleotide sugar metabolism","Amino sugar and nucleotide sugar metabolism","C1_05_24",0,0,0,1,1,3.61034208022796e-47
"Nucleotide metabolism","Nucleotide metabolism","C1_05_24",0,0,0,1,1,7.0671216975615e-48
"ErbB signaling pathway","ErbB signaling pathway","C1_05_24",0,0,0,1,1,9.89955872085516e-47
"Thyroid cancer","Thyroid cancer","C1_05_24",0,0,0,1,1,6.05378888211342e-50
"Various types of N-glycan biosynthesis","Various types of N-glycan biosynthesis","C1_05_24",0,0,0,1,1,1.76139359808667e-50
"Spinocerebellar ataxia","Spinocerebellar ataxia","C1_05_24",1,0,1,0.282,1,5.05320258039241e-43
"Basal transcription factors","Basal transcription factors","C1_05_24",0,0,0,1,1,6.16638961004132e-48
"Regulation of actin cytoskeleton","Regulation of actin cytoskeleton","C1_05_24",0,0,0,1,1,1.33347598015766e-38
"Melanoma","Melanoma","C1_05_24",0,0,0,1,1,1.6811890540809e-46
"Tight junction","Tight junction","C1_05_24",0,0,0,1,1,7.64684694978992e-40
"Apoptosis - multiple species","Apoptosis - multiple species","C1_05_24",0,0,0,1,1,5.78426460769231e-51
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","C1_05_24",0,0,0,1,1,1.07788719087161e-49
"Biosynthesis of nucleotide sugars","Biosynthesis of nucleotide sugars","C1_05_24",0,0,0,1,1,7.93587226259996e-51
"Epithelial cell signaling in Helicobacter pylori infection","Epithelial cell signaling in Helicobacter pylori infection","C1_05_24",0,0,0,1,1,6.61469217010962e-47
"Epstein-Barr virus infection","Epstein-Barr virus infection","C1_05_24",0,0,0,1,1,7.56541880459409e-39
"Selenocompound metabolism","Selenocompound metabolism","C1_05_24",0,0,0,1,1,4.26494790131841e-52
"Other types of O-glycan biosynthesis","Other types of O-glycan biosynthesis","C1_05_24",0,0,0,1,1,3.86603506226559e-48
"Notch signaling pathway","Notch signaling pathway","C1_05_24",0,0,0,1,1,4.53854172549888e-47
"Fc gamma R-mediated phagocytosis","Fc gamma R-mediated phagocytosis","C1_05_24",0,0,0,1,1,1.07656180192346e-43
"Citrate cycle (TCA cycle)","Citrate cycle (TCA cycle)","C1_05_24",0,0,0,1,1,4.02103624514099e-50
"Apelin signaling pathway","Apelin signaling pathway","C1_05_24",0,0,0,1,1,1.39581015455144e-40
"Mismatch repair","Mismatch repair","C1_05_24",0,0,0,1,1,1.82002870981067e-51
"Carbon metabolism","Carbon metabolism","C1_05_24",0,0,0,1,1,9.04013323066917e-41
"Hedgehog signaling pathway","Hedgehog signaling pathway","C1_05_24",0,0,0,1,1,7.32697621571784e-50
"Chagas disease","Chagas disease","C1_05_24",1,0,1,0.239,1,2.02938685481414e-45
"Growth hormone synthesis, secretion and action","Growth hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,2.52307333223242e-42
"Kaposi sarcoma-associated herpesvirus infection","Kaposi sarcoma-associated herpesvirus infection","C1_05_24",0,0,0,1,1,5.84279090734473e-36
"Hippo signaling pathway - multiple species","Hippo signaling pathway - multiple species","C1_05_24",0,0,0,1,1,3.91638069221062e-49
"VEGF signaling pathway","VEGF signaling pathway","C1_05_24",0,0,0,1,1,7.50918951923268e-49
"Gap junction","Gap junction","C1_05_24",0,0,0,1,1,3.38190627220187e-48
"Vasopressin-regulated water reabsorption","Vasopressin-regulated water reabsorption","C1_05_24",0,0,0,1,1,3.74009163616436e-49
"Progesterone-mediated oocyte maturation","Progesterone-mediated oocyte maturation","C1_05_24",0,0,0,1,1,4.44010071346838e-45
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","C1_05_24",0,0,0,1,1,1.22830607011138e-51
"T cell receptor signaling pathway","T cell receptor signaling pathway","C1_05_24",0,0,0,1,1,8.9163872418618e-43
"Oocyte meiosis","Oocyte meiosis","C1_05_24",1,0,1,0.318,1,2.6779633935928e-42
"Phospholipase D signaling pathway","Phospholipase D signaling pathway","C1_05_24",0,0,0,1,1,1.46205148173858e-42
"Acute myeloid leukemia","Acute myeloid leukemia","C1_05_24",1,0,1,0.22,1,1.19352405541655e-45
"One carbon pool by folate","One carbon pool by folate","C1_05_24",0,0,0,1,1,5.73639365249609e-52
"Propanoate metabolism","Propanoate metabolism","C1_05_24",0,0,0,1,1,2.65639193773505e-50
"Wnt signaling pathway","Wnt signaling pathway","C1_05_24",1,0,1,0.385,1,4.05664434030711e-40
"Breast cancer","Breast cancer","C1_05_24",2,0,1.58496250072116,0.122,1,2.67732286414641e-41
"Adipocytokine signaling pathway","Adipocytokine signaling pathway","C1_05_24",0,0,0,1,1,1.96125529526934e-48
"Central carbon metabolism in cancer","Central carbon metabolism in cancer","C1_05_24",0,0,0,1,1,7.38605306797539e-49
"Glyoxylate and dicarboxylate metabolism","Glyoxylate and dicarboxylate metabolism","C1_05_24",1,0,1,0.065,1,1.06437965978277e-51
"Relaxin signaling pathway","Relaxin signaling pathway","C1_05_24",0,0,0,1,1,1.70764598582903e-41
"Ferroptosis","Ferroptosis","C1_05_24",0,0,0,1,1,6.9653864660208e-50
"Sphingolipid metabolism","Sphingolipid metabolism","C1_05_24",0,0,0,1,1,1.47314871879597e-48
"Toxoplasmosis","Toxoplasmosis","C1_05_24",0,0,0,1,1,3.45918798501847e-44
"Ras signaling pathway","Ras signaling pathway","C1_05_24",0,0,0,1,1,9.72583991986383e-39
"Pyrimidine metabolism","Pyrimidine metabolism","C1_05_24",1,0,1,0.162,1,9.28800332662861e-48
"GnRH signaling pathway","GnRH signaling pathway","C1_05_24",0,0,0,1,1,2.95891282634327e-43
"Coronavirus disease - COVID-19","Coronavirus disease - COVID-19","C1_05_24",0,0,0,1,1,3.192141855312e-38
"Mannose type O-glycan biosynthesis","Mannose type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,4.62273032766224e-53
"Terpenoid backbone biosynthesis","Terpenoid backbone biosynthesis","C1_05_24",0,0,0,1,1,1.82416719207292e-50
"Cysteine and methionine metabolism","Cysteine and methionine metabolism","C1_05_24",0,0,0,1,1,8.76016821964343e-49
"Circadian rhythm","Circadian rhythm","C1_05_24",0,0,0,1,1,5.4141342605135e-49
"Fatty acid elongation","Fatty acid elongation","C1_05_24",0,0,0,1,1,7.70542692572343e-52
"Biosynthesis of unsaturated fatty acids","Biosynthesis of unsaturated fatty acids","C1_05_24",0,0,0,1,1,1.31317560604481e-51
"Inflammatory mediator regulation of TRP channels","Inflammatory mediator regulation of TRP channels","C1_05_24",1,0,1,0.231,1,3.28889468259878e-45
"Parathyroid hormone synthesis, secretion and action","Parathyroid hormone synthesis, secretion and action","C1_05_24",0,0,0,1,1,2.89420425237659e-45
"Sulfur metabolism","Sulfur metabolism","C1_05_24",0,0,0,1,1,3.5340314163664e-53
"Vibrio cholerae infection","Vibrio cholerae infection","C1_05_24",0,0,0,1,1,7.77425368556703e-48
"Signaling pathways regulating pluripotency of stem cells","Signaling pathways regulating pluripotency of stem cells","C1_05_24",0,0,0,1,1,2.46360907970121e-42
"HIF-1 signaling pathway","HIF-1 signaling pathway","C1_05_24",0,0,0,1,1,1.58970327538133e-45
"Purine metabolism","Purine metabolism","C1_05_24",0,0,0,1,1,1.61154816274632e-42
"Fatty acid degradation","Fatty acid degradation","C1_05_24",0,0,0,1,1,2.55595013715203e-49
"Glutathione metabolism","Glutathione metabolism","C1_05_24",0,0,0,1,1,3.38190627220187e-48
"Transcriptional misregulation in cancer","Transcriptional misregulation in cancer","C1_05_24",1,0,1,0.384,1,5.12849860324047e-40
"2-Oxocarboxylic acid metabolism","2-Oxocarboxylic acid metabolism","C1_05_24",0,0,0,1,1,1.9517737376916e-50
"Adrenergic signaling in cardiomyocytes","Adrenergic signaling in cardiomyocytes","C1_05_24",0,0,0,1,1,4.81972927652513e-42
"Gastric cancer","Gastric cancer","C1_05_24",1,0,1,0.291,1,8.4115011570106e-43
"Long-term potentiation","Long-term potentiation","C1_05_24",0,0,0,1,1,5.59813277465123e-50
"Motor proteins","Motor proteins","C1_05_24",0,0,0,1,1,9.0072400909255e-41
"Biosynthesis of amino acids","Biosynthesis of amino acids","C1_05_24",0,0,0,1,1,3.05127524241003e-47
"Other glycan degradation","Other glycan degradation","C1_05_24",0,0,0,1,1,4.56089220523612e-53
"Non-homologous end-joining","Non-homologous end-joining","C1_05_24",0,0,0,1,1,2.94862156866792e-52
"Glycerophospholipid metabolism","Glycerophospholipid metabolism","C1_05_24",0,0,0,1,1,5.03740156643918e-45
"C-type lectin receptor signaling pathway","C-type lectin receptor signaling pathway","C1_05_24",0,0,0,1,1,1.09832563301668e-44
"Lipid and atherosclerosis","Lipid and atherosclerosis","C1_05_24",2,0,1.58496250072116,0.129,1,1.51758685535096e-40
"Hepatitis C","Hepatitis C","C1_05_24",0,0,0,1,1,6.55032188042377e-41
"PI3K-Akt signaling pathway","PI3K-Akt signaling pathway","C1_05_24",0,1,-1,0.531,1,8.14406313253274e-32
"Long-term depression","Long-term depression","C1_05_24",0,0,0,1,1,1.27448854010132e-47
"Arrhythmogenic right ventricular cardiomyopathy","Arrhythmogenic right ventricular cardiomyopathy","C1_05_24",0,0,0,1,1,5.99539893314122e-46
"Necroptosis","Necroptosis","C1_05_24",0,0,0,1,1,1.0771888597818e-40
"Retrograde endocannabinoid signaling","Retrograde endocannabinoid signaling","C1_05_24",1,0,1,0.341,1,2.14947596572763e-41
"Pantothenate and CoA biosynthesis","Pantothenate and CoA biosynthesis","C1_05_24",0,0,0,1,1,3.63737516194811e-52
"Cushing syndrome","Cushing syndrome","C1_05_24",0,0,0,1,1,8.53288568098974e-42
"Fructose and mannose metabolism","Fructose and mannose metabolism","C1_05_24",0,0,0,1,1,8.22920431827979e-51
"Platelet activation","Platelet activation","C1_05_24",0,0,0,1,1,1.7267852569863e-43
"Efferocytosis","Efferocytosis","C1_05_24",0,0,0,1,1,5.47103632015359e-41
"Antifolate resistance","Antifolate resistance","C1_05_24",0,0,0,1,1,8.03935771188753e-52
"Alcoholism","Alcoholism","C1_05_24",0,0,0,1,1,2.91908801114273e-41
"Melanogenesis","Melanogenesis","C1_05_24",0,0,0,1,1,8.73857007604857e-46
"Prolactin signaling pathway","Prolactin signaling pathway","C1_05_24",0,0,0,1,1,1.18996361748538e-47
"Glycerolipid metabolism","Glycerolipid metabolism","C1_05_24",0,0,0,1,1,1.07984486870288e-49
"Dopaminergic synapse","Dopaminergic synapse","C1_05_24",0,0,0,1,1,5.05877711565167e-42
"Glycosphingolipid biosynthesis - ganglio series","Glycosphingolipid biosynthesis - ganglio series","C1_05_24",0,0,0,1,1,4.56089220523612e-53
"Mucin type O-glycan biosynthesis","Mucin type O-glycan biosynthesis","C1_05_24",0,0,0,1,1,1.22133565971152e-51
"Lipoic acid metabolism","Lipoic acid metabolism","C1_05_24",0,0,0,1,1,5.04217083148205e-53
"NF-kappa B signaling pathway","NF-kappa B signaling pathway","C1_05_24",0,0,0,1,1,1.07127991186364e-44
"Oxytocin signaling pathway","Oxytocin signaling pathway","C1_05_24",1,0,1,0.295,1,5.53462433725693e-43
"Basal cell carcinoma","Basal cell carcinoma","C1_05_24",0,0,0,1,1,3.2767011196525e-49
"Legionellosis","Legionellosis","C1_05_24",0,0,0,1,1,1.73715360729837e-49
"Measles","Measles","C1_05_24",0,0,0,1,1,6.85078079778366e-41
"Biosynthesis of cofactors","Biosynthesis of cofactors","C1_05_24",2,0,1.58496250072116,0.105,1,1.79767324365893e-42
"Glycosaminoglycan biosynthesis - keratan sulfate","Glycosaminoglycan biosynthesis - keratan sulfate","C1_05_24",0,0,0,1,1,4.12981082611348e-53
"Alanine, aspartate and glutamate metabolism","Alanine, aspartate and glutamate metabolism","C1_05_24",0,0,0,1,1,1.90046617118871e-49
"Fatty acid biosynthesis","Fatty acid biosynthesis","C1_05_24",0,0,0,1,1,5.04217083148205e-53
"Hypertrophic cardiomyopathy","Hypertrophic cardiomyopathy","C1_05_24",0,0,0,1,1,2.20870085314532e-45
"Glucagon signaling pathway","Glucagon signaling pathway","C1_05_24",0,0,0,1,1,4.54064006001573e-44
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","C1_05_24",0,0,0,1,1,2.35890361134698e-52
"Steroid biosynthesis","Steroid biosynthesis","C1_05_24",0,0,0,1,1,1.86205914177307e-52
"cGMP-PKG signaling pathway","cGMP-PKG signaling pathway","C1_05_24",0,0,0,1,1,8.41151702105374e-42
"Phagosome","Phagosome","C1_05_24",1,0,1,0.319,1,9.6127100516172e-42
"Arginine and proline metabolism","Arginine and proline metabolism","C1_05_24",0,0,0,1,1,9.77247817577818e-49
"Pyruvate metabolism","Pyruvate metabolism","C1_05_24",0,0,0,1,1,1.9517737376916e-50
"Type II diabetes mellitus","Type II diabetes mellitus","C1_05_24",0,0,0,1,1,5.77231338950316e-51
"Dilated cardiomyopathy","Dilated cardiomyopathy","C1_05_24",0,0,0,1,1,7.06187966670839e-45
"Alcoholic liver disease","Alcoholic liver disease","C1_05_24",0,0,0,1,1,2.53290797461525e-42
"Leukocyte transendothelial migration","Leukocyte transendothelial migration","C1_05_24",0,0,0,1,1,8.62763978530623e-44
"Glycosaminoglycan degradation","Glycosaminoglycan degradation","C1_05_24",0,0,0,1,1,4.56089220523612e-53
"Endocrine and other factor-regulated calcium reabsorption","Endocrine and other factor-regulated calcium reabsorption","C1_05_24",0,0,0,1,1,1.02611666771773e-49
"Ubiquinone and other terpenoid-quinone biosynthesis","Ubiquinone and other terpenoid-quinone biosynthesis","C1_05_24",0,0,0,1,1,1.46367544722733e-53
"Fc epsilon RI signaling pathway","Fc epsilon RI signaling pathway","C1_05_24",0,0,0,1,1,2.91500775619441e-47
"Glycine, serine and threonine metabolism","Glycine, serine and threonine metabolism","C1_05_24",0,0,0,1,1,3.06939222591982e-49
"Pertussis","Pertussis","C1_05_24",0,0,0,1,1,4.38538251105814e-46
"Aldosterone synthesis and secretion","Aldosterone synthesis and secretion","C1_05_24",0,0,0,1,1,1.70656489805821e-45
"Regulation of lipolysis in adipocytes","Regulation of lipolysis in adipocytes","C1_05_24",0,0,0,1,1,3.80990284652158e-51
"Cholinergic synapse","Cholinergic synapse","C1_05_24",0,0,0,1,1,4.50646760171752e-46
"Osteoclast differentiation","Osteoclast differentiation","C1_05_24",0,0,0,1,1,1.44885293742781e-42
"Pentose phosphate pathway","Pentose phosphate pathway","C1_05_24",0,0,0,1,1,2.50979401077062e-51
"beta-Alanine metabolism","beta-Alanine metabolism","C1_05_24",0,0,0,1,1,2.14511027623269e-52
"PPAR signaling pathway","PPAR signaling pathway","C1_05_24",0,0,0,1,1,2.23506296063347e-47
"Folate biosynthesis","Folate biosynthesis","C1_05_24",0,0,0,1,1,5.16500925802432e-51
"Influenza A","Influenza A","C1_05_24",0,0,0,1,1,9.60079211594098e-41
"Th17 cell differentiation","Th17 cell differentiation","C1_05_24",0,0,0,1,1,3.00330051221184e-44
"Cardiac muscle contraction","Cardiac muscle contraction","C1_05_24",0,0,0,1,1,3.68550235304127e-45
"Nicotinate and nicotinamide metabolism","Nicotinate and nicotinamide metabolism","C1_05_24",0,0,0,1,1,1.95686040747431e-49
"Aldosterone-regulated sodium reabsorption","Aldosterone-regulated sodium reabsorption","C1_05_24",0,0,0,1,1,1.39221784015471e-50
"Neutrophil extracellular trap formation","Neutrophil extracellular trap formation","C1_05_24",0,0,0,1,1,1.00838570476745e-41
"Th1 and Th2 cell differentiation","Th1 and Th2 cell differentiation","C1_05_24",0,0,0,1,1,3.1578371245062e-46
"NOD-like receptor signaling pathway","NOD-like receptor signaling pathway","C1_05_24",0,0,0,1,1,8.85667470241164e-41
"Cortisol synthesis and secretion","Cortisol synthesis and secretion","C1_05_24",0,0,0,1,1,9.51640047578878e-48
"GnRH secretion","GnRH secretion","C1_05_24",0,0,0,1,1,3.10374891256076e-49
"Vascular smooth muscle contraction","Vascular smooth muscle contraction","C1_05_24",0,0,0,1,1,6.35652514163235e-43
"Estrogen signaling pathway","Estrogen signaling pathway","C1_05_24",0,0,0,1,1,4.92219108354407e-44
"RIG-I-like receptor signaling pathway","RIG-I-like receptor signaling pathway","C1_05_24",0,0,0,1,1,2.26986369423957e-47
"Amoebiasis","Amoebiasis","C1_05_24",1,0,1,0.207,1,3.45648721295214e-46
"ECM-receptor interaction","ECM-receptor interaction","C1_05_24",0,0,0,1,1,6.83931067421502e-44
"Renin secretion","Renin secretion","C1_05_24",0,0,0,1,1,1.0434628065911e-48
"Collecting duct acid secretion","Collecting duct acid secretion","C1_05_24",0,0,0,1,1,5.16500925802432e-51
"Viral myocarditis","Viral myocarditis","C1_05_24",0,0,0,1,1,9.93184859639135e-48
"B cell receptor signaling pathway","B cell receptor signaling pathway","C1_05_24",0,0,0,1,1,2.05296496106444e-46
"Glutamatergic synapse","Glutamatergic synapse","C1_05_24",0,0,0,1,1,9.24683096475241e-45
"Cytosolic DNA-sensing pathway","Cytosolic DNA-sensing pathway","C1_05_24",1,0,1,0.164,1,1.34435255489453e-47
"Glycosphingolipid biosynthesis - globo and isoglobo series","Glycosphingolipid biosynthesis - globo and isoglobo series","C1_05_24",0,0,0,1,1,4.12981082611348e-53
"Galactose metabolism","Galactose metabolism","C1_05_24",0,0,0,1,1,1.28674230465991e-51
"Arginine biosynthesis","Arginine biosynthesis","C1_05_24",0,0,0,1,1,3.7956789655736e-51
