"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"peroxisome organization5","peroxisome organization","E3_08_16",0,0,0,1,1,6.70670553239774e-49
"regulation of stem cell differentiation5","regulation of stem cell differentiation","E3_08_16",0,0,0,1,1,2.59845864765278e-45
"substrate adhesion-dependent cell spreading5","substrate adhesion-dependent cell spreading","E3_08_16",0,0,0,1,1,2.74235757263097e-41
"presynaptic endocytosis5","presynaptic endocytosis","E3_08_16",0,0,0,1,1,2.3855532789352e-46
"cellular response to epidermal growth factor stimulus5","cellular response to epidermal growth factor stimulus","E3_08_16",0,0,0,1,1,2.44618202158256e-45
"intracellular lipid transport5","intracellular lipid transport","E3_08_16",0,0,0,1,1,1.27363713360474e-48
"neuron apoptotic process5","neuron apoptotic process","E3_08_16",3,0,2,0.0595794392523364,1,1.54020225653335e-37
"regulation of nervous system development5","regulation of nervous system development","E3_08_16",0,1,-1,0.522196261682243,1,2.98940435710413e-31
"response to hydrogen peroxide5","response to hydrogen peroxide","E3_08_16",1,0,1,0.239485981308411,1,4.81868334273855e-42
"cellular senescence5","cellular senescence","E3_08_16",0,0,0,1,1,2.38097721597229e-44
"fatty acid beta-oxidation5","fatty acid beta-oxidation","E3_08_16",0,0,0,1,1,2.94482383068012e-47
"maintenance of protein location5","maintenance of protein location","E3_08_16",0,0,0,1,1,4.20124950421912e-44
"regulation of microtubule polymerization5","regulation of microtubule polymerization","E3_08_16",0,0,0,1,1,1.23661613832249e-47
"regulation of embryonic development5","regulation of embryonic development","E3_08_16",0,0,0,1,1,2.31281435742073e-44
"regulation of ubiquitin-protein transferase activity5","regulation of ubiquitin-protein transferase activity","E3_08_16",0,0,0,1,1,6.20411760614639e-49
"regulation of developmental growth5","regulation of developmental growth","E3_08_16",3,0,2,0.0735981308411215,1,9.02476739790602e-36
"maintenance of protein location in cell5","maintenance of protein location in cell","E3_08_16",0,0,0,1,1,1.35808809232256e-45
"positive regulation of mitotic cell cycle5","positive regulation of mitotic cell cycle","E3_08_16",0,0,0,1,1,5.07843497854519e-42
"response to epidermal growth factor5","response to epidermal growth factor","E3_08_16",0,0,0,1,1,2.44618202158256e-45
"heterochromatin formation5","heterochromatin formation","E3_08_16",0,0,0,1,1,1.44521535430748e-44
"regulation of cell-substrate junction organization5","regulation of cell-substrate junction organization","E3_08_16",0,0,0,1,1,2.12265775351072e-43
"alpha-amino acid biosynthetic process5","alpha-amino acid biosynthetic process","E3_08_16",0,0,0,1,1,3.10301651118677e-47
"establishment of tissue polarity5","establishment of tissue polarity","E3_08_16",1,0,1,0.202102803738318,1,4.9739262471545e-44
"nucleotide catabolic process5","nucleotide catabolic process","E3_08_16",0,0,0,1,1,2.43620724504765e-46
"regulation of extracellular matrix organization5","regulation of extracellular matrix organization","E3_08_16",0,0,0,1,1,5.72671977458175e-44
"positive regulation of viral process5","positive regulation of viral process","E3_08_16",0,0,0,1,1,5.83709477560872e-47
"cell-substrate adhesion5","cell-substrate adhesion","E3_08_16",1,1,0,1,1,3.47745784708735e-30
"clathrin-dependent endocytosis5","clathrin-dependent endocytosis","E3_08_16",0,0,0,1,1,6.9129234527556e-48
"response to oxygen levels5","response to oxygen levels","E3_08_16",0,1,-1,0.58411214953271,1,3.58459995453818e-34
"lamellipodium organization5","lamellipodium organization","E3_08_16",0,0,0,1,1,5.18449714332432e-45
"postsynapse organization5","postsynapse organization","E3_08_16",0,0,0,1,1,1.32993938907381e-39
"placenta development5","placenta development","E3_08_16",0,0,0,1,1,2.16294786291306e-40
"protein maturation5","protein maturation","E3_08_16",1,0,1,0.469626168224299,1,3.34080983577048e-35
"regulation of fibroblast migration5","regulation of fibroblast migration","E3_08_16",0,0,0,1,1,3.08094145587656e-47
"G0 to G1 transition5","G0 to G1 transition","E3_08_16",0,0,0,1,1,3.71479126279016e-48
"negative regulation of growth5","negative regulation of growth","E3_08_16",2,0,1.58496250072116,0.171728971962617,1,1.10857342369126e-35
"regulation of intracellular steroid hormone receptor signaling pathway5","regulation of intracellular steroid hormone receptor signaling pathway","E3_08_16",0,0,0,1,1,1.23693864520152e-46
"regulation of cysteine-type endopeptidase activity involved in apoptotic process5","regulation of cysteine-type endopeptidase activity involved in apoptotic process","E3_08_16",1,0,1,0.309579439252336,1,2.75538530645363e-40
"pteridine-containing compound metabolic process5","pteridine-containing compound metabolic process","E3_08_16",0,0,0,1,1,3.10115791591342e-50
"response to arsenic-containing substance5","response to arsenic-containing substance","E3_08_16",0,0,0,1,1,1.27664237405168e-49
"regulation of stem cell population maintenance5","regulation of stem cell population maintenance","E3_08_16",1,0,1,0.169392523364486,1,4.03095290885253e-45
"chondrocyte differentiation5","chondrocyte differentiation","E3_08_16",0,0,0,1,1,3.59305396847153e-42
"regulation of G0 to G1 transition5","regulation of G0 to G1 transition","E3_08_16",0,0,0,1,1,3.25023079415856e-48
"regulation of focal adhesion assembly5","regulation of focal adhesion assembly","E3_08_16",0,0,0,1,1,1.07303788270678e-43
"regulation of cell-substrate junction assembly5","regulation of cell-substrate junction assembly","E3_08_16",0,0,0,1,1,1.07303788270678e-43
"regulation of mitochondrial membrane potential5","regulation of mitochondrial membrane potential","E3_08_16",1,0,1,0.134345794392523,1,3.10581091296984e-46
"regulation of membrane permeability5","regulation of membrane permeability","E3_08_16",0,0,0,1,1,2.44921779100244e-46
"mitochondrial genome maintenance5","mitochondrial genome maintenance","E3_08_16",0,0,0,1,1,4.61609988193607e-50
"regulation of microtubule depolymerization5","regulation of microtubule depolymerization","E3_08_16",0,0,0,1,1,7.74351588622284e-48
"Wnt signaling pathway, planar cell polarity pathway5","Wnt signaling pathway, planar cell polarity pathway","E3_08_16",1,0,1,0.15303738317757,1,8.92485661857792e-46
"response to insulin5","response to insulin","E3_08_16",1,0,1,0.408878504672897,1,2.67790382767358e-36
"kinetochore organization5","kinetochore organization","E3_08_16",1,0,1,0.0116822429906542,1,8.68267287704343e-51
"lung morphogenesis5","lung morphogenesis","E3_08_16",0,0,0,1,1,7.39685863391247e-46
"regulation of chromatin organization5","regulation of chromatin organization","E3_08_16",0,0,0,1,1,8.32845916538068e-50
"release of cytochrome c from mitochondria5","release of cytochrome c from mitochondria","E3_08_16",1,0,1,0.10981308411215,1,1.10684219856622e-47
"regulation of neuron death5","regulation of neuron death","E3_08_16",3,0,2,0.0981308411214953,1,7.88209512569645e-35
"oligosaccharide-lipid intermediate biosynthetic process5","oligosaccharide-lipid intermediate biosynthetic process","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"lysosomal lumen acidification5","lysosomal lumen acidification","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"P-body assembly5","P-body assembly","E3_08_16",0,0,0,1,1,4.19877664140894e-50
"mitochondrion morphogenesis5","mitochondrion morphogenesis","E3_08_16",0,0,0,1,1,2.25038714765837e-49
"positive regulation of mitochondrial fission5","positive regulation of mitochondrial fission","E3_08_16",0,0,0,1,1,6.04280434645849e-50
"kidney development5","kidney development","E3_08_16",0,1,-1,0.573598130841122,1,9.45418453527555e-34
"regulation of anatomical structure size5","regulation of anatomical structure size","E3_08_16",0,1,-1,0.498831775700935,1,1.04326143346427e-29
"respiratory system development5","respiratory system development","E3_08_16",0,0,0,1,1,8.07941187002111e-37
"regulation of cell-substrate adhesion5","regulation of cell-substrate adhesion","E3_08_16",1,0,1,0.462616822429907,1,9.55504851411962e-35
"protein neddylation5","protein neddylation","E3_08_16",0,0,0,1,1,7.26121663163389e-50
"nucleosome assembly5","nucleosome assembly","E3_08_16",0,0,0,1,1,7.1788719107044e-48
"platelet-derived growth factor receptor signaling pathway5","platelet-derived growth factor receptor signaling pathway","E3_08_16",0,0,0,1,1,6.35396969422536e-44
"connective tissue development5","connective tissue development","E3_08_16",0,0,0,1,1,4.14942330140692e-34
"circadian regulation of gene expression5","circadian regulation of gene expression","E3_08_16",1,0,1,0.120327102803738,1,1.82482107626791e-46
"organophosphate catabolic process5","organophosphate catabolic process","E3_08_16",0,0,0,1,1,6.72339341966228e-43
"positive regulation by host of viral process5","positive regulation by host of viral process","E3_08_16",0,0,0,1,1,3.91579725703951e-50
"pore complex assembly5","pore complex assembly","E3_08_16",0,0,0,1,1,2.60381022848871e-50
"cellular response to arsenic-containing substance5","cellular response to arsenic-containing substance","E3_08_16",0,0,0,1,1,2.01520026137531e-50
"glycosyl compound biosynthetic process5","glycosyl compound biosynthetic process","E3_08_16",0,0,0,1,1,2.5785277754661e-50
"multicellular organism growth5","multicellular organism growth","E3_08_16",1,0,1,0.257009345794392,1,1.00528472624832e-41
"COPII vesicle coating5","COPII vesicle coating","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"ossification5","ossification","E3_08_16",0,1,-1,0.511682242990654,1,2.07934943069535e-30
"cardiac chamber development5","cardiac chamber development","E3_08_16",0,0,0,1,1,1.69859086759773e-37
"myeloid cell homeostasis5","myeloid cell homeostasis","E3_08_16",1,0,1,0.276869158878505,1,3.5187560089931e-41
"positive regulation of growth5","positive regulation of growth","E3_08_16",2,0,1.58496250072116,0.144859813084112,1,1.80827023939924e-36
"ubiquinone metabolic process5","ubiquinone metabolic process","E3_08_16",0,0,0,1,1,2.01520026137531e-50
"inositol phosphate catabolic process5","inositol phosphate catabolic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"telomerase RNA localization to Cajal body5","telomerase RNA localization to Cajal body","E3_08_16",0,0,0,1,1,2.27661623316824e-50
"endoplasmic reticulum calcium ion homeostasis5","endoplasmic reticulum calcium ion homeostasis","E3_08_16",0,0,0,1,1,1.81693220312669e-48
"centrosome localization5","centrosome localization","E3_08_16",0,0,0,1,1,2.25038714765837e-49
"microtubule organizing center localization5","microtubule organizing center localization","E3_08_16",0,0,0,1,1,2.25038714765837e-49
"cellular carbohydrate metabolic process5","cellular carbohydrate metabolic process","E3_08_16",2,0,1.58496250072116,0.146028037383178,1,2.75093629008321e-36
"muscle cell differentiation5","muscle cell differentiation","E3_08_16",0,1,-1,0.544392523364486,1,7.35394220815394e-32
"regulation of dephosphorylation5","regulation of dephosphorylation","E3_08_16",0,0,0,1,1,2.46277459206008e-41
"glycosaminoglycan biosynthetic process5","glycosaminoglycan biosynthetic process","E3_08_16",0,0,0,1,1,2.79595324857107e-44
"osteoblast differentiation5","osteoblast differentiation","E3_08_16",0,0,0,1,1,1.40088643900323e-35
"regulation of gene silencing by RNA5","regulation of gene silencing by RNA","E3_08_16",0,0,0,1,1,7.74351588622284e-48
"lamellipodium morphogenesis5","lamellipodium morphogenesis","E3_08_16",0,0,0,1,1,9.20915791913656e-50
"positive regulation of neuron migration5","positive regulation of neuron migration","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"GPI anchor biosynthetic process5","GPI anchor biosynthetic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"pigmentation5","pigmentation","E3_08_16",0,0,0,1,1,4.45841734441051e-44
"establishment or maintenance of epithelial cell apical/basal polarity5","establishment or maintenance of epithelial cell apical/basal polarity","E3_08_16",0,0,0,1,1,1.53056680176032e-46
"neuron projection organization5","neuron projection organization","E3_08_16",0,0,0,1,1,8.00124311726907e-46
"cerebellum development5","cerebellum development","E3_08_16",0,0,0,1,1,1.10863818683833e-44
"appendage development5","appendage development","E3_08_16",0,0,0,1,1,2.89285983093157e-39
"limb development5","limb development","E3_08_16",0,0,0,1,1,2.89285983093157e-39
"hematopoietic progenitor cell differentiation5","hematopoietic progenitor cell differentiation","E3_08_16",0,0,0,1,1,2.78593344552561e-42
"positive regulation of epithelial cell migration5","positive regulation of epithelial cell migration","E3_08_16",0,0,0,1,1,9.02459176328274e-38
"regulation of neuron apoptotic process5","regulation of neuron apoptotic process","E3_08_16",2,0,1.58496250072116,0.136682242990654,1,6.17747582563716e-39
"regulation of endocytosis5","regulation of endocytosis","E3_08_16",0,0,0,1,1,1.75982172165322e-38
"face development5","face development","E3_08_16",0,0,0,1,1,5.77256886017845e-46
"monosaccharide metabolic process5","monosaccharide metabolic process","E3_08_16",1,0,1,0.337616822429907,1,1.41590387103656e-38
"cellular metabolic compound salvage5","cellular metabolic compound salvage","E3_08_16",0,0,0,1,1,7.12075423542959e-50
"nuclear migration5","nuclear migration","E3_08_16",1,0,1,0.0560747663551402,1,1.39576697556283e-49
"platelet dense granule organization5","platelet dense granule organization","E3_08_16",0,0,0,1,1,8.32845916538068e-50
"cell communication by electrical coupling involved in cardiac conduction5","cell communication by electrical coupling involved in cardiac conduction","E3_08_16",0,0,0,1,1,1.50610785577217e-48
"regulation of ncRNA transcription5","regulation of ncRNA transcription","E3_08_16",0,0,0,1,1,4.96416978799726e-49
"fat cell differentiation5","fat cell differentiation","E3_08_16",1,0,1,0.376168224299065,1,9.02459176328274e-38
"sulfur amino acid biosynthetic process5","sulfur amino acid biosynthetic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"regulation of translational fidelity5","regulation of translational fidelity","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"ubiquinone biosynthetic process5","ubiquinone biosynthetic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"establishment of epithelial cell apical/basal polarity5","establishment of epithelial cell apical/basal polarity","E3_08_16",0,0,0,1,1,6.20411760614639e-49
"quinone biosynthetic process5","quinone biosynthetic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"regulation of Golgi organization5","regulation of Golgi organization","E3_08_16",0,0,0,1,1,9.08506724863203e-51
"mucopolysaccharide metabolic process5","mucopolysaccharide metabolic process","E3_08_16",0,0,0,1,1,1.37444750518812e-43
"regulation of protein dephosphorylation5","regulation of protein dephosphorylation","E3_08_16",0,0,0,1,1,2.83223670795886e-45
"regulation of cytokinesis5","regulation of cytokinesis","E3_08_16",0,0,0,1,1,5.84620498464228e-46
"regulation of response to oxidative stress5","regulation of response to oxidative stress","E3_08_16",0,0,0,1,1,3.21814070547864e-45
"microtubule depolymerization5","microtubule depolymerization","E3_08_16",0,0,0,1,1,2.12589816165684e-47
"cerebral cortex development5","cerebral cortex development","E3_08_16",0,0,0,1,1,6.05654481890115e-43
"ruffle organization5","ruffle organization","E3_08_16",0,0,0,1,1,8.5287161032291e-48
"microvillus assembly5","microvillus assembly","E3_08_16",0,0,0,1,1,3.20765238085006e-50
"suppression of viral release by host5","suppression of viral release by host","E3_08_16",0,0,0,1,1,3.10115791591342e-50
"chaperone-mediated autophagy5","chaperone-mediated autophagy","E3_08_16",0,0,0,1,1,5.33915192198183e-50
"anoikis5","anoikis","E3_08_16",0,0,0,1,1,1.68634697691715e-48
"proton transmembrane transport5","proton transmembrane transport","E3_08_16",0,0,0,1,1,7.4709996164006e-45
"establishment of mitotic spindle localization5","establishment of mitotic spindle localization","E3_08_16",0,0,0,1,1,4.56801649341947e-49
"cellular response to acid chemical5","cellular response to acid chemical","E3_08_16",0,0,0,1,1,1.00142710215654e-42
"response to leukemia inhibitory factor5","response to leukemia inhibitory factor","E3_08_16",0,0,0,1,1,6.83498430510144e-45
"viral release from host cell5","viral release from host cell","E3_08_16",0,0,0,1,1,5.31520851068977e-50
"exit from host cell5","exit from host cell","E3_08_16",0,0,0,1,1,5.31520851068977e-50
"neurotransmitter secretion5","neurotransmitter secretion","E3_08_16",1,0,1,0.216121495327103,1,1.56539561839188e-42
"signal release from synapse5","signal release from synapse","E3_08_16",1,0,1,0.216121495327103,1,1.56539561839188e-42
"antigen processing and presentation of endogenous peptide antigen via MHC class I5","antigen processing and presentation of endogenous peptide antigen via MHC class I","E3_08_16",0,0,0,1,1,2.98800691392938e-50
"cellular response to dsRNA5","cellular response to dsRNA","E3_08_16",0,0,0,1,1,6.04280434645849e-50
"cellular response to heat5","cellular response to heat","E3_08_16",1,0,1,0.100467289719626,1,2.14721155747361e-47
"body morphogenesis5","body morphogenesis","E3_08_16",0,0,0,1,1,1.75899269825695e-45
"sulfur amino acid metabolic process5","sulfur amino acid metabolic process","E3_08_16",0,0,0,1,1,2.98800691392938e-50
"response to fluid shear stress5","response to fluid shear stress","E3_08_16",0,0,0,1,1,3.95515487362434e-47
"cellular response to leukemia inhibitory factor5","cellular response to leukemia inhibitory factor","E3_08_16",0,0,0,1,1,4.6084728555721e-45
"regulation of type I interferon-mediated signaling pathway5","regulation of type I interferon-mediated signaling pathway","E3_08_16",0,0,0,1,1,1.14092603843437e-47
"ribosomal subunit export from nucleus5","ribosomal subunit export from nucleus","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"ribosome localization5","ribosome localization","E3_08_16",0,0,0,1,1,1.00182579428639e-50
"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway5","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"actin filament severing5","actin filament severing","E3_08_16",0,0,0,1,1,1.2033268462165e-49
"seminiferous tubule development5","seminiferous tubule development","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"lamellipodium assembly5","lamellipodium assembly","E3_08_16",0,0,0,1,1,5.18467867943795e-47
"positive regulation of protein autophosphorylation5","positive regulation of protein autophosphorylation","E3_08_16",0,0,0,1,1,2.45396450434173e-49
"RIG-I signaling pathway5","RIG-I signaling pathway","E3_08_16",0,0,0,1,1,1.73246883135932e-49
"cellular modified amino acid biosynthetic process5","cellular modified amino acid biosynthetic process","E3_08_16",0,0,0,1,1,1.49347167339381e-50
"spindle localization5","spindle localization","E3_08_16",0,0,0,1,1,7.2274659409864e-48
"trabecula morphogenesis5","trabecula morphogenesis","E3_08_16",0,0,0,1,1,3.01318233395351e-45
"branched-chain amino acid catabolic process5","branched-chain amino acid catabolic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"diol biosynthetic process5","diol biosynthetic process","E3_08_16",0,0,0,1,1,6.98781834928911e-50
"morphogenesis of a branching structure5","morphogenesis of a branching structure","E3_08_16",0,0,0,1,1,6.58572463295331e-37
"ruffle assembly5","ruffle assembly","E3_08_16",0,0,0,1,1,8.18034596982269e-49
"roof of mouth development5","roof of mouth development","E3_08_16",0,0,0,1,1,3.53496761567143e-42
"Schwann cell differentiation5","Schwann cell differentiation","E3_08_16",0,0,0,1,1,7.42526153470084e-49
"regulation of cellular response to oxidative stress5","regulation of cellular response to oxidative stress","E3_08_16",0,0,0,1,1,1.95895660695044e-46
"regulation of oxidative stress-induced cell death5","regulation of oxidative stress-induced cell death","E3_08_16",0,0,0,1,1,2.61955993634895e-47
"glycogen metabolic process5","glycogen metabolic process","E3_08_16",2,0,1.58496250072116,0.0257009345794393,1,2.23130649657876e-46
"organelle inheritance5","organelle inheritance","E3_08_16",1,0,1,0.0257009345794393,1,8.68267287704343e-51
"Golgi localization5","Golgi localization","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"mammary gland epithelial cell proliferation5","mammary gland epithelial cell proliferation","E3_08_16",0,0,0,1,1,6.20411760614639e-49
"dicarboxylic acid metabolic process5","dicarboxylic acid metabolic process","E3_08_16",0,0,0,1,1,1.23693864520152e-46
"regulation of defense response to virus5","regulation of defense response to virus","E3_08_16",0,0,0,1,1,2.88686093008917e-46
"positive regulation of cartilage development5","positive regulation of cartilage development","E3_08_16",0,0,0,1,1,2.34408111722148e-47
"neurotrophin signaling pathway5","neurotrophin signaling pathway","E3_08_16",0,0,0,1,1,2.61955993634895e-47
"ceramide biosynthetic process5","ceramide biosynthetic process","E3_08_16",0,0,0,1,1,4.47360118150652e-46
"plasma membrane tubulation5","plasma membrane tubulation","E3_08_16",0,0,0,1,1,2.35928573893973e-50
"membrane protein proteolysis5","membrane protein proteolysis","E3_08_16",0,0,0,1,1,9.75731996264241e-47
"regulation of ATP metabolic process5","regulation of ATP metabolic process","E3_08_16",0,0,0,1,1,2.44921779100244e-46
"regulation of carbohydrate metabolic process5","regulation of carbohydrate metabolic process","E3_08_16",0,0,0,1,1,7.49094795162348e-40
"positive regulation of kinase activity5","positive regulation of kinase activity","E3_08_16",0,1,-1,0.525700934579439,1,2.12622617953759e-30
"biological process involved in interaction with host5","biological process involved in interaction with host","E3_08_16",0,0,0,1,1,7.25416293108481e-40
"cellular response to ketone5","cellular response to ketone","E3_08_16",0,0,0,1,1,3.8019874635215e-43
"cell redox homeostasis5","cell redox homeostasis","E3_08_16",0,0,0,1,1,5.20525323965151e-49
"melanosome localization5","melanosome localization","E3_08_16",0,0,0,1,1,2.63433960149773e-50
"fibroblast apoptotic process5","fibroblast apoptotic process","E3_08_16",0,0,0,1,1,1.59064323786863e-49
"antigen processing and presentation of peptide antigen via MHC class I5","antigen processing and presentation of peptide antigen via MHC class I","E3_08_16",0,0,0,1,1,1.73246883135932e-49
"ubiquitin recycling5","ubiquitin recycling","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"adherens junction assembly5","adherens junction assembly","E3_08_16",0,0,0,1,1,2.25489313907759e-50
"regulation of sulfur metabolic process5","regulation of sulfur metabolic process","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"UV-damage excision repair5","UV-damage excision repair","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"mitochondrion localization5","mitochondrion localization","E3_08_16",0,0,0,1,1,7.74351588622284e-48
"execution phase of apoptosis5","execution phase of apoptosis","E3_08_16",0,0,0,1,1,5.75958208850816e-47
"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process5","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","E3_08_16",0,0,0,1,1,2.40626595939416e-46
"pentose-phosphate shunt5","pentose-phosphate shunt","E3_08_16",0,0,0,1,1,8.68267287704343e-51
"hepatocyte apoptotic process5","hepatocyte apoptotic process","E3_08_16",0,0,0,1,1,8.48668142287786e-49
"lysosomal protein catabolic process5","lysosomal protein catabolic process","E3_08_16",0,0,0,1,1,2.35928573893973e-50
"pyruvate metabolic process5","pyruvate metabolic process","E3_08_16",0,0,0,1,1,2.06075884565054e-44
"substantia nigra development5","substantia nigra development","E3_08_16",0,0,0,1,1,2.33391265539393e-48
"response to amino acid5","response to amino acid","E3_08_16",0,0,0,1,1,1.22086054087747e-41
"movement in host5","movement in host","E3_08_16",0,0,0,1,1,4.55022300705887e-41
"carbohydrate derivative catabolic process5","carbohydrate derivative catabolic process","E3_08_16",0,0,0,1,1,3.33387128922436e-42
"small molecule catabolic process5","small molecule catabolic process","E3_08_16",0,0,0,1,1,4.12381674689257e-37
"ribonucleoprotein complex biogenesis6","ribonucleoprotein complex biogenesis","MMEA9_C1",1,1,0,1,1,2.15001191301847e-31
"ncRNA processing6","ncRNA processing","MMEA9_C1",2,1,0.584962500721156,0.699300699300699,1,1.95071293408731e-31
"proteasome-mediated ubiquitin-dependent protein catabolic process6","proteasome-mediated ubiquitin-dependent protein catabolic process","MMEA9_C1",1,1,0,1,1,2.18344350154694e-32
"rRNA metabolic process6","rRNA metabolic process","MMEA9_C1",1,0,1,0.411421911421911,1,1.22172217878372e-36
"macroautophagy6","macroautophagy","MMEA9_C1",1,1,0,1,1,1.43248560608558e-33
"regulation of response to DNA damage stimulus6","regulation of response to DNA damage stimulus","MMEA9_C1",1,1,0,1,1,3.29656146864805e-31
"establishment of protein localization to organelle6","establishment of protein localization to organelle","MMEA9_C1",2,1,0.584962500721156,0.7004662004662,1,1.23703748902371e-29
"regulation of chromosome organization6","regulation of chromosome organization","MMEA9_C1",0,0,0,1,1,2.36003038079777e-35
"chromosome segregation6","chromosome segregation","MMEA9_C1",0,1,-1,0.488344988344988,1,1.72193719103694e-29
"mitochondrial gene expression6","mitochondrial gene expression","MMEA9_C1",0,0,0,1,1,2.52005117928882e-39
"cellular component disassembly6","cellular component disassembly","MMEA9_C1",1,1,0,1,1,2.35285256681355e-27
"Golgi vesicle transport6","Golgi vesicle transport","MMEA9_C1",0,1,-1,0.555944055944056,1,5.04229093076613e-33
"DNA replication6","DNA replication","MMEA9_C1",0,0,0,1,1,9.86135704216443e-34
"sister chromatid segregation6","sister chromatid segregation","MMEA9_C1",0,0,0,1,1,3.68639502213386e-35
"histone modification6","histone modification","MMEA9_C1",0,1,-1,0.5,1,7.17582875721514e-28
"nucleocytoplasmic transport6","nucleocytoplasmic transport","MMEA9_C1",1,1,0,1,1,1.19734879835019e-31
"nuclear transport6","nuclear transport","MMEA9_C1",1,1,0,1,1,1.19734879835019e-31
"double-strand break repair6","double-strand break repair","MMEA9_C1",0,0,0,1,1,1.33265004973321e-33
"mitotic cell cycle phase transition6","mitotic cell cycle phase transition","MMEA9_C1",0,1,-1,0.506993006993007,1,3.5450526548348e-28
"non-membrane-bounded organelle assembly6","non-membrane-bounded organelle assembly","MMEA9_C1",0,1,-1,0.494172494172494,1,1.82708141498693e-28
"cytoplasmic translation6","cytoplasmic translation","MMEA9_C1",0,0,0,1,1,3.0920351579583e-42
"regulation of DNA repair6","regulation of DNA repair","MMEA9_C1",0,0,0,1,1,2.66954794397188e-35
"ribonucleoprotein complex subunit organization6","ribonucleoprotein complex subunit organization","MMEA9_C1",0,0,0,1,1,1.78934388819904e-38
"peptidyl-lysine modification6","peptidyl-lysine modification","MMEA9_C1",0,1,-1,0.529137529137529,1,3.65971493312928e-31
"regulation of protein catabolic process6","regulation of protein catabolic process","MMEA9_C1",0,1,-1,0.548951048951049,1,3.72151202398087e-33
"protein targeting6","protein targeting","MMEA9_C1",1,1,0,1,1,4.69602717870537e-33
"protein polyubiquitination6","protein polyubiquitination","MMEA9_C1",1,0,1,0.417249417249417,1,3.10031835806056e-36
"vesicle organization6","vesicle organization","MMEA9_C1",0,1,-1,0.559440559440559,1,2.25237352400362e-33
"regulation of protein modification by small protein conjugation or removal6","regulation of protein modification by small protein conjugation or removal","MMEA9_C1",0,0,0,1,1,3.31294920867826e-35
"ribonucleoprotein complex assembly6","ribonucleoprotein complex assembly","MMEA9_C1",0,0,0,1,1,9.86476632469682e-39
"cellular respiration6","cellular respiration","MMEA9_C1",0,0,0,1,1,3.76298814569228e-38
"telomere organization6","telomere organization","MMEA9_C1",0,0,0,1,1,8.57930394705962e-39
"regulation of autophagy6","regulation of autophagy","MMEA9_C1",0,1,-1,0.547785547785548,1,3.74126121837112e-33
"regulation of protein stability6","regulation of protein stability","MMEA9_C1",1,0,1,0.490675990675991,1,5.85935164161819e-34
"RNA localization6","RNA localization","MMEA9_C1",0,0,0,1,1,4.56066907247962e-39
"regulation of intracellular transport6","regulation of intracellular transport","MMEA9_C1",0,1,-1,0.558275058275058,1,4.41368303270583e-33
"regulation of cell cycle phase transition6","regulation of cell cycle phase transition","MMEA9_C1",0,1,-1,0.51981351981352,1,7.57520418745551e-29
"nuclear chromosome segregation6","nuclear chromosome segregation","MMEA9_C1",0,1,-1,0.554778554778555,1,8.93121783103334e-33
"small GTPase mediated signal transduction6","small GTPase mediated signal transduction","MMEA9_C1",0,2,-1.58496250072116,0.00233100233100233,0.89044289044289,2.14792978438623e-24
"protein localization to nucleus6","protein localization to nucleus","MMEA9_C1",1,1,0,1,1,2.18344350154694e-32
"mitochondrial transport6","mitochondrial transport","MMEA9_C1",0,0,0,1,1,1.82077953840908e-40
"chromatin remodeling6","chromatin remodeling","MMEA9_C1",0,1,-1,0.51981351981352,1,6.8076470255427e-31
"cell cycle checkpoint signaling6","cell cycle checkpoint signaling","MMEA9_C1",0,0,0,1,1,3.39826086549168e-38
"microtubule cytoskeleton organization involved in mitosis6","microtubule cytoskeleton organization involved in mitosis","MMEA9_C1",0,0,0,1,1,3.85771916308626e-39
"establishment of organelle localization6","establishment of organelle localization","MMEA9_C1",0,1,-1,0.486013986013986,1,2.41151708951444e-28
"telomere maintenance6","telomere maintenance","MMEA9_C1",0,0,0,1,1,3.61524564005257e-39
"methylation6","methylation","MMEA9_C1",0,0,0,1,1,5.9043443418723e-34
