"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"AGE-RAGE signaling pathway in diabetic complications2","AGE-RAGE signaling pathway in diabetic complications","C3_05_24",0,0,0,1,1,1.41577096041565e-39
"Hepatitis B2","Hepatitis B","C3_05_24",0,0,0,1,1,8.11876900726324e-41
"Longevity regulating pathway - multiple species2","Longevity regulating pathway - multiple species","C3_05_24",0,0,0,1,1,1.39578221431396e-47
"Yersinia infection2","Yersinia infection","C3_05_24",0,0,0,1,1,1.48585231477932e-41
"N-Glycan biosynthesis2","N-Glycan biosynthesis","C3_05_24",0,0,0,1,1,4.20747264726575e-50
"Non-small cell lung cancer2","Non-small cell lung cancer","C3_05_24",1,0,1,0.266,1,8.68433469885888e-44
"Rap1 signaling pathway2","Rap1 signaling pathway","C3_05_24",2,1,0.584962500721156,0.704,1,7.04643781783079e-34
"Choline metabolism in cancer2","Choline metabolism in cancer","C3_05_24",0,0,0,1,1,9.19146969067903e-44
"TNF signaling pathway2","TNF signaling pathway","C3_05_24",1,0,1,0.31,1,1.32734258940893e-42
"Glioma2","Glioma","C3_05_24",0,0,0,1,1,4.70956352024848e-44
"Human immunodeficiency virus 1 infection2","Human immunodeficiency virus 1 infection","C3_05_24",0,0,0,1,1,1.27373914522856e-38
"Apoptosis2","Apoptosis","C3_05_24",0,0,0,1,1,1.03608308245779e-43
"AMPK signaling pathway2","AMPK signaling pathway","C3_05_24",1,0,1,0.231,1,1.00386513894606e-44
"Fatty acid metabolism2","Fatty acid metabolism","C3_05_24",0,0,0,1,1,6.44897331833114e-50
"DNA replication2","DNA replication","C3_05_24",0,0,0,1,1,7.50855106649638e-52
"Pathogenic Escherichia coli infection2","Pathogenic Escherichia coli infection","C3_05_24",0,0,0,1,1,3.32466172971218e-38
"PD-L1 expression and PD-1 checkpoint pathway in cancer2","PD-L1 expression and PD-1 checkpoint pathway in cancer","C3_05_24",0,0,0,1,1,1.96913891054378e-44
"Hippo signaling pathway2","Hippo signaling pathway","C3_05_24",0,0,0,1,1,7.21998164369612e-38
"Valine, leucine and isoleucine degradation2","Valine, leucine and isoleucine degradation","C3_05_24",0,0,0,1,1,1.82309831146263e-50
"Peroxisome2","Peroxisome","C3_05_24",0,0,0,1,1,8.15603796820225e-49
"Homologous recombination2","Homologous recombination","C3_05_24",0,0,0,1,1,1.13891427890474e-51
"Bladder cancer2","Bladder cancer","C3_05_24",0,0,0,1,1,3.16651682561829e-46
"Fluid shear stress and atherosclerosis2","Fluid shear stress and atherosclerosis","C3_05_24",0,0,0,1,1,2.84835484540449e-41
"SNARE interactions in vesicular transport2","SNARE interactions in vesicular transport","C3_05_24",0,0,0,1,1,3.68622265831533e-51
"Autophagy - other2","Autophagy - other","C3_05_24",0,0,0,1,1,2.0985823710783e-50
"Proteasome2","Proteasome","C3_05_24",0,0,0,1,1,4.13082489343336e-51
"Protein export2","Protein export","C3_05_24",0,0,0,1,1,4.29439574198659e-52
"Thyroid hormone signaling pathway2","Thyroid hormone signaling pathway","C3_05_24",0,0,0,1,1,3.28631545249136e-43
"Amino sugar and nucleotide sugar metabolism2","Amino sugar and nucleotide sugar metabolism","C3_05_24",0,0,0,1,1,1.82999006190836e-50
"Nucleotide metabolism2","Nucleotide metabolism","C3_05_24",2,0,1.58496250072116,0.028,1,9.75742835418917e-49
"ErbB signaling pathway2","ErbB signaling pathway","C3_05_24",0,0,0,1,1,1.97466510767597e-43
"Thyroid cancer2","Thyroid cancer","C3_05_24",0,0,0,1,1,7.83269983899218e-51
"Various types of N-glycan biosynthesis2","Various types of N-glycan biosynthesis","C3_05_24",0,0,0,1,1,5.32756006763921e-52
"Spinocerebellar ataxia2","Spinocerebellar ataxia","C3_05_24",0,0,0,1,1,8.96744669619501e-42
"Basal transcription factors2","Basal transcription factors","C3_05_24",0,0,0,1,1,8.77418693419719e-51
"Regulation of actin cytoskeleton2","Regulation of actin cytoskeleton","C3_05_24",0,1,-1,0.562,1,2.4516736980622e-34
"Melanoma2","Melanoma","C3_05_24",1,0,1,0.212,1,6.29106288923943e-46
"Tight junction2","Tight junction","C3_05_24",0,0,0,1,1,1.21761420184549e-39
"Apoptosis - multiple species2","Apoptosis - multiple species","C3_05_24",0,0,0,1,1,1.21818668376981e-49
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis2","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","C3_05_24",0,0,0,1,1,1.75711317064618e-53
"Biosynthesis of nucleotide sugars2","Biosynthesis of nucleotide sugars","C3_05_24",0,0,0,1,1,4.13900590151561e-51
"Epithelial cell signaling in Helicobacter pylori infection2","Epithelial cell signaling in Helicobacter pylori infection","C3_05_24",1,0,1,0.248,1,3.41791272857661e-44
"Epstein-Barr virus infection2","Epstein-Barr virus infection","C3_05_24",1,0,1,0.405,1,4.96604106334302e-40
"Selenocompound metabolism2","Selenocompound metabolism","C3_05_24",0,0,0,1,1,2.48149336049028e-52
"Other types of O-glycan biosynthesis2","Other types of O-glycan biosynthesis","C3_05_24",0,0,0,1,1,5.69053801899369e-50
"Notch signaling pathway2","Notch signaling pathway","C3_05_24",0,0,0,1,1,1.67675384022528e-47
"Fc gamma R-mediated phagocytosis2","Fc gamma R-mediated phagocytosis","C3_05_24",0,0,0,1,1,1.49426233173396e-43
"Citrate cycle (TCA cycle)2","Citrate cycle (TCA cycle)","C3_05_24",0,0,0,1,1,9.04228636306433e-53
"Apelin signaling pathway2","Apelin signaling pathway","C3_05_24",0,0,0,1,1,6.24676812122862e-40
"Mismatch repair2","Mismatch repair","C3_05_24",1,0,1,0.043,1,3.01233924392871e-53
"Carbon metabolism2","Carbon metabolism","C3_05_24",0,0,0,1,1,3.28217506593798e-45
"Hedgehog signaling pathway2","Hedgehog signaling pathway","C3_05_24",2,0,1.58496250072116,0.045,1,1.63636088699098e-45
"Chagas disease2","Chagas disease","C3_05_24",0,0,0,1,1,9.65453460044762e-44
"Growth hormone synthesis, secretion and action2","Growth hormone synthesis, secretion and action","C3_05_24",0,0,0,1,1,3.7734232842188e-41
"Kaposi sarcoma-associated herpesvirus infection2","Kaposi sarcoma-associated herpesvirus infection","C3_05_24",0,0,0,1,1,5.09187162946341e-41
"Hippo signaling pathway - multiple species2","Hippo signaling pathway - multiple species","C3_05_24",0,0,0,1,1,6.08619815709189e-49
"VEGF signaling pathway2","VEGF signaling pathway","C3_05_24",0,0,0,1,1,3.48521371547073e-48
"Gap junction2","Gap junction","C3_05_24",0,0,0,1,1,1.38300628042244e-45
"Vasopressin-regulated water reabsorption2","Vasopressin-regulated water reabsorption","C3_05_24",1,0,1,0.111,1,1.18476029011613e-49
"Progesterone-mediated oocyte maturation2","Progesterone-mediated oocyte maturation","C3_05_24",0,0,0,1,1,1.4459154059692e-45
"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate2","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","C3_05_24",0,0,0,1,1,1.51749546551467e-51
"T cell receptor signaling pathway2","T cell receptor signaling pathway","C3_05_24",0,0,0,1,1,6.45179222534848e-45
"Oocyte meiosis2","Oocyte meiosis","C3_05_24",0,0,0,1,1,1.10769488165662e-44
"Phospholipase D signaling pathway2","Phospholipase D signaling pathway","C3_05_24",0,0,0,1,1,3.35131522003815e-38
"Acute myeloid leukemia2","Acute myeloid leukemia","C3_05_24",0,0,0,1,1,2.08016853458424e-47
"One carbon pool by folate2","One carbon pool by folate","C3_05_24",0,0,0,1,1,6.35537137288461e-53
"Propanoate metabolism2","Propanoate metabolism","C3_05_24",0,0,0,1,1,6.54250187645278e-53
"Wnt signaling pathway2","Wnt signaling pathway","C3_05_24",0,0,0,1,1,6.01054209700271e-39
"Breast cancer2","Breast cancer","C3_05_24",0,0,0,1,1,6.53906157032059e-40
"Adipocytokine signaling pathway2","Adipocytokine signaling pathway","C3_05_24",0,0,0,1,1,9.50989580026315e-46
"Central carbon metabolism in cancer2","Central carbon metabolism in cancer","C3_05_24",1,0,1,0.252,1,3.18032610662777e-44
"Glyoxylate and dicarboxylate metabolism2","Glyoxylate and dicarboxylate metabolism","C3_05_24",0,0,0,1,1,5.14349462094519e-53
"Relaxin signaling pathway2","Relaxin signaling pathway","C3_05_24",0,0,0,1,1,2.05550721784628e-38
"Ferroptosis2","Ferroptosis","C3_05_24",0,0,0,1,1,1.08023171918276e-50
"Sphingolipid metabolism2","Sphingolipid metabolism","C3_05_24",0,0,0,1,1,2.27165200611204e-49
"Toxoplasmosis2","Toxoplasmosis","C3_05_24",0,0,0,1,1,4.43303555650463e-45
"Ras signaling pathway2","Ras signaling pathway","C3_05_24",2,1,0.584962500721156,0.73,1,3.07186682411343e-35
"Pyrimidine metabolism2","Pyrimidine metabolism","C3_05_24",2,0,1.58496250072116,0.02,1,1.34970971211598e-50
"GnRH signaling pathway2","GnRH signaling pathway","C3_05_24",0,0,0,1,1,4.17684020014496e-42
"Coronavirus disease - COVID-192","Coronavirus disease - COVID-19","C3_05_24",2,0,1.58496250072116,0.19,1,1.48436071244784e-38
"Mannose type O-glycan biosynthesis2","Mannose type O-glycan biosynthesis","C3_05_24",0,0,0,1,1,7.7233335299817e-54
"Terpenoid backbone biosynthesis2","Terpenoid backbone biosynthesis","C3_05_24",0,0,0,1,1,1.25590655194278e-53
"Cysteine and methionine metabolism2","Cysteine and methionine metabolism","C3_05_24",0,0,0,1,1,1.56497355637618e-49
"Circadian rhythm2","Circadian rhythm","C3_05_24",0,0,0,1,1,5.78935194001058e-53
"Fatty acid elongation2","Fatty acid elongation","C3_05_24",0,0,0,1,1,4.29439574198659e-52
"Biosynthesis of unsaturated fatty acids2","Biosynthesis of unsaturated fatty acids","C3_05_24",0,0,0,1,1,1.38910408422045e-52
"Inflammatory mediator regulation of TRP channels2","Inflammatory mediator regulation of TRP channels","C3_05_24",0,0,0,1,1,1.39099672344022e-42
"Parathyroid hormone synthesis, secretion and action2","Parathyroid hormone synthesis, secretion and action","C3_05_24",0,0,0,1,1,1.39527407626571e-39
"Sulfur metabolism2","Sulfur metabolism","C3_05_24",0,0,0,1,1,3.22487781948856e-54
"Vibrio cholerae infection2","Vibrio cholerae infection","C3_05_24",0,0,0,1,1,1.82471327179611e-48
"Signaling pathways regulating pluripotency of stem cells2","Signaling pathways regulating pluripotency of stem cells","C3_05_24",0,0,0,1,1,2.50241311662368e-43
"HIF-1 signaling pathway2","HIF-1 signaling pathway","C3_05_24",0,0,0,1,1,6.65371865472243e-42
"Purine metabolism2","Purine metabolism","C3_05_24",2,0,1.58496250072116,0.048,1,9.45734105325335e-46
"Fatty acid degradation2","Fatty acid degradation","C3_05_24",0,0,0,1,1,4.4710113890611e-51
"Glutathione metabolism2","Glutathione metabolism","C3_05_24",0,0,0,1,1,1.53017753621041e-49
"Transcriptional misregulation in cancer2","Transcriptional misregulation in cancer","C3_05_24",1,0,1,0.467,1,3.3036021829977e-37
"2-Oxocarboxylic acid metabolism2","2-Oxocarboxylic acid metabolism","C3_05_24",0,0,0,1,1,6.35537137288461e-53
"Adrenergic signaling in cardiomyocytes2","Adrenergic signaling in cardiomyocytes","C3_05_24",0,0,0,1,1,1.66760574668473e-39
"Gastric cancer2","Gastric cancer","C3_05_24",2,0,1.58496250072116,0.165,1,6.74886359213888e-40
"Long-term potentiation2","Long-term potentiation","C3_05_24",0,0,0,1,1,2.40528469954536e-47
"Motor proteins2","Motor proteins","C3_05_24",0,0,0,1,1,1.89408076920706e-39
"Biosynthesis of amino acids2","Biosynthesis of amino acids","C3_05_24",0,0,0,1,1,7.36868293265824e-48
"Other glycan degradation2","Other glycan degradation","C3_05_24",0,0,0,1,1,3.76188967995938e-53
"Non-homologous end-joining2","Non-homologous end-joining","C3_05_24",0,0,0,1,1,1.12846816965808e-53
"Glycerophospholipid metabolism2","Glycerophospholipid metabolism","C3_05_24",0,0,0,1,1,1.08869689762623e-47
"C-type lectin receptor signaling pathway2","C-type lectin receptor signaling pathway","C3_05_24",0,0,0,1,1,1.27618801049261e-44
"Lipid and atherosclerosis2","Lipid and atherosclerosis","C3_05_24",0,0,0,1,1,1.3753062703547e-40
"Hepatitis C2","Hepatitis C","C3_05_24",0,0,0,1,1,1.70518329283408e-41
"PI3K-Akt signaling pathway2","PI3K-Akt signaling pathway","C3_05_24",2,1,0.584962500721156,0.73,1,8.60934888545632e-30
"Long-term depression2","Long-term depression","C3_05_24",0,0,0,1,1,6.29120017217088e-49
"Arrhythmogenic right ventricular cardiomyopathy2","Arrhythmogenic right ventricular cardiomyopathy","C3_05_24",0,0,0,1,1,5.40231591211712e-43
"Necroptosis2","Necroptosis","C3_05_24",0,0,0,1,1,2.41127710108448e-44
"Retrograde endocannabinoid signaling2","Retrograde endocannabinoid signaling","C3_05_24",0,0,0,1,1,2.153728661898e-42
"Pantothenate and CoA biosynthesis2","Pantothenate and CoA biosynthesis","C3_05_24",0,0,0,1,1,2.50226346392889e-53
"Cushing syndrome2","Cushing syndrome","C3_05_24",0,0,0,1,1,3.68191550456911e-38
"Fructose and mannose metabolism2","Fructose and mannose metabolism","C3_05_24",0,0,0,1,1,1.19294990824555e-51
"Platelet activation2","Platelet activation","C3_05_24",0,0,0,1,1,1.27885551243099e-40
"Efferocytosis2","Efferocytosis","C3_05_24",0,0,0,1,1,7.94892384638907e-39
"Antifolate resistance2","Antifolate resistance","C3_05_24",0,0,0,1,1,6.33141853698042e-51
"Alcoholism2","Alcoholism","C3_05_24",0,0,0,1,1,2.66880101137011e-42
"Melanogenesis2","Melanogenesis","C3_05_24",0,0,0,1,1,1.60110301695675e-43
"Prolactin signaling pathway2","Prolactin signaling pathway","C3_05_24",0,0,0,1,1,9.56279485661137e-47
"Glycerolipid metabolism2","Glycerolipid metabolism","C3_05_24",0,0,0,1,1,7.26360200654009e-50
"Dopaminergic synapse2","Dopaminergic synapse","C3_05_24",0,0,0,1,1,2.94396653985309e-42
"Glycosphingolipid biosynthesis - ganglio series2","Glycosphingolipid biosynthesis - ganglio series","C3_05_24",0,0,0,1,1,2.07303480400726e-53
"Mucin type O-glycan biosynthesis2","Mucin type O-glycan biosynthesis","C3_05_24",0,0,0,1,1,2.20136306546768e-51
"Lipoic acid metabolism2","Lipoic acid metabolism","C3_05_24",0,0,0,1,1,3.22487781948856e-54
"NF-kappa B signaling pathway2","NF-kappa B signaling pathway","C3_05_24",0,0,0,1,1,2.47485517145629e-44
"Oxytocin signaling pathway2","Oxytocin signaling pathway","C3_05_24",0,0,0,1,1,2.26044301817727e-39
"Basal cell carcinoma2","Basal cell carcinoma","C3_05_24",0,0,0,1,1,4.93294556745891e-45
"Legionellosis2","Legionellosis","C3_05_24",0,0,0,1,1,1.94951978387105e-50
"Measles2","Measles","C3_05_24",0,0,0,1,1,1.80859107443039e-43
"Biosynthesis of cofactors2","Biosynthesis of cofactors","C3_05_24",2,0,1.58496250072116,0.07,1,3.24258333783017e-44
"Glycosaminoglycan biosynthesis - keratan sulfate2","Glycosaminoglycan biosynthesis - keratan sulfate","C3_05_24",0,0,0,1,1,1.25590655194278e-53
"Alanine, aspartate and glutamate metabolism2","Alanine, aspartate and glutamate metabolism","C3_05_24",0,0,0,1,1,8.81226538540138e-52
"Fatty acid biosynthesis2","Fatty acid biosynthesis","C3_05_24",0,0,0,1,1,1.25590655194278e-53
"Hypertrophic cardiomyopathy2","Hypertrophic cardiomyopathy","C3_05_24",0,0,0,1,1,7.27305827956524e-42
"Glucagon signaling pathway2","Glucagon signaling pathway","C3_05_24",0,0,0,1,1,1.73478657803537e-45
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin2","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","C3_05_24",0,0,0,1,1,1.04957580303722e-51
"Steroid biosynthesis2","Steroid biosynthesis","C3_05_24",0,0,0,1,1,3.22487781948856e-54
"cGMP-PKG signaling pathway2","cGMP-PKG signaling pathway","C3_05_24",0,0,0,1,1,1.8861099396257e-39
"Phagosome2","Phagosome","C3_05_24",0,0,0,1,1,5.03705558333418e-45
"Arginine and proline metabolism2","Arginine and proline metabolism","C3_05_24",0,0,0,1,1,2.74855828933336e-51
"Pyruvate metabolism2","Pyruvate metabolism","C3_05_24",0,0,0,1,1,1.19547954297461e-51
"Type II diabetes mellitus2","Type II diabetes mellitus","C3_05_24",0,0,0,1,1,5.19640446199094e-49
"Dilated cardiomyopathy2","Dilated cardiomyopathy","C3_05_24",0,0,0,1,1,6.20156218950542e-41
"Alcoholic liver disease2","Alcoholic liver disease","C3_05_24",0,0,0,1,1,1.55423277763464e-42
"Leukocyte transendothelial migration2","Leukocyte transendothelial migration","C3_05_24",0,0,0,1,1,1.20115146357665e-43
"Glycosaminoglycan degradation2","Glycosaminoglycan degradation","C3_05_24",0,0,0,1,1,1.55818459122842e-53
"Endocrine and other factor-regulated calcium reabsorption2","Endocrine and other factor-regulated calcium reabsorption","C3_05_24",0,0,0,1,1,2.49664393688063e-45
"Ubiquinone and other terpenoid-quinone biosynthesis2","Ubiquinone and other terpenoid-quinone biosynthesis","C3_05_24",0,0,0,1,1,9.534786571571e-54
"Fc epsilon RI signaling pathway2","Fc epsilon RI signaling pathway","C3_05_24",0,0,0,1,1,8.03033599071744e-49
"Glycine, serine and threonine metabolism2","Glycine, serine and threonine metabolism","C3_05_24",0,0,0,1,1,2.84770959987439e-52
"Pertussis2","Pertussis","C3_05_24",0,0,0,1,1,3.33567389618059e-48
"Aldosterone synthesis and secretion2","Aldosterone synthesis and secretion","C3_05_24",0,0,0,1,1,2.81267476257171e-42
"Regulation of lipolysis in adipocytes2","Regulation of lipolysis in adipocytes","C3_05_24",0,0,0,1,1,7.56960712369204e-48
"Cholinergic synapse2","Cholinergic synapse","C3_05_24",0,0,0,1,1,6.86487205538484e-44
"Osteoclast differentiation2","Osteoclast differentiation","C3_05_24",1,0,1,0.277,1,2.4202912182495e-43
"Pentose phosphate pathway2","Pentose phosphate pathway","C3_05_24",0,0,0,1,1,5.14349462094519e-53
"beta-Alanine metabolism2","beta-Alanine metabolism","C3_05_24",0,0,0,1,1,9.09095276104448e-52
"PPAR signaling pathway2","PPAR signaling pathway","C3_05_24",0,0,0,1,1,1.45543292144241e-48
"Folate biosynthesis2","Folate biosynthesis","C3_05_24",0,0,0,1,1,1.25590655194278e-53
"Influenza A2","Influenza A","C3_05_24",1,0,1,0.299,1,2.74164723106031e-43
"Th17 cell differentiation2","Th17 cell differentiation","C3_05_24",0,0,0,1,1,3.56124204474689e-44
"Cardiac muscle contraction2","Cardiac muscle contraction","C3_05_24",0,0,0,1,1,1.50148163564226e-46
"Nicotinate and nicotinamide metabolism2","Nicotinate and nicotinamide metabolism","C3_05_24",0,0,0,1,1,5.52665239302685e-52
"Aldosterone-regulated sodium reabsorption2","Aldosterone-regulated sodium reabsorption","C3_05_24",0,0,0,1,1,8.88900448729522e-51
"Neutrophil extracellular trap formation2","Neutrophil extracellular trap formation","C3_05_24",0,0,0,1,1,7.11691040098439e-44
"Th1 and Th2 cell differentiation2","Th1 and Th2 cell differentiation","C3_05_24",0,0,0,1,1,4.03784115615148e-46
"NOD-like receptor signaling pathway2","NOD-like receptor signaling pathway","C3_05_24",0,0,0,1,1,5.55653951874679e-42
"Cortisol synthesis and secretion2","Cortisol synthesis and secretion","C3_05_24",0,0,0,1,1,1.49099884959769e-45
"GnRH secretion2","GnRH secretion","C3_05_24",0,0,0,1,1,1.12771355304734e-48
"Vascular smooth muscle contraction2","Vascular smooth muscle contraction","C3_05_24",0,0,0,1,1,1.47995176067254e-39
"Estrogen signaling pathway2","Estrogen signaling pathway","C3_05_24",0,0,0,1,1,1.88610934938e-41
"RIG-I-like receptor signaling pathway2","RIG-I-like receptor signaling pathway","C3_05_24",0,0,0,1,1,1.77149455808751e-47
"Amoebiasis2","Amoebiasis","C3_05_24",0,0,0,1,1,3.96034976141201e-42
"ECM-receptor interaction2","ECM-receptor interaction","C3_05_24",0,0,0,1,1,1.52636825585916e-41
"Renin secretion2","Renin secretion","C3_05_24",0,0,0,1,1,9.2840985466317e-46
"Collecting duct acid secretion2","Collecting duct acid secretion","C3_05_24",0,0,0,1,1,1.47095936058903e-51
"Viral myocarditis2","Viral myocarditis","C3_05_24",0,0,0,1,1,3.40311786591893e-49
"B cell receptor signaling pathway2","B cell receptor signaling pathway","C3_05_24",0,0,0,1,1,3.48521371547073e-48
"Glutamatergic synapse2","Glutamatergic synapse","C3_05_24",0,0,0,1,1,3.28631545249136e-43
"Cytosolic DNA-sensing pathway2","Cytosolic DNA-sensing pathway","C3_05_24",0,0,0,1,1,2.43413554997113e-47
"Glycosphingolipid biosynthesis - globo and isoglobo series2","Glycosphingolipid biosynthesis - globo and isoglobo series","C3_05_24",0,0,0,1,1,3.22487781948856e-54
"Galactose metabolism2","Galactose metabolism","C3_05_24",0,0,0,1,1,9.77892786643579e-52
"Arginine biosynthesis2","Arginine biosynthesis","C3_05_24",0,0,0,1,1,3.36536384492914e-53
"Toll-like receptor signaling pathway2","Toll-like receptor signaling pathway","C3_05_24",0,0,0,1,1,1.75678923281975e-48
"Thiamine metabolism2","Thiamine metabolism","C3_05_24",0,0,0,1,1,3.22487781948856e-54
"Circadian entrainment2","Circadian entrainment","C3_05_24",0,0,0,1,1,2.83281339241754e-44
"Morphine addiction2","Morphine addiction","C3_05_24",0,0,0,1,1,8.42792589348091e-45
"Ether lipid metabolism2","Ether lipid metabolism","C3_05_24",0,0,0,1,1,1.61467409391409e-50
"Ribosome biogenesis in eukaryotes2","Ribosome biogenesis in eukaryotes","C3_05_24",0,0,0,1,1,6.27696799433838e-48
"Synaptic vesicle cycle2","Synaptic vesicle cycle","C3_05_24",0,0,0,1,1,6.32463235707305e-48
"Tryptophan metabolism2","Tryptophan metabolism","C3_05_24",0,0,0,1,1,4.29439574198659e-52
"Proximal tubule bicarbonate reclamation2","Proximal tubule bicarbonate reclamation","C3_05_24",0,0,0,1,1,2.11918358287658e-52
"Chemical carcinogenesis - receptor activation2","Chemical carcinogenesis - receptor activation","C3_05_24",0,0,0,1,1,2.981046357165e-38
"Leishmaniasis2","Leishmaniasis","C3_05_24",0,0,0,1,1,5.19850149149142e-49
"Glycosphingolipid biosynthesis - lacto and neolacto series2","Glycosphingolipid biosynthesis - lacto and neolacto series","C3_05_24",0,0,0,1,1,1.19969649178e-53
"Amphetamine addiction2","Amphetamine addiction","C3_05_24",0,0,0,1,1,8.0307794916411e-48
"Thyroid hormone synthesis2","Thyroid hormone synthesis","C3_05_24",0,0,0,1,1,1.06361316900957e-45
"Butanoate metabolism2","Butanoate metabolism","C3_05_24",0,0,0,1,1,5.59849539505693e-53
"ABC transporters2","ABC transporters","C3_05_24",0,0,0,1,1,2.23202174318291e-49
"Antigen processing and presentation2","Antigen processing and presentation","C3_05_24",0,0,0,1,1,3.23361906092921e-51
"Ovarian steroidogenesis2","Ovarian steroidogenesis","C3_05_24",0,0,0,1,1,1.30975305895156e-48
"Rheumatoid arthritis2","Rheumatoid arthritis","C3_05_24",1,0,1,0.204,1,4.68585653866562e-46
"IL-17 signaling pathway2","IL-17 signaling pathway","C3_05_24",0,0,0,1,1,3.63060098934829e-46
"Renin-angiotensin system2","Renin-angiotensin system","C3_05_24",0,0,0,1,1,3.02824681440552e-52
"Nitrogen metabolism2","Nitrogen metabolism","C3_05_24",0,0,0,1,1,5.66528483269764e-54
"Tuberculosis2","Tuberculosis","C3_05_24",0,0,0,1,1,1.58064812432528e-42
"Drug metabolism - other enzymes2","Drug metabolism - other enzymes","C3_05_24",2,0,1.58496250072116,0.031,1,2.35099285767137e-50
"Glycolysis / Gluconeogenesis2","Glycolysis / Gluconeogenesis","C3_05_24",0,0,0,1,1,4.41377863627191e-50
"Gastric acid secretion2","Gastric acid secretion","C3_05_24",0,0,0,1,1,1.11203749880991e-44
"Cholesterol metabolism2","Cholesterol metabolism","C3_05_24",0,0,0,1,1,5.69053801899369e-50
"African trypanosomiasis2","African trypanosomiasis","C3_05_24",0,0,0,1,1,1.86006723185991e-50
"GABAergic synapse2","GABAergic synapse","C3_05_24",0,0,0,1,1,7.22811142348527e-45
"Chemokine signaling pathway2","Chemokine signaling pathway","C3_05_24",0,0,0,1,1,1.826566356286e-41
"Insulin secretion2","Insulin secretion","C3_05_24",0,0,0,1,1,1.4135292744178e-44
"Cocaine addiction2","Cocaine addiction","C3_05_24",0,0,0,1,1,3.28678401060153e-50
"Mineral absorption2","Mineral absorption","C3_05_24",0,0,0,1,1,1.02402775098869e-48
"Histidine metabolism2","Histidine metabolism","C3_05_24",0,0,0,1,1,1.14789675565676e-53
"Vitamin digestion and absorption2","Vitamin digestion and absorption","C3_05_24",0,0,0,1,1,2.96190498523935e-53
"Systemic lupus erythematosus2","Systemic lupus erythematosus","C3_05_24",0,0,0,1,1,2.78635216433029e-49
"Phenylalanine metabolism2","Phenylalanine metabolism","C3_05_24",0,0,0,1,1,5.26446611594818e-54
"Taurine and hypotaurine metabolism2","Taurine and hypotaurine metabolism","C3_05_24",0,0,0,1,1,8.09717619203756e-54
"Starch and sucrose metabolism2","Starch and sucrose metabolism","C3_05_24",0,0,0,1,1,9.09095276104448e-52
"cAMP signaling pathway2","cAMP signaling pathway","C3_05_24",0,0,0,1,1,9.32607694593865e-38
"Protein digestion and absorption2","Protein digestion and absorption","C3_05_24",0,0,0,1,1,1.4794253104115e-41
"Primary bile acid biosynthesis2","Primary bile acid biosynthesis","C3_05_24",0,0,0,1,1,7.52289945844885e-54
"Calcium signaling pathway2","Calcium signaling pathway","C3_05_24",1,1,0,1,1,6.43985330873946e-34
"Porphyrin metabolism2","Porphyrin metabolism","C3_05_24",0,0,0,1,1,4.14204896728533e-54
"Malaria2","Malaria","C3_05_24",1,0,1,0.145,1,2.86589185180526e-48
"alpha-Linolenic acid metabolism2","alpha-Linolenic acid metabolism","C3_05_24",0,0,0,1,1,4.04755851388793e-54
"Cell adhesion molecules2","Cell adhesion molecules","C3_05_24",0,0,0,1,1,7.59779610948006e-45
"Carbohydrate digestion and absorption2","Carbohydrate digestion and absorption","C3_05_24",0,0,0,1,1,7.61505555415471e-50
"Serotonergic synapse2","Serotonergic synapse","C3_05_24",0,0,0,1,1,7.02847124049616e-45
"JAK-STAT signaling pathway2","JAK-STAT signaling pathway","C3_05_24",0,0,0,1,1,1.07562108706448e-42
"Type I diabetes mellitus2","Type I diabetes mellitus","C3_05_24",0,0,0,1,1,2.16083241312956e-53
"Arachidonic acid metabolism2","Arachidonic acid metabolism","C3_05_24",0,0,0,1,1,4.29439574198659e-52
"Salivary secretion2","Salivary secretion","C3_05_24",0,0,0,1,1,4.18794171108314e-45
"Inflammatory bowel disease2","Inflammatory bowel disease","C3_05_24",0,0,0,1,1,1.23958153871752e-49
"Natural killer cell mediated cytotoxicity2","Natural killer cell mediated cytotoxicity","C3_05_24",0,0,0,1,1,1.13470000243882e-47
"Tyrosine metabolism2","Tyrosine metabolism","C3_05_24",0,0,0,1,1,9.04228636306433e-53
"Allograft rejection2","Allograft rejection","C3_05_24",0,0,0,1,1,3.6287926691171e-54
"Phototransduction2","Phototransduction","C3_05_24",0,0,0,1,1,8.09717619203756e-54
"Primary immunodeficiency2","Primary immunodeficiency","C3_05_24",0,0,0,1,1,5.12933636854954e-53
"Linoleic acid metabolism2","Linoleic acid metabolism","C3_05_24",0,0,0,1,1,1.80325424692987e-54
"Pentose and glucuronate interconversions2","Pentose and glucuronate interconversions","C3_05_24",0,0,0,1,1,1.73439695385292e-54
"Graft-versus-host disease2","Graft-versus-host disease","C3_05_24",0,0,0,1,1,5.66528483269764e-54
"Intestinal immune network for IgA production2","Intestinal immune network for IgA production","C3_05_24",0,0,0,1,1,6.75797621829225e-52
