"","region","sample","obs.mut","sim.mut","log2fc","pvalue","pvalue.adj","sim.distr.norm.pvalue.adj"
"Arrhythmogenic right ventricular cardiomyopathy8","Arrhythmogenic right ventricular cardiomyopathy","E3_08_16",8,5,0.584962500721156,0.474,0.947780104712042,8.31847241429714e-15
"Necroptosis8","Necroptosis","E3_08_16",3,4,-0.321928094887362,0.731,1,8.78468775083523e-16
"Retrograde endocannabinoid signaling8","Retrograde endocannabinoid signaling","E3_08_16",2,5,-1,0.212,0.947780104712042,5.35869860210289e-15
"Pantothenate and CoA biosynthesis8","Pantothenate and CoA biosynthesis","E3_08_16",0,0,0,1,1,7.40502294821063e-38
"Cushing syndrome8","Cushing syndrome","E3_08_16",2,7,-1.41503749927884,0.016,0.286846153846154,3.93647910090906e-12
"Fructose and mannose metabolism8","Fructose and mannose metabolism","E3_08_16",1,1,0,1,1,3.70764156188636e-28
"Platelet activation8","Platelet activation","E3_08_16",2,5,-1,0.165,0.887857142857143,7.81561527630008e-15
"Efferocytosis8","Efferocytosis","E3_08_16",8,6,0.362570079384708,0.49,0.947780104712042,9.1114316379979e-12
"Antifolate resistance8","Antifolate resistance","E3_08_16",1,1,0,1,1,1.56838164907621e-28
"Alcoholism8","Alcoholism","E3_08_16",4,5,-0.263034405833794,0.728,1,6.88193540151489e-17
"Melanogenesis8","Melanogenesis","E3_08_16",2,5,-1,0.199,0.947780104712042,8.10394449928542e-14
"Prolactin signaling pathway8","Prolactin signaling pathway","E3_08_16",6,3,0.807354922057604,0.386,0.947780104712042,1.48866457780614e-19
"Glycerolipid metabolism8","Glycerolipid metabolism","E3_08_16",1,2,-0.584962500721156,0.374,0.947780104712042,4.47589973086038e-24
"Dopaminergic synapse8","Dopaminergic synapse","E3_08_16",1,5,-1.58496250072116,0.01,0.286846153846154,2.31711493711238e-13
"Glycosphingolipid biosynthesis - ganglio series8","Glycosphingolipid biosynthesis - ganglio series","E3_08_16",0,0,0,1,1,3.08816102783855e-39
"Mucin type O-glycan biosynthesis8","Mucin type O-glycan biosynthesis","E3_08_16",0,1,-1,0.497,0.947780104712042,9.86093362493027e-29
"Lipoic acid metabolism8","Lipoic acid metabolism","E3_08_16",0,0,0,1,1,1.34673978431464e-38
"NF-kappa B signaling pathway8","NF-kappa B signaling pathway","E3_08_16",3,4,-0.321928094887362,0.704,1,3.72159171073306e-17
"Oxytocin signaling pathway8","Oxytocin signaling pathway","E3_08_16",4,6,-0.485426827170242,0.364,0.947780104712042,5.2168296859346e-14
"Basal cell carcinoma8","Basal cell carcinoma","E3_08_16",1,3,-1,0.302,0.947780104712042,8.84473970432052e-20
"Legionellosis8","Legionellosis","E3_08_16",1,1,0,1,1,3.39771230866319e-30
"Measles8","Measles","E3_08_16",3,4,-0.321928094887362,0.701,1,1.05832852411315e-15
"Biosynthesis of cofactors8","Biosynthesis of cofactors","E3_08_16",0,4,-2.32192809488736,0.022,0.286846153846154,3.57507370639211e-16
"Glycosaminoglycan biosynthesis - keratan sulfate8","Glycosaminoglycan biosynthesis - keratan sulfate","E3_08_16",1,0,1,0.441,0.947780104712042,1.0809311199791e-36
"Alanine, aspartate and glutamate metabolism8","Alanine, aspartate and glutamate metabolism","E3_08_16",0,1,-1,0.481,0.947780104712042,2.03380232737058e-31
"Fatty acid biosynthesis8","Fatty acid biosynthesis","E3_08_16",2,0,1.58496250072116,0.134,0.844526315789474,8.87269540127297e-39
"Hypertrophic cardiomyopathy8","Hypertrophic cardiomyopathy","E3_08_16",9,6,0.514573172829758,0.379,0.947780104712042,9.06259912647247e-13
"Glucagon signaling pathway8","Glucagon signaling pathway","E3_08_16",3,3,0,1,1,4.32486541936909e-17
"Glycosaminoglycan biosynthesis - heparan sulfate / heparin8","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","E3_08_16",2,1,0.584962500721156,0.738,1,2.43863462691884e-26
"Steroid biosynthesis8","Steroid biosynthesis","E3_08_16",0,0,0,1,1,4.38531024196159e-39
"cGMP-PKG signaling pathway8","cGMP-PKG signaling pathway","E3_08_16",1,7,-2,0.02,0.286846153846154,8.70666672836331e-12
"Phagosome8","Phagosome","E3_08_16",4,5,-0.263034405833794,0.721,1,9.38353582559108e-16
"Arginine and proline metabolism8","Arginine and proline metabolism","E3_08_16",0,1,-1,0.511,0.947780104712042,9.75444354495042e-29
"Pyruvate metabolism8","Pyruvate metabolism","E3_08_16",2,1,0.584962500721156,0.675,1,7.84582310541874e-30
"Type II diabetes mellitus8","Type II diabetes mellitus","E3_08_16",2,2,0,1,1,5.77399664342253e-25
"Dilated cardiomyopathy8","Dilated cardiomyopathy","E3_08_16",8,6,0.362570079384708,0.499,0.947780104712042,3.5923766740739e-13
"Alcoholic liver disease8","Alcoholic liver disease","E3_08_16",4,5,-0.263034405833794,0.712,1,3.06630145742104e-15
"Leukocyte transendothelial migration8","Leukocyte transendothelial migration","E3_08_16",0,4,-2.32192809488736,0.022,0.286846153846154,1.40257065755629e-16
"Glycosaminoglycan degradation8","Glycosaminoglycan degradation","E3_08_16",0,0,0,1,1,1.94430260897682e-42
"Endocrine and other factor-regulated calcium reabsorption8","Endocrine and other factor-regulated calcium reabsorption","E3_08_16",3,3,0,1,1,5.06341826642883e-19
"Ubiquinone and other terpenoid-quinone biosynthesis8","Ubiquinone and other terpenoid-quinone biosynthesis","E3_08_16",0,0,0,1,1,1.4268946901015e-41
"Fc epsilon RI signaling pathway8","Fc epsilon RI signaling pathway","E3_08_16",0,2,-1.58496250072116,0.006,0.286846153846154,5.39225247116326e-22
"Glycine, serine and threonine metabolism8","Glycine, serine and threonine metabolism","E3_08_16",0,1,-1,0.529,0.947780104712042,4.9631738727312e-33
"Pertussis8","Pertussis","E3_08_16",1,2,-0.584962500721156,0.37,0.947780104712042,1.04270420439813e-25
"Aldosterone synthesis and secretion8","Aldosterone synthesis and secretion","E3_08_16",1,4,-1.32192809488736,0.112,0.844526315789474,9.91657151906219e-18
"Regulation of lipolysis in adipocytes8","Regulation of lipolysis in adipocytes","E3_08_16",1,2,-0.584962500721156,0.36,0.947780104712042,1.49254949992659e-21
"Cholinergic synapse8","Cholinergic synapse","E3_08_16",1,5,-1.58496250072116,0.016,0.286846153846154,7.88991097828709e-16
"Osteoclast differentiation8","Osteoclast differentiation","E3_08_16",5,6,-0.222392421336448,0.743,1,2.46038523803842e-15
"Pentose phosphate pathway8","Pentose phosphate pathway","E3_08_16",1,1,0,1,1,5.42008469678286e-35
"beta-Alanine metabolism8","beta-Alanine metabolism","E3_08_16",0,1,-1,0.554,0.953651515151515,1.69569232548769e-34
"PPAR signaling pathway8","PPAR signaling pathway","E3_08_16",0,2,-1.58496250072116,0.012,0.286846153846154,6.05892998805973e-22
"Folate biosynthesis8","Folate biosynthesis","E3_08_16",0,0,0,1,1,2.10361232177501e-37
"Influenza A8","Influenza A","E3_08_16",2,5,-1,0.204,0.947780104712042,2.79133538809261e-18
"Th17 cell differentiation8","Th17 cell differentiation","E3_08_16",8,5,0.584962500721156,0.5,0.947780104712042,6.42744388162878e-16
"Cardiac muscle contraction8","Cardiac muscle contraction","E3_08_16",4,3,0.321928094887362,0.654,1,3.84194903681194e-20
"Nicotinate and nicotinamide metabolism8","Nicotinate and nicotinamide metabolism","E3_08_16",0,1,-1,0.508,0.947780104712042,6.27074181723156e-31
"Aldosterone-regulated sodium reabsorption8","Aldosterone-regulated sodium reabsorption","E3_08_16",0,1,-1,0.508,0.947780104712042,1.09199480815298e-26
"Neutrophil extracellular trap formation8","Neutrophil extracellular trap formation","E3_08_16",2,4,-0.736965594166206,0.368,0.947780104712042,3.32983077158655e-20
"Th1 and Th2 cell differentiation8","Th1 and Th2 cell differentiation","E3_08_16",3,3,0,1,1,7.99849758146496e-21
"NOD-like receptor signaling pathway8","NOD-like receptor signaling pathway","E3_08_16",3,5,-0.584962500721156,0.348,0.947780104712042,8.83758703651793e-17
"Cortisol synthesis and secretion8","Cortisol synthesis and secretion","E3_08_16",1,3,-1,0.287,0.947780104712042,6.16959926159226e-19
"GnRH secretion8","GnRH secretion","E3_08_16",1,2,-0.584962500721156,0.36,0.947780104712042,1.44425210085249e-22
"Vascular smooth muscle contraction8","Vascular smooth muscle contraction","E3_08_16",3,6,-0.807354922057604,0.136,0.844526315789474,1.36641991987259e-12
"Estrogen signaling pathway8","Estrogen signaling pathway","E3_08_16",2,5,-1,0.2,0.947780104712042,9.05376126760781e-16
"RIG-I-like receptor signaling pathway8","RIG-I-like receptor signaling pathway","E3_08_16",3,2,0.415037499278844,0.79,1,5.3393124170801e-25
"Amoebiasis8","Amoebiasis","E3_08_16",5,6,-0.222392421336448,0.797,1,1.40257065755629e-16
"ECM-receptor interaction8","ECM-receptor interaction","E3_08_16",8,7,0.169925001442312,0.892,1,5.38694917186921e-17
"Renin secretion8","Renin secretion","E3_08_16",1,3,-1,0.279,0.947780104712042,2.34087004448547e-18
"Collecting duct acid secretion8","Collecting duct acid secretion","E3_08_16",0,1,-1,0.557,0.953651515151515,1.29485870540988e-34
"Viral myocarditis8","Viral myocarditis","E3_08_16",2,2,0,1,1,4.88410652919562e-23
"B cell receptor signaling pathway8","B cell receptor signaling pathway","E3_08_16",3,2,0.415037499278844,0.747,1,2.61469339319977e-22
"Glutamatergic synapse8","Glutamatergic synapse","E3_08_16",0,4,-2.32192809488736,0.021,0.286846153846154,1.80440973098746e-14
"Cytosolic DNA-sensing pathway8","Cytosolic DNA-sensing pathway","E3_08_16",5,2,1,0.277,0.947780104712042,2.74019259017601e-22
"Glycosphingolipid biosynthesis - globo and isoglobo series8","Glycosphingolipid biosynthesis - globo and isoglobo series","E3_08_16",1,0,1,0.298,0.947780104712042,2.17035793564378e-41
"Galactose metabolism8","Galactose metabolism","E3_08_16",1,1,0,1,1,2.69655306260457e-32
"Arginine biosynthesis8","Arginine biosynthesis","E3_08_16",0,0,0,1,1,1.06526727409306e-37
"Toll-like receptor signaling pathway8","Toll-like receptor signaling pathway","E3_08_16",2,3,-0.415037499278844,0.471,0.947780104712042,4.36418372549646e-22
"Thiamine metabolism8","Thiamine metabolism","E3_08_16",0,0,0,1,1,4.48632856060505e-42
"Circadian entrainment8","Circadian entrainment","E3_08_16",1,4,-1.32192809488736,0.113,0.844526315789474,2.77412939751901e-16
"Morphine addiction8","Morphine addiction","E3_08_16",0,4,-2.32192809488736,0.031,0.375321428571429,5.95491174521781e-18
"Ether lipid metabolism8","Ether lipid metabolism","E3_08_16",1,1,0,1,1,4.45788621873345e-30
"Ribosome biogenesis in eukaryotes8","Ribosome biogenesis in eukaryotes","E3_08_16",1,2,-0.584962500721156,0.368,0.947780104712042,2.05853344144481e-20
"Synaptic vesicle cycle8","Synaptic vesicle cycle","E3_08_16",4,3,0.321928094887362,0.672,1,1.76041282641146e-19
"Tryptophan metabolism8","Tryptophan metabolism","E3_08_16",1,1,0,1,1,4.84662794607898e-32
"Proximal tubule bicarbonate reclamation8","Proximal tubule bicarbonate reclamation","E3_08_16",0,0,0,1,1,6.54019852776396e-36
"Chemical carcinogenesis - receptor activation8","Chemical carcinogenesis - receptor activation","E3_08_16",2,7,-1.41503749927884,0.011,0.286846153846154,2.75137438407102e-13
"Leishmaniasis8","Leishmaniasis","E3_08_16",1,2,-0.584962500721156,0.392,0.947780104712042,3.04566687912515e-24
"Glycosphingolipid biosynthesis - lacto and neolacto series8","Glycosphingolipid biosynthesis - lacto and neolacto series","E3_08_16",2,1,0.584962500721156,0.683,1,9.38986832922982e-35
"Amphetamine addiction8","Amphetamine addiction","E3_08_16",1,2,-0.584962500721156,0.407,0.947780104712042,7.16893905252367e-22
"Thyroid hormone synthesis8","Thyroid hormone synthesis","E3_08_16",0,3,-2,0.071,0.668583333333333,6.49389214521137e-19
"Butanoate metabolism8","Butanoate metabolism","E3_08_16",1,0,1,0.316,0.947780104712042,1.39133186179517e-40
"ABC transporters8","ABC transporters","E3_08_16",1,1,0,1,1,1.06443406546672e-30
"Antigen processing and presentation8","Antigen processing and presentation","E3_08_16",0,1,-1,0.526,0.947780104712042,1.85928665119342e-28
"Ovarian steroidogenesis8","Ovarian steroidogenesis","E3_08_16",0,1,-1,0.491,0.947780104712042,2.78114653565313e-26
"Rheumatoid arthritis8","Rheumatoid arthritis","E3_08_16",3,3,0,1,1,8.87581615573657e-21
"IL-17 signaling pathway8","IL-17 signaling pathway","E3_08_16",2,3,-0.415037499278844,0.459,0.947780104712042,2.340173370001e-22
"Renin-angiotensin system8","Renin-angiotensin system","E3_08_16",0,0,0,1,1,4.49921297536624e-37
"Nitrogen metabolism8","Nitrogen metabolism","E3_08_16",0,0,0,1,1,3.08816102783855e-39
"Tuberculosis8","Tuberculosis","E3_08_16",6,5,0.222392421336448,0.845,1,8.91256609330422e-17
"Drug metabolism - other enzymes8","Drug metabolism - other enzymes","E3_08_16",1,2,-0.584962500721156,0.385,0.947780104712042,1.42059269610143e-26
"Glycolysis / Gluconeogenesis8","Glycolysis / Gluconeogenesis","E3_08_16",0,2,-1.58496250072116,0.015,0.286846153846154,1.63634095658599e-24
"Gastric acid secretion8","Gastric acid secretion","E3_08_16",1,3,-1,0.314,0.947780104712042,1.43098870951471e-20
"Cholesterol metabolism8","Cholesterol metabolism","E3_08_16",0,1,-1,0.475,0.947780104712042,7.5880376722964e-29
"African trypanosomiasis8","African trypanosomiasis","E3_08_16",0,1,-1,0.519,0.947780104712042,1.06874163195892e-28
"GABAergic synapse8","GABAergic synapse","E3_08_16",1,3,-1,0.276,0.947780104712042,7.63931770463354e-18
"Chemokine signaling pathway8","Chemokine signaling pathway","E3_08_16",2,6,-1.22239242133645,0.075,0.687162162162162,2.58841737759966e-15
"Insulin secretion8","Insulin secretion","E3_08_16",1,4,-1.32192809488736,0.121,0.844526315789474,7.8915535795704e-18
"Cocaine addiction8","Cocaine addiction","E3_08_16",0,1,-1,0.51,0.947780104712042,1.00463699119252e-28
"Mineral absorption8","Mineral absorption","E3_08_16",3,2,0.415037499278844,0.757,1,2.19829688230232e-26
"Histidine metabolism8","Histidine metabolism","E3_08_16",0,0,0,1,1,5.6003755576224e-42
"Vitamin digestion and absorption8","Vitamin digestion and absorption","E3_08_16",0,0,0,1,1,9.02191201442277e-37
"Systemic lupus erythematosus8","Systemic lupus erythematosus","E3_08_16",1,1,0,1,1,5.71942865693519e-30
"Phenylalanine metabolism8","Phenylalanine metabolism","E3_08_16",0,0,0,1,1,1.23197250532474e-43
"Taurine and hypotaurine metabolism8","Taurine and hypotaurine metabolism","E3_08_16",1,0,1,0.205,0.947780104712042,4.19624684795524e-44
"Starch and sucrose metabolism8","Starch and sucrose metabolism","E3_08_16",3,1,1,0.474,0.947780104712042,4.09161579864159e-30
"cAMP signaling pathway8","cAMP signaling pathway","E3_08_16",4,8,-0.84799690655495,0.16,0.874838709677419,3.68822718896863e-11
"Protein digestion and absorption8","Protein digestion and absorption","E3_08_16",2,6,-1.22239242133645,0.142,0.844526315789474,8.32664031402923e-18
"Primary bile acid biosynthesis8","Primary bile acid biosynthesis","E3_08_16",0,0,0,1,1,1.66976310224729e-42
"Calcium signaling pathway8","Calcium signaling pathway","E3_08_16",6,11,-0.777607578663552,0.154,0.8701,3.78981643573538e-09
"Porphyrin metabolism8","Porphyrin metabolism","E3_08_16",4,1,1.32192809488736,0.023,0.288777777777778,2.93263932113808e-34
"Malaria8","Malaria","E3_08_16",1,2,-0.584962500721156,0.38,0.947780104712042,8.72912974891435e-25
"alpha-Linolenic acid metabolism8","alpha-Linolenic acid metabolism","E3_08_16",0,0,0,1,1,5.6003755576224e-42
"Cell adhesion molecules8","Cell adhesion molecules","E3_08_16",2,5,-1,0.194,0.947780104712042,4.97062382237774e-16
"Carbohydrate digestion and absorption8","Carbohydrate digestion and absorption","E3_08_16",0,1,-1,0.455,0.947780104712042,3.10005160655216e-29
"Serotonergic synapse8","Serotonergic synapse","E3_08_16",0,4,-2.32192809488736,0.035,0.409137931034483,9.06560856396885e-18
"JAK-STAT signaling pathway8","JAK-STAT signaling pathway","E3_08_16",8,7,0.169925001442312,0.881,1,6.76912065920171e-15
"Type I diabetes mellitus8","Type I diabetes mellitus","E3_08_16",0,0,0,1,1,1.59613872617678e-41
"Arachidonic acid metabolism8","Arachidonic acid metabolism","E3_08_16",0,1,-1,0.532,0.947780104712042,1.06443406546672e-30
"Salivary secretion8","Salivary secretion","E3_08_16",0,3,-2,0.065,0.648088235294118,5.59254176230565e-19
"Inflammatory bowel disease8","Inflammatory bowel disease","E3_08_16",5,2,1,0.285,0.947780104712042,1.41159784139172e-23
"Natural killer cell mediated cytotoxicity8","Natural killer cell mediated cytotoxicity","E3_08_16",1,3,-1,0.295,0.947780104712042,5.08653906666489e-21
"Tyrosine metabolism8","Tyrosine metabolism","E3_08_16",0,0,0,1,1,1.07469681431339e-35
"Allograft rejection8","Allograft rejection","E3_08_16",0,0,0,1,1,1.79867380332355e-42
"Phototransduction8","Phototransduction","E3_08_16",0,0,0,1,1,9.34630067104521e-43
"Primary immunodeficiency8","Primary immunodeficiency","E3_08_16",1,0,1,0.464,0.947780104712042,2.46687723024475e-36
"Linoleic acid metabolism8","Linoleic acid metabolism","E3_08_16",0,0,0,1,1,4.516549835483e-43
"Pentose and glucuronate interconversions8","Pentose and glucuronate interconversions","E3_08_16",0,0,0,1,1,6.48732570113025e-41
"Graft-versus-host disease8","Graft-versus-host disease","E3_08_16",0,0,0,1,1,2.33200685478524e-40
"Intestinal immune network for IgA production8","Intestinal immune network for IgA production","E3_08_16",0,1,-1,0.565,0.96248743718593,1.0816218299184e-32
"Pancreatic secretion8","Pancreatic secretion","E3_08_16",0,3,-2,0.062,0.636909090909091,1.137293134069e-19
"Complement and coagulation cascades8","Complement and coagulation cascades","E3_08_16",1,2,-0.584962500721156,0.421,0.947780104712042,2.14090252037326e-24
"Fat digestion and absorption8","Fat digestion and absorption","E3_08_16",0,0,0,1,1,6.44478214651825e-40
"Ascorbate and aldarate metabolism8","Ascorbate and aldarate metabolism","E3_08_16",0,0,0,1,1,5.34239932389927e-44
"MicroRNAs in cancer8","MicroRNAs in cancer","E3_08_16",7,10,-0.459431618637297,0.363,0.947780104712042,5.00178851007644e-10
"Asthma8","Asthma","E3_08_16",0,0,0,1,1,4.27091066404007e-47
"Maturity onset diabetes of the young8","Maturity onset diabetes of the young","E3_08_16",0,0,0,1,1,1.15992622408432e-47
"Chemical carcinogenesis - DNA adducts8","Chemical carcinogenesis - DNA adducts","E3_08_16",0,0,0,1,1,9.93307252806018e-39
"Bile secretion8","Bile secretion","E3_08_16",0,2,-1.58496250072116,0.009,0.286846153846154,1.37137310444502e-22
"Metabolism of xenobiotics by cytochrome P4508","Metabolism of xenobiotics by cytochrome P450","E3_08_16",0,1,-1,0.549,0.953651515151515,1.39075409106944e-33
"Nicotine addiction8","Nicotine addiction","E3_08_16",0,0,0,1,1,9.48851264366281e-41
"Hematopoietic cell lineage8","Hematopoietic cell lineage","E3_08_16",3,3,0,1,1,1.65088164698218e-19
"Taste transduction8","Taste transduction","E3_08_16",0,2,-1.58496250072116,0.003,0.286846153846154,3.35067008537849e-25
"Drug metabolism - cytochrome P4508","Drug metabolism - cytochrome P450","E3_08_16",0,0,0,1,1,1.70695806871769e-36
"Autoimmune thyroid disease8","Autoimmune thyroid disease","E3_08_16",0,0,0,1,1,9.34630067104521e-43
"Steroid hormone biosynthesis8","Steroid hormone biosynthesis","E3_08_16",0,0,0,1,1,2.97030810925471e-36
"Retinol metabolism8","Retinol metabolism","E3_08_16",0,0,0,1,1,3.78513832466385e-35
"Viral protein interaction with cytokine and cytokine receptor8","Viral protein interaction with cytokine and cytokine receptor","E3_08_16",1,2,-0.584962500721156,0.439,0.947780104712042,3.00279363633274e-27
"Staphylococcus aureus infection8","Staphylococcus aureus infection","E3_08_16",1,1,0,1,1,1.62737274636052e-34
"Cytokine-cytokine receptor interaction8","Cytokine-cytokine receptor interaction","E3_08_16",8,8,0,1,1,1.46766318333272e-10
"Neuroactive ligand-receptor interaction8","Neuroactive ligand-receptor interaction","E3_08_16",9,6,0.514573172829758,0.436,0.947780104712042,8.56605994018713e-16
"Olfactory transduction8","Olfactory transduction","E3_08_16",1,1,0,1,1,7.82160055974794e-29
"Herpes simplex virus 1 infection9","Herpes simplex virus 1 infection","MMEA9_C1",1,1,0,1,1,2.23513030619342e-31
"Cell cycle9","Cell cycle","MMEA9_C1",0,0,0,1,1,1.46750895153276e-41
"Endocytosis9","Endocytosis","MMEA9_C1",0,1,-1,0.561,1,7.91077684421888e-36
"Ribosome9","Ribosome","MMEA9_C1",0,0,0,1,1,2.29047400083546e-46
"Autophagy - animal9","Autophagy - animal","MMEA9_C1",0,0,0,1,1,4.34425730205702e-42
"Protein processing in endoplasmic reticulum9","Protein processing in endoplasmic reticulum","MMEA9_C1",0,0,0,1,1,4.94869407735568e-41
"Huntington disease9","Huntington disease","MMEA9_C1",0,0,0,1,1,3.04407525196241e-37
"Ubiquitin mediated proteolysis9","Ubiquitin mediated proteolysis","MMEA9_C1",0,0,0,1,1,4.2655737079845e-42
"Shigellosis9","Shigellosis","MMEA9_C1",0,1,-1,0.58,1,1.67074705545376e-34
"Thermogenesis9","Thermogenesis","MMEA9_C1",0,0,0,1,1,1.69711035521286e-40
"Mitophagy - animal9","Mitophagy - animal","MMEA9_C1",0,0,0,1,1,9.80774229595997e-45
"Parkinson disease9","Parkinson disease","MMEA9_C1",0,0,0,1,1,6.19773140200224e-38
"Amyotrophic lateral sclerosis9","Amyotrophic lateral sclerosis","MMEA9_C1",0,1,-1,0.585,1,1.46927511866451e-35
"Cellular senescence9","Cellular senescence","MMEA9_C1",0,0,0,1,1,4.02330798825209e-42
"Chemical carcinogenesis - reactive oxygen species9","Chemical carcinogenesis - reactive oxygen species","MMEA9_C1",1,0,1,0.373,1,2.20065140196538e-40
"Colorectal cancer9","Colorectal cancer","MMEA9_C1",0,0,0,1,1,1.01673883727795e-44
"Salmonella infection9","Salmonella infection","MMEA9_C1",0,0,0,1,1,3.27756436997345e-38
"ATP-dependent chromatin remodeling9","ATP-dependent chromatin remodeling","MMEA9_C1",0,0,0,1,1,2.80018708868785e-45
"Diabetic cardiomyopathy9","Diabetic cardiomyopathy","MMEA9_C1",1,0,1,0.404,1,7.29695902446805e-40
"Spliceosome9","Spliceosome","MMEA9_C1",0,0,0,1,1,1.13705682955062e-43
"Viral carcinogenesis9","Viral carcinogenesis","MMEA9_C1",0,0,0,1,1,1.60294032986468e-39
"Pathways of neurodegeneration - multiple diseases9","Pathways of neurodegeneration - multiple diseases","MMEA9_C1",0,1,-1,0.495,1,9.41061151511939e-31
"Pancreatic cancer9","Pancreatic cancer","MMEA9_C1",0,0,0,1,1,2.08604553763412e-44
"Chronic myeloid leukemia9","Chronic myeloid leukemia","MMEA9_C1",0,0,0,1,1,1.54674860397036e-45
"Polycomb repressive complex9","Polycomb repressive complex","MMEA9_C1",0,0,0,1,1,3.50203955624082e-47
"Alzheimer disease9","Alzheimer disease","MMEA9_C1",0,1,-1,0.558,1,1.91776330625648e-33
"Non-alcoholic fatty liver disease9","Non-alcoholic fatty liver disease","MMEA9_C1",0,0,0,1,1,2.35998268160461e-42
"Nucleocytoplasmic transport9","Nucleocytoplasmic transport","MMEA9_C1",0,0,0,1,1,1.28104107954348e-44
"Human T-cell leukemia virus 1 infection9","Human T-cell leukemia virus 1 infection","MMEA9_C1",0,0,0,1,1,1.37374595134922e-37
"Nucleotide excision repair9","Nucleotide excision repair","MMEA9_C1",0,0,0,1,1,3.11040208236346e-48
"Oxidative phosphorylation9","Oxidative phosphorylation","MMEA9_C1",0,0,0,1,1,1.50574250786643e-45
"Renal cell carcinoma9","Renal cell carcinoma","MMEA9_C1",0,0,0,1,1,3.9816463000391e-45
"Axon guidance9","Axon guidance","MMEA9_C1",1,0,1,0.464,1,1.97804036080338e-37
"Endometrial cancer9","Endometrial cancer","MMEA9_C1",0,0,0,1,1,2.8680828850206e-48
"mRNA surveillance pathway9","mRNA surveillance pathway","MMEA9_C1",0,0,0,1,1,3.01791236400741e-47
"Focal adhesion9","Focal adhesion","MMEA9_C1",0,1,-1,0.56,1,6.64065332987763e-35
"Adherens junction9","Adherens junction","MMEA9_C1",0,0,0,1,1,1.19719644122459e-42
"Prion disease9","Prion disease","MMEA9_C1",0,0,0,1,1,2.59460036398911e-39
"Lysosome9","Lysosome","MMEA9_C1",0,0,0,1,1,4.51899390312883e-44
"MAPK signaling pathway9","MAPK signaling pathway","MMEA9_C1",1,1,0,1,1,1.59497812525787e-32
"Sphingolipid signaling pathway9","Sphingolipid signaling pathway","MMEA9_C1",0,0,0,1,1,2.0466690973771e-42
"Fanconi anemia pathway9","Fanconi anemia pathway","MMEA9_C1",0,0,0,1,1,5.7848866242443e-51
"Neurotrophin signaling pathway9","Neurotrophin signaling pathway","MMEA9_C1",0,0,0,1,1,3.74613545758241e-42
"Phosphatidylinositol signaling system9","Phosphatidylinositol signaling system","MMEA9_C1",0,0,0,1,1,2.65645782011441e-44
"Prostate cancer9","Prostate cancer","MMEA9_C1",0,0,0,1,1,2.25628781430785e-44
"Aminoacyl-tRNA biosynthesis9","Aminoacyl-tRNA biosynthesis","MMEA9_C1",0,0,0,1,1,8.97259538677526e-50
"Base excision repair9","Base excision repair","MMEA9_C1",0,0,0,1,1,3.51658276239415e-50
"p53 signaling pathway9","p53 signaling pathway","MMEA9_C1",0,0,0,1,1,1.42288065987014e-46
"EGFR tyrosine kinase inhibitor resistance9","EGFR tyrosine kinase inhibitor resistance","MMEA9_C1",0,0,0,1,1,2.16252032440395e-44
"Small cell lung cancer9","Small cell lung cancer","MMEA9_C1",0,0,0,1,1,3.73698034307074e-43
"RNA degradation9","RNA degradation","MMEA9_C1",0,0,0,1,1,8.74992204627158e-47
"mTOR signaling pathway9","mTOR signaling pathway","MMEA9_C1",0,0,0,1,1,1.84185665549007e-40
"Endocrine resistance9","Endocrine resistance","MMEA9_C1",1,0,1,0.239,1,1.31512579627199e-44
"Lysine degradation9","Lysine degradation","MMEA9_C1",0,0,0,1,1,5.43550814138348e-46
"Viral life cycle - HIV-19","Viral life cycle - HIV-1","MMEA9_C1",0,0,0,1,1,1.10493992371472e-48
"Longevity regulating pathway9","Longevity regulating pathway","MMEA9_C1",0,0,0,1,1,5.53447603801192e-45
"Insulin resistance9","Insulin resistance","MMEA9_C1",0,0,0,1,1,3.06558140527674e-43
"Inositol phosphate metabolism9","Inositol phosphate metabolism","MMEA9_C1",0,0,0,1,1,5.58963628333734e-47
"Platinum drug resistance9","Platinum drug resistance","MMEA9_C1",1,0,1,0.164,1,1.10361736984985e-47
"Bacterial invasion of epithelial cells9","Bacterial invasion of epithelial cells","MMEA9_C1",0,0,0,1,1,3.76596226738765e-43
"Hepatocellular carcinoma9","Hepatocellular carcinoma","MMEA9_C1",1,0,1,0.4,1,2.05052057030442e-39
"Insulin signaling pathway9","Insulin signaling pathway","MMEA9_C1",0,0,0,1,1,2.82017095147266e-43
"Human cytomegalovirus infection9","Human cytomegalovirus infection","MMEA9_C1",0,0,0,1,1,2.28723387823849e-37
"Human papillomavirus infection9","Human papillomavirus infection","MMEA9_C1",0,1,-1,0.514,1,6.74522218972308e-33
"Proteoglycans in cancer9","Proteoglycans in cancer","MMEA9_C1",1,1,0,1,1,1.08244176861579e-35
"TGF-beta signaling pathway9","TGF-beta signaling pathway","MMEA9_C1",0,0,0,1,1,3.99108449777518e-41
"RNA polymerase9","RNA polymerase","MMEA9_C1",0,0,0,1,1,4.60473476408057e-51
"FoxO signaling pathway9","FoxO signaling pathway","MMEA9_C1",0,0,0,1,1,1.17451691421671e-41
"AGE-RAGE signaling pathway in diabetic complications9","AGE-RAGE signaling pathway in diabetic complications","MMEA9_C1",1,0,1,0.3,1,7.20116592431751e-44
