"","condition","cycle","region","log2fc.mean","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"971","enu","3","mitochondrion morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070584",747,"FALSE"
"972","enu","3","mitotic cytokinesis",-0.333333333333333,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,3,1,0.939113176461563,1,NA,"GO:0000281",47,"FALSE"
"973","enu","3","monosaccharide biosynthetic process",-0.471679166426281,0.915078526446822,2,0.666666666666667,1.15470053837925,1.73205080756888,3,1,0.665363578330547,1,NA,"GO:0046364",28,"FALSE"
"974","enu","3","monosaccharide metabolic process",-0.805012499759615,0.337728257257196,4,1.33333333333333,0.577350269189626,0.433012701892219,9,3,0.313126306936382,1,NA,"GO:0005996",13,"FALSE"
"975","enu","3","morphogenesis of an epithelial sheet",-0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,3,1,0.752083256414919,1,NA,"GO:0002011",20,"FALSE"
"976","enu","3","movement in host",0,0,7,2.33333333333333,0.577350269189626,0.247435829652697,7,2.33333333333333,1,1,NA,"GO:0044000",747,"FALSE"
"977","enu","3","multicellular organism growth",-0.918295834054491,0.577350269189628,2,0.666666666666667,0.577350269189626,0.866025403784439,6,2,0.301674767499183,1,NA,"GO:0035264",12,"FALSE"
"978","enu","3","myeloid cell homeostasis",-0.861654166907052,1.02830866407054,4,1.33333333333333,1.52752523165195,1.14564392373896,8,2.66666666666667,0.325318430741125,1,NA,"GO:0002262",12,"FALSE"
"979","enu","3","ncRNA processing",-0.013547328165782,0.242996808023203,14,4.66666666666667,1.15470053837925,0.247435829652697,14,4.66666666666667,0.97757890789606,1,NA,"GO:0034470",526,"FALSE"
"980","enu","3","negative regulation of GTPase activity",1.05664166714744,0.915078526446824,4,1.33333333333333,1.15470053837925,0.866025403784439,0,0,0.122097941423092,1,NA,"GO:0034260",9,"FALSE"
"981","enu","3","negative regulation of catabolic process",-0.514773505407937,0.447194013569873,10,3.33333333333333,1.52752523165195,0.458257569495584,15,5,0.430801872911376,1,NA,"GO:0009895",26,"FALSE"
"982","enu","3","negative regulation of cell projection organization",-0.138345833092948,0.632139095336219,8,2.66666666666667,2.08166599946613,0.7806247497998,8,2.66666666666667,0.660240121737604,1,NA,"GO:0031345",137,"FALSE"
"983","enu","3","negative regulation of defense response to virus",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.937880657208172,1,NA,"GO:0050687",47,"FALSE"
"984","enu","3","negative regulation of growth",-0.278833755905707,0.481128664721296,11,3.66666666666667,2.08166599946613,0.567727090763491,13,4.33333333333333,0.715665312991782,1,NA,"GO:0045926",61,"FALSE"
"985","enu","3","negative regulation of mitotic nuclear division",-0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,2,0.666666666666667,0.967870787802862,1,NA,"GO:0045839",47,"FALSE"
"986","enu","3","negative regulation of phosphorus metabolic process",-0.130772474259587,0.116250967976906,19,6.33333333333333,1.15470053837925,0.182321137638829,21,7,0.970662311190497,1,NA,"GO:0010563",137,"FALSE"
"987","enu","3","negative regulation of protein phosphorylation",-0.161808942390081,0.141596409220072,15,5,1,0.2,17,5.66666666666667,0.95929833412004,1,NA,"GO:0001933",112,"FALSE"
"988","enu","3","negative regulation of transferase activity",-0.107309364962454,0.434063547465316,13,4.33333333333333,1.15470053837925,0.266469355010596,14,4.66666666666667,0.869132272040024,1,NA,"GO:0051348",180,"FALSE"
"989","enu","3","neural tube development",-0.610024999519229,0.337728257257196,5,1.66666666666667,0.577350269189626,0.346410161513775,9,3,0.552117956868448,1,NA,"GO:0021915",21,"FALSE"
"990","enu","3","neuron apoptotic process",0.0876781352779313,0.94310664018858,13,4.33333333333333,3.05505046330389,0.705011645377822,10,3.33333333333333,0.30580684474516,1,NA,"GO:0051402",220,"FALSE"
"991","enu","3","neuron death",0.0234631092971327,0.887741172666011,16,5.33333333333333,3.05505046330389,0.57282196186948,14,4.66666666666667,0.281256440439364,1,NA,"GO:0070997",451,"FALSE"
"992","enu","3","neuron projection organization",-0.333333333333333,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,3,1,0.942274281199871,1,NA,"GO:0106027",47,"FALSE"
"993","enu","3","neurotrophin signaling pathway",-0.333333333333333,1.15470053837925,1,0.333333333333333,0.577350269189626,1.73205080756888,2,0.666666666666667,0.635411665677749,1,NA,"GO:0038179",47,"FALSE"
"994","enu","3","non-membrane-bounded organelle assembly",-0.013547328165782,0.242996808023203,15,5,1,0.2,15,5,0.978094563937414,1,NA,"GO:0140694",526,"FALSE"
"995","enu","3","nonribosomal peptide biosynthetic process",0.666666666666667,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,0,0,0.418238939366874,1,NA,"GO:0019184",20,"FALSE"
"996","enu","3","nuclear chromosome segregation",-0.352964563017856,0.36946179574037,9,3,1,0.333333333333333,12,4,0.745332026185882,1,NA,"GO:0098813",42,"FALSE"
"997","enu","3","nuclear envelope organization",-0.333333333333333,1.15470053837925,1,0.333333333333333,0.577350269189626,1.73205080756888,2,0.666666666666667,0.605122796532255,1,NA,"GO:0006998",47,"FALSE"
"998","enu","3","nuclear transport",-0.278833755905707,0.481128664721296,11,3.66666666666667,2.08166599946613,0.567727090763491,13,4.33333333333333,0.702147928815479,1,NA,"GO:0051169",61,"FALSE"
"999","enu","3","nuclear-transcribed mRNA catabolic process",-1.25162916738783,0.577350269189628,1,0.333333333333333,0.577350269189626,1.73205080756888,6,2,0.198400381408442,1,NA,"GO:0000956",8,"FALSE"
"1000","enu","3","nucleic acid transport",-1.25162916738783,0.577350269189628,1,0.333333333333333,0.577350269189626,1.73205080756888,6,2,0.192059379734349,1,NA,"GO:0050657",8,"FALSE"
"1001","enu","3","nucleocytoplasmic transport",-0.278833755905707,0.481128664721296,11,3.66666666666667,2.08166599946613,0.567727090763491,13,4.33333333333333,0.702147928815479,1,NA,"GO:0006913",61,"FALSE"
"1002","enu","3","nucleotide catabolic process",-0.138345833092948,0.801486874080731,3,1,1,1,3,1,0.878728461933739,1,NA,"GO:0009166",137,"FALSE"
"1003","enu","3","nucleus organization",-0.723308333814105,0.801486874080733,2,0.666666666666667,0.577350269189626,0.866025403784439,5,1.66666666666667,0.548770517586846,1,NA,"GO:0006997",16,"FALSE"
"1004","enu","3","oligosaccharide-lipid intermediate biosynthetic process",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.814027941583958,1,NA,"GO:0006490",47,"FALSE"
"1005","enu","3","one-carbon metabolic process",0.861654166907053,0.801486874080733,3,1,1,1,0,0,0.260438237771047,1,NA,"GO:0006730",12,"FALSE"
"1006","enu","3","organelle fission",-0.0409522492618454,1.04014117335864,19,6.33333333333333,3.78593889720018,0.597779825873713,17,5.66666666666667,0.118127655230174,1,NA,"GO:0048285",347,"FALSE"
"1007","enu","3","organelle fusion",0.0506676978150167,0.662418963885046,6,2,1.73205080756888,0.866025403784439,5,1.66666666666667,0.705592375572755,1,NA,"GO:0048284",306,"FALSE"
"1008","enu","3","organelle inheritance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048308",747,"FALSE"
"1009","enu","3","organelle localization by membrane tethering",0.194987500240385,0.337728257257196,4,1.33333333333333,0.577350269189626,0.433012701892219,3,1,0.989905693442202,1,NA,"GO:0140056",93,"FALSE"
"1010","enu","3","organophosphate catabolic process",-0.584962500721157,1,4,1.33333333333333,1.52752523165195,1.14564392373896,6,2,0.510540640573318,1,NA,"GO:0046434",22,"FALSE"
"1011","enu","3","organophosphate ester transport",-0.389975000480771,0.337728257257196,4,1.33333333333333,0.577350269189626,0.433012701892219,6,2,0.893773731898867,1,NA,"GO:0015748",38,"FALSE"
"1012","enu","3","ossification",-0.144319802425369,0.389102461795425,20,6.66666666666667,2.08166599946613,0.31224989991992,22,7.33333333333333,0.815882781769763,1,NA,"GO:0001503",129,"FALSE"
"1013","enu","3","osteoblast differentiation",-0.389975000480771,0.171412399172523,10,3.33333333333333,0.577350269189626,0.173205080756888,14,4.66666666666667,0.711580054510087,1,NA,"GO:0001649",38,"FALSE"
"1014","enu","3","oxidative phosphorylation",-0.471679166426281,0.915078526446822,2,0.666666666666667,1.15470053837925,1.73205080756888,3,1,0.632867389397033,1,NA,"GO:0006119",28,"FALSE"
"1015","enu","3","pentose-phosphate shunt",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.839090389055733,1,NA,"GO:0006098",47,"FALSE"
"1016","enu","3","peptidyl-lysine modification",-0.376427672314988,0.878668033296594,13,4.33333333333333,3.05505046330389,0.705011645377822,15,5,0.285150597164962,1,NA,"GO:0018205",39,"FALSE"
"1017","enu","3","pericardium development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060039",747,"FALSE"
"1018","enu","3","peroxisome organization",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.858431778341675,1,NA,"GO:0007031",47,"FALSE"
"1019","enu","3","phospholipid biosynthetic process",-0.38400103114835,0.36946179574037,7,2.33333333333333,0.577350269189626,0.247435829652697,10,3.33333333333333,0.767930831724915,1,NA,"GO:0008654",38,"FALSE"
"1020","enu","3","pigment accumulation",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.757247013679395,1,NA,"GO:0043476",47,"FALSE"
"1021","enu","3","pigmentation",-0.861654166907053,0.801486874080733,1,0.333333333333333,0.577350269189626,1.73205080756888,4,1.33333333333333,0.496988840043243,1,NA,"GO:0043473",12,"FALSE"
"1022","enu","3","pinocytosis",0.52832083357372,0.915078526446824,2,0.666666666666667,1.15470053837925,1.73205080756888,0,0,0.557918908857,1,NA,"GO:0006907",26,"FALSE"
"1023","enu","3","placenta development",-0.861654166907052,1.02830866407054,3,1,1,1,7,2.33333333333333,0.36052471216544,1,NA,"GO:0001890",12,"FALSE"
"1024","enu","3","plasma membrane tubulation",0.666666666666667,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,0,0,0.575891378229097,1,NA,"GO:0097320",20,"FALSE"
"1025","enu","3","platelet-derived growth factor receptor signaling pathway",0.107309364962453,1.16467763536238,5,1.66666666666667,2.08166599946613,1.24899959967968,3,1,0.314748411868653,1,NA,"GO:0048008",180,"FALSE"
"1026","enu","3","polyamine biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006596",747,"FALSE"
"1027","enu","3","polyamine metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006595",747,"FALSE"
"1028","enu","3","polyol metabolic process",-0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,3,1,0.746101822119401,1,NA,"GO:0019751",20,"FALSE"
"1029","enu","3","positive regulation by host of viral process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0044794",747,"FALSE"
"1030","enu","3","positive regulation of GTPase activity",-0.0506676978150167,0.662418963885046,11,3.66666666666667,1.52752523165195,0.416597790450531,11,3.66666666666667,0.62189213432537,1,NA,"GO:0043547",306,"FALSE"
"1031","enu","3","positive regulation of amide metabolic process",-0.315844193368622,1.42289455410951,7,2.33333333333333,3.21455025366432,1.37766439442757,6,2,0.0998656016705229,1,NA,"GO:0034250",49,"FALSE"
"1032","enu","3","positive regulation of axonogenesis",-0.528320833573719,0.816972281122055,3,1,1.73205080756888,1.73205080756888,4,1.33333333333333,0.658415265142443,1,NA,"GO:0050772",26,"FALSE"
"1033","enu","3","positive regulation of cell projection organization",-0.097593916409282,0.666345932232807,17,5.66666666666667,3.05505046330389,0.539126552347746,17,5.66666666666667,0.436453341792989,1,NA,"GO:0031346",193,"FALSE"
"1034","enu","3","positive regulation of cellular component biogenesis",-0.454190026461569,0.259399136855593,17,5.66666666666667,1.52752523165195,0.269563276173873,24,8,0.426877191872214,1,NA,"GO:0044089",31,"FALSE"
"1035","enu","3","positive regulation of epithelial to mesenchymal transition",0.635630198536172,0.662418963885045,7,2.33333333333333,1.52752523165195,0.654653670707977,3,1,0.281208249746928,1,NA,"GO:0010718",20,"FALSE"
"1036","enu","3","positive regulation of establishment of protein localization",-0.171524390943253,0.61631272099004,12,4,2,0.5,13,4.33333333333333,0.538174694801124,1,NA,"GO:1904951",105,"FALSE"
"1037","enu","3","positive regulation of kinase activity",0.348131373119484,0.30795468871529,27,9,2.64575131106459,0.293972367896066,20,6.66666666666667,0.574625563693523,1,NA,"GO:0033674",43,"FALSE"
"1038","enu","3","positive regulation of microtubule polymerization",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.955711340931451,1,NA,"GO:0031116",47,"FALSE"
"1039","enu","3","positive regulation of nervous system development",-1.21461872992491,1.16467763536238,6,2,2.64575131106459,1.3228756555323,13,4.33333333333333,0.030157700292891,1,NA,"GO:0051962",8,"FALSE"
"1040","enu","3","positive regulation of neurogenesis",-1.01963122968452,1.29259306102804,6,2,2.64575131106459,1.3228756555323,11,3.66666666666667,0.0765848989503496,1,NA,"GO:0050769",9,"FALSE"
"1041","enu","3","positive regulation of neuron migration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:2001224",747,"FALSE"
"1042","enu","3","positive regulation of protein localization",-0.276691666185896,0.23962201193243,16,5.33333333333333,0.577350269189626,0.108253175473055,20,6.66666666666667,0.808967841465664,1,NA,"GO:1903829",61,"FALSE"
"1043","enu","3","positive regulation of stem cell population maintenance",-0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,2,0.666666666666667,0.961135664163726,1,NA,"GO:1902459",47,"FALSE"
"1044","enu","3","positive regulation of viral process",-0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,2,0.666666666666667,0.967495645272276,1,NA,"GO:0048524",47,"FALSE"
"1045","enu","3","postsynapse organization",-1,0.584962500721158,3,1,1,1,8,2.66666666666667,0.156295909677063,1,NA,"GO:0099173",9,"FALSE"
"1046","enu","3","proteasome-mediated ubiquitin-dependent protein catabolic process",-0.676582447798017,0.404962302710671,10,3.33333333333333,1.52752523165195,0.458257569495584,17,5.66666666666667,0.224834104394835,1,NA,"GO:0043161",20,"FALSE"
"1047","enu","3","protein autophosphorylation",0.0876781352779313,0.151862985014274,12,4,1,0.25,11,3.66666666666667,0.998500682682612,1,NA,"GO:0046777",220,"FALSE"
"1048","enu","3","protein folding",-0.528320833573719,0.0981062453247664,4,1.33333333333333,0.577350269189626,0.433012701892219,7,2.33333333333333,0.743461098054541,1,NA,"GO:0006457",26,"FALSE"
"1049","enu","3","protein glycosylation",0.107309364962454,0.613780927266304,10,3.33333333333333,2.08166599946613,0.62449979983984,8,2.66666666666667,0.737424034822605,1,NA,"GO:0006486",180,"FALSE"
"1050","enu","3","protein lipidation",-0.138345833092948,0.801486874080731,3,1,1,1,3,1,0.851356572325867,1,NA,"GO:0006497",137,"FALSE"
"1051","enu","3","protein localization to nucleus",-0.107309364962454,0.185865272242922,12,4,1,0.25,13,4.33333333333333,0.991146447817791,1,NA,"GO:0034504",180,"FALSE"
"1052","enu","3","protein neddylation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045116",747,"FALSE"
"1053","enu","3","protein polyubiquitination",0.107309364962454,0.185865272242922,10,3.33333333333333,0.577350269189626,0.173205080756888,9,3,0.99772063815296,1,NA,"GO:0000209",180,"FALSE"
"1054","enu","3","protein targeting",-0.0876781352779313,0.151862985014274,12,4,0,0,13,4.33333333333333,0.99309187747259,1,NA,"GO:0006605",220,"FALSE"
"1055","enu","3","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043328",747,"FALSE"
"1056","enu","3","protein-DNA complex subunit organization",-0.754344801944599,0.976891904538974,5,1.66666666666667,2.08166599946613,1.24899959967968,8,2.66666666666667,0.274333130326603,1,NA,"GO:0071824",16,"FALSE"
"1057","enu","3","protein-containing complex localization",-0.389975000480772,1.05549058534408,5,1.66666666666667,1.52752523165195,0.916515138991168,6,2,0.513989760738841,1,NA,"GO:0031503",38,"FALSE"
"1058","enu","3","proton motive force-driven ATP synthesis",0,0,1,0.333333333333333,0.577350269189626,1.73205080756888,1,0.333333333333333,1,1,NA,"GO:0015986",747,"FALSE"
"1059","enu","3","proton transmembrane transport",-0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,3,1,0.754539790329395,1,NA,"GO:1902600",20,"FALSE"
"1060","enu","3","pteridine-containing compound metabolic process",0.861654166907053,0.801486874080733,3,1,1,1,0,0,0.360524169466191,1,NA,"GO:0042558",12,"FALSE"
"1061","enu","3","quinone biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901663",747,"FALSE"
"1062","enu","3","rRNA metabolic process",0.214618729924908,0.185865272242922,11,3.66666666666667,0.577350269189626,0.157459164324443,9,3,0.984153980525177,1,NA,"GO:0016072",82,"FALSE"
"1063","enu","3","receptor metabolic process",-0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,3,1,0.771923310300151,1,NA,"GO:0043112",20,"FALSE"
"1064","enu","3","regulation of ATP metabolic process",0,1,4,1.33333333333333,1.52752523165195,1.14564392373896,3,1,0.78093428691677,1,NA,"GO:1903578",747,"FALSE"
"1065","enu","3","regulation of ATP-dependent activity",-0.471679166426281,0.915078526446822,2,0.666666666666667,1.15470053837925,1.73205080756888,3,1,0.712777750308204,1,NA,"GO:0043462",28,"FALSE"
"1066","enu","3","regulation of DNA repair",0.130772474259587,0.985570590406559,12,4,2.64575131106459,0.661437827766148,9,3,0.272952642054953,1,NA,"GO:0006282",137,"FALSE"
"1067","enu","3","regulation of DNA replication",-0.723308333814107,1.49242879563645,5,1.66666666666667,2.88675134594813,1.73205080756888,6,2,0.064495838652963,1,NA,"GO:0006275",16,"FALSE"
"1068","enu","3","regulation of G0 to G1 transition",-0.666666666666667,0.577350269189626,0,0,0,NA,2,0.666666666666667,0.853215935472137,1,NA,"GO:0070316",20,"FALSE"
"1069","enu","3","regulation of GTPase activity",0.0642150259807987,0.323530374300761,18,6,1,0.166666666666667,17,5.66666666666667,0.912573019534032,1,NA,"GO:0043087",265,"FALSE"
"1070","enu","3","regulation of Golgi organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903358",747,"FALSE"
"1071","enu","3","regulation of actin filament organization",-0.528320833573719,0.241989466013448,9,3,1,0.333333333333333,14,4.66666666666667,0.476870529318153,1,NA,"GO:0110053",26,"FALSE"
"1072","enu","3","regulation of actin filament-based process",-0.38783291076096,0.349412086963011,15,5,1.73205080756888,0.346410161513775,20,6.66666666666667,0.599152307484422,1,NA,"GO:0032970",38,"FALSE"
"1073","enu","3","regulation of anatomical structure size",-0.559357301704213,0.133373514333271,14,4.66666666666667,0.577350269189626,0.123717914826348,22,7.33333333333333,0.297634881892295,1,NA,"GO:0090066",25,"FALSE"
"1074","enu","3","regulation of apoptotic signaling pathway",-0.249487077668012,0.242996808023203,13,4.33333333333333,0.577350269189626,0.133234677505298,16,5.33333333333333,0.872545943496666,1,NA,"GO:2001233",71,"FALSE"
"1075","enu","3","regulation of autophagosome maturation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901096",747,"FALSE"
"1076","enu","3","regulation of autophagy",0.045834507916645,0.806694526703231,18,6,4,0.666666666666667,15,5,0.385504387069779,1,NA,"GO:0010506",347,"FALSE"
"1077","enu","3","regulation of binding",0.0973935838311033,0.505418570243931,19,6.33333333333333,2.08166599946613,0.328684105178863,17,5.66666666666667,0.647875610453756,1,NA,"GO:0051098",193,"FALSE"
"1078","enu","3","regulation of carbohydrate metabolic process",-0.0566416671474373,0.502400446698578,7,2.33333333333333,1.15470053837925,0.494871659305393,7,2.33333333333333,0.938183953451901,1,NA,"GO:0006109",306,"FALSE"
"1079","enu","3","regulation of cell cycle phase transition",0.120856693128236,0.209329932932865,19,6.33333333333333,1.52752523165195,0.24118819447136,17,5.66666666666667,0.976337635519938,1,NA,"GO:1901987",156,"FALSE"
"1080","enu","3","regulation of cell division",0.629656229203752,0.185865272242922,11,3.66666666666667,0.577350269189626,0.157459164324443,6,2,0.507867188271778,1,NA,"GO:0051302",21,"FALSE"
"1081","enu","3","regulation of cell growth",-0.185071719109035,0.181403645055088,18,6,0,0,21,7,0.912894629718501,1,NA,"GO:0001558",99,"FALSE"
"1082","enu","3","regulation of cell morphogenesis",-0.366511891183637,0.834853094257724,11,3.66666666666667,2.51661147842358,0.686348585024614,13,4.33333333333333,0.446138332899381,1,NA,"GO:0022604",42,"FALSE"
"1083","enu","3","regulation of cell-substrate adhesion",0.0506676978150167,0.341863699194834,15,5,1.73205080756888,0.346410161513775,14,4.66666666666667,0.909580495083444,1,NA,"GO:0010810",306,"FALSE"
"1084","enu","3","regulation of cell-substrate junction assembly",-0.0566416671474373,0.502400446698578,5,1.66666666666667,1.15470053837925,0.692820323027551,5,1.66666666666667,0.938906749225664,1,NA,"GO:0090109",306,"FALSE"
"1085","enu","3","regulation of cell-substrate junction organization",0.138345833092948,0.23962201193243,6,2,1,0.5,5,1.66666666666667,0.995914191923667,1,NA,"GO:0150116",137,"FALSE"
"1086","enu","3","regulation of cellular component size",-0.602451640685868,0.53055538451483,10,3.33333333333333,1.52752523165195,0.458257569495584,16,5.33333333333333,0.229779244119688,1,NA,"GO:0032535",21,"FALSE"
"1087","enu","3","regulation of chromosome organization",-0.0506676978150167,0.595080430324032,11,3.66666666666667,1.52752523165195,0.416597790450531,11,3.66666666666667,0.756644489429959,1,NA,"GO:0033044",306,"FALSE"
"1088","enu","3","regulation of chromosome segregation",-0.528320833573719,0.502400446698578,3,1,1,1,5,1.66666666666667,0.815571794455747,1,NA,"GO:0051983",26,"FALSE"
"1089","enu","3","regulation of circadian rhythm",0.194987500240385,0.337728257257196,4,1.33333333333333,0.577350269189626,0.433012701892219,3,1,0.992738425304527,1,NA,"GO:0042752",93,"FALSE"
"1090","enu","3","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0.245655198055402,0.425487284175352,10,3.33333333333333,0.577350269189626,0.173205080756888,8,2.66666666666667,0.8960545291325,1,NA,"GO:0043281",71,"FALSE"
"1091","enu","3","regulation of cytokinesis",-0.333333333333333,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,3,1,0.946190808515069,1,NA,"GO:0032465",47,"FALSE"
"1092","enu","3","regulation of embryonic development",0.861654166907053,0.801486874080733,9,3,2,0.666666666666667,3,1,0.0873586256752115,1,NA,"GO:0045995",12,"FALSE"
"1093","enu","3","regulation of establishment of cell polarity",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.920900953781781,1,NA,"GO:2000114",47,"FALSE"
"1094","enu","3","regulation of extracellular matrix organization",-0.194987500240387,1.30346571741306,4,1.33333333333333,1.52752523165195,1.14564392373896,4,1.33333333333333,0.520235477009948,1,NA,"GO:1903053",93,"FALSE"
"1095","enu","3","regulation of fibroblast migration",0,0,3,1,0,0,3,1,1,1,NA,"GO:0010762",747,"FALSE"
"1096","enu","3","regulation of fibroblast proliferation",-0.52832083357372,0.915078526446824,3,1,1,1,5,1.66666666666667,0.750203048622843,1,NA,"GO:0048145",26,"FALSE"
"1097","enu","3","regulation of focal adhesion assembly",-0.0566416671474373,0.502400446698578,5,1.66666666666667,1.15470053837925,0.692820323027551,5,1.66666666666667,0.938906749225664,1,NA,"GO:0051893",306,"FALSE"
"1098","enu","3","regulation of generation of precursor metabolites and energy",-0.389975000480771,0.727391143078349,4,1.33333333333333,1.52752523165195,1.14564392373896,5,1.66666666666667,0.744224196250027,1,NA,"GO:0043467",38,"FALSE"
"1099","enu","3","regulation of glucose metabolic process",0.194987500240385,0.337728257257196,4,1.33333333333333,0.577350269189626,0.433012701892219,3,1,0.991488750022153,1,NA,"GO:0010906",93,"FALSE"
"1100","enu","3","regulation of interferon-beta production",-0.666666666666667,0.577350269189626,0,0,0,NA,2,0.666666666666667,0.819752526347433,1,NA,"GO:0032648",20,"FALSE"
"1101","enu","3","regulation of intracellular protein transport",0.130772474259587,0.621600263797544,12,4,2,0.5,10,3.33333333333333,0.735591887435003,1,NA,"GO:0033157",137,"FALSE"
"1102","enu","3","regulation of intracellular steroid hormone receptor signaling pathway",-0.333333333333333,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,3,1,0.949883015845384,1,NA,"GO:0033143",47,"FALSE"
"1103","enu","3","regulation of intracellular transport",0.429835539064995,0.608025111905162,21,7,3,0.428571428571429,14,4.66666666666667,0.340184095904441,1,NA,"GO:0032386",33,"FALSE"
"1104","enu","3","regulation of ketone biosynthetic process",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.898049331136333,1,NA,"GO:0010566",47,"FALSE"
"1105","enu","3","regulation of ligase activity",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.65990158611054,1,NA,"GO:0051340",47,"FALSE"
"1106","enu","3","regulation of membrane permeability",-0.471679166426281,0.915078526446822,2,0.666666666666667,1.15470053837925,1.73205080756888,3,1,0.652437021495801,1,NA,"GO:0090559",28,"FALSE"
"1107","enu","3","regulation of microtubule cytoskeleton organization",-0.918295834054491,0.577350269189628,2,0.666666666666667,0.577350269189626,0.866025403784439,6,2,0.377760704634965,1,NA,"GO:0070507",12,"FALSE"
"1108","enu","3","regulation of microtubule depolymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0031114",747,"FALSE"
"1109","enu","3","regulation of microtubule-based process",-0.471679166426281,0.502400446698578,6,2,1,0.5,9,3,0.725807847192943,1,NA,"GO:0032886",28,"FALSE"
"1110","enu","3","regulation of mitochondrial fission",0.861654166907053,0.801486874080733,3,1,1,1,0,0,0.219282311749226,1,NA,"GO:0090140",12,"FALSE"
"1111","enu","3","regulation of mitochondrial membrane permeability",-0.666666666666667,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,3,1,0.826315664069563,1,NA,"GO:0046902",20,"FALSE"
"1112","enu","3","regulation of mitochondrial membrane potential",-0.138345833092948,0.801486874080731,3,1,1,1,3,1,0.878836098796372,1,NA,"GO:0051881",137,"FALSE"
"1113","enu","3","regulation of ncRNA transcription",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.916193747267661,1,NA,"GO:0140747",47,"FALSE"
"1114","enu","3","regulation of neuron apoptotic process",0.269118307352535,1.10330140490116,12,4,2.64575131106459,0.661437827766148,8,2.66666666666667,0.189813130322181,1,NA,"GO:0043523",63,"FALSE"
"1115","enu","3","regulation of neuron death",0.0544995774276267,0.686331918793518,15,5,2.64575131106459,0.529150262212918,13,4.33333333333333,0.462404107032737,1,NA,"GO:1901214",306,"FALSE"
"1116","enu","3","regulation of neuron projection development",-0.013547328165782,0.657855539574383,23,7.66666666666667,4.72581562625261,0.616410733859036,21,7,0.369703277740183,1,NA,"GO:0010975",526,"FALSE"
"1117","enu","3","regulation of pinocytosis",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.860428387170096,1,NA,"GO:0048548",47,"FALSE"
"1118","enu","3","regulation of plasma membrane bounded cell projection assembly",0.107309364962454,0.185865272242922,10,3.33333333333333,0.577350269189626,0.173205080756888,9,3,0.997631812423755,1,NA,"GO:0120032",180,"FALSE"
