"","condition","cycle","region","log2fc.mean","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"405","control","9","G0 to G1 transition",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045023",747,"FALSE"
"406","control","9","GPI anchor biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006506",747,"FALSE"
"407","control","9","Golgi organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0007030",747,"FALSE"
"408","control","9","Golgi to plasma membrane protein transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043001",747,"FALSE"
"409","control","9","Golgi vesicle transport",-0.333333333333333,0.516397779494322,0,0,0,NA,2,0.333333333333333,0.997785614422055,1,NA,"GO:0048193",47,"FALSE"
"410","control","9","NADP metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006739",747,"FALSE"
"411","control","9","NADPH regeneration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006740",747,"FALSE"
"412","control","9","RNA localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006403",747,"FALSE"
"413","control","9","RNA transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0050658",747,"FALSE"
"414","control","9","Schwann cell differentiation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0014037",747,"FALSE"
"415","control","9","U2-type prespliceosome assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903241",747,"FALSE"
"416","control","9","UV-damage excision repair",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070914",747,"FALSE"
"417","control","9","Wnt signaling pathway",-0.235839583213141,0.633791649233257,5,0.833333333333333,0.752772652709081,0.903327183250897,6,1,0.975743027448784,1,NA,"GO:0016055",74,"FALSE"
"418","control","9","actin filament organization",-0.166666666666667,0.408248290463863,5,0.833333333333333,0.408248290463863,0.489897948556636,6,1,0.999827750595957,1,NA,"GO:0007015",112,"FALSE"
"419","control","9","alcohol biosynthetic process",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.906970488467461,1,NA,"GO:0046165",47,"FALSE"
"420","control","9","amino sugar biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046349",747,"FALSE"
"421","control","9","aminoglycan biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006023",747,"FALSE"
"422","control","9","apoptotic mitochondrial changes",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0008637",747,"FALSE"
"423","control","9","appendage development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998716830408714,1,NA,"GO:0048736",112,"FALSE"
"424","control","9","aromatic compound catabolic process",-0.666666666666667,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,6,1,0.912597189499201,1,NA,"GO:0019439",20,"FALSE"
"425","control","9","autophagosome maturation",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.726067589572597,1,NA,"GO:0097352",47,"FALSE"
"426","control","9","autophagy of mitochondrion",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.989653577556433,1,NA,"GO:0000422",112,"FALSE"
"427","control","9","axon extension",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.928583532580139,1,NA,"GO:0048675",47,"FALSE"
"428","control","9","basement membrane organization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.990391885127165,1,NA,"GO:0071711",112,"FALSE"
"429","control","9","biological process involved in interaction with host",0.26416041678686,0.647058231368743,2,0.333333333333333,0.816496580927726,2.44948974278318,0,0,0.964645589917697,1,NA,"GO:0051701",63,"FALSE"
"430","control","9","body morphogenesis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.990231351650869,1,NA,"GO:0010171",112,"FALSE"
"431","control","9","bone development",-0.333333333333333,0.516397779494322,0,0,0,NA,2,0.333333333333333,0.99774879762984,1,NA,"GO:0060348",47,"FALSE"
"432","control","9","branched-chain amino acid metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0009081",747,"FALSE"
"433","control","9","carbohydrate derivative catabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998294087482676,1,NA,"GO:1901136",112,"FALSE"
"434","control","9","carbohydrate derivative transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901264",747,"FALSE"
"435","control","9","cell cycle G1/S phase transition",-0.166666666666667,0.752772652709081,1,0.166666666666667,0.408248290463863,2.44948974278318,2,0.333333333333333,0.972513717593185,1,NA,"GO:0044843",112,"FALSE"
"436","control","9","cell cycle G2/M phase transition",0.430827083453527,0.692594293027287,3,0.5,0.836660026534076,1.67332005306815,0,0,0.782628542064975,1,NA,"GO:0044839",33,"FALSE"
"437","control","9","cell cycle checkpoint signaling",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999674401017947,1,NA,"GO:0000075",112,"FALSE"
"438","control","9","cell growth",-0.666666666666667,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,6,1,0.858755027364482,1,NA,"GO:0016049",20,"FALSE"
"439","control","9","cell migration involved in heart development",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.504789926873955,1,NA,"GO:0060973",47,"FALSE"
"440","control","9","cell redox homeostasis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045454",747,"FALSE"
"441","control","9","cell-cell signaling by wnt",-0.235839583213141,0.633791649233257,5,0.833333333333333,0.752772652709081,0.903327183250897,6,1,0.975700067685691,1,NA,"GO:0198738",74,"FALSE"
"442","control","9","cell-substrate adhesion",-0.138345833092948,0.955983769453729,7,1.16666666666667,1.32916013582513,1.13928011642154,6,1,0.743472590272211,1,NA,"GO:0031589",137,"FALSE"
"443","control","9","cell-substrate junction assembly",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.959945590575954,1,NA,"GO:0007044",47,"FALSE"
"444","control","9","cell-substrate junction organization",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.964792000160094,1,NA,"GO:0150115",47,"FALSE"
"445","control","9","cellular carbohydrate metabolic process",0.166666666666667,0.408248290463863,3,0.5,0.547722557505166,1.09544511501033,2,0.333333333333333,0.999728515754413,1,NA,"GO:0044262",112,"FALSE"
"446","control","9","cellular component disassembly",-0.166666666666667,0.752772652709081,6,1,1.09544511501033,1.09544511501033,6,1,0.9557276601065,1,NA,"GO:0022411",112,"FALSE"
"447","control","9","cellular lipid catabolic process",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.849071770441904,1,NA,"GO:0044242",26,"FALSE"
"448","control","9","cellular metabolic compound salvage",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043094",747,"FALSE"
"449","control","9","cellular nitrogen compound catabolic process",-0.666666666666667,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,6,1,0.916126974848521,1,NA,"GO:0044270",20,"FALSE"
"450","control","9","cellular pigment accumulation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043482",747,"FALSE"
"451","control","9","cellular pigmentation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0033059",747,"FALSE"
"452","control","9","cellular respiration",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.997457192527443,1,NA,"GO:0045333",112,"FALSE"
"453","control","9","cellular response to UV",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.90040593450851,1,NA,"GO:0034644",47,"FALSE"
"454","control","9","cellular response to acid chemical",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.997774593480926,1,NA,"GO:0071229",112,"FALSE"
"455","control","9","cellular response to arsenic-containing substance",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.917310631680881,1,NA,"GO:0071243",112,"FALSE"
"456","control","9","cellular response to chemical stress",-0.166666666666667,0.408248290463863,2,0.333333333333333,0.516397779494322,1.54919333848297,3,0.5,0.999838926024468,1,NA,"GO:0062197",112,"FALSE"
"457","control","9","cellular response to dsRNA",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071359",747,"FALSE"
"458","control","9","cellular response to external stimulus",-0.0691729165464733,0.94693154709208,3,0.5,0.836660026534076,1.67332005306815,3,0.5,0.863465428384093,1,NA,"GO:0071496",265,"FALSE"
"459","control","9","cellular response to extracellular stimulus",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999750085456996,1,NA,"GO:0031668",112,"FALSE"
"460","control","9","cellular response to fluid shear stress",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.952253941710502,1,NA,"GO:0071498",112,"FALSE"
"461","control","9","cellular response to heat",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.976338725768494,1,NA,"GO:0034605",112,"FALSE"
"462","control","9","cellular response to insulin stimulus",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.949631414076379,1,NA,"GO:0032869",26,"FALSE"
"463","control","9","cellular response to ketone",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901655",747,"FALSE"
"464","control","9","cellular response to oxygen levels",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071453",747,"FALSE"
"465","control","9","cellular response to sterol depletion",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.926127526951972,1,NA,"GO:0071501",112,"FALSE"
"466","control","9","cellular response to topologically incorrect protein",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035967",747,"FALSE"
"467","control","9","cellular response to transforming growth factor beta stimulus",0,0.632455532033676,3,0.5,0.547722557505166,1.09544511501033,3,0.5,0.995520065589877,1,NA,"GO:0071560",747,"FALSE"
"468","control","9","cellular senescence",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.995586196219792,1,NA,"GO:0090398",112,"FALSE"
"469","control","9","centromere complex assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.942049134437453,1,NA,"GO:0034508",112,"FALSE"
"470","control","9","centrosome localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051642",747,"FALSE"
"471","control","9","chaperone-mediated autophagy",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0061684",747,"FALSE"
"472","control","9","chondrocyte differentiation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0002062",747,"FALSE"
"473","control","9","chromatin remodeling",-0.333333333333333,0.816496580927726,1,0.166666666666667,0.408248290463863,2.44948974278318,3,0.5,0.920936500445757,1,NA,"GO:0006338",47,"FALSE"
"474","control","9","chromosome localization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.994364262941338,1,NA,"GO:0050000",112,"FALSE"
"475","control","9","chromosome segregation",-0.833333333333333,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,6,1,0.847775872361589,1,NA,"GO:0007059",13,"FALSE"
"476","control","9","cilium assembly",-0.333333333333333,0.516397779494322,0,0,0,NA,2,0.333333333333333,0.997366936903145,1,NA,"GO:0060271",47,"FALSE"
"477","control","9","cilium organization",-0.333333333333333,0.516397779494322,1,0.166666666666667,0.408248290463863,2.44948974278318,3,0.5,0.997278054517239,1,NA,"GO:0044782",47,"FALSE"
"478","control","9","circadian regulation of gene expression",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.993505723702708,1,NA,"GO:0032922",112,"FALSE"
"479","control","9","clathrin-dependent endocytosis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0072583",747,"FALSE"
"480","control","9","collagen fibril organization",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.95473945310159,1,NA,"GO:0030199",47,"FALSE"
"481","control","9","connective tissue development",-0.5,0.836660026534076,1,0.166666666666667,0.408248290463863,2.44948974278318,4,0.666666666666667,0.842237522054433,1,NA,"GO:0061448",26,"FALSE"
"482","control","9","cortical cytoskeleton organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0030865",747,"FALSE"
"483","control","9","cytoplasmic translation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0002181",747,"FALSE"
"484","control","9","defense response to virus",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.937025933443743,1,NA,"GO:0051607",26,"FALSE"
"485","control","9","dephosphorylation",-0.333333333333333,0.516397779494322,1,0.166666666666667,0.408248290463863,2.44948974278318,3,0.5,0.995530705474913,1,NA,"GO:0016311",47,"FALSE"
"486","control","9","developmental growth involved in morphogenesis",0.166666666666667,0.752772652709081,2,0.333333333333333,0.516397779494322,1.54919333848297,1,0.166666666666667,0.954702295999176,1,NA,"GO:0060560",112,"FALSE"
"487","control","9","dicarboxylic acid metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043648",747,"FALSE"
"488","control","9","double-strand break repair",0,0.632455532033676,2,0.333333333333333,0.516397779494322,1.54919333848297,2,0.333333333333333,0.994838800749785,1,NA,"GO:0006302",747,"FALSE"
"489","control","9","embryonic body morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010172",747,"FALSE"
"490","control","9","embryonic organ development",-0.666666666666667,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,6,1,0.88657375403627,1,NA,"GO:0048568",20,"FALSE"
"491","control","9","epigenetic regulation of gene expression",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.996689533820997,1,NA,"GO:0040029",112,"FALSE"
"492","control","9","erythrocyte differentiation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.996352703767172,1,NA,"GO:0030218",112,"FALSE"
"493","control","9","establishment of mitotic spindle localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0040001",747,"FALSE"
"494","control","9","establishment of organelle localization",-0.735839583213141,0.647058231368741,2,0.333333333333333,0.816496580927726,2.44948974278318,6,1,0.775503226556558,1,NA,"GO:0051656",16,"FALSE"
"495","control","9","establishment of protein localization to membrane",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090150",747,"FALSE"
"496","control","9","establishment of protein localization to organelle",-0.235839583213141,0.633791649233257,5,0.833333333333333,0.752772652709081,0.903327183250897,6,1,0.985157812738907,1,NA,"GO:0072594",74,"FALSE"
"497","control","9","establishment or maintenance of cell polarity",-0.333333333333333,0.516397779494322,0,0,0,NA,2,0.333333333333333,0.997391702797416,1,NA,"GO:0007163",47,"FALSE"
"498","control","9","establishment or maintenance of epithelial cell apical/basal polarity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045197",747,"FALSE"
"499","control","9","ether lipid biosynthetic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.707341227614912,1,NA,"GO:0008611",112,"FALSE"
"500","control","9","exit from host cell",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.946816577865364,1,NA,"GO:0035891",112,"FALSE"
"501","control","9","exosomal secretion",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990182",747,"FALSE"
"502","control","9","extracellular matrix assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0085029",747,"FALSE"
"503","control","9","extracellular vesicle biogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140112",747,"FALSE"
"504","control","9","face development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.989220080318545,1,NA,"GO:0060324",112,"FALSE"
"505","control","9","fat cell differentiation",0.694987500240387,0.790716953712548,5,0.833333333333333,0.983192080250175,1.17983049630021,0,0,0.474190726210817,1,NA,"GO:0045444",17,"FALSE"
"506","control","9","fatty acid beta-oxidation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.985776610544231,1,NA,"GO:0006635",112,"FALSE"
"507","control","9","fibroblast migration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010761",747,"FALSE"
"508","control","9","fibroblast proliferation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048144",747,"FALSE"
"509","control","9","folic acid metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046655",747,"FALSE"
"510","control","9","glial cell apoptotic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.92475045620209,1,NA,"GO:0034349",112,"FALSE"
"511","control","9","glycerol ether biosynthetic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.707341227614912,1,NA,"GO:0046504",112,"FALSE"
"512","control","9","glycosyl compound biosynthetic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.930216765512555,1,NA,"GO:1901659",112,"FALSE"
"513","control","9","glycosyl compound metabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.98737040064566,1,NA,"GO:1901657",112,"FALSE"
"514","control","9","glycosylation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999149703335678,1,NA,"GO:0070085",112,"FALSE"
"515","control","9","heart valve development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.991688421526365,1,NA,"GO:0003170",112,"FALSE"
"516","control","9","heme metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042168",747,"FALSE"
"517","control","9","heterochromatin formation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.984652972956679,1,NA,"GO:0031507",112,"FALSE"
"518","control","9","heterocycle catabolic process",-0.666666666666667,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,6,1,0.91558068056961,1,NA,"GO:0046700",20,"FALSE"
"519","control","9","histone modification",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.970073421694295,1,NA,"GO:0016570",26,"FALSE"
"520","control","9","immune system development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0002520",747,"FALSE"
"521","control","9","in utero embryonic development",-0.833333333333333,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,6,1,0.811892610051403,1,NA,"GO:0001701",13,"FALSE"
"522","control","9","inner cell mass cell proliferation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0001833",747,"FALSE"
"523","control","9","inositol phosphate catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0071545",747,"FALSE"
"524","control","9","interferon-beta production",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032608",747,"FALSE"
"525","control","9","intermembrane lipid transfer",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0120009",747,"FALSE"
"526","control","9","intracellular lipid transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032365",747,"FALSE"
"527","control","9","intraciliary transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042073",747,"FALSE"
"528","control","9","iron ion homeostasis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0055072",747,"FALSE"
"529","control","9","iron-sulfur cluster assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0016226",747,"FALSE"
"530","control","9","kinetochore organization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.909716008073953,1,NA,"GO:0051383",112,"FALSE"
"531","control","9","lamellipodium assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.989527183408498,1,NA,"GO:0030032",112,"FALSE"
"532","control","9","lamellipodium morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0072673",747,"FALSE"
"533","control","9","lamellipodium organization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.994199450765563,1,NA,"GO:0097581",112,"FALSE"
"534","control","9","limb development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998716830408714,1,NA,"GO:0060173",112,"FALSE"
"535","control","9","lipoprotein catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042159",747,"FALSE"
"536","control","9","lipoprotein metabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.993782523464906,1,NA,"GO:0042157",112,"FALSE"
"537","control","9","lysosomal lumen acidification",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.906733048011646,1,NA,"GO:0007042",112,"FALSE"
"538","control","9","lysosomal protein catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1905146",747,"FALSE"
"539","control","9","mRNA export from nucleus",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006406",747,"FALSE"
"540","control","9","macroautophagy",0.166666666666667,0.408248290463863,4,0.666666666666667,0.516397779494322,0.774596669241483,3,0.5,0.9998300421982,1,NA,"GO:0016236",112,"FALSE"
"541","control","9","macromolecule deacylation",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.901373461840446,1,NA,"GO:0098732",47,"FALSE"
"542","control","9","macromolecule glycosylation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998882602731416,1,NA,"GO:0043413",112,"FALSE"
"543","control","9","magnesium ion transmembrane transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903830",747,"FALSE"
"544","control","9","magnesium ion transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0015693",747,"FALSE"
"545","control","9","maintenance of cell number",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998691751054258,1,NA,"GO:0098727",112,"FALSE"
"546","control","9","maintenance of protein location",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.995341226936114,1,NA,"GO:0045185",112,"FALSE"
"547","control","9","maintenance of protein location in cell",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032507",747,"FALSE"
"548","control","9","mammary gland epithelial cell proliferation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0033598",747,"FALSE"
"549","control","9","membrane assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.988575391441569,1,NA,"GO:0071709",112,"FALSE"
"550","control","9","membrane biogenesis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.989669257673799,1,NA,"GO:0044091",112,"FALSE"
"551","control","9","membrane docking",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.87054422529281,1,NA,"GO:0022406",47,"FALSE"
"552","control","9","membrane fission",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090148",747,"FALSE"
"553","control","9","mesenchymal cell differentiation",-0.166666666666667,0.983192080250175,2,0.333333333333333,0.516397779494322,1.54919333848297,3,0.5,0.826279969047504,1,NA,"GO:0048762",112,"FALSE"
"554","control","9","metallo-sulfur cluster assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0031163",747,"FALSE"
"555","control","9","methylation",0.333333333333333,0.516397779494322,3,0.5,0.547722557505166,1.09544511501033,1,0.166666666666667,0.994468909635981,1,NA,"GO:0032259",47,"FALSE"
"556","control","9","miRNA processing",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.977400529052072,1,NA,"GO:0035196",112,"FALSE"
"557","control","9","microtubule cytoskeleton organization involved in mitosis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998942803701948,1,NA,"GO:1902850",112,"FALSE"
"558","control","9","microtubule depolymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0007019",747,"FALSE"
"559","control","9","microtubule organizing center localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0061842",747,"FALSE"
"560","control","9","microtubule polymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046785",747,"FALSE"
"561","control","9","mitochondrial calcium ion homeostasis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051560",747,"FALSE"
"562","control","9","mitochondrial calcium ion transmembrane transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006851",747,"FALSE"
"563","control","9","mitochondrial gene expression",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140053",747,"FALSE"
"564","control","9","mitochondrial genome maintenance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0000002",747,"FALSE"
"565","control","9","mitochondrial membrane organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0007006",747,"FALSE"
"566","control","9","mitochondrial outer membrane permeabilization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0097345",747,"FALSE"
"567","control","9","mitochondrial respiratory chain complex assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.976379089475826,1,NA,"GO:0033108",112,"FALSE"
"568","control","9","mitochondrial transmembrane transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990542",747,"FALSE"
"569","control","9","mitochondrial transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006839",747,"FALSE"
"570","control","9","mitochondrion distribution",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048311",747,"FALSE"
"571","control","9","mitochondrion localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051646",747,"FALSE"
"572","control","9","mitochondrion morphogenesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070584",747,"FALSE"
"573","control","9","mitotic cytokinesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0000281",747,"FALSE"
"574","control","9","monosaccharide biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046364",747,"FALSE"
"575","control","9","monosaccharide metabolic process",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.946388837661461,1,NA,"GO:0005996",26,"FALSE"
"576","control","9","morphogenesis of an epithelial sheet",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0002011",747,"FALSE"
"577","control","9","movement in host",0.26416041678686,0.647058231368743,2,0.333333333333333,0.816496580927726,2.44948974278318,0,0,0.951284682305757,1,NA,"GO:0044000",63,"FALSE"
"578","control","9","multicellular organism growth",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035264",747,"FALSE"
"579","control","9","myeloid cell homeostasis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998715055002925,1,NA,"GO:0002262",112,"FALSE"
"580","control","9","ncRNA processing",-0.235839583213141,0.633791649233257,3,0.5,0.836660026534076,1.67332005306815,4,0.666666666666667,0.987968143487332,1,NA,"GO:0034470",74,"FALSE"
"581","control","9","negative regulation of GTPase activity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0034260",747,"FALSE"
"582","control","9","negative regulation of catabolic process",-0.166666666666667,0.408248290463863,2,0.333333333333333,0.516397779494322,1.54919333848297,3,0.5,0.999907584414492,1,NA,"GO:0009895",112,"FALSE"
