"","condition","cycle","region","log2fc.mean","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"965","enu","3","mitochondrial outer membrane permeabilization",-0.471679166426281,2,0.666666666666667,1.15470053837925,1.73205080756888,1,0.621271323952884,1,NA,"GO:0097345",28,"FALSE"
"966","enu","3","mitochondrial respiratory chain complex assembly",-0.138345833092948,9,3,1,0.333333333333333,3.33333333333333,0.819953827286549,1,NA,"GO:0033108",137,"FALSE"
"967","enu","3","mitochondrial transmembrane transport",-0.138345833092948,7,2.33333333333333,0.577350269189626,0.247435829652697,2.66666666666667,0.988284766748419,1,NA,"GO:1990542",137,"FALSE"
"968","enu","3","mitochondrial transport",-0.0566416671474373,23,7.66666666666667,1.15470053837925,0.150613113701641,8,0.996524128521505,1,NA,"GO:0006839",306,"FALSE"
"969","enu","3","mitochondrion distribution",0,0,0,0,NA,0,1,1,NA,"GO:0048311",747,"FALSE"
"970","enu","3","mitochondrion localization",-0.194987500240385,3,1,0,0,1.33333333333333,0.979659049504372,1,NA,"GO:0051646",93,"FALSE"
"971","enu","3","mitochondrion morphogenesis",-0.584962500721157,4,1.33333333333333,1.52752523165195,1.14564392373896,2,0.419004894855403,1,NA,"GO:0070584",22,"FALSE"
"972","enu","3","mitotic cytokinesis",0.291489705972047,24,8,1.73205080756888,0.21650635094611,6.33333333333333,0.737107475979557,1,NA,"GO:0000281",55,"FALSE"
"973","enu","3","monosaccharide biosynthetic process",0.309870224036201,22,7.33333333333333,1.52752523165195,0.208298895225265,5.66666666666667,0.720998405449859,1,NA,"GO:0046364",54,"FALSE"
"974","enu","3","monosaccharide metabolic process",0.0637988439150458,48,16,4.35889894354067,0.272431183971292,15,0.663481838003363,1,NA,"GO:0005996",265,"FALSE"
"975","enu","3","morphogenesis of an epithelial sheet",-0.352964563017856,10,3.33333333333333,1.52752523165195,0.458257569495584,4.33333333333333,0.509187862211788,1,NA,"GO:0002011",42,"FALSE"
"976","enu","3","movement in host",0.0134982594093533,29,9.66666666666667,3.05505046330389,0.316039703100403,9.33333333333333,0.831476674020312,1,NA,"GO:0044000",526,"FALSE"
"977","enu","3","multicellular organism growth",-0.446616667628208,16,5.33333333333333,2.08166599946613,0.3903123748999,7.33333333333333,0.440831504231296,1,NA,"GO:0035264",32,"FALSE"
"978","enu","3","myeloid cell homeostasis",-0.45950387441791,24,8,3.60555127546399,0.450693909432999,10.6666666666667,0.255256421736729,1,NA,"GO:0002262",31,"FALSE"
"979","enu","3","ncRNA processing",-0.308124768095315,56,18.6666666666667,2.51661147842358,0.134818472058406,23.3333333333333,0.332203564867188,1,NA,"GO:0034470",54,"TRUE"
"980","enu","3","negative regulation of GTPase activity",0.666666666666667,13,4.33333333333333,1.15470053837925,0.266469355010596,2.33333333333333,0.428850775225498,1,NA,"GO:0034260",20,"FALSE"
"981","enu","3","negative regulation of catabolic process",-0.195501555176521,56,18.6666666666667,2.51661147842358,0.134818472058406,21.6666666666667,0.685822968156386,1,NA,"GO:0009895",93,"FALSE"
"982","enu","3","negative regulation of cell projection organization",0.0370104374629147,26,8.66666666666667,2.08166599946613,0.240192230707631,8.33333333333333,0.957373843505128,1,NA,"GO:0031345",385,"FALSE"
"983","enu","3","negative regulation of defense response to virus",0.0566416671474366,12,4,3.60555127546399,0.901387818865997,3,0.192599768320822,1,NA,"GO:0050687",306,"FALSE"
"984","enu","3","negative regulation of growth",-0.00963756397174633,39,13,4.58257569495584,0.352505822688911,12.6666666666667,0.712721134398326,1,NA,"GO:0045926",632,"FALSE"
"985","enu","3","negative regulation of mitotic nuclear division",0.118714603408425,15,5,2,0.4,4.33333333333333,0.851568197370862,1,NA,"GO:0045839",163,"FALSE"
"986","enu","3","negative regulation of phosphorus metabolic process",0.0406576875568898,78,26,3,0.115384615384615,25.3333333333333,0.672889712507366,1,NA,"GO:0010563",347,"FALSE"
"987","enu","3","negative regulation of protein phosphorylation",-0.00190455039813124,59,19.6666666666667,3.51188458428425,0.178570402590724,19.6666666666667,0.557828163763763,1,NA,"GO:0001933",632,"FALSE"
"988","enu","3","negative regulation of transferase activity",-0.139717869250359,41,13.6666666666667,0.577350269189626,0.0422451416480214,15.3333333333333,0.77884562941541,1,NA,"GO:0051348",137,"FALSE"
"989","enu","3","neural tube development",-0.208534828406167,25,8.33333333333333,2.08166599946613,0.249799919935936,9.66666666666667,0.570363751568816,1,NA,"GO:0021915",85,"FALSE"
"990","enu","3","neuron apoptotic process",-0.032287179750863,40,13.3333333333333,8.38649708360608,0.628987281270456,12.3333333333333,0.130107421869617,1,NA,"GO:0051402",385,"FALSE"
"991","enu","3","neuron death",-0.150010973545016,53,17.6666666666667,8.08290376865476,0.457522854829515,18.6666666666667,0.102459736406699,1,NA,"GO:0070997",122,"FALSE"
"992","enu","3","neuron projection organization",-0.602451640685867,10,3.33333333333333,2.08166599946613,0.62449979983984,5,0.42153571733004,1,NA,"GO:0106027",21,"FALSE"
"993","enu","3","neurotrophin signaling pathway",-0.364369801463827,7,2.33333333333333,1.52752523165195,0.654653670707977,3,0.591362346729244,1,NA,"GO:0038179",42,"FALSE"
"994","enu","3","non-membrane-bounded organelle assembly",-0.231139956482025,56,18.6666666666667,2.51661147842358,0.134818472058406,22,0.379793160828292,1,NA,"GO:0140694",74,"FALSE"
"995","enu","3","nonribosomal peptide biosynthetic process",0.666666666666667,2,0.666666666666667,0.577350269189626,0.866025403784439,0,0.785534086877498,1,NA,"GO:0019184",20,"FALSE"
"996","enu","3","nuclear chromosome segregation",-0.127918469758445,52,17.3333333333333,6.80685928555405,0.392703420320426,18.3333333333333,0.335053600430775,1,NA,"GO:0098813",156,"FALSE"
"997","enu","3","nuclear envelope organization",-0.892690635037546,5,1.66666666666667,2.08166599946613,1.24899959967968,3,0.110889310615311,1,NA,"GO:0006998",12,"FALSE"
"998","enu","3","nuclear transport",-0.0741308071121492,76,25.3333333333333,9.07377172587747,0.358175199705689,25.6666666666667,0.534990310768851,1,NA,"GO:0051169",241,"FALSE"
"999","enu","3","nuclear-transcribed mRNA catabolic process",-0.476561425081082,20,6.66666666666667,1.15470053837925,0.173205080756888,9.66666666666667,0.270450484843476,1,NA,"GO:0000956",28,"FALSE"
"1000","enu","3","nucleic acid transport",-0.429835539064995,28,9.33333333333333,4.16333199893227,0.446071285599886,12.3333333333333,0.164676033202195,1,NA,"GO:0050657",33,"FALSE"
"1001","enu","3","nucleocytoplasmic transport",-0.0741308071121492,76,25.3333333333333,9.07377172587747,0.358175199705689,25.6666666666667,0.534990310768851,1,NA,"GO:0006913",241,"FALSE"
"1002","enu","3","nucleotide catabolic process",-0.0876781352779313,8,2.66666666666667,1.52752523165195,0.57282196186948,2.66666666666667,0.936469480761214,1,NA,"GO:0009166",220,"FALSE"
"1003","enu","3","nucleus organization",-0.489168306390994,15,5,3,0.6,6.66666666666667,0.230121256402923,1,NA,"GO:0006997",27,"FALSE"
"1004","enu","3","oligosaccharide-lipid intermediate biosynthetic process",0,3,1,1.73205080756888,1.73205080756888,0.666666666666667,0.794137943618644,1,NA,"GO:0006490",747,"FALSE"
"1005","enu","3","one-carbon metabolic process",0.333333333333333,6,2,1.73205080756888,0.866025403784439,1,0.577037012272731,1,NA,"GO:0006730",47,"FALSE"
"1006","enu","3","organelle fission",-0.211661327751603,80,26.6666666666667,5.03322295684717,0.188745860881769,31,0.247858677564104,1,NA,"GO:0048285",82,"FALSE"
"1007","enu","3","organelle fusion",0.166642132288452,31,10.3333333333333,2.3094010767585,0.223490426783081,9,0.663609148827374,1,NA,"GO:0048284",112,"FALSE"
"1008","enu","3","organelle inheritance",-0.138345833092948,3,1,1,1,1,0.902029968177415,1,NA,"GO:0048308",137,"FALSE"
"1009","enu","3","organelle localization by membrane tethering",0.23593974950223,17,5.66666666666667,0.577350269189626,0.101885341621699,4.66666666666667,0.92613950267321,1,NA,"GO:0140056",74,"FALSE"
"1010","enu","3","organophosphate catabolic process",-0.449307767806768,19,6.33333333333333,4.72581562625261,0.746181414671464,7,0.0986216215344288,1,NA,"GO:0046434",32,"FALSE"
"1011","enu","3","organophosphate ester transport",-0.559357301704213,12,4,2,0.5,6,0.29963867332822,1,NA,"GO:0015748",25,"FALSE"
"1012","enu","3","ossification",0.0680469055934085,71,23.6666666666667,1.15470053837925,0.0487901635934895,22.6666666666667,0.909773934854965,1,NA,"GO:0001503",265,"FALSE"
"1013","enu","3","osteoblast differentiation",0.0384924058066453,41,13.6666666666667,1.52752523165195,0.111770138901362,13.3333333333333,0.860772712146689,1,NA,"GO:0001649",385,"FALSE"
"1014","enu","3","oxidative phosphorylation",-0.161808942390081,15,5,1,0.2,5.66666666666667,0.952407886105666,1,NA,"GO:0006119",112,"FALSE"
"1015","enu","3","pentose-phosphate shunt",-0.333333333333333,2,0.666666666666667,0.577350269189626,0.866025403784439,1,0.956907936500084,1,NA,"GO:0006098",47,"FALSE"
"1016","enu","3","peptidyl-lysine modification",-0.134695733239434,65,21.6666666666667,0.577350269189626,0.0266469355010596,24,0.703415084601915,1,NA,"GO:0018205",137,"FALSE"
"1017","enu","3","pericardium development",-0.333333333333333,2,0.666666666666667,0.577350269189626,0.866025403784439,1,0.963856482767873,1,NA,"GO:0060039",47,"FALSE"
"1018","enu","3","peroxisome organization",-0.52832083357372,2,0.666666666666667,0.577350269189626,0.866025403784439,1.33333333333333,0.665374710380317,1,NA,"GO:0007031",26,"FALSE"
"1019","enu","3","phospholipid biosynthetic process",-0.161808942390081,35,11.6666666666667,4.93288286231625,0.422818531055678,12.3333333333333,0.40459502246514,1,NA,"GO:0008654",112,"FALSE"
"1020","enu","3","pigment accumulation",0.333333333333333,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0.85623807918683,1,NA,"GO:0043476",47,"FALSE"
"1021","enu","3","pigmentation",-1.32192809488736,4,1.33333333333333,1.52752523165195,1.14564392373896,4,0.0275944077609268,1,NA,"GO:0043473",8,"FALSE"
"1022","enu","3","pinocytosis",0.38400103114835,9,3,1,0.333333333333333,2,0.779437819839383,1,NA,"GO:0006907",38,"FALSE"
"1023","enu","3","placenta development",-0.324509262879602,26,8.66666666666667,4.16333199893227,0.480384461415261,10.3333333333333,0.147870860034252,1,NA,"GO:0001890",48,"FALSE"
"1024","enu","3","plasma membrane tubulation",0.0566416671474373,4,1.33333333333333,1.15470053837925,0.866025403784439,1,0.757556119163096,1,NA,"GO:0097320",306,"FALSE"
"1025","enu","3","platelet-derived growth factor receptor signaling pathway",0.0234631092971327,11,3.66666666666667,2.08166599946613,0.567727090763491,3.33333333333333,0.861120588966857,1,NA,"GO:0048008",451,"FALSE"
"1026","enu","3","polyamine biosynthetic process",-0.333333333333333,0,0,0,NA,0.333333333333333,0.962264413556302,1,NA,"GO:0006596",47,"FALSE"
"1027","enu","3","polyamine metabolic process",-0.666666666666667,0,0,0,NA,0.666666666666667,0.833749054612274,1,NA,"GO:0006595",20,"FALSE"
"1028","enu","3","polyol metabolic process",-0.0876781352779313,16,5.33333333333333,1.15470053837925,0.21650635094611,5.66666666666667,0.991730711737423,1,NA,"GO:0019751",220,"FALSE"
"1029","enu","3","positive regulation by host of viral process",0,3,1,0,0,1,1,1,NA,"GO:0044794",747,"FALSE"
"1030","enu","3","positive regulation of GTPase activity",0.164384729731618,57,19,5.29150262212918,0.278500138006799,16.6666666666667,0.697728046532878,1,NA,"GO:0043547",112,"FALSE"
"1031","enu","3","positive regulation of amide metabolic process",-0.0291542804167798,40,13.3333333333333,2.08166599946613,0.15612494995996,13.6666666666667,0.493041720020308,1,NA,"GO:0034250",451,"FALSE"
"1032","enu","3","positive regulation of axonogenesis",-1.1172251460938,7,2.33333333333333,2.3094010767585,0.989743318610787,5.33333333333333,0.0190602029360079,0.976586104923543,NA,"GO:0050772",9,"FALSE"
"1033","enu","3","positive regulation of cell projection organization",-0.303352624895734,53,17.6666666666667,6.42910050732864,0.363911349471432,21.3333333333333,0.150648965191854,1,NA,"GO:0031346",54,"FALSE"
"1034","enu","3","positive regulation of cellular component biogenesis",-0.0466434203814917,91,30.3333333333333,4.16333199893227,0.137252703261503,31.3333333333333,0.243178266030527,1,NA,"GO:0044089",347,"FALSE"
"1035","enu","3","positive regulation of epithelial to mesenchymal transition",0.723308333814105,16,5.33333333333333,2.51661147842358,0.471864652204422,2.66666666666667,0.31586251485698,1,NA,"GO:0010718",16,"TRUE"
"1036","enu","3","positive regulation of establishment of protein localization",0.000242266174878399,57,19,1.73205080756888,0.0911605688194146,19,0.97437509714048,1,NA,"GO:1904951",632,"FALSE"
"1037","enu","3","positive regulation of kinase activity",0.0467535092467403,83,27.6666666666667,8.38649708360608,0.303126400612268,26,0.530546356393395,1,NA,"GO:0033674",347,"FALSE"
"1038","enu","3","positive regulation of microtubule polymerization",-0.52832083357372,3,1,1,1,1.66666666666667,0.676005018039801,1,NA,"GO:0031116",26,"FALSE"
"1039","enu","3","positive regulation of nervous system development",-0.241630920621877,40,13.3333333333333,2.08166599946613,0.15612494995996,16,0.67241967967918,1,NA,"GO:0051962",71,"FALSE"
"1040","enu","3","positive regulation of neurogenesis",-0.49551959888672,29,9.66666666666667,3.21455025366432,0.33253968141355,13.6666666666667,0.137716427125209,1,NA,"GO:0050769",27,"TRUE"
"1041","enu","3","positive regulation of neuron migration",0,0,0,0,NA,0,1,1,NA,"GO:2001224",747,"FALSE"
"1042","enu","3","positive regulation of protein localization",-0.076493948707589,86,28.6666666666667,3.05505046330389,0.106571527789671,30.3333333333333,0.743433877807552,1,NA,"GO:1903829",241,"FALSE"
"1043","enu","3","positive regulation of stem cell population maintenance",0.130772474259587,12,4,2.64575131106459,0.661437827766148,3,0.302297494841985,1,NA,"GO:1902459",137,"FALSE"
"1044","enu","3","positive regulation of viral process",0.269118307352535,14,4.66666666666667,1.15470053837925,0.247435829652697,3.66666666666667,0.913109366972385,1,NA,"GO:0048524",63,"FALSE"
"1045","enu","3","postsynapse organization",-1.07143970693359,15,5,3.46410161513775,0.692820323027551,9.66666666666667,0.0117065279094533,0.778484105978644,NA,"GO:0099173",9,"TRUE"
"1046","enu","3","proteasome-mediated ubiquitin-dependent protein catabolic process",-0.250854149739075,68,22.6666666666667,0.577350269189626,0.0254713354054247,27.3333333333333,0.285641361341471,1,NA,"GO:0043161",66,"TRUE"
"1047","enu","3","protein autophosphorylation",-0.363657886682497,31,10.3333333333333,2.88675134594813,0.279363033478851,13.3333333333333,0.412634602125301,1,NA,"GO:0046777",42,"FALSE"
"1048","enu","3","protein folding",-0.0506676978150167,41,13.6666666666667,3.05505046330389,0.223540277802724,14,0.880582899176079,1,NA,"GO:0006457",306,"FALSE"
"1049","enu","3","protein glycosylation",-0.367603601861257,22,7.33333333333333,5.5075705472861,0.751032347357196,7.33333333333333,0.0922302323170098,1,NA,"GO:0006486",42,"FALSE"
"1050","enu","3","protein lipidation",-0.107309364962454,13,4.33333333333333,2.51661147842358,0.580756495020827,4.33333333333333,0.675423295627356,1,NA,"GO:0006497",180,"FALSE"
"1051","enu","3","protein localization to nucleus",-0.118493551532796,68,22.6666666666667,5.85946527708232,0.258505821047749,24.3333333333333,0.734291245934931,1,NA,"GO:0034504",163,"FALSE"
"1052","enu","3","protein neddylation",-0.723308333814105,4,1.33333333333333,1.52752523165195,1.14564392373896,2.33333333333333,0.506912331022391,1,NA,"GO:0045116",16,"FALSE"
"1053","enu","3","protein polyubiquitination",-0.0494639466308904,46,15.3333333333333,1.52752523165195,0.0996212107599096,16,0.849775075353427,1,NA,"GO:0000209",347,"FALSE"
"1054","enu","3","protein targeting",-0.202560859073747,44,14.6666666666667,2.08166599946613,0.141931772690873,17,0.760734021388516,1,NA,"GO:0006605",85,"FALSE"
"1055","enu","3","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0,0,0,NA,0,1,1,NA,"GO:0043328",747,"FALSE"
"1056","enu","3","protein-DNA complex subunit organization",-0.0746448620482847,35,11.6666666666667,3.78593889720018,0.324509048331444,12,0.70603418839067,1,NA,"GO:0071824",241,"FALSE"
"1057","enu","3","protein-containing complex localization",-0.750993580389958,26,8.66666666666667,6.80685928555405,0.785406840640851,11,0.00591169900048988,0.778484105978644,NA,"GO:0031503",16,"TRUE"
"1058","enu","3","proton motive force-driven ATP synthesis",-0.0702989274995393,12,4,1.73205080756888,0.433012701892219,4,0.777128642358224,1,NA,"GO:0015986",241,"FALSE"
"1059","enu","3","proton transmembrane transport",-0.471679166426281,14,4.66666666666667,1.52752523165195,0.327326835353989,6.66666666666667,0.434677161962595,1,NA,"GO:1902600",28,"FALSE"
"1060","enu","3","pteridine-containing compound metabolic process",0.666666666666667,7,2.33333333333333,1.15470053837925,0.494871659305393,1,0.744422163126037,1,NA,"GO:0042558",20,"FALSE"
"1061","enu","3","quinone biosynthetic process",0,0,0,0,NA,0,1,1,NA,"GO:1901663",747,"FALSE"
"1062","enu","3","rRNA metabolic process",-0.165833219823606,48,16,3,0.1875,18,0.820736738153177,1,NA,"GO:0016072",112,"FALSE"
"1063","enu","3","receptor metabolic process",-0.881285396591574,7,2.33333333333333,2.08166599946613,0.892142571199771,4,0.136458332927122,1,NA,"GO:0043112",12,"FALSE"
"1064","enu","3","regulation of ATP metabolic process",-0.161808942390082,18,6,4.35889894354067,0.726483157256779,5.33333333333333,0.0642531504318275,1,NA,"GO:1903578",112,"FALSE"
"1065","enu","3","regulation of ATP-dependent activity",-0.194987500240385,6,2,1,0.5,2.33333333333333,0.972338598496007,1,NA,"GO:0043462",93,"FALSE"
"1066","enu","3","regulation of DNA repair",-0.0597745664815207,36,12,3.60555127546399,0.300462606288666,12.3333333333333,0.884094791319939,1,NA,"GO:0006282",306,"FALSE"
"1067","enu","3","regulation of DNA replication",-1.05066769781502,13,4.33333333333333,4.04145188432738,0.932642742537088,8.33333333333333,0.000757286785195928,0.302157427293175,NA,"GO:0006275",9,"TRUE"
"1068","enu","3","regulation of G0 to G1 transition",0.333333333333333,6,2,1,0.5,1.33333333333333,0.941210816633381,1,NA,"GO:0070316",47,"FALSE"
"1069","enu","3","regulation of GTPase activity",0.222672746816238,75,25,4,0.16,21.3333333333333,0.620132120648088,1,NA,"GO:0043087",81,"FALSE"
"1070","enu","3","regulation of Golgi organization",-0.333333333333333,4,1.33333333333333,1.15470053837925,0.866025403784439,1.66666666666667,0.937317148684425,1,NA,"GO:1903358",47,"FALSE"
"1071","enu","3","regulation of actin filament organization",-0.108320718325665,41,13.6666666666667,4.50924975282289,0.32994510386509,14.3333333333333,0.555365463499534,1,NA,"GO:0110053",180,"FALSE"
"1072","enu","3","regulation of actin filament-based process",-0.210181178343351,54,18,4.58257569495584,0.254587538608658,20.6666666666667,0.478160636938448,1,NA,"GO:0032970",82,"FALSE"
"1073","enu","3","regulation of anatomical structure size",-0.315954125554941,54,18,1.73205080756888,0.0962250448649376,22.6666666666667,0.194374399716372,1,NA,"GO:0090066",49,"TRUE"
"1074","enu","3","regulation of apoptotic signaling pathway",-0.301856884982795,51,17,0,0,21.3333333333333,0.283416690025459,1,NA,"GO:2001233",54,"FALSE"
"1075","enu","3","regulation of autophagosome maturation",0.276691666185896,9,3,2,0.666666666666667,2,0.541342867704367,1,NA,"GO:1901096",61,"FALSE"
"1076","enu","3","regulation of autophagy",0.0361748189260562,68,22.6666666666667,6.02771377334171,0.265928548823899,21.6666666666667,0.723606693969107,1,NA,"GO:0010506",385,"FALSE"
"1077","enu","3","regulation of binding",-0.0198698297127183,75,25,5,0.2,25.3333333333333,0.193551693915498,1,NA,"GO:0051098",526,"FALSE"
"1078","enu","3","regulation of carbohydrate metabolic process",0.0446976318624277,37,12.3333333333333,0.577350269189626,0.046812183988348,12,0.85116239764912,1,NA,"GO:0006109",347,"FALSE"
"1079","enu","3","regulation of cell cycle phase transition",-0.345326432368522,60,20,6.557438524302,0.3278719262151,25,0.161718080683614,1,NA,"GO:1901987",43,"TRUE"
"1080","enu","3","regulation of cell division",0.198338721795026,40,13.3333333333333,3.21455025366432,0.241091269024824,11.3333333333333,0.650147455232232,1,NA,"GO:0051302",93,"FALSE"
"1081","enu","3","regulation of cell growth",-0.241212919620646,61,20.3333333333333,2.08166599946613,0.102377016367187,24.3333333333333,0.265975326085275,1,NA,"GO:0001558",71,"FALSE"
"1082","enu","3","regulation of cell morphogenesis",-0.033971507619382,44,14.6666666666667,2.3094010767585,0.157459164324443,15,0.755112870127272,1,NA,"GO:0022604",385,"FALSE"
"1083","enu","3","regulation of cell-substrate adhesion",0.169264880066232,47,15.6666666666667,4.04145188432738,0.257965013893237,13.6666666666667,0.434413881086678,1,NA,"GO:0010810",112,"FALSE"
"1084","enu","3","regulation of cell-substrate junction assembly",-0.019631229684522,13,4.33333333333333,3.05505046330389,0.705011645377822,3.66666666666667,0.16751677542172,1,NA,"GO:0090109",526,"FALSE"
"1085","enu","3","regulation of cell-substrate junction organization",0.276691666185896,18,6,1.73205080756888,0.288675134594813,4.66666666666667,0.640071485595836,1,NA,"GO:0150116",61,"FALSE"
"1086","enu","3","regulation of cellular component size",-0.503337696627943,35,11.6666666666667,0.577350269189626,0.0494871659305394,17,0.075324197076443,1,NA,"GO:0032535",26,"TRUE"
"1087","enu","3","regulation of chromosome organization",-0.0676910925531081,49,16.3333333333333,5.77350269189626,0.35347975664671,16.6666666666667,0.459840421407479,1,NA,"GO:0033044",265,"FALSE"
"1088","enu","3","regulation of chromosome segregation",-0.119484656970825,24,8,3.60555127546399,0.450693909432999,8.33333333333333,0.602455779293478,1,NA,"GO:0051983",163,"FALSE"
"1089","enu","3","regulation of circadian rhythm",-0.0965022057316617,25,8.33333333333333,1.52752523165195,0.183303027798234,9,0.432389523096844,1,NA,"GO:0042752",193,"FALSE"
"1090","enu","3","regulation of cysteine-type endopeptidase activity involved in apoptotic process",-0.14915299232374,34,11.3333333333333,1.52752523165195,0.134781638086936,12.6666666666667,0.899789888239611,1,NA,"GO:0043281",129,"FALSE"
"1091","enu","3","regulation of cytokinesis",-0.0741308071121494,25,8.33333333333333,5.13160143944688,0.615792172733626,8,0.381379828832778,1,NA,"GO:0032465",241,"FALSE"
"1092","enu","3","regulation of embryonic development",0.194987500240385,15,5,2.64575131106459,0.529150262212918,4,0.280802543139152,1,NA,"GO:0045995",93,"FALSE"
"1093","enu","3","regulation of establishment of cell polarity",0.333333333333333,5,1.66666666666667,1.15470053837925,0.692820323027551,1,0.941134228089575,1,NA,"GO:2000114",47,"FALSE"
"1094","enu","3","regulation of extracellular matrix organization",0.161808942390081,19,6.33333333333333,0.577350269189626,0.0911605688194146,5.66666666666667,0.833291269353104,1,NA,"GO:1903053",112,"FALSE"
"1095","enu","3","regulation of fibroblast migration",0.245655198055402,9,3,1,0.333333333333333,2.33333333333333,0.981286787702593,1,NA,"GO:0010762",71,"FALSE"
"1096","enu","3","regulation of fibroblast proliferation",-0.538236614705069,10,3.33333333333333,0.577350269189626,0.173205080756888,5.33333333333333,0.438334614883242,1,NA,"GO:0048145",25,"FALSE"
"1097","enu","3","regulation of focal adhesion assembly",-0.019631229684522,13,4.33333333333333,3.05505046330389,0.705011645377822,3.66666666666667,0.16751677542172,1,NA,"GO:0051893",526,"FALSE"
"1098","enu","3","regulation of generation of precursor metabolites and energy",-0.129521762639218,23,7.66666666666667,3.21455025366432,0.419289163521433,8,0.336837129003412,1,NA,"GO:0043467",156,"FALSE"
"1099","enu","3","regulation of glucose metabolic process",0.032287179750863,22,7.33333333333333,2.3094010767585,0.314918328648887,7,0.94327293758704,1,NA,"GO:0010906",385,"FALSE"
"1100","enu","3","regulation of interferon-beta production",0,12,4,1,0.25,4,0.666548890821641,1,NA,"GO:0032648",747,"FALSE"
"1101","enu","3","regulation of intracellular protein transport",0.243359736193655,55,18.3333333333333,2.51661147842358,0.137269717004923,15.3333333333333,0.622325184977259,1,NA,"GO:0033157",71,"FALSE"
"1102","enu","3","regulation of intracellular steroid hormone receptor signaling pathway",0.157977062777471,18,6,2.64575131106459,0.440958551844098,5,0.653740114059294,1,NA,"GO:0033143",122,"FALSE"
"1103","enu","3","regulation of intracellular transport",0.212717029286315,77,25.6666666666667,3.21455025366432,0.125242217675233,22,0.662146349930734,1,NA,"GO:0032386",82,"FALSE"
"1104","enu","3","regulation of ketone biosynthetic process",0.194987500240385,5,1.66666666666667,1.52752523165195,0.916515138991168,1,0.613214028679502,1,NA,"GO:0010566",93,"FALSE"
"1105","enu","3","regulation of ligase activity",0.333333333333333,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0.812930541349539,1,NA,"GO:0051340",47,"FALSE"
"1106","enu","3","regulation of membrane permeability",0.130772474259587,12,4,2,0.5,3.33333333333333,0.80219040069578,1,NA,"GO:0090559",137,"FALSE"
"1107","enu","3","regulation of microtubule cytoskeleton organization",-0.689038065286178,17,5.66666666666667,3.51188458428425,0.619744338403102,8.66666666666667,0.122075406462222,1,NA,"GO:0070507",17,"TRUE"
"1108","enu","3","regulation of microtubule depolymerization",-0.666666666666667,1,0.333333333333333,0.577350269189626,1.73205080756888,1,0.808770810026416,1,NA,"GO:0031114",20,"FALSE"
"1109","enu","3","regulation of microtubule-based process",-0.279314413963676,30,10,4.58257569495584,0.458257569495584,11.6666666666667,0.381700017261616,1,NA,"GO:0032886",61,"FALSE"
"1110","enu","3","regulation of mitochondrial fission",0.333333333333333,7,2.33333333333333,0.577350269189626,0.247435829652697,1.66666666666667,0.964684252866315,1,NA,"GO:0090140",47,"FALSE"
"1111","enu","3","regulation of mitochondrial membrane permeability",-0.389975000480772,5,1.66666666666667,1.52752523165195,0.916515138991168,2,0.617432698463426,1,NA,"GO:0046902",38,"FALSE"
"1112","enu","3","regulation of mitochondrial membrane potential",-0.157977062777471,11,3.66666666666667,2.88675134594813,0.787295821622217,3.66666666666667,0.271648106353565,1,NA,"GO:0051881",122,"FALSE"
"1113","enu","3","regulation of ncRNA transcription",-0.333333333333333,6,2,1,0.5,2.66666666666667,0.796497726483108,1,NA,"GO:0140747",47,"FALSE"
"1114","enu","3","regulation of neuron apoptotic process",-0.0656681784995307,31,10.3333333333333,7.09459888459759,0.686574085606218,9.33333333333333,0.0533886445526923,1,NA,"GO:0043523",265,"FALSE"
"1115","enu","3","regulation of neuron death",-0.137299263916092,44,14.6666666666667,6.65832811847939,0.45397691716905,15.3333333333333,0.0837343864108755,1,NA,"GO:1901214",137,"FALSE"
"1116","enu","3","regulation of neuron projection development",-0.147005521953226,62,20.6666666666667,5.5075705472861,0.266495349062231,22.6666666666667,0.429161487759908,1,NA,"GO:0010975",129,"FALSE"
"1117","enu","3","regulation of pinocytosis",1,5,1.66666666666667,1.15470053837925,0.692820323027551,0.333333333333333,0.200933783278853,1,NA,"GO:0048548",11,"FALSE"
"1118","enu","3","regulation of plasma membrane bounded cell projection assembly",-0.138345833092948,35,11.6666666666667,3.21455025366432,0.275532878885513,12.6666666666667,0.398933426917886,1,NA,"GO:0120032",137,"FALSE"
"1119","enu","3","regulation of protein catabolic process",-0.514957487434142,58,19.3333333333333,4.04145188432738,0.209040614706589,28,0.00961409533320106,0.778484105978644,NA,"GO:0042176",26,"TRUE"
"1120","enu","3","regulation of protein dephosphorylation",-0.034270268527925,22,7.33333333333333,2.51661147842358,0.343174292512307,7.33333333333333,0.662451662581087,1,NA,"GO:0035304",385,"FALSE"
"1121","enu","3","regulation of protein modification by small protein conjugation or removal",-0.184043702751261,53,17.6666666666667,2.3094010767585,0.130720815665576,20.3333333333333,0.744640817686754,1,NA,"GO:1903320",99,"FALSE"
"1122","enu","3","regulation of protein stability",-0.131976225443713,64,21.3333333333333,4.16333199893227,0.19515618744995,23.3333333333333,0.435007788888293,1,NA,"GO:0031647",137,"FALSE"
