"","condition","cycle","region","log2fc.mean","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met"
"499","control","9","ether lipid biosynthetic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.982716205230817,1,NA,"GO:0008611",112,"FALSE"
"500","control","9","exit from host cell",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.892517967977159,1,NA,"GO:0035891",47,"FALSE"
"501","control","9","exosomal secretion",0,0,0,0,NA,0,1,1,NA,"GO:1990182",747,"FALSE"
"502","control","9","extracellular matrix assembly",0,1,0.166666666666667,0.408248290463863,2.44948974278318,0.166666666666667,0.99380957461877,1,NA,"GO:0085029",747,"FALSE"
"503","control","9","extracellular vesicle biogenesis",0,0,0,0,NA,0,1,1,NA,"GO:0140112",747,"FALSE"
"504","control","9","face development",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.99946085722218,1,NA,"GO:0060324",112,"FALSE"
"505","control","9","fat cell differentiation",-0.238826567879352,12,2,1.4142135623731,0.707106781186548,2.16666666666667,0.605658338352382,1,NA,"GO:0045444",74,"FALSE"
"506","control","9","fatty acid beta-oxidation",0.597493750120193,4,0.666666666666667,0.816496580927726,1.22474487139159,0,0.806672144022645,1,NA,"GO:0006635",21,"FALSE"
"507","control","9","fibroblast migration",-0.333333333333333,1,0.166666666666667,0.408248290463863,2.44948974278318,0.5,0.933924827097641,1,NA,"GO:0010761",47,"FALSE"
"508","control","9","fibroblast proliferation",-0.5,3,0.5,0.547722557505166,1.09544511501033,1,0.967054419239824,1,NA,"GO:0048144",26,"FALSE"
"509","control","9","folic acid metabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0046655",747,"FALSE"
"510","control","9","glial cell apoptotic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.976659365302541,1,NA,"GO:0034349",112,"FALSE"
"511","control","9","glycerol ether biosynthetic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.982716205230817,1,NA,"GO:0046504",112,"FALSE"
"512","control","9","glycosyl compound biosynthetic process",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.782095360341817,1,NA,"GO:1901659",47,"FALSE"
"513","control","9","glycosyl compound metabolic process",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.984876382557735,1,NA,"GO:1901657",47,"FALSE"
"514","control","9","glycosylation",-0.735839583213141,2,0.333333333333333,0.816496580927726,2.44948974278318,1,0.66095879560781,1,NA,"GO:0070085",16,"FALSE"
"515","control","9","heart valve development",-0.069172916546474,5,0.833333333333333,0.752772652709081,0.903327183250897,0.833333333333333,0.942603649036162,1,NA,"GO:0003170",265,"FALSE"
"516","control","9","heme metabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0042168",747,"FALSE"
"517","control","9","heterochromatin formation",-0.235839583213141,6,1,1.26491106406735,1.26491106406735,1,0.847646360314519,1,NA,"GO:0031507",74,"FALSE"
"518","control","9","heterocycle catabolic process",-0.660964047443681,16,2.66666666666667,1.63299316185545,0.612372435695795,4.16666666666667,0.2540704915891,1,NA,"GO:0046700",20,"FALSE"
"519","control","9","histone modification",-0.500000000000001,18,3,2.0976176963403,0.699205898780101,3.83333333333333,0.0999248143866888,1,NA,"GO:0016570",26,"FALSE"
"520","control","9","immune system development",-0.792481250360579,4,0.666666666666667,0.816496580927726,1.22474487139159,1.66666666666667,0.466288002198597,1,NA,"GO:0002520",13,"FALSE"
"521","control","9","in utero embryonic development",-0.930827083453527,10,1.66666666666667,1.211060141639,0.726636084983398,3.66666666666667,0.0730359833536277,1,NA,"GO:0001701",12,"FALSE"
"522","control","9","inner cell mass cell proliferation",0,0,0,0,NA,0,1,1,NA,"GO:0001833",747,"FALSE"
"523","control","9","inositol phosphate catabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0071545",747,"FALSE"
"524","control","9","interferon-beta production",-0.333333333333333,4,0.666666666666667,1.211060141639,1.81659021245849,0.833333333333333,0.932580928619947,1,NA,"GO:0032608",47,"FALSE"
"525","control","9","intermembrane lipid transfer",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.886417442348557,1,NA,"GO:0120009",47,"FALSE"
"526","control","9","intracellular lipid transport",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.95380706478002,1,NA,"GO:0032365",47,"FALSE"
"527","control","9","intraciliary transport",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.999815578371512,1,NA,"GO:0042073",112,"FALSE"
"528","control","9","iron ion homeostasis",-0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0.333333333333333,0.973491656958526,1,NA,"GO:0055072",112,"FALSE"
"529","control","9","iron-sulfur cluster assembly",0.26416041678686,2,0.333333333333333,0.816496580927726,2.44948974278318,0,0.849873626033387,1,NA,"GO:0016226",63,"FALSE"
"530","control","9","kinetochore organization",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.987132701325584,1,NA,"GO:0051383",112,"FALSE"
"531","control","9","lamellipodium assembly",0,3,0.5,0.547722557505166,1.09544511501033,0.5,0.92661449112265,1,NA,"GO:0030032",747,"FALSE"
"532","control","9","lamellipodium morphogenesis",0.5,3,0.5,0.547722557505166,1.09544511501033,0,0.833128049223416,1,NA,"GO:0072673",26,"FALSE"
"533","control","9","lamellipodium organization",-0.138345833092948,6,1,0.894427190999916,0.894427190999916,1,0.952014175306346,1,NA,"GO:0097581",137,"FALSE"
"534","control","9","limb development",-0.235839583213141,7,1.16666666666667,0.983192080250175,0.842736068785864,1.33333333333333,0.828800266426081,1,NA,"GO:0060173",74,"FALSE"
"535","control","9","lipoprotein catabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0042159",747,"FALSE"
"536","control","9","lipoprotein metabolic process",-0.430827083453527,4,0.666666666666667,0.516397779494322,0.774596669241483,1.16666666666667,0.952679338454383,1,NA,"GO:0042157",33,"FALSE"
"537","control","9","lysosomal lumen acidification",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.915714972806915,1,NA,"GO:0007042",47,"FALSE"
"538","control","9","lysosomal protein catabolic process",0,0,0,0,NA,0,1,1,NA,"GO:1905146",747,"FALSE"
"539","control","9","mRNA export from nucleus",0.166666666666667,8,1.33333333333333,1.36626010212795,1.02469507659596,0.833333333333333,0.769280951250487,1,NA,"GO:0006406",112,"FALSE"
"540","control","9","macroautophagy",-0.569172916546474,11,1.83333333333333,1.16904519445001,0.637661015154552,3,0.510843589346918,1,NA,"GO:0016236",22,"FALSE"
"541","control","9","macromolecule deacylation",0.0974937501201927,9,1.5,0.547722557505166,0.365148371670111,1.33333333333333,0.962505813336321,1,NA,"GO:0098732",193,"FALSE"
"542","control","9","macromolecule glycosylation",-0.735839583213141,2,0.333333333333333,0.816496580927726,2.44948974278318,1,0.671580541685107,1,NA,"GO:0043413",16,"FALSE"
"543","control","9","magnesium ion transmembrane transport",0,0,0,0,NA,0,1,1,NA,"GO:1903830",747,"FALSE"
"544","control","9","magnesium ion transport",0,0,0,0,NA,0,1,1,NA,"GO:0015693",747,"FALSE"
"545","control","9","maintenance of cell number",-0.361654166907053,7,1.16666666666667,1.47196014438797,1.26168012376112,1.33333333333333,0.613710550256195,1,NA,"GO:0098727",42,"FALSE"
"546","control","9","maintenance of protein location",-0.402506249879807,4,0.666666666666667,0.816496580927726,1.22474487139159,1,0.936787187941102,1,NA,"GO:0045185",34,"FALSE"
"547","control","9","maintenance of protein location in cell",0,2,0.333333333333333,0.516397779494322,1.54919333848297,0.333333333333333,0.996209413074027,1,NA,"GO:0032507",747,"FALSE"
"548","control","9","mammary gland epithelial cell proliferation",0,0,0,0,NA,0,1,1,NA,"GO:0033598",747,"FALSE"
"549","control","9","membrane assembly",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.9855595322177,1,NA,"GO:0071709",47,"FALSE"
"550","control","9","membrane biogenesis",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.987147600069766,1,NA,"GO:0044091",47,"FALSE"
"551","control","9","membrane docking",-0.138345833092947,5,0.833333333333333,0.983192080250175,1.17983049630021,0.833333333333333,0.680365034435691,1,NA,"GO:0022406",137,"FALSE"
"552","control","9","membrane fission",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.993294333538714,1,NA,"GO:0090148",112,"FALSE"
"553","control","9","mesenchymal cell differentiation",-0.018505218731458,12,2,1.67332005306815,0.836660026534076,1.66666666666667,0.49029650056747,1,NA,"GO:0048762",526,"FALSE"
"554","control","9","metallo-sulfur cluster assembly",0.26416041678686,2,0.333333333333333,0.816496580927726,2.44948974278318,0,0.849873626033387,1,NA,"GO:0031163",63,"FALSE"
"555","control","9","methylation",-0.76416041678686,8,1.33333333333333,1.211060141639,0.908295106229247,2.5,0.308630127809749,1,NA,"GO:0032259",13,"FALSE"
"556","control","9","miRNA processing",0.26416041678686,2,0.333333333333333,0.816496580927726,2.44948974278318,0,0.925443318091263,1,NA,"GO:0035196",63,"FALSE"
"557","control","9","microtubule cytoskeleton organization involved in mitosis",-0.625814583693911,5,0.833333333333333,1.16904519445001,1.40285423334001,1.5,0.755437497705975,1,NA,"GO:1902850",21,"FALSE"
"558","control","9","microtubule depolymerization",0,0,0,0,NA,0,1,1,NA,"GO:0007019",747,"FALSE"
"559","control","9","microtubule organizing center localization",0,0,0,0,NA,0,1,1,NA,"GO:0061842",747,"FALSE"
"560","control","9","microtubule polymerization",-0.666666666666667,2,0.333333333333333,0.516397779494322,1.54919333848297,1,0.904186014233136,1,NA,"GO:0046785",20,"FALSE"
"561","control","9","mitochondrial calcium ion homeostasis",0,0,0,0,NA,0,1,1,NA,"GO:0051560",747,"FALSE"
"562","control","9","mitochondrial calcium ion transmembrane transport",0,0,0,0,NA,0,1,1,NA,"GO:0006851",747,"FALSE"
"563","control","9","mitochondrial gene expression",-0.666666666666667,2,0.333333333333333,0.516397779494322,1.54919333848297,1,0.873005643156719,1,NA,"GO:0140053",20,"FALSE"
"564","control","9","mitochondrial genome maintenance",0,0,0,0,NA,0,1,1,NA,"GO:0000002",747,"FALSE"
"565","control","9","mitochondrial membrane organization",0.333333333333333,4,0.666666666666667,0.516397779494322,0.774596669241483,0.333333333333333,0.994449933546214,1,NA,"GO:0007006",47,"FALSE"
"566","control","9","mitochondrial outer membrane permeabilization",0,0,0,0,NA,0,1,1,NA,"GO:0097345",747,"FALSE"
"567","control","9","mitochondrial respiratory chain complex assembly",0.5,3,0.5,0.547722557505166,1.09544511501033,0,0.953282620069332,1,NA,"GO:0033108",26,"FALSE"
"568","control","9","mitochondrial transmembrane transport",0,0,0,0,NA,0,1,1,NA,"GO:1990542",747,"FALSE"
"569","control","9","mitochondrial transport",-0.402506249879807,4,0.666666666666667,0.816496580927726,1.22474487139159,1,0.928431597063802,1,NA,"GO:0006839",34,"FALSE"
"570","control","9","mitochondrion distribution",0,0,0,0,NA,0,1,1,NA,"GO:0048311",747,"FALSE"
"571","control","9","mitochondrion localization",0,0,0,0,NA,0,1,1,NA,"GO:0051646",747,"FALSE"
"572","control","9","mitochondrion morphogenesis",0,0,0,0,NA,0,1,1,NA,"GO:0070584",747,"FALSE"
"573","control","9","mitotic cytokinesis",-0.402506249879807,4,0.666666666666667,0.816496580927726,1.22474487139159,1,0.939159877871335,1,NA,"GO:0000281",34,"FALSE"
"574","control","9","monosaccharide biosynthetic process",-0.069172916546474,5,0.833333333333333,0.752772652709081,0.903327183250897,0.833333333333333,0.953188569726548,1,NA,"GO:0046364",265,"FALSE"
"575","control","9","monosaccharide metabolic process",-0.125814583693911,13,2.16666666666667,0.983192080250175,0.453780960115465,2.33333333333333,0.970246878643743,1,NA,"GO:0005996",156,"FALSE"
"576","control","9","morphogenesis of an epithelial sheet",0.194987500240386,7,1.16666666666667,0.752772652709081,0.645233702322069,0.833333333333333,0.901976623540603,1,NA,"GO:0002011",93,"FALSE"
"577","control","9","movement in host",-0.500000000000001,5,0.833333333333333,0.983192080250175,1.17983049630021,1.33333333333333,0.787307732897205,1,NA,"GO:0044000",26,"FALSE"
"578","control","9","multicellular organism growth",-1,0,0,0,NA,1,0.596774901046353,1,NA,"GO:0035264",11,"FALSE"
"579","control","9","myeloid cell homeostasis",-0.694987500240386,3,0.5,0.547722557505166,1.09544511501033,1.33333333333333,0.72401688992284,1,NA,"GO:0002262",17,"FALSE"
"580","control","9","ncRNA processing",-0.471679166426281,14,2.33333333333333,1.36626010212795,0.58554004376912,3.16666666666667,0.632154654187325,1,NA,"GO:0034470",28,"FALSE"
"581","control","9","negative regulation of GTPase activity",0,0,0,0,NA,0,1,1,NA,"GO:0034260",747,"FALSE"
"582","control","9","negative regulation of catabolic process",-0.710505734305632,12,2,1.89736659610103,0.948683298050514,3,0.247102473419493,1,NA,"GO:0009895",17,"FALSE"
"583","control","9","negative regulation of cell projection organization",-0.666666666666667,2,0.333333333333333,0.516397779494322,1.54919333848297,1,0.858358343730045,1,NA,"GO:0031345",20,"FALSE"
"584","control","9","negative regulation of defense response to virus",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.996141291429904,1,NA,"GO:0050687",112,"FALSE"
"585","control","9","negative regulation of growth",-0.459147917027245,8,1.33333333333333,0.516397779494322,0.387298334620742,2.16666666666667,0.918676200575738,1,NA,"GO:0045926",31,"FALSE"
"586","control","9","negative regulation of mitotic nuclear division",-0.5,2,0.333333333333333,0.516397779494322,1.54919333848297,0.833333333333333,0.870506079067946,1,NA,"GO:0045839",26,"FALSE"
"587","control","9","negative regulation of phosphorus metabolic process",-0.0408520829727553,20,3.33333333333333,1.211060141639,0.363318042491699,3.33333333333333,0.986439385431903,1,NA,"GO:0010563",347,"FALSE"
"588","control","9","negative regulation of protein phosphorylation",-0.692000515574175,11,1.83333333333333,1.16904519445001,0.637661015154552,3.16666666666667,0.512416532523507,1,NA,"GO:0001933",17,"FALSE"
"589","control","9","negative regulation of transferase activity",-0.820802083934298,5,0.833333333333333,0.752772652709081,0.903327183250897,2,0.436689242079154,1,NA,"GO:0051348",13,"FALSE"
"590","control","9","neural tube development",-0.861654166907053,3,0.5,1.22474487139159,2.44948974278318,1.33333333333333,0.50632527949062,1,NA,"GO:0021915",12,"FALSE"
"591","control","9","neuron apoptotic process",-1.41829583405449,1,0.166666666666667,0.408248290463863,2.44948974278318,2,0.0292380308674289,1,NA,"GO:0051402",8,"FALSE"
"592","control","9","neuron death",-1.31781509926809,4,0.666666666666667,0.516397779494322,0.774596669241483,3,0.019450757127312,1,NA,"GO:0070997",8,"FALSE"
"593","control","9","neuron projection organization",-0.235839583213141,3,0.5,0.836660026534076,1.67332005306815,0.666666666666667,0.98761568975792,1,NA,"GO:0106027",74,"FALSE"
"594","control","9","neurotrophin signaling pathway",0,0,0,0,NA,0,1,1,NA,"GO:0038179",747,"FALSE"
"595","control","9","non-membrane-bounded organelle assembly",-0.843148948175594,10,1.66666666666667,1.211060141639,0.726636084983398,3.33333333333333,0.151386413286996,1,NA,"GO:0140694",13,"FALSE"
"596","control","9","nonribosomal peptide biosynthetic process",0,0,0,0,NA,0,1,1,NA,"GO:0019184",747,"FALSE"
"597","control","9","nuclear chromosome segregation",-0.807999484425826,8,1.33333333333333,1.50554530541816,1.12915897906362,2.5,0.188243315279243,1,NA,"GO:0098813",13,"FALSE"
"598","control","9","nuclear envelope organization",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.971034049981861,1,NA,"GO:0006998",47,"FALSE"
"599","control","9","nuclear transport",0,22,3.66666666666667,0.816496580927726,0.222680885707562,3.66666666666667,0.985820144612354,1,NA,"GO:0051169",747,"FALSE"
"600","control","9","nuclear-transcribed mRNA catabolic process",-0.459147917027245,6,1,1.09544511501033,1.09544511501033,1.5,0.688590961784188,1,NA,"GO:0000956",31,"FALSE"
"601","control","9","nucleic acid transport",-0.336320317999545,10,1.66666666666667,1.63299316185545,0.979795897113271,1.83333333333333,0.340749497805239,1,NA,"GO:0050657",47,"FALSE"
"602","control","9","nucleocytoplasmic transport",0,22,3.66666666666667,0.816496580927726,0.222680885707562,3.66666666666667,0.985820144612354,1,NA,"GO:0006913",747,"FALSE"
"603","control","9","nucleotide catabolic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.999694808560617,1,NA,"GO:0009166",112,"FALSE"
"604","control","9","nucleus organization",-0.5,3,0.5,0.547722557505166,1.09544511501033,1,0.964978316581404,1,NA,"GO:0006997",26,"FALSE"
"605","control","9","oligosaccharide-lipid intermediate biosynthetic process",0,0,0,0,NA,0,1,1,NA,"GO:0006490",747,"FALSE"
"606","control","9","one-carbon metabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0006730",747,"FALSE"
"607","control","9","organelle fission",-0.343148948175595,20,3.33333333333333,1.211060141639,0.363318042491699,4.33333333333333,0.717531016119616,1,NA,"GO:0048285",43,"FALSE"
"608","control","9","organelle fusion",0.0283208335737187,7,1.16666666666667,0.752772652709081,0.645233702322069,1,0.989603519855268,1,NA,"GO:0048284",451,"FALSE"
"609","control","9","organelle inheritance",0,0,0,0,NA,0,1,1,NA,"GO:0048308",747,"FALSE"
"610","control","9","organelle localization by membrane tethering",0.26416041678686,4,0.666666666666667,0.816496580927726,1.22474487139159,0.333333333333333,0.811079323544339,1,NA,"GO:0140056",63,"FALSE"
"611","control","9","organophosphate catabolic process",-0.333333333333333,4,0.666666666666667,0.516397779494322,0.774596669241483,1,0.99170074279714,1,NA,"GO:0046434",47,"FALSE"
"612","control","9","organophosphate ester transport",-0.333333333333333,3,0.5,0.547722557505166,1.09544511501033,0.833333333333333,0.918115279845606,1,NA,"GO:0015748",47,"FALSE"
"613","control","9","ossification",-0.692000515574175,13,2.16666666666667,1.94079021706795,0.895749330954439,3.33333333333333,0.29971114688513,1,NA,"GO:0001503",17,"FALSE"
"614","control","9","osteoblast differentiation",-0.669653651332878,8,1.33333333333333,1.50554530541816,1.12915897906362,2.16666666666667,0.564584375130311,1,NA,"GO:0001649",20,"FALSE"
"615","control","9","oxidative phosphorylation",-0.666666666666667,2,0.333333333333333,0.516397779494322,1.54919333848297,1,0.909381908979884,1,NA,"GO:0006119",20,"FALSE"
"616","control","9","pentose-phosphate shunt",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.987887411854449,1,NA,"GO:0006098",112,"FALSE"
"617","control","9","peptidyl-lysine modification",-0.88698801581456,12,2,1.67332005306815,0.836660026534076,3.66666666666667,0.114339659148586,1,NA,"GO:0018205",12,"TRUE"
"618","control","9","pericardium development",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.736066379217459,1,NA,"GO:0060039",47,"FALSE"
"619","control","9","peroxisome organization",0,0,0,0,NA,0,1,1,NA,"GO:0007031",747,"FALSE"
"620","control","9","phospholipid biosynthetic process",-0.889975000480773,4,0.666666666666667,0.816496580927726,1.22474487139159,1.83333333333333,0.350125807470883,1,NA,"GO:0008654",12,"FALSE"
"621","control","9","pigment accumulation",0,0,0,0,NA,0,1,1,NA,"GO:0043476",747,"FALSE"
"622","control","9","pigmentation",0,2,0.333333333333333,0.516397779494322,1.54919333848297,0.333333333333333,0.995304301446796,1,NA,"GO:0043473",747,"FALSE"
"623","control","9","pinocytosis",0,0,0,0,NA,0,1,1,NA,"GO:0006907",747,"FALSE"
"624","control","9","placenta development",-0.430827083453526,6,1,1.26491106406735,1.26491106406735,1.33333333333333,0.757211971402501,1,NA,"GO:0001890",33,"FALSE"
"625","control","9","plasma membrane tubulation",0,0,0,0,NA,0,1,1,NA,"GO:0097320",747,"FALSE"
"626","control","9","platelet-derived growth factor receptor signaling pathway",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.999009456253165,1,NA,"GO:0048008",112,"FALSE"
"627","control","9","polyamine biosynthetic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.95475078568208,1,NA,"GO:0006596",112,"FALSE"
"628","control","9","polyamine metabolic process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.95640900402325,1,NA,"GO:0006595",112,"FALSE"
"629","control","9","polyol metabolic process",-0.5,3,0.5,0.547722557505166,1.09544511501033,1,0.973548025895112,1,NA,"GO:0019751",26,"FALSE"
"630","control","9","positive regulation by host of viral process",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.988714603353517,1,NA,"GO:0044794",112,"FALSE"
"631","control","9","positive regulation of GTPase activity",-0.528320833573719,9,1.5,1.04880884817015,0.699205898780101,2.33333333333333,0.622425933244766,1,NA,"GO:0043547",26,"FALSE"
"632","control","9","positive regulation of amide metabolic process",-0.100480734786404,14,2.33333333333333,1.96638416050035,0.842736068785864,2,0.414186539671482,1,NA,"GO:0034250",180,"FALSE"
"633","control","9","positive regulation of axonogenesis",-0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0.666666666666667,0.921763629590714,1,NA,"GO:0050772",47,"FALSE"
"634","control","9","positive regulation of cell projection organization",-0.981494781268543,8,1.33333333333333,1.03279555898864,0.774596669241483,3.16666666666667,0.10610933328041,1,NA,"GO:0031346",11,"FALSE"
"635","control","9","positive regulation of cellular component biogenesis",-0.600535700879563,17,2.83333333333333,1.47196014438797,0.519515345078109,4.5,0.27119095674404,1,NA,"GO:0044089",21,"FALSE"
"636","control","9","positive regulation of epithelial to mesenchymal transition",0.264160416786859,4,0.666666666666667,0.816496580927726,1.22474487139159,0.333333333333333,0.920982757389074,1,NA,"GO:0010718",63,"FALSE"
"637","control","9","positive regulation of establishment of protein localization",0.0945067654539823,16,2.66666666666667,1.03279555898864,0.387298334620742,2.33333333333333,0.982920947516109,1,NA,"GO:1904951",193,"FALSE"
"638","control","9","positive regulation of kinase activity",-0.563470297323488,15,2.5,0.547722557505166,0.219089023002066,4.16666666666667,0.435947520783398,1,NA,"GO:0033674",22,"FALSE"
"639","control","9","positive regulation of microtubule polymerization",0,0,0,0,NA,0,1,1,NA,"GO:0031116",747,"FALSE"
"640","control","9","positive regulation of nervous system development",-0.861654166907053,6,1,0.894427190999916,0.894427190999916,2.33333333333333,0.280987931630362,1,NA,"GO:0051962",12,"FALSE"
"641","control","9","positive regulation of neurogenesis",-0.959147917027246,4,0.666666666666667,0.816496580927726,1.22474487139159,2,0.120354593077317,1,NA,"GO:0050769",12,"FALSE"
"642","control","9","positive regulation of neuron migration",0,0,0,0,NA,0,1,1,NA,"GO:2001224",747,"FALSE"
"643","control","9","positive regulation of protein localization",-0.30608354461952,21,3.5,1.51657508881031,0.433307168231517,4.33333333333333,0.704633928244998,1,NA,"GO:1903829",54,"FALSE"
"644","control","9","positive regulation of stem cell population maintenance",0.333333333333333,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0.979515253835228,1,NA,"GO:1902459",47,"FALSE"
"645","control","9","positive regulation of viral process",0.430827083453526,6,1,0.632455532033676,0.632455532033676,0.5,0.972037326101351,1,NA,"GO:0048524",33,"FALSE"
"646","control","9","postsynapse organization",-0.5,4,0.666666666666667,0.816496580927726,1.22474487139159,1.16666666666667,0.847601183576214,1,NA,"GO:0099173",26,"FALSE"
"647","control","9","proteasome-mediated ubiquitin-dependent protein catabolic process",-0.226023968370879,20,3.33333333333333,1.50554530541816,0.451663591625449,3.83333333333333,0.652111754576826,1,NA,"GO:0043161",81,"FALSE"
"648","control","9","protein autophosphorylation",-0.723308333814105,5,0.833333333333333,0.752772652709081,0.903327183250897,1.83333333333333,0.27304443074238,1,NA,"GO:0046777",16,"FALSE"
"649","control","9","protein folding",-0.600480734786405,10,1.66666666666667,2.25092573548455,1.35055544129073,2,0.0913128377871931,1,NA,"GO:0006457",21,"FALSE"
"650","control","9","protein glycosylation",-0.735839583213141,2,0.333333333333333,0.816496580927726,2.44948974278318,1,0.671580541685107,1,NA,"GO:0006486",16,"FALSE"
"651","control","9","protein lipidation",-0.166666666666667,2,0.333333333333333,0.516397779494322,1.54919333848297,0.5,0.83523359448366,1,NA,"GO:0006497",112,"FALSE"
"652","control","9","protein localization to nucleus",-0.119840614361491,20,3.33333333333333,2.16024689946929,0.648074069840786,3.33333333333333,0.684515197831275,1,NA,"GO:0034504",163,"FALSE"
"653","control","9","protein neddylation",0.5,3,0.5,0.547722557505166,1.09544511501033,0,0.844235076189144,1,NA,"GO:0045116",26,"FALSE"
"654","control","9","protein polyubiquitination",-0.264160416786859,12,2,1.54919333848297,0.774596669241483,2.33333333333333,0.676224869956671,1,NA,"GO:0000209",63,"FALSE"
"655","control","9","protein targeting",-0.572159901212685,9,1.5,1.37840487520902,0.918936583472681,2.33333333333333,0.574785255699313,1,NA,"GO:0006605",22,"FALSE"
"656","control","9","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway",0,0,0,0,NA,0,1,1,NA,"GO:0043328",747,"FALSE"
"657","control","9","protein-DNA complex subunit organization",0.166666666666667,10,1.66666666666667,0.816496580927726,0.489897948556636,1.33333333333333,0.999873889998702,1,NA,"GO:0071824",112,"FALSE"
"658","control","9","protein-containing complex localization",-0.597493750120193,4,0.666666666666667,0.816496580927726,1.22474487139159,1.33333333333333,0.827955736499214,1,NA,"GO:0031503",21,"FALSE"
"659","control","9","proton motive force-driven ATP synthesis",0,4,0.666666666666667,1.211060141639,1.81659021245849,0.5,0.651728662219712,1,NA,"GO:0015986",747,"FALSE"
"660","control","9","proton transmembrane transport",-0.5,3,0.5,0.547722557505166,1.09544511501033,1,0.962351099017994,1,NA,"GO:1902600",26,"FALSE"
"661","control","9","pteridine-containing compound metabolic process",0,0,0,0,NA,0,1,1,NA,"GO:0042558",747,"FALSE"
"662","control","9","quinone biosynthetic process",0,0,0,0,NA,0,1,1,NA,"GO:1901663",747,"FALSE"
"663","control","9","rRNA metabolic process",-0.0721599012126843,14,2.33333333333333,1.211060141639,0.519025774988141,2.33333333333333,0.931068773553405,1,NA,"GO:0016072",241,"FALSE"
"664","control","9","receptor metabolic process",0.166666666666667,3,0.5,0.547722557505166,1.09544511501033,0.333333333333333,0.961553963285528,1,NA,"GO:0043112",112,"FALSE"
"665","control","9","regulation of ATP metabolic process",0.333333333333333,6,1,1.09544511501033,1.09544511501033,0.5,0.865582308425358,1,NA,"GO:1903578",47,"FALSE"
"666","control","9","regulation of ATP-dependent activity",0,0,0,0,NA,0,1,1,NA,"GO:0043462",747,"FALSE"
"667","control","9","regulation of DNA repair",-0.361654166907053,7,1.16666666666667,0.752772652709081,0.645233702322069,1.66666666666667,0.936991478559975,1,NA,"GO:0006282",42,"FALSE"
"668","control","9","regulation of DNA replication",-0.861654166907053,2,0.333333333333333,0.516397779494322,1.54919333848297,1.33333333333333,0.516615361046157,1,NA,"GO:0006275",12,"FALSE"
"669","control","9","regulation of G0 to G1 transition",0,0,0,0,NA,0,1,1,NA,"GO:0070316",747,"FALSE"
"670","control","9","regulation of GTPase activity",-0.676482281508928,11,1.83333333333333,1.16904519445001,0.637661015154552,3.16666666666667,0.294121015199004,1,NA,"GO:0043087",20,"FALSE"
"671","control","9","regulation of Golgi organization",0.166666666666667,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0.998704351122551,1,NA,"GO:1903358",112,"FALSE"
"672","control","9","regulation of actin filament organization",-0.405493234546018,12,2,2.0976176963403,1.04880884817015,2.16666666666667,0.1190069185886,1,NA,"GO:0110053",34,"FALSE"
"673","control","9","regulation of actin filament-based process",-0.224108028564574,18,3,1.78885438199983,0.596284793999944,3.33333333333333,0.492286588229679,1,NA,"GO:0032970",81,"FALSE"
