"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"129","control","1","lipoprotein metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042157",747,"FALSE",-0.333333333333333,0.333333333333333,0.397073346477591
"130","control","1","lysosomal lumen acidification",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0007042",747,"FALSE",0,0,0.397073346477591
"131","control","1","lysosomal protein catabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1905146",747,"FALSE",0,0,0.397073346477591
"132","control","1","macroautophagy",-0.666666666666667,0.577350269189626,0,0,0,NA,2,0.666666666666667,0.821787985693832,1,NA,"GO:0016236",20,"FALSE",-1,0.333333333333333,0.397073346477591
"133","control","1","macromolecule deacylation",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.863373214233186,1,NA,"GO:0098732",47,"FALSE",-0.52832083357372,0.861654166907053,0.397073346477591
"134","control","1","macromolecule glycosylation",0.333333333333333,0.577350269189626,1,0.333333333333333,0.577350269189626,1.73205080756888,0,0,0.932349304637276,1,NA,"GO:0043413",47,"FALSE",-0.471679166426281,0.805012499759615,0.397073346477591
"135","control","1","magnesium ion transmembrane transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903830",747,"FALSE",0,0,0.397073346477591
"136","control","1","magnesium ion transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0015693",747,"FALSE",0,0,0.397073346477591
"137","control","1","maintenance of cell number",0.666666666666667,0.577350269189626,2,0.666666666666667,0.577350269189626,0.866025403784439,0,0,0.70047232887285,1,NA,"GO:0098727",20,"FALSE",0.276691666185896,0.389975000480771,0.397073346477591
"138","control","1","maintenance of protein location",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045185",747,"FALSE",-0.138345833092948,0.138345833092948,0.397073346477591
"139","control","1","maintenance of protein location in cell",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032507",747,"FALSE",0,0,0.397073346477591
