"","condition","cycle","region","log2fc.mean.x","log2fc.sd","obs.mut.sum","obs.mut.mean","obs.mut.sd","obs.mut.cv","sim.mut.sum","sim.mut.mean","p_value","p_adjusted","significant_p_adjusted","go.id","observed.variant.required","observed.variant.requirement.met","log2fc.mean.y","log2fc.norm","log2fc.norm.sd"
"656","control","9","quinone biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901663",747,"FALSE",0,0,0.397073346477591
"657","control","9","receptor metabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.983238977108742,1,NA,"GO:0043112",112,"FALSE",0.166666666666667,0,0.397073346477591
"658","control","9","regulation of actin filament organization",0,0.894427190999916,3,0.5,0.547722557505166,1.09544511501033,3,0.5,0.917982058652937,1,NA,"GO:0110053",747,"FALSE",-0.405493234546018,0.405493234546018,0.397073346477591
"659","control","9","regulation of actin filament-based process",-0.333333333333333,0.516397779494322,4,0.666666666666667,0.516397779494322,0.774596669241483,6,1,0.99396954661132,1,NA,"GO:0032970",47,"FALSE",-0.224108028564574,-0.109225304768759,0.397073346477591
"660","control","9","regulation of anatomical structure size",-0.402506249879807,0.688493055897605,4,0.666666666666667,0.816496580927726,1.22474487139159,6,1,0.921865934024165,1,NA,"GO:0090066",34,"FALSE",-0.365440846323732,-0.037065403556075,0.397073346477591
"661","control","9","regulation of apoptotic signaling pathway",-0.5,0.547722557505166,2,0.333333333333333,0.516397779494322,1.54919333848297,5,0.833333333333333,0.978772440043884,1,NA,"GO:2001233",26,"FALSE",-1.00981561484226,0.509815614842261,0.397073346477591
"662","control","9","regulation of ATP metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903578",747,"FALSE",0.333333333333333,-0.333333333333333,0.397073346477591
"663","control","9","regulation of ATP-dependent activity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043462",747,"FALSE",0,0,0.397073346477591
"664","control","9","regulation of autophagosome maturation",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.385262542898975,1,NA,"GO:1901096",47,"FALSE",0.333333333333333,0,0.397073346477591
"665","control","9","regulation of autophagy",-0.166666666666667,0.752772652709081,3,0.5,0.547722557505166,1.09544511501033,4,0.666666666666667,0.978128897860323,1,NA,"GO:0010506",112,"FALSE",-0.940642698295787,0.77397603162912,0.397073346477591
"666","control","9","regulation of binding",-0.333333333333333,0.516397779494322,4,0.666666666666667,0.516397779494322,0.774596669241483,6,1,0.997559302929439,1,NA,"GO:0051098",47,"FALSE",-0.843148948175595,0.509815614842262,0.397073346477591
"667","control","9","regulation of carbohydrate metabolic process",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.889086347558985,1,NA,"GO:0006109",26,"FALSE",0.0974937501201927,0.402506249879807,0.397073346477591
"668","control","9","regulation of cell cycle phase transition",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.970579879510205,1,NA,"GO:1901987",26,"FALSE",-0.515518234065247,0.0155182340652467,0.397073346477591
"669","control","9","regulation of cell division",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051302",747,"FALSE",-1.05664166714744,1.05664166714744,0.397073346477591
"670","control","9","regulation of cell growth",-0.833333333333333,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,6,1,0.767113706448024,1,NA,"GO:0001558",13,"FALSE",-0.720321349147894,-0.113011984185439,0.397073346477591
"671","control","9","regulation of cell morphogenesis",-0.166666666666667,0.752772652709081,2,0.333333333333333,0.516397779494322,1.54919333848297,3,0.5,0.977761553878804,1,NA,"GO:0022604",112,"FALSE",-0.597493750120194,0.430827083453527,0.397073346477591
"672","control","9","regulation of cell-substrate adhesion",0.26416041678686,0.904811778649043,4,0.666666666666667,0.816496580927726,1.22474487139159,2,0.333333333333333,0.845815127142801,1,NA,"GO:0010810",63,"FALSE",-0.433814068119738,0.697974484906598,0.397073346477591
"673","control","9","regulation of cell-substrate junction assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.994578889364222,1,NA,"GO:0090109",112,"FALSE",0.361654166907053,-0.194987500240387,0.397073346477591
"674","control","9","regulation of cell-substrate junction organization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.995327943408217,1,NA,"GO:0150116",112,"FALSE",-0.305012499759614,0.471679166426281,0.397073346477591
"675","control","9","regulation of cellular component size",-0.569172916546474,0.692594293027286,3,0.5,0.836660026534076,1.67332005306815,6,1,0.862426246518915,1,NA,"GO:0032535",22,"FALSE",-0.238826567879351,-0.330346348667123,0.397073346477591
"676","control","9","regulation of chromosome organization",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.99120021949724,1,NA,"GO:0033044",47,"FALSE",-0.125814583693911,0.459147917027245,0.397073346477591
"677","control","9","regulation of chromosome segregation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998035525711956,1,NA,"GO:0051983",112,"FALSE",-0.333333333333333,0.5,0.397073346477591
"678","control","9","regulation of circadian rhythm",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042752",747,"FALSE",0.025333848907508,-0.025333848907508,0.397073346477591
"679","control","9","regulation of cysteine-type endopeptidase activity involved in apoptotic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043281",747,"FALSE",-0.987468750600965,0.987468750600965,0.397073346477591
"680","control","9","regulation of cytokinesis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032465",747,"FALSE",-0.569172916546474,0.569172916546474,0.397073346477591
"681","control","9","regulation of DNA repair",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.985653560072442,1,NA,"GO:0006282",47,"FALSE",-0.361654166907053,0.694987500240386,0.397073346477591
"682","control","9","regulation of DNA replication",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006275",747,"FALSE",-0.861654166907053,0.861654166907053,0.397073346477591
"683","control","9","regulation of embryonic development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0045995",747,"FALSE",-0.166666666666667,0.166666666666667,0.397073346477591
"684","control","9","regulation of establishment of cell polarity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:2000114",747,"FALSE",0.26416041678686,-0.26416041678686,0.397073346477591
"685","control","9","regulation of extracellular matrix organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903053",747,"FALSE",0,0,0.397073346477591
"686","control","9","regulation of fibroblast migration",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010762",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"687","control","9","regulation of fibroblast proliferation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048145",747,"FALSE",-0.5,0.5,0.397073346477591
"688","control","9","regulation of focal adhesion assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.994578889364222,1,NA,"GO:0051893",112,"FALSE",0.361654166907053,-0.194987500240387,0.397073346477591
"689","control","9","regulation of G0 to G1 transition",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070316",747,"FALSE",0,0,0.397073346477591
"690","control","9","regulation of generation of precursor metabolites and energy",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043467",747,"FALSE",-0.166666666666667,0.166666666666667,0.397073346477591
"691","control","9","regulation of glucose metabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.995847152658253,1,NA,"GO:0010906",112,"FALSE",-0.069172916546474,0.235839583213141,0.397073346477591
"692","control","9","regulation of Golgi organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903358",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"693","control","9","regulation of GTPase activity",-0.305012499759615,0.790716953712546,5,0.833333333333333,0.983192080250175,1.17983049630021,6,1,0.917035618333153,1,NA,"GO:0043087",54,"FALSE",-0.676482281508928,0.371469781749313,0.397073346477591
"694","control","9","regulation of interferon-beta production",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0032648",747,"FALSE",-0.333333333333333,0.333333333333333,0.397073346477591
"695","control","9","regulation of intracellular protein transport",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.984300951267634,1,NA,"GO:0033157",47,"FALSE",-0.430827083453526,0.764160416786859,0.397073346477591
"696","control","9","regulation of intracellular steroid hormone receptor signaling pathway",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0033143",747,"FALSE",-0.305012499759614,0.305012499759614,0.397073346477591
"697","control","9","regulation of intracellular transport",0,0.894427190999916,3,0.5,0.547722557505166,1.09544511501033,3,0.5,0.918018725353598,1,NA,"GO:0032386",747,"FALSE",-0.343148948175595,0.343148948175595,0.397073346477591
"698","control","9","regulation of ketone biosynthetic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.875779670767476,1,NA,"GO:0010566",112,"FALSE",0.166666666666667,0,0.397073346477591
"699","control","9","regulation of ligase activity",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.863144450128543,1,NA,"GO:0051340",112,"FALSE",0.166666666666667,0,0.397073346477591
"700","control","9","regulation of membrane permeability",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090559",747,"FALSE",0,0,0.397073346477591
"701","control","9","regulation of microtubule cytoskeleton organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070507",747,"FALSE",-0.930827083453527,0.930827083453527,0.397073346477591
"702","control","9","regulation of microtubule depolymerization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0031114",747,"FALSE",0,0,0.397073346477591
"703","control","9","regulation of microtubule-based process",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.982883468217118,1,NA,"GO:0032886",47,"FALSE",-0.361654166907053,0.694987500240386,0.397073346477591
"704","control","9","regulation of mitochondrial fission",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090140",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"705","control","9","regulation of mitochondrial membrane permeability",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0046902",747,"FALSE",0,0,0.397073346477591
"706","control","9","regulation of mitochondrial membrane potential",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051881",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"707","control","9","regulation of ncRNA transcription",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0140747",747,"FALSE",0.430827083453527,-0.430827083453527,0.397073346477591
"708","control","9","regulation of neuron apoptotic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0043523",747,"FALSE",-1.29248125036058,1.29248125036058,0.397073346477591
"709","control","9","regulation of neuron death",-0.5,0.547722557505166,0,0,0,NA,3,0.5,0.980389914873261,1,NA,"GO:1901214",26,"FALSE",-1.29248125036058,0.792481250360579,0.397073346477591
"710","control","9","regulation of neuron projection development",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.959687805653341,1,NA,"GO:0010975",26,"FALSE",-0.912321864722068,0.412321864722068,0.397073346477591
"711","control","9","regulation of pinocytosis",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0048548",747,"FALSE",0,0,0.397073346477591
"712","control","9","regulation of plasma membrane bounded cell projection assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999425658307546,1,NA,"GO:0120032",112,"FALSE",-0.556641667147438,0.723308333814105,0.397073346477591
"713","control","9","regulation of protein catabolic process",-0.333333333333333,0.816496580927726,1,0.166666666666667,0.408248290463863,2.44948974278318,3,0.5,0.923950054645202,1,NA,"GO:0042176",47,"FALSE",-0.660964047443681,0.327630714110347,0.397073346477591
"714","control","9","regulation of protein dephosphorylation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.991450385251871,1,NA,"GO:0035304",112,"FALSE",-0.166666666666667,0.333333333333333,0.397073346477591
"715","control","9","regulation of protein modification by small protein conjugation or removal",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903320",747,"FALSE",-0.638345833092948,0.638345833092948,0.397073346477591
"716","control","9","regulation of protein stability",0.5,0.547722557505166,5,0.833333333333333,0.408248290463863,0.489897948556636,2,0.333333333333333,0.95555088159048,1,NA,"GO:0031647",26,"FALSE",-0.0789885313887357,0.578988531388736,0.397073346477591
"717","control","9","regulation of protein-containing complex assembly",-0.333333333333333,0.516397779494322,4,0.666666666666667,0.516397779494322,0.774596669241483,6,1,0.994525471132573,1,NA,"GO:0043254",47,"FALSE",-0.471679166426281,0.138345833092948,0.397073346477591
"718","control","9","regulation of response to DNA damage stimulus",0.166666666666667,0.752772652709081,4,0.666666666666667,0.516397779494322,0.774596669241483,3,0.5,0.967521211611166,1,NA,"GO:2001020",112,"FALSE",-0.456160932361034,0.622827599027701,0.397073346477591
"719","control","9","regulation of small molecule metabolic process",0.333333333333333,0.516397779494322,4,0.666666666666667,0.516397779494322,0.774596669241483,2,0.333333333333333,0.991126515755267,1,NA,"GO:0062012",47,"FALSE",-0.0438390676389657,0.377172400972299,0.397073346477591
"720","control","9","regulation of stem cell differentiation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.987698745432936,1,NA,"GO:2000736",112,"FALSE",-0.333333333333333,0.5,0.397073346477591
"721","control","9","regulation of steroid hormone biosynthetic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.939779360164615,1,NA,"GO:0090030",112,"FALSE",0.166666666666667,0,0.397073346477591
"722","control","9","regulation of supramolecular fiber organization",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.964900049979439,1,NA,"GO:1902903",26,"FALSE",-0.525333848907508,0.0253338489075077,0.397073346477591
"723","control","9","regulation of translational fidelity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006450",747,"FALSE",0,0,0.397073346477591
"724","control","9","regulation of type I interferon-mediated signaling pathway",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060338",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"725","control","9","regulation of ubiquitin-protein transferase activity",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051438",747,"FALSE",-0.5,0.5,0.397073346477591
"726","control","9","regulation of vacuole organization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0044088",747,"FALSE",-0.0691729165464733,0.0691729165464733,0.397073346477591
"727","control","9","release of cytochrome c from mitochondria",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0001836",747,"FALSE",-0.166666666666667,0.166666666666667,0.397073346477591
"728","control","9","renal system development",-0.833333333333333,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,6,1,0.850727066031183,1,NA,"GO:0072001",13,"FALSE",-0.959147917027247,0.125814583693913,0.397073346477591
"729","control","9","respiratory system development",-0.166666666666667,0.752772652709081,1,0.166666666666667,0.408248290463863,2.44948974278318,2,0.333333333333333,0.971966683012652,1,NA,"GO:0060541",112,"FALSE",-0.474666151092493,0.307999484425826,0.397073346477591
"730","control","9","respiratory tube development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999272459737601,1,NA,"GO:0030323",112,"FALSE",-0.474666151092493,0.64133281775916,0.397073346477591
"731","control","9","response to acid chemical",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.9991461508625,1,NA,"GO:0001101",112,"FALSE",-0.402506249879807,0.569172916546474,0.397073346477591
"732","control","9","response to amino acid",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998476912690995,1,NA,"GO:0043200",112,"FALSE",-0.402506249879807,0.569172916546474,0.397073346477591
"733","control","9","response to amino acid starvation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1990928",747,"FALSE",0.5,-0.5,0.397073346477591
"734","control","9","response to arsenic-containing substance",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.968327694394308,1,NA,"GO:0046685",112,"FALSE",0.166666666666667,0,0.397073346477591
"735","control","9","response to endoplasmic reticulum stress",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0034976",747,"FALSE",-0.792481250360579,0.792481250360579,0.397073346477591
"736","control","9","response to fluid shear stress",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.983319847812375,1,NA,"GO:0034405",112,"FALSE",0.5,-0.333333333333333,0.397073346477591
"737","control","9","response to insulin",0.166666666666667,0.408248290463863,3,0.5,0.547722557505166,1.09544511501033,2,0.333333333333333,0.999833301891857,1,NA,"GO:0032868",112,"FALSE",-0.141332817759159,0.307999484425825,0.397073346477591
"738","control","9","response to ionizing radiation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0010212",747,"FALSE",-0.861654166907053,0.861654166907053,0.397073346477591
"739","control","9","response to oxidative stress",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.973175844397055,1,NA,"GO:0006979",26,"FALSE",-0.896803630656821,0.396803630656821,0.397073346477591
"740","control","9","response to oxygen levels",-0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,6,1,0.969592969664178,1,NA,"GO:0070482",26,"FALSE",-0.358667182240841,-0.141332817759159,0.397073346477591
"741","control","9","response to reactive oxygen species",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.989059958848477,1,NA,"GO:0000302",47,"FALSE",-1.03130781823993,1.36464115157327,0.397073346477591
"742","control","9","response to sterol depletion",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.929583405146022,1,NA,"GO:0006991",112,"FALSE",0.166666666666667,0,0.397073346477591
"743","control","9","response to topologically incorrect protein",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0035966",747,"FALSE",-0.405493234546018,0.405493234546018,0.397073346477591
"744","control","9","response to transforming growth factor beta",0,0.632455532033676,3,0.5,0.547722557505166,1.09544511501033,3,0.5,0.995536780623195,1,NA,"GO:0071559",747,"FALSE",-0.307999484425826,0.307999484425826,0.397073346477591
"745","control","9","response to UV",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.968000395112541,1,NA,"GO:0009411",47,"FALSE",0.0661859318802637,0.26714740145307,0.397073346477591
"746","control","9","response to virus",-0.166666666666667,0.983192080250175,3,0.5,0.547722557505166,1.09544511501033,4,0.666666666666667,0.845864795848434,1,NA,"GO:0009615",112,"FALSE",-0.692000515574175,0.525333848907508,0.397073346477591
"747","control","9","rhythmic process",0.26416041678686,0.647058231368743,3,0.5,0.836660026534076,1.67332005306815,1,0.166666666666667,0.98188164400364,1,NA,"GO:0048511",63,"FALSE",-0.226023968370879,0.490184385157739,0.397073346477591
"748","control","9","ribonucleoprotein complex assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0022618",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"749","control","9","ribonucleoprotein complex subunit organization",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999512882673183,1,NA,"GO:0071826",112,"FALSE",0.235839583213141,-0.069172916546474,0.397073346477591
"750","control","9","ribonucleotide metabolic process",-0.333333333333333,0.516397779494322,3,0.5,0.547722557505166,1.09544511501033,5,0.833333333333333,0.996102457759638,1,NA,"GO:0009259",47,"FALSE",-0.456160932361034,0.122827599027701,0.397073346477591
"751","control","9","ribose phosphate metabolic process",-0.333333333333333,0.516397779494322,3,0.5,0.547722557505166,1.09544511501033,5,0.833333333333333,0.995852471209411,1,NA,"GO:0019693",47,"FALSE",-0.456160932361034,0.122827599027701,0.397073346477591
"752","control","9","ribosomal subunit export from nucleus",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0000054",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"753","control","9","ribosome assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0042255",747,"FALSE",0.26416041678686,-0.26416041678686,0.397073346477591
"754","control","9","ribosome biogenesis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999787525232196,1,NA,"GO:0042254",112,"FALSE",-0.515518234065248,0.682184900731914,0.397073346477591
"755","control","9","ribosome localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0033750",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"756","control","9","RNA localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006403",747,"FALSE",-0.0876781352779313,0.0876781352779313,0.397073346477591
"757","control","9","RNA transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0050658",747,"FALSE",-0.336320317999545,0.336320317999545,0.397073346477591
"758","control","9","roof of mouth development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060021",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"759","control","9","rRNA metabolic process",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.99964107888015,1,NA,"GO:0016072",112,"FALSE",-0.0721599012126843,0.238826567879351,0.397073346477591
"760","control","9","Schwann cell differentiation",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0014037",747,"FALSE",0.333333333333333,-0.333333333333333,0.397073346477591
"761","control","9","semaphorin-plexin signaling pathway involved in neuron projection guidance",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1902285",747,"FALSE",0,0,0.397073346477591
"762","control","9","seminiferous tubule development",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.886748416806465,1,NA,"GO:0072520",112,"FALSE",0.166666666666667,0,0.397073346477591
"763","control","9","signal peptide processing",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006465",747,"FALSE",0,0,0.397073346477591
"764","control","9","signal transduction in response to DNA damage",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998592303941106,1,NA,"GO:0042770",112,"FALSE",-0.0974937501201933,0.26416041678686,0.397073346477591
"765","control","9","sister chromatid segregation",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.999872445398449,1,NA,"GO:0000819",112,"FALSE",-0.987468750600965,1.15413541726763,0.397073346477591
"766","control","9","small molecule catabolic process",0,0.632455532033676,2,0.333333333333333,0.516397779494322,1.54919333848297,2,0.333333333333333,0.995766835676072,1,NA,"GO:0044282",747,"FALSE",-0.792481250360579,0.792481250360579,0.397073346477591
"767","control","9","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060831",747,"FALSE",0,0,0.397073346477591
"768","control","9","sphingomyelin biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006686",747,"FALSE",0,0,0.397073346477591
"769","control","9","spindle localization",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0051653",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"770","control","9","stem cell differentiation",0,0.894427190999916,2,0.333333333333333,0.516397779494322,1.54919333848297,2,0.333333333333333,0.891225192857461,1,NA,"GO:0048863",747,"FALSE",-0.320802083934297,0.320802083934297,0.397073346477591
"771","control","9","stem cell population maintenance",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.998655074491111,1,NA,"GO:0019827",112,"FALSE",-0.361654166907053,0.528320833573719,0.397073346477591
"772","control","9","sterol biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0016126",747,"FALSE",0,0,0.397073346477591
"773","control","9","stress granule assembly",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.958874170178417,1,NA,"GO:0034063",112,"FALSE",0.166666666666667,0,0.397073346477591
"774","control","9","substantia nigra development",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0021762",747,"FALSE",0.5,-0.5,0.397073346477591
"775","control","9","substrate adhesion-dependent cell spreading",0.5,0.547722557505166,3,0.5,0.547722557505166,1.09544511501033,0,0,0.773355682889088,1,NA,"GO:0034446",26,"FALSE",0.0974937501201927,0.402506249879807,0.397073346477591
"776","control","9","sulfur compound metabolic process",0,0.632455532033676,2,0.333333333333333,0.516397779494322,1.54919333848297,2,0.333333333333333,0.995406127366102,1,NA,"GO:0006790",747,"FALSE",-0.597493750120194,0.597493750120194,0.397073346477591
"777","control","9","suppression of viral release by host",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0044790",747,"FALSE",0,0,0.397073346477591
"778","control","9","synaptic vesicle lumen acidification",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.844502141188568,1,NA,"GO:0097401",112,"FALSE",0.333333333333333,-0.166666666666667,0.397073346477591
"779","control","9","telomerase RNA localization to Cajal body",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0090671",747,"FALSE",0.333333333333333,-0.333333333333333,0.397073346477591
"780","control","9","telomere maintenance",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.949151473026469,1,NA,"GO:0000723",47,"FALSE",0.430827083453526,-0.0974937501201927,0.397073346477591
"781","control","9","telomere organization",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.956152141569599,1,NA,"GO:0032200",47,"FALSE",0.333333333333333,0,0.397073346477591
"782","control","9","toxin transport",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1901998",747,"FALSE",0.333333333333333,-0.333333333333333,0.397073346477591
"783","control","9","trabecula morphogenesis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.991059219481424,1,NA,"GO:0061383",112,"FALSE",0.0974937501201933,0.0691729165464733,0.397073346477591
"784","control","9","tube closure",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0060606",747,"FALSE",-0.833333333333333,0.833333333333333,0.397073346477591
"785","control","9","U2-type prespliceosome assembly",0,0,0,0,0,NA,0,0,1,1,NA,"GO:1903241",747,"FALSE",0.166666666666667,-0.166666666666667,0.397073346477591
"786","control","9","ubiquinone biosynthetic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006744",747,"FALSE",0,0,0.397073346477591
"787","control","9","ubiquinone metabolic process",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0006743",747,"FALSE",0,0,0.397073346477591
"788","control","9","UV-damage excision repair",0,0,0,0,0,NA,0,0,1,1,NA,"GO:0070914",747,"FALSE",0,0,0.397073346477591
"789","control","9","vacuolar acidification",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.96004108329262,1,NA,"GO:0007035",112,"FALSE",0.333333333333333,-0.166666666666667,0.397073346477591
"790","control","9","vacuolar transport",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.972991661229231,1,NA,"GO:0007034",47,"FALSE",-0.52832083357372,0.861654166907053,0.397073346477591
"791","control","9","vacuole organization",0.333333333333333,0.516397779494322,2,0.333333333333333,0.516397779494322,1.54919333848297,0,0,0.984082675234381,1,NA,"GO:0007033",47,"FALSE",-0.502986984666212,0.836320317999545,0.397073346477591
"792","control","9","vasculogenesis",0.166666666666667,0.408248290463863,1,0.166666666666667,0.408248290463863,2.44948974278318,0,0,0.992073148748879,1,NA,"GO:0001570",112,"FALSE",0,0.166666666666667,0.397073346477591
