CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000118655 112 95 113 73 94 153
ENSG00000118680 6897 5873 8635 6228 5439 7478
ENSG00000118689 2783 2328 3802 3063 1632 2168
ENSG00000118690 39 8 24 6 18 26
ENSG00000118705 6876 6324 8255 7025 6134 8383
ENSG00000118707 147 108 192 68 196 229
ENSG00000118762 1316 1085 1396 834 1363 1777
ENSG00000118777 17 5 5 8 21 24
ENSG00000118804 173 186 195 166 178 239
ENSG00000118816 8814 6572 10401 8857 3677 4319
ENSG00000118849 685 371 893 476 345 245
ENSG00000118855 862 706 981 536 1050 1439
ENSG00000118873 784 669 955 669 850 1238
ENSG00000118894 85 78 119 49 139 182
ENSG00000118898 99 105 564 528 60 84
ENSG00000118900 1267 986 1791 1267 823 1108
ENSG00000118922 542 463 566 331 656 763
ENSG00000118939 284 223 310 157 266 336
ENSG00000118960 334 227 377 259 226 273
ENSG00000118961 267 202 308 245 309 372
ENSG00000118965 143 136 177 126 178 269
ENSG00000118971 403 380 252 217 102 140
ENSG00000118985 4623 3666 4445 3992 3376 4597
ENSG00000119004 118 86 103 71 151 144
ENSG00000119013 276 207 274 189 371 468
ENSG00000119041 405 337 506 411 522 667
ENSG00000119042 271 221 300 222 165 241
ENSG00000119048 635 571 752 580 532 667
ENSG00000119138 567 497 634 490 796 823
ENSG00000119139 1873 1536 2431 1753 1398 2174
ENSG00000119185 1951 1434 2717 1628 1075 1207
ENSG00000119203 702 520 889 585 741 1027
ENSG00000119227 5 11 1 3 6 9
ENSG00000119231 574 502 766 531 426 606
ENSG00000119242 881 668 1207 903 718 796
ENSG00000119280 3192 2398 3462 2275 2989 3912
ENSG00000119285 798 684 1058 738 1141 1513
ENSG00000119314 2084 1639 2488 2021 1053 1728
ENSG00000119318 5172 3838 6260 4294 4685 6591
ENSG00000119321 771 605 935 584 800 1089
ENSG00000119326 1398 1088 2035 1272 1015 1201
ENSG00000119328 127 87 148 145 130 150
ENSG00000119333 318 278 404 281 281 381
ENSG00000119335 3262 2637 4013 2918 3834 5201
ENSG00000119383 2192 1521 2366 1597 2317 3003
ENSG00000119392 367 272 494 408 404 551
ENSG00000119396 1271 1094 1489 1185 1128 1459
ENSG00000119397 114 102 245 114 149 212
ENSG00000119401 418 392 496 323 353 510
ENSG00000119402 648 562 777 549 628 853
ENSG00000119403 405 393 538 426 343 512
ENSG00000119408 3327 2803 3959 3198 1578 2016
ENSG00000119414 896 670 994 747 709 973
ENSG00000119421 411 318 432 292 505 569
ENSG00000119431 34 38 58 57 65 78
ENSG00000119446 392 320 464 297 325 423
ENSG00000119471 1094 763 1217 937 726 942
ENSG00000119487 2053 1607 2616 1730 1698 2015
ENSG00000119508 33 28 27 42 39 34
ENSG00000119509 357 225 417 288 284 442
ENSG00000119514 41 42 59 38 152 142
ENSG00000119522 350 230 366 243 268 298
ENSG00000119523 764 628 802 638 566 777
ENSG00000119537 889 716 1097 942 634 890
ENSG00000119541 723 671 981 687 819 1082
ENSG00000119559 322 250 316 215 364 320
ENSG00000119574 269 221 356 187 183 202
ENSG00000119596 1229 1002 1461 904 1684 2108
ENSG00000119599 106 109 132 76 129 145
ENSG00000119616 579 485 708 521 634 855
ENSG00000119630 19 29 28 10 4 12
ENSG00000119632 536 483 562 388 589 596
ENSG00000119636 47 25 66 56 49 60
ENSG00000119638 2293 1935 3016 2159 2019 2599
ENSG00000119640 42 67 62 40 43 67
ENSG00000119650 226 166 272 194 203 222
ENSG00000119655 1051 895 1197 1096 554 779
ENSG00000119661 78 63 96 47 96 125
ENSG00000119669 2211 1813 2490 1591 1755 1877
ENSG00000119673 127 158 156 109 395 390
ENSG00000119681 5325 4718 4867 3560 5326 5304
ENSG00000119682 1114 954 1307 892 913 1192
ENSG00000119684 248 215 331 240 167 304
ENSG00000119685 370 233 429 291 255 367
ENSG00000119686 16 22 20 18 15 14
ENSG00000119688 230 206 326 240 297 428
ENSG00000119689 2360 1815 2773 2170 1820 2420
ENSG00000119699 16 6 18 20 18 19
ENSG00000119703 5 8 10 11 6 8
ENSG00000119705 193 135 218 153 355 384
ENSG00000119707 1656 1198 1957 1286 2221 3342
ENSG00000119711 626 515 887 753 368 496
ENSG00000119714 88 67 30 27 10 22
ENSG00000119718 386 288 426 368 294 381
ENSG00000119720 179 174 203 137 139 201
ENSG00000119723 154 116 176 110 203 231
ENSG00000119725 617 484 773 629 628 757
ENSG00000119729 2016 1515 2279 1974 1616 2012
ENSG00000119737 6 5 3 2 8 16
ENSG00000119760 606 516 819 509 603 886
ENSG00000119771 957 776 1056 646 758 982
ENSG00000119772 221 169 199 183 285 313
ENSG00000119777 4125 3280 4982 3823 2275 3259
ENSG00000119778 190 155 205 138 183 276
ENSG00000119782 64 84 108 120 86 87
ENSG00000119787 368 342 467 410 388 572
ENSG00000119801 1877 1428 2363 1574 1138 1563
ENSG00000119812 1305 933 1526 1049 1421 1711
ENSG00000119820 890 760 1108 882 862 1122
ENSG00000119844 359 232 435 347 315 444
ENSG00000119865 478 476 597 506 375 522
ENSG00000119878 208 201 275 191 167 244
ENSG00000119899 1383 1274 1893 1749 750 930
ENSG00000119900 925 854 1225 818 828 1225
ENSG00000119906 763 524 860 561 590 958
ENSG00000119912 595 425 628 344 869 1127
ENSG00000119915 6 4 4 2 1 1
ENSG00000119917 88 101 185 94 129 155
ENSG00000119922 30 27 30 22 53 84
ENSG00000119927 237 161 296 210 197 265
ENSG00000119929 99 96 140 98 129 143
ENSG00000119938 957 893 672 610 854 1113
ENSG00000119943 215 145 195 164 260 280
ENSG00000119950 1162 858 1321 1326 463 634
ENSG00000119953 377 317 518 465 400 478
ENSG00000119965 421 324 602 406 201 267
ENSG00000119969 79 94 98 46 100 195
ENSG00000119977 683 602 814 749 520 772
ENSG00000119979 1185 970 1478 1121 555 663
ENSG00000119986 607 567 622 720 529 520
ENSG00000120008 1401 1049 1608 1187 1250 1657
ENSG00000120029 396 296 481 304 500 594
ENSG00000120049 2 5 11 1 5 16
ENSG00000120053 312 237 408 247 525 613
ENSG00000120063 876 664 1029 797 837 1021
ENSG00000120068 1 7 10 2 26 31
ENSG00000120071 654 511 854 543 497 739
ENSG00000120075 417 364 511 425 311 299
ENSG00000120093 1084 890 1222 912 916 1140
ENSG00000120129 1998 1819 2226 1775 3000 2960
ENSG00000120137 803 642 930 587 806 1148
ENSG00000120149 111 82 94 60 107 134
ENSG00000120156 6187 4639 7412 4725 2350 4155
ENSG00000120158 61 46 61 40 70 121
ENSG00000120159 401 250 437 260 349 471
ENSG00000120217 1108 813 713 442 516 1135
ENSG00000120253 429 309 565 361 386 457
ENSG00000120254 2223 1827 2409 1970 2232 2451
ENSG00000120256 1403 1181 2004 1635 1313 1672
ENSG00000120262 58 42 50 30 33 89
ENSG00000120265 1128 988 1538 1122 1045 1538
ENSG00000120278 14 9 29 19 12 34
ENSG00000120279 212 134 116 88 183 216
ENSG00000120306 71 70 71 61 73 86
ENSG00000120314 460 409 546 388 489 612
ENSG00000120318 566 417 612 443 445 554
ENSG00000120322 3 3 10 4 18 23
ENSG00000120324 39 25 50 22 65 81
ENSG00000120327 40 31 59 26 72 94
ENSG00000120328 15 10 20 7 22 28
ENSG00000120333 239 173 275 209 282 381
ENSG00000120334 75 70 69 37 60 95
ENSG00000120337 1 2 0 5 5 8
ENSG00000120341 16 4 43 9 19 56
ENSG00000120370 227 166 223 164 188 267
ENSG00000120437 419 293 708 292 457 709
ENSG00000120438 2662 2139 3171 2179 3276 4457
ENSG00000120451 2394 2100 2998 1954 2394 3153
ENSG00000120457 16 10 16 4 16 19
ENSG00000120458 157 112 169 121 122 212
ENSG00000120509 530 403 622 442 417 520
ENSG00000120519 150 114 135 132 90 123
ENSG00000120526 606 440 702 448 444 724
ENSG00000120533 492 380 575 394 805 1067
ENSG00000120539 285 225 340 252 219 416
ENSG00000120549 179 159 177 123 372 406
ENSG00000120594 13 25 3 5 138 163
ENSG00000120616 290 262 344 262 246 305
ENSG00000120645 59 45 51 57 65 42
ENSG00000120647 52 40 85 52 63 82
ENSG00000120656 257 219 315 245 248 396
ENSG00000120658 4 1 1 7 20 18
ENSG00000120662 92 77 122 77 97 136
ENSG00000120675 445 334 508 340 452 500
ENSG00000120685 632 481 635 488 396 571
ENSG00000120686 1710 1326 1833 1277 1148 1567
ENSG00000120688 451 345 526 415 425 557
ENSG00000120690 1356 1025 1587 1111 1264 1609
ENSG00000120693 1041 728 1249 1186 368 428
ENSG00000120694 1061 733 1238 787 1318 1680
ENSG00000120696 309 252 266 210 234 251
ENSG00000120697 303 258 375 304 331 440
ENSG00000120699 157 137 164 147 250 344
ENSG00000120705 2388 1721 2757 1891 2281 3038
ENSG00000120708 218120 184151 235870 187176 110604 143903
ENSG00000120709 758 636 920 650 559 706
ENSG00000120725 1237 1091 1361 1090 1015 1382
ENSG00000120727 938 666 1031 781 804 1163
ENSG00000120733 1167 1103 1418 999 1343 1724
ENSG00000120738 3270 2478 2081 1314 2667 2278
ENSG00000120742 3748 3099 4548 3664 2113 2508
ENSG00000120756 12 15 14 8 6 9
ENSG00000120784 186 139 232 151 141 168
ENSG00000120798 308 267 430 257 301 503
ENSG00000120800 252 212 258 164 379 578
ENSG00000120802 719 538 815 559 746 1272
ENSG00000120805 2222 1722 2601 2015 1607 1886
ENSG00000120820 1093 931 1340 968 911 1323
ENSG00000120832 88 66 129 80 105 130
ENSG00000120833 331 210 566 464 133 228
ENSG00000120837 430 328 613 447 891 935
ENSG00000120860 287 219 364 215 328 393
ENSG00000120868 1052 719 1082 745 609 932
ENSG00000120875 31 14 4 6 18 16
ENSG00000120885 4804 3718 6239 4111 5126 6627
ENSG00000120889 6657 5326 7330 4330 4304 5780
ENSG00000120896 2967 2703 3620 2699 2343 2671
ENSG00000120899 70 77 53 48 89 99
ENSG00000120910 446 353 559 457 272 368
ENSG00000120913 2198 1947 2239 1631 1373 1766
ENSG00000120925 501 424 582 453 321 503
ENSG00000120937 1 6 0 1 5 7
ENSG00000120942 120 129 148 93 167 205
ENSG00000120948 1581 1214 1861 1063 2535 3489
ENSG00000120949 49 50 55 44 37 10
ENSG00000120963 319 260 400 312 377 416
ENSG00000120992 688 531 867 581 563 634
ENSG00000121022 534 470 715 507 813 847
ENSG00000121039 3514 3228 2757 1995 3923 4531
ENSG00000121057 147 94 144 85 235 275
ENSG00000121058 206 149 223 174 198 266
ENSG00000121060 1390 1017 1770 1143 1042 1527
ENSG00000121064 580 583 687 572 600 900
ENSG00000121067 553 448 698 521 550 827
ENSG00000121068 3347 2416 4686 3374 1721 2075
ENSG00000121073 591 403 567 351 548 673
ENSG00000121083 660 544 774 550 777 993
ENSG00000121104 18 24 37 15 17 19
ENSG00000121152 83 74 118 65 102 205
ENSG00000121210 196 138 129 86 220 294
ENSG00000121211 18 16 18 5 8 29
ENSG00000121236 48 50 58 49 146 195
ENSG00000121274 350 251 398 291 228 332
ENSG00000121281 1750 1540 2270 1646 867 1208
ENSG00000121289 252 221 351 286 303 411
ENSG00000121297 846 815 967 672 752 872
ENSG00000121310 360 383 460 349 393 567
ENSG00000121350 200 148 207 110 198 302
ENSG00000121361 45 50 13 15 87 77
ENSG00000121390 344 319 421 306 416 536
ENSG00000121406 98 61 100 74 91 81
ENSG00000121410 204 180 267 227 80 67
ENSG00000121413 450 507 533 417 130 242
ENSG00000121417 96 85 126 143 93 130
ENSG00000121440 1929 1219 2271 1604 796 1308
ENSG00000121454 19 19 34 22 53 102
ENSG00000121481 408 255 440 321 270 381
ENSG00000121486 424 358 546 475 332 451
ENSG00000121542 353 263 376 287 212 317
ENSG00000121552 4 5 1 2 5 2
ENSG00000121578 4789 3976 4120 3125 2345 3756
ENSG00000121579 2435 1862 2784 2038 1965 2651
ENSG00000121621 106 88 117 98 160 259
ENSG00000121644 971 772 1198 859 1077 1253
ENSG00000121653 177 149 264 158 186 204
ENSG00000121671 523 439 654 616 303 434
ENSG00000121680 204 189 273 207 277 222
ENSG00000121690 111 130 208 193 94 173
ENSG00000121691 371 377 378 335 691 831
ENSG00000121716 101 124 131 108 221 256
ENSG00000121741 1107 859 1268 936 1013 1391
ENSG00000121743 34 31 16 17 122 122
ENSG00000121749 1149 910 1444 1243 728 1129
ENSG00000121753 438 246 487 307 271 346
ENSG00000121766 618 450 688 469 642 819
ENSG00000121769 5 5 5 3 7 11
ENSG00000121774 2574 1787 3183 2088 3179 4126
ENSG00000121775 200 187 287 213 231 280
ENSG00000121797 5 1 4 0 8 2
ENSG00000121848 868 643 1266 816 585 769
ENSG00000121851 397 375 471 391 283 443
ENSG00000121858 23 25 86 129 10 16
ENSG00000121864 453 356 531 413 329 437
ENSG00000121879 755 716 911 722 674 986
ENSG00000121892 1619 1289 1815 1484 1345 1899
ENSG00000121895 102 52 95 50 113 147
ENSG00000121897 47 59 70 55 56 87
ENSG00000121900 334 321 411 363 246 265
ENSG00000121903 78 69 108 46 73 90
ENSG00000121931 289 204 351 300 215 259
ENSG00000121940 988 850 1246 847 902 1282
ENSG00000121957 230 197 292 220 113 217
ENSG00000121964 255 220 305 220 213 260
ENSG00000121966 7 11 12 20 0 1
ENSG00000121988 44 35 40 47 37 68
ENSG00000121989 69 58 81 65 110 124
ENSG00000122008 651 533 749 561 544 821
ENSG00000122026 8611 7208 10261 8123 5708 6841
ENSG00000122033 364 245 360 338 289 346
ENSG00000122034 791 593 1124 677 730 792
ENSG00000122035 184 103 244 168 130 129
ENSG00000122042 1037 963 1072 848 738 871
ENSG00000122068 1730 1280 2035 1411 1527 2073
ENSG00000122085 285 267 319 237 338 427
ENSG00000122126 1396 1047 1525 1174 1121 1455
ENSG00000122140 479 492 640 516 324 446
ENSG00000122176 14 12 2 3 32 17
ENSG00000122203 3461 2633 4265 2748 2134 2494
ENSG00000122218 7057 5941 8568 6834 7085 9366
ENSG00000122257 1102 895 1425 1176 988 1405
ENSG00000122299 1176 971 1414 1088 1050 1569
ENSG00000122335 191 188 261 229 208 265
ENSG00000122359 3157 2342 4564 2983 3218 4114
ENSG00000122367 38 29 45 14 39 49
ENSG00000122376 508 321 583 397 379 532
ENSG00000122378 40 16 24 10 3 29
ENSG00000122386 195 144 253 213 176 181
ENSG00000122390 744 587 825 535 625 636
ENSG00000122406 9996 8302 11640 9268 9464 10593
ENSG00000122417 179 161 197 123 301 462
ENSG00000122420 130 168 156 217 154 247
ENSG00000122435 92 87 117 68 152 186
ENSG00000122481 188 143 178 149 208 280
ENSG00000122482 567 437 651 547 550 727
ENSG00000122483 45 41 51 35 92 187
ENSG00000122484 68 93 99 104 134 203
ENSG00000122490 901 693 1328 975 749 903
ENSG00000122497 238 209 295 217 263 398
ENSG00000122507 335 294 474 338 293 370
ENSG00000122512 139 127 146 101 189 228
ENSG00000122515 1261 931 1527 982 884 1138
ENSG00000122545 4262 3345 5011 3597 4390 6276
ENSG00000122547 324 244 363 317 301 302
ENSG00000122550 735 593 862 714 592 880
ENSG00000122557 814 683 1074 817 468 677
ENSG00000122565 1955 1435 2262 1549 2159 2855
ENSG00000122566 5477 4252 6844 3994 9314 13137
ENSG00000122591 3100 2263 4222 2487 1957 2810
ENSG00000122592 31 18 23 22 21 37
ENSG00000122641 1095 1072 938 633 2381 2845
ENSG00000122642 9825 8170 11304 8034 6678 8630
ENSG00000122643 258 226 341 251 261 404
ENSG00000122644 112 124 134 92 269 383
ENSG00000122674 150 123 190 112 144 162
ENSG00000122678 162 121 191 164 143 162
ENSG00000122687 274 237 274 193 336 411
ENSG00000122691 359 340 512 328 441 532
ENSG00000122692 723 609 1009 670 885 1176
ENSG00000122694 1519 943 1683 765 1024 1526
ENSG00000122696 129 123 193 147 132 142
ENSG00000122705 2350 1845 2660 2016 2021 2617
ENSG00000122707 4927 4278 6099 4649 2852 4234
ENSG00000122729 9202 6734 11578 7082 7750 9308
ENSG00000122741 1051 839 1307 1197 561 787
ENSG00000122778 176 141 159 84 278 329
ENSG00000122779 197 185 269 183 192 227
ENSG00000122783 309 245 401 220 313 412
ENSG00000122786 18789 14895 24098 14118 21414 30099
ENSG00000122824 12 3 13 7 5 7
ENSG00000122861 6324 4194 5726 3043 8166 11389
ENSG00000122862 2790 2910 2908 2840 804 1480
ENSG00000122863 340 262 349 227 547 677
ENSG00000122870 1237 994 1353 1021 1391 1722
ENSG00000122873 159 166 212 158 207 257
ENSG00000122877 50 34 18 5 42 41
ENSG00000122882 538 347 562 390 513 691
ENSG00000122884 9531 7394 9727 7591 8180 11294
ENSG00000122912 158 153 172 98 136 176
ENSG00000122952 96 90 132 45 198 322
ENSG00000122958 938 737 1065 778 842 1152
ENSG00000122965 404 293 509 355 516 680
ENSG00000122966 300 246 367 322 312 533
ENSG00000122970 367 229 374 224 387 560
ENSG00000122971 191 142 190 182 88 145
ENSG00000122986 90 46 122 75 15 18
ENSG00000123064 708 508 757 526 877 1135
ENSG00000123066 1015 952 1217 893 970 1380
ENSG00000123080 244 203 373 298 175 341
ENSG00000123091 1884 1642 2190 1714 1283 1442
ENSG00000123094 1445 987 1317 1151 937 1243
ENSG00000123095 17 26 8 11 35 11
ENSG00000123096 139 124 102 79 150 178
ENSG00000123104 469 340 604 348 316 449
ENSG00000123106 234 166 229 194 338 476
ENSG00000123119 83 57 100 95 38 68
ENSG00000123124 660 532 767 593 403 586
ENSG00000123130 888 805 1228 794 910 1238
ENSG00000123131 2416 1954 2333 2025 2068 2781
ENSG00000123136 348 264 353 227 441 602
ENSG00000123143 4051 3323 5425 4829 2062 2634
ENSG00000123144 1523 1253 1709 1258 1840 2036
ENSG00000123146 732 555 974 798 310 586
ENSG00000123154 152 110 133 122 90 127
ENSG00000123159 2048 1664 2401 1513 1697 1977
ENSG00000123178 351 248 386 257 348 407
ENSG00000123179 1043 816 1398 1077 476 631
ENSG00000123191 204 170 296 181 98 148
ENSG00000123200 1295 1106 1709 1212 1591 2124
ENSG00000123213 619 541 696 556 780 1010
ENSG00000123219 96 75 110 56 77 155
ENSG00000123240 4444 3292 5565 4543 2558 3541
ENSG00000123268 422 359 565 449 329 432
ENSG00000123297 261 214 342 193 314 378
ENSG00000123342 483 333 547 357 477 717
ENSG00000123349 2988 2411 3347 2656 2174 2789
ENSG00000123352 1397 1240 1678 1287 922 1196
ENSG00000123353 347 331 454 291 308 437
ENSG00000123358 225 308 199 291 772 593
ENSG00000123374 1428 1169 1808 1377 778 1204
ENSG00000123384 26207 25764 28044 21731 26862 35705
ENSG00000123395 599 493 651 479 800 899
ENSG00000123411 183 155 262 190 154 223
ENSG00000123415 243 184 312 197 269 282
ENSG00000123416 16457 13338 19641 11953 14756 20464
ENSG00000123427 192 109 178 143 175 187
ENSG00000123444 273 200 325 278 262 309
ENSG00000123453 64 67 114 70 139 203
ENSG00000123472 737 595 939 726 504 690
ENSG00000123473 103 83 131 69 95 176
ENSG00000123485 150 153 242 147 161 352
ENSG00000123496 5 6 3 11 5 6
ENSG00000123505 1013 767 1269 699 820 1139
ENSG00000123545 101 53 128 53 112 107
ENSG00000123552 176 143 239 169 222 300
ENSG00000123562 4433 3400 5109 3448 5105 6867
ENSG00000123572 11 4 21 17 0 41
ENSG00000123575 737 596 887 568 635 868
ENSG00000123595 311 273 428 326 272 295
ENSG00000123600 114 78 124 107 104 167
ENSG00000123607 244 219 326 228 253 357
ENSG00000123609 63 46 52 49 157 227
ENSG00000123636 517 454 626 477 507 663
ENSG00000123643 439 357 459 307 414 584
ENSG00000123684 859 813 999 715 988 1446
ENSG00000123685 31 14 36 18 32 56
ENSG00000123689 2 1 2 1 2 1
ENSG00000123700 95 70 65 75 82 154
ENSG00000123728 731 525 748 506 555 715
ENSG00000123737 308 298 456 273 420 606
ENSG00000123739 311 281 344 358 301 344
ENSG00000123810 39 31 46 44 41 60
ENSG00000123815 233 208 317 222 313 448
ENSG00000123836 13 31 17 11 29 46
ENSG00000123870 19 23 31 15 17 25
ENSG00000123892 69 49 74 45 37 57
ENSG00000123908 471 442 571 451 261 439
ENSG00000123933 2219 1991 2708 1932 1569 1664
ENSG00000123965 14 11 16 5 18 25
ENSG00000123975 227 170 259 215 208 294
ENSG00000123977 9 18 11 9 28 9
ENSG00000123983 1806 1318 2421 1608 1863 2755
ENSG00000123989 2735 2622 2850 2455 3135 3174
ENSG00000123992 1249 1091 1419 1256 737 998
ENSG00000124006 947 775 1078 750 1109 1314
ENSG00000124067 3508 2756 4196 2828 2608 3461
ENSG00000124074 128 121 97 136 81 105
ENSG00000124098 563 563 650 453 696 906
ENSG00000124104 676 488 887 548 381 571
ENSG00000124116 98 80 122 41 44 50
ENSG00000124120 452 430 558 339 542 721
ENSG00000124126 14 11 15 9 12 26
ENSG00000124134 207 117 212 176 25 29
ENSG00000124145 9576 7978 10418 6666 8139 11504
ENSG00000124151 1458 1103 1915 1429 1011 1389
ENSG00000124155 3465 2735 4029 3011 2352 3149
ENSG00000124160 232 219 313 145 340 407
ENSG00000124164 1102 986 1405 973 926 1289
ENSG00000124172 884 767 985 697 1031 1165
ENSG00000124177 1014 908 1333 888 1005 1370
ENSG00000124181 1404 1217 1419 1046 1403 1863
ENSG00000124191 532 393 569 318 419 401
ENSG00000124193 1059 861 999 719 1738 2150
ENSG00000124198 912 740 1067 755 761 1010
ENSG00000124201 1389 1037 1919 1231 1113 1492
ENSG00000124207 1201 960 1376 898 1195 1730
ENSG00000124208 5 132 53 183 24 0
ENSG00000124209 623 507 632 581 675 737
ENSG00000124212 8477 6156 8933 6432 2144 3595
ENSG00000124214 2546 1929 3027 2309 2057 2593
ENSG00000124216 78 71 70 62 71 67
ENSG00000124217 79 84 109 48 98 106
ENSG00000124222 2008 1609 2382 1710 2197 3182
ENSG00000124224 181 127 192 150 136 159
ENSG00000124225 296 285 381 211 236 265
ENSG00000124226 800 658 923 675 773 952
ENSG00000124228 589 486 689 548 760 1011
ENSG00000124243 249 262 374 250 185 306
ENSG00000124257 27 29 50 31 23 36
ENSG00000124275 319 267 396 309 358 462
ENSG00000124279 74 66 64 42 67 123
ENSG00000124299 835 688 1091 774 789 876
ENSG00000124313 429 334 400 351 392 484
ENSG00000124333 1232 1016 1355 1128 911 1218
ENSG00000124356 620 526 807 605 591 713
ENSG00000124357 911 829 1075 823 1127 1451
ENSG00000124370 130 118 135 137 84 107
ENSG00000124380 535 384 606 439 393 557
ENSG00000124383 281 239 286 256 485 583
ENSG00000124422 4234 3581 5073 3546 4420 5422
ENSG00000124444 149 123 168 126 123 111
ENSG00000124459 204 141 223 152 133 219
