CTL_A ENU_A CTL_B ENU_B CTL_C ENU_C
ENSG00000130147 185 178 197 181 180 177
ENSG00000130150 33 27 29 30 26 29
ENSG00000130158 20 21 17 22 20 20
ENSG00000130159 31 32 34 39 22 21
ENSG00000130164 71 65 105 81 114 123
ENSG00000130165 31 31 33 28 50 45
ENSG00000130175 565 564 558 593 686 660
ENSG00000130176 174 147 177 121 225 205
ENSG00000130177 105 106 104 105 113 112
ENSG00000130193 5 5 4 5 4 4
ENSG00000130202 187 195 204 185 192 202
ENSG00000130203 17 15 15 14 4 7
ENSG00000130204 23 24 23 19 46 43
ENSG00000130208 7 7 8 5 1 1
ENSG00000130224 19 18 19 20 17 18
ENSG00000130227 60 67 76 81 54 56
ENSG00000130244 5 7 6 7 8 6
ENSG00000130254 20 21 19 22 39 38
ENSG00000130255 823 828 796 809 561 456
ENSG00000130270 5 4 5 6 4 4
ENSG00000130283 1 1 0 0 1 0
ENSG00000130299 11 13 11 14 13 14
ENSG00000130303 2 1 1 2 2 1
ENSG00000130304 35 34 43 51 26 24
ENSG00000130305 30 29 34 35 37 36
ENSG00000130309 195 214 226 235 196 213
ENSG00000130311 36 43 41 34 53 44
ENSG00000130312 55 63 60 53 59 58
ENSG00000130313 132 130 130 137 86 73
ENSG00000130332 98 87 89 88 130 116
ENSG00000130338 3 5 4 3 6 6
ENSG00000130340 28 30 28 29 30 32
ENSG00000130347 3 2 3 3 6 8
ENSG00000130348 6 7 7 6 7 10
ENSG00000130349 11 10 10 8 18 16
ENSG00000130363 5 5 5 5 6 6
ENSG00000130382 17 16 15 17 21 19
ENSG00000130383 8 0 7 9 0 0
ENSG00000130396 22 23 23 26 20 25
ENSG00000130402 544 518 644 538 672 759
ENSG00000130414 26 26 26 26 36 37
ENSG00000130429 185 188 180 156 255 217
ENSG00000130449 14 13 14 14 20 22
ENSG00000130475 1 3 3 2 1 0
ENSG00000130479 52 49 61 52 39 35
ENSG00000130489 15 18 16 15 18 12
ENSG00000130508 803 874 812 823 982 1075
ENSG00000130511 93 106 103 92 57 58
ENSG00000130513 212 194 191 267 71 62
ENSG00000130517 15 15 14 17 15 16
ENSG00000130518 1 1 1 1 0 0
ENSG00000130520 76 77 78 79 111 103
ENSG00000130522 186 196 210 199 122 96
ENSG00000130529 50 50 57 53 49 47
ENSG00000130544 3 4 4 3 4 3
ENSG00000130559 24 21 22 22 25 26
ENSG00000130560 54 51 53 51 60 54
ENSG00000130584 16 16 17 13 10 10
ENSG00000130589 21 25 26 22 12 14
ENSG00000130590 4 3 3 3 4 3
ENSG00000130635 469 555 354 319 609 555
ENSG00000130638 158 144 149 143 144 135
ENSG00000130640 51 56 51 53 54 55
ENSG00000130649 0 0 0 0 0 0
ENSG00000130653 1 1 1 1 2 2
ENSG00000130669 23 20 24 22 20 19
ENSG00000130684 12 12 11 11 14 17
ENSG00000130695 8 8 10 8 6 7
ENSG00000130699 10 10 11 11 9 9
ENSG00000130702 9 7 10 9 16 16
ENSG00000130703 30 31 26 34 32 33
ENSG00000130706 85 86 80 76 137 124
ENSG00000130707 44 50 33 43 142 130
ENSG00000130713 7 7 7 7 10 11
ENSG00000130714 24 21 25 26 29 30
ENSG00000130717 40 38 40 46 31 31
ENSG00000130720 34 30 22 19 14 12
ENSG00000130723 514 535 538 548 469 501
ENSG00000130724 74 72 72 75 81 75
ENSG00000130725 131 126 131 124 186 163
ENSG00000130726 257 251 287 298 287 284
ENSG00000130731 80 79 74 83 54 47
ENSG00000130733 91 91 97 133 68 65
ENSG00000130734 23 27 24 22 21 21
ENSG00000130741 135 145 139 157 183 177
ENSG00000130748 29 32 18 22 47 47
ENSG00000130749 11 13 10 10 18 19
ENSG00000130751 2 4 2 3 5 2
ENSG00000130758 13 14 10 16 13 12
ENSG00000130764 24 24 23 26 29 30
ENSG00000130766 14 17 15 14 28 29
ENSG00000130770 44 52 38 47 99 78
ENSG00000130772 20 20 19 17 21 23
ENSG00000130775 12 10 15 21 4 3
ENSG00000130779 111 102 143 147 110 118
ENSG00000130787 8 10 10 11 15 12
ENSG00000130803 16 17 19 22 13 18
ENSG00000130810 18 17 16 12 39 35
ENSG00000130811 224 228 247 242 262 248
ENSG00000130813 47 50 54 49 46 49
ENSG00000130816 39 39 49 39 51 57
ENSG00000130818 4 4 3 4 3 4
ENSG00000130821 50 54 41 47 39 35
ENSG00000130826 15 15 15 13 30 33
ENSG00000130827 25 30 22 26 40 37
ENSG00000130830 32 28 38 40 51 46
ENSG00000130844 11 12 12 18 12 12
ENSG00000130856 5 5 5 6 5 6
ENSG00000130881 1 1 0 1 14 12
ENSG00000130921 12 12 12 9 15 15
ENSG00000130935 28 28 28 28 38 42
ENSG00000130939 47 50 51 59 44 44
ENSG00000130956 33 32 37 48 20 22
ENSG00000130958 26 23 25 26 21 22
ENSG00000130962 42 38 36 37 39 46
ENSG00000130985 353 352 366 363 400 412
ENSG00000130988 0 1 0 0 0 1
ENSG00000131013 31 29 32 32 44 47
ENSG00000131015 7 6 7 6 9 8
ENSG00000131016 45 45 30 39 87 72
ENSG00000131018 51 53 47 44 26 31
ENSG00000131019 1 1 1 1 2 2
ENSG00000131023 16 16 15 14 14 18
ENSG00000131037 2 3 3 2 2 2
ENSG00000131043 27 26 29 29 24 24
ENSG00000131051 87 83 95 96 118 135
ENSG00000131061 3 3 5 6 4 4
ENSG00000131067 36 40 32 34 48 44
ENSG00000131069 46 48 59 45 53 56
ENSG00000131080 27 23 34 29 15 22
ENSG00000131089 5 6 5 6 7 7
ENSG00000131094 9 8 15 16 4 5
ENSG00000131100 268 252 262 275 272 269
ENSG00000131115 10 9 11 13 7 10
ENSG00000131116 33 34 36 34 91 74
ENSG00000131127 1 1 1 1 1 1
ENSG00000131143 196 203 215 220 182 153
ENSG00000131148 48 45 53 51 38 38
ENSG00000131149 27 30 30 31 31 31
ENSG00000131152 2 3 2 2 2 1
ENSG00000131153 5 3 3 3 5 8
ENSG00000131165 78 80 86 84 69 64
ENSG00000131171 224 222 231 253 196 191
ENSG00000131174 31 30 30 28 34 32
ENSG00000131187 0 1 0 0 0 0
ENSG00000131188 5 11 4 5 9 9
ENSG00000131196 4 4 4 5 5 5
ENSG00000131236 448 419 481 403 591 634
ENSG00000131238 55 56 67 69 56 63
ENSG00000131263 19 20 18 20 18 22
ENSG00000131269 10 9 12 14 12 11
ENSG00000131323 22 22 22 20 16 16
ENSG00000131351 2 2 2 2 4 6
ENSG00000131368 6 6 5 5 10 12
ENSG00000131370 9 9 10 10 19 17
ENSG00000131373 16 18 18 18 16 15
ENSG00000131374 28 27 29 29 27 28
ENSG00000131375 32 33 35 46 25 26
ENSG00000131378 167 141 187 186 155 141
ENSG00000131381 16 17 18 19 15 16
ENSG00000131386 196 212 199 279 61 70
ENSG00000131389 161 145 201 180 55 89
ENSG00000131408 75 79 88 94 66 57
ENSG00000131435 122 107 108 103 88 73
ENSG00000131437 7 7 7 7 10 8
ENSG00000131446 179 181 194 194 110 119
ENSG00000131459 14 13 10 14 18 17
ENSG00000131462 40 32 39 28 35 36
ENSG00000131467 74 71 75 57 106 107
ENSG00000131469 450 458 459 467 397 340
ENSG00000131470 7 11 8 5 15 17
ENSG00000131473 221 206 229 192 332 328
ENSG00000131475 101 113 111 108 127 121
ENSG00000131495 89 86 80 67 93 78
ENSG00000131503 33 30 41 36 33 40
ENSG00000131504 45 45 51 44 49 55
ENSG00000131507 74 80 77 96 85 92
ENSG00000131508 130 122 139 137 107 110
ENSG00000131558 61 65 69 73 69 69
ENSG00000131584 33 30 32 27 48 47
ENSG00000131591 9 9 8 9 7 9
ENSG00000131620 7 5 24 17 4 8
ENSG00000131626 26 26 27 27 34 36
ENSG00000131634 12 15 17 17 12 11
ENSG00000131652 37 32 36 42 31 37
ENSG00000131653 87 91 95 92 92 72
ENSG00000131669 119 95 121 112 52 44
ENSG00000131697 4 4 3 5 6 6
ENSG00000131711 31 36 33 33 50 57
ENSG00000131724 79 77 78 86 84 94
ENSG00000131725 27 25 26 29 30 35
ENSG00000131732 22 21 21 21 18 22
ENSG00000131737 3 3 4 4 2 2
ENSG00000131747 24 29 28 32 51 77
ENSG00000131748 41 43 50 48 33 35
ENSG00000131759 23 23 22 21 25 21
ENSG00000131773 3 3 5 4 3 4
ENSG00000131778 75 70 85 75 61 59
ENSG00000131779 52 46 43 46 48 41
ENSG00000131781 1 1 1 2 2 2
ENSG00000131788 115 105 128 118 82 79
ENSG00000131791 20 24 24 33 16 20
ENSG00000131795 49 43 43 36 110 100
ENSG00000131797 4 4 4 2 9 8
ENSG00000131828 49 46 51 52 58 61
ENSG00000131844 10 9 10 9 18 17
ENSG00000131845 6 8 7 9 5 8
ENSG00000131848 1 2 1 1 1 1
ENSG00000131849 4 3 4 4 3 5
ENSG00000131871 71 74 74 70 89 97
ENSG00000131873 66 63 56 53 87 87
ENSG00000131876 32 33 36 42 49 57
ENSG00000131899 51 53 56 56 46 46
ENSG00000131931 10 14 10 11 10 11
ENSG00000131941 7 7 11 9 8 11
ENSG00000131943 19 16 20 18 19 20
ENSG00000131944 2 2 3 1 2 2
ENSG00000131966 62 61 58 56 70 73
ENSG00000131979 1 2 3 1 1 2
ENSG00000131981 448 451 472 539 267 289
ENSG00000132000 11 7 7 9 8 7
ENSG00000132002 55 63 61 61 57 52
ENSG00000132003 21 19 21 19 19 18
ENSG00000132004 10 17 13 11 13 10
ENSG00000132005 9 10 8 9 9 9
ENSG00000132010 2 1 2 2 2 3
ENSG00000132017 16 18 17 16 20 20
ENSG00000132024 30 29 34 29 38 38
ENSG00000132031 19 18 28 28 16 20
ENSG00000132109 23 22 29 26 24 24
ENSG00000132122 0 0 0 0 1 1
ENSG00000132128 107 105 109 123 100 95
ENSG00000132141 1 1 1 1 2 2
ENSG00000132142 98 102 128 101 122 137
ENSG00000132153 49 51 52 48 54 56
ENSG00000132155 87 85 113 118 71 71
ENSG00000132170 12 10 15 18 8 9
ENSG00000132196 7 6 7 6 7 6
ENSG00000132199 5 4 5 5 8 9
ENSG00000132205 0 0 0 0 0 0
ENSG00000132207 4 4 4 3 4 7
ENSG00000132254 51 48 50 55 50 44
ENSG00000132256 53 51 63 54 50 50
ENSG00000132274 61 61 59 61 48 48
ENSG00000132275 6 6 8 7 6 7
ENSG00000132286 18 18 21 18 22 21
ENSG00000132294 82 75 88 100 56 72
ENSG00000132300 12 12 13 11 16 19
ENSG00000132305 94 86 95 88 107 117
ENSG00000132313 15 17 18 16 22 24
ENSG00000132323 12 12 14 10 24 28
ENSG00000132326 2 2 3 3 3 3
ENSG00000132329 57 47 95 68 22 20
ENSG00000132330 4 5 6 3 5 5
ENSG00000132341 246 233 238 216 348 357
ENSG00000132356 66 69 69 66 98 107
ENSG00000132357 7 5 7 9 4 5
ENSG00000132359 22 24 30 25 11 10
ENSG00000132361 24 25 19 22 34 35
ENSG00000132376 23 24 23 25 24 25
ENSG00000132382 24 25 22 20 47 43
ENSG00000132383 35 33 34 35 39 44
ENSG00000132386 140 108 132 121 51 61
ENSG00000132388 38 37 34 37 43 40
ENSG00000132394 12 14 14 12 17 17
ENSG00000132405 48 50 52 61 45 46
ENSG00000132406 33 36 36 34 38 37
ENSG00000132423 6 4 7 7 16 11
ENSG00000132424 49 48 56 59 78 89
ENSG00000132429 21 24 29 36 16 14
ENSG00000132432 207 180 214 184 283 269
ENSG00000132434 5 5 6 5 11 12
ENSG00000132436 4 5 5 5 6 10
ENSG00000132463 63 53 59 60 66 71
ENSG00000132465 0 1 1 2 0 1
ENSG00000132466 38 37 39 38 41 46
ENSG00000132467 35 28 26 26 54 54
ENSG00000132470 0 1 1 1 0 0
ENSG00000132471 90 90 111 120 67 63
ENSG00000132475 273 265 287 278 437 444
ENSG00000132478 19 23 21 22 18 21
ENSG00000132481 17 12 22 12 11 11
ENSG00000132485 50 47 50 45 85 94
ENSG00000132507 557 558 556 483 1079 987
ENSG00000132510 20 25 19 21 24 21
ENSG00000132522 44 40 43 38 52 53
ENSG00000132530 1 1 1 0 5 5
ENSG00000132535 23 23 23 28 21 18
ENSG00000132541 18 16 22 17 30 28
ENSG00000132549 19 18 22 17 18 21
ENSG00000132561 65 55 45 45 66 83
ENSG00000132563 76 76 96 98 39 40
ENSG00000132570 1 1 1 0 2 1
ENSG00000132581 69 77 75 62 91 92
ENSG00000132589 118 111 131 124 116 117
ENSG00000132591 50 50 49 61 58 56
ENSG00000132600 15 13 15 12 18 18
ENSG00000132603 11 12 11 9 20 20
ENSG00000132604 24 22 24 26 29 26
ENSG00000132612 54 53 54 57 68 67
ENSG00000132613 91 78 112 140 45 50
ENSG00000132635 50 49 50 49 41 37
ENSG00000132640 109 103 101 97 53 67
ENSG00000132646 108 110 105 91 115 122
ENSG00000132661 15 16 11 11 13 17
ENSG00000132664 8 11 8 7 10 10
ENSG00000132669 56 49 53 54 49 51
ENSG00000132670 83 87 94 102 75 81
ENSG00000132676 85 77 84 86 104 105
ENSG00000132680 24 25 27 28 29 38
ENSG00000132688 63 56 65 43 79 97
ENSG00000132694 17 18 19 18 24 26
ENSG00000132716 65 63 71 73 96 98
ENSG00000132718 38 37 36 40 62 62
ENSG00000132740 12 12 10 11 11 13
ENSG00000132749 0 1 1 1 1 1
ENSG00000132763 1 1 1 1 2 1
ENSG00000132768 14 13 13 15 17 18
ENSG00000132773 5 5 4 2 7 7
ENSG00000132780 45 42 45 34 69 82
ENSG00000132781 3 4 3 3 6 5
ENSG00000132792 22 21 24 25 41 40
ENSG00000132793 2 3 3 3 7 7
ENSG00000132801 6 6 5 6 4 4
ENSG00000132819 11 11 11 10 9 8
ENSG00000132821 2 0 1 1 0 1
ENSG00000132823 32 39 46 51 51 52
ENSG00000132824 160 175 175 202 144 172
ENSG00000132825 5 8 7 6 6 6
ENSG00000132842 37 37 38 34 58 62
ENSG00000132846 1 1 0 0 3 3
ENSG00000132849 1 1 2 2 2 2
ENSG00000132879 10 15 11 15 13 15
ENSG00000132881 2 3 3 4 6 5
ENSG00000132906 4 4 5 5 7 6
ENSG00000132912 58 54 62 65 47 51
ENSG00000132950 11 11 11 13 11 12
ENSG00000132952 8 10 8 9 10 12
ENSG00000132953 10 10 10 9 9 12
ENSG00000132963 96 85 99 95 131 126
ENSG00000132964 21 21 17 17 19 20
ENSG00000132965 0 1 0 0 1 1
ENSG00000132967 4 5 5 3 9 4
ENSG00000132970 40 39 42 40 23 23
ENSG00000133026 79 64 78 49 94 105
ENSG00000133027 33 30 34 27 42 36
ENSG00000133028 6 6 6 5 9 7
ENSG00000133030 52 55 56 53 67 67
ENSG00000133059 22 21 21 24 23 24
ENSG00000133065 46 42 45 46 45 48
ENSG00000133069 5 4 5 4 4 4
ENSG00000133103 35 37 37 52 29 30
ENSG00000133104 45 45 45 51 51 56
ENSG00000133106 3 3 2 3 3 4
ENSG00000133107 0 1 0 0 1 1
ENSG00000133110 16 12 6 2 406 215
ENSG00000133111 2 2 2 2 5 4
ENSG00000133112 1922 1854 1854 1931 1163 1086
ENSG00000133114 18 17 21 19 22 25
ENSG00000133119 5 4 3 4 6 10
ENSG00000133121 48 42 51 47 55 62
ENSG00000133131 42 44 41 49 43 45
ENSG00000133138 23 24 19 25 18 21
ENSG00000133142 73 78 65 65 153 138
ENSG00000133193 56 54 59 58 55 59
ENSG00000133195 31 38 39 41 32 34
ENSG00000133216 16 15 15 10 28 29
ENSG00000133226 86 84 94 106 76 84
ENSG00000133243 208 194 221 246 134 121
ENSG00000133247 10 8 9 12 8 8
ENSG00000133250 14 17 15 15 12 13
ENSG00000133265 49 49 53 45 56 63
ENSG00000133275 62 64 63 63 73 63
ENSG00000133302 2 3 2 3 3 3
ENSG00000133313 30 27 29 26 41 46
ENSG00000133315 19 18 23 19 13 11
ENSG00000133316 21 18 17 19 32 35
ENSG00000133318 150 148 174 174 127 151
ENSG00000133321 2 1 2 2 1 2
ENSG00000133393 69 63 64 67 58 60
ENSG00000133398 61 60 57 66 85 84
ENSG00000133422 21 22 24 22 28 28
ENSG00000133424 8 6 13 11 7 8
ENSG00000133433 0 0 0 0 1 1
ENSG00000133454 1 1 1 1 0 0
ENSG00000133460 4 5 5 6 9 8
ENSG00000133466 6 5 5 5 12 12
ENSG00000133597 17 20 23 22 12 15
ENSG00000133606 96 93 108 125 108 110
ENSG00000133612 69 63 72 76 60 65
ENSG00000133619 7 7 8 8 7 8
ENSG00000133624 30 28 30 32 70 84
ENSG00000133627 2 2 2 1 1 1
ENSG00000133639 58 57 50 61 48 41
ENSG00000133641 23 21 20 23 17 17
ENSG00000133657 146 137 145 138 75 107
ENSG00000133678 16 18 18 20 13 13
ENSG00000133687 60 54 71 55 56 62
ENSG00000133703 20 20 18 16 35 37
ENSG00000133704 36 34 36 39 39 39
ENSG00000133706 27 24 25 24 52 59
ENSG00000133731 18 14 15 13 18 15
ENSG00000133739 3 4 4 3 4 6
ENSG00000133740 3 2 4 3 3 3
ENSG00000133773 18 15 17 19 27 29
ENSG00000133789 72 71 88 93 55 71
ENSG00000133794 8 7 7 7 7 9
ENSG00000133805 26 19 25 25 14 19
ENSG00000133808 1 1 0 1 1 1
ENSG00000133812 31 29 33 37 25 24
ENSG00000133816 181 189 161 145 144 127
ENSG00000133818 123 118 125 122 103 105
ENSG00000133835 22 20 21 19 24 26
ENSG00000133858 40 37 43 36 51 59
ENSG00000133872 226 251 251 279 240 281
ENSG00000133874 4 4 4 3 5 5
ENSG00000133884 40 41 43 45 40 39
ENSG00000133895 30 35 30 36 33 31
ENSG00000133935 20 20 25 25 22 22
ENSG00000133943 9 9 9 9 7 9
ENSG00000133961 83 78 85 89 61 70
ENSG00000133983 35 34 39 40 39 36
ENSG00000133997 22 21 20 25 25 27
ENSG00000134001 48 48 44 41 69 69
ENSG00000134013 2494 2774 2108 2047 2070 2081
ENSG00000134014 21 19 20 23 29 25
ENSG00000134030 90 95 93 90 96 100
ENSG00000134046 21 22 21 19 25 22
ENSG00000134049 40 37 37 40 38 41
ENSG00000134056 32 28 32 23 34 28
ENSG00000134057 26 31 38 31 64 81
ENSG00000134058 99 90 86 88 200 186
ENSG00000134070 12 8 12 10 5 4
ENSG00000134072 24 27 31 26 40 42
ENSG00000134077 24 24 25 24 33 33
ENSG00000134086 33 31 30 27 29 28
ENSG00000134107 92 91 107 118 95 111
ENSG00000134108 74 74 77 89 66 76
ENSG00000134109 47 46 44 34 65 69
ENSG00000134121 12 11 12 14 6 7
ENSG00000134138 9 9 7 8 24 20
ENSG00000134146 2 2 2 2 3 4
ENSG00000134152 23 23 23 19 22 28
ENSG00000134153 109 135 114 111 179 196
ENSG00000134186 26 24 28 28 37 44
ENSG00000134198 8 10 3 4 34 29
ENSG00000134201 2 2 3 3 0 0
ENSG00000134202 59 45 51 49 34 34
ENSG00000134222 23 20 29 30 29 34
ENSG00000134243 125 118 155 140 47 63
ENSG00000134245 2 2 3 2 1 1
ENSG00000134248 127 116 134 138 111 108
ENSG00000134250 65 75 73 73 64 76
ENSG00000134253 5 5 5 6 7 7
ENSG00000134255 25 21 27 28 13 19
ENSG00000134259 2 2 1 0 5 5
ENSG00000134262 7 7 7 7 10 12
ENSG00000134265 21 20 22 19 21 23
ENSG00000134278 22 23 21 23 21 23
ENSG00000134283 17 20 19 17 25 25
ENSG00000134285 21 22 18 21 18 17
ENSG00000134287 86 89 84 75 139 125
ENSG00000134291 47 57 71 76 38 49
ENSG00000134294 999 889 1281 1189 746 896
ENSG00000134297 2 3 3 2 4 3
ENSG00000134308 467 438 493 480 493 511
ENSG00000134313 52 51 55 45 56 65
ENSG00000134317 1 1 1 1 0 0
ENSG00000134318 53 50 58 56 47 56
ENSG00000134324 22 20 26 22 23 29
ENSG00000134330 63 61 77 74 49 47
ENSG00000134333 2356 2183 2418 1984 2954 3220
ENSG00000134343 0 0 0 0 1 1
ENSG00000134352 241 239 226 218 378 432
ENSG00000134363 258 225 177 177 436 474
ENSG00000134369 36 36 31 26 45 57
ENSG00000134371 24 23 21 23 32 31
ENSG00000134375 66 65 65 53 77 79
ENSG00000134419 326 325 339 368 163 135
ENSG00000134440 106 106 104 97 253 270
ENSG00000134444 12 12 13 12 15 17
ENSG00000134452 103 105 110 116 78 89
ENSG00000134453 43 45 46 44 52 56
ENSG00000134461 14 11 12 13 7 8
ENSG00000134463 15 13 14 15 8 10
ENSG00000134470 16 19 23 21 12 20
ENSG00000134480 19 17 20 17 28 23
ENSG00000134490 12 9 14 12 7 11
ENSG00000134504 4 3 2 2 5 3
ENSG00000134508 12 11 12 14 10 9
ENSG00000134531 66 70 70 65 69 97
ENSG00000134532 3 3 3 4 2 3
ENSG00000134569 2 1 1 1 3 2
ENSG00000134574 44 43 54 48 25 24
ENSG00000134575 35 31 33 29 50 58
ENSG00000134590 739 784 759 789 475 411
ENSG00000134594 2 2 2 1 2 3
ENSG00000134597 18 16 19 20 28 24
ENSG00000134627 1 2 1 1 1 1
ENSG00000134644 55 52 54 55 60 66
ENSG00000134668 19 17 14 12 54 47
ENSG00000134684 93 88 84 84 227 243
ENSG00000134686 135 132 133 112 108 112
ENSG00000134690 9 13 9 12 15 19
ENSG00000134697 68 72 64 51 74 79
ENSG00000134698 5 6 6 6 7 9
ENSG00000134717 41 36 36 33 43 43
ENSG00000134744 28 28 30 36 32 35
ENSG00000134748 16 15 16 14 16 20
ENSG00000134758 7 6 6 6 6 9
ENSG00000134759 47 46 51 60 34 39
ENSG00000134769 2 2 3 3 3 3
ENSG00000134775 40 36 42 38 21 27
ENSG00000134779 95 91 95 103 74 73
ENSG00000134780 3 3 2 2 4 3
ENSG00000134802 38 38 32 26 22 25
ENSG00000134809 29 28 26 25 65 50
ENSG00000134815 7 8 6 8 11 10
ENSG00000134824 76 63 103 64 81 105
ENSG00000134825 68 79 70 76 66 59
ENSG00000134851 302 302 297 245 212 235
ENSG00000134852 14 15 14 13 11 13
ENSG00000134853 157 136 138 107 205 251
ENSG00000134864 1 2 1 1 4 2
ENSG00000134871 939 858 723 600 1677 1533
ENSG00000134874 23 24 17 17 21 22
ENSG00000134882 78 70 73 73 61 63
ENSG00000134884 17 21 18 16 50 58
ENSG00000134897 17 16 19 15 25 23
ENSG00000134899 19 20 21 24 28 26
ENSG00000134900 19 18 21 17 26 31
ENSG00000134901 10 10 8 9 9 9
ENSG00000134905 38 41 37 44 60 57
ENSG00000134909 3 4 3 3 4 5
ENSG00000134910 191 184 199 219 210 236
ENSG00000134917 106 123 68 77 103 173
ENSG00000134954 79 75 82 72 78 97
ENSG00000134955 1 1 1 1 0 1
ENSG00000134970 139 131 123 130 122 140
ENSG00000134982 13 13 13 10 15 18
ENSG00000134986 108 104 82 57 137 120
ENSG00000134987 19 19 17 17 33 35
ENSG00000134996 35 37 34 34 44 41
ENSG00000135002 35 41 39 38 39 35
ENSG00000135018 82 73 82 85 84 88
ENSG00000135040 9 7 8 8 11 10
ENSG00000135045 7 7 7 7 5 6
ENSG00000135046 286 295 289 281 561 569
ENSG00000135047 34 35 39 54 63 73
ENSG00000135048 48 46 44 32 45 50
ENSG00000135049 1 3 1 1 6 6
ENSG00000135052 22 30 21 32 87 100
ENSG00000135069 44 36 23 15 349 398
ENSG00000135070 29 32 27 30 30 25
ENSG00000135074 98 102 92 71 144 143
ENSG00000135083 2 1 2 1 2 1
ENSG00000135090 58 53 64 61 48 53
ENSG00000135093 11 10 13 17 8 9
ENSG00000135100 0 0 1 0 0 0
ENSG00000135108 24 22 24 26 26 24
ENSG00000135111 159 151 151 150 108 116
ENSG00000135124 9 8 10 9 8 8
ENSG00000135148 84 74 93 90 84 83
ENSG00000135164 24 26 27 19 35 42
ENSG00000135185 58 53 64 69 40 35
ENSG00000135205 9 7 9 8 4 6
ENSG00000135211 34 36 32 33 26 32
ENSG00000135213 87 100 101 85 87 93
ENSG00000135218 0 1 0 1 0 1
ENSG00000135241 26 25 25 24 29 25
ENSG00000135245 68 60 55 50 35 33
ENSG00000135249 26 28 30 31 31 32
ENSG00000135250 25 26 26 28 28 34
ENSG00000135269 65 60 67 48 114 129
ENSG00000135272 44 37 42 43 44 45
ENSG00000135297 6 6 7 7 7 7
ENSG00000135314 4 3 5 5 4 4
ENSG00000135315 3 3 2 3 4 4
ENSG00000135316 54 54 51 46 97 105
ENSG00000135317 25 23 25 24 25 29
ENSG00000135318 245 261 280 308 173 210
ENSG00000135334 43 49 44 45 61 53
ENSG00000135336 34 36 38 42 38 45
ENSG00000135338 6 6 6 6 6 6
ENSG00000135341 56 47 53 58 47 48
ENSG00000135362 11 10 10 8 6 4
ENSG00000135365 33 33 35 38 21 23
ENSG00000135372 26 22 26 21 35 39
ENSG00000135373 1 1 0 0 0 0
ENSG00000135387 151 137 147 141 164 182
ENSG00000135390 241 242 263 290 158 136
ENSG00000135392 37 35 37 37 48 47
ENSG00000135404 1923 1844 1943 1975 2298 2416
ENSG00000135407 0 0 0 0 1 1
ENSG00000135414 7 6 6 6 9 8
ENSG00000135424 7 5 3 3 6 5
ENSG00000135437 4 7 6 6 7 7
ENSG00000135441 68 66 70 86 88 66
ENSG00000135446 101 108 99 91 159 148
ENSG00000135451 5 6 8 6 12 13
ENSG00000135452 30 27 30 33 28 29
ENSG00000135454 1 0 0 0 1 1
ENSG00000135457 19 20 21 18 29 28
ENSG00000135469 10 10 9 10 9 12
ENSG00000135472 1 0 1 0 2 2
ENSG00000135473 11 13 12 14 14 16
ENSG00000135476 3 2 3 2 3 6
ENSG00000135480 0 0 2 1 2 2
ENSG00000135482 2 2 2 2 2 3
ENSG00000135486 463 426 486 453 670 693
ENSG00000135502 1 1 1 2 3 6
ENSG00000135503 16 18 13 12 22 22
ENSG00000135506 298 294 296 305 305 314
ENSG00000135521 14 16 14 12 34 38
ENSG00000135535 275 270 282 308 197 239
ENSG00000135537 2 1 1 2 2 2
ENSG00000135540 4 3 5 4 5 6
ENSG00000135541 17 15 15 16 14 14
ENSG00000135587 5 5 5 4 5 7
ENSG00000135596 49 48 53 43 68 71
ENSG00000135597 9 9 9 10 13 12
ENSG00000135604 1 1 1 1 1 1
ENSG00000135617 14 16 15 11 15 17
ENSG00000135622 10 13 11 12 6 6
ENSG00000135624 282 259 275 229 440 421
ENSG00000135631 62 64 66 69 37 41
ENSG00000135632 17 17 18 17 21 24
ENSG00000135637 7 6 7 6 5 5
ENSG00000135655 9 8 10 9 11 13
ENSG00000135677 222 235 253 272 179 219
ENSG00000135678 12 11 14 15 2 3
ENSG00000135679 37 34 33 31 45 41
ENSG00000135686 46 46 48 50 31 35
ENSG00000135698 49 42 47 42 83 85
ENSG00000135709 31 30 40 47 14 12
ENSG00000135720 106 105 99 105 137 146
ENSG00000135722 17 14 22 18 14 8
ENSG00000135723 22 25 24 20 32 32
ENSG00000135736 17 18 16 15 20 14
ENSG00000135740 5 4 4 4 6 7
ENSG00000135747 1 1 1 1 2 1
ENSG00000135749 9 9 8 10 10 11
ENSG00000135750 6 4 5 7 1 1
ENSG00000135763 3 3 3 2 5 4
ENSG00000135766 47 45 39 38 62 59
ENSG00000135775 6 4 8 5 7 8
ENSG00000135776 13 15 12 11 15 19
ENSG00000135778 6 6 7 7 9 7
ENSG00000135801 19 17 21 17 18 16
ENSG00000135821 42 43 52 46 46 50
ENSG00000135823 51 49 53 44 40 42
ENSG00000135828 8 8 8 10 9 9
ENSG00000135829 58 56 58 45 108 120
ENSG00000135835 5 6 6 6 4 4
ENSG00000135837 14 14 13 13 14 14
ENSG00000135842 26 23 26 26 47 64
ENSG00000135845 12 12 14 13 18 18
ENSG00000135847 88 81 87 83 101 102
ENSG00000135862 616 643 614 613 646 655
ENSG00000135870 10 9 9 8 7 8
ENSG00000135899 4 4 5 5 7 7
ENSG00000135900 29 28 27 28 39 37
ENSG00000135905 17 14 14 10 22 20
