"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue"
"ncRNA processing","E3_06_14",13,19,3.7e-24,-0.514573172829758,0.1304
"ribosome biogenesis","E3_06_14",8,14,3.7e-24,-0.736965594166206,0.0623
"rRNA metabolic process","E3_06_14",5,12,3.7e-24,-1.11547721741994,0.0188
"proteasome-mediated ubiquitin-dependent protein catabolic process","E3_06_14",19,18,3.7e-24,0.0740005814437768,0.9033
"regulation of response to DNA damage stimulus","E3_06_14",20,16,3.7e-24,0.304854581528421,0.3845
"establishment of protein localization to organelle","E3_06_14",12,18,3.7e-24,-0.547487795302493,0.1132
"macroautophagy","E3_06_14",4,13,3.7e-24,-1.48542682717024,0.002
"regulation of chromosome organization","E3_06_14",12,10,3.7e-24,0.241008099503795,0.6434
"Golgi vesicle transport","E3_06_14",14,14,3.7e-24,0,1
"double-strand break repair","E3_06_14",10,13,3.7e-24,-0.347923303420307,0.4153
"histone modification","E3_06_14",10,19,3.7e-24,-0.862496476250065,0.0169
"sister chromatid segregation","E3_06_14",6,11,3.7e-24,-0.777607578663552,0.0886
"DNA replication","E3_06_14",9,12,3.7e-24,-0.37851162325373,0.3947
"chromosome segregation","E3_06_14",21,18,3.7e-24,0.211504105193712,0.5625
"mitochondrial gene expression","E3_06_14",8,7,3.7e-24,0.169925001442312,0.8484
"nucleocytoplasmic transport","E3_06_14",12,13,3.7e-24,-0.106915203916512,0.7886
"nuclear transport","E3_06_14",11,13,3.7e-24,-0.222392421336448,0.5885
"regulation of DNA repair","E3_06_14",1,10,3.7e-24,-2.4594316186373,0.0012
"peptidyl-lysine modification","E3_06_14",12,16,3.7e-24,-0.387023123109247,0.284
"protein targeting","E3_06_14",17,14,3.7e-24,0.263034405833794,0.5102
"cytoplasmic translation","E3_06_14",4,7,3.7e-24,-0.678071905112638,0.2144
"regulation of autophagy","E3_06_14",13,15,3.7e-24,-0.192645077942396,0.6167
"signal transduction in response to DNA damage","E3_06_14",5,8,3.7e-24,-0.584962500721156,0.2466
"regulation of intracellular transport","E3_06_14",16,13,3.7e-24,0.280107919192735,0.4873
"protein localization to nucleus","E3_06_14",9,12,3.7e-24,-0.37851162325373,0.3981
"microtubule cytoskeleton organization involved in mitosis","E3_06_14",5,8,3.7e-24,-0.584962500721156,0.266
"telomere maintenance","E3_06_14",3,7,3.7e-24,-1,0.1003
"cell cycle checkpoint signaling","E3_06_14",5,8,3.7e-24,-0.584962500721156,0.243
"regulation of protein modification by small protein conjugation or removal","E3_06_14",9,11,3.7e-24,-0.263034405833794,0.5486
"cellular respiration","E3_06_14",9,10,3.7e-24,-0.137503523749935,0.7585
"cellular component disassembly","E3_06_14",17,20,3.7e-24,-0.222392421336448,0.5044
"nuclear chromosome segregation","E3_06_14",10,13,3.7e-24,-0.347923303420307,0.4237
"regulation of protein stability","E3_06_14",13,13,3.7e-24,0,1
"regulation of cell cycle phase transition","E3_06_14",13,18,3.7e-24,-0.440572591385981,0.221
"regulation of protein catabolic process","E3_06_14",15,15,3.7e-24,0,1
"response to endoplasmic reticulum stress","E3_06_14",8,11,3.7e-24,-0.415037499278844,0.3142
"vesicle organization","E3_06_14",9,15,3.7e-24,-0.678071905112638,0.0777
"mitochondrial respiratory chain complex assembly","E3_06_14",3,5,3.7e-24,-0.584962500721156,0.3226
"DNA-templated transcription elongation","E3_06_14",2,5,3.7e-24,-1,0.1218
"mitochondrial transport","E3_06_14",6,8,3.7e-24,-0.362570079384708,0.4943
"establishment of organelle localization","E3_06_14",11,18,3.7e-24,-0.662965012722429,0.0612
"regulation of intracellular protein transport","E3_06_14",11,10,3.7e-24,0.125530882083859,0.8715
"response to UV","E3_06_14",4,6,3.7e-24,-0.485426827170242,0.4446
"RNA localization","E3_06_14",6,8,3.7e-24,-0.362570079384708,0.5078
"response to topologically incorrect protein","E3_06_14",8,7,3.7e-24,0.169925001442312,0.8555
"organelle fission","E3_06_14",24,18,3.7e-24,0.395928676331139,0.2398
"non-membrane-bounded organelle assembly","E3_06_14",8,16,3.7e-24,-0.917537839808027,0.0179
"protein polyubiquitination","E3_06_14",5,10,3.7e-24,-0.874469117916141,0.0557
"methylation","E3_06_14",14,13,3.7e-24,0.0995356735509144,0.884
"phospholipid biosynthetic process","E3_06_14",8,10,3.7e-24,-0.289506617194985,0.5436
"oxidative phosphorylation","E3_06_14",5,7,3.7e-24,-0.415037499278844,0.4699
"establishment of protein localization to membrane","E3_06_14",16,12,3.7e-24,0.387023123109247,0.31
"in utero embryonic development","E3_06_14",14,16,3.7e-24,-0.180572245641821,0.6225
"vacuole organization","E3_06_14",10,9,3.7e-24,0.137503523749935,0.8722
"nuclear-transcribed mRNA catabolic process","E3_06_14",7,7,3.7e-24,0,1
"protein folding","E3_06_14",8,9,3.7e-24,-0.15200309344505,0.7554
"DNA conformation change","E3_06_14",2,4,3.7e-24,-0.736965594166206,0.2861
"regulation of chromosome segregation","E3_06_14",3,5,3.7e-24,-0.584962500721156,0.3132
"regulation of apoptotic signaling pathway","E3_06_14",13,14,3.7e-24,-0.0995356735509144,0.7911
"cell cycle G2/M phase transition","E3_06_14",4,6,3.7e-24,-0.485426827170242,0.4286
"vacuolar transport","E3_06_14",1,8,3.7e-24,-2.16992500144231,0.0038
"response to ionizing radiation","E3_06_14",7,7,3.7e-24,0,1
"cellular response to UV","E3_06_14",2,4,3.7e-24,-0.736965594166206,0.2966
"regulation of binding","E3_06_14",15,14,3.7e-24,0.0931094043914815,0.895
"nucleic acid transport","E3_06_14",6,7,3.7e-24,-0.192645077942396,0.7178
"RNA transport","E3_06_14",4,7,3.7e-24,-0.678071905112638,0.2151
"ribonucleoprotein complex subunit organization","E3_06_14",9,10,3.7e-24,-0.137503523749935,0.7707
"regulation of DNA replication","E3_06_14",4,5,3.7e-24,-0.263034405833794,0.677
"ribose phosphate metabolic process","E3_06_14",13,17,3.7e-24,-0.362570079384708,0.287
"proton motive force-driven ATP synthesis","E3_06_14",2,3,3.7e-24,-0.415037499278844,0.5977
"ribonucleotide metabolic process","E3_06_14",17,18,3.7e-24,-0.0780025120012732,0.8133
"telomere organization","E3_06_14",9,7,3.7e-24,0.321928094887362,0.5729
"cellular response to topologically incorrect protein","E3_06_14",2,4,3.7e-24,-0.736965594166206,0.2613
"Golgi organization","E3_06_14",7,6,3.7e-24,0.192645077942396,0.8458
"ribonucleoprotein complex assembly","E3_06_14",15,9,3.7e-24,0.678071905112638,0.1486
"cellular nitrogen compound catabolic process","E3_06_14",9,18,3.7e-24,-0.925999418556223,0.0103
"negative regulation of phosphorus metabolic process","E3_06_14",10,16,3.7e-24,-0.628031222613042,0.0799
"heterocycle catabolic process","E3_06_14",15,18,3.7e-24,-0.247927513443586,0.4863
"mitochondrial membrane organization","E3_06_14",3,5,3.7e-24,-0.584962500721156,0.3226
"regulation of protein-containing complex assembly","E3_06_14",16,16,3.7e-24,0,1
"positive regulation of cellular component biogenesis","E3_06_14",15,18,3.7e-24,-0.247927513443586,0.4883
"response to oxidative stress","E3_06_14",19,15,3.7e-24,0.321928094887362,0.3623
"regulation of supramolecular fiber organization","E3_06_14",9,16,3.7e-24,-0.765534746362977,0.0378
"positive regulation of protein localization","E3_06_14",10,17,3.7e-24,-0.710493382805015,0.0485
"positive regulation of cell projection organization","E3_06_14",12,14,3.7e-24,-0.206450877467426,0.6011
"negative regulation of transferase activity","E3_06_14",6,12,3.7e-24,-0.893084796083488,0.0567
"autophagy of mitochondrion","E3_06_14",3,3,3.7e-24,0,1
"positive regulation of amide metabolic process","E3_06_14",3,8,3.7e-24,-1.16992500144231,0.0492
"chromatin remodeling","E3_06_14",14,15,3.7e-24,-0.0931094043914815,0.8015
"viral process","E3_06_14",13,16,3.7e-24,-0.280107919192735,0.4604
"macromolecule deacylation","E3_06_14",2,5,3.7e-24,-1,0.1302
"mitotic cytokinesis","E3_06_14",1,3,3.7e-24,-1,0.1969
"aromatic compound catabolic process","E3_06_14",15,18,3.7e-24,-0.247927513443586,0.4803
"vesicle localization","E3_06_14",6,9,3.7e-24,-0.514573172829758,0.2888
"establishment or maintenance of cell polarity","E3_06_14",7,9,3.7e-24,-0.321928094887362,0.5122
"Wnt signaling pathway","E3_06_14",10,16,3.7e-24,-0.628031222613042,0.0835
"cell-cell signaling by wnt","E3_06_14",10,18,3.7e-24,-0.788495894806288,0.033
"ATP metabolic process","E3_06_14",4,9,3.7e-24,-1,0.0564
"cellular response to chemical stress","E3_06_14",13,14,3.7e-24,-0.0995356735509144,0.7937
"regulation of vacuole organization","E3_06_14",2,2,3.7e-24,0,1
