"region","condition.x","median_log2fc","median.obs.mut","condition.y","pvalue","pvalue_symbol","GO.ID","genes","gene_length","pvalue.adjust"
"chromosome segregation","enu",0,1,"enu",0.998584128379418,NA,"GO:0007059","8379/26073/996/292/9031/7756/9918/26993/8193/672/10460/4361/29781/55166/8452/27175/54908/7175/57492/29945/23369/4438/55781/55706/23063/6047/6602/259266/10734/387/3796/22933/1459/998/56852/9319/8243/55743/54820/6605/23332/79023/60/4292/10615/7155/55063/3835/6595/10403/6604/10464/23047/25978/22924/546/81929/51510/9183/6790/22974/51433/332/10726/24137/51776/54930/990/8697/8086/6732/9274/84861/6598/8940/11144/57820/9985/4605/1457/9371/22919/128866/81610/55125/8780/10735/8260/56271/80152/10664/7329/8766/11339/9639/2068/729440/10270/6795/898/5518/9275/84445/56647/9126/5889/3837/9400/6603/64151/25906/605/26271/26054/7272/11044/3550/2908/9555/10051/8850/1894/150465/10096/51652/49856/148479/10459/991/4751/25936/8289/1063/10274/9928/7320/10783/9525/27030/55719/1843/348995/23397/84057/80218/81930/23244/29899/79903/11130/64105/6491/55355/8239/9587/7517/10426/55795/8678/9787/6597/85378/56984/54617/90417/151648/23383/55274/8881/55201/10844/64793/27243/9113/5119/93323/7283/29893/7153/5901/27183/84250/56154/5977/891/55207/84722/9698/55143/192670/324/9700/84101/83852/83990/86/51759/10592/55755/79075/4926/51203/9493/57082/55142/27229/2959/10097/3832/57520/1062/144165/6601/5925/10300/9611/114799/1453/51529/10609/11004/83540/23126/127829/27436/9391/79998/129563/2177/51143/1060/256006/91272/113130/11011/54892/55869/91782/7013/54801/28989/4288/6188/472/256364/3619/79980/140609/23310/55835/115106/57405/64946/64682/8467/3192/126731/9184/220134/146956/64210/7273/56776/286053/163786/701/9133/54069/57519/126549/11243/29127/256126/147841/79677/56916/84142/151246/23122/152185/56992/55193/4085/79884/25836/9232/5885/23353/2669/9897/158401/221150/23172/29117/55839/81565/51647/84191/5347/10982/2801/81620/90990/79003/29901/54921/10636/699/201254/157570/8841/51112/80198/10524/8658/339834/6599/55055/11065/10540/23015/378708/9134/2072/116028/79643/29882/246184/51115/7156/83903/348654/80010/9212/317761/23212/55920/1731/1104/284071/79598/348235/80254/11200/387893/9735/157313/4733/200942/146909/51547/57697/5359/84464/196528/10388/203068/51434/2316/1778/197342/7405/9874/26112/283489/23137/7150/9055/387103/10919/3304/3303/4439/7917/440145/51451/8110/54627/23636/55559/79441/440270/1654/644186/285643/3833/23354/54984/29082/57132/26065",391,1
"histone modification","enu",0.584962500721156,2,"enu",0.0830745623445731,NA,"GO:0016570","4800/23028/10943/1387/80853/54623/3720/84954/9862/9031/26993/54799/672/23376/6591/23304/51230/5926/26009/259282/23338/9734/5888/51742/57602/58508/54969/9474/57504/93166/56848/6873/2139/9682/4802/79091/9759/22933/23210/54556/53615/6720/5927/1207/8726/60/9733/11176/79960/7319/8028/55183/10847/54665/7994/10269/8648/2122/10075/56970/51720/6790/84678/78990/23186/10013/51322/27154/23411/3717/54620/9739/6598/2033/23774/83933/10419/79609/22938/7443/9252/84312/55257/6907/6839/5931/9767/55578/3299/65990/84148/9810/51366/55011/84444/10270/6795/2091/25865/29086/54531/6878/2146/23081/4591/2648/2145/10014/7468/10891/51111/79829/11108/1108/51147/64426/29915/1911/9025/5252/7422/10902/604/8850/55683/84759/23451/55818/150572/1386/26038/11315/79084/3065/55870/6421/7799/6018/10765/5929/1810/55758/4297/196483/7320/6418/26147/9913/284058/56943/80314/6883/51780/4801/6045/80218/79903/7291/5585/1017/25895/9643/8202/23326/55809/3007/7913/9329/8242/3276/8089/23309/23030/3976/51200/8520/51105/10038/9070/6874/23378/8864/5562/10514/23558/23135/54496/84787/84332/4221/8932/79577/1643/9575/6885/10322/9958/27097/26122/83852/11143/86/1025/408/23168/2959/580/11107/51176/675/54934/23067/122953/80349/9960/84656/93649/7157/57332/4089/23410/10498/63976/29943/22823/27005/9869/56950/57459/151194/64332/9730/6622/817/80854/91272/7403/55869/6872/8473/54904/54107/28989/6877/57325/9219/1111/221143/134145/51562/26040/117143/79723/8467/9320/5578/201163/30827/79831/56254/91748/29104/10600/84108/23522/7862/22976/1859/9577/2140/8450/26053/2005/65018/94104/1487/8888/3275/26097/200186/4000/29115/10629/8986/5563/5928/114803/84661/56916/6944/55677/84142/57326/90780/79885/6314/151636/55689/64769/8314/165918/80335/25836/25862/1020/221656/64324/9188/322/6881/123169/5579/4837/5245/3481/54815/8085/55611/283248/1642/1499/55209/648/3008/84289/55806/3622/4204/25942/83443/1107/7324/983/6419/143241/84864/10474/171023/84525/8841/170394/221037/55352/3054/4615/23133/10524/93624/51504/22992/55167/25855/8607/112869/4524/79718/83903/7334/55929/57673/23512/6879/9212/5187/2624/84333/124512/79813/29072/9112/10856/54880/57634/84193/387893/5587/3009/80764/7469/64754/79184/10336/10933/54093/4674/51547/7874/10445/3006/339287/120892/26155/23450/8464/11091/8295/3066/10865/54554/5253/63925/57708/23054/221477/8861/9646/55170/7052/399818/6015/7936/10919/10626/2074/8505/10432/158880/9757",418,1
"macroautophagy","enu",0,1,"enu",0.285490517324435,NA,"GO:0016236","26073/292/3920/27072/1407/51534/1634/23376/823/9821/8100/535/11345/23274/79142/51606/55187/57602/9474/11178/81671/2773/55102/4943/55737/4734/55062/5566/23503/7251/7879/5289/57103/58476/27244/5663/79876/9706/25978/55054/51510/10075/55968/27131/10558/57192/55763/55072/23256/10013/51322/23411/51100/9342/10043/3162/8897/83933/51382/10490/9517/3091/128866/84557/55613/6901/80183/5595/7249/80208/8767/6788/665/7040/11140/10392/6009/5599/23232/90410/23130/55626/10312/2597/51715/7957/8992/8723/523/200576/10254/550/27429/51652/22930/5768/57535/9927/149371/3964/533/23673/1509/8673/8987/25782/9525/51569/5290/9559/10133/60673/826/8678/22863/84219/83460/3791/54832/58533/27243/84971/83667/529/5119/9779/84313/60412/23647/57533/27183/5287/7428/55207/29979/84749/57231/6885/51028/10241/8027/55014/9550/9373/5861/23710/5830/65082/79720/25989/81631/4864/7157/56270/162427/93343/207/51506/23557/5899/5868/79137/64422/9711/9140/26249/8473/526/91782/203228/401548/90678/143686/472/9538/9638/5305/112936/143187/291/9531/26353/57724/83734/60592/54463/7345/528/23367/137492/26100/65018/11267/23400/9114/26086/56893/51160/8878/5563/51375/23001/64419/79443/256471/51368/836/5828/157753/1020/94241/7415/7248/53349/64112/440026/23339/79837/124045/80700/124997/55048/89849/5049/23192/154/11337/9637/4534/155066/2548/83452/171024/339122/57674/165324/488/81876/9776/26471/79643/55254/664/155382/8851/140775/8408/2629/2081/112574/811/23241/55432/285973/10193/23265/29110/340061/340371/23545/5071/9146/527/29978/285180/4077/1201/120892/6829/30849/54543/64771/11152/6714/3064/10533/440738/65992/7405/987/801/57154/2475/79065/6048/494513/10919/10206/25851/285636/7416/534/11331/137886/64601/9179/10715/9842/192111/90423/29082/57132",302,1
"muscle cell differentiation","enu",0.584962500721156,1,"enu",0.913970420751681,NA,"GO:0042692","8837/23028/3475/9043/928/5725/3479/51177/30846/9734/79810/9474/9150/93166/50937/6416/4904/2263/9759/4205/23250/6095/2255/9948/87/10290/4775/3566/51548/88/8516/10529/1906/4208/6604/10269/50507/6910/6548/3912/825/23411/7290/25776/7494/5155/4627/51804/7528/4776/4773/10398/284217/688/2254/2294/9780/80208/50804/1760/7138/93145/9149/23646/7040/57817/2931/136319/858/10467/2146/2022/5532/657/22943/2648/8506/10014/5573/4621/90410/6830/10938/975/55553/81029/25842/9750/1432/221662/11149/9444/6722/7422/4015/5159/3280/27086/90/85461/3488/150572/2274/3398/6382/607/5997/1491/4811/34/5999/7139/80306/22954/6909/11155/57486/9643/23363/2069/1948/652/6662/650/6495/2318/6608/29767/10038/81/9518/1786/23345/4772/10266/79652/4814/5914/64208/26057/23135/55544/4629/3845/8536/6272/5738/1794/80206/5156/6926/55122/23493/4193/183/3915/1910/57538/274/1025/64855/7111/4856/10211/84665/29766/5530/144165/6895/5925/7168/91807/93649/10939/2627/409/4089/150094/207/284612/844/3756/58/287/84466/55909/80005/4851/6935/27063/80313/8038/133/3688/27250/1793/9472/1909/9456/3192/113622/9868/7345/5239/84033/8470/1525/58494/11096/7273/8324/3084/4323/3815/6497/1465/1827/70/2539/84814/4000/9794/57190/824/6443/10611/200539/4487/29765/27302/56203/25802/836/23462/2852/57462/1073/7248/170689/10818/79933/348093/26585/26263/3481/84717/1499/3516/54910/6474/4204/1140/983/4086/130827/3856/1000/6444/11214/3880/84525/8841/596/3913/51778/30008/124857/5936/8557/488/11146/1466/205251/627/284358/79191/2314/58529/5339/811/85474/785/6546/338773/84193/71/4303/5600/64754/246329/57496/5465/92737/6300/8912/3908/57591/28514/2475/115701/1756/659/2876/10324/89/100381270/101929726",307,1
"ncRNA processing","enu",0,1,"enu",0.720808787924257,NA,"GO:0034470","81887/60528/113000/115939/51096/51106/6301/55596/54888/4234/23517/54802/23223/51154/51602/57602/23369/55781/6894/55726/10885/57418/3735/23536/60487/55623/51018/24140/8518/114049/3028/51095/54456/23016/56915/8468/1653/79670/22894/10269/51729/27292/51593/8602/51637/339175/8886/22803/51575/51605/16/54517/55644/26523/27037/23481/4809/10521/51493/23264/55687/8846/23405/9692/10528/51654/79863/8780/6839/5303/26512/79650/123263/56986/55756/10940/55174/90459/54938/55011/2068/55621/10775/6217/2091/7040/6223/29997/54555/11062/26024/51010/1787/10360/23560/57508/117246/55813/1655/54433/2483/51091/26610/83480/11103/4839/6428/705/54974/29102/55299/9631/8850/22916/9136/6209/84128/79954/63892/7257/80135/54680/10969/79033/387338/27042/6230/55127/51077/25940/10171/54853/11340/27340/64282/81627/130916/29066/6125/54482/3181/29960/79039/79828/5393/27161/27304/55661/10199/88745/57505/83732/10799/7737/652/192669/51119/10436/57570/54973/79066/54487/64172/65095/25983/84705/55695/23404/56342/1736/25926/6155/79727/23378/2926/57050/114034/54663/55140/25917/4613/54522/143689/9698/192670/23318/55250/134430/25821/55226/84872/10200/6041/65080/79074/11137/3569/54606/92856/51531/4686/11224/6194/91801/80745/6229/29081/6741/55759/81556/57117/6895/5073/84916/28987/27043/7157/9775/55520/56931/9875/90353/6135/6202/51093/25896/65123/4931/163859/51002/55164/55646/93587/92345/55651/10667/54901/29777/285855/6129/84294/57109/10556/22984/64852/92105/83707/120379/57647/153443/79691/10557/80746/285381/152992/84365/10813/90121/10785/85395/103/6154/51728/79707/127253/113802/64216/150962/129450/11102/23160/54859/79753/11157/84135/10412/6208/26173/25879/55656/138716/55798/84267/65083/158234/203522/84881/9188/9790/56339/142940/27079/115708/9221/4088/26995/81605/54920/51367/55720/29063/6774/9836/196074/285605/64118/126789/84520/23587/4086/5036/79042/55006/283742/51013/55636/92342/5394/6227/55178/6201/3669/112858/10248/10978/51504/54931/348180/51574/4087/9092/339487/80324/6232/55272/1662/55152/11180/63899/54913/54512/161829/23212/50628/201164/118672/8575/64963/55505/11022/283989/54059/6218/6165/51118/55039/10607/79050/80789/317781/150763/144233/51547/389421/9045/79979/134637/27341/79693/112479/161424/8270/10438/84154/55035/84549/51441/131870/116461/55253/51490/131405/131965/7247/81890/51202/1654/118460/155400/9277/404266/6234/221078/79897/5822/3692/57604/5591/9724/91893/404672",401,1
"negative regulation of catabolic process","enu",1,1,"enu",0.918170500618757,NA,"GO:0009895","1595/26073/23077/54972/7812/3077/2534/3082/11345/7077/54888/23274/79142/9967/23118/57602/10758/493/8531/11178/28996/5476/4904/1994/9682/6093/9759/22933/55737/5774/26986/1459/10644/32/51548/57103/4983/5663/7188/8898/2521/11213/23256/3183/51322/3326/1153/84861/7078/3162/706/1457/1869/128866/1471/9097/55613/2332/7076/9683/7249/8140/8925/90427/55353/66036/6625/6449/29997/54922/2931/5294/4233/57589/9827/1787/51684/23185/28964/80279/1982/1432/221662/2822/8724/55603/11044/1611/3156/1981/79031/8604/5768/11315/10459/3953/51377/81892/55051/23435/64282/51538/5290/6125/10755/8239/3553/9349/9491/8678/5582/7186/5300/79066/7538/4248/51105/84074/341/1736/5562/57533/55544/7428/9704/84749/10492/116986/1660/5270/10643/64844/153090/8870/6386/6653/51374/10128/9101/3184/254013/5371/5045/64784/5073/9611/10140/4864/7157/57521/3607/4089/207/6135/113451/4170/9711/6622/92345/1956/11011/6872/8473/29934/8667/210/9638/114609/25819/51594/5140/3192/55625/201163/51582/29761/23367/56776/10670/7079/257397/115572/9191/65018/57805/10642/23400/1676/56893/51035/9261/134/23429/54502/4085/167153/819/51808/221937/7248/9529/4088/4130/5245/2801/83547/64223/26580/55872/54541/84879/6774/2668/8313/65110/1677/9637/4534/596/6201/10605/143941/54971/80011/4615/5970/6599/90806/170506/26471/55254/140775/10949/11180/284071/1728/100287171/10193/302/8241/54855/11187/56478/340371/5465/7874/79048/120892/23450/80317/2316/3182/258010/65992/6815/4194/2475/9860/6048/10919/7917/56658/440503/80772/89/29082",266,1
"non-membrane-bounded organelle assembly","enu",0,1,"enu",0.999939649379228,NA,"GO:0140694","8837/26073/9855/7812/7756/54443/57146/672/7175/7984/5601/51154/23369/6047/259266/54505/387/4205/3796/9948/8243/54475/23332/6624/284403/4292/10615/88/10529/1906/7520/10403/29093/10464/6193/25978/22924/51510/55239/6790/22974/64147/6128/6175/332/24137/54930/825/7430/8086/1153/51804/4605/8760/10398/9371/22919/128866/79959/55125/10735/80152/9738/8766/22995/6713/9639/729440/7138/6795/6223/29997/8605/84445/56647/9126/4591/3837/708/2648/5573/4621/1656/56890/4848/4839/26271/23195/6722/26054/55722/57472/55299/5159/8850/1058/6209/550/51652/7072/7840/49856/991/23215/4751/1063/10274/7139/22868/10783/9525/5357/29899/130916/51116/11155/6125/29960/64105/1017/6491/23363/23019/51081/10426/51119/9787/7429/51657/85378/2318/29767/54617/25804/10844/27243/56342/5119/93323/84231/22907/5562/26284/51388/4629/1965/55143/80206/5156/9924/149041/3936/28988/7111/55755/4926/9493/55142/27229/2959/3832/84665/29766/9908/246175/1062/144165/282809/7168/79631/91807/9611/1453/4089/2886/6135/10733/844/23126/9898/58/8994/83939/1060/10769/10146/29777/4478/1069/6134/91782/80005/54801/203228/2934/27063/6188/256364/3619/54915/3688/57647/25819/140609/636/55835/115106/255967/64946/3192/113622/5239/84033/126731/7273/51001/163786/9133/1465/70/57519/221908/29127/124093/5563/200539/29765/27302/84142/56203/25802/23122/152185/1040/56992/79884/80817/1437/6208/9897/1073/23172/53349/85459/79933/55839/5347/219988/10982/2801/90990/79003/26580/26005/3921/29901/11273/153241/201254/116840/3856/11214/27258/3880/8841/51112/51778/6169/8658/57674/8557/285590/9662/1466/23015/79643/284001/25914/2314/58529/6232/5339/100653515/9212/23212/80153/1731/1104/4869/64963/79598/26609/51335/55794/80254/9802/11200/71/9735/56478/51065/4733/253943/6228/27341/203068/2316/1778/6714/128486/84154/6147/51441/26112/29883/9055/9851/387103/550643/3304/3303/6311/440145/1874/54627/23636/55559/79441/440270/1654/285643/197135/6234/3833/10432/10324/23761/5822/3692/55052/23354/5591/29082/84769/57132/26065",346,1
"nucleocytoplasmic transport","enu",1,1,"enu",0.966293730346491,NA,"GO:0006913","5976/5310/26993/23649/84220/727851/23633/23279/8498/54888/999/55341/7175/84321/10758/4659/9877/55781/55706/23534/3843/1994/6672/8692/55746/602/4734/23293/5566/5743/55421/79023/51548/9984/10411/5663/3320/55437/2932/7514/3842/91746/81929/51194/55696/57506/54890/10762/8086/23511/3717/5902/129138/84271/8563/5905/27351/5494/8106/4792/6789/8480/55612/55916/2010/2254/3839/10204/9688/8312/7249/7329/80208/6788/51366/7040/30000/5296/2737/84445/51684/22794/3837/4927/7531/29098/6830/29118/10553/8882/4928/55110/80824/1027/57122/11052/1432/6428/23195/60468/51715/1871/3313/55374/9631/3836/1894/868/22916/51277/6209/1386/7341/11315/9887/9670/2733/55051/348995/56943/51569/51307/23435/1408/10657/84248/3181/10212/1434/57510/1026/6310/9972/652/79902/3553/57187/5469/9349/79639/55795/8021/6608/84268/23039/10155/79228/23225/5901/29107/64328/10526/8536/948/29969/55122/3178/84946/183/1660/55198/23325/11097/7295/4686/10541/26953/8870/51496/580/6741/53371/5530/144165/84934/9818/146059/8125/5371/7157/9775/207/5433/5295/4851/51501/26019/9531/5784/127933/3087/5903/25909/3621/284/55027/23165/6396/23049/11269/26060/9478/126549/8888/26097/4000/8878/10482/4116/129401/55677/80145/80149/5580/6059/1020/51808/65083/9147/7248/10023/3429/9221/4088/26263/6774/10768/11142/55308/23214/10636/51068/10073/983/11214/5569/8841/10892/3267/3728/5936/152877/51319/2810/55929/23212/811/5781/3059/4869/23401/29072/5571/3838/729540/2621/754/4600/10189/5587/11260/56478/1812/729857/5501/3840/11261/51547/400966/120892/9679/9883/79711/4763/3841/2316/161424/6815/55153/7919/55705/57154/23381/503542/84455/54535/5514/64901/84324/10527/23636/11331/643136/5534/3692/92335",296,1
"organelle fission","enu",0,1,"enu",0.997043582485388,NA,"GO:0048285","8379/26073/5898/1352/9031/7756/9918/26993/54443/1634/3479/10928/4361/6683/23304/29781/8452/27175/54908/9820/7175/5888/4438/55706/9150/23063/55810/259266/9650/10734/387/3796/22933/55737/998/6196/9319/8243/55743/54820/54456/23332/4292/10615/7155/1906/55063/8556/3835/10403/8555/10464/23047/25978/546/81929/23259/8438/51510/9183/10059/6790/22974/55968/51433/332/10726/79594/24137/8697/8086/5902/84861/11144/5155/54471/10419/80821/57820/9985/4605/655/994/9371/22919/128866/10005/55125/10735/8260/28984/7329/8766/54332/9639/92960/729440/10270/6795/898/51343/5518/858/56647/9126/27338/5889/3837/84687/64151/25906/23603/10635/1027/26271/23113/7272/11044/3550/5810/10111/9555/5159/10051/8850/7474/10096/51652/5000/49856/148479/10459/991/56181/4751/25936/1063/10274/9928/7320/9525/27030/55719/1843/4488/111240474/89866/84930/23397/84057/80218/81930/23244/11130/64105/1164/23363/9587/116138/2069/652/3553/7517/55795/8678/9787/3306/5300/9088/3791/3976/56984/54617/90417/1028/151648/23383/8881/64793/27243/5119/7283/29893/7153/8799/5468/5901/63979/27183/9633/8546/8900/84250/56154/891/84722/56907/55143/192670/324/9700/84101/79866/83990/51759/10592/29988/55755/79075/4926/51203/9493/2959/10097/3832/9585/1062/1950/144165/675/5925/10300/10040/114799/51529/10609/11004/83540/23126/27436/79998/129563/2177/51143/1060/256006/91272/55023/113115/113130/54892/55869/91782/7013/4288/472/256364/3619/1111/79980/2059/23310/57405/10018/8467/221711/3192/51571/126731/9184/146956/7273/56776/90550/10600/286151/286053/701/81626/9133/995/10361/65018/54461/4882/126549/11077/29127/256126/147841/4041/5824/4487/84142/151246/23122/152185/56992/4085/79884/25836/91137/9232/5885/23353/9897/158401/221035/23172/7589/65084/81565/9665/8800/5347/2801/3481/81620/1613/90990/79003/80346/3622/54921/56947/83987/699/201254/7314/6773/3643/157570/10201/27085/5139/80198/23023/10524/8658/339834/79703/55055/11065/10540/378708/9134/8815/55844/7351/2072/146691/54998/79643/8877/664/51115/23141/125170/83903/25970/348654/80010/9212/317761/23212/811/1731/1104/284071/2827/11022/5890/400629/79598/23236/11200/387893/9735/157313/5071/5892/26013/5719/4603/4733/200942/146909/51547/2175/57697/84464/120892/10388/51434/2316/25788/197342/54708/22887/283489/4976/23137/9055/64423/10919/3304/3303/4439/7917/440145/84501/51451/54627/23636/51024/11331/137886/644186/285643/3833/57026/51537/192111/54984/29082/57132/26065",417,1
"peptidyl-lysine modification","enu",0,1,"enu",0.941412314495328,NA,"GO:0018205","4800/23028/4706/10943/1387/9031/54799/672/6591/51230/5926/8554/26009/259282/23338/9734/4826/51742/58508/9474/51564/56848/6873/10362/57609/4802/9759/22933/23210/54556/53615/60/79960/9063/8028/54472/29843/55183/7994/5351/10269/56970/79594/825/10013/1725/27154/23411/9739/6598/2033/5905/27351/23774/83933/79609/22938/55257/6839/9767/55578/79918/65990/7329/84148/55011/84444/51588/6804/6878/8985/2146/54780/57178/2648/2145/7468/10891/51111/79829/10536/51147/29915/26036/10475/5252/26054/10902/4015/8850/55683/64135/84695/23451/150572/1386/7341/26038/11315/55870/1491/6018/5929/1810/4297/196483/205564/6418/26147/9913/53335/55719/284058/56943/80314/6883/1958/4801/80218/11019/79903/25950/83637/7291/25895/9643/23326/23408/3007/6659/7913/7737/10054/8089/5447/3976/51200/6608/8520/4016/51105/9070/83475/54552/54795/6874/10155/10401/5562/10514/23558/10208/84787/84250/84332/4221/4017/6885/2647/10322/4193/27097/26122/83852/11143/86/84681/79969/408/23168/84171/57337/11107/51176/254013/675/54934/23067/10363/80349/5371/84656/2653/93649/114799/8535/4089/10609/60681/23410/10055/22823/9869/405/56950/79823/51601/151194/64332/6622/80854/91272/7403/8473/115426/54107/6877/57325/1111/221143/134145/51562/63894/26040/117143/79723/5352/8467/5903/201163/30827/29104/23522/286053/7862/22976/26053/1487/23181/200186/4000/26168/10629/5563/84661/79677/6944/55677/57326/90780/6314/55689/64769/28999/59343/26354/80335/538/9188/322/6881/4837/8085/1499/57691/648/3008/84289/4204/197370/25942/3094/83443/6419/143241/10474/92342/170394/3054/10524/93624/5970/51504/55167/8607/112869/84901/55929/57673/6879/5187/2624/79813/29072/10856/54880/57634/84193/387893/26276/3009/80764/6612/7469/56160/64754/10933/54093/4674/85002/51547/10445/3006/6613/339287/26155/23450/8464/11091/8295/3066/10865/54554/10210/63925/23054/8861/9646/23137/399818/7936/10919/7917/5987/9189/751071/10626/2074/493861/9757",330,1
"phospholipid biosynthetic process","enu",1,1,"enu",0.388664477351836,NA,"GO:0008654","8813/9108/9091/51099/5286/56895/26751/55300/3631/3074/5291/1608/55650/56848/8776/1606/3422/57217/51447/9488/27440/23446/5337/8527/5289/8871/22979/80271/8898/94005/9489/54947/54675/10558/57605/83394/55151/1120/5155/8897/80339/63874/5283/9517/8760/128869/9218/6901/9468/160851/55697/10423/54928/8605/5296/51477/5294/20/9110/9487/25979/8821/5007/114971/9600/1119/4598/56994/10162/57515/5467/9896/3157/1154/200576/5321/8443/8503/79947/80235/57678/8835/2170/5290/4952/84947/84668/9926/23682/2181/51604/79143/8678/22863/79644/94101/5338/57153/84962/376497/23167/51763/10400/5287/3612/10390/23175/5279/1607/8818/3706/85465/3417/84803/2247/55500/9107/10351/3613/10026/126969/93183/5298/8394/3707/129642/55224/132001/1609/5295/64924/56623/27315/8525/472/3992/5305/253430/5281/3628/9453/79888/8526/116150/65258/55326/55361/285172/9791/142891/23049/171586/137964/8867/56894/2224/5130/93210/10380/51205/824/10654/1040/64419/200879/54965/166929/256987/2171/84302/5277/84720/3636/145567/79837/57171/4597/84879/129303/3635/10555/9306/4534/9655/5293/5728/94103/154141/253558/54872/81490/22845/9807/254531/11145/54344/122809/8398/9021/27124/8651/51227/5833/23396/150763/11261/57048/5359/1201/30849/80055/128486/5154/23556/84188/8733/7405/22876/259230/10554/22908/3931/23761/5297",224,1
"positive regulation of establishment of protein localization","enu",1,1,"enu",0.920452155358806,NA,"GO:1904951","572/54972/8938/2696/2534/27032/3479/22902/999/79567/7175/7984/4826/57602/51768/3843/5590/8692/2182/55737/1459/5566/5743/7251/6717/25930/51548/5108/56681/10411/5663/3320/65985/2932/5019/55696/10075/43/10059/2767/55741/111089941/57506/5027/55763/11069/55072/7430/7042/3717/51100/89781/54471/5494/3091/5106/9777/8736/2010/94121/50855/6810/10391/57214/51201/79752/51366/3783/4946/9141/208/27113/7040/5296/2931/2737/5599/5532/5573/7531/7323/55294/8882/5007/975/23086/5715/9847/5467/1432/2822/55754/10307/64083/10802/11235/1894/27429/10575/58480/79971/8934/9270/7043/8111/111240474/89866/6950/27230/23435/5208/2181/6659/3553/51614/135/5880/6608/54795/10155/1736/7376/55107/5468/5901/5562/64328/4628/51124/8536/9695/79899/10574/2752/4836/56262/7099/10541/6653/51496/9585/9520/54828/55135/22994/2064/10055/11132/25874/55204/5295/908/2040/2746/27063/6934/26229/7424/22948/3708/288/55691/101/55835/9531/5213/51128/9868/7273/114/90550/10694/65018/23400/118424/9619/5116/55823/51160/163882/7447/7855/7203/80149/8314/5580/23379/2151/2150/2852/79778/1020/382/85459/10576/322/5579/4088/81285/23255/8754/153241/56947/57555/25924/983/10972/285966/2850/5581/5481/8841/5621/9854/22885/3728/1263/3265/9662/5174/9776/5122/2810/8851/125170/10425/55929/9495/4947/3059/9501/161291/23236/340146/18/2621/5587/8398/11156/10519/7332/10134/8660/11261/1201/3123/5478/399687/54543/2316/6714/4641/23607/59286/9747/80184/10497/6721/84455/3305/10399/54741/51024/283/6844/100507043/10984",267,1
"protein folding","enu",1,1,"enu",0.165455359274904,NA,"GO:0006457","2288/126393/51364/23386/972/23071/2896/3309/548645/10954/4802/10294/3998/54431/8468/3320/10450/3301/56605/8570/81572/2280/10961/8425/10726/51726/2289/3326/23759/6767/10598/5203/80331/1457/6102/5611/9093/6625/9141/11140/51398/23770/27000/10049/3315/55664/573/10105/57003/7466/80273/1410/3312/3338/26973/9049/10728/9532/3313/5201/7265/4820/81562/7841/10575/79031/3336/7456/5768/64175/23184/22926/2281/6950/10808/64374/1191/11328/10549/5204/6903/8195/10131/3306/821/23753/9526/3337/10693/6388/23640/51303/10574/3300/56886/64215/27348/1861/25822/51645/9360/5830/55466/55898/6904/60681/5202/81611/10130/3329/908/54788/10525/22948/55768/26278/9531/10283/1047/5903/219899/6782/9601/7411/10694/9530/1676/27433/11080/5824/7203/131474/79982/22824/134266/169714/9529/10576/79608/7184/567/5479/10845/2923/64772/7266/134218/5480/200558/10491/202052/134492/3308/120526/5481/6902/10465/84750/3310/2286/2580/811/79087/10856/9403/285755/5034/90624/23275/957/51182/5478/30001/10471/3304/3303/3305/131118/728489/402/81567/53938/25764/7268/100885848/125972",186,1
"protein glycosylation","enu",1,1,"enu",0.550254409013126,NA,"GO:0006486","8813/6482/29954/2137/5238/11285/56052/2530/10402/10565/10610/11320/6480/51006/5663/55624/2683/79796/29929/91319/5372/57452/9321/23509/79868/84061/55757/51172/7991/56913/8985/2218/20/51809/27087/6484/374378/9761/2651/4121/4124/7903/64689/7841/2591/8869/9528/80267/81849/8704/57134/79947/9331/10329/6185/79695/85365/29880/27230/8702/84899/6487/79644/9514/4248/53947/9526/1603/26290/10585/117248/4245/9945/10267/9215/83857/746/55858/79070/3703/83548/11227/56886/27090/8818/80312/64116/84920/160418/11226/5373/2589/4864/2590/114805/84892/8473/26301/338596/26229/283464/2132/387923/4249/116150/286148/93010/6483/2134/79623/9334/8703/79053/30815/11282/8707/148789/285203/56983/200185/201595/6184/91869/3600/55568/120071/2801/57171/146664/4247/91949/54790/8706/10678/29071/1798/8708/199857/84750/727936/7423/29925/23333/152002/11041/2523/22845/144245/126792/79369/84002/51301/340485/11253/283417/143888/63917/147991/54344/160335/79147/55343/2131/22906/79087/10317/256281/256435/64409/84197/23275/957/2650/11261/200424/145173/2526/4122/170384/10905/2673/10724/51465/58505/10195/100288842/729920/728819/100128731/8705/84752/1650/440138/8693",194,1
